N	3gram	Vinokur_Vv	Komedia
142	возможность судить о	1	1
143	может быть только	1	1
144	сам по себе	2	1
145	в первом из	2	1
146	это особенно важно	1	1
147	именно в отношении	1	1
148	и в конце	1	1
149	а между тем	2	1
150	по своему характеру	1	1
151	каждом из них	1	1
152	смысле этого слова	2	1
153	все же это	1	1
154	это было у	1	1
155	что в нем	2	1
156	чтобы убедиться в	1	1
157	ближе всего к	1	1
158	большей или меньшей	3	1
159	отдать себе отчет	1	1
160	сыграть свою роль	1	1
161	само по себе	4	1
162	точки зрения должен	1	1
163	следует что в	1	1
164	мы имеем право	1	1
165	и прежде всего	1	1
166	в данном случае	4	1
167	античного мира в	1	1
168	нашего времени и	1	1
169	во-вторых и это	1	1
170	но если бы	1	1
171	и никогда не	1	1
172	можно говорить о	3	1
173	по себе не	1	1
174	на основании сохранившихся	1	1
175	iv в до	2	1
176	той мере в	6	1
177	может быть более	1	1
178	не следует забывать	1	1
179	мы уже знаем	2	1
180	одно из двух	1	1
181	представляет собой в	2	1
182	и того же	2	1
183	но в этом	1	1
184	если бы и	1	1
185	по этому поводу	3	1
186	к ним в	1	1
187	это в свою	1	1
188	гораздо ближе к	2	1
189	лицом к лицу	1	1
190	и это особенно	1	1
191	себе путь к	1	1
192	н э и	1	1
193	в одном случае	1	1
194	потому что и	1	1
195	с каждым новым	1	1
196	имея в виду	1	1
197	в значительной степени	1	1
198	по самой своей	2	1
199	то в этот	1	1
200	и в этом	4	1
201	мы имеем дело	1	1
202	по тому же	1	1
203	то что у	1	1
204	т е о	1	1
205	ни к одной	1	1
206	собственном смысле слова	1	1
207	за ее пределами	1	1
208	должен был быть	1	1
209	том виде как	1	1
210	т д все	2	1
211	все же в	1	1
212	на задний план	2	1
213	той или иной	3	1
214	не мог не	1	1
215	того обстоятельства что	1	1
216	в отношениях между	1	1
217	он должен быть	1	1
218	в том чтобы	5	1
219	только после того	2	1
220	по крайней мере	4	1
221	именно в этой	1	1
222	само собой разумеющимся	1	1
223	и за ее	1	1
224	потому что он	2	1
225	такого же рода	1	1
226	этой целью он	1	1
227	и без того	1	1
228	в далеком прошлом	1	1
229	в свое время	3	1
230	еще при жизни	2	1
231	что же касается	2	1
232	было до сих	1	1
233	в целом ряде	2	1
234	же самое что	2	1
235	то что в	1	1
236	может быть в	2	1
237	но уже в	1	1
238	в разной мере	1	1
239	как один из	1	1
240	же ясно что	1	1
241	и есть тот	1	1
242	к выводу что	6	1
243	связи с этим	1	1
244	как об этом	2	1
245	в настоящее время	1	1
246	в самом его	1	1
247	на этот вопрос	5	1
248	не было бы	1	1
249	в принципе же	1	1
250	половине iv в	1	1
251	не что иное	5	1
252	в каждой из	1	1
253	из сторон в	1	1
254	по поводу того	1	1
255	в лучшем случае	1	1
256	в центре внимания	2	1
257	зависимости от того	1	1
258	самой своей природе	2	1
259	по содержанию и	1	1
260	зрения должен был	1	1
261	собой в самом	1	1
262	для каждой из	1	1
263	нельзя не признать	3	1
264	к первым относятся	1	1
265	только в начале	1	1
266	ему надо было	1	1
267	как раз в	1	1
268	о том каким	1	1
269	точки зрения между	1	1
270	тем что она	1	1
271	случаях имеется в	1	1
272	что иное как	5	1
273	дошедшие до нас	1	1
274	на основании которого	2	1
275	все это делает	1	1
276	в предисловии к	1	1
277	вопрос о том	5	1
278	в том виде	3	1
279	идет речь в	1	1
280	из двадцати четырех	1	1
281	во всех отношениях	1	1
282	к концу iv	1	1
283	как уже говорилось	1	1
284	сама по себе	3	1
285	потому что они	1	1
