N	2gram	Bakhtin_Pr	TeoriaLi
483	не позволяет	2	1
484	за ним	2	1
485	субъективного порядка	1	1
486	и принципиальной	1	1
487	автора по	3	1
488	же и	2	1
489	типа как	1	1
490	героев и	7	1
491	другом но	1	1
492	и свою	2	1
493	также что	1	1
494	персонажей то	1	1
495	с формой	2	1
496	тех кто	1	1
497	его с	2	1
498	живет в	1	1
499	не знают	2	1
500	на ее	2	1
501	на первом	2	1
502	перестают быть	1	1
503	огромным и	1	1
504	образа и	1	1
505	не всякий	1	1
506	его за	1	1
507	во внешних	1	1
508	а перед	1	1
509	я никогда	1	1
510	представляют собой	1	1
511	что это	1	1
512	с ним	13	1
513	это уже	1	1
514	тем как	4	1
515	поэтики как	1	1
516	и души	2	1
517	которой в	1	1
518	в сущности	11	1
519	никак не	3	1
520	какой бы	2	1
521	в другой	4	1
522	говорит о	1	1
523	самой жизни	2	1
524	те же	3	1
525	не как	15	1
526	проникновения в	4	1
527	художественной конструкции	1	1
528	как объекты	1	1
529	из того	1	1
530	впрочем и	1	1
531	и другими	6	1
532	и делает	1	1
533	в результате	6	1
534	героя о	4	1
535	в объективную	1	1
536	целом ряде	3	1
537	и вполне	2	1
538	и само	2	1
539	не оставляющей	1	1
540	том и	2	1
541	в единстве	7	1
542	этом как	1	1
543	в плоскости	5	1
544	для данного	1	1
545	со всеми	1	1
546	и приобретает	1	1
547	же я	1	1
548	сознаний в	5	1
549	мире он	2	1
550	чтобы в	2	1
551	тон в	1	1
552	рядом в	2	1
553	стоит в	1	1
554	необходимая для	1	1
555	он уже	2	1
556	ориентировано на	1	1
557	все то	5	1
558	на внутренний	1	1
559	делает в	1	1
560	до этого	1	1
561	как писал	1	1
562	новое время	1	1
563	между всеми	1	1
564	сознание не	2	1
565	внутренне не	1	1
566	такими же	1	1
567	также может	1	1
568	о мире	6	1
569	имеет значение	2	1
570	с ней	1	1
571	жизнь в	2	1
572	его природы	1	1
573	произведения в	2	1
574	новой художественной	1	1
575	подлинная жизнь	3	1
576	введенное в	1	1
577	его произведений	2	1
578	в новую	3	1
579	значение в	1	1
580	по художественной	1	1
581	можно даже	1	1
582	нему как	2	1
583	тем что	5	1
584	этого в	2	1
585	именно о	1	1
586	него но	1	1
587	из всего	2	1
588	напротив мы	1	1
589	и действительно	1	1
590	то время	3	1
591	их взаимная	1	1
592	но самое	1	1
593	чужому слову	1	1
594	литературе как	1	1
595	и должен	1	1
596	новая форма	1	1
597	с не	1	1
598	самому герою	1	1
599	спорит с	1	1
600	необходимо для	1	1
601	его сознании	2	1
602	к самому	1	1
603	завершенность и	1	1
604	с такими	2	1
605	возможна только	1	1
606	что по	1	1
607	приходит в	1	1
608	художественный мир	2	1
609	с собою	3	1
610	все же	9	1
611	в творческом	1	1
612	не приводит	1	1
613	они ни	2	1
614	быть назван	1	1
615	в словах	2	1
616	не имеет	2	1
617	как более	1	1
618	бы не	3	1
619	но у	5	1
620	и предсказать	1	1
621	да и	3	1
622	действительную жизнь	1	1
623	ему и	1	1
624	о котором	1	1
625	с героем	2	1
626	зависимости от	5	1
627	поскольку он	1	1
628	авторская позиция	4	1
629	и слово	6	1
630	не оказывается	1	1
631	на их	1	1
632	друг от	2	1
633	которая не	2	1
634	нет в	1	1
635	личность как	1	1
636	первой главе	1	1
637	комизм и	1	1
638	ней о	1	1
639	ведется рассказчиком	1	1
640	внешней среды	1	1
641	на первый	1	1
642	предсказать помимо	1	1
643	по крайней	3	1
644	жизни является	1	1
645	своему герою	1	1
646	и завершенный	2	1
647	первый взгляд	1	1
648	с этим	2	1
649	все они	4	1
650	быть это	1	1
651	от внешней	1	1
652	условии что	1	1
653	художественный образ	2	1
654	совершенно не	2	1
655	существенный момент	1	1
656	европейского романа	4	1
657	не существует	1	1
658	ему принадлежит	1	1
659	в котором	6	1
660	зависит от	1	1
661	в действительности	1	1
662	и пр	3	1
663	между несколькими	1	1
664	время оно	1	1
665	вопрос о	4	1
666	реплики и	1	1
667	сливается с	6	1
668	это мир	1	1
669	по своим	4	1
670	о чем-то	1	1
671	лишь одним	2	1
672	свою вненаходимость	1	1
673	даже сказать	1	1
674	художественного внимания	1	1
675	и заключается	1	1
676	внутренней свободой	1	1
677	их восприятия	1	1
678	на рынок	1	1
679	то и	2	1
680	помимо его	2	1
681	и предполагает	1	1
682	всех его	1	1
683	в сознание	1	1
684	что достоевский	3	1
685	к сверхличному	1	1
686	в лесу	1	1
687	наконец в	2	1
688	единства в	1	1
689	можно лишь	1	1
690	только такие	1	1
691	что входит	2	1
692	другу и	1	1
693	совершается как	1	1
694	героем и	2	1
695	ним и	4	1
696	наличие в	1	1
697	самого автора	7	1
698	сознание в	3	1
699	слова и	2	1
700	положений и	1	1
701	с которой	4	1
702	с помощью	1	1
703	что из	3	1
704	и теперь	1	1
705	жизни и	21	1
706	у автора	1	1
707	из своего	3	1
708	области литературы	1	1
709	многих сознаний	1	1
710	значение для	2	1
711	вы говорите	1	1
712	чужое сознание	2	1
713	художественной прозы	1	1
714	не об	6	1
715	и ему	1	1
716	если нет	2	1
717	оценки и	2	1
718	точно так	2	1
719	переходит к	2	1
720	и наиболее	1	1
721	е годы	2	1
722	художественной литературы	1	1
723	точке выхода	1	1
724	с автором	1	1
725	чем с	1	1
726	одно из	2	1
727	в мир	4	1
728	ни были	2	1
729	и до	5	1
730	именно такого	1	1
731	в совершенно	2	1
732	в истории	3	1
733	всю полноту	1	1
734	руках и	1	1
735	не так	3	1
736	от своей	1	1
737	могут нести	1	1
738	и несет	2	1
739	является как	1	1
740	каждый из	1	1
741	и исторически	1	1
742	данного художественного	1	1
743	позиции и	1	1
744	автора с	1	1
745	всего что	2	1
746	между людьми	1	1
747	являются только	1	1
748	своей индивидуальной	1	1
749	автора в	4	1
750	в прошлом	1	1
751	и формы	1	1
752	этого мира	6	1
753	опоры вне	1	1
754	на одну	1	1
755	но вы	1	1
756	выхода его	1	1
757	выбора в	1	1
758	к ним	3	1
759	не становится	5	1
760	отношений и	2	1
761	становится сама	1	1
762	об отсутствии	1	1
763	с самим	3	1
764	впервые в	1	1
765	в сфере	4	1
766	она может	1	1
767	и многих	1	1
768	него не	4	1
769	само оно	1	1
770	той же	7	1
771	ее как	3	1
772	в мировом	1	1
773	и оценки	2	1
774	целого и	1	1
775	за него	1	1
776	но именно	5	1
777	до конца	11	1
778	мира где	1	1
779	с нею	1	1
780	у себя	3	1
781	нести в	2	1
782	с этими	1	1
783	только при	3	1
784	точке этого	2	1
785	нигде не	6	1
786	в одной	9	1
787	в каждый	1	1
788	раз и	4	1
789	отношения в	1	1
790	что все	5	1
791	и авторской	1	1
792	то она	1	1
793	входят в	3	1
794	здесь невозможно	1	1
795	действующие лица	1	1
796	к миру	1	1
797	в сознании	4	1
798	ивана карамазова	9	1
799	исходит из	3	1
800	бы никакого	1	1
801	а со	1	1
802	и достоевского	1	1
803	одна из	4	1
804	творческого процесса	5	1
805	к явлениям	1	1
806	речь о	1	1
807	поэтому не	2	1
808	нем по	1	1
809	и внутренняя	1	1
810	со словом	1	1
811	но если	1	1
812	здесь и	2	1
813	также является	2	1
814	из участников	1	1
815	по поводу	2	1
816	это своеобразие	1	1
817	реальность и	1	1
818	зрения автора	2	1
819	что даже	1	1
820	к предмету	1	1
821	он от	1	1
822	но внутренне	1	1
823	с лизой	1	1
824	с собственной	1	1
825	к этим	2	1
826	по выражению	2	1
827	уже по	1	1
828	друг друга	10	1
829	все с	1	1
830	как явление	1	1
831	они могут	2	1
832	идея или	1	1
833	писал в	1	1
834	крайней мере	3	1
835	и становится	2	1
836	из них	8	1
837	едва ли	1	1
838	характерно что	2	1
839	тот же	4	1
840	другого и	1	1
841	друг другу	3	1
842	перед нею	1	1
843	его можно	1	1
844	не входят	1	1
845	и возможности	1	1
846	другими людьми	1	1
847	этого термина	1	1
848	себе самом	9	1
849	бывает в	1	1
850	лишает их	1	1
851	внутренней жизни	1	1
852	героя не	5	1
853	слова так	1	1
854	не друг	1	1
855	именно к	2	1
856	не возникает	2	1
857	этом случае	1	1
858	его личности	4	1
859	автор видит	1	1
860	к различным	1	1
861	той мере	1	1
862	или к	2	1
863	мы видим	5	1
864	в более	1	1
865	от автора	6	1
866	определение личности	1	1
867	нами не	1	1
868	не поддается	3	1
869	тоже не	2	1
870	так как	11	1
871	она и	3	1
872	и автором	1	1
873	как такового	1	1
874	многих других	1	1
875	чужой психики	1	1
876	голосов в	4	1
877	личности ее	1	1
878	от его	1	1
879	они не	5	1
880	героев в	4	1
881	автору и	1	1
882	не во	3	1
883	только отдельные	2	1
884	но из	1	1
885	статье о	1	1
886	на язык	1	1
887	ее на	1	1
888	в драме	5	1
889	первом случае	1	1
890	должно быть	4	1
891	время и	2	1
892	а внутри	1	1
893	действительно является	1	1
894	других для	1	1
895	смотря на	1	1
896	в состоянии	1	1
897	от первого	2	1
898	обе эти	1	1
899	жизни человека	1	1
900	у каждого	1	1
901	начала и	3	1
902	бытия не	1	1
903	художников слова	1	1
904	не для	1	1
905	неотделима от	2	1
906	речи как	1	1
907	второй план	1	1
908	мире в	3	1
909	переход к	1	1
910	подчеркнуть что	4	1
911	художественной формы	6	1
912	себя самого	5	1
913	завершающая его	1	1
914	которого он	1	1
915	романе достоевского	11	1
916	и создал	1	1
917	не хозяин	1	1
918	как у	4	1
919	для нас	3	1
920	и сама	1	1
921	и одна	1	1
922	и через	2	1
923	художественного задания	3	1
924	авторский кругозор	1	1
925	из своих	1	1
926	сознания и	9	1
927	жизнь мою	1	1
928	его сознание	1	1
929	и е	1	1
930	глубже чем	1	1
931	по типу	1	1
932	на которой	2	1
933	стремится к	1	1
934	слово в	3	1
935	по каким	1	1
936	весь мир	1	1
937	быть или	1	1
938	замысла и	2	1
939	не путем	1	1
940	отношения между	3	1
941	свободы и	1	1
942	не была	1	1
943	ведь это	3	1
944	но с	4	1
945	не было	5	1
946	бы для	1	1
947	от друга	2	1
948	отказаться от	1	1
949	кругозоров в	1	1
950	является таким	1	1
951	и внутренних	1	1
952	героев или	1	1
953	а о	4	1
954	толстой например	1	1
955	и более	2	1
956	утрачивает свою	2	1
957	для других	2	1
958	исторической поэтики	1	1
959	основой художественного	1	1
960	становления и	1	1
961	но эта	4	1
962	на нее	1	1
963	же по	3	1
964	быть настоящим	1	1
965	места в	1	1
966	весь его	1	1
967	по существу	5	1
968	позицию по	2	1
969	что не	6	1
970	в бытии	1	1
971	его мысли	1	1
972	как впрочем	1	1
973	внешних и	1	1
974	xviii века	1	1
975	сознания но	3	1
976	по ту	2	1
977	как рассказчик	1	1
978	или иная	1	1
979	чтобы быть	2	1
980	характерное для	1	1
981	индивидуальности и	1	1
982	предположить в	1	1
983	с одним	2	1
984	и исторической	1	1
985	не остается	1	1
986	личности совершается	1	1
987	бы быть	3	1
988	лежащей в	1	1
989	мира а	1	1
990	его поступки	1	1
991	зрения нашего	5	1
992	для основного	1	1
993	человек в	2	1
994	художественном произведении	1	1
995	времени что	1	1
996	на земле	1	1
997	большинстве случаев	3	1
998	не есть	2	1
999	как другого	1	1
1000	с кругозором	1	1
1001	рядом с	16	1
1002	является не	3	1
1003	же точно	1	1
1004	позиции в	1	1
1005	общественных отношений	1	1
1006	художника не	1	1
1007	сознания как	1	1
1008	это происходит	1	1
1009	ее составе	1	1
1010	и большого	1	1
1011	как ее	2	1
1012	от этого	2	1
1013	наташи ростовой	1	1
1014	зрения не	1	1
1015	в авторском	4	1
1016	особенности в	1	1
1017	и со	3	1
1018	того и	1	1
1019	не смерти	1	1
1020	писателя в	1	1
1021	его жизни	2	1
1022	его воли	1	1
1023	и художественного	1	1
1024	лишь для	1	1
1025	в условиях	4	1
1026	самую краткую	1	1
1027	на его	7	1
1028	для героя	2	1
1029	материал его	2	1
1030	себе и	3	1
1031	точек зрения	5	1
1032	в каждой	3	1
1033	как ряд	1	1
1034	из этого	1	1
1035	единство и	1	1
1036	на себе	2	1
1037	своей значимости	1	1
1038	и другого	1	1
1039	нормативного сознания	1	1
1040	бы в	7	1
1041	мере в	1	1
1042	ему не	2	1
1043	на них	1	1
1044	людей в	1	1
1045	же как	5	1
1046	и сделать	2	1
1047	и мир	4	1
1048	основе его	1	1
1049	можно подсмотреть	1	1
1050	остается в	2	1
1051	в каждом	11	1
1052	нее нет	1	1
1053	истинный смысл	2	1
1054	подсмотреть определить	1	1
1055	здесь как	1	1
1056	может иметь	1	1
1057	полной мере	1	1
1058	со всех	2	1
1059	правило лишь	1	1
1060	в уста	3	1
1061	перед тем	1	1
1062	этого несовпадения	1	1
1063	только к	1	1
1064	сознания а	1	1
1065	в полной	1	1
1066	он это	1	1
1067	жизнь и	3	1
1068	творческий процесс	1	1
1069	в своих	5	1
1070	может по-своему	1	1
1071	плоскости их	2	1
1072	он ни	2	1
1073	на задний	1	1
1074	героя к	1	1
1075	с матерью	2	1
1076	позиций и	1	1
1077	каждом из	2	1
1078	объективного мира	1	1
1079	случае если	1	1
1080	в лучшем	3	1
1081	чего нет	1	1
1082	материалом и	1	1
1083	ивана ильича	2	1
1084	две стороны	1	1
1085	если не	2	1
1086	зрения как	1	1
1087	она не	9	1
1088	между сознаниями	3	1
1089	задний план	1	1
1090	не дает	4	1
1091	ту же	1	1
1092	совсем не	1	1
1093	дистанции между	1	1
1094	мир как	1	1
1095	как человек	2	1
1096	к жизненному	1	1
1097	части и	1	1
1098	человека как	1	1
1099	так что	3	1
1100	философской эстетики	1	1
1101	или же	2	1
1102	мы понимаем	1	1
1103	говорить об	2	1
1104	является его	1	1
1105	для художника	1	1
1106	в развитии	1	1
1107	к собственному	1	1
1108	именно потому	3	1
1109	европейской художественной	1	1
1110	бы они	1	1
1111	оно и	1	1
1112	что касается	1	1
1113	мире на	1	1
1114	свобода его	1	1
1115	а по	1	1
1116	и их	7	1
1117	и внутреннюю	1	1
1118	главного героя	1	1
1119	можно было	5	1
1120	с чужим	2	1
1121	если она	1	1
1122	но только	3	1
1123	в европейском	1	1
1124	иметь в	1	1
1125	является одним	2	1
1126	ни одно	1	1
1127	позицию в	2	1
1128	или его	1	1
1129	на раскрытие	1	1
1130	человеческого духа	2	1
1131	стороны и	1	1
1132	ничто не	1	1
1133	свобода и	1	1
1134	лежат в	2	1
1135	только то	3	1
1136	не способна	2	1
1137	себя наше	1	1
1138	то во	1	1
1139	у нее	1	1
1140	как один	1	1
1141	в новое	1	1
1142	достигается не	1	1
1143	чем является	2	1
1144	не совпадает	2	1
1145	еще на	1	1
1146	и возникает	1	1
1147	этом не	1	1
1148	воспринимать ее	1	1
1149	на это	2	1
1150	было бы	10	1
1151	например не	1	1
1152	не по	3	1
1153	я это	2	1
1154	герой из	1	1
1155	так называемого	1	1
1156	же самое	1	1
1157	вступают в	3	1
1158	ту сторону	2	1
1159	он в	3	1
1160	как мы	10	1
1161	данного произведения	2	1
1162	в большой	3	1
1163	жизни не	1	1
1164	в литературном	1	1
1165	общего с	1	1
1166	что для	4	1
1167	та или	1	1
1168	его как	6	1
1169	в зависимости	5	1
1170	подход к	2	1
1171	которые в	2	1
1172	сказать в	1	1
1173	в чужом	2	1
1174	но прежде	1	1
1175	произведения не	1	1
1176	связи между	1	1
1177	здесь остается	1	1
1178	наличие у	1	1
1179	до смерти	1	1
1180	может показаться	1	1
1181	даже если	1	1
1182	и от	3	1
1183	и своеобразие	1	1
1184	я но	1	1
1185	и есть	6	1
1186	по этому	2	1
1187	с которым	1	1
1188	к откровениям	1	1
1189	теми же	1	1
1190	чтобы оно	1	1
1191	же в	3	1
1192	бытия и	1	1
1193	всю жизнь	1	1
1194	из его	4	1
1195	собственного сознания	2	1
1196	происходит в	1	1
1197	пушкиным в	1	1
1198	иной раз	1	1
1199	идет не	6	1
1200	себе самому	3	1
1201	свою речь	1	1
1202	героя но	2	1
1203	бы ни	1	1
1204	некоторого единого	1	1
1205	я люблю	1	1
1206	а говоря	1	1
1207	вот он	1	1
1208	о тебе	1	1
1209	теории искусства	1	1
1210	себе еще	2	1
1211	и только	2	1
1212	толстого в	1	1
1213	авторского замысла	4	1
1214	независимо от	1	1
1215	лучшем случае	3	1
1216	своей индивидуальности	1	1
1217	для этого	4	1
1218	не появляется	1	1
1219	мире герой	1	1
1220	таким же	4	1
1221	другого сознания	1	1
1222	диалогической природы	4	1
1223	суда над	1	1
1224	дело обстоит	1	1
1225	или точнее	2	1
1226	действительной жизни	1	1
1227	дело здесь	1	1
1228	несовпадения человека	1	1
1229	есть не	3	1
1230	говорит не	1	1
1231	кажется что	4	1
1232	и иные	1	1
1233	в е	2	1
1234	момент его	3	1
1235	себе а	1	1
1236	к автору	1	1
1237	более того	5	1
1238	в статье	1	1
