N	2gram	Losev_Dial	slovoVRo
148	известной степени	1	7
149	на своем	1	7
150	но именно	1	7
151	слово и	1	7
152	здесь не	1	7
153	друг друга	1	7
154	того же	1	7
155	по преимуществу	1	7
156	у него	2	7
157	не было	7	7
158	связи с	3	7
159	и непосредственно	1	7
160	в таком	4	7
161	мы уже	8	7
162	его не	7	7
163	также и	7	7
164	за пределы	4	7
165	с которым	2	7
166	жизни и	9	7
167	в целом	1	7
168	что в	19	6
169	и здесь	1	6
170	нем в	1	6
171	даже в	6	6
172	в одном	4	6
173	ни в	20	6
174	другой стороны	7	6
175	по себе	39	6
176	именно в	4	6
177	себя и	1	6
178	большей или	1	6
179	можно сказать	10	6
180	наконец в	1	6
181	говорить о	9	6
182	и там	1	6
183	мы сказали	1	6
184	в качестве	2	6
185	бы и	4	6
186	а также	1	6
187	становления и	2	6
188	человек в	1	6
189	мира и	2	6
190	на этом	4	6
191	хотя бы	6	6
192	между тем	3	6
193	и слова	3	6
194	стороны и	4	6
195	в новое	1	6
196	нем и	2	6
197	или меньшей	1	6
198	точку зрения	3	6
199	которые в	1	6
200	ничего не	19	6
201	и единственный	1	6
202	эпохи и	1	6
203	должна быть	5	5
204	и при	3	5
205	не как	4	5
206	и чисто	1	5
207	в результате	2	5
208	к его	2	5
209	они не	3	5
210	вместе с	3	5
211	своего предмета	2	5
212	не менее	5	5
213	о том	8	5
214	его и	1	5
215	не является	3	5
216	в данном	5	5
217	и более	7	5
218	мы не	1	5
219	для того	2	5
220	только на	3	5
221	той же	1	5
222	но он	3	5
223	в дальнейшем	6	5
224	как такового	1	5
225	остается в	1	5
226	в поэзии	8	5
227	уже в	5	5
228	хотя и	4	5
229	этом отношении	2	5
230	и этим	1	5
231	стремится к	2	5
232	с их	2	5
233	или прямо	2	5
234	образ может	1	5
235	как его	1	5
236	или даже	1	5
237	и проч	1	5
238	должен быть	2	5
239	в других	1	5
240	в каждом	4	5
241	а как	1	5
242	данный момент	1	5
243	не знает	2	5
244	и может	7	5
245	не с	5	5
246	почти всегда	4	5
247	и сам	1	5
248	оно может	1	5
249	и по	5	5
250	для этого	2	5
251	до сих	4	4
252	по существу	2	4
253	мы найдем	1	4
254	оно и	1	4
255	оно было	1	4
256	или иные	1	4
257	в виду	9	4
258	со всеми	2	4
259	и самая	1	4
260	если бы	12	4
261	где они	1	4
262	друг о	1	4
263	отношения к	3	4
264	и другим	1	4
265	его на	1	4
266	всегда в	1	4
267	что он	16	4
268	от его	1	4
269	ли он	1	4
270	так же	6	4
271	которая не	2	4
272	как только	4	4
273	на первый	2	4
274	к тому	6	4
275	зрения и	2	4
276	и образ	6	4
277	непосредственно и	1	4
278	друг с	2	4
279	входя в	1	4
280	поэзии и	4	4
281	дело не	3	4
282	даже и	3	4
283	того чтобы	1	4
284	сознание и	1	4
285	в другом	6	4
286	но эти	1	4
287	тогда когда	6	4
288	и уже	4	4
289	те или	1	4
290	именно на	1	4
291	с этой	3	4
292	в различных	2	4
293	объединения и	1	4
294	от других	1	4
295	в чем	9	4
296	и во	1	4
297	новые и	2	4
298	новое время	1	4
299	с этими	1	4
300	он может	3	4
301	на предмет	1	4
302	связано с	2	4
303	но это	12	4
304	в системе	2	4
305	его как	1	4
306	из них	5	4
307	того что	6	4
308	несколько слов	1	4
309	все его	3	4
310	что оно	9	4
311	вокруг него	1	4
312	значение в	1	4
313	быть только	3	4
314	о себе	1	4
315	как раз	7	4
316	в литературе	1	4
317	что и	7	4
318	чем он	2	4
319	в виде	2	4
320	а на	1	4
321	в которой	3	4
322	здесь как	2	4
323	это слово	1	4
324	и как	14	4
325	же как	3	4
326	можно прямо	1	4
327	так в	1	4
328	только и	5	4
329	с другом	2	4
330	из одного	1	4
331	сих пор	4	4
332	но конечно	2	4
333	всех своих	1	4
334	оформления и	1	4
335	в иные	1	4
336	именно как	2	4
337	с образом	1	4
338	может иметь	6	4
339	выражение в	1	4
340	но как	7	4
341	характер и	1	4
342	в частности	4	4
343	одно и	8	4
344	не были	1	4
345	из него	1	4
346	или как	2	4
347	при всем	1	4
348	литературы и	1	4
349	и о	4	4
350	в понимании	1	4
351	вообще не	2	4
352	образом в	1	4
353	не всегда	2	4
354	и дальше	1	4
355	из этого	2	4
356	бы ни	3	4
357	и ее	1	4
358	и другие	1	3
359	все что	2	3
360	в состав	1	3
361	и самое	1	3
362	от чисто	1	3
363	еще раз	2	3
364	даны в	4	3
365	и поэтическое	1	3
366	переходит в	1	3
367	его с	6	3
368	ним и	1	3
369	смысле слова	1	3
370	эта идея	1	3
371	говорит и	1	3
372	в разных	6	3
373	от нас	1	3
374	не требует	1	3
375	не приходится	1	3
376	и языком	1	3
377	действует в	1	3
378	от этой	1	3
379	и то	15	3
380	глубоко и	1	3
381	в связи	3	3
382	борьбы с	1	3
383	исторического развития	1	3
384	и они	3	3
385	в духе	1	3
386	себя так	1	3
387	изображения в	1	3
388	и событий	1	3
389	тем что	2	3
390	или на	3	3
391	в корне	2	3
392	в одно	5	3
393	жизни в	1	3
394	правда не	1	3
395	как более	2	3
396	мир и	1	3
397	данном языке	1	3
398	широком смысле	2	3
399	от этого	5	3
400	и нет	2	3
401	действительности в	1	3
402	отличается от	3	3
403	было бы	14	3
404	силы и	1	3
405	почти все	2	3
406	связана с	1	3
407	как это	8	3
408	но лишь	4	3
409	сознания в	1	3
410	или иных	1	3
411	в этой	3	3
412	людей и	1	3
413	за ней	1	3
414	и до	2	3
415	на границе	1	3
416	как оно	1	3
417	а лишь	3	3
418	и вообще	10	3
419	и остается	2	3
420	в эту	1	3
421	без всякого	3	3
422	если мы	3	3
423	на него	2	3
424	этих категорий	1	3
425	в сознании	3	3
426	но эта	4	3
427	до известной	1	3
428	только с	3	3
429	они были	2	3
430	с каким	1	3
431	еще на	3	3
432	своим предметом	1	3
433	и становления	1	3
434	форм и	2	3
435	или наоборот	2	3
436	заложенные в	1	3
437	ни с	8	3
438	от поэтического	3	3
439	должно быть	7	3
440	время и	2	3
441	на том	1	3
442	остаются в	1	3
443	от всякой	2	3
444	не знаем	1	3
445	них и	2	3
446	различия между	3	3
447	не была	1	3
448	в широком	2	3
449	входить в	1	3
450	и где	5	3
451	дело в	1	3
452	xviii века	1	3
453	сама по	12	3
454	тому что	4	3
455	в стороне	1	3
456	и без	1	3
457	не есть	67	3
458	на все	2	3
459	зрения не	1	3
460	того и	3	3
461	если она	4	3
462	в новом	1	3
463	нисколько не	7	3
464	это было	4	3
465	но уже	3	3
466	и это	6	3
467	быть очень	3	3
468	не все	1	3
469	не был	3	3
470	другом случае	1	3
471	смысл и	6	3
472	и почти	6	3
473	личности и	2	3
474	разной степени	2	3
475	каждом моменте	1	3
476	на всех	1	3
477	может и	5	3
478	в такой	1	3
479	потому что	23	3
480	следовательно в	2	3
481	и тем	2	3
482	из этих	2	3
483	на нем	2	3
484	но она	4	3
485	свой предмет	1	3
486	тем и	1	3
487	лишь как	3	3
488	на всю	6	3
489	его так	1	3
490	и чистой	1	3
491	к этому	2	3
492	данном случае	1	3
493	к раскрытию	1	3
494	такой же	2	3
495	к новому	1	3
496	менее всего	1	3
497	тех или	5	3
498	нуждается в	6	3
499	ведь и	1	3
500	себе как	3	3
501	вещей и	5	3
502	того или	1	3
503	с идеей	1	3
504	таков например	1	3
505	мы наблюдаем	1	2
506	утверждать что	3	2
507	положения и	1	2
508	оно все	1	2
509	вступить в	1	2
510	можно говорить	2	2
511	та же	6	2
512	мы и	3	2
513	в последнем	1	2
514	их из	1	2
515	как с	2	2
516	уже говорили	1	2
517	и свою	1	2
518	слова это	1	2
519	и вся	1	2
520	был бы	1	2
521	во власти	1	2
522	есть для	2	2
523	привело к	1	2
524	связанное с	1	2
525	о формах	1	2
526	и этого	2	2
527	одному из	1	2
528	как он	5	2
529	далее в	2	2
530	для них	1	2
531	от этих	1	2
532	том и	1	2
533	и которые	1	2
534	на которую	1	2
535	оно уже	1	2
536	нового не	1	2
537	этой точки	2	2
538	все то	1	2
539	и одновременно	1	2
540	вот что	1	2
541	и она	1	2
542	ни о	5	2
543	этой линии	2	2
544	с ней	2	2
545	не обязательно	5	2
546	жизнь в	2	2
547	заключается в	4	2
548	существенно и	2	2
549	из самых	1	2
550	но по	1	2
551	то время	3	2
552	в жизни	3	2
553	эти явления	1	2
554	как о	2	2
555	а именно	3	2
556	этим в	1	2
557	значение приобретает	1	2
558	на себе	3	2
559	приводит к	1	2
560	да и	11	2
561	не нужно	2	2
562	из которого	1	2
563	этом его	1	2
564	основное отличие	1	2
565	конструкции и	1	2
566	но мы	3	2
567	слова о	1	2
568	не меньше	1	2
569	по своему	4	2
570	и могут	1	2
571	это и	6	2
572	ни к	2	2
573	для автора	1	2
574	и отчасти	1	2
575	всю его	2	2
576	то что	25	2
577	в котором	5	2
578	к становлению	1	2
579	века в	1	2
580	в пределе	1	2
581	он был	1	2
582	нас и	1	2
583	мы увидим	2	2
584	самого же	1	2
585	во все	1	2
586	ибо в	1	2
587	то и	3	2
588	о которых	2	2
589	изображения и	1	2
590	только как	3	2
591	существенным и	1	2
592	явления и	1	2
593	другом в	1	2
594	к своей	1	2
595	время в	1	2
596	иногда даже	1	2
597	самый этот	1	2
598	в руках	1	2
599	жизнь с	1	2
600	когда она	1	2
601	мы все	1	2
602	но они	2	2
603	есть свой	1	2
604	вступает в	1	2
605	случае не	4	2
606	нет никакой	2	2
607	а между	1	2
608	ее с	1	2
609	совершенно не	13	2
610	чем не	2	2
611	он есть	6	2
612	самого начала	2	2
613	как например	2	2
614	но этот	1	2
615	всегда и	4	2
616	несмотря на	12	2
617	которые являются	1	2
618	в прошлом	1	2
619	к ним	3	2
620	оно требует	1	2
621	по ней	1	2
622	нет и	2	2
623	в сфере	2	2
624	она может	1	2
625	и у	2	2
626	смысле не	1	2
627	в основу	1	2
628	и философии	2	2
629	в образе	1	2
630	что все	2	2
631	во всей	1	2
632	восприятием и	1	2
633	все новые	1	2
634	в чужую	1	2
635	не умеет	1	2
636	знает только	1	2
637	есть только	9	2
638	момент в	2	2
639	речь о	1	2
640	свой смысл	2	2
641	языком в	1	2
642	у них	3	2
643	смысле но	1	2
644	же он	2	2
645	не просто	19	2
646	то или	5	2
647	в ее	3	2
648	и становится	2	2
649	чтобы понять	3	2
650	на них	1	2
651	смысле на	1	2
652	своего развития	2	2
653	жизни но	1	2
654	одного из	1	2
655	слова для	1	2
656	только не	2	2
657	проникает в	1	2
658	мы видим	6	2
659	эти элементы	1	2
660	себе самому	1	2
661	не можем	1	2
662	на язык	1	2
663	указать на	1	2
664	того как	3	2
665	от действительности	1	2
666	в художественной	1	2
667	что уже	3	2
668	всех возможных	2	2
669	ни было	2	2
670	образ в	1	2
671	тем не	3	2
672	как у	3	2
673	есть в	2	2
674	зрения самого	2	2
675	еще слишком	1	2
676	что для	3	2
677	на самом	5	2
678	одному и	1	2
679	слова а	1	2
680	и есть	20	2
681	и всякой	1	2
682	мировоззрения и	1	2
683	бы только	2	2
684	без всяких	2	2
685	быть до	1	2
686	не для	1	2
687	этого не	1	2
688	слова которые	1	2
689	или иначе	3	2
690	этим и	1	2
691	что она	18	2
692	и эта	3	2
693	что не	13	2
694	где нет	1	2
695	дано в	1	2
696	наконец даже	1	2
697	только два	1	2
698	не остается	2	2
699	имеет свой	1	2
700	в какой	3	2
701	между ними	1	2
702	то в	8	2
703	и само	1	2
704	время как	7	2
705	в области	2	2
706	нужно отнести	1	2
707	при таком	1	2
708	есть все	2	2
709	и оно	2	2
710	моментов и	1	2
711	в сторону	1	2
712	об этом	7	2
713	что как	2	2
714	что они	8	2
715	это очень	1	2
716	ему не	1	2
717	однако не	1	2
718	к одному	1	2
719	у пушкина	6	2
720	в стиле	1	2
721	могли бы	1	2
722	этого общего	1	2
723	мы можем	5	2
724	и эти	2	2
725	а с	2	2
726	стремиться к	1	2
727	возникает из	1	2
728	как ни	3	2
729	с самого	2	2
730	в своих	1	2
731	а просто	2	2
732	от характера	1	2
733	это как	3	2
734	могут служить	1	2
735	в самых	1	2
736	нашего сознания	1	2
737	и ни	7	2
738	не видят	1	2
739	и между	1	2
740	именно такое	1	2
741	так что	21	2
742	понимать и	1	2
743	облик и	1	2
744	и этой	2	2
745	бы они	1	2
746	он также	2	2
747	ничего нового	2	2
748	нужно сказать	1	2
749	и та	8	2
750	пор не	1	2
751	и что	17	2
752	нового времени	1	2
753	не могла	1	2
754	можно было	5	2
755	иметь в	4	2
756	или его	2	2
757	факт что	1	2
758	в подлинном	1	2
759	и жизни	4	2
760	по своей	5	2
761	этих случаях	1	2
762	к которой	1	2
763	это может	4	2
764	или иное	5	2
765	как известно	3	2
766	только о	3	2
767	и той	1	2
768	ни одной	1	2
769	к ней	4	2
770	явление в	1	2
771	культуры и	1	2
772	главным образом	2	2
773	лежащая в	3	2
774	и борьба	1	2
775	слоев и	1	2
776	и глубокое	1	2
777	друг другу	4	2
778	не входят	1	2
779	сам в	1	2
780	наоборот в	2	2
781	не значит	6	2
782	них не	1	2
783	место в	1	2
784	конечно совершенно	1	2
785	столь же	1	2
786	же в	2	2
787	на то	5	2
788	осмысления и	1	2
789	которые были	2	2
790	могут не	1	2
791	и только	5	2
792	просто не	2	2
793	независимо от	2	2
794	чаще всего	2	2
795	в один	3	2
796	есть не	8	2
797	на ту	2	2
798	не к	2	2
799	и самый	1	2
800	вне ее	1	2
801	и идея	4	2
802	обнаруживает с	1	1
803	в оценке	2	1
804	к сожалению	2	1
805	как два	1	1
806	не мешает	8	1
807	с полной	1	1
808	человек может	1	1
809	и можем	1	1
810	особенности и	1	1
811	стать в	1	1
812	время должно	1	1
813	а потому	3	1
814	печорин у	1	1
815	действуют в	1	1
816	в единую	1	1
817	было с	1	1
818	над ними	1	1
819	которой все	1	1
820	в душе	8	1
821	как поэзия	1	1
822	мир не	1	1
823	к другу	2	1
824	случае в	1	1
825	всего в	1	1
826	мир как	1	1
827	никогда и	1	1
828	самих себя	1	1
829	друг к	2	1
830	бы она	2	1
831	об очень	1	1
832	как таковой	6	1
833	представить себе	2	1
834	в конце	5	1
835	со всем	2	1
836	и зла	1	1
837	почва для	1	1
838	с живым	1	1
839	учением о	1	1
840	категорий которые	1	1
841	если в	5	1
842	которые не	2	1
843	или только	1	1
844	на анализе	1	1
845	к этой	1	1
846	если он	1	1
847	совершенно иными	1	1
848	в общий	1	1
849	он только	1	1
850	и свое	1	1
851	и темного	1	1
852	образа в	2	1
853	он как	1	1
854	ровно ничего	5	1
855	как один	2	1
856	и должно	3	1
857	она всегда	1	1
858	его содержание	1	1
859	образа и	2	1
860	которым она	2	1
861	дана как	2	1
862	речь как	2	1
863	они также	1	1
864	условиях может	1	1
865	вещи и	5	1
866	эпохи а	1	1
867	становление и	3	1
868	его отношении	1	1
869	которым они	1	1
870	или нет	6	1
871	о чем	4	1
872	никак не	6	1
873	мысли и	3	1
874	в создании	1	1
875	мы замечаем	2	1
876	говорит о	6	1
877	времени почти	1	1
878	из которых	1	1
879	разве только	1	1
880	два индивидуальных	1	1
881	и говорить	4	1
882	нами здесь	1	1
883	находятся в	1	1
884	общения с	1	1
885	миф в	1	1
886	в живых	1	1
887	все те	1	1
888	не понимать	1	1
889	науке и	2	1
890	смыслу и	1	1
891	он совершенно	1	1
892	самом же	2	1
893	одно из	2	1
894	и об	4	1
895	правда в	1	1
896	встретить такие	1	1
897	чтобы их	1	1
898	самого по	3	1
899	говорить что	2	1
900	в живом	1	1
901	часто даже	2	1
902	но что	10	1
903	всей ее	1	1
904	отношения с	1	1
905	вопрос об	5	1
906	от их	2	1
907	такого описания	1	1
908	действовать и	1	1
909	как они	2	1
910	и он	6	1
911	так или	3	1
912	новый смысл	1	1
913	а напротив	1	1
914	сами по	4	1
915	и значение	1	1
916	но только	6	1
917	он имеет	1	1
918	и еще	4	1
919	он остается	1	1
920	своему существу	1	1
921	планы и	1	1
922	оно ни	1	1
923	от своего	1	1
924	логических и	1	1
925	и вовсе	1	1
926	до полного	1	1
927	и этот	1	1
928	о мире	2	1
929	на чужой	1	1
930	его собственная	1	1
931	по их	1	1
932	равно как	1	1
933	о самом	2	1
934	и развиваться	1	1
935	мы говорим	6	1
936	мы называем	1	1
937	участвует в	1	1
938	в некотором	1	1
939	весь свой	1	1
940	содержание и	2	1
941	которое по	1	1
942	и полное	1	1
943	форму и	2	1
944	характеризуется именно	1	1
945	из литературы	1	1
946	на различные	1	1
947	и иначе	1	1
948	и действительно	1	1
949	сознания нет	1	1
950	но живое	2	1
951	если они	1	1
952	но самое	1	1
953	сфере например	1	1
954	отнести также	1	1
955	оно всегда	2	1
956	также не	2	1
957	ибо здесь	1	1
958	в одних	1	1
959	особенное значение	1	1
960	возможности и	1	1
961	что по	3	1
962	всеми его	1	1
963	нам уже	1	1
964	и просто	1	1
965	и так	2	1
966	состоит из	3	1
967	в которых	2	1
968	воспринимаются как	1	1
969	действительно может	2	1
970	только для	1	1
971	но почему	1	1
972	бы не	1	1
973	выражается в	1	1
974	который не	2	1
975	о котором	2	1
976	от поэзии	1	1
977	от того	2	1
978	характерна для	2	1
979	со стороны	2	1
980	в это	1	1
981	цветов и	2	1
982	речь идет	2	1
983	говорить и	1	1
984	эта последняя	1	1
985	быть конечно	1	1
986	всей своей	1	1
987	к другому	1	1
988	нем нет	3	1
989	сторону и	2	1
990	находит его	1	1
991	поняты и	1	1
992	по крайней	11	1
993	на одном	1	1
994	подлинной и	1	1
995	неодушевленных и	1	1
996	этого взаимоотношения	1	1
997	входящее в	1	1
998	было у	1	1
999	действительность и	1	1
1000	только одно	1	1
1001	сам же	1	1
1002	нет ничего	1	1
1003	одного и	1	1
1004	с какой	5	1
1005	смыслом и	1	1
1006	еще от	1	1
1007	то он	2	1
1008	чем же	1	1
1009	власти этого	1	1
1010	и единое	1	1
1011	не существует	8	1
1012	сразу в	1	1
1013	никаких других	1	1
1014	при условии	3	1
1015	становлению и	1	1
1016	характер его	1	1
1017	среди всех	1	1
1018	далее и	1	1
1019	как та	1	1
1020	что мы	3	1
1021	направлено на	1	1
1022	в очень	3	1
1023	совершенно иной	1	1
1024	раз и	2	1
1025	все меньше	1	1
1026	говорить не	1	1
1027	как одно	1	1
1028	каково бы	1	1
1029	может избежать	1	1
1030	известных условиях	1	1
1031	тотчас же	2	1
1032	только трех	1	1
1033	задний план	1	1
1034	начиная от	1	1
1035	представления о	1	1
1036	один только	1	1
1037	значение этого	1	1
1038	и если	5	1
1039	слово всегда	1	1
1040	почти исключительно	1	1
1041	одном своем	1	1
1042	часто в	1	1
1043	это его	1	1
1044	сложности и	1	1
1045	это только	3	1
1046	он является	1	1
1047	основные и	1	1
1048	с другим	1	1
1049	суждения и	1	1
1050	чем именно	1	1
1051	человека от	2	1
1052	пространстве и	2	1
1053	он просто	1	1
1054	одной и	1	1
1055	ее смысла	1	1
1056	к прямому	1	1
1057	можем судить	1	1
1058	для нее	2	1
1059	между двумя	1	1
1060	оно так	1	1
1061	только один	2	1
1062	то все	1	1
1063	чего не	1	1
1064	и символ	1	1
1065	и ему	2	1
1066	как носители	1	1
1067	эти голоса	1	1
1068	о своем	2	1
1069	и наиболее	1	1
1070	и соответствующих	1	1
1071	этим не	1	1
1072	развития и	2	1
1073	обращения с	1	1
1074	чем его	1	1
1075	превращается в	2	1
1076	времени и	10	1
1077	более и	2	1
1078	для своей	1	1
1079	а только	5	1
1080	можно ли	3	1
1081	символ так	1	1
1082	разную степень	5	1
1083	друга и	1	1
1084	в идею	1	1
1085	живая и	2	1
1086	существует особая	2	1
1087	как таковую	1	1
1088	месте и	1	1
1089	ничего нет	1	1
1090	и движение	1	1
1091	например на	1	1
1092	нем есть	6	1
1093	можно вспомнить	1	1
1094	в чистом	1	1
1095	всего что	1	1
1096	будучи в	1	1
1097	абстракции и	1	1
1098	процесс и	1	1
1099	спор и	1	1
1100	как на	1	1
1101	поэтического образа	2	1
1102	на те	1	1
1103	же нелепо	2	1
1104	есть своя	3	1
1105	и простая	1	1
1106	введением в	1	1
1107	эти попытки	1	1
1108	только самый	1	1
1109	идея в	1	1
1110	и противопоставление	1	1
1111	без оговорок	1	1
1112	что отношение	1	1
1113	она ни	3	1
1114	только одна	1	1
1115	начиная с	1	1
1116	места для	1	1
1117	сознания но	2	1
1118	в символе	4	1
1119	логическую и	1	1
1120	именно так	1	1
1121	в которые	1	1
1122	форма и	2	1
1123	сложнее и	1	1
1124	быть в	5	1
1125	с нею	3	1
1126	можно понимать	1	1
1127	в реальном	1	1
1128	как мифа	1	1
1129	слова он	1	1
1130	у лермонтова	1	1
1131	как все	2	1
1132	глубины и	1	1
1133	а это	2	1
1134	такие которые	1	1
1135	действительности и	4	1
1136	ее при	1	1
1137	а со	1	1
1138	поэтому все	1	1
1139	можем сказать	3	1
1140	еще дальше	1	1
1141	от этого-то	1	1
1142	не стоит	2	1
1143	но если	6	1
1144	он сам	6	1
1145	и именно	1	1
1146	этот единый	1	1
1147	и методы	1	1
1148	по нем	2	1
1149	и образования	1	1
1150	что даже	2	1
1151	сама она	1	1
1152	можно встретить	1	1
1153	мы берем	1	1
1154	самого образа	1	1
1155	нее свои	1	1
1156	к ее	1	1
1157	эпохи то	1	1
1158	где все	1	1
1159	мы еще	2	1
1160	раз на	1	1
1161	крайней мере	11	1
1162	сделать это	1	1
1163	но сама	1	1
1164	тот же	1	1
1165	и выражения	1	1
1166	мог бы	3	1
1167	к окружающему	1	1
1168	то самый	1	1
1169	в самих	1	1
1170	движении но	1	1
1171	человека но	2	1
1172	гораздо более	3	1
1173	того о	1	1
1174	смысле и	1	1
1175	или иным	1	1
1176	и различия	1	1
1177	своем месте	1	1
1178	этого и	1	1
1179	же просто	2	1
1180	сторон в	1	1
1181	которые для	1	1
1182	оно дано	1	1
1183	и всецело	1	1
1184	попадает в	1	1
1185	не зная	2	1
1186	показывает как	1	1
1187	часто особенно	1	1
1188	но на	1	1
1189	значение может	2	1
1190	том чтобы	1	1
1191	эта характеристика	1	1
1192	данной эпохи	1	1
1193	ничем не	4	1
1194	выражения в	2	1
1195	как две	1	1
1196	мир в	1	1
1197	с простой	2	1
1198	в систему	1	1
1199	менее в	1	1
1200	нет ни	4	1
1201	несет на	2	1
1202	для восприятия	1	1
1203	только по	1	1
1204	здесь нет	1	1
1205	жизни так	1	1
1206	делает их	2	1
1207	и кончая	1	1
1208	зависит от	1	1
1209	ее судьбы	1	1
1210	однако как	1	1
1211	и вот	10	1
1212	они вообще	1	1
1213	в состоянии	2	1
1214	быть вещью	1	1
1215	моменты их	1	1
1216	для всякого	2	1
1217	мы имеем	4	1
1218	как существенное	1	1
1219	идет о	1	1
1220	не стремится	1	1
1221	овладения и	1	1
1222	в бесконечность	2	1
1223	что мир	2	1
1224	ним в	1	1
1225	проявляется в	2	1
1226	им слов	1	1
1227	обвинение в	1	1
1228	бы на	1	1
1229	в определенном	2	1
1230	добра и	1	1
1231	него самого	1	1
1232	евгений онегин	1	1
1233	стать на	2	1
1234	он и	2	1
1235	не соответствует	1	1
1236	только чисто	1	1
1237	души и	1	1
1238	лежали в	1	1
1239	ему только	1	1
1240	отсюда следует	1	1
1241	необходимо коснуться	1	1
1242	относительно и	1	1
1243	неподвижна и	1	1
1244	был в	2	1
1245	где он	1	1
1246	лиц и	1	1
1247	стороны идея	1	1
1248	для своего	3	1
1249	то мы	2	1
1250	к еще	1	1
1251	то прежде	1	1
1252	эти две	1	1
1253	биографии и	1	1
1254	также имеет	3	1
1255	или иную	1	1
1256	сознания и	8	1
1257	понимания этого	1	1
1258	на одной	1	1
1259	как миф	1	1
1260	же не	4	1
1261	ясность и	2	1
1262	не от	1	1
1263	почти всех	1	1
1264	если есть	1	1
1265	чистой и	2	1
1266	сколько бы	1	1
1267	что между	1	1
1268	ибо оно	2	1
1269	все равно	7	1
1270	есть уже	2	1
1271	есть такая	1	1
1272	мы находим	7	1
1273	символ не	1	1
1274	и смысл	3	1
1275	психологический и	1	1
1276	самый предмет	1	1
1277	но с	4	1
1278	не суть	1	1
1279	а к	1	1
1280	и притом	7	1
1281	не получила	1	1
1282	есть во	1	1
1283	бы для	1	1
1284	говорим о	1	1
1285	одно а	1	1
1286	силу и	1	1
1287	не о	5	1
1288	сознания на	2	1
1289	полное отсутствие	1	1
1290	этого движения	1	1
1291	таковы в	1	1
1292	как таковая	2	1
1293	выведена из	1	1
1294	и говорит	1	1
1295	что под	3	1
1296	онегин у	1	1
1297	виду не	1	1
1298	сплетены в	1	1
1299	которое в	2	1
1300	всегда есть	4	1
1301	и непосредственная	1	1
1302	с теми	2	1
1303	этих произведений	1	1
1304	становления не	1	1
1305	этом что	1	1
1306	из уст	1	1
1307	слова слово	1	1
1308	нему а	1	1
1309	чтобы быть	1	1
1310	кто именно	1	1
1311	приближается к	1	1
1312	не бывает	2	1
1313	и существуют	2	1
1314	категория в	1	1
1315	мы ее	1	1
