N	2gram	Voloshinov	SlovoVZh
190	с чисто	1	2
191	вещи и	2	2
192	нашего сознания	4	2
193	на него	4	2
194	тем как	1	2
195	тогда когда	2	2
196	в себя	5	2
197	от всех	3	2
198	в формах	1	2
199	но тем	1	2
200	как это	5	2
201	те же	9	2
202	но все	2	2
203	но зато	1	2
204	мы в	3	2
205	если же	2	2
206	содержания и	1	2
207	одно и	1	2
208	и та	2	2
209	не способен	1	2
210	из него	3	2
211	и что	6	2
212	что и	5	2
213	его социальной	1	2
214	в отношении	2	2
215	в форме	1	2
216	же самое	2	2
217	и значение	2	2
218	конечно в	3	2
219	на примере	1	2
220	не личного	1	2
221	но что	1	2
222	и те	5	2
223	как не	3	2
224	в этих	5	2
225	социальной среды	3	2
226	следовательно только	1	2
227	можно найти	1	2
228	связь с	7	2
229	оно не	3	2
230	а к	1	2
231	как же	1	2
232	и притом	3	2
233	ко всем	1	2
234	этого общения	1	2
235	но этот	1	2
236	на это	3	2
237	имеем в	1	2
238	для других	1	2
239	выходят за	1	2
240	и здесь	1	2
241	но конечно	1	2
242	как на	3	2
243	и все	13	2
244	в комнате	1	2
245	но не	7	2
246	общего с	1	2
247	форму и	1	2
248	не есть	2	2
249	слагается из	2	2
250	могут быть	9	2
251	с другими	8	2
252	в самое	2	2
253	до конца	7	2
254	не остается	3	2
255	стороны и	1	2
256	в своем	4	2
257	той социальной	2	2
258	в корне	6	2
259	в какой	3	2
260	имеет место	1	2
261	вместе с	5	2
262	между ними	5	2
263	в зависимости	4	2
264	к его	3	2
265	может стать	4	2
266	настоящее время	1	2
267	лежит на	1	2
268	такой же	3	2
269	мы никогда	2	2
270	в атмосфере	1	2
271	и так	2	2
272	можем сказать	5	2
273	оценок и	1	2
274	в психике	6	2
275	до известной	1	2
276	с его	9	2
277	себя и	4	2
278	на все	3	2
279	формы то	1	2
280	его к	4	2
281	является для	2	2
282	известной степени	1	2
283	к этому	9	2
284	бы не	1	2
285	между собой	4	2
286	же относится	1	2
287	каждый момент	1	2
288	он не	10	2
289	не поймем	1	2
290	в условиях	3	2
291	независимо от	3	2
292	не отражает	1	2
293	в чем	9	2
294	в настоящее	1	2
295	делает его	1	2
296	и совершенно	1	2
297	но мы	6	2
298	частной жизни	1	2
299	им не	1	2
300	этот внешний	2	2
301	точку зрения	12	2
302	едва ли	4	2
303	ничего не	5	2
304	материале слова	1	2
305	более того	7	2
306	выражение и	3	2
307	помощью которой	3	1
308	может конечно	1	1
309	одного только	2	1
310	вырастает из	1	1
311	все в	1	1
312	все стороны	1	1
313	мы указывали	1	1
314	зато эти	1	1
315	уже сказали	1	1
316	мы обратимся	1	1
317	в русской	1	1
318	остается в	3	1
319	уже во	1	1
320	жизнь и	1	1
321	придерживаются и	1	1
322	себе оно	1	1
323	они являются	1	1
324	моментах определяется	1	1
325	именно эту	1	1
326	то в	2	1
327	формальную структуру	1	1
328	же деле	2	1
329	именно такой	1	1
330	во всяком	9	1
331	нам не	1	1
332	это и	4	1
333	и тех	3	1
334	принимают участие	1	1
335	что они	1	1
336	даже совершенно	1	1
337	его и	2	1
338	изолированно взятого	1	1
339	психические силы	2	1
340	но можно	1	1
341	ситуации в	1	1
342	в искусстве	3	1
343	во всех	13	1
344	убедились что	1	1
345	социальную оценку	1	1
346	не зная	1	1
347	нами выше	2	1
348	осталось в	1	1
349	только из	1	1
350	не является	7	1
351	в индивидуальной	1	1
352	а с	2	1
353	человеческого тела	1	1
354	его психологическая	1	1
355	того в	1	1
356	что оно	4	1
357	и он	1	1
358	без внутренней	1	1
359	уже сказано	1	1
360	коем случае	1	1
361	при последовательном	1	1
362	содержанию т.е	1	1
363	контекст высказывания	1	1
364	мы могли	2	1
365	это делает	1	1
366	та же	1	1
367	по преимуществу	2	1
368	общения в	1	1
369	было в	1	1
370	с самого	7	1
371	идеологические образования	1	1
372	дано в	1	1
373	зрения на	6	1
374	проникают собою	1	1
375	в обществе	3	1
376	отношения которые	1	1
377	выходит за	2	1
378	можем мы	2	1
379	экономической точки	1	1
380	остается места	1	1
381	опирается на	2	1
382	же процессе	1	1
383	овладеть этим	1	1
384	социальному окружению	1	1
385	основе своей	1	1
386	все элементы	1	1
387	каких бы	1	1
388	индивидуальной психики	6	1
389	на этом	8	1
390	к попытке	2	1
391	в коем	1	1
392	уже отсюда	1	1
393	сказано в	1	1
394	них в	1	1
395	те оценки	1	1
396	которой он	3	1
397	мы воспринимаем	1	1
398	права и	1	1
399	не имеют	1	1
400	ясное и	1	1
401	и было	2	1
402	то есть	1	1
403	окружающей ее	1	1
404	дана в	1	1
405	бы сценарий	1	1
406	но из	1	1
407	и политической	1	1
408	материала в	1	1
409	близкого к	1	1
410	эта группа	2	1
411	это последнее	1	1
412	должно быть	2	1
413	мы уже	10	1
414	к целому	1	1
415	устойчивые моменты	1	1
416	ли он	2	1
417	нас не	1	1
418	значение и	1	1
419	т.е к	1	1
420	мы берем	1	1
421	мы увидим	4	1
422	идеологическое выражение	1	1
423	даже и	1	1
424	и того	1	1
425	предмет в	1	1
426	путем анализа	1	1
427	и вот	8	1
428	все остальные	1	1
429	группы к	1	1
430	вполне понятно	2	1
431	конечно ни	1	1
432	ненависть к	1	1
433	но при	1	1
434	начинает сближаться	1	1
435	является только	1	1
436	она в	1	1
437	особого рода	2	1
438	в свою	6	1
439	изолированно взятой	2	1
440	греческого значит	1	1
441	нашей работы	1	1
442	входит в	2	1
443	только как	4	1
444	и почти	1	1
445	часть его	3	1
446	того чтобы	5	1
447	сознание и	5	1
448	именно этим	1	1
449	в основе	6	1
450	и их	2	1
451	и историческая	1	1
452	его содержание	1	1
453	еще более	2	1
454	ту же	1	1
455	на основе	3	1
456	в другом	4	1
457	нам совершенно	1	1
458	а из	1	1
459	социальной группе	1	1
460	тому как	1	1
461	но эти	2	1
462	это только	4	1
463	и форму	1	1
464	субъективного сознания	1	1
465	теряет свой	1	1
466	что всякий	1	1
467	это часто	1	1
468	самыми основами	1	1
469	в теории	1	1
470	на протяжении	7	1
471	обстоит дело	2	1
472	степени не	1	1
473	с уверенностью	1	1
474	образом только	1	1
475	во многих	1	1
476	в индивидуальную	5	1
477	большим трудом	1	1
478	для всего	2	1
479	или может	2	1
480	что это	5	1
481	обычно не	1	1
482	хотя и	1	1
483	речи так	1	1
484	характерны для	1	1
485	и тогда	1	1
486	только его	2	1
487	и особенности	1	1
488	этом отношении	4	1
489	этот третий	1	1
490	близка к	1	1
491	это уже	3	1
492	теперь остается	1	1
493	же степени	1	1
494	что осталось	2	1
495	мы должны	9	1
496	и соответствующие	1	1
497	оно начинает	1	1
498	он определяется	1	1
499	точно и	1	1
500	социальное происхождение	1	1
501	в ее	5	1
502	не изолирована	1	1
503	это по	1	1
504	и тем	2	1
505	оно становится	1	1
506	и т.п	4	1
507	в руках	1	1
508	кажется что	1	1
509	сам по	4	1
510	можно определить	1	1
511	константные устойчивые	1	1
512	все основные	4	1
513	говорит о	3	1
514	правда это	1	1
515	социального целого	1	1
516	для нее	2	1
517	и больше	1	1
518	какие именно	1	1
519	с греческого	1	1
520	в изучении	2	1
521	не как	2	1
522	аналогии с	1	1
523	методов так	1	1
524	политической жизни	1	1
525	увидим что	5	1
526	длинный ряд	1	1
527	окружающей его	2	1
528	пути в	1	1
529	должны быть	4	1
530	в качестве	2	1
531	всей жизни	4	1
532	потому не	1	1
533	очень распространенное	1	1
534	всех других	2	1
535	не хочет	1	1
536	в содержании	1	1
537	то мы	2	1
538	точками зрения	2	1
539	в науке	2	1
540	пор не	1	1
541	самом же	2	1
542	в одном	3	1
543	в области	4	1
544	одно из	6	1
545	у нас	3	1
546	на которой	2	1
547	отказывается от	1	1
548	можно было	1	1
549	ближайший контекст	1	1
550	наконец к	1	1
551	и разнообразным	1	1
552	для их	1	1
553	социально-экономической закономерности	1	1
554	составная часть	1	1
555	бы они	1	1
556	кто не	1	1
557	а между	1	1
558	же не	1	1
559	в результате	3	1
560	к делу	2	1
561	и это	1	1
562	же он	2	1
563	стороны его	1	1
564	ни одной	1	1
565	искусства этот	1	1
566	социального явления	1	1
567	идеологические оценки	1	1
568	находят свое	1	1
569	сводится к	4	1
570	нечего делать	1	1
571	для них	3	1
572	данной группы	1	1
573	и художественное	1	1
574	не бывает	1	1
575	этом смысле	2	1
576	участие в	1	1
577	и тот	3	1
578	мы убедились	1	1
579	далеко не	5	1
580	только то	5	1
581	в современной	1	1
582	и которые	1	1
583	уже и	1	1
584	и свободно	1	1
585	у него	4	1
586	на события	1	1
587	без того	1	1
588	чем не	5	1
589	не на	1	1
590	в истории	4	1
591	не могут	7	1
592	по мнению	8	1
593	же время	6	1
594	не существует	4	1
595	и единство	1	1
596	в рамки	1	1
597	при помощи	2	1
598	в виде	1	1
599	из одного	1	1
600	к которой	2	1
601	и явления	2	1
602	она становится	2	1
603	там же	1	1
604	совершенно ясно	1	1
605	здесь имеет	1	1
606	может овладеть	1	1
607	отметить что	4	1
608	самого начала	5	1
609	бы слова	1	1
610	в большинстве	5	1
611	нуждаются в	1	1
612	свою очередь	4	1
613	указывали что	1	1
614	всей его	2	1
615	в конечном	3	1
616	помимо всяких	1	1
617	этой группы	1	1
618	так мы	1	1
619	это один	2	1
620	не было	5	1
621	когда мы	2	1
622	связи с	1	1
623	каждая вещь	1	1
624	связанных с	4	1
625	ему но	1	1
626	читателя и	1	1
627	он еще	1	1
628	их но	1	1
629	между людьми	1	1
630	материал для	2	1
631	все то	3	1
632	двух людей	1	1
633	рассматривать как	1	1
634	что является	1	1
635	здесь мы	1	1
636	с ее	4	1
637	время как	1	1
638	общения между	4	1
639	было бы	8	1
640	оставаясь в	1	1
641	это же	1	1
642	не знает	5	1
643	сближаться с	1	1
644	к тому	6	1
645	к некоторому	1	1
646	нем и	1	1
647	именно и	4	1
648	же определения	1	1
649	в свои	1	1
650	говорящего а	1	1
651	основное требование	1	1
652	себя на	1	1
653	другая форма	1	1
654	что можно	1	1
655	подвести итоги	1	1
656	с таким	2	1
657	равно как	2	1
658	и ценности	1	1
659	ним в	1	1
660	реальное явление	1	1
661	так называемый	4	1
662	не нуждается	2	1
663	найдем в	3	1
664	его для	1	1
665	говорящих и	1	1
666	как мы	18	1
667	к определенным	1	1
668	это мы	1	1
669	которой можно	1	1
670	метод может	1	1
671	протяжении всей	6	1
672	что нам	1	1
673	что она	5	1
674	по аналогии	1	1
675	содержание но	1	1
676	бытия и	1	1
677	и о	6	1
678	намека на	1	1
679	же факторов	1	1
680	показать что	1	1
681	в высшую	1	1
682	менее всего	1	1
683	позицию по	1	1
684	в изолированно	1	1
685	как его	2	1
686	с первого	2	1
687	если мы	7	1
688	он будет	1	1
689	на одну	1	1
690	тем же	3	1
691	него не	1	1
692	от всего	1	1
693	и эта	1	1
694	стиля как	1	1
695	когда человек	2	1
696	моментов в	1	1
697	но есть	1	1
698	ибо нет	1	1
699	и во	2	1
700	именно в	4	1
701	наиболее ясное	1	1
702	и таким	3	1
703	выражение этого	1	1
704	только одна	2	1
705	уже на	1	1
706	и всего	2	1
707	то время	1	1
708	но эта	1	1
709	она находит	1	1
710	или хотя	1	1
711	конечном счете	3	1
712	с большим	2	1
713	к другим	2	1
714	не можем	6	1
715	в таком	6	1
716	не перестает	1	1
717	но прежде	1	1
718	обратимся к	2	1
719	всех сторон	2	1
720	следующим образом	1	1
721	и типичное	1	1
722	так именно	3	1
723	например в	1	1
724	речь и	2	1
725	является выражением	1	1
726	последующем мы	1	1
727	форма и	1	1
728	само собою	1	1
729	тот же	10	1
730	другими моментами	1	1
731	в высшей	6	1
732	за пределами	2	1
733	к которому	1	1
734	эти вопросы	1	1
735	обойтись без	1	1
736	с которой	1	1
737	между говорящими	1	1
738	это ни	1	1
739	характер и	4	1
740	это основное	2	1
741	во внутренней	3	1
742	все зависит	1	1
743	и без	1	1
744	случае нельзя	1	1
745	других областей	1	1
746	конечно гораздо	1	1
747	в жесте	1	1
748	нигде не	4	1
749	это та	1	1
750	что все	7	1
751	то она	2	1
752	словесное высказывание	3	1
753	эти три	2	1
754	внешнюю речь	6	1
755	т.е как	1	1
756	социальная среда	1	1
757	том же	1	1
758	и она	3	1
759	в общем	5	1
760	непосредственно и	1	1
761	быть понято	1	1
762	подхода к	4	1
763	есть в	1	1
764	смысла слова	1	1
765	же как	2	1
766	к пониманию	1	1
767	быть понята	1	1
768	всем тем	1	1
769	и поступки	2	1
770	поддается точному	1	1
771	в переводе	1	1
772	рядом с	2	1
773	момент в	1	1
774	этих явлений	2	1
775	поймем в	1	1
776	при чтении	1	1
777	различные стороны	1	1
778	и прежде	7	1
779	даже тогда	1	1
780	же где	1	1
781	в слове	1	1
782	яркое выражение	1	1
783	как будто	1	1
784	остаются за	1	1
785	возможного слушателя	1	1
786	в различные	1	1
787	жизни в	3	1
788	он употребляет	1	1
789	есть только	3	1
790	человека или	1	1
791	это прежде	2	1
792	дальше и	1	1
793	ровно ничего	2	1
794	а эта	1	1
795	но если	2	1
796	они не	3	1
797	только внешней	1	1
798	при таком	1	1
799	правовое и	1	1
800	них и	2	1
801	человека для	1	1
802	зрения не	1	1
803	на себя	3	1
804	от его	1	1
805	данной социальной	1	1
806	и являются	3	1
807	зрения и	1	1
808	и внешней	4	1
809	и только	6	1
810	один и	3	1
811	определить как	1	1
812	тона в	2	1
813	чувства в	1	1
814	отдельные моменты	1	1
815	нас за	1	1
816	так называемая	1	1
817	каком направлении	1	1
818	в двух	1	1
819	этот ближайший	1	1
820	взаимоотношения и	1	1
821	или иного	1	1
822	может и	1	1
823	этих переживаний	1	1
824	и оно	4	1
825	внешней речи	5	1
826	друг друга	2	1
827	но уже	1	1
828	первого же	1	1
829	себе как	1	1
830	в последующем	1	1
831	для этого	6	1
832	можно с	1	1
833	себе и	3	1
834	в особом	1	1
835	искусства в	1	1
836	легче всего	2	1
837	в смысле	1	1
838	внутренней и	4	1
839	не всегда	4	1
840	определяется в	1	1
841	сложным и	1	1
842	слов и	1	1
843	чтобы не	2	1
844	за вычетом	1	1
845	мы еще	1	1
846	из этой	2	1
847	но особенно	1	1
848	переводе с	1	1
849	в одной	2	1
850	дело и	2	1
851	в целом	4	1
852	нам кажется	1	1
853	единство и	3	1
854	ничего общего	4	1
855	художественное творчество	2	1
856	в лице	1	1
857	себя в	3	1
858	крайней мере	1	1
859	и становится	3	1
860	др и	1	1
861	имеет дело	3	1
862	вовсе не	16	1
863	с соответствующими	1	1
864	социальной ситуации	1	1
865	на другие	3	1
866	думать что	2	1
867	взаимоотношения двух	1	1
868	два основных	1	1
869	представления мысли	1	1
870	и умирает	1	1
871	не то	2	1
872	я и	7	1
873	тем более	1	1
874	по крайней	1	1
875	должно рассматривать	1	1
876	свой смысл	2	1
877	не найдем	3	1
878	мы видели	12	1
879	перед нами	1	1
880	социальное событие	2	1
881	конкретное высказывание	1	1
882	понята и	1	1
883	и самый	1	1
884	и развивает	1	1
885	и другого	1	1
886	же мы	3	1
887	чрезвычайно важным	1	1
888	его место	1	1
889	серьезной попытки	1	1
890	конечно только	2	1
891	который и	1	1
892	всяком случае	8	1
893	оценки этого	1	1
894	которые в	1	1
895	только для	2	1
896	на них	2	1
897	высшей степени	6	1
898	можно только	1	1
899	для анализа	1	1
900	с этих	1	1
