N	2gram	Ircho_Kome	Analitik
119	особенно в	1	10
120	того или	1	10
121	и самого	3	10
122	один из	9	10
123	на себя	5	10
124	говорить о	3	9
125	не столько	1	9
126	в результате	5	9
127	другой стороны	6	9
128	одной стороны	5	9
129	в своем	6	9
130	по поводу	7	9
131	таким образом	13	9
132	во всех	4	9
133	в русской	1	9
134	за пределы	2	9
135	или иного	1	9
136	вместе с	8	9
137	автора и	1	9
138	тому как	1	9
139	того что	1	9
140	как уже	1	9
141	что касается	5	9
142	организации текста	1	9
143	дело с	3	8
144	о чем	2	8
145	роль в	2	8
146	не всегда	2	8
147	между двумя	1	8
148	одной из	6	8
149	в контексте	1	8
150	как известно	4	8
151	о его	5	8
152	с ним	1	8
153	нашего времени	1	8
154	если бы	4	8
155	и все	4	8
156	что он	11	8
157	перед нами	1	8
158	не является	2	8
159	в основе	1	8
160	хотя и	6	8
161	этом отношении	3	8
162	времени и	2	8
163	одного из	7	8
164	в ходе	1	8
165	в финале	2	7
166	в году	3	7
167	во всяком	4	7
168	в противоположность	2	7
169	в другом	5	7
170	времени в	2	7
171	в одном	10	7
172	как мы	5	7
173	в нашем	2	7
174	который в	2	7
175	одна из	4	7
176	не мог	4	7
177	внимание на	1	7
178	несмотря на	5	7
179	в ее	2	7
180	у него	6	7
181	в таком	1	7
182	героя и	1	7
183	и тем	2	7
184	и является	1	7
185	приводит к	1	7
186	в соответствии	2	7
187	всяком случае	4	7
188	и для	4	7
189	жизни но	1	7
190	в литературе	2	7
191	все это	7	7
192	со своим	6	7
193	однако не	2	7
194	на его	5	7
195	или иначе	4	7
196	во времени	1	7
197	место в	7	7
198	что иное	1	7
199	как будто	3	7
200	вплоть до	1	7
201	иное как	1	7
202	во всем	1	6
203	для всех	5	6
204	те же	1	6
205	так или	4	6
206	а напротив	1	6
207	или в	5	6
208	казалось бы	3	6
209	восходит к	4	6
210	хотя бы	2	6
211	превращается в	1	6
212	не что	1	6
213	вовсе не	3	6
214	из них	16	6
215	то в	1	6
216	тем не	3	6
217	не знает	1	6
218	что не	1	6
219	могла бы	2	6
220	его как	1	6
221	в силу	4	6
222	в нем	8	6
223	он был	4	6
224	если в	3	6
225	на этом	3	6
226	из которых	5	6
227	из того	2	6
228	не более	2	6
229	самим собой	1	6
230	от своего	1	6
231	и более	2	6
232	из этих	5	6
233	соответствии с	2	6
234	в сознании	4	6
235	более чем	4	6
236	ответ на	2	6
237	уже в	9	6
238	ли не	8	6
239	по его	2	6
240	должен быть	1	6
241	его в	6	6
242	тем более	1	6
243	мере в	1	6
244	же в	7	6
245	что на	4	6
246	все что	3	5
247	не так	1	5
248	к числу	2	5
249	а затем	4	5
250	в состав	2	5
251	в этих	5	5
252	в них	7	5
253	в первом	2	5
254	тем что	5	5
255	в один	2	5
256	ведет к	1	5
257	речь идет	6	5
258	же его	1	5
259	исходя из	1	5
260	в котором	6	5
261	героя нашего	1	5
262	для того	3	5
263	для себя	2	5
264	может служить	2	5
265	в эту	2	5
266	к этому	8	5
267	и он	1	5
268	проявляется в	1	5
269	к жизни	1	5
270	ни в	9	5
271	не о	1	5
272	будто бы	2	5
273	а всего	1	5
274	а с	1	5
275	так что	6	5
276	бы быть	1	5
277	и по	6	5
278	и потому	1	5
279	с ее	2	5
280	в особенности	1	5
281	и здесь	6	5
282	связывается с	1	5
283	не могут	1	5
284	к его	3	5
285	жизни в	1	5
286	да и	5	5
287	еще и	2	5
288	совершенно не	1	5
289	в роли	1	5
290	каждый из	3	5
291	он в	1	5
292	а и	1	5
293	тот же	5	5
294	в художественном	1	5
295	принадлежит к	2	5
296	ни с	1	5
297	на вопрос	1	5
298	мы не	4	5
299	о смерти	1	5
300	с той	2	5
301	с их	4	5
302	в общем	2	5
303	все эти	1	5
304	одно из	1	5
305	путь к	2	5
306	человека к	1	5
307	в поле	4	5
308	одну из	2	5
309	в искусстве	1	5
310	и их	3	5
311	нового времени	7	5
312	высказывания в	1	5
313	еще в	9	5
314	такой же	2	5
315	и особенно	7	5
316	таким же	1	5
317	мира в	5	5
318	однако и	1	4
319	ты не	1	4
320	его от	1	4
321	связь с	2	4
322	в своих	2	4
323	в борьбе	1	4
324	к самому	1	4
325	в собственном	1	4
326	что по	3	4
327	большей или	1	4
328	отличается от	1	4
329	так в	6	4
330	с этим	5	4
331	обращает на	4	4
332	нам не	1	4
333	состоит не	1	4
334	во внешнем	1	4
335	в действительности	4	4
336	в любом	3	4
337	не должен	1	4
338	только на	2	4
339	значительной степени	1	4
340	что же	2	4
341	самом начале	3	4
342	сказать что	1	4
343	на него	4	4
344	еще одна	1	4
345	что она	3	4
346	из трех	2	4
347	воли и	1	4
348	не все	2	4
349	к нему	5	4
350	и представляет	1	4
351	разного рода	1	4
352	ни было	4	4
353	не было	1	4
354	в которой	9	4
355	одним из	3	4
356	в двух	6	4
357	в чем	3	4
358	на себе	1	4
359	бы в	3	4
360	в каждом	2	4
361	в устах	1	4
362	мы уже	1	4
363	то ни	4	4
364	в ответ	1	4
365	себя внимание	4	4
366	и что	2	4
367	этом смысле	2	4
368	или меньшей	1	4
369	него на	1	4
370	и от	2	4
371	его к	1	4
372	а как	1	4
373	были бы	1	4
374	как он	2	4
375	в отношении	6	4
376	оказывается в	1	4
377	с ними	2	4
378	бы не	1	4
379	в известном	2	4
380	и т	11	4
381	потому что	8	4
382	того чтобы	4	4
383	и если	2	4
384	и тогда	1	4
385	но о	1	4
386	вслед за	4	4
387	в диалоге	1	4
388	и а	1	4
389	с текстом	1	4
390	на две	3	4
391	и во	4	4
392	здесь и	2	4
393	но это	2	4
394	о нем	1	4
395	ему в	2	4
396	так у	1	4
397	как у	1	4
398	от которого	1	4
399	ее в	2	4
400	в полном	2	4
401	из своих	1	4
402	здесь в	4	4
403	бы и	1	4
404	персонажа в	1	4
405	указывает на	2	4
406	является по	1	4
407	по своему	5	4
408	об этом	2	4
409	жизнь и	2	4
410	человека в	2	4
411	но при	1	4
412	его не	1	4
413	в значительной	1	4
414	свою жизнь	1	4
415	наконец в	3	4
416	на основе	1	4
417	и ее	5	4
418	отношение к	3	4
419	и о	3	4
420	в области	3	4
421	от него	1	3
422	случае в	1	3
423	к этой	1	3
424	с этой	3	3
425	тем как	2	3
426	сам автор	3	3
427	одному из	2	3
428	в виду	2	3
429	вопрос об	1	3
430	и с	8	3
431	перекликается с	1	3
432	в жизни	1	3
433	с тем	5	3
434	похож на	1	3
435	встреча с	1	3
436	только для	1	3
437	вопрос о	5	3
438	упоминание о	1	3
439	на самом	1	3
440	уже о	4	3
441	это было	5	3
442	и те	1	3
443	всех без	1	3
444	себе в	1	3
445	было сказано	1	3
446	как на	2	3
447	что все	1	3
448	в зависимости	1	3
449	тут же	2	3
450	к ее	2	3
451	к внутреннему	1	3
452	гораздо более	2	3
453	пристрастие к	1	3
454	всего в	5	3
455	бы то	4	3
456	что у	6	3
457	первом случае	1	3
458	в состоянии	3	3
459	которого он	1	3
460	и за	3	3
461	для своего	2	3
462	х годов	5	3
463	связи с	3	3
464	не говорит	1	3
465	с двумя	1	3
466	очевидно что	1	3
467	в связи	3	3
468	выступать в	1	3
469	и оказывается	1	3
470	служит для	1	3
471	частной жизни	1	3
472	не был	1	3
473	войне и	1	3
474	хотя в	1	3
475	в тех	5	3
476	и тот	1	3
477	выступают не	1	3
478	следует признать	2	3
479	теми же	1	3
480	этой причине	1	3
481	из этого	2	3
482	бы ни	1	3
483	во время	11	3
484	означает что	2	3
485	в столь	1	3
486	его из	1	3
487	например в	1	3
488	что они	4	3
489	в наиболее	4	3
490	можно было	5	3
491	если не	1	3
492	с целью	2	3
493	если говорить	1	3
494	претендует на	1	3
495	времени не	1	3
496	цвет лица	1	3
497	поскольку в	1	3
498	никто не	3	3
499	ли он	1	3
500	ему и	2	3
501	о котором	1	3
502	зависимости от	1	3
503	то он	1	3
504	он же	1	3
505	тех же	4	3
506	быть не	1	3
507	из его	6	3
508	тех пор	2	3
509	поскольку он	1	3
510	и больше	1	3
511	в обоих	3	3
512	т п	7	3
513	из наиболее	2	3
514	с людьми	1	3
515	мог бы	3	3
516	к миру	1	3
517	на этот	5	3
518	действующего лица	2	3
519	персонажей в	1	3
520	попадает в	1	3
521	так как	6	3
522	они не	1	3
523	том числе	4	3
524	же мере	1	3
525	где он	2	3
526	видеть в	2	3
527	же не	2	3
528	когда же	5	3
529	сам по	1	3
530	а то	3	3
531	понимать как	1	3
532	и без	3	3
533	в какой	2	3
534	при таком	1	3
535	мира и	1	3
536	к своему	1	3
537	и я	2	3
538	этих двух	1	3
539	не говоря	4	3
540	ко всему	2	3
541	см ниже	4	3
542	также и	1	3
543	однако если	1	3
544	в ней	2	3
545	но он	2	3
546	мы узнаем	1	3
547	независимо от	5	3
548	на меня	1	3
549	говоря о	1	3
550	идет о	5	3
551	же самое	2	3
552	которые в	3	3
553	говорилось выше	1	3
554	когда он	1	3
555	может показаться	1	3
556	и положено	1	3
557	жизни и	4	3
558	все еще	1	3
559	на то	3	3
560	может и	1	3
561	для этого	2	3
562	из уст	1	3
563	не к	2	3
564	является в	1	2
565	было показано	1	2
566	в стихе	2	2
567	еще раз	1	2
568	и мира	1	2
569	говоря уже	4	2
570	за исключением	3	2
571	еще более	2	2
572	в применении	1	2
573	тому что	4	2
574	следует что	1	2
575	в разных	1	2
576	или нет	1	2
577	не вызывает	1	2
578	не являются	2	2
579	же году	1	2
580	то ли	2	2
581	долгое время	1	2
582	из многочисленных	1	2
583	среди других	1	2
584	как было	1	2
585	от них	3	2
586	ко всем	1	2
587	встречается в	1	2
588	более или	1	2
589	жизнь в	1	2
590	умещается в	1	2
591	мы и	1	2
592	их в	1	2
593	обоих случаях	3	2
594	в одно	1	2
595	на эту	1	2
596	не вполне	2	2
597	выходит далеко	1	2
598	культуры в	1	2
599	так например	1	2
600	на первый	1	2
601	в переносном	1	2
602	на этой	1	2
603	героя или	1	2
604	в поход	1	2
605	применении к	1	2
606	у читателя	1	2
607	примечательно что	1	2
608	имеет в	2	2
609	отрыве от	1	2
610	совершенно очевидно	1	2
611	в два	1	2
612	узнаем о	1	2
613	должна была	3	2
614	следует отнести	1	2
615	но они	2	2
616	борьбе с	1	2
617	на пути	1	2
618	обращаясь к	1	2
619	а между	1	2
620	последнюю роль	1	2
621	углом зрения	1	2
622	так же	4	2
623	в глаза	1	2
624	по два	1	2
625	всегда и	1	2
626	двух других	1	2
627	отношений и	1	2
628	утверждал что	1	2
629	впрочем в	1	2
630	тех случаях	1	2
631	в споре	2	2
632	быть в	1	2
633	к которому	4	2
634	и самим	1	2
635	у а	1	2
636	как от	1	2
637	сих пор	3	2
638	во всей	1	2
639	что именно	3	2
640	последняя фраза	1	2
641	этой роли	1	2
642	коем случае	1	2
643	уже по	1	2
644	они могут	1	2
645	чем это	2	2
646	намек на	1	2
647	ближе к	1	2
648	на протяжении	14	2
649	к их	2	2
650	возвращение к	1	2
651	от его	1	2
652	не редкость	1	2
653	время и	3	2
654	собой в	2	2
655	к себе	1	2
656	т е	14	2
657	однако этот	1	2
658	далеко за	1	2
659	мы можем	6	2
660	там и	1	2
661	то она	1	2
662	автором в	1	2
663	том же	1	2
664	именно здесь	1	2
665	исходит из	1	2
666	известие о	1	2
667	не остается	1	2
668	по одному	2	2
669	между прочим	2	2
670	одном из	4	2
671	герой в	1	2
672	из четырех	2	2
673	о которых	6	2
674	же касается	1	2
675	а только	1	2
676	могло бы	1	2
677	выступает в	1	2
678	лица и	1	2
679	о воцарении	1	2
680	что даже	1	2
681	не означает	2	2
682	зрения в	1	2
683	этой точки	1	2
684	одежду и	1	2
685	здесь мы	3	2
686	но зато	1	2
687	не приходится	1	2
688	и та	1	2
689	соединении с	1	2
690	не могла	2	2
691	в форме	2	2
692	военную службу	2	2
693	т м	1	2
694	по домам	1	2
695	которые и	1	2
696	выходят за	1	2
697	к первому	1	2
698	то о	1	2
699	культуры и	1	2
700	что во	1	2
701	и др	1	2
702	в доме	6	2
703	них не	1	2
704	как об	1	2
705	л и	1	2
706	своего героя	1	2
707	если они	3	2
708	в окно	1	2
709	еще одно	1	2
710	судя по	6	2
711	доказывает что	2	2
712	любви и	1	2
713	до сих	3	2
714	та же	1	2
715	за ним	2	2
716	сообщения о	2	2
717	в специальном	1	2
718	пока же	2	2
719	и при	1	2
720	что это	5	2
721	о которой	1	2
722	из классических	1	2
723	под этим	1	2
724	все его	1	2
725	должен был	1	2
726	собой и	2	2
727	в обратном	1	2
728	касается самого	1	2
729	даже не	4	2
730	евгения онегина	1	2
731	молодого человека	3	2
732	не имеет	1	2
733	дома и	1	2
734	опоры на	1	2
735	не последнюю	1	2
736	слова о	2	2
737	к счастливому	1	2
738	на рассвете	1	2
739	и частной	1	2
740	бы с	1	2
741	не имеют	1	2
742	в течение	5	2
743	да еще	2	2
744	это только	1	2
745	поле зрения	2	2
746	всех сторон	1	2
747	на это	3	2
748	время в	1	2
749	со всей	1	2
750	в которую	1	2
751	от других	1	2
752	было и	1	2
753	но без	1	2
754	автора в	1	2
755	не для	1	2
756	тем же	2	2
757	и служит	1	2
758	произведения и	1	2
759	из первых	1	2
760	с нею	1	2
761	он может	1	2
762	только его	1	2
763	но если	4	2
764	в самой	2	2
765	другого и	1	2
766	в дальнейшем	1	2
767	что автор	1	2
768	одних и	1	2
769	литературе нового	1	2
770	или к	2	2
771	на дорогу	1	2
772	в коем	1	2
773	в т	2	2
774	и вот	4	2
775	упускать из	1	2
776	своему происхождению	2	2
777	случае его	1	2
778	у нас	3	2
779	смысле этого	1	2
780	все равно	1	2
781	не принимает	1	2
782	раз в	2	2
783	хотя как	1	2
784	затем и	2	2
785	что ни	1	2
786	образом в	2	2
787	этого рода	2	2
788	подтверждается и	1	2
789	иными словами	1	2
790	это еще	2	2
791	по существу	1	2
792	этом что	2	2
793	более что	1	2
794	случаях когда	1	2
795	соответственно и	1	2
796	по соседству	1	2
797	перед собой	1	2
798	в следующем	4	2
799	на все	3	2
800	не столь	2	2
801	или их	1	2
802	которой он	2	2
803	или менее	2	2
804	и таким	2	2
805	в одной	1	2
806	предстает в	2	2
807	а на	2	2
808	к одному	1	2
809	и тех	1	2
810	и внутреннее	1	2
811	там где	1	2
812	со всех	1	2
813	и эти	1	2
814	мертвых душ	1	2
815	до тех	1	2
816	оно в	1	2
817	отсюда и	1	2
818	ей в	1	2
819	как человек	1	2
820	молод и	1	2
821	нет и	2	2
822	это как	1	2
823	то и	3	2
824	не по	5	2
825	но всегда	1	2
826	от всех	1	2
827	это была	2	2
828	частности в	2	2
829	стало быть	1	2
830	что из	3	2
831	в большинстве	2	2
832	как огонь	1	2
833	зависимость от	1	2
834	в отрыве	1	2
835	бы он	1	2
836	и прежде	1	2
837	все более	4	2
838	и только	1	2
839	первую из	1	1
840	в отношения	1	1
841	с которыми	1	1
842	они являются	1	1
843	бы столь	1	1
844	с помощью	1	1
845	к действительности	1	1
846	и другие	3	1
847	пределах одного	1	1
848	несомненно что	1	1
849	быть использованы	1	1
850	в душе	1	1
851	в почти	1	1
852	уж не	1	1
853	выводу что	1	1
854	только что	2	1
855	как носитель	1	1
856	познания и	1	1
857	в сферу	1	1
858	первую очередь	6	1
859	что был	1	1
860	или по	3	1
861	авторов в	1	1
862	в стороне	1	1
863	а у	3	1
864	реальной жизни	1	1
865	комедиях аристофана	4	1
866	с сюжетом	2	1
867	однако еще	1	1
868	привести к	1	1
869	по общему	1	1
870	целом ряде	1	1
871	нас в	3	1
872	в различных	1	1
873	сторон и	2	1
874	с собой	2	1
875	отношений в	1	1
876	главным действующим	1	1
877	в рамки	1	1
878	комический эффект	3	1
879	чтобы в	1	1
880	в драматическом	2	1
881	личности между	1	1
882	две другие	1	1
883	и была	1	1
884	одновременно не	1	1
885	на свой	1	1
886	но все	4	1
887	ни одна	2	1
888	и опять	4	1
889	каким образом	1	1
890	из самых	2	1
891	слова с	1	1
892	к внешней	1	1
893	большую часть	1	1
894	к каким	1	1
895	она является	1	1
896	вся его	1	1
897	места и	1	1
898	каким были	1	1
899	стороны в	1	1
900	его по	1	1
901	общими для	1	1
902	по форме	1	1
903	был первым	1	1
904	причине что	1	1
905	лица в	1	1
906	внимание что	1	1
907	к земле	1	1
908	же после	1	1
909	первое место	4	1
910	почти все	1	1
911	за ней	1	1
912	мало или	1	1
913	к своим	1	1
914	для их	3	1
915	службу к	1	1
916	когда бы	2	1
917	здесь первая	1	1
918	в эпических	1	1
919	и из	2	1
920	с любовной	1	1
921	также диалог	1	1
922	всякого рода	1	1
923	а вместе	1	1
924	здесь достаточно	1	1
925	в первую	5	1
926	и отчасти	1	1
927	года до	1	1
928	друг перед	1	1
929	прямой путь	1	1
930	и третий	1	1
931	знаем о	1	1
932	порядок в	1	1
933	и комедия	1	1
934	всегда с	1	1
935	из огня	1	1
936	по тем	1	1
937	себе все	1	1
938	никаких оснований	1	1
939	человека не	1	1
940	время от	4	1
941	убедиться в	1	1
942	мере не	1	1
943	только как	1	1
944	из жизни	1	1
945	содержание спора	1	1
946	образ жизни	1	1
947	и своим	1	1
948	то многие	1	1
949	и другой	1	1
950	читателя с	1	1
951	миф о	1	1
952	которыми он	1	1
953	вопроса об	1	1
954	в этот	1	1
955	своим собственным	1	1
956	котором по	1	1
957	из себя	1	1
958	этот тезис	1	1
959	особое место	1	1
960	об отношении	2	1
961	склонный к	1	1
962	и формы	2	1
963	между отдельными	1	1
964	своих героев	1	1
965	что люди	1	1
966	точно так	1	1
967	приходит к	1	1
968	времени или	1	1
969	говорит что	1	1
970	что речь	1	1
971	и внутренней	3	1
972	отклик в	1	1
973	отметить что	1	1
974	до того	1	1
975	в армию	1	1
976	хотел сказать	1	1
977	всего этого	2	1
978	второй половины	2	1
979	восходящих к	1	1
980	время экспедиции	1	1
981	и судя	1	1
982	ни одного	2	1
983	об исторических	1	1
984	и еще	5	1
985	возникающую из	1	1
986	исключение составляют	1	1
987	не дай	1	1
988	ирония по	1	1
989	с именем	1	1
990	вернуться к	2	1
991	по случаю	3	1
992	однако эти	1	1
993	сведений о	1	1
994	него не	1	1
995	ее как	1	1
996	как для	1	1
997	в основу	1	1
998	следующим образом	1	1
999	нее в	1	1
1000	объяснение в	1	1
1001	свидетельствует не	1	1
1002	под названием	2	1
1003	во времена	2	1
1004	составляющих его	1	1
1005	все время	2	1
1006	не умеет	1	1
1007	поведение молодого	1	1
1008	тот что	1	1
1009	последних десятилетий	1	1
1010	речь о	2	1
1011	именно с	1	1
1012	под именем	3	1
1013	а мы	2	1
1014	и подобно	1	1
1015	к этим	3	1
1016	и богатство	4	1
1017	по которой	1	1
1018	этом же	2	1
1019	ли эта	1	1
1020	наибольшей степени	1	1
1021	о ней	1	1
1022	относят к	1	1
1023	это свойство	1	1
1024	ответа на	1	1
1025	здесь из	1	1
1026	за несколько	1	1
1027	время для	1	1
1028	не происходит	1	1
1029	в самую	1	1
1030	которой я	1	1
1031	замысла в	1	1
1032	она предстает	1	1
1033	в н	6	1
1034	то оно	1	1
1035	между его	1	1
1036	а наоборот	1	1
1037	отражение в	1	1
1038	последние десятилетия	3	1
1039	нельзя сказать	1	1
1040	отцовским наследством	1	1
1041	после того	3	1
1042	на такую	1	1
1043	жизни так	2	1
1044	своему содержанию	1	1
1045	х гг	1	1
1046	одной лишь	1	1
1047	что уже	1	1
1048	в поисках	1	1
1049	мы знаем	5	1
1050	до эпохи	1	1
1051	еще больше	1	1
1052	сама же	1	1
1053	начала и	1	1
1054	и легко	1	1
1055	этом фоне	1	1
1056	обычно не	1	1
1057	него самого	1	1
1058	с тех	1	1
1059	связей и	1	1
1060	числу таких	1	1
1061	двух наиболее	1	1
1062	от начала	1	1
1063	и сама	1	1
1064	не занимался	1	1
1065	почти нет	1	1
1066	в тот	1	1
1067	можно выявить	1	1
1068	это слово	4	1
1069	противоречие между	2	1
1070	который даже	1	1
1071	время была	1	1
1072	ярко выраженный	1	1
1073	наше внимание	1	1
1074	и нравственности	1	1
1075	их очевидная	1	1
1076	первая часть	1	1
1077	общественного сознания	1	1
1078	как по	2	1
1079	что его	1	1
1080	персонажей не	1	1
1081	следует рассматривать	1	1
1082	по аналогии	1	1
1083	пользовались в	1	1
1084	на характер	1	1
1085	или хотя	1	1
1086	восходящего к	1	1
1087	в ожидании	1	1
1088	в последних	3	1
1089	всех но	1	1
1090	в последние	2	1
1091	как видим	2	1
1092	эти три	1	1
1093	слово здесь	1	1
1094	же как	3	1
1095	большинстве случаев	2	1
1096	рядом с	1	1
1097	сознания как	1	1
1098	от этого	2	1
1099	незадолго до	1	1
1100	слово в	1	1
1101	за маской	1	1
1102	здесь ни	1	1
1103	точек зрения	2	1
1104	достигает своего	1	1
1105	в а	1	1
1106	и у	3	1
1107	что их	1	1
1108	был назван	1	1
1109	по имени	7	1
1110	в тогда	2	1
1111	и мир	2	1
1112	не получает	1	1
1113	с новой	2	1
1114	и диалогов	1	1
1115	внешней и	3	1
1116	в окружение	1	1
1117	что же?	1	1
1118	если оно	1	1
1119	положение как	1	1
1120	составных частей	1	1
1121	его литературного	1	1
1122	при чтении	1	1
1123	идет по	1	1
1124	и фигура	1	1
1125	тон в	1	1
1126	до нас	9	1
1127	игра случая	1	1
1128	со многими	1	1
1129	все остальные	3	1
1130	при отсутствии	1	1
1131	ведая того	1	1
1132	однако герой	1	1
1133	спор в	1	1
1134	совсем не	2	1
1135	эти слова	1	1
1136	за столом	1	1
1137	или может	2	1
1138	человека который	1	1
1139	из окна	1	1
1140	на чем	2	1
1141	именно потому	2	1
1142	здесь на	1	1
1143	в деятельности	1	1
1144	на нем	2	1
1145	за ними	1	1
1146	содержания и	2	1
1147	признание в	1	1
1148	появление в	1	1
1149	себя на	1	1
1150	такое что	1	1
1151	где в	1	1
1152	не представляется	1	1
1153	доходит до	1	1
1154	себе мало	1	1
1155	и затем	1	1
1156	миру и	1	1
1157	отношения с	2	1
1158	как один	1	1
1159	о мире	1	1
1160	должны были	9	1
1161	являются ли	1	1
1162	между несколькими	1	1
1163	превратилась в	1	1
1164	новой силой	1	1
1165	но вы	1	1
1166	нельзя не	2	1
1167	но вполне	1	1
1168	между отцом	1	1
1169	что для	1	1
1170	или лучше	1	1
1171	под определенным	1	1
1172	позиций в	1	1
1173	и каждый	1	1
1174	в достаточной	1	1
1175	рассказывает как	1	1
1176	оба раза	1	1
1177	даже если	3	1
1178	даже самого	1	1
1179	естественно не	2	1
1180	с которым	1	1
1181	мы помним	1	1
1182	во-вторых не	1	1
1183	самые разнообразные	1	1
1184	поэтического творчества	1	1
1185	относящемуся к	1	1
1186	время он	1	1
1187	сына от	1	1
1188	литературного творчества	1	1
1189	с комической	1	1
1190	ориентированы на	1	1
1191	отношении является	1	1
1192	себе как	1	1
1193	иначе не	1	1
1194	нет не	1	1
1195	в какой-то	3	1
1196	каждого из	2	1
1197	действующих лиц	8	1
1198	было только	2	1
1199	которые могут	1	1
1200	можно только	1	1
1201	уже на	1	1
1202	как теперь	2	1
1203	следует видеть	1	1
1204	в последующих	1	1
1205	человеческой личности	1	1
1206	от до	2	1
1207	и против	1	1
1208	с учетом	1	1
1209	ни малейшего	2	1
1210	свою первую	1	1
1211	мы встречаем	5	1
1212	к физическому	1	1
1213	в науках	1	1
1214	углу комнаты	1	1
1215	в последнем	1	1
1216	они и	1	1
1217	с тремя	1	1
1218	представить себе	3	1
1219	пускается в	1	1
1220	в углу	1	1
1221	них в	1	1
1222	в самый	1	1
1223	имело место	2	1
1224	в основном	1	1
1225	того кому	1	1
1226	представлял собой	1	1
1227	комнаты и	1	1
1228	его с	2	1
1229	но едва	1	1
1230	на ее	2	1
1231	персонажа это	1	1
1232	ср с	1	1
1233	этому мы	1	1
1234	теперь в	2	1
1235	двух слов	1	1
1236	же образом	1	1
1237	это уже	2	1
1238	целого ряда	1	1
1239	рода художественный	1	1
1240	в действии	2	1
1241	в область	1	1
1242	не всю	1	1
1243	общему мнению	1	1
1244	в живых	1	1
1245	к выводу	2	1
1246	не обходится	2	1
1247	для них	2	1
1248	его собственный	1	1
1249	и объектом	1	1
1250	и вполне	1	1
1251	приблизился к	1	1
1252	не на	1	1
1253	они были	1	1
1254	такого же	1	1
1255	из сказанного	1	1
1256	как вы	1	1
1257	искусства к	1	1
1258	то на	1	1
1259	даже у	1	1
1260	сил и	1	1
1261	благодаря своей	1	1
1262	с ней	1	1
1263	на улицу	1	1
1264	графиня и	1	1
1265	одновременно с	3	1
1266	не противоречит	1	1
1267	достаточно ясно	1	1
1268	споры о	1	1
1269	чего следует	1	1
1270	ведущие к	1	1
1271	обращается к	1	1
1272	судить по	3	1
1273	и будет	1	1
1274	то время	8	1
1275	и хотя	4	1
1276	во множестве	1	1
1277	говорить в	1	1
1278	даже со	1	1
1279	к которым	1	1
1280	из тех	1	1
1281	в любых	1	1
1282	что могло	1	1
1283	в в	8	1
1284	меньшей мере	2	1
1285	с полной	1	1
1286	в которых	1	1
1287	не приводит	1	1
1288	в компании	1	1
1289	сцены и	1	1
1290	так называемая	1	1
1291	у одного	1	1
1292	упоминаемая в	1	1
1293	своего отца	1	1
1294	к человеку	2	1
1295	нет в	1	1
1296	цельную картину	1	1
1297	выступает как	1	1
1298	года и	1	1
1299	не слишком	1	1
1300	аналогии с	2	1
1301	делала первые	1	1
1302	не входит	1	1
1303	своей поэтикой	1	1
1304	к той	1	1
1305	без которых	1	1
1306	над ним	1	1
1307	этому же	1	1
