N	3gram	Vygotskiy_	Formalny
286	в известной последовательности	1	1
287	отношению к данному	2	1
288	совершается в пределах	1	1
289	собственном смысле слова	1	1
290	в этих случаях	1	1
291	не имеет места	2	1
292	в области гуманитарных	1	1
293	в том и	1	1
294	вопрос о понимании	1	1
295	таким образом мы	2	1
296	вместе с этим	1	1
297	если так то	1	1
298	чуть ли не	1	1
299	но он не	5	1
300	первый и основной	2	1
301	только это не	1	1
302	помощью этого метода	1	1
303	той или иной	1	1
304	того обстоятельства что	1	1
305	не могли не	1	1
306	котором мы говорили	1	1
307	этого метода мы	1	1
308	тем что в	1	1
309	взаимоотношений между собой	1	1
310	в этом заключается	2	1
311	и только в	1	1
312	на то что	5	1
313	ни в каком	1	1
314	не распадается на	1	1
315	не столько в	1	1
316	и может быть	1	1
317	бы сказать что	3	1
318	влияния на развитие	1	1
319	таким образом все	1	1
320	не нуждается в	1	1
321	чего требует от	1	1
322	не имеет никакого	1	1
323	вопроса о правомерности	1	1
324	в развитии этого	1	1
325	понятно с самого	1	1
326	может быть даже	1	1
327	но только на	1	1
328	о том что	7	1
329	принять в соображение	1	1
330	эта точка зрения	2	1
331	если мы обратимся	1	1
332	в гораздо большей	1	1
333	во всей полноте	1	1
334	было бы сказать	1	1
335	распространяются и на	1	1
336	только в качестве	1	1
337	развития именно в	1	1
338	чтобы можно было	1	1
339	можно сказать что	7	1
340	тому что и	1	1
341	о правомерности и	1	1
342	и состоит в	1	1
343	только в том	2	1
344	и той же	3	1
345	для правильной постановки	1	1
346	взаимодействии друг с	1	1
347	гораздо большей степени	1	1
348	той же мере	2	1
349	в то время	4	1
350	что совершается в	1	1
351	того что было	2	1
352	что именно потому	1	1
353	грамматические формы в	1	1
354	естественное место в	1	1
355	потому что и	2	1
356	в целом все	1	1
357	не на его	1	1
358	будет так же	2	1
359	той же статье	1	1
360	обучении и в	1	1
361	не было бы	1	1
362	те или другие	1	1
363	в процессе усвоения	1	1
364	с помощью которого	3	1
365	не что иное	2	1
366	что иное как	2	1
367	в какой они	1	1
368	с помощью этого	1	1
369	трудная и сложная	1	1
370	тому как в	3	1
371	между собой но	1	1
372	одно и то	1	1
373	от конкретного материала	1	1
374	все эти вопросы	1	1
375	и требует от	1	1
376	и составляет содержание	1	1
377	как это свойственно	1	1
378	это и не	1	1
379	что и делает	1	1
380	одной и той	3	1
381	отчета в том	2	1
382	таким образом как	1	1
383	что этот закон	1	1
384	и ко всем	1	1
385	заключается в том	12	1
386	но мы видели	1	1
387	между собой и	2	1
388	и развитие в	1	1
389	что если бы	1	1
390	говорит об этом	1	1
391	этого слова а	1	1
392	понятия в этом	1	1
393	так чтобы она	1	1
394	особенно отчетливо выступает	1	1
395	тому что он	4	1
396	и при этом	1	1
397	и что в	2	1
398	же как и	2	1
399	совершается с помощью	1	1
400	области гуманитарных наук	1	1
401	решения первого вопроса	1	1
402	в связь с	1	1
403	эту проблему и	1	1
404	они на самом	1	1
405	по этому вопросу	1	1
406	данного понятия в	1	1
407	все равно что	1	1
408	по своей природе	2	1
409	к другому в	1	1
410	ней таким образом	1	1
411	самого начала что	3	1
412	то что их	1	1
413	широком смысле является	1	1
414	мы уже говорили	2	1
415	вопрос о том	4	1
416	его собственного внутреннего	1	1
417	является одним из	2	1
418	как и самое	1	1
419	не в результате	1	1
420	независимых друг от	1	1
421	функции и в	1	1
422	связанные между собой	2	1
423	можно было бы	8	1
424	новые и новые	1	1
425	его отношение к	3	1
426	что же дает	1	1
