N	2gram	Tiupa_Narr	FransuaR
147	этом отношении	5	20
148	с точки	2	20
149	как раз	9	20
150	в образе	1	20
151	а также	11	20
152	самом деле	4	20
153	во всем	1	19
154	их в	4	19
155	к этому	2	19
156	того же	2	19
157	за пределы	1	19
158	было бы	2	19
159	с ее	3	19
160	с другой	6	19
161	на протяжении	12	19
162	хотя и	8	19
163	в форме	7	19
164	далеко не	6	19
165	существенную роль	3	18
166	на мир	1	18
167	со всеми	3	18
168	это и	2	18
169	здесь не	4	18
170	одна из	5	18
171	но они	4	18
172	превращается в	2	18
173	на этом	1	18
174	перед нами	9	18
175	в большей	1	17
176	большей или	2	17
177	и смерти	1	17
178	для того	4	17
179	в результате	4	17
180	можно было	2	17
181	числе и	1	17
182	в плане	1	17
183	еще более	1	17
184	но все	1	17
185	меньшей степени	2	17
186	и вот	2	17
187	того что	7	17
188	а не	27	17
189	в другом	5	16
190	с одной	5	16
191	между ними	3	16
192	между тем	5	16
193	тот же	1	16
194	в начале	4	16
195	начала и	5	16
196	или меньшей	1	16
197	вернемся к	1	16
198	ничего не	8	16
199	они не	3	16
200	дело в	2	16
201	не подлежит	3	16
202	мысли и	1	15
203	в которой	2	15
204	говорили что	1	15
205	никто не	1	15
206	из этих	6	15
207	мы еще	1	15
208	особенно в	3	15
209	и вообще	1	15
210	одно из	2	15
211	как на	2	15
212	в нашем	4	15
213	не мог	7	15
214	xix века	1	15
215	в первой	3	15
216	еще в	4	15
217	пор еще	1	15
218	в самой	1	15
219	и образ	1	14
220	в котором	3	14
221	характер и	3	14
222	в чем	3	14
223	и по	3	14
224	игра в	1	14
225	мы не	5	14
226	все что	4	14
227	в данном	17	14
228	и он	8	14
229	несмотря на	1	14
230	в более	1	14
231	и сам	4	13
232	с этим	1	13
233	во все	1	13
234	и еще	2	13
235	что все	1	13
236	его к	1	13
237	на языке	1	13
238	мира в	4	13
239	о чем	6	13
240	в жизни	9	13
241	одновременно и	1	13
242	одной стороны	5	13
243	здесь нет	1	13
244	подчеркнуть что	2	13
245	не знает	2	13
246	отличие от	6	13
247	в мире	8	13
248	в других	2	13
249	бы в	2	13
250	и есть	1	13
251	в последующих	1	13
252	они и	2	13
253	только на	4	13
254	не на	1	13
255	мир и	2	13
256	этого эпизода	3	13
257	или в	7	13
258	так в	4	13
259	это было	3	13
260	жизнь и	1	13
261	как он	3	13
262	в книге	1	13
263	более того	1	13
264	другой стороны	2	12
265	мировой литературы	1	12
266	главным образом	1	12
267	и ее	3	12
268	та же	2	12
269	жизни в	7	12
270	в новой	1	12
271	начиная с	3	12
272	о нем	5	12
273	у нас	4	12
274	раз в	4	12
275	место в	3	12
276	из всех	1	12
277	этот момент	1	12
278	можно сказать	11	12
279	в творчестве	1	12
280	по своей	3	12
281	не могут	1	12
282	века в	1	12
283	в приведенном	1	12
284	смерти и	1	12
285	лишь в	3	12
286	но именно	3	12
287	благодаря этому	1	12
288	об этом	8	12
289	в пределах	2	12
290	зрения на	2	11
291	на эту	1	11
292	так например	1	11
293	уже не	11	11
294	в пределе	2	11
295	что они	1	11
296	той или	7	11
297	и что	1	11
298	она была	2	11
299	в общем	1	11
300	того как	1	11
301	в течение	1	11
302	наконец в	1	11
303	в отличие	6	11
304	в свое	1	11
305	в ряде	2	11
306	на фоне	2	11
307	и т.д	7	11
308	все время	2	11
309	момент в	1	11
310	в системе	1	11
311	и особенно	1	11
312	это уже	3	11
313	и так	1	11
314	с ними	5	11
315	и более	2	11
316	слова и	1	11
317	он говорит	1	11
318	другими словами	1	11
319	целый ряд	1	10
320	по отношению	5	10
321	на котором	1	10
322	все его	4	10
323	на земле	1	10
324	что для	1	10
325	его как	2	10
326	поэтому в	1	10
327	и они	1	10
328	да и	5	10
329	в главе	1	10
330	данном случае	12	10
331	или иной	6	10
332	новое и	2	10
333	для всех	1	10
334	нас в	2	10
335	где они	2	10
336	к тому	13	10
337	на этот	2	10
338	значительной степени	1	10
339	второй половины	1	10
340	не просто	2	10
341	по преимуществу	1	10
342	к которому	1	10
343	в процессе	2	10
344	им в	1	10
345	еще вернемся	1	10
346	во второй	2	10
347	в целом	5	10
348	еще раз	3	9
349	связано с	2	9
350	некоторые из	1	9
351	т.п в	1	9
352	обновления и	1	9
353	как это	7	9
354	в тех	1	9
355	значение и	1	9
356	но на	1	9
357	в которых	1	9
358	о котором	4	9
359	именно на	1	9
360	не понимает	1	9
361	и вся	1	9
362	до известной	1	9
363	в мировой	1	9
364	как к	3	9
365	и со	1	9
366	же в	6	9
367	что на	4	9
368	вплоть до	5	9
369	жизнью и	1	9
370	говорит о	3	9
371	вся эта	1	9
372	отношения к	1	9
373	к жизни	3	9
374	но как	3	9
375	мы можем	2	9
376	как известно	3	9
377	это была	3	9
378	не имеет	3	9
379	в следующей	3	9
380	относится к	1	9
381	известной степени	1	9
382	между людьми	1	9
383	и то	3	9
384	в формах	2	9
385	для нас	2	9
386	конечно в	1	9
387	отношению к	5	9
388	что не	2	9
389	и мира	4	8
390	с этой	3	8
391	более или	2	8
392	не менее	6	8
393	на первый	1	8
394	но эти	1	8
395	людей и	2	8
396	или менее	2	8
397	речи и	1	8
398	в него	2	8
399	с тем	1	8
400	то время	1	8
401	языка и	1	8
402	значение в	1	8
403	это был	1	8
404	он как	1	8
405	на одном	2	8
406	для этого	1	8
407	нельзя было	1	8
408	мы увидим	1	8
409	отрыве от	1	8
410	по поводу	3	8
411	тому же	9	8
412	и она	1	8
413	так что	1	8
414	здесь мы	1	8
415	протяжении всего	1	8
416	как о	2	8
417	если бы	9	8
418	но с	1	8
419	и без	1	8
420	дело не	3	8
421	ведь и	1	8
422	нуждается в	1	8
423	не как	1	7
424	во всяком	2	7
425	времени в	3	7
426	себе и	2	7
427	к ним	2	7
428	на него	4	7
429	точка зрения	5	7
430	подлежит сомнению	1	7
431	в церкви	2	7
432	что у	6	7
433	на том	2	7
434	и смертью	1	7
435	в развитии	1	7
436	и та	1	7
437	мы будем	1	7
438	в одну	1	7
439	и смех	1	7
440	интерес к	3	7
441	подобно тому	4	7
442	только с	2	7
443	где он	1	7
444	в виде	2	7
445	но она	1	7
446	в различных	1	7
447	в наиболее	2	7
448	себя в	4	7
449	и всей	1	7
450	всех его	2	7
451	в таком	4	7
452	в новое	1	7
453	а как	2	7
454	никак не	5	7
455	из которых	1	7
456	этой культуры	1	7
457	том как	3	7
458	к себе	11	7
459	характер это	1	7
460	точку зрения	3	7
461	как нечто	1	7
462	а на	2	7
463	жизни это	2	7
464	есть только	1	7
465	должен быть	1	7
466	следующей главе	1	7
467	его не	1	7
468	тому как	4	7
469	в свою	4	7
470	в отрыве	1	7
471	одного из	6	7
472	в центре	4	6
473	во времени	9	6
474	не столько	2	6
475	в один	1	6
476	казалось бы	2	6
477	не могли	1	6
478	хотя бы	4	6
479	в противоположность	1	6
480	свою очередь	2	6
481	видно что	2	6
482	что она	3	6
483	и чисто	1	6
484	не остается	1	6
485	значение это	1	6
486	и тот	1	6
487	своего героя	1	6
488	это одна	1	6
489	в корне	1	6
490	для них	2	6
491	к его	5	6
492	основе своей	1	6
493	в нее	2	6
494	его и	2	6
495	тем же	3	6
496	и смерть	2	6
497	у них	1	6
498	мировой истории	1	6
499	смерть и	1	6
500	как у	6	6
501	для всего	1	6
502	или даже	3	6
503	xx века	1	6
504	во многом	1	6
505	эту тему	1	6
506	в будущее	1	6
507	происходит в	1	6
508	как будто	4	6
509	тех кто	1	6
510	но по	1	6
511	от всего	1	6
512	его на	1	6
513	а именно	2	6
514	веков и	1	6
515	и слово	1	6
516	нового рождения	1	6
517	и мысли	1	6
518	жизни как	2	6
519	преимущественно в	1	6
520	это прежде	1	6
521	такого рода	17	6
522	не была	1	6
523	лица и	2	6
524	ни для	1	6
525	картины мира	3	6
526	что эта	1	6
527	с таким	1	6
528	могут быть	1	6
529	за это	1	6
530	человеческой культуры	1	6
531	это время	1	6
532	и шире	1	6
533	совершенно не	1	6
534	тех же	1	6
535	он может	1	6
536	друг друга	2	6
537	события и	1	6
538	принадлежит к	1	6
539	свидетельствует о	4	6
540	всего мира	1	6
541	остановимся на	1	6
542	ее в	1	6
543	как она	2	6
544	в новом	1	6
545	миром и	1	6
546	видит в	3	6
547	в искусстве	1	6
548	входит в	2	6
549	в xix	1	6
550	со своими	3	6
551	него и	1	6
552	в лице	1	6
553	с собой	2	5
554	раз и	2	5
555	в строгом	3	5
556	и когда	3	5
557	жизни с	1	5
558	быть только	1	5
559	с другими	1	5
560	а за	2	5
561	с одним	1	5
562	они еще	1	5
563	из одного	1	5
564	за свои	1	5
565	не могла	2	5
566	перед лицом	1	5
567	образ смерти	1	5
568	одного и	2	5
569	вместо того	1	5
570	значения и	2	5
571	бы не	1	5
572	сравнению с	1	5
573	словами он	1	5
574	по сравнению	1	5
575	из его	1	5
576	каждый из	3	5
577	что слово	1	5
578	но мы	1	5
579	по ходу	1	5
580	мы имеем	6	5
581	которых он	1	5
582	различия между	1	5
583	временем и	1	5
584	тем более	2	5
585	ему не	1	5
586	в акте	1	5
587	оказывается что	1	5
588	тем самым	9	5
589	же самое	3	5
590	и самого	3	5
591	сливаются в	2	5
592	на то	4	5
593	настоящего времени	1	5
594	дело здесь	1	5
595	и конец	3	5
596	что было	1	5
597	женщин и	1	5
598	в первом	4	5
599	на улицах	1	5
600	направлен на	1	5
601	и стал	2	5
602	было не	1	5
603	шире и	2	5
604	но даже	1	5
605	во многих	1	5
606	но уже	2	5
607	не вполне	3	5
608	тут же	1	5
609	друг с	1	5
610	то в	4	5
611	от его	2	5
612	жить в	1	5
613	первом случае	3	5
614	должно быть	1	5
615	в произведении	2	5
616	в человеке	2	5
617	ни было	1	5
618	и сама	2	5
619	между этими	1	5
620	же как	2	5
621	он сам	4	5
622	для его	1	5
623	между жизнью	1	5
624	начало и	3	5
625	но одновременно	2	5
626	во втором	6	5
627	должна быть	2	5
628	их как	1	5
629	так называемый	1	5
630	у шекспира	1	5
631	в слове	4	5
632	своей жизни	2	5
633	не является	7	5
634	автора и	2	5
635	нем не	2	5
636	с нею	2	5
637	к миру	2	5
638	всяком случае	2	5
639	в едином	2	5
640	ему в	2	5
641	ничем не	1	5
642	сверху вниз	1	5
643	по словам	2	5
644	должен был	1	5
645	что мы	2	5
646	к своему	2	5
647	нисколько не	1	5
648	с другом	1	5
649	по его	3	5
650	на свете	1	5
651	человека в	2	5
652	церкви и	2	5
653	когда он	1	5
654	стороны и	1	5
655	только то	1	5
656	слова в	4	5
657	и только	2	5
658	не к	4	5
659	они являются	1	4
660	его от	1	4
661	я не	5	4
662	и само	1	4
663	порядка и	1	4
664	к этой	1	4
665	в действительности	2	4
666	ничто не	1	4
667	этой связи	1	4
668	о них	5	4
669	втором случае	1	4
670	свое отражение	1	4
671	ни одного	2	4
672	ее как	1	4
673	в контексте	1	4
674	что даже	1	4
675	о его	3	4
676	внимание на	7	4
677	нет места	1	4
678	т.п то	1	4
679	его произведение	1	4
680	картине мира	1	4
681	распространяется на	1	4
682	была в	1	4
683	но для	5	4
684	эти три	1	4
685	особенности в	1	4
686	к некоторым	1	4
687	о себе	2	4
688	в современных	1	4
689	в тарасе	1	4
690	одно и	2	4
691	этот вопрос	1	4
692	над ним	1	4
693	как один	1	4
694	это действительно	1	4
695	не раз	1	4
696	обратимся к	1	4
697	них не	1	4
698	что только	1	4
699	бы ни	1	4
700	не случайно	2	4
701	чтобы не	1	4
702	них в	1	4
703	если в	2	4
704	и сейчас	1	4
705	он только	1	4
706	и символы	1	4
707	речи как	1	4
708	оно не	4	4
709	самим собой	3	4
710	строгом смысле	1	4
711	есть на	1	4
712	при всех	1	4
713	не входит	1	4
714	своему характеру	2	4
715	у меня	2	4
716	тарасе бульбе	1	4
717	и борьбы	1	4
718	образ и	1	4
719	не совсем	1	4
720	представлениями о	1	4
721	тот самый	2	4
722	это вовсе	1	4
723	которым он	1	4
724	новой жизни	1	4
725	и смысл	1	4
726	оно и	1	4
727	в организации	2	4
728	один и	2	4
729	говорит об	1	4
730	правда о	1	4
731	одну из	1	4
732	мы узнаем	2	4
733	во вселенной	1	4
734	нельзя понять	1	4
735	кто не	1	4
736	и времени	1	4
737	к ней	3	4
738	в период	1	4
739	которая была	1	4
740	мы и	2	4
741	рассказ о	1	4
742	дело с	4	4
743	однако и	5	4
744	которые по	1	4
745	что человек	1	4
746	по себе	4	4
747	принадлежат к	1	4
748	становления в	1	4
749	когда в	4	4
750	что этот	1	4
751	которой он	4	4
752	которых мы	1	4
753	собственных имен	1	4
754	играют существенную	1	4
755	от лица	1	4
756	самом начале	1	4
757	который в	2	4
758	на свет	1	4
759	только не	2	4
760	отражение в	1	4
761	что между	1	4
762	и притом	3	4
763	что за	1	4
764	но ведь	1	4
765	также в	2	4
766	его жизни	5	4
767	точек зрения	2	4
768	в уста	1	4
769	на страницах	1	4
770	прошлого и	2	4
771	так называемые	1	4
772	и тем	9	4
773	из мира	1	4
774	если же	2	4
775	за ними	3	4
776	не по	5	4
777	здесь также	1	4
778	в культуре	3	4
779	лицо и	2	4
780	имеет дело	1	4
781	на рубеже	2	4
782	свою жизнь	2	4
783	не исчерпывается	1	4
784	о которой	3	4
785	утверждает что	2	4
786	ни о	3	4
787	о своей	3	4
788	в известном	4	4
789	мира поэтому	1	4
790	ли он	2	4
791	не могло	3	4
792	знает и	1	4
793	делает его	1	4
794	и своего	1	4
795	что я	4	4
796	характерное для	1	4
797	со своим	2	4
798	и где	1	4
799	в третьем	4	4
800	для которого	1	4
801	это явление	1	4
802	художественная литература	1	4
803	же к	1	4
804	слово это	2	4
805	быть и	3	4
806	что касается	3	4
807	говоря о	2	4
808	у нее	8	4
809	свидетельствуют о	1	4
810	с которой	1	3
811	и люди	1	3
812	какой бы	1	3
813	на которых	1	3
814	или на	1	3
815	в речи	5	3
816	мира это	1	3
817	приобретает характер	1	3
818	после обеда	1	3
819	формам и	1	3
820	смерть в	1	3
821	по своим	2	3
822	он есть	1	3
823	только благодаря	1	3
824	я вижу	1	3
825	с конца	1	3
826	совершенно новая	1	3
827	это его	1	3
828	не всегда	4	3
829	ключ к	2	3
830	что именно	2	3
831	тем как	1	3
832	ближе к	1	3
833	бы то	1	3
834	и мы	1	3
835	глубокий и	1	3
836	и оценку	1	3
837	после этого	1	3
838	перехода от	2	3
839	в следующем	2	3
840	а с	2	3
841	будто бы	2	3
842	о смерти	2	3
843	тому что	4	3
844	ясно что	2	3
845	время как	1	3
846	между собой	3	3
847	сохраняется и	1	3
848	был не	1	3
849	а для	4	3
850	выступает в	2	3
851	опираясь на	1	3
852	они становятся	1	3
853	не будет	2	3
854	в городе	2	3
855	и другая	2	3
856	должны были	1	3
857	времени но	2	3
858	могла бы	1	3
859	истории и	1	3
860	природы и	1	3
861	на ранних	1	3
862	он его	1	3
863	и сами	2	3
864	рождение и	1	3
865	в последнем	1	3
866	сложное и	1	3
867	говорит и	1	3
868	содержит в	1	3
869	чтобы стать	2	3
870	имеет место	4	3
871	и создает	1	3
872	и строго	1	3
873	с этого	1	3
874	прошлое и	1	3
875	на столе	1	3
876	также не	2	3
877	с будущим	1	3
878	приводит к	2	3
879	вследствие этого	1	3
880	далек от	1	3
881	в каком	1	3
882	это только	1	3
883	он является	4	3
884	после смерти	2	3
885	области литературы	1	3
886	и наиболее	1	3
887	чем не	1	3
888	было и	2	3
889	если их	1	3
890	на две	2	3
891	степени в	1	3
892	утрачивает свою	2	3
893	в произведениях	3	3
894	и после	3	3
895	в эстетике	1	3
896	не из	1	3
897	и всякий	1	3
898	то ни	1	3
899	при всей	5	3
900	себя самого	1	3
901	что с	2	3
902	участие в	2	3
903	когда же	2	3
904	как именно	2	3
905	это всегда	1	3
906	национального языка	2	3
907	для других	3	3
908	еще слишком	1	3
909	на нее	2	3
910	иной раз	1	3
911	своего существования	2	3
912	со своей	3	3
913	именно эта	2	3
914	в каждой	1	3
915	эпизоды в	3	3
916	этих двух	2	3
917	к одному	1	3
918	она не	2	3
919	связь и	1	3
920	но при	5	3
921	в речевом	1	3
922	у кого	1	3
923	иной степени	1	3
924	человек не	1	3
925	сознания в	3	3
926	и весело	1	3
927	что один	1	3
928	всю ночь	1	3
929	которые не	1	3
930	которая в	2	3
931	граница между	1	3
932	в предыдущей	1	3
933	у которого	1	3
934	рассуждение о	1	3
935	жизни на	1	3
936	на материале	1	3
937	во внешнем	1	3
938	то его	1	3
939	где этот	1	3
940	не существует	3	3
941	из земли	1	3
942	между двумя	6	3
943	когда она	2	3
944	очень существенный	1	3
945	нельзя забывать	1	3
946	из существенных	1	3
947	в глаза	1	3
948	чтобы они	1	3
949	не имел	2	3
950	быть в	2	3
951	же она	1	3
952	человеку и	1	3
953	войны и	4	3
954	наряду с	2	3
955	что иное	1	3
956	к человеку	1	3
957	в меньшей	1	3
958	но еще	1	3
959	душ и	1	3
960	ведущая роль	1	3
961	далеко за	1	3
962	и через	2	3
963	более глубокий	1	3
964	в полной	1	3
965	не о	2	3
966	говорит в	1	3
967	свой особый	1	3
968	и того	5	3
969	человек в	3	3
970	он вовсе	1	3
971	уже давно	1	3
972	в живой	1	3
973	разных местах	1	3
974	на другой	6	3
975	и будущее	1	3
976	действующих лиц	8	3
977	этом свете	1	3
978	этом смысле	1	3
979	в современной	4	3
980	они могут	2	3
981	в силу	5	3
982	и языка	1	3
983	есть все	1	3
984	этом процессе	1	3
985	в точке	2	3
986	в кругу	1	3
987	а потому	2	3
988	по форме	1	3
989	к одной	1	3
990	со второй	1	3
991	из того	1	3
992	встречаются и	1	3
993	после первого	1	3
994	именно поэтому	1	3
995	со стороны	14	3
996	друг от	1	3
997	всей своей	1	3
998	которая не	3	3
999	совершенно иной	1	3
1000	и тогда	2	3
1001	его нельзя	1	3
1002	входит и	1	3
1003	характера и	3	3
1004	обратимся в	1	3
1005	не знаем	1	3
1006	всякий раз	2	3
1007	на литературу	1	3
1008	как во	1	3
1009	жизни но	3	3
1010	на три	1	3
1011	в первый	1	3
1012	не для	1	3
1013	что каждый	1	3
1014	чем он	3	3
1015	правда и	1	3
1016	от друга	1	3
1017	для нее	2	3
1018	никому не	1	3
1019	он видел	1	3
1020	указывает на	1	3
1021	и последующих	1	3
1022	нам в	1	3
1023	является не	1	3
1024	все слова	1	3
1025	сказать и	1	3
1026	еще можно	1	3
1027	предыдущей главе	1	3
1028	т.п и	2	3
1029	эти два	2	3
1030	не находит	1	3
1031	я вас	1	3
1032	и детей	1	3
1033	люди с	1	3
1034	на людей	1	3
1035	признать что	1	3
1036	на уровне	1	3
1037	жил в	1	3
1038	для обозначения	2	3
1039	и благодаря	1	3
1040	на других	1	3
1041	отграничено от	1	3
1042	не удалось	1	3
1043	именно это	1	3
1044	и совершенно	1	3
1045	не слышит	2	3
1046	иное как	1	3
1047	и уже	4	3
1048	котором он	1	3
1049	с которыми	1	2
1050	более не	3	2
1051	с xvii	1	2
1052	этот эпизод	1	2
1053	в последних	1	2
1054	без исключения	1	2
1055	отношениях к	1	2
1056	у его	1	2
1057	восходящая к	1	2
1058	этого момента	1	2
1059	церковь и	1	2
1060	его тело	1	2
1061	на веселую	1	2
1062	чтобы в	1	2
1063	до одного	1	2
1064	как образ	2	2
1065	он остается	1	2
1066	лег в	1	2
1067	конечном счете	4	2
1068	после него	1	2
1069	мотивов в	1	2
1070	лица в	1	2
1071	или ином	1	2
1072	и молитвы	1	2
1073	в жизнь	1	2
1074	вниз а	1	2
1075	за исключением	1	2
1076	своей природе	1	2
1077	т.п это	1	2
1078	и иных	3	2
1079	с какою	1	2
1080	строго говоря	2	2
1081	что вся	1	2
1082	в прекрасном	1	2
1083	за собой	1	2
1084	образом что	1	2
1085	можно ли	1	2
1086	любовь к	1	2
1087	может послужить	1	2
1088	людей так	1	2
1089	из наиболее	6	2
1090	переход от	2	2
1091	главное в	2	2
1092	чего он	1	2
1093	только внешней	1	2
1094	историю и	1	2
1095	эти не	1	2
1096	глядя на	3	2
1097	о влиянии	1	2
1098	и автор	1	2
1099	иного порядка	1	2
1100	его самого	1	2
1101	первый раз	2	2
1102	потому не	2	2
1103	что при	1	2
1104	в конечном	6	2
1105	ни от	2	2
1106	как по	2	2
1107	для развития	1	2
1108	и настоящего	2	2
1109	в двух	2	2
1110	в сторону	1	2
1111	полагает что	1	2
1112	точкой зрения	1	2
1113	человек как	1	2
1114	случаев в	1	2
1115	называет его	1	2
1116	здесь сохраняется	1	2
1117	на чем	1	2
1118	понимает и	1	2
1119	и человечества	1	2
1120	и является	2	2
1121	главного героя	5	2
1122	время когда	1	2
1123	где в	3	2
1124	к каждому	1	2
1125	вторая часть	1	2
1126	эта природа	1	2
1127	в зеркале	2	2
1128	все остальное	1	2
1129	похожие на	1	2
1130	приобщается к	1	2
1131	а главное	1	2
1132	именно таким	1	2
1133	понять что	1	2
1134	при жизни	1	2
1135	он уже	3	2
1136	почему он	1	2
1137	представляется возможным	1	2
1138	жизни а	4	2
1139	героя в	6	2
1140	освободиться от	2	2
1141	уже знаем	1	2
1142	сердца и	1	2
1143	сам по	1	2
1144	он на	1	2
1145	из существеннейших	1	2
1146	с каждым	1	2
1147	и делает	1	2
1148	тем и	1	2
1149	и внутренне	1	2
1150	и рождается	1	2
1151	лишь к	1	2
1152	мы встречаемся	1	2
1153	солнца и	2	2
1154	над смертью	1	2
1155	произведение в	1	2
1156	была на	2	2
1157	так называемая	2	2
1158	ключом к	1	2
1159	различие между	1	2
1160	к той	1	2
1161	бросается в	1	2
1162	и завершается	1	2
1163	к нашему	1	2
1164	исторической жизни	1	2
1165	но у	1	2
1166	оба эти	1	2
1167	с нами	2	2
1168	это все	1	2
1169	в характеристике	1	2
1170	них как	2	2
1171	художественной литературы	1	2
1172	вот этот	1	2
1173	в споре	1	2
1174	в самую	2	2
1175	за пределами	3	2
1176	третьем случае	1	2
1177	деле в	1	2
1178	времен года	1	2
1179	мира не	1	2
1180	человеческую жизнь	1	2
1181	будто он	2	2
1182	именно к	1	2
1183	находятся в	1	2
1184	быть самим	1	2
1185	и ей	1	2
1186	и радость	1	2
1187	совершенно чуждо	1	2
1188	одна и	1	2
1189	однако не	2	2
1190	что ни	1	2
1191	теми же	1	2
1192	реальной действительности	1	2
1193	было для	1	2
1194	в стороне	1	2
1195	и я	1	2
1196	в такой	1	2
1197	своем роде	1	2
1198	а он	1	2
1199	как все	2	2
1200	не все	2	2
1201	характер этой	1	2
1202	в потоке	1	2
1203	выше и	1	2
1204	его произведениях	1	2
1205	а его	3	2
1206	характера в	1	2
1207	материал для	1	2
1208	говорить не	1	2
1209	мы должны	1	2
1210	не с	1	2
1211	встреча с	1	2
1212	нам о	1	2
1213	могло быть	2	2
1214	человеческих отношений	2	2
1215	для такого	1	2
1216	может показаться	1	2
1217	голову в	1	2
1218	если она	3	2
1219	не можем	2	2
1220	в готовом	1	2
1221	перед смертью	1	2
1222	мир не	1	2
1223	когда все	2	2
1224	человеческой жизни	3	2
1225	наиболее сильных	1	2
1226	момент времени	1	2
1227	ко второй	1	2
1228	глубоких и	1	2
1229	что вполне	1	2
1230	собою все	1	2
1231	по лужам	1	2
1232	проникновения в	2	2
1233	одному из	1	2
1234	не являются	2	2
1235	в какой	2	2
1236	быть может	1	2
1237	по мере	2	2
1238	было как	5	2
1239	на сцену	1	2
1240	на свой	1	2
1241	вовсе еще	1	2
1242	по мысли	8	2
1243	напротив они	2	2
1244	том или	1	2
1245	оказываются в	1	2
1246	с еще	1	2
1247	его отношение	1	2
1248	и внутренней	2	2
1249	них мы	1	2
1250	отличается от	1	2
1251	которое не	2	2
1252	речь идет	3	2
1253	вслед за	4	2
1254	и нет	1	2
1255	имеется ряд	1	2
1256	жизнь человека	1	2
1257	эпизоде как	1	2
1258	человеческой мысли	1	2
1259	которые мы	1	2
1260	из толпы	1	2
1261	оказали влияние	1	2
1262	не должен	1	2
1263	еще одного	1	2
1264	и оно	1	2
1265	имея в	1	2
1266	чем его	1	2
1267	что еще	1	2
1268	даже с	1	2
1269	и мышления	1	2
1270	например когда	1	2
1271	говорит сам	1	2
1272	обращенной к	1	2
1273	и внешней	1	2
1274	так у	2	2
1275	не представляется	1	2
1276	связей в	1	2
1277	от ее	1	2
1278	гораздо более	1	2
1279	в чужой	2	2
1280	к различным	2	2
1281	ее и	1	2
1282	и столь	2	2
1283	не принадлежит	1	2
1284	собой в	1	2
1285	есть его	1	2
1286	второй план	1	2
1287	чем у	1	2
1288	полной мере	1	2
1289	тайны и	1	2
1290	не от	1	2
1291	по содержанию	1	2
1292	события так	1	2
1293	рассказ об	1	2
1294	об их	1	2
1295	напомнить что	2	2
1296	прежде чем	1	2
1297	из уст	2	2
1298	выражение и	1	2
1299	стать и	2	2
1300	встречается в	1	2
1301	по ее	1	2
1302	и характер	1	2
1303	существенным моментом	1	2
1304	всего его	1	2
1305	а только	1	2
1306	по характеру	1	2
1307	нельзя недооценивать	1	2
1308	и отдельные	1	2
