N	2gram	Bakhtin_Fr	Sovremen
255	человек с	1	1
256	он называет	2	1
257	с другой	3	1
258	подлежит никакому	2	1
259	а это	1	1
260	в этот	1	1
261	под ногами	1	1
262	подчеркнуть что	2	1
263	с ним	6	1
264	она уже	1	1
265	это уже	4	1
266	что вся	1	1
267	он не	3	1
268	кроме того	2	1
269	себя самого	1	1
270	два основных	1	1
271	и т.п	26	1
272	всюду где	1	1
273	и той	1	1
274	никакому сомнению	2	1
275	одной и	1	1
276	развития и	2	1
277	она дает	1	1
278	что с	1	1
279	те же	1	1
280	между двумя	1	1
281	а затем	4	1
282	в область	1	1
283	мы в	1	1
284	и вся	2	1
285	эта сторона	2	1
286	поэтому в	3	1
287	только на	3	1
288	но они	4	1
289	пока не	1	1
290	и их	3	1
291	нужно сказать	7	1
292	остановиться на	1	1
293	все что	2	1
294	и та	2	1
295	науке и	1	1
296	для своего	2	1
297	и при	1	1
298	наблюдать на	1	1
299	в известном	1	1
300	это или	1	1
301	на самом	6	1
302	здесь в	14	1
303	для них	2	1
304	можно было	4	1
305	xix века	6	1
306	ни в	1	1
307	новое время	4	1
308	и от	3	1
309	в начале	4	1
310	две клетки	1	1
311	по отношению	2	1
312	еще в	3	1
313	и дадим	1	1
314	развития все	1	1
315	именно эти	2	1
316	утверждает что	1	1
317	отдельных элементов	1	1
318	значении в	2	1
319	роль играет	1	1
320	последнее в	1	1
321	конечно не	2	1
322	и ничего	1	1
323	весь мир	3	1
324	и само	2	1
325	его между	1	1
326	только в	16	1
327	в совершенно	2	1
328	этот вопрос	2	1
329	функции в	1	1
330	начале нашего	1	1
331	различия между	2	1
332	же время	5	1
333	и может	1	1
334	так же	2	1
335	его в	7	1
336	то она	1	1
337	отметить что	2	1
338	полного и	1	1
339	или как	1	1
340	свободы и	1	1
341	действительное значение	1	1
342	себе в	2	1
343	в большинстве	2	1
344	природы но	1	1
345	должен был	2	1
346	с человеком	1	1
347	в своих	8	1
348	деле все	1	1
349	не было	3	1
350	как например	2	1
351	без всяких	1	1
352	с его	9	1
353	один из	5	1
354	всегда и	2	1
355	в духе	9	1
356	легла в	1	1
357	силу и	1	1
358	на это	2	1
359	не более	1	1
360	если бы	1	1
361	всех трех	1	1
362	не знает	6	1
363	или в	2	1
364	а о	2	1
365	можно говорить	3	1
366	центр тяжести	1	1
367	должны еще	2	1
368	ни одного	1	1
369	из приведенных	1	1
370	элемента в	1	1
371	наших дней	1	1
372	и еще	5	1
373	их и	1	1
374	в эту	6	1
375	так называемый	1	1
376	находиться в	1	1
377	но эта	2	1
378	функций и	1	1
379	дело в	2	1
380	и продуктивной	1	1
381	известном смысле	1	1
382	является исключением	1	1
383	во многом	3	1
384	сами по	1	1
385	одного из	1	1
386	позволит нам	2	1
387	в данной	1	1
388	по существу	2	1
389	сказать что	12	1
390	и эта	5	1
391	быть только	3	1
392	дальнейшем мы	1	1
393	в ту	2	1
394	сомнению что	2	1
395	жизни как	3	1
396	но для	3	1
397	так называемое	1	1
398	и начало	3	1
399	xviii века	2	1
400	именно в	6	1
401	уже на	1	1
402	и действительно	2	1
403	и до	6	1
404	времени не	2	1
405	представление о	2	1
406	это делает	1	1
407	благодаря этому	4	1
408	и чисто	5	1
409	где можно	1	1
410	этого развития	1	1
411	отношению к	2	1
412	в основу	2	1
413	развиться в	1	1
414	одной из	3	1
415	значительно позже	1	1
416	более и	1	1
417	случае не	1	1
418	в своем	11	1
419	она и	1	1
420	в образной	2	1
421	необходимости и	1	1
422	в связи	2	1
423	в какой	2	1
424	работы в	1	1
425	между ними	4	1
426	мы будем	4	1
427	значение этих	1	1
428	конечно совершенно	1	1
429	эти три	1	1
430	во всей	4	1
431	цель и	1	1
432	может стать	1	1
433	же в	4	1
434	том что	9	1
435	характерное для	1	1
436	до наших	1	1
437	рядом с	9	1
438	своему существу	2	1
439	в мире	1	1
440	и прежде	4	1
441	всеми его	1	1
442	на эту	2	1
443	можем сказать	1	1
444	это просто	1	1
445	жизни в	8	1
446	но не	7	1
447	так в	4	1
448	нельзя сказать	2	1
449	здесь и	5	1
450	они не	1	1
451	к концу	1	1
452	правда не	1	1
453	по себе	1	1
454	через все	1	1
455	условий а	1	1
456	к этому	2	1
457	в такой	1	1
458	все более	1	1
459	там где	3	1
460	вся эта	4	1
461	декарта и	1	1
462	в то	5	1
463	и только	1	1
464	по своим	1	1
465	по его	3	1
466	ли он	1	1
467	просто не	1	1
468	это совершенно	1	1
469	только и	1	1
470	именно эта	2	1
471	и следовательно	3	1
472	но это	5	1
473	независимо от	1	1
474	оно имеет	1	1
475	но уже	1	1
476	и для	3	1
477	природой и	1	1
478	с ее	3	1
479	при которых	1	1
480	не из	1	1
481	таким же	1	1
482	и это	3	1
483	входящих в	2	1
484	точка зрения	3	1
485	того же	1	1
486	пр но	1	1
487	нет в	1	1
488	и если	1	1
489	и развития	1	1
490	должен быть	1	1
491	он с	1	1
492	на части	1	1
493	и его	24	1
494	его здесь	1	1
495	и особенно	4	1
496	и становится	2	1
497	которых нет	1	1
498	развития на	1	1
499	вовсе не	25	1
500	свобода по	1	1
501	целого и	1	1
502	и свою	1	1
503	о том	5	1
504	сих пор	7	1
505	в заключение	2	1
506	есть не	1	1
507	и вообще	5	1
508	мысли в	1	1
509	только таким	1	1
510	два организма	1	1
511	образом на	2	1
512	совершенно недопустимым	1	1
513	образом он	1	1
514	в новое	5	1
515	очень распространенной	1	1
516	своего развития	3	1
517	но конечно	1	1
518	человека и	4	1
519	к нему	5	1
520	никогда не	11	1
521	той или	5	1
522	на них	3	1
523	перевести его	1	1
524	свое время	5	1
