N	2gram	Potebnia_M	Hudozhes
245	никем не	2	2
246	бы не	6	2
247	жизни в	1	2
248	отличается от	1	2
249	собою в	1	2
250	в известном	1	2
251	всей своей	1	2
252	которая не	2	2
253	в каком	8	2
254	к другому	3	2
255	о том	7	2
256	не входит	1	2
257	при всей	2	2
258	свою очередь	6	2
259	это и	2	2
260	еще и	1	2
261	вытекает из	2	2
262	между собой	1	2
263	своей природе	1	2
264	на основе	1	2
265	времени в	1	2
266	не всегда	5	2
267	не сама	1	2
268	слова и	8	2
269	между двумя	5	2
270	для меня	5	2
271	внешних предметов	1	2
272	не могло	3	2
273	быть названо	2	2
274	вслед за	6	2
275	узком значении	1	2
276	и это	6	2
277	превращается в	3	2
278	времени и	2	2
279	не вполне	1	2
280	так же	6	2
281	и возможность	1	2
282	еще один	1	2
283	и наоборот	5	2
284	субъекту и	1	2
285	в глаза	2	2
286	об этом	4	2
287	должен быть	1	2
288	из виду	4	2
289	я думаю	2	2
290	известного рода	2	2
291	на наших	1	2
292	с самим	1	2
293	видим в	1	2
294	если мы	2	2
295	произведении искусства	4	2
296	в нашем	1	2
297	личности к	1	2
298	всякий раз	1	2
299	искусство есть	3	2
300	для понимания	5	2
301	который в	2	2
302	этого слова	14	2
303	здесь не	1	2
304	не все	5	2
305	в противном	1	2
306	на котором	4	2
307	в самой	1	2
308	только о	2	2
309	начало и	1	2
310	никогда не	2	2
311	и по	5	2
312	на время	1	2
313	начиная с	1	2
314	бы то	2	2
315	то в	1	2
316	при котором	2	2
317	не принадлежат	1	2
318	но на	2	2
319	не принадлежит	2	2
320	одной из	3	2
321	наших глазах	2	2
322	несмотря на	2	2
323	я как	5	2
324	ни было	2	2
325	в основании	2	2
326	которого он	1	2
327	что такое	2	2
328	ее в	2	2
329	все это	4	2
330	что и	16	2
331	xix века	1	2
332	что каждый	1	2
333	с их	1	2
334	таком случае	2	2
335	слова не	2	2
336	у него	3	2
337	от всех	1	2
338	или в	4	2
339	и более	4	2
340	не от	3	2
341	одним из	3	2
342	что она	4	2
343	сама по	3	2
344	тому что	6	2
345	в какой	3	2
346	я не	1	2
347	противном случае	1	2
348	большей части	2	2
349	мира и	1	2
350	к своему	3	2
351	в чем	6	2
352	жизни то	2	2
353	вовсе не	13	2
354	подобных случаях	1	2
355	тем более	9	2
356	а для	1	2
357	и потому	9	2
358	но как	2	2
359	а с	4	2
360	при чтении	2	2
361	же художественное	1	2
362	то ни	1	2
363	есть как	1	2
364	быть и	1	2
365	и может	4	2
366	к такой	1	2
367	но она	1	2
368	другим и	1	2
369	не с	4	2
370	за пределы	2	2
371	но только	3	2
372	ни одно	2	2
373	таких случаях	2	2
374	от своего	2	2
375	это может	1	2
376	человека и	8	2
377	с человеком	1	2
378	собственно говоря	2	2
379	могла бы	2	2
380	в этой	3	2
381	что может	1	2
382	тот кто	1	2
383	для такого	1	2
384	и др	1	2
385	нас самих	1	2
386	искусства может	1	2
387	с чем	3	2
388	столь же	8	2
389	в словаре	1	2
390	право на	1	2
391	ни был	3	2
392	чтобы не	1	2
393	в пространстве	1	2
394	при воспоминании	2	1
395	произведений такая	1	1
396	от него	2	1
397	все что	4	1
398	и против	1	1
399	произведение и	1	1
400	каждой из	3	1
401	и здесь	3	1
402	за ним	4	1
403	одним словом	3	1
404	и конечно	1	1
405	только посредственно	1	1
406	вещи в	1	1
407	же и	3	1
408	как с	1	1
409	этот закон	1	1
410	такая форма	2	1
411	если в	2	1
412	как содержание	1	1
413	которая в	1	1
414	в такое	1	1
415	своего собственного	1	1
416	не знают	1	1
417	слова так	2	1
418	на ее	2	1
419	впечатление в	1	1
420	между этими	1	1
421	случае мы	1	1
422	образа и	6	1
423	можно назвать	2	1
424	есть для	7	1
425	вопросу о	1	1
426	не всякий	1	1
427	его за	2	1
428	и другим	2	1
429	к знанию	1	1
430	что это	6	1
431	от нас	4	1
432	тем как	4	1
433	по выражению	1	1
434	в сущности	3	1
435	какой бы	1	1
436	по слову	1	1
437	в другой	3	1
438	те же	6	1
439	менее не	1	1
440	и лучше	1	1
441	если нет	1	1
442	в область	1	1
443	с не	2	1
444	находящимся вне	1	1
445	и внешнего	1	1
446	из того	2	1
447	например с	1	1
448	впрочем и	2	1
449	находятся между	1	1
450	в результате	1	1
451	то с	1	1
452	особенный смысл	1	1
453	быть может	7	1
454	и вполне	2	1
455	и само	1	1
456	свое имя	1	1
457	отдельно от	1	1
458	в единстве	2	1
459	не могут	7	1
460	искусство имеет	1	1
461	сравнении с	1	1
462	как было	1	1
463	должен был	2	1
464	его лице	1	1
465	начинается с	1	1
466	и даже	3	1
467	если не	6	1
468	необходимая для	1	1
469	он уже	1	1
470	все то	3	1
471	одновременно не	1	1
472	не более	1	1
473	мы понимаем	1	1
474	до этого	2	1
475	сознание не	1	1
476	от одного	5	1
477	такими же	1	1
478	в собственном	3	1
479	говорящего и	3	1
480	а во-вторых	1	1
481	языка без	2	1
482	имеет значение	6	1
483	самом общем	1	1
484	мы говорим	2	1
485	мысль о	12	1
486	всем остальным	2	1
487	нему как	2	1
488	тем что	13	1
489	от всего	4	1
490	него но	1	1
491	каком мы	1	1
492	обращается к	2	1
493	из всего	1	1
494	то время	7	1
495	принадлежат к	1	1
496	но самое	2	1
497	речи есть	3	1
498	деятельность не	1	1
499	восприятия это	1	1
500	его сознании	1	1
501	к самому	2	1
502	к нам	2	1
503	с такими	1	1
504	я из	1	1
505	что по	4	1
506	приходит в	1	1
507	состоит чтобы	1	1
508	оно объединяет	1	1
509	вместе с	22	1
510	с собою	1	1
511	все же	3	1
512	слов а	2	1
513	поводу этой	1	1
514	человек со	1	1
515	от неполноты	1	1
516	быть назван	3	1
517	не такое	1	1
518	предмета и	2	1
519	только для	3	1
520	не имеет	10	1
521	в сравнении	4	1
522	восприятия но	2	1
523	ни прибавить	1	1
524	да и	2	1
525	более сложные	2	1
526	однако это	1	1
527	о котором	2	1
528	зависимости от	1	1
529	и слово	6	1
530	себя не	1	1
531	в это	2	1
532	в следующей	1	1
533	друг от	2	1
534	на каждом	1	1
535	но мы	3	1
536	определенный смысл	1	1
537	на первый	1	1
538	по крайней	8	1
539	перед нами	3	1
540	языка мы	3	1
541	свое время	1	1
542	вследствие своей	1	1
543	первый взгляд	1	1
544	с этим	12	1
545	от внешней	1	1
546	забвение всего	1	1
547	одним и	4	1
548	тем в	1	1
549	нам не	2	1
550	художественный образ	2	1
551	свое я	1	1
552	состоит не	4	1
553	все и	1	1
554	исходя из	1	1
555	ли я	1	1
556	бы и	4	1
557	этот результат	1	1
558	не существует	5	1
559	истории не	1	1
560	в котором	7	1
561	восприятие которое	1	1
562	есть от	2	1
563	зависит от	7	1
564	в действительности	7	1
565	и такие	1	1
566	уже до	1	1
567	языка и	5	1
568	сливается с	2	1
569	по своим	1	1
570	взятое в	1	1
571	напротив вполне	1	1
572	от горя	1	1
573	на сердце	1	1
574	содержания в	3	1
575	более чем	2	1
576	заключать в	1	1
577	это событие	2	1
578	то и	10	1
579	опыта как	1	1
580	в сознание	16	1
581	имеет в	1	1
582	значений и	1	1
583	можно лишь	1	1
584	не должно	1	1
585	мысли требующие	1	1
586	заключающее в	1	1
587	другу и	1	1
588	сложности и	1	1
589	из жизни	1	1
590	сама собою	1	1
591	быть не	4	1
592	не быть	1	1
593	дерево от	1	1
594	действительность в	1	1
595	во многих	3	1
596	эти стороны	1	1
597	которыми он	1	1
598	из его	1	1
599	а через	1	1
600	имея в	1	1
601	ни убавить	1	1
602	сознание в	1	1
603	время в	3	1
604	с которой	2	1
605	и теперь	6	1
606	жизни и	3	1
607	искусством в	1	1
608	чего не	1	1
609	из своего	1	1
610	к вопросу	1	1
611	только на	4	1
612	в которую	1	1
613	время ее	1	1
614	в противоречие	1	1
615	не об	2	1
616	в образы	2	1
617	единиц различного	1	1
618	точно так	15	1
619	к одному	7	1
620	этим словом	1	1
621	в различных	2	1
622	в строгом	1	1
623	переходит к	1	1
624	и наиболее	1	1
625	на основании	1	1
626	как субъекта	1	1
627	чем с	1	1
628	образом что	2	1
629	не так	1	1
630	она по	1	1
631	именно такого	1	1
632	не что	1	1
633	в совершенно	1	1
634	в истории	2	1
635	себе отчет	1	1
636	каждый из	1	1
637	себе в	2	1
638	непосредственно к	1	1
639	до того	5	1
640	воображении и	1	1
641	перед ним	1	1
642	всего что	1	1
643	между людьми	2	1
644	отчет в	1	1
645	и себя	2	1
646	эти два	1	1
647	в прошлом	1	1
648	и формы	1	1
649	на которые	1	1
650	иначе здесь	1	1
651	принадлежащих к	1	1
652	к ним	3	1
653	человек должен	2	1
654	двух других	1	1
655	без его	1	1
656	не дай	1	1
657	настоящее время	1	1
658	ее не	4	1
659	в сфере	1	1
660	звука и	4	1
661	тем же	6	1
662	затем в	1	1
663	по которым	1	1
664	само оно	1	1
665	об отсутствии	1	1
666	к совокупности	1	1
667	той же	6	1
668	самим слушающим	1	1
669	своего я	1	1
670	становится для	2	1
671	невозможно так	1	1
672	с нею	5	1
673	с этими	1	1
674	только при	2	1
675	как я	1	1
676	нигде не	1	1
677	раз и	1	1
678	что все	5	1
679	то она	1	1
680	входят в	3	1
681	и самих	1	1
682	том же	2	1
683	к миру	1	1
684	в сознании	36	1
685	легко может	1	1
686	тот что	1	1
687	к субъекту	2	1
688	бы никакого	1	1
689	по поверхности	1	1
690	впечатлений в	1	1
691	и внутренняя	1	1
692	но если	2	1
693	по поводу	8	1
694	к новой	1	1
695	что даже	5	1
696	человеческой деятельности	2	1
697	в отдельных	2	1
698	ее содержание	1	1
699	по этой	1	1
700	сказанное о	1	1
701	к этим	1	1
702	уже по	3	1
703	друг друга	6	1
704	книги в	1	1
705	лишь один	1	1
706	то или	2	1
707	в систему	2	1
708	слова ни	1	1
709	они могут	2	1
710	в настоящее	1	1
711	к языку	1	1
712	которое должно	1	1
713	крайней мере	8	1
714	из них	11	1
715	едва ли	1	1
716	тот же	2	1
717	восприятия как	1	1
718	а об	1	1
719	его можно	1	1
720	человека но	1	1
721	посредством его	1	1
722	себе самом	1	1
723	в сочетании	1	1
724	представить себе	5	1
725	читатель может	1	1
726	глядя на	2	1
727	душа не	1	1
728	что они	2	1
729	этом случае	2	1
730	в свое	2	1
731	только не	5	1
732	которым человек	1	1
733	мы видим	3	1
734	в более	4	1
735	есть процесс	2	1
736	язык представляет	1	1
737	тоже не	1	1
738	так как	20	1
739	форму в	1	1
740	многих других	2	1
741	так слово	3	1
742	на которую	2	1
743	от его	2	1
744	что иное	1	1
745	может не	1	1
746	после того	2	1
747	восприятия впечатлений	1	1
748	не во	1	1
749	на вопрос	2	1
750	но из	1	1
751	на язык	1	1
752	свидетельствует о	1	1
753	в поэзии	4	1
754	должно быть	9	1
755	время и	2	1
756	внимание на	2	1
757	который бы	1	1
758	от мира	1	1
759	в состоянии	5	1
760	что одна	2	1
761	чем-то внешним	1	1
762	сколько от	2	1
763	соединению с	1	1
764	проявляется в	2	1
765	а и	5	1
766	полнота и	1	1
767	неизмеримо более	1	1
768	содержанию которое	1	1
769	переход к	1	1
770	души и	2	1
771	свободу и	1	1
772	нее как	1	1
773	кто его	1	1
774	случае его	1	1
775	как у	2	1
776	для нас	40	1
777	из своих	1	1
778	виды искусства	1	1
779	у нас	2	1
780	сознания и	2	1
781	его сознание	2	1
782	вытекающее из	1	1
783	о ком	1	1
784	на которой	4	1
785	и от	5	1
786	вышел в	1	1
787	стремится к	3	1
788	им с	1	1
789	слово в	6	1
790	иметь место	1	1
791	и есть	4	1
792	себе никаких	1	1
793	однако она	1	1
794	знание что	1	1
795	художника не	1	1
796	без этого	1	1
797	том в	1	1
798	тому же	1	1
799	от своих	4	1
800	отношения между	4	1
801	не была	1	1
802	душе хотя	1	1
803	но с	1	1
804	в таких	4	1
805	не было	12	1
806	внутреннее единство	2	1
807	бы для	2	1
808	от друга	2	1
809	и внутренних	1	1
810	к чему	2	1
811	не говорит	2	1
812	что его	3	1
813	самые разнообразные	1	1
814	для говорящего	4	1
815	не прямо	2	1
816	на нее	2	1
817	дело в	1	1
818	которое в	2	1
819	места в	1	1
820	не ограничивается	1	1
821	что не	12	1
822	в бытии	1	1
823	его мысли	1	1
824	чем состоит	1	1
825	виду что	2	1
826	но для	1	1
827	это возможно	1	1
828	из уст	1	1
829	сознания но	1	1
830	такое же	5	1
831	быть признано	1	1
832	мнения о	1	1
833	предположить в	1	1
834	не остается	1	1
835	и без	9	1
836	же оно	1	1
837	не подлежит	2	1
838	художественном произведении	3	1
839	по содержанию	2	1
840	других в	2	1
841	и произведения	1	1
842	всем своем	1	1
843	не есть	24	1
844	от одной	3	1
845	говорят о	1	1
846	содержание к	1	1
847	между прочим	5	1
848	рядом с	2	1
849	же точно	1	1
850	то под	1	1
851	как ее	2	1
852	от этого	2	1
853	и со	1	1
854	того и	2	1
855	и я	3	1
856	языка но	1	1
857	должно стать	1	1
858	в такой	2	1
859	остановимся на	1	1
860	зрения и	2	1
861	лучше самого	1	1
862	больше и	1	1
863	его жизни	2	1
864	по его	1	1
865	и художественного	1	1
866	лишь для	1	1
867	это было	3	1
868	тех же	1	1
869	на его	4	1
870	форма в	5	1
871	себе и	1	1
872	точек зрения	1	1
873	себе никакого	1	1
874	в каждой	4	1
875	в одной	1	1
876	при виде	1	1
877	действительности и	3	1
878	сам и	1	1
879	и другого	2	1
880	бы в	3	1
881	деятельности и	2	1
882	ему не	2	1
883	на них	2	1
884	и бессознательно	1	1
885	отношений которые	1	1
886	словом или	1	1
887	рождается не	1	1
888	в каждом	6	1
889	нее нет	1	1
890	различного объема	1	1
891	всякое понимание	1	1
892	здесь как	3	1
893	и приобретает	1	1
894	могли бы	3	1
895	как того	1	1
896	может иметь	1	1
897	том случае	2	1
898	только к	1	1
899	есть деятельность	1	1
900	сама литература	1	1
901	он говорит	3	1
902	в своих	2	1
903	он ни	1	1
904	зрения нашего	1	1
905	не означает	1	1
906	эти последние	3	1
907	в поле	1	1
908	свое место	2	1
909	если на	1	1
910	случае если	2	1
911	не составляет	2	1
912	поэзии есть	2	1
913	а напротив	2	1
914	другом и	1	1
915	именно потому	1	1
916	не дает	2	1
917	здесь только	4	1
918	проницательность в	1	1
919	от содержания	1	1
920	нельзя не	1	1
921	как человек	1	1
922	впечатлений а	1	1
923	не один	2	1
924	средств и	1	1
925	чувства и	5	1
926	отношение между	1	1
927	для таких	1	1
928	или же	8	1
929	к значению	1	1
930	отделен от	1	1
931	на чем	3	1
932	что касается	1	1
933	в первом	5	1
934	обнаруживается при	1	1
935	а по	1	1
936	образа в	4	1
937	и внутреннюю	2	1
938	для этого	1	1
939	такого что	1	1
940	не могла	2	1
941	отношений между	2	1
942	заключает в	10	1
943	тем и	5	1
944	иметь в	2	1
945	отдельных лиц	2	1
946	или его	1	1
947	стороны и	1	1
948	только то	1	1
949	этих случаях	1	1
950	но напротив	1	1
951	его я	3	1
952	как один	1	1
953	миросозерцания в	1	1
954	к понятию	1	1
955	прибавить ни	1	1
956	на свое	3	1
957	когда мы	4	1
958	вкуса не	1	1
959	над собою	1	1
960	на это	4	1
961	было бы	16	1
962	а тем	3	1
963	например не	2	1
964	не по	1	1
965	своего значения	1	1
966	из нее	2	1
967	но без	2	1
968	же самое	3	1
969	есть такое	1	1
970	как мы	8	1
971	жизни не	3	1
972	человеческие фигуры	1	1
973	к изучению	1	1
974	что хотя	8	1
975	своей стороны	1	1
976	своей цели	1	1
977	общего с	1	1
978	в понимании	1	1
979	что для	5	1
980	определенное значение	1	1
981	его как	3	1
982	друг другу	2	1
983	каждый человек	1	1
984	которые в	1	1
985	его личности	1	1
986	когда они	1	1
987	сказать в	1	1
988	произведения не	2	1
989	связи между	1	1
990	внутрь себя	1	1
991	не отделен	1	1
992	может показаться	1	1
993	пустым звуком	1	1
994	а можно	1	1
995	оно живет	1	1
996	по этому	2	1
997	так что	14	1
998	с которым	3	1
999	теми же	1	1
1000	самой природы	1	1
1001	однако по	2	1
1002	же в	3	1
1003	бытия и	1	1
1004	бы быть	3	1
1005	происходит в	2	1
1006	как будто	1	1
1007	как внутренняя	1	1
1008	на то	6	1
1009	первое слово	3	1
1010	бы ни	6	1
1011	себе еще	1	1
1012	степени и	1	1
1013	а как	2	1
1014	здесь мы	1	1
1015	как представляется	1	1
1016	и глубокий	1	1
1017	может и	1	1
1018	каком говорится	1	1
1019	произведением искусства	2	1
1020	содержанию а	1	1
1021	себе этот	2	1
1022	они представляются	1	1
1023	или точнее	1	1
1024	настоящего времени	3	1
1025	как знак	2	1
1026	только знаки	1	1
1027	их отношении	1	1
1028	в известной	3	1
1029	есть не	9	1
1030	образов и	2	1
1031	говорит не	1	1
1032	кажется что	3	1
1033	иное как	1	1
1034	как ряд	1	1
1035	возможна только	1	1
1036	себе а	4	1
1037	чем выше	1	1
1038	можно только	3	1
