N	4gram	Trubetskoy	EvropaiE
78	вполне могут очищать ее	1	1
79	того что прежде казалось	1	1
80	развитии представителей человеческого рода	1	1
81	славян германцам или туранцев	1	1
82	дикарей грубость и наивность	1	1
83	на самих себя как	1	1
84	в тех случаях когда	1	1
85	культуру в угоду европейской	1	1
86	сие время в сознании	1	1
87	казалось безусловным благ европейской	1	1
88	и для того чтобы	1	1
89	народы при воспринимании европейской	1	1
90	должно быть проведено с	1	1
91	можно ли объективно доказать	2	1
92	совершенства новый принцип равноценности	1	1
93	учреждение и техническое приспособление	1	1
94	примерами из русской истории	1	1
95	при воспринимании европейской культуры	1	1
96	обильно иллюстрировать примерами из	1	1
97	иллюстрировать примерами из русской	1	1
98	победа весьма часто выпадает	1	1
99	получаем горизонтальную плоскость вместо	1	1
100	туземную культуру в угоду	1	1
101	только в том случае	1	1
102	цивилизацию живет и по	1	1
103	по сравнению с культурой	1	1
104	между отцами и детьми	1	1
105	в области культуры он	1	1
106	на вопрос можно ли	1	1
107	по сие время в	1	1
108	степеням совершенства новый принцип	1	1
109	градации народов и культур	1	1
110	культуры древности были разрушены	1	1
111	истории и русской действительности	1	1
112	в том же темпе	1	1
113	для того чтобы ответить	1	1
114	этого переворота является сознание	1	1
115	часто выпадает на долю	1	1
116	китайцев индусов арабов негров	1	1
117	быть и норма права	1	1
118	все признаваемые европейской наукой	1	1
119	быть ясна для всякого	1	1
120	и различие между отцами	1	1
121	и механические приспособления для	1	1
122	военного снаряжения и механические	1	1
123	выпадает на долю народов	1	1
124	арабов негров и других	1	1
125	всегда и твердо помнить	1	1
126	человека этот аргумент ясно	1	1
127	снаряжения и механические приспособления	1	1
128	культур по степеням совершенства	1	1
129	народов и культур по	2	1
130	себя как на отсталых	1	1
131	и по сие время	1	1
132	новый принцип равноценности и	1	1
133	время в сознании каждого	1	1
134	в то время как	1	1
135	славян китайцев индусов арабов	1	1
136	во всех элементах этой	1	1
137	культуры нечто абсолютно высшее	1	1
138	быть проведено с безжалостным	1	1
139	несмотря на то что	2	1
140	всех прочих культур ныне	2	1
141	долю народов менее культурных	1	1
142	культурных чем побеждаемые ими	1	1
143	народы мира европа и	1	1
144	и техническое приспособление и	1	1
145	германцам или туранцев арийцам	1	1
146	не говоря уже о	1	1
147	самих себя как на	1	1
148	техническое приспособление и научное	1	1
149	одного и того же	3	1
150	по степеням совершенства новый	1	1
151	переворота является сознание относительности	1	1
152	будет тем меньше чем	1	1
153	древности были разрушены именно	1	1
154	совершеннее всех прочих культур	2	1
155	относительности того что прежде	1	1
156	доказательства должна быть ясна	1	1
157	культур ныне существующих или	2	1
158	механические приспособления для передвижения	1	1
159	признавать что победа весьма	1	1
160	вместо лестницы мы получаем	1	1
161	или туранцев арийцам не	1	1
162	различие между отцами и	1	1
163	это может быть и	1	1
164	может быть и норма	1	1
165	смотреть на самих себя	1	1
166	культуры не будет уже	1	1
167	простое и наиболее распространенное	1	1
168	на долю народов менее	1	1
169	объективно доказать что культура	2	1
170	свою туземную культуру в	1	1
171	самое простое и наиболее	1	1
172	туранцев арийцам не дают	1	1
173	том же темпе как	1	1
174	сущностью этого переворота является	1	1
175	мы получаем горизонтальную плоскость	1	1
176	весьма часто выпадает на	1	1
177	прочих культур ныне существующих	2	1
178	живет и по сие	1	1
179	это должно быть проведено	1	1
180	этой культуры нечто абсолютно	1	1
181	народов менее культурных чем	1	1
182	прежде казалось безусловным благ	1	1
183	вопрос можно ли объективно	1	1
184	приходится признавать что победа	1	1
