N	2gram	Medvedev_V	Hudozhes
105	а только	1	4
106	того или	2	4
107	личности в	1	4
108	между тем	6	4
109	он не	2	4
110	и тем	1	4
111	и что	1	4
112	в форме	3	4
113	далеко не	3	4
114	художественного произведения	6	4
115	в силу	14	4
116	или иного	1	4
117	хотя и	2	4
118	в той	1	3
119	и к	3	3
120	к действительности	1	3
121	и составляет	1	3
122	с этой	1	3
123	искусства это	1	3
124	даже в	5	3
125	говорит и	8	3
126	о чем	2	3
127	подобно тому	3	3
128	однако при	1	3
129	если бы	3	3
130	и сам	2	3
131	есть в	1	3
132	а именно	1	3
133	в романе	4	3
134	в жизни	2	3
135	как и	7	3
136	к его	2	3
137	их в	7	3
138	себя и	1	3
139	художественное произведение	7	3
140	следует подчеркнуть	1	3
141	области искусства	1	3
142	виду не	1	3
143	художественного целого	1	3
144	в роли	1	3
145	в противоположность	3	3
146	потому что	1	3
147	одной стороны	2	3
148	искусства и	2	3
149	в стихотворении	2	3
150	как совокупность	1	3
151	в одном	5	3
152	не обязательно	1	3
153	имеем в	1	3
154	читателя зрителя	1	3
155	или говоря	1	3
156	во всей	2	3
157	из этих	7	3
158	и для	2	3
159	в системе	2	3
160	он должен	1	3
161	таким образом	32	3
162	произведения как	6	3
163	с одной	2	3
164	том числе	2	3
165	как раз	4	3
166	смешивать с	1	3
167	связи с	5	3
168	но он	1	3
169	в таком	1	3
170	как говорит	5	3
171	в связи	4	3
172	или даже	1	3
173	по своему	1	3
174	во всех	7	3
175	следует смешивать	1	3
176	однако если	1	3
177	тому как	3	3
178	личности и	1	3
179	в свою	1	3
180	в которой	2	3
181	одно и	1	3
182	к области	1	3
183	говоря о	1	3
184	в пределах	5	3
185	этом смысле	1	3
186	тот или	1	3
187	слова в	1	3
188	творческого воображения	21	3
189	зрителя слушателя	1	3
190	не случайно	1	3
191	в целом	5	3
192	и ее	4	3
193	и другие	1	2
194	образом и	1	2
195	один из	6	2
196	таковы например	1	2
197	рассказ о	1	2
198	об искусстве	1	2
199	с ним	1	2
200	строго говоря	1	2
201	из которых	2	2
202	не как	1	2
203	а затем	2	2
204	в году	7	2
205	по себе	2	2
206	в них	5	2
207	этой точки	2	2
208	самом деле	1	2
209	заключается в	2	2
210	на свою	1	2
211	все эти	8	2
212	к более	1	2
213	именно в	3	2
214	значения и	1	2
215	в порядке	6	2
216	из тех	1	2
217	с ними	4	2
218	в творческом	3	2
219	как в	1	2
220	сознания при	1	2
221	никем не	1	2
222	роль в	4	2
223	бы не	2	2
224	отличается от	2	2
225	собою в	1	2
226	в итоге	1	2
227	в известном	1	2
228	которая не	2	2
229	в каком	1	2
230	о том	10	2
231	при всем	3	2
232	при всей	2	2
233	свою очередь	1	2
234	это и	6	2
235	еще и	2	2
236	ни к	1	2
237	как художественное	1	2
238	вытекает из	1	2
239	между собой	1	2
240	духовной жизни	1	2
241	на основе	5	2
242	не всегда	2	2
243	слова и	1	2
244	не могло	1	2
245	быть названо	1	2
246	или иных	1	2
247	может служить	1	2
248	речь идет	1	2
249	художественной литературы	1	2
250	говорит что	1	2
251	вслед за	3	2
252	и это	1	2
253	других произведений	1	2
254	не вполне	2	2
255	так же	3	2
256	и наоборот	1	2
257	в глаза	1	2
258	об этом	9	2
259	должен быть	4	2
260	видим в	1	2
261	деятельность художника	1	2
262	имеем дело	1	2
263	как способность	2	2
264	реализуется в	1	2
265	который в	2	2
266	одна из	4	2
267	здесь не	1	2
268	не все	1	2
269	в противном	2	2
270	он и	2	2
271	видения мира	1	2
272	в самой	1	2
273	только о	2	2
274	внутреннего мира	1	2
275	никогда не	5	2
276	и по	3	2
277	на время	2	2
278	начиная с	2	2
279	то в	1	2
280	но на	1	2
281	мышления и	1	2
282	одной из	2	2
283	несмотря на	1	2
284	в основании	1	2
285	что такое	2	2
286	ее в	4	2
287	все это	13	2
288	что и	3	2
289	или иную	1	2
290	таком случае	1	2
291	слова не	2	2
292	у него	6	2
293	даже самая	2	2
294	от всех	1	2
295	или в	3	2
296	говорит в	3	2
297	и некоторые	2	2
298	без остатка	1	2
299	одним из	5	2
300	что она	2	2
301	художественная деятельность	1	2
302	сама по	1	2
303	тому что	7	2
304	в какой	1	2
305	противном случае	2	2
306	мира и	3	2
307	первой части	1	2
308	в чем	2	2
309	анны карениной	2	2
310	вовсе не	3	2
311	к какому-либо	1	2
312	вопрос что	1	2
313	тем более	1	2
314	а для	2	2
315	и потому	2	2
316	только лишь	1	2
317	но как	3	2
318	а с	1	2
319	на этом	2	2
320	ту или	1	2
321	видов искусства	1	2
322	дело не	1	2
323	в значительной	3	2
324	быть и	1	2
325	и может	2	2
326	но она	1	2
327	не с	2	2
328	за пределы	1	2
329	но только	1	2
330	человека и	3	2
331	собственно говоря	1	2
332	в этой	4	2
333	числе и	2	2
334	что может	1	2
335	и особенно	1	2
336	для такого	1	2
337	и др	10	2
338	о его	2	2
339	материала в	1	2
340	автора как	2	2
341	тех или	1	2
342	отнюдь не	4	2
343	говоря иначе	3	2
344	однако все	1	2
345	чтобы не	2	2
346	мира в	1	2
347	в особенности	2	1
348	это на	1	1
349	наконец наиболее	1	1
350	от него	1	1
351	однако и	1	1
352	каждой из	2	1
353	можно говорить	1	1
354	произведения именно	1	1
355	и мира	1	1
356	субъективного порядка	1	1
357	достоевского в	1	1
358	вещи в	1	1
359	же и	3	1
360	другие в	1	1
361	типа как	1	1
362	полноту и	1	1
363	такая форма	1	1
364	и свою	1	1
365	если в	2	1
366	своего собственного	1	1
367	этой художественной	1	1
368	воображения не	2	1
369	между этими	1	1
370	деятельности начиная	1	1
371	дело с	1	1
372	можно назвать	1	1
373	примером такого	1	1
374	есть для	1	1
375	в обыденной	1	1
376	и дает	1	1
377	оказывается не	1	1
378	к числу	1	1
379	следует иметь	2	1
380	природе и	1	1
381	по выражению	1	1
382	план не	2	1
383	по слову	2	1
384	одном и	2	1
385	говорит о	7	1
386	привести к	1	1
387	проникновения в	1	1
388	и внешнего	1	1
389	из того	1	1
390	например с	1	1
391	представлений о	1	1
392	в результате	5	1
393	открытие и	1	1
394	смысла в	1	1
395	за это	1	1
396	в единстве	4	1
397	не могут	10	1
398	области художественного	1	1
399	как было	1	1
400	начинается с	2	1
401	и даже	2	1
402	если не	1	1
403	к искусству	1	1
404	все то	1	1
405	системе образов	1	1
406	новое время	1	1
407	целостность произведения	1	1
408	между всеми	1	1
409	а во-вторых	2	1
410	чего бы	2	1
411	жизнь в	1	1
412	смысла и	1	1
413	произведения в	7	1
414	мы говорим	1	1
415	мысль о	2	1
416	как об	2	1
417	его произведений	2	1
418	к каким	1	1
419	тем что	1	1
420	от всего	1	1
421	этого в	1	1
422	что ничто	1	1
423	то время	1	1
424	включен в	2	1
425	если он	1	1
426	том или	1	1
427	видно из	3	1
428	для своей	1	1
429	стороны в	2	1
430	язык данного	1	1
431	мы встречаемся	1	1
432	необходимо для	1	1
433	в соответствии	1	1
434	что по	1	1
435	приходит в	1	1
436	душевное состояние	1	1
437	шиллер в	1	1
438	о судьбе	1	1
439	одновременно и	1	1
440	вместе с	8	1
441	все же	6	1
442	отклонений от	1	1
443	и сосредоточенности	1	1
444	без ее	1	1
445	только для	2	1
446	или ином	1	1
447	не имеет	1	1
448	смертью в	1	1
449	в исполнении	1	1
450	но у	1	1
451	да и	2	1
452	образом характеризует	1	1
453	о котором	1	1
454	зависимости от	5	1
455	быть определена	1	1
456	в следующей	1	1
457	у достоевского	1	1
458	себя свою	1	1
459	по крайней	2	1
460	между участниками	1	1
461	перед нами	5	1
462	с этим	3	1
463	само же	1	1
464	все они	2	1
465	что искусство	1	1
466	которых можно	1	1
467	художественный образ	5	1
468	года на	1	1
469	деятельности если	1	1
470	исходя из	1	1
471	разница в	1	1
472	бы и	6	1
473	он же	6	1
474	ему принадлежит	1	1
475	в котором	3	1
476	зависит от	2	1
477	очень точно	1	1
478	представляется не	1	1
479	содержания в	1	1
480	более чем	1	1
481	для будущего	1	1
482	наконец в	1	1
483	единства в	1	1
484	иной мере	1	1
485	и поэтому	1	1
486	художественных произведений	1	1
487	сложности и	1	1
488	не быть	2	1
489	самое существенное	1	1
490	действительность в	2	1
491	из его	4	1
492	оно является	2	1
493	вяч иванова	1	1
494	автора так	1	1
495	самого автора	1	1
496	состояние а	1	1
497	с которой	1	1
498	жизни и	3	1
499	воображения или	1	1
500	значение для	1	1
501	только на	1	1
502	не об	2	1
503	в различных	2	1
504	о своем	2	1
505	диаметрально противоположные	1	1
506	на основании	8	1
507	к сфере	1	1
508	в истории	1	1
509	это необходимо	1	1
510	например говорит	1	1
511	каждый из	1	1
512	себе в	1	1
513	воображении и	1	1
514	в чистом	1	1
515	и формы	2	1
516	этого мира	1	1
517	же автор	1	1
518	есть его	1	1
519	к ним	2	1
520	из наиболее	1	1
521	сценического искусства	1	1
522	соответствии с	1	1
523	не для	1	1
524	в реальной	2	1
525	в сфере	2	1
526	и многих	2	1
527	затем в	1	1
528	индивидуальный характер	1	1
529	и служит	1	1
530	об отсутствии	1	1
531	ее как	2	1
532	наличия в	1	1
533	единстве целого	2	1
534	с нею	2	1
535	за его	1	1
536	творчества все	1	1
537	что все	4	1
538	лев толстой	1	1
539	том же	6	1
540	в сознании	4	1
541	момент в	3	1
542	творческого процесса	23	1
543	впечатлений в	1	1
544	что говорит	3	1
545	тем это	1	1
546	по поводу	4	1
547	под именем	1	1
548	автора на	1	1
549	что даже	2	1
550	литературное произведение	1	1
551	казалось бы	1	1
552	неотделимо от	1	1
553	как говорил	2	1
554	нет никаких	2	1
555	к этим	2	1
556	самые различные	1	1
557	уже по	2	1
558	друг друга	1	1
559	то или	1	1
560	в систему	1	1
561	они могут	1	1
562	писал в	3	1
563	крайней мере	2	1
564	из них	11	1
565	характерно что	1	1
566	а об	1	1
567	его можно	1	1
568	искусства не	2	1
569	в художественных	1	1
570	художника в	6	1
571	ситуации и	1	1
572	представить себе	2	1
573	что автор	1	1
574	именно к	1	1
575	что они	3	1
576	к общему	1	1
577	этом случае	1	1
578	только не	2	1
579	которой я	1	1
580	из анекдота	1	1
581	мы видим	1	1
582	в более	1	1
583	творческом акте	1	1
584	объективной данности	1	1
585	различного рода	4	1
586	форму в	1	1
587	многих других	1	1
588	от его	2	1
589	они не	2	1
590	может не	2	1
591	после того	2	1
592	первого из	1	1
593	на вопрос	2	1
594	статье о	1	1
595	на язык	2	1
596	свидетельствует о	1	1
597	в поэзии	1	1
598	свою душу	1	1
599	должно быть	2	1
600	время и	1	1
601	несколько иной	1	1
602	собой в	1	1
603	это особенно	2	1
604	внимание на	2	1
605	в состоянии	1	1
606	обе эти	1	1
607	у каждого	2	1
608	а тот	1	1
609	аллегории и	1	1
610	начале этой	1	1
611	материала и	1	1
612	художников слова	1	1
613	проявляется в	1	1
614	а и	1	1
615	завершающий этап	1	1
616	подчеркнуть что	2	1
617	обратил внимание	1	1
618	как у	2	1
619	для нас	1	1
620	и через	2	1
621	своей судьбы	1	1
622	из своих	2	1
623	у нас	3	1
624	и от	3	1
625	из дальнейшего	1	1
626	и есть	5	1
627	в русском	1	1
628	без этого	1	1
629	замысла и	4	1
630	тому же	1	1
631	художников в	2	1
632	художественное мышление	1	1
633	нет даже	1	1
634	сказать не	1	1
635	сказанного выше	2	1
636	ведь это	1	1
637	но с	2	1
638	в таких	1	1
639	не было	7	1
640	говорим о	1	1
641	реальной действительности	10	1
642	является таким	1	1
643	как видно	1	1
644	он это	1	1
645	перед необходимостью	1	1
646	что его	2	1
647	самые разнообразные	1	1
648	всех его	2	1
649	том отношении	2	1
650	определял как	1	1
651	этим и	1	1
652	же по	1	1
653	не ограничивается	1	1
654	что не	3	1
655	виду что	1	1
656	но для	2	1
657	в совокупности	1	1
658	и непосредственное	1	1
659	в конце	3	1
660	или иная	3	1
661	простой и	1	1
662	воздействие на	1	1
663	и без	1	1
664	же оно	1	1
665	нас к	1	1
666	и петрова	1	1
667	не подлежит	2	1
668	художественном произведении	4	1
669	же как	2	1
670	его одним	1	1
671	всем своем	1	1
672	говорят о	1	1
673	между прочим	2	1
674	является не	4	1
675	общественных отношений	1	1
676	при таком	1	1
677	это происходит	1	1
678	ли не	2	1
679	наташи ростовой	1	1
680	именно эту	1	1
681	от обычного	1	1
682	остановимся на	2	1
683	зрения и	1	1
684	по его	2	1
685	творчества он	1	1
686	служит для	1	1
687	действительности которая	1	1
688	принимается за	1	1
689	и художественного	3	1
690	это было	1	1
691	творческом процессе	6	1
692	а всего	3	1
693	тех же	1	1
694	на его	1	1
695	себе и	2	1
696	в каждой	1	1
697	поэтому у	1	1
698	действительности и	7	1
699	о своих	1	1
700	ином отношении	1	1
701	связаны с	1	1
702	бы в	3	1
703	войны и	2	1
704	деятельности и	1	1
705	и мир	3	1
706	в каждом	2	1
707	к настоящему	1	1
708	этого писателя	1	1
709	может иметь	1	1
710	том случае	1	1
711	двенадцать стульев	1	1
712	сфере искусства	1	1
713	слову вяч	1	1
714	о различных	1	1
715	сознания а	1	1
716	творческий процесс	17	1
717	он говорит	5	1
718	в своих	2	1
719	оно в	1	1
720	встречаемся с	1	1
721	не означает	1	1
722	утверждение о	1	1
723	говоря в	1	1
724	говорил о	1	1
725	до нас	2	1
726	сознание как	1	1
727	случае если	1	1
728	не составляет	1	1
729	ильфа и	1	1
730	говоря только	1	1
731	не дает	1	1
732	также и	2	1
733	ту же	2	1
734	нельзя не	1	1
735	не один	1	1
736	так называемые	3	1
737	действующих лиц	5	1
738	для художника	5	1
739	познания или	1	1
740	а по	1	1
741	образа в	2	1
742	для этого	1	1
743	частности в	2	1
744	др в	3	1
745	заключает в	1	1
746	иметь в	2	1
747	в классическом	1	1
748	перестанет быть	1	1
749	стороны и	2	1
750	лежат в	1	1
751	только то	2	1
752	и жизни	1	1
753	из видов	1	1
754	что из	1	1
755	как один	1	1
756	в новое	1	1
757	или иное	1	1
758	наиболее глубокий	1	1
759	и характерное	1	1
760	порой и	1	1
761	на это	2	1
762	иного типа	1	1
763	было бы	8	1
764	например не	2	1
765	не по	2	1
766	превратилась в	1	1
767	же самое	2	1
768	определена как	1	1
769	как мы	1	1
770	данного произведения	3	1
771	жизни не	1	1
772	к изучению	1	1
773	отношении что	2	1
774	общего с	1	1
775	в понимании	1	1
776	что для	4	1
777	это правило	1	1
778	та или	3	1
779	друг другу	1	1
780	которые в	2	1
781	в зависимости	6	1
782	это делает	3	1
783	приводят к	1	1
784	этого типа	3	1
785	произведения не	2	1
786	этом и	2	1
787	обратимся к	1	1
788	в лучшем	1	1
789	свести к	1	1
790	связи между	1	1
791	личность и	1	1
792	этого опыта	2	1
793	основания для	1	1
794	с бытием	1	1
795	по этому	10	1
796	творчества что	1	1
797	исканий и	1	1
798	самой природы	1	1
799	же в	7	1
800	к пониманию	1	1
801	бы быть	1	1
802	происходит в	1	1
803	чаще всего	1	1
804	как будто	1	1
805	на то	2	1
806	этом у	1	1
807	а как	2	1
808	наличие в	1	1
809	толстого в	3	1
810	как целого	3	1
811	процесс формирования	1	1
812	всей духовной	1	1
813	в него	1	1
814	своей индивидуальности	1	1
815	именно это	1	1
816	дело обстоит	1	1
817	и том	2	1
818	или точнее	1	1
819	действительной жизни	3	1
820	в известной	2	1
821	жизнью и	1	1
822	образов и	4	1
823	кажется что	1	1
824	жизни личности	1	1
825	которая служит	1	1
826	в статье	4	1
