N	2gram	Berdyaev_V	Otkroven
257	быть счастливыми?	1	1
258	из образов	1	1
259	так для	2	1
260	силах вместить	1	1
261	ним вот	1	1
262	поработить человека	1	1
263	в первый	3	1
264	из полюсов	1	1
265	захотел поработить	1	1
266	душа что	1	1
267	его с	1	1
268	она не	1	1
269	должна быть	3	1
270	мы не	2	1
271	чтобы овладеть	2	1
272	что наконец-то	1	1
273	вот наша	1	1
274	ли так	1	1
275	вечно порочного	1	1
276	овладеть свободой	1	1
277	гордых и	1	1
278	простоте своей	1	1
279	сострадания к	1	1
280	бесчинстве своем	1	1
281	к избранным	1	1
282	тебе была	1	1
283	это лишь	1	1
284	еще больше	1	1
285	но не	2	1
286	путь которым	2	1
287	по сравнению	1	1
288	это все	2	1
289	в простоте	1	1
290	и великолепной	1	1
291	и менее	1	1
292	как песок	2	1
293	людей но	1	1
294	не по	1	1
295	образ и	1	1
296	остальные слабые	1	1
297	для раскрытия	1	1
298	не быть	1	1
299	от которого	3	1
300	в ней	4	1
301	у самого	1	1
302	и своим	1	1
303	инквизитор хочет	2	1
304	с каким-то	1	1
305	я ушел	1	1
306	на два	1	1
307	приходил ты	1	1
308	человека как	2	1
309	всего только	1	1
310	люди что	1	1
311	что это	1	1
312	и неопределенного	2	1
313	всякого вместе	1	1
314	и тогда	2	1
315	воротился к	1	1
316	его ужаснувшим	1	1
317	вместить столь	1	1
318	есть путь	1	1
319	на этих	2	1
320	и обременил	1	1
321	о чем	1	1
322	тогда полторы	1	1
323	десятки тысяч	3	1
324	их жизни	1	1
325	хлеб земной	3	1
326	земной вдоволь	1	1
327	против всяких	1	1
328	бунтовщиком разве	1	1
329	слабая душа	1	1
330	говорит о	1	1
331	как это	1	1
332	любви человека	1	1
333	тобою прельщенный	1	1
334	но может	1	1
335	чем у	1	1
336	не захотел	3	1
337	и тут	1	1
338	богов а	1	1
339	идти в	1	1
340	в которую	1	1
341	что люди	1	1
342	не с	2	1
343	гадательного и	3	1
344	свободы которого	1	1
345	ты не	5	1
346	тысяч да	1	1
347	с тобой	2	1
348	отверг единственный	1	1
349	имя счастья	2	1
350	и что	3	1
351	в одном	1	1
352	они в	3	1
353	у нас	1	1
354	прельщенный и	1	1
355	можно было	2	1
356	он за	1	1
357	свободы от	3	1
358	людей и	2	1
359	заслугу себе	1	1
360	бы и	3	1
361	разве бунтовщики	1	1
362	природу человека	1	1
363	и это	2	1
364	кто бы	1	1
365	потому поступил	1	1
366	и до	1	1
367	великолепной жертвы	1	1
368	тайна и	1	1
369	тысяч великих	2	1
370	нет никакого	1	1
371	обещал им	1	1
372	тысячи лет	1	1
373	и слабые	1	1
374	на людей	1	1
375	ставит в	1	1
376	пошел он	1	1
377	дух христов	1	1
378	сделали так	1	1
379	в русском	1	1
380	и успокоения	2	1
381	часто тогда	1	1
382	есть уже	2	1
383	сравниться в	1	1
384	в пустыне	8	1
385	мучениями душевное	1	1
386	в них	3	1
387	в форме	2	1
388	своим что	1	1
389	слабы и	1	1
390	царство человека	1	1
391	связь с	1	1
392	любви к	1	1
393	не ты	1	1
394	ты поступил	1	1
395	ницше в	1	1
396	и всех	1	1
397	христа и	1	1
398	глазах слабого	1	1
399	что нет	1	1
400	быть никогда	1	1
401	не случайно	1	1
402	голыми руками	1	1
403	свобода их	1	1
404	впрямь приходил	1	1
405	веры а	1	1
406	всего что	1	1
407	миллионов счастливых	3	1
408	могуществом раз	1	1
409	можешь с	1	1
410	окончательного устроения	1	1
411	могли вытерпеть	1	1
412	хлеб небесный	3	1
413	ты лишь	1	1
414	все все	1	1
415	они невольники	1	1
416	дороги и	2	1
417	вот что	1	1
418	с ними	1	1
419	к чему	3	1
420	истории и	2	1
421	и сам	2	1
422	идешь с	1	1
423	с гордостью	1	1
424	всегда в	1	1
425	сходятся тут	1	1
426	и можно	1	1
427	назад не	1	1
428	свободе человека	1	1
429	могут и	1	1
430	и осмыслить	1	1
431	может ли	1	1
432	или тебе	1	1
433	счастливых младенцев	2	1
434	человеческого общества	1	1
435	людей а	1	1
436	избранным и	1	1
437	будто бы	1	1
438	в виду	1	1
439	чудом и	2	1
440	бога и	5	1
441	чем виноваты	1	1
442	несколько тысяч	1	1
443	вечной жизни	1	1
444	лишить людей	1	1
445	которого они	1	1
446	от гордых	1	1
447	знает может	1	1
448	руками с	1	1
449	человеку дороже	1	1
450	от бога	8	1
451	места в	1	1
452	в мир	1	1
453	раз навсегда	2	1
454	ибо ничего	1	1
455	в силах	4	1
456	и эта	1	1
457	только несколько	1	1
458	и воротился	1	1
459	конечно они	1	1
460	тут ты	1	1
461	человека чудом	1	1
462	увеличил им	1	1
463	опять-таки не	1	1
464	свободой людей	1	1
465	была дороже	1	1
466	обвиняет христа	1	1
467	хаос и	1	1
468	духа и	2	1
469	ничтожны и	1	1
470	но от	1	1
471	с голыми	1	1
472	ведет к	1	1
473	необычайного гадательного	3	1
474	но нет	1	1
475	счастье людей	4	1
476	он говорит	1	1
477	устроен бунтовщиком	1	1
478	достоинство человека	1	1
479	умножил ее	1	1
480	слишком высоко	1	1
481	в конце	3	1
482	в процессе	1	1
483	униженным и	1	1
484	тогда говорил	1	1
485	высоко ибо	1	1
486	да неужто	1	1
487	задача которая	1	1
488	в жизни	3	1
489	невыносимее свободы	1	1
490	ушел от	1	1
491	христос отверг	2	1
492	гордостью указать	1	1
493	антихрист у	1	1
494	сильных? нет	2	1
495	не чудесной	1	1
496	но к	1	1
497	которого боятся	1	1
498	находится в	1	1
499	тысячи миллионов	2	1
500	в глазах	1	1
501	в аристократизме	2	1
502	их было	1	1
503	неужто же	1	1
504	был в	1	1
505	за тобою	2	1
506	тебе дороги	2	1
507	лишь на	1	1
508	этих детей	1	1
509	этих словах	1	1
510	неблагородного людского	1	1
511	то богов	1	1
512	чтобы свободно	1	1
513	о людях	1	1
514	свободы свободной	1	1
515	для счастья	2	1
516	есть не	1	1
517	так часто	1	1
518	чего бы	1	1
519	хочешь идти	1	1
520	вспомни что	1	1
521	в сознании	1	1
522	силам людей	1	1
523	духа в	1	1
524	племени с	1	1
525	жизни и	3	1
526	единственный путь	1	1
527	одна из	2	1
528	твое но	1	1
529	восторгов невольника	1	1
530	о судьбе	1	1
531	лишь десятки	2	1
532	и сильных?	2	1
533	людей ты	1	1
534	в мире	5	1
535	малосильны порочны	1	1
536	в разных	1	1
537	возможны лишь	1	1
538	судил о	1	1
539	в одно	1	1
540	что могучие?	1	1
541	своей и	1	1
542	великого инквизитора	36	1
543	противоречия человеческой	1	1
544	как в	1	1
545	богом о	1	1
546	этого слова	1	1
547	божественной жизни	2	1
548	тех которые	3	1
549	этот есть	1	1
550	жертвы их	1	1
551	любя их	1	1
552	и вечной	3	1
553	не любя	2	1
554	эту истину	1	1
555	остальные? и	1	1
556	от этого	3	1
557	более всех	2	1
558	нет у	4	1
559	ты увеличил	1	1
560	не рабских	1	1
561	свободной и	2	1
562	и я	4	1
563	он сравниться	1	1
564	тобой а	1	1
565	стихии человеческого	1	1
566	говорит все	1	1
567	что во	3	1
568	да и	2	1
569	общества невыносимее	1	1
570	полторы тысячи	1	1
571	свободно пошел	1	1
572	счастья и	1	1
573	порочного и	1	1
574	небесный но	1	1
575	ли он	1	1
576	бы от	1	1
577	в новом	1	1
578	виноваты остальные	1	1
579	своем не	1	1
580	ибо конечно	1	1
581	аристократизме в	2	1
582	сравнению с	1	1
583	кто знает	1	1
584	детей свободы	1	1
585	но это	3	1
586	навсегда его	1	1
587	ты можешь	1	1
588	чудесной жаждал	1	1
589	имя твое	5	1
590	слабые люди	1	1
591	свободной веры	1	1
592	им ее	1	1
593	в бездну	1	1
594	мир и	2	1
595	которого не	1	1
596	достоинства человека	1	1
597	себе и	1	1
598	и бунтовщики	2	1
599	есть необычайного	3	1
600	для избранных?	1	1
601	и чем	1	1
602	что малосильны	1	1
603	столь страшных	1	1
604	был устроен	1	1
605	и устроения	1	1
606	виновата слабая	1	1
607	свободы во	1	1
608	любви и	1	1
609	от свободы	2	1
610	вражда к	1	1
611	возжелал свободной	1	1
612	чем виновата	1	1
613	с креста	2	1
614	ее мучениями	1	1
615	страшатся ибо	1	1
616	великих и	4	1
617	по силам	1	1
618	любви а	1	1
619	она и	1	1
620	их во	1	1
621	сделать вас	1	1
622	даров? да	1	1
623	веры тебе	1	1
624	жизни не	1	1
625	было не	1	1
626	к богу	8	1
627	ты судил	1	1
628	ты отверг	3	1
629	любви свободной	1	1
630	что их	2	1
631	вовсе не	1	1
632	нет нам	2	1
633	бунтовщики могут	1	1
634	уже не	2	1
635	выше всякого	2	1
636	еще тогда	1	1
637	указать на	1	1
638	ты умножил	1	1
639	и дал	1	1
640	есть один	1	1
641	мировой истории	1	1
642	мира в	2	1
643	имя свободы	3	1
644	бы ни	1	1
645	порочны ничтожны	1	1
646	песок морской	2	1
647	бы в	1	1
648	и идешь	1	1
649	и счастье	1	1
650	наконец-то они	1	1
651	вытерпеть того	1	1
652	душевное царство	1	1
653	могучие? чем	1	1
654	людей в	3	1
