N	2gram	Vygotskiy_	VerxiiNi
518	в своей	4	1
519	мысли о	1	1
520	в слове	11	1
521	при ближайшем	1	1
522	состоит из	1	1
523	выйти из	1	1
524	на этом	4	1
525	как в	7	1
526	никто не	2	1
527	представляли собой	1	1
528	является лишь	1	1
529	что еще	1	1
530	следовательно и	1	1
531	и постоянная	1	1
532	силу этого	2	1
533	так сказать	1	1
534	ближайшем рассмотрении	1	1
535	ли не	3	1
536	на одном	1	1
537	от этого	3	1
538	и могут	2	1
539	в такой	6	1
540	господствует в	1	1
541	после того	1	1
542	их отношение	1	1
543	о которых	3	1
544	том как	2	1
545	и следовательно	8	1
546	грамматики и	1	1
547	в себя	4	1
548	это было	2	1
549	вследствие этого	1	1
550	он сам	2	1
551	на его	3	1
552	к мысли	5	1
553	в сторону	1	1
554	более как	1	1
555	в каждой	4	1
556	всей своей	1	1
557	из одного	2	1
558	в чем	5	1
559	в каком	2	1
560	эта связь	2	1
561	значения к	2	1
562	культуры в	1	1
563	что тот	1	1
564	на себе	1	1
565	систем в	2	1
566	сейчас же	1	1
567	перейти к	6	1
568	как только	1	1
569	представляется в	2	1
570	в ином	3	1
571	в одной	6	1
572	тем более	1	1
573	слов которые	1	1
574	полагают что	1	1
575	казалось бы	4	1
576	что они	11	1
577	виде двух	1	1
578	бы в	7	1
579	не был	1	1
580	мере в	2	1
581	с первого	1	1
582	однако не	2	1
583	на них	1	1
584	с этим	5	1
585	все они	1	1
586	сказать и	1	1
587	раны и	1	1
588	и того	3	1
589	еще и	1	1
590	могли бы	10	1
591	ни к	1	1
592	с психологической	3	1
593	совершенно не	2	1
594	как показывает	7	1
595	все более	2	1
596	человека в	1	1
597	трех слов	1	1
598	там где	7	1
599	в первую	3	1
600	на этой	7	1
601	находит свое	3	1
602	не существует	1	1
603	что от	1	1
604	к этой	2	1
605	и других	5	1
606	жизни а	1	1
607	и более	2	1
608	развивалась и	1	1
609	знаем о	2	1
610	не могли	5	1
611	и состоит	3	1
612	бы с	2	1
613	и пр	1	1
614	представляют себе	1	1
615	отличие от	4	1
616	между собой	15	1
617	не означает	4	1
618	действия в	1	1
619	выводы и	1	1
620	эти опасности	1	1
621	на старый	1	1
622	по тем	3	1
623	эти последние	2	1
624	в очень	1	1
625	что происходит	1	1
626	и закономерностью	1	1
627	психологической точки	1	1
628	роли в	1	1
629	рассматриваться как	1	1
630	мы уже	5	1
631	это как	1	1
632	в наше	1	1
633	сдвига или	1	1
634	вообще невозможно	1	1
635	совпадает с	5	1
636	другими словами	1	1
637	от этих	1	1
638	эти слова	1	1
639	эти два	1	1
640	говорить не	1	1
641	входит в	3	1
642	именно потому	1	1
643	с новыми	1	1
644	но даже	2	1
645	не должно	1	1
646	т.е с	1	1
647	одну из	2	1
648	мы не	10	1
649	совсем не	2	1
650	не по	7	1
651	с легкостью	1	1
652	являются не	1	1
653	не связанных	1	1
654	с этого	1	1
655	в ней	5	1
656	обстоит дело	2	1
657	но это	4	1
658	этих трех	1	1
659	показывает изучение	1	1
660	объясняется и	1	1
661	этих связей	1	1
662	дело не	1	1
663	необходимость для	1	1
664	в этот	3	1
665	но совершенно	2	1
666	первого взгляда	1	1
667	хотя это	2	1
668	позволяет нам	3	1
669	двух или	1	1
670	с помощью	18	1
671	собой совершенно	1	1
672	только тогда	1	1
673	недоступной для	1	1
674	принципом и	1	1
675	только как	2	1
676	которых является	1	1
677	своему значению	3	1
678	и лишь	1	1
679	есть то	4	1
680	и образуют	1	1
681	необходимо было	1	1
682	и весь	3	1
683	а по	4	1
684	но зато	1	1
685	нужно было	4	1
686	что уже	2	1
687	представлением о	1	1
688	только на	5	1
689	но они	1	1
690	и их	7	1
691	а возникает	1	1
692	речь идет	1	1
693	не были	1	1
694	не приходится	1	1
695	своей природы	1	1
696	все те	2	1
697	к одному	1	1
698	как она	6	1
699	чтобы она	1	1
700	формой и	1	1
701	к области	1	1
702	связь между	10	1
703	начинается с	2	1
704	совершенно так	1	1
705	из двух	3	1
706	их расположение	1	1
707	что дает	1	1
708	факт что	2	1
709	по отношению	10	1
710	уже как	1	1
711	в учении	6	1
712	учения о	4	1
713	слова с	5	1
714	его жизнь	1	1
715	и до	3	1
716	тот единственный	1	1
717	смешанным в	1	1
718	на стороне	1	1
719	уже говорили	2	1
720	тот факт	2	1
721	этот вопрос	2	1
722	друга и	2	1
723	между отдельными	4	1
724	вся история	2	1
725	при помощи	1	1
726	существовать и	1	1
727	в известных	1	1
728	себе в	5	1
729	и всякая	1	1
730	должны были	2	1
731	терминологии и	1	1
732	бы часть	1	1
733	любви к	1	1
734	стоят и	1	1
735	ему возможность	1	1
736	не представляет	3	1
737	когда мы	2	1
738	идет речь	2	1
739	которого в	1	1
740	не совпадает	5	1
741	как совершенно	3	1
742	всего этого	1	1
743	учению о	1	1
744	как известно	6	1
745	вниз в	2	1
746	на это	1	1
747	становится в	1	1
748	в нашей	4	1
749	было бы	12	1
750	ибо он	1	1
751	одним лишь	1	1
752	некоторое время	1	1
753	на более	1	1
754	что здесь	2	1
755	двум различным	1	1
756	и сильнее	1	1
757	в отличие	4	1
758	в одну	2	1
759	без всякого	2	1
760	заметить что	1	1
761	на путь	1	1
762	к двум	2	1
763	одного из	2	1
764	настоящее время	1	1
765	впервые в	1	1
766	с развитием	6	1
767	в сфере	8	1
768	оно имеет	2	1
769	тем же	8	1
770	и тщетно	1	1
771	по себе	5	1
772	которое так	1	1
773	сделать из	1	1
774	и старый	1	1
775	речь есть	7	1
776	могут быть	7	1
777	рассматривается как	2	1
778	не можем	4	1
779	о его	3	1
780	в общих	1	1
781	которое мы	4	1
782	соответствии с	1	1
783	мы начали	1	1
784	но именно	3	1
785	языка как	1	1
786	из первых	1	1
787	в нашем	6	1
788	зрения есть	1	1
789	быть тем	1	1
790	с этими	1	1
791	параллельно с	1	1
792	на которого	1	1
793	положение на	1	1
794	и есть	4	1
795	место в	1	1
796	во всей	3	1
797	т.е как	1	1
798	компромисс между	1	1
799	в понятие	1	1
800	том же	7	1
801	связи со	1	1
802	причем в	1	1
803	согласно учению	1	1
804	в сознании	11	1
805	же в	1	1
806	необходимо чтобы	2	1
807	что она	8	1
808	он может	1	1
809	бытия и	1	1
810	компромиссом в	1	1
811	и должно	1	1
812	такой же	4	1
813	закономерности этого	1	1
814	который сделал	1	1
815	при усвоении	3	1
816	языка с	2	1
817	в уме	4	1
818	происходит в	2	1
819	язык в	2	1
820	этого слова	5	1
821	до известной	2	1
822	не одновременно	1	1
823	стороны с	2	1
824	и его	14	1
825	на двух	2	1
826	представляется как	1	1
827	его к	2	1
828	известной степени	2	1
829	к новой	2	1
830	а как	1	1
831	а следовательно	1	1
832	даже в	2	1
833	с дифференциацией	1	1
834	только с	2	1
835	огонь в	1	1
836	это совершенно	2	1
837	эта тенденция	1	1
838	быть в	1	1
839	может и	3	1
840	к этим	1	1
841	которого мы	2	1
842	своей психической	1	1
843	к своей	1	1
844	друг друга	9	1
845	не удалось	1	1
846	видели выше	1	1
847	с ее	2	1
848	всех этих	1	1
849	есть ли	1	1
850	к ее	1	1
851	таким же	3	1
852	и тот	1	1
853	этих людей	1	1
854	в настоящее	1	1
855	но для	2	1
856	дает ему	1	1
857	должны быть	5	1
858	понятия и	5	1
859	то о	5	1
860	и ее	3	1
861	здесь не	1	1
862	одного и	3	1
863	обеих сторон	1	1
864	скорее к	1	1
865	думать что	1	1
866	ничего не	2	1
867	по ступеням	1	1
868	есть не	3	1
869	лишь по	1	1
870	похоже на	1	1
871	могли быть	2	1
872	совершается в	5	1
873	то время	8	1
874	в какую-либо	1	1
875	это два	2	1
876	и во	5	1
877	он должен	1	1
878	той же	13	1
879	свое особое	1	1
880	котором он	1	1
