N	2gram	Bakhtin_Pr	Russkaja
118	что они	3	3
119	этом случае	1	3
120	том условии	1	3
121	что оно	2	3
122	данном случае	3	3
123	должно быть	4	3
124	несмотря на	7	3
125	что это	1	3
126	ни стало	1	3
127	в качестве	1	3
128	для них	3	3
129	что и	10	3
130	что может	2	3
131	в виде	1	3
132	не было	5	3
133	связи с	1	3
134	или в	2	3
135	ни одна	2	3
136	во что	2	3
137	тем что	5	3
138	именно в	8	3
139	в конце	9	3
140	и как	10	3
141	может только	1	3
142	да и	3	3
143	о котором	1	3
144	не есть	2	3
145	но если	1	3
146	той или	3	3
147	еще не	11	3
148	все они	4	3
149	и потому	9	3
150	только к	1	3
151	при условии	1	3
152	то это	1	3
153	собой это	1	3
154	случае если	1	3
155	ко всем	2	3
156	в лучшем	3	3
157	мы говорили	1	3
158	одна из	4	3
159	в значительной	1	3
160	на том	1	3
161	и ни	1	3
162	так чтобы	3	3
163	в другом	1	3
164	лучшем случае	3	3
165	говорить о	3	3
166	можно ли	1	3
167	что бы	1	3
168	в большинстве	3	3
169	точке зрения	5	3
170	быть признан	1	3
171	лишь в	4	3
172	она может	1	3
173	что для	4	3
174	и во	2	3
175	том чтобы	1	3
176	одной из	1	3
177	с нею	1	3
178	что все	5	3
179	в сознании	4	3
180	ибо в	2	3
181	из этого	1	3
182	он сам	9	3
183	и по	4	3
184	а следовательно	1	3
185	конце концов	7	3
186	друг друга	10	3
187	из этих	2	3
188	для этого	4	3
189	всех этих	3	3
190	таким же	4	3
191	из них	8	3
192	того что	4	3
193	были бы	5	2
194	на почве	5	2
195	к такому	1	2
196	не так	3	2
197	от него	3	2
198	именно на	2	2
199	что такое	1	2
200	на совершенно	1	2
201	зависит от	1	2
202	или нескольких	2	2
203	и вот	4	2
204	должна быть	4	2
205	к себе	2	2
206	сама по	3	2
207	для себя	5	2
208	каждого отдельного	1	2
209	и должно	1	2
210	с самим	3	2
211	проявляется в	2	2
212	из всех	1	2
213	говорили в	2	2
214	с ним	13	2
215	будет ли	1	2
216	в некоторых	1	2
217	м.б и	1	2
218	от этой	1	2
219	для нас	3	2
220	видеть в	1	2
221	на которой	2	2
222	ни в	5	2
223	в результате	6	2
224	том и	2	2
225	в этих	5	2
226	у него	9	2
227	по себе	13	2
228	и человек	2	2
229	чтобы в	2	2
230	и даже	4	2
231	если не	2	2
232	бы для	1	2
233	от друга	2	2
234	ее в	2	2
235	не о	3	2
236	себя на	2	2
237	или от	1	2
238	на такой	1	2
239	все эти	12	2
240	раз навсегда	1	2
241	на себя	3	2
242	в мировоззрении	3	2
243	но для	2	2
244	в таком	2	2
245	отношения к	4	2
246	тому что	3	2
247	участие в	1	2
248	ясно что	1	2
249	их в	8	2
250	себя как	5	2
251	большинстве случаев	3	2
252	является не	3	2
253	стремления к	1	2
254	на эту	1	2
255	всю эту	1	2
256	следовательно и	2	2
257	только для	2	2
258	мировоззрения в	1	2
259	отличается от	3	2
260	нисколько не	2	2
261	по самому	1	2
262	ведь в	1	2
263	и однако	1	2
264	так же	10	2
265	друг от	2	2
266	любовь к	1	2
267	тогда как	1	2
268	в других	1	2
269	если же	3	2
270	уже не	14	2
271	к той	2	2
272	другом случае	2	2
273	при полном	2	2
274	с этим	2	2
275	остается в	2	2
276	его и	4	2
277	того или	1	2
278	совершенно не	2	2
279	мы можем	3	2
280	а с	4	2
281	и более	2	2
282	всю свою	1	2
283	в котором	6	2
284	ее он	3	2
285	лежит не	1	2
286	мы уже	4	2
287	в борьбе	1	2
288	считает себя	1	2
289	даже и	2	2
290	она не	9	2
291	но даже	1	2
292	всем этим	2	2
293	это только	1	2
294	в ней	8	2
295	и тогда	1	2
296	и тем	2	2
297	быть и	1	2
298	в частности	2	2
299	а не	30	2
300	только на	1	2
301	отношении к	3	2
302	не тем	1	2
303	есть и	2	2
304	и является	1	2
305	точно так	2	2
306	и что	2	2
307	чтобы она	1	2
308	людей и	2	2
309	в начале	3	2
310	по отношению	17	2
311	даже не	1	2
312	тем самым	3	2
313	этот вопрос	3	2
314	от своей	1	2
315	отметить что	2	2
316	на это	2	2
317	центр тяжести	1	2
318	только с	2	2
319	бы его	1	2
320	друг другу	3	2
321	благодаря этому	2	2
322	по соображениям	1	2
323	что только	1	2
324	даже если	1	2
325	и от	3	2
326	но в	7	2
327	и есть	6	2
328	по этому	2	2
329	место в	2	2
330	так что	3	2
331	и о	5	2
332	за нее	1	2
333	согласиться с	1	2
334	как будто	4	2
335	бы ни	1	2
336	в области	3	2
337	это в	3	2
338	некоторых из	1	2
339	или иного	1	2
340	но это	7	2
341	не можем	1	2
342	и наконец	5	2
343	вся эта	1	2
344	не к	1	2
345	к нему	13	2
346	от всякого	1	1
347	и ту	1	1
348	мы подходим	1	1
349	подход к	2	1
350	тем не	1	1
351	всего в	2	1
352	понял что	1	1
353	тон и	1	1
354	себе самом	9	1
355	и весь	1	1
356	том чем	1	1
357	связан с	1	1
358	не вызывает	1	1
359	только не	1	1
360	никак нельзя	2	1
361	характеров и	1	1
362	из отдельных	1	1
363	как это	2	1
364	то они	2	1
365	ее и	2	1
366	такой человек	1	1
367	еще одну	1	1
368	человека можно	1	1
369	различны в	1	1
370	один из	4	1
371	ни того	2	1
372	человеческой жизни	4	1
373	что у	5	1
374	фактом что	1	1
375	за ним	2	1
376	психики и	1	1
377	друг к	4	1
378	ничем не	2	1
379	разума и	1	1
380	не поддается	3	1
381	этому пути	1	1
382	все элементы	1	1
383	нет ни	5	1
384	же и	2	1
385	хочет быть	1	1
386	хоть и	3	1
387	они не	5	1
388	вообще не	1	1
389	не во	3	1
390	новой и	1	1
391	то есть	64	1
392	на тех	1	1
393	но из	1	1
394	чтобы путем	1	1
395	и материал	1	1
396	а по	1	1
397	всякое иное	1	1
398	роль и	1	1
399	которые не	1	1
400	которая в	1	1
401	переходит в	2	1
402	время и	2	1
403	отношению к	17	1
404	том числе	1	1
405	мы не	3	1
406	на ее	2	1
407	что значит	2	1
408	в состоянии	1	1
409	он считает	1	1
410	из таких	1	1
411	не идет	1	1
412	связи между	1	1
413	с этой	1	1
414	быть тем	1	1
415	это не	13	1
416	он как	4	1
417	для всякого	1	1
418	высшей и	1	1
419	в себя	3	1
420	в применении	1	1
421	свою точку	1	1
422	до самого	1	1
423	к творчеству	1	1
424	даже в	7	1
425	была бы	5	1
426	прийти к	1	1
427	не всякий	1	1
428	этот принцип	3	1
429	не для	1	1
430	эта идея	1	1
431	зрения все	1	1
432	переносится в	1	1
433	возможно большее	1	1
434	ни было	4	1
435	ничего кроме	1	1
436	церковь как	1	1
437	взаимодействия между	1	1
438	совершенно различных	1	1
439	этом отношении	7	1
440	своем стремлении	1	1
441	многие из	1	1
442	о себе	12	1
443	перед другими	1	1
444	в сущности	11	1
445	в ее	4	1
446	которой они	1	1
447	что так	1	1
448	так и	13	1
449	следить за	1	1
450	и оценку	1	1
451	те же	3	1
452	бы привести	1	1
453	далее что	1	1
454	а тогда	1	1
455	и за	1	1
456	и всегда	1	1
457	в полном	2	1
458	с внешней	1	1
459	не являются	1	1
460	не хочет	1	1
461	к сознанию	2	1
462	они в	1	1
463	не столько	3	1
464	с другими	11	1
465	ибо только	1	1
466	но этого	1	1
467	это противоречие	1	1
468	возможно только	1	1
469	смысле этого	2	1
470	не допускает	1	1
471	но на	2	1
472	не на	6	1
473	все равно	3	1
474	целиком в	1	1
475	не была	1	1
476	а на	1	1
477	и форм	1	1
478	а там	1	1
479	ложь и	1	1
480	одну и	1	1
481	как же	5	1
482	что ни	1	1
483	материал для	1	1
484	в духе	3	1
485	или не	2	1
486	только она	2	1
487	в разные	1	1
488	здесь мы	3	1
489	на которых	1	1
490	в которой	6	1
491	нет для	1	1
492	надо чтобы	1	1
493	а о	4	1
494	черты в	1	1
495	в свои	2	1
496	и ярко	1	1
497	можно согласиться	1	1
498	яркое и	1	1
499	наиболее полное	1	1
500	с ней	1	1
501	с таким	1	1
502	проявления этой	1	1
503	слова но	2	1
504	и друг	1	1
505	что по	1	1
506	подходим к	1	1
507	показать что	1	1
508	только сам	1	1
509	заключается в	3	1
510	на свою	1	1
511	дело в	1	1
512	оно есть	1	1
513	нами не	1	1
514	может на	1	1
515	что не	6	1
516	сознании в	1	1
517	основным принципам	1	1
518	быть особенно	1	1
519	и другое	1	1
520	упорно и	1	1
521	его жизнь	2	1
522	этот тип	1	1
523	из всего	2	1
524	вот это	1	1
525	и действительно	1	1
526	превращается в	4	1
527	здесь же	1	1
528	может в	1	1
529	бы все	1	1
530	в жизни	7	1
531	более что	2	1
532	с одним	2	1
533	смысл ее	1	1
534	случае не	1	1
535	человек и	2	1
536	тем же	1	1
537	из тех	3	1
538	она и	3	1
539	и поскольку	1	1
540	находит себе	1	1
541	лишь с	1	1
542	к самому	1	1
543	к его	1	1
544	с ними	3	1
545	внутренние противоречия	1	1
546	и внутренне	3	1
547	если и	2	1
548	есть та	1	1
549	же как	5	1
550	или даже	2	1
551	только то	3	1
552	к другу	4	1
553	иначе и	1	1
554	в одно	1	1
555	ними не	1	1
556	человека на	1	1
557	другом месте	1	1
558	в которых	2	1
559	есть только	5	1
560	противном случае	1	1
561	роль в	2	1
562	не менее	3	1
563	этого слова	3	1
564	быть назван	1	1
565	от этого	2	1
566	о церкви	1	1
567	того и	1	1
568	бы не	3	1
569	в истории	3	1
570	обе эти	1	1
571	этой новой	2	1
572	со своей	1	1
573	по своим	4	1
574	второстепенную роль	2	1
575	как не	9	1
576	единство все	1	1
577	в свете	4	1
578	вот на	1	1
579	человека является	2	1
580	войти в	2	1
581	вследствие этого	2	1
582	есть то	4	1
583	политическом и	1	1
584	к своим	1	1
585	они оказались	1	1
586	и это	5	1
587	к мысли	1	1
588	в сторону	1	1
589	а только	3	1
590	из одного	4	1
591	движения то	1	1
592	есть по	1	1
593	числе и	1	1
594	но особенно	1	1
595	в какие	2	1
596	об этом	4	1
597	должен быть	1	1
598	ему как	1	1
599	своей жизни	2	1
600	на себе	2	1
601	так например	1	1
602	и у	6	1
603	как только	2	1
604	вовсе не	13	1
605	могло бы	1	1
606	на первый	1	1
607	что позволяет	1	1
608	не трудно	1	1
609	в одной	9	1
610	тем более	2	1
611	по крайней	3	1
612	для решения	1	1
613	самостоятельность и	1	1
614	человека а	2	1
615	перед нами	8	1
616	земле это	1	1
617	казалось бы	1	1
618	и другого	1	1
619	бы в	7	1
620	и видеть	1	1
621	нею в	1	1
622	на них	1	1
623	самом и	4	1
624	всякому человеку	1	1
625	первый взгляд	1	1
626	чтобы сделать	1	1
627	является для	2	1
628	к индивидуальному	1	1
629	к одному	1	1
630	которая как	1	1
631	и того	1	1
632	ко всему	1	1
633	это и	10	1
634	наконец и	1	1
635	ни на	2	1
636	было не	1	1
637	может иметь	1	1
638	можно сказать	3	1
639	полной мере	1	1
640	но все	8	1
641	человека в	8	1
642	является результатом	1	1
643	но как	4	1
644	всего необходимо	1	1
645	не является	2	1
646	и эти	1	1
647	это конечно	1	1
648	и других	8	1
649	в полной	1	1
650	это свое	1	1
651	бы к	2	1
652	в основе	6	1
653	для создания	3	1
654	свою новую	1	1
655	каждая из	1	1
656	с самого	3	1
657	все три	6	1
658	становится и	1	1
659	ни у	1	1
660	его жизни	2	1
661	ибо они	1	1
662	в очень	1	1
663	жизни при	1	1
664	но ведь	4	1
665	в европе	1	1
666	действительно является	1	1
667	это как	2	1
668	силы и	1	1
669	где есть	1	1
670	привело бы	1	1
671	и заключается	1	1
672	случае и	1	1
673	то и	2	1
674	принципиально не	2	1
675	хоть сколько-нибудь	1	1
676	представления о	1	1
677	всех элементов	3	1
678	в свою	1	1
679	входит в	11	1
680	он принимает	1	1
681	ни один	5	1
682	себе но	2	1
683	можно лишь	1	1
684	который мы	2	1
685	жизнь а	1	1
686	ту же	1	1
687	по сравнению	2	1
688	личности и	1	1
689	не по	3	1
690	и неизбежно	1	1
691	но при	1	1
692	быть не	1	1
693	другом в	2	1
694	не должны	1	1
695	значение и	1	1
696	в руках	1	1
697	остается только	1	1
698	формы так	1	1
699	сознании и	3	1
700	и теперь	1	1
701	оно и	1	1
702	что касается	1	1
703	всего на	1	1
704	нею и	1	1
705	только один	2	1
706	этой статьи	1	1
707	то все	1	1
708	и истины	1	1
709	не могло	1	1
710	если такое	1	1
711	он всегда	1	1
712	или иных	1	1
713	и их	7	1
714	что эта	1	1
715	всех других	1	1
716	на его	7	1
717	не об	6	1
718	хотя в	1	1
719	отказ от	1	1
720	и когда	1	1
721	для данного	1	1
722	на одну	1	1
723	основанную на	1	1
724	но только	3	1
725	смотрит на	1	1
726	борьба с	2	1
727	также может	1	1
728	иметь в	1	1
729	ее с	3	1
730	это стремление	1	1
731	не следует	1	1
732	в чужих	3	1
733	значительной степени	1	1
734	стороны и	1	1
735	от своего	1	1
736	вот в	1	1
737	по своей	1	1
738	он есть	5	1
739	поэтому для	1	1
740	человека с	1	1
741	стало быть	2	1
742	придется не	1	1
743	самого начала	4	1
744	суждений и	1	1
745	между несколькими	1	1
746	им в	4	1
747	их и	3	1
748	еще на	1	1
749	идет о	5	1
750	он еще	2	1
751	а вы	1	1
752	всегда и	1	1
753	могла бы	1	1
754	в данной	1	1
755	на ней	1	1
756	с ее	5	1
757	с другой	3	1
758	с большой	1	1
759	и знаем	1	1
760	как мы	10	1
761	в прошлом	1	1
762	известной степени	1	1
763	претендовать на	1	1
764	при этих	2	1
765	к ним	3	1
766	другом как	1	1
767	же самое	1	1
768	может ли	1	1
769	его целом	8	1
770	к ней	1	1
771	явление в	1	1
772	без всякого	1	1
773	нет и	4	1
774	вступая в	1	1
775	со своими	6	1
776	являются лишь	1	1
777	которых он	1	1
778	в сфере	4	1
779	его лежит	1	1
780	если мы	1	1
781	та или	1	1
782	может встретиться	2	1
783	крайней мере	3	1
784	слагающийся из	1	1
785	для всей	1	1
786	ибо нет	1	1
787	самостоятельность как	2	1
788	его личности	4	1
789	могут быть	5	1
790	одного и	2	1
791	и ставит	1	1
792	формы в	1	1
793	и все	4	1
794	образом как	1	1
795	совершенно иных	1	1
796	до конца	11	1
797	на него	4	1
798	основе его	1	1
799	к которому	1	1
800	этой действительности	2	1
801	должны быть	1	1
802	то чем	3	1
803	только при	3	1
804	быть настоящим	1	1
805	в новую	3	1
806	в каждый	1	1
807	котором мы	2	1
808	с которым	1	1
809	с идеями	1	1
810	в зависимости	5	1
811	теми же	1	1
812	образом в	2	1
813	не умеет	1	1
814	то таким	1	1
815	это делалось	1	1
816	на этот	2	1
817	он может	4	1
818	что о	1	1
819	бытия и	1	1
820	подходе к	2	1
821	исходит из	3	1
822	такой же	1	1
823	своему существу	1	1
824	происходит в	1	1
825	этих черт	2	1
826	и прежде	2	1
827	же мы	2	1
828	быть глубоко	1	1
829	до известной	1	1
830	идет не	6	1
831	выражение в	6	1
832	для этих	1	1
833	бы именно	1	1
834	от них	3	1
835	оно может	2	1
836	в создании	1	1
837	к этому	6	1
838	тех или	1	1
839	в противном	1	1
840	только такое	1	1
841	жизни является	1	1
842	себе еще	2	1
843	и внешней	1	1
844	утверждение и	1	1
845	же это	2	1
846	ему подобных	1	1
847	приходится признать	1	1
848	бы это	1	1
849	что вся	1	1
850	и живет	1	1
851	может и	1	1
852	у себя	3	1
853	и примирения	1	1
854	природа его	1	1
855	сам а	1	1
856	для эпохи	1	1
857	точка зрения	14	1
858	конечно те	1	1
859	того же	1	1
860	и сама	1	1
861	в самой	10	1
862	они могут	2	1
863	в один	2	1
864	его творчество	4	1
865	гораздо труднее	1	1
866	отпечаток его	2	1
867	найти в	2	1
868	что на	1	1
869	идея на	1	1
870	есть не	3	1
871	а каждая	1	1
872	они были	1	1
873	никак не	3	1
874	людей в	1	1
875	его можно	1	1
876	по нашему	5	1
877	и ничего	1	1
878	любви и	1	1
