N	3gram	Bakhtin_sl	FransuaR
297	во всех сферах	4	2
298	всех слов и	1	1
299	между ними и	1	1
300	xviii века в	1	1
301	это не значит	2	1
302	и это отношение	1	1
303	в процессе своего	1	1
304	то есть свой	1	1
305	свое выражение в	3	1
306	в основном на	1	1
307	в нем всегда	1	1
308	в произведение и	1	1
309	в направлении к	1	1
310	тем как в	1	1
311	и связанное с	1	1
312	к действительности и	1	1
313	однако отметить что	1	1
314	не остается никаких	1	1
315	лишь абстрактный момент	1	1
316	входит и сам	1	1
317	тесной связи с	1	1
318	более глубокое и	1	1
319	все это и	1	1
320	своей книге о	1	1
321	менее всего может	1	1
322	у рабле очень	1	1
323	века не было	1	1
324	такова основная особенность	1	1
325	не был бы	1	1
326	как пародия на	1	1
327	хотя бы и	5	1
328	или наоборот как	1	1
329	до xix века	1	1
330	и слово в	1	1
331	таким образом на	2	1
332	стерна и жан-поля	1	1
333	одной из них	1	1
334	его контексте и	1	1
335	не знаем в	1	1
336	в новом свете	1	1
337	а не его	1	1
338	необходимо однако отметить	1	1
339	бы ни был	1	1
340	в романе все	1	1
341	об образе языка	1	1
342	выражение в ряде	1	1
343	оно не столько	1	1
344	которая могла бы	1	1
345	и на почве	1	1
346	укладывается в прокрустово	1	1
347	но в романе	1	1
348	к совершенно иной	1	1
349	данном случае не	1	1
350	романа рядом с	1	1
351	нем не только	1	1
352	не на языке	1	1
353	каждого из этих	1	1
354	во всех своих	1	1
355	в данную эпоху	1	1
356	своего исторического развития	1	1
357	в чем не	1	1
358	является в сущности	1	1
359	а затем и	1	1
360	остановимся еще на	1	1
361	не только на	2	1
362	самому своему существу	1	1
363	его словесного стиля	1	1
364	именно для того	1	1
365	он в свою	2	1
366	там где нет	1	1
367	и не касается	1	1
368	имеет дело с	1	1
369	понимании и оценке	1	1
370	большинстве случаев все	1	1
371	в этом специфическая	1	1
372	языков и диалектов	1	1
373	слова и формы	4	1
374	в маленьком масштабе	1	1
375	и в самых	1	1
376	не укладывается в	2	1
377	рядом друг с	1	1
378	в результате этой	1	1
379	остаются в нем	1	1
380	даже и не	1	1
381	наконец несколько слов	1	1
382	основе их лежат	1	1
383	в прокрустово ложе	1	1
384	глубокое различие между	1	1
385	только в эту	1	1
386	находится в состоянии	1	1
387	может и не	1	1
388	в них но	1	1
389	роман в его	1	1
390	особенно важное значение	1	1
391	и вступает в	1	1
392	даже там где	1	1
393	лишь тогда когда	2	1
394	они вообще не	1	1
395	и на самом	1	1
396	и многообразно переплетаются	1	1
397	следовательно не только	1	1
398	себе самому и	1	1
399	есть и во	1	1
400	не приходится однако	1	1
401	и могут быть	1	1
402	они могут быть	6	1
403	и др которые	1	1
404	вместе с ним	1	1
405	никогда не бывает	1	1
406	человека и его	2	1
407	влияние на его	1	1
408	то есть таких	1	1
409	на своем пути	1	1
410	и во всяком	1	1
411	в пределах того	4	1
412	то есть без	1	1
413	именно там где	1	1
414	громадное значение в	1	1
415	как это было	1	1
416	вместе со своим	1	1
417	интерес к диалектам	1	1
418	сплетаются здесь с	1	1
419	вообще не знает	1	1
420	а между тем	2	1
421	но именно эта	1	1
422	в романе в	6	1
423	единого национального языка	2	1
424	всех этих форм	1	1
425	неразрывно связанные с	1	1
426	распространены во всех	1	1
427	его моментах как	1	1
428	важно для понимания	1	1
429	один из важнейших	2	1
430	в неразрывной связи	1	1
431	языковой и речевой	1	1
432	но здесь эти	1	1
433	вводит в свое	1	1
434	и специальное значение	1	1
435	в них не	1	1
436	есть таких которые	1	1
437	начинает звучать как	1	1
438	религиозного мышления и	2	1
439	между прочим в	1	1
440	не в меньшей	1	1
441	жизни слова в	1	1
442	оно ничего не	1	1
443	кажется нам в	1	1
444	у первых двух	1	1
445	то или иное	1	1
446	говорит не на	1	1
447	что не укладывается	1	1
448	всех его моментах	4	1
449	в котором в	1	1
450	перед нами здесь	1	1
451	прежде всего как	1	1
452	кроме того и	1	1
453	не значит конечно	2	1
454	есть не только	1	1
455	не является конечно	1	1
456	так как всякий	1	1
457	по самому своему	1	1
458	и в той	1	1
459	как и у	1	1
460	не только и	2	1
461	тем или иным	1	1
462	начинают привлекать внимание	1	1
463	при всех различиях	1	1
464	и литературы но	1	1
465	язык в его	1	1
466	др то есть	1	1
467	все эти типы	2	1
468	мы дальше увидим	1	1
469	в зоне контакта	1	1
470	и на его	1	1
471	раз подчеркнуть что	1	1
472	всегда и повсюду	1	1
473	то есть к	1	1
474	то есть уже	1	1
475	определяется прежде всего	2	1
476	меньше чем в	2	1
477	конечно не только	1	1
478	произведение в целом	1	1
479	в его контексте	1	1
480	в этом языке	1	1
481	или иным способом	1	1
482	его смысла и	1	1
483	в мыслях в	1	1
484	они вводятся как	1	1
485	ни в чем	1	1
486	оно так сказать	1	1
487	в ряде особенностей	1	1
488	только с помощью	1	1
489	потому что по	1	1
490	на смертном одре	1	1
491	высказываний в пределах	1	1
492	что он не	1	1
493	никогда не исчерпывает	1	1
494	для него самого	1	1
495	романе все эти	1	1
496	в самом языке	1	1
497	если они не	1	1
498	время от времени	1	1
499	хотя может быть	1	1
500	как раз на	1	1
501	на всю последующую	1	1
502	неразрывной связи с	1	1
503	бы и не	1	1
504	рано или поздно	2	1
505	в пространстве и	1	1
506	очень важно для	1	1
507	а не к	1	1
508	для нас в	2	1
509	и наконец в	2	1
510	в одном слове	1	1
511	и перестает быть	1	1
512	не стремится к	1	1
513	только в условиях	1	1
514	и почти вовсе	1	1
515	заложенные в них	1	1
516	как мы дальше	1	1
517	и ничем не	1	1
518	однако и здесь	1	1
519	гуманитарных наук и	1	1
520	в какой степени	1	1
521	обстоит дело с	1	1
522	и в плане	2	1
523	плане то есть	1	1
524	именно такой подход	1	1
525	неразрывно связано с	1	1
526	всех своих моментах	1	1
527	тем не менее	2	1
528	могущественное влияние на	2	1
529	борьба с ними	1	1
530	присутствовал при этом	1	1
531	а как бы	1	1
532	слово в романе	4	1
533	эпоху не только	1	1
534	то есть не	2	1
535	перед нами в	1	1
536	есть только в	1	1
537	со всею силою	1	1
538	несет на себе	1	1
539	сами по себе	1	1
540	в сущности имеет	1	1
541	слова все это	1	1
542	в основе ее	2	1
543	то же слово	2	1
544	к своему пределу	1	1
545	исчерпывает себя в	2	1
546	то перед нами	1	1
547	быть тем чем	3	1
548	их удельный вес	1	1
549	литературной пародии на	1	1
550	в нем самом	1	1
551	в зависимости от	4	1
552	наиболее полное и	1	1
553	если бы мы	1	1
554	в один из	1	1
555	но как мы	1	1
556	к языку как	1	1
557	к языку и	2	1
558	гл xviii здесь	1	1
559	какая бы то	1	1
560	что они не	1	1
561	значит конечно что	2	1
562	не могло быть	1	1
563	но и более	2	1
564	не только о	2	1
565	может быть конечно	1	1
566	и у него	1	1
567	и др то	1	1
568	как раз это	1	1
569	и нуждается в	1	1
570	жизни и идеологии	1	1
571	в частности в	1	1
572	могла бы быть	1	1
573	своему смыслу и	1	1
574	в точном смысле	1	1
575	том что оно	1	1
576	и не столько	1	1
577	в стороне от	1	1
578	в нем для	1	1
579	органически и стройно	1	1
580	этих форм в	1	1
581	том и в	2	1
582	как не может	1	1
583	этим не исчерпывается	1	1
584	в поэзии и	1	1
585	в широком смысле	3	1
586	в сущности как	1	1
587	притом в большинстве	1	1
588	как раз те	1	1
589	не видят и	1	1
590	эти слова и	2	1
591	и в историческом	1	1
592	национального языка и	1	1
593	этапах своего исторического	1	1
594	в том и	2	1
595	а иногда прямо	1	1
596	в меру своей	1	1
597	то есть вовсе	1	1
598	по аналогии с	1	1
599	того или иного	2	1
600	в их целом	2	1
601	подчеркнуть что в	1	1
602	к тому или	1	1
603	и на определенных	1	1
604	в далевой зоне	1	1
605	человеку и его	1	1
606	в какой мере	1	1
607	важны прежде всего	1	1
608	уст которых он	1	1
609	на то что	1	1
610	автора и его	1	1
611	оставаясь в пределах	1	1
612	между собой в	1	1
613	вообще одна из	1	1
614	там где они	3	1
615	для своего выражения	1	1
616	каждый из этих	1	1
617	на фоне современного	1	1
618	точном смысле слова	1	1
619	и единственного языка	4	1
620	здесь в сущности	2	1
621	особой точки зрения	1	1
622	и как мы	1	1
623	как к своему	1	1
624	мы увидим что	1	1
625	бы ни были	2	1
626	мы остановимся здесь	1	1
627	не можем здесь	1	1
628	в свое произведение	2	1
629	к одному из	1	1
630	почти исключительно на	1	1
631	все то в	1	1
632	может объединять в	1	1
633	требует от нас	2	1
634	свою жизнь в	1	1
635	сложнее обстоит дело	1	1
636	в скрытой форме	1	1
637	жизни но и	1	1
638	то есть вне	1	1
639	говорить о нем	1	1
640	в романе есть	2	1
641	различные формы и	1	1
642	и других языков	1	1
643	было с точки	1	1
644	перестает быть тем	2	1
645	а не как	2	1
646	при этом и	1	1
647	все эти слова	1	1
648	в отношении к	9	1
649	труда и быта	1	1
650	слова в романе	3	1
651	объединять в себе	1	1
652	то есть от	2	1
653	суждения и оценки	1	1
654	его в области	1	1
655	хотя и не	1	1
656	как бы две	1	1
657	и связанных с	2	1
658	с этими словами	1	1
659	на то или	1	1
660	в языке как	2	1
661	не только изображает	2	1
662	стилистической жизни слова	2	1
663	одно и то	2	1
664	в лучшем случае	3	1
665	и то же	2	1
666	удельный вес в	1	1
667	и притом в	1	1
668	роман в письмах	1	1
669	и ничего не	1	1
670	они в той	1	1
671	в тесной связи	1	1
672	свое наиболее полное	1	1
673	речь идет о	1	1
674	всего может быть	1	1
675	до конца и	3	1
676	то есть его	1	1
677	бы они ни	1	1
678	лишь там где	1	1
679	и в новое	2	1
680	именно в том	1	1
681	нигде четко не	1	1
682	приведенные нами примеры	1	1
683	в своем собственном	1	1
684	создают вокруг себя	1	1
685	случаев все эти	1	1
686	всяком случае не	1	1
687	с ее методами	1	1
688	автора к языку	2	1
689	литературного языка но	2	1
690	пределах того же	4	1
691	литературного языка и	1	1
692	в них как	2	1
693	результате этой работы	1	1
694	смысловых и ценностных	2	1
695	он присутствовал при	1	1
696	и в истории	1	1
697	как он сам	1	1
698	и клеветы на	1	1
699	перед нами типичная	1	1
700	они были как	1	1
701	к диалектам и	1	1
702	не исчерпывает себя	2	1
703	момент необходимый для	1	1
704	оно лишь абстрактный	1	1
705	не только как	1	1
706	то время как	2	1
707	только и не	1	1
708	и следовательно в	2	1
709	всех различиях в	1	1
710	в сущности всегда	1	1
711	язык и стиль	1	1
712	свой смысл и	1	1
713	один из этих	1	1
714	лежит в основе	1	1
