N	2gram	Vinokur_Ku	Russkaja
150	о котором	4	3
151	не есть	4	3
152	но если	2	3
153	культуры в	1	3
154	той или	1	3
155	еще не	10	3
156	все они	1	3
157	и потому	6	3
158	только к	2	3
159	то это	3	3
160	случае если	3	3
161	в лучшем	1	3
162	одна из	1	3
163	на том	4	3
164	так чтобы	1	3
165	в другом	2	3
166	лучшем случае	1	3
167	говорить о	5	3
168	приходит к	1	3
169	можно ли	6	3
170	знаем что	3	3
171	в большинстве	3	3
172	россии и	1	3
173	лишь в	6	3
174	она может	1	3
175	что для	3	3
176	главным образом	3	3
177	и во	1	3
178	при котором	1	3
179	том чтобы	9	3
180	одной из	1	3
181	тем чтобы	1	3
182	что все	6	3
183	в сознании	1	3
184	и по	4	3
185	а следовательно	2	3
186	конце концов	3	3
187	из этих	5	3
188	для этого	6	3
189	всех этих	4	3
190	таким же	1	3
191	из них	4	3
192	того что	11	3
193	были бы	2	2
194	представить себе	1	2
195	для россии	1	2
196	на почве	2	2
197	к такому	2	2
198	не так	2	2
199	в роде	2	2
200	что с	2	2
201	не нужна	1	2
202	именно на	1	2
203	это потому	1	2
204	за последнее	2	2
205	что такое	8	2
206	зависит от	1	2
207	и вот	4	2
208	должна быть	6	2
209	к себе	4	2
210	время в	2	2
211	для себя	1	2
212	каждого отдельного	1	2
213	и должно	2	2
214	из всех	1	2
215	для народа	1	2
216	же образом	2	2
217	с ним	5	2
218	в некоторых	1	2
219	для нас	6	2
220	одному из	1	2
221	касается до	1	2
222	ни в	3	2
223	в результате	8	2
224	они будут	1	2
225	это есть	2	2
226	том и	3	2
227	в этих	5	2
228	у него	3	2
229	по себе	10	2
230	их не	1	2
231	чтобы в	2	2
232	что действительно	1	2
233	и даже	5	2
234	если не	4	2
235	как акт	1	2
236	от друга	1	2
237	ее в	2	2
238	а во-вторых	2	2
239	к чему	1	2
240	что ничего	3	2
241	все эти	17	2
242	раз навсегда	1	2
243	на себя	3	2
244	но для	4	2
245	том же	3	2
246	указывает на	2	2
247	в таком	3	2
248	отношения к	2	2
249	тому что	3	2
250	речь шла	1	2
251	ясно что	7	2
252	не подлежит	1	2
253	так часто	1	2
254	помнить что	1	2
255	практически это	1	2
256	их в	1	2
257	большинстве случаев	3	2
258	является не	1	2
259	и вместе	1	2
260	на эту	2	2
261	следовательно и	2	2
262	последнее время	3	2
263	только для	3	2
264	мировую войну	1	2
265	отличается от	2	2
266	нисколько не	6	2
267	так же	8	2
268	друг от	1	2
269	любовь к	2	2
270	тогда как	2	2
271	в других	1	2
272	если же	1	2
273	уже не	13	2
274	к той	1	2
275	чтобы понять	1	2
276	другом случае	1	2
277	с этим	6	2
278	его и	1	2
279	того или	6	2
280	совершенно не	4	2
281	мы можем	2	2
282	на этой	4	2
283	а с	3	2
284	за то	1	2
285	и более	3	2
286	всю свою	1	2
287	в таких	7	2
288	в котором	4	2
289	мы уже	1	2
290	в борьбе	1	2
291	исторические условия	1	2
292	даже и	5	2
293	она не	1	2
294	при отсутствии	2	2
295	но даже	3	2
296	всем этим	1	2
297	русской культуры	1	2
298	это только	5	2
299	это разумеется	2	2
300	бы речь	1	2
301	в ней	6	2
302	во многих	3	2
303	не играет	1	2
304	и тогда	4	2
305	и тем	7	2
306	быть и	1	2
307	в частности	6	2
308	народа и	1	2
309	а не	17	2
310	народов и	1	2
311	только на	1	2
312	отношении к	1	2
313	речь идет	4	2
314	есть и	1	2
315	в силу	16	2
316	и является	4	2
317	точно так	4	2
318	и что	11	2
319	не должен	1	2
320	этого не	5	2
321	у других	1	2
322	в начале	1	2
323	говоря о	1	2
324	по отношению	9	2
325	целый ряд	8	2
326	даже не	1	2
327	тем самым	5	2
328	котором идет	3	2
329	и те	1	2
330	этот вопрос	7	2
331	отметить что	1	2
332	любви к	2	2
333	состоит в	4	2
334	на это	3	2
335	свою задачу	1	2
336	настоящее время	2	2
337	только с	1	2
338	друг другу	1	2
339	приводят к	1	2
340	этом и	1	2
341	что только	2	2
342	и от	2	2
343	но в	11	2
344	и есть	3	2
345	место в	1	2
346	так что	5	2
347	и о	3	2
348	если они	1	2
349	как будто	2	2
350	всех народов	1	2
351	в области	15	2
352	культурной жизни	1	2
353	это в	1	2
354	или иного	5	2
355	но это	4	2
356	не просто	7	2
357	в настоящее	2	2
358	понять что	1	2
359	свое собственное	1	2
360	разумеется что	2	2
361	вся эта	2	2
362	к нему	1	2
363	от всякого	1	1
364	когда он	4	1
365	тем не	10	1
366	всего в	2	1
367	который нельзя	1	1
368	иначе говоря	2	1
369	которую можно	2	1
370	в культурной	1	1
371	связан с	2	1
372	однако и	2	1
373	лишь тогда	1	1
374	рабочих и	2	1
375	только не	1	1
376	может для	1	1
377	без особых	1	1
378	как это	6	1
379	что его	2	1
380	чтобы мы	2	1
381	то они	1	1
382	поэтому что	2	1
383	еще одну	1	1
384	есть ничто	1	1
385	первый и	1	1
386	один из	8	1
387	человеческой жизни	1	1
388	что у	3	1
389	и мы	2	1
390	и экономические	1	1
391	если его	2	1
392	сейчас в	1	1
393	ничем не	1	1
394	устраняется но	1	1
395	хотелось бы	2	1
396	все элементы	1	1
397	в принципе	1	1
398	же и	4	1
399	хочет быть	1	1
400	они не	4	1
401	вообще не	2	1
402	наблюдается у	1	1
403	союз и	2	1
404	прибегнуть к	1	1
405	без наличности	1	1
406	сравнению со	2	1
407	себе представить	2	1
408	а по	1	1
409	которые не	1	1
410	эта не	3	1
411	оно приводит	1	1
412	которая в	1	1
413	переходит в	2	1
414	отношению к	9	1
415	где это	1	1
416	они имеют	1	1
417	силы можно	1	1
418	которых мы	2	1
419	мы не	1	1
420	это особенно	2	1
421	от которых	1	1
422	которых идет	1	1
423	что значит	2	1
424	в состоянии	2	1
425	из таких	1	1
426	не идет	1	1
427	связи между	1	1
428	с этой	4	1
429	это не	13	1
430	для всякого	1	1
431	мы знаем	3	1
432	в себя	2	1
433	более глубоко	1	1
434	только от	1	1
435	в применении	1	1
436	отношениях к	1	1
437	борьбы и	1	1
438	даже в	4	1
439	была бы	5	1
440	освободиться от	1	1
441	от которого	1	1
442	о какой-то	1	1
443	не для	2	1
444	эта идея	1	1
445	ни было	1	1
446	ничего кроме	1	1
447	бы на	4	1
448	взаимодействия между	2	1
449	в разных	2	1
450	на деле	2	1
451	а это	5	1
452	решения вопроса	1	1
453	этом отношении	8	1
454	и оба	1	1
455	в сущности	11	1
456	в ее	2	1
457	она стала	2	1
458	на ряду	1	1
459	тем чем	1	1
460	что так	3	1
461	для борьбы	1	1
462	место такому	1	1
463	так и	10	1
464	каждый данный	1	1
465	разумеется только	2	1
466	привести к	1	1
467	мало того	2	1
468	те же	1	1
469	и средство	1	1
470	бы привести	3	1
471	далее что	1	1
472	и говорить	1	1
473	в область	2	1
474	мы в	3	1
475	с внешней	1	1
476	не хочет	2	1
477	в общей	1	1
478	не меняется	1	1
479	по образцу	1	1
480	языках и	1	1
481	не столько	2	1
482	которое является	1	1
483	борьбы с	2	1
484	только чтобы	1	1
485	смысле этого	5	1
486	влияние на	1	1
487	говорить что	1	1
488	быть может	1	1
489	духовной культуры	2	1
490	на фронте	1	1
491	в русском	14	1
492	но на	1	1
493	не на	4	1
494	все равно	4	1
495	разумеется не	5	1
496	тому же	2	1
497	есть дело	1	1
498	содержат в	1	1
499	совершенно ясно	2	1
500	основании что	1	1
501	может но	1	1
502	а на	3	1
503	и форм	1	1
504	связь с	1	1
505	как же	1	1
506	по пути	2	1
507	материал для	1	1
508	в духе	3	1
509	или не	1	1
510	столько же	1	1
511	только она	1	1
512	есть проблема	1	1
513	здесь мы	2	1
514	мы были	1	1
515	в которой	7	1
516	и некоторые	1	1
517	в собственном	2	1
518	деятельности в	1	1
519	что к	1	1
520	с таким	1	1
521	то к	1	1
522	слова но	3	1
523	это положение	2	1
524	заключается не	1	1
525	показать что	2	1
526	заключается в	3	1
527	русского языка	13	1
528	дело в	2	1
529	результате этого	1	1
530	ничто иное	1	1
531	которое в	2	1
532	что не	10	1
533	когда речь	1	1
534	в эпоху	1	1
535	с общим	1	1
536	обозначить как	1	1
537	а если	5	1
538	и культур	1	1
539	а то	2	1
540	отрицать что	1	1
541	за природными	1	1
542	превращается в	4	1
543	представление о	3	1
544	очевидно что	4	1
545	к другим	1	1
546	здесь дело	2	1
547	выход из	2	1
548	в жизни	1	1
549	понимать как	2	1
550	более что	1	1
551	с одним	1	1
552	положение в	1	1
553	тем же	2	1
554	она и	1	1
555	и без	2	1
556	вопрос приходится	1	1
557	в связи	4	1
558	в деле	1	1
559	лишь с	3	1
560	родной язык	1	1
561	к его	1	1
562	с ними	6	1
563	культура для	1	1
564	этой цели	2	1
565	человеку не	1	1
566	же как	3	1
567	или даже	2	1
568	возможно и	1	1
569	только то	2	1
570	между прочим	4	1
571	к другу	1	1
572	тому назад	1	1
573	же остается	2	1
574	в одно	2	1
575	и просто	1	1
576	in adjecto	1	1
577	власти в	1	1
578	в которых	8	1
579	и надо	1	1
580	является утверждение	2	1
581	есть только	1	1
582	однако это	1	1
583	которые являются	1	1
584	противном случае	2	1
585	роль в	6	1
586	силу этого	1	1
587	не менее	12	1
588	этого слова	8	1
589	понимание и	1	1
590	от этого	4	1
591	по своему	1	1
592	на все	3	1
593	этого вопроса	3	1
594	в лоно	1	1
595	бы не	1	1
596	в истории	3	1
597	в такой	2	1
598	обе эти	4	1
599	со своей	1	1
600	по своим	2	1
601	должно было	1	1
602	как не	4	1
603	в свете	1	1
604	у таких	1	1
605	на известной	2	1
606	на точку	1	1
607	они оказались	1	1
608	говорить и	2	1
609	и это	3	1
610	к мысли	1	1
611	в сторону	2	1
612	а только	10	1
613	из одного	3	1
614	есть по	1	1
615	об этом	4	1
616	должен быть	8	1
617	за другой	1	1
618	трудно видеть	3	1
619	своей жизни	1	1
620	на себе	10	1
621	и таким	1	1
622	так например	3	1
623	сейчас же	1	1
624	и у	3	1
625	как только	2	1
626	вовсе не	18	1
627	могло бы	1	1
628	на первый	1	1
629	не трудно	8	1
630	в одной	1	1
631	кроме одной	1	1
632	на такое	1	1
633	тем более	2	1
634	по крайней	11	1
635	перед нами	4	1
636	из области	4	1
637	связано с	3	1
638	казалось бы	5	1
639	как сказано	1	1
640	вопроса о	7	1
641	бы в	8	1
642	не был	2	1
643	на них	1	1
644	значит в	1	1
645	образом при	1	1
646	чтобы сделать	1	1
647	от чисто	1	1
648	является для	1	1
649	в среду	1	1
650	если с	1	1
651	ясен для	1	1
652	что эти	4	1
653	к одному	2	1
654	и того	2	1
655	наконец что	1	1
656	это и	6	1
657	еще и	7	1
658	и дело	2	1
659	ведь даже	1	1
660	наконец и	1	1
661	ни на	1	1
662	совершенно ином	2	1
663	но можно	2	1
664	может иметь	3	1
665	можно сказать	6	1
666	но все	5	1
667	но как	2	1
668	мысли что	1	1
669	из предыдущего	2	1
670	не является	2	1
671	и эти	3	1
672	это конечно	2	1
673	ряду с	2	1
674	и других	1	1
675	бы к	1	1
676	это зависит	1	1
677	естественно поэтому	2	1
678	языка и	16	1
679	следовало бы	2	1
680	язык и	1	1
681	становится и	1	1
682	данный момент	3	1
683	своей собственной	3	1
684	в очень	1	1
685	тех же	2	1
686	применении к	1	1
687	сейчас не	2	1
688	но ведь	3	1
689	свое место	2	1
690	усомниться в	1	1
691	в европе	2	1
692	нельзя было	2	1
693	избавиться от	1	1
694	он был	1	1
695	это как	2	1
696	к переходу	1	1
697	принадлежит в	2	1
698	то и	4	1
699	доказать что	3	1
700	зрения в	2	1
701	в свою	4	1
702	ни один	1	1
703	но тогда	1	1
704	только эта	1	1
705	который мы	2	1
706	также и	7	1
707	ту же	6	1
708	по сравнению	3	1
709	многих случаях	1	1
710	итак все	1	1
711	какие же	2	1
712	за отсутствием	1	1
713	сказано выше	1	1
714	быть не	2	1
715	ибо всякое	1	1
716	это для	1	1
717	не всегда	4	1
718	быстро и	1	1
719	всякое явление	1	1
720	выполнять свою	1	1
721	значение и	2	1
722	не сам	1	1
723	же будет	1	1
724	а ее	1	1
725	всюду где	1	1
726	только тогда	4	1
727	и теперь	1	1
728	оно и	1	1
729	что касается	4	1
730	те или	2	1
731	всего на	1	1
732	этой статьи	2	1
733	то все	1	1
734	современная русская	1	1
735	на нем	1	1
736	и вся	1	1
737	не могло	1	1
738	в истинности	1	1
739	или иных	1	1
740	и их	2	1
741	таким путем	1	1
742	что эта	1	1
743	на его	3	1
744	к иностранным	1	1
745	видеть что	3	1
746	силы в	1	1
747	для человека	1	1
748	в различных	1	1
749	в индии	1	1
750	нельзя понимать	1	1
751	не могла	1	1
752	и когда	2	1
753	для данного	2	1
754	но только	5	1
755	быть как	1	1
756	когда оно	2	1
757	сами в	1	1
758	иметь в	1	1
759	сомнению что	1	1
760	но дело	2	1
761	не следует	6	1
762	себя вне	1	1
763	что такая	1	1
764	что ее	1	1
765	из нас	1	1
766	что отдельные	1	1
767	он есть	3	1
768	что когда	3	1
769	этих случаях	2	1
770	ведь на	1	1
771	в семье	1	1
772	этих целей	1	1
773	работу по	1	1
774	с понятием	1	1
775	свою очередь	4	1
776	ином виде	1	1
777	должны были	1	1
778	это единственная	1	1
779	в какое-то	1	1
780	бы против	1	1
781	недавнего времени	1	1
782	идет о	3	1
783	всего этого	1	1
784	а вы	1	1
785	могла бы	2	1
786	жизни данного	1	1
787	в данной	1	1
788	с другой	14	1
789	это же	1	1
790	вступила в	1	1
791	с большой	2	1
792	заслуживает осуждения	1	1
793	как мы	2	1
794	претендовать на	1	1
795	к ним	2	1
796	критически к	1	1
797	тот или	1	1
798	явление в	1	1
799	без всякого	2	1
800	нет и	1	1
801	а скорее	1	1
802	а самый	1	1
803	являются лишь	1	1
804	то дело	1	1
805	политические и	1	1
806	одного из	1	1
807	вкусов и	1	1
808	ее не	1	1
809	в сфере	3	1
810	удовлетворить не	1	1
811	у всех	1	1
812	если мы	5	1
813	та или	1	1
814	что среди	1	1
815	крайней мере	11	1
816	этих последних	1	1
817	мог бы	1	1
818	и никакого	1	1
819	могут быть	5	1
820	к коллективному	1	1
821	мечтать о	1	1
822	с большим	4	1
823	одного и	2	1
824	убедимся что	1	1
825	формы в	2	1
826	именно так	2	1
827	и все	4	1
828	просто в	1	1
829	до конца	3	1
830	сущности и	1	1
831	к которому	3	1
832	должны быть	4	1
833	он принадлежит	1	1
834	заключающим в	1	1
835	не знаем	1	1
836	в каждый	1	1
837	с которым	1	1
838	в зависимости	7	1
839	том основании	1	1
840	образом в	3	1
841	столь же	2	1
842	к соглашению	1	1
843	не умеет	1	1
844	в общем	4	1
845	на этот	4	1
846	он может	1	1
847	что о	1	1
848	чтобы все	1	1
849	исходит из	2	1
850	менее полное	1	1
851	такой же	1	1
852	том виде	1	1
853	свидетельствуют о	2	1
854	но вряд	1	1
855	чаще всего	2	1
856	осуществление этих	1	1
857	именно с	3	1
858	когда эти	1	1
859	выражение в	4	1
860	то легко	1	1
861	всего приходится	1	1
862	от них	1	1
863	или больше	1	1
864	на место	1	1
865	к этому	4	1
866	тех или	1	1
867	в противном	2	1
868	оказывается что	1	1
869	что наша	2	1
870	случаев это	1	1
871	для достижения	1	1
872	же это	2	1
873	для которых	2	1
874	происходит при	1	1
875	что вся	2	1
876	может и	2	1
877	для чего	1	1
878	к своей	1	1
879	точно также	2	1
880	а главное	3	1
881	от степени	1	1
882	к ее	1	1
883	поскольку она	1	1
884	того же	6	1
885	в самой	6	1
886	движения и	1	1
887	не будучи	1	1
888	в лице	1	1
889	для образования	1	1
890	был в	2	1
891	что на	2	1
892	в известной	1	1
893	если возможно	1	1
894	есть не	2	1
895	иное как	3	1
896	никак не	5	1
897	прямо в	1	1
898	с подобным	1	1
899	и ничего	1	1
900	любви и	1	1
