N	3gram	Bakhtin_Pr	Problema
86	что в нем	1	5
87	же как и	3	5
88	потому что они	2	5
89	друг от друга	2	4
90	как мы уже	2	4
91	том числе и	1	4
92	они вовсе не	1	4
93	но все же	3	4
94	то есть по	1	4
95	то ни стало	1	4
96	в том чтобы	1	4
97	этой точки зрения	3	4
98	все же не	1	4
99	не было бы	1	4
100	слова то есть	1	4
101	и в своей	1	4
102	в себе все	2	4
103	и независимо от	1	4
104	во что бы	1	4
105	то есть только	2	4
106	на первом плане	1	4
107	именно потому что	3	4
108	уже с самого	1	4
109	и во всяком	1	4
110	равно как и	1	4
111	не потому что	3	4
112	что бы то	1	4
113	как мы видели	3	4
114	подобно тому как	5	4
115	можно даже сказать	1	4
116	есть то что	1	4
117	во всех этих	1	4
118	всяком случае не	1	4
119	в новое время	1	4
120	друг к другу	4	4
121	это не значит	3	3
122	то что он	1	3
123	что в данном	1	3
124	потому что она	3	3
125	уже тем самым	1	3
126	можно найти и	1	3
127	в отличие от	3	3
128	и того же	1	3
129	к тому что	1	3
130	но это не	3	3
131	здесь вовсе не	1	3
132	в чем же	1	3
133	об этом мы	1	3
134	несмотря на свою	1	3
135	тем что он	1	3
136	что может быть	2	3
137	жизни и в	1	3
138	что и в	1	3
139	с этой точки	1	3
140	по сравнению с	2	3
141	или может быть	1	3
142	и есть то	1	3
143	одного и того	1	3
144	а есть только	2	3
145	как мы сказали	2	3
146	и в то	3	3
147	ничего не знает	1	3
148	и никогда не	1	3
149	как нам кажется	2	3
150	в известном смысле	1	3
151	тому что в	1	3
152	в русской литературе	2	3
153	ничем не отличается	1	3
154	в каком смысле	1	3
155	говорить о том	1	3
156	то есть с	2	3
157	далеко не все	1	3
158	но в то	5	3
159	или лучше сказать	1	3
160	том что это	1	2
161	точка зрения на	2	2
162	по отношению к	17	2
163	а не так	1	2
164	один из них	1	2
165	если же мы	1	2
166	как и его	1	2
167	прав в том	1	2
168	никогда не является	1	2
169	то что обычно	1	2
170	таким образом уже	2	2
171	а в том	1	2
172	не совпадает с	2	2
173	сказать что в	1	2
174	что оно есть	1	2
175	но несмотря на	1	2
176	между тем как	4	2
177	но только в	1	2
178	можно говорить о	1	2
179	потому что не	2	2
180	потому что именно	1	2
181	то есть если	1	2
182	в братьях карамазовых	3	2
183	это не так	1	2
184	но и не	2	2
185	с самим собою	2	2
186	таким образом в	2	2
187	в этих условиях	1	2
188	конце концов как	1	2
189	то есть вполне	1	2
190	крайней мере для	1	2
191	мы не можем	1	2
192	ни одна из	1	2
193	и это не	3	2
194	во всей его	2	2
195	как и у	1	2
196	и что в	1	2
197	в нем только	1	2
198	сам он не	1	2
199	выходит за пределы	2	2
200	конце концов не	1	2
201	себе и в	1	2
202	является одним из	2	2
203	к учению о	1	2
204	нам кажется что	2	2
205	может быть это	1	2
206	и художественный образ	1	2
207	а не только	2	2
208	о котором мы	1	2
209	в себе в	1	2
210	мы имеем в	2	2
211	в каждом из	2	2
212	кто иной как	1	2
213	в которой они	1	2
214	не отличается от	1	2
215	как бы оно	1	2
216	перед нами в	3	2
217	слова а в	1	2
218	не относится к	1	2
219	то же что	3	2
220	то перед нами	2	2
221	что все эти	1	2
222	ни один из	1	2
223	а потому что	1	2
224	из них не	1	2
225	и весь мир	1	2
226	и в логике	1	2
227	но уже не	1	2
228	перед нами не	1	2
229	что он есть	3	2
230	и в том	2	2
231	и не может	3	2
232	то есть мы	1	2
233	но не всякий	1	2
234	никогда не может	1	2
235	в том и	2	2
236	он должен быть	1	2
237	даже сказать что	1	2
238	не может нас	1	2
239	а вместе с	1	2
240	не кто иной	1	2
241	что в результате	1	2
242	и на его	1	2
243	как и для	1	2
244	человека но не	2	2
245	а следовательно и	1	2
246	в нем и	2	2
247	это не только	1	2
248	и той же	1	2
249	выходить за пределы	1	2
250	перестали бы быть	1	2
251	он может быть	2	2
252	но для нас	1	2
253	не тем что	1	2
254	в этом произведении	1	2
255	одной и той	1	2
256	и притом в	1	2
257	чего нет в	1	2
258	по себе как	1	2
259	по себе является	1	2
260	по себе она	1	2
261	но тем не	1	2
262	жизни в ее	1	2
263	самой по себе	1	2
264	и в самом	1	2
265	в предисловии к	1	2
266	и не только	1	2
267	в себе и	1	2
268	и следовательно в	1	2
269	уже не как	2	2
270	но с другой	2	2
271	за пределы данного	1	1
272	до самого последнего	1	1
273	в том чем	1	1
274	на совсем другой	1	1
275	что весь этот	1	1
276	и как можно	1	1
277	что она не	3	1
278	есть по нашей	1	1
279	что в мире	2	1
280	преступлении и наказании	2	1
281	вполне понятно что	1	1
282	а только для	1	1
283	в большинстве случаев	3	1
284	же это за	1	1
285	новое отношение к	1	1
286	так что оно	1	1
287	из тех кто	1	1
288	себя самого и	1	1
289	своей книге о	1	1
290	мере в какой	1	1
291	но все они	1	1
292	не под силу	1	1
293	является он сам	1	1
294	всего что он	1	1
295	в самой действительности	2	1
296	не то чем	1	1
297	смысле слова это	1	1
298	относится к области	1	1
299	как впрочем и	1	1
300	совсем другой вопрос	1	1
301	то чем является	1	1
302	должно не только	1	1
303	в своей статье	1	1
304	точки зрения которого	1	1
305	но и он	1	1
306	и остался бы	1	1
307	на борьбу с	1	1
308	в романах достоевского	11	1
309	к другу и	1	1
310	сознания то есть	1	1
311	но не только	2	1
312	той линии развития	1	1
313	именно в этой	1	1
314	и уже тем	1	1
315	вновь и вновь	1	1
316	и не столь	1	1
317	сохранить за собой	1	1
318	и по природе	1	1
319	для нас с	1	1
320	художественно уже не	1	1
321	того что в	1	1
322	смысле этого слова	2	1
323	уже в самом	1	1
324	он хотел бы	1	1
325	себе еще не	2	1
326	то есть о	1	1
327	и в своих	1	1
328	в каждом отдельном	1	1
329	при этом условии	1	1
330	не существовало бы	1	1
331	и превращается в	1	1
332	они уже не	4	1
333	в художественном отношении	1	1
334	из которых ни	1	1
335	на этот вопрос	1	1
336	в ней не	1	1
337	это слово в	1	1
338	и не понимает	1	1
339	в первой главе	1	1
340	с которым она	1	1
341	преступление и наказание	2	1
342	что это не	1	1
343	конце концов так	1	1
344	что романы достоевского	1	1
345	не входит в	3	1
346	деле это не	1	1
347	тем то есть	1	1
348	и делает его	1	1
349	бы оно ни	1	1
350	таким образом и	1	1
351	в его целом	8	1
352	как он его	1	1
353	и входит в	2	1
354	для себя самого	2	1
355	в той же	3	1
356	по нашей терминологии	1	1
357	не знает о	1	1
358	того что он	1	1
359	достоевский прежде всего	4	1
360	мы говорили в	1	1
361	в этих словах	1	1
362	на задний план	1	1
363	и могут быть	1	1
364	как таковой и	1	1
365	было как раз	1	1
366	по существу своему	1	1
367	в логике и	1	1
368	гораздо более широкое	1	1
369	жизни при помощи	1	1
370	здесь конечно не	3	1
371	и в дальнейшем	1	1
372	в одно время	1	1
373	в своей книге	2	1
374	было бы сказать	1	1
375	которые могли бы	1	1
376	в своей работе	1	1
377	как и сам	1	1
378	может быть в	1	1
379	может быть лишь	1	1
380	прямые и непосредственные	1	1
381	как один из	1	1
382	точки зрения их	1	1
383	для них не	1	1
384	может найти в	1	1
385	в этом диалоге	2	1
386	братьях карамазовых в	1	1
387	в свернутом виде	1	1
388	может претендовать на	1	1
389	человека а следовательно	1	1
390	зависит от того	1	1
391	но при условии	1	1
392	литературе и в	1	1
393	никогда не говорил	1	1
394	и с любым	1	1
395	в самой структуре	2	1
396	способность как бы	1	1
397	герой нашего времени	1	1
398	да и не	1	1
399	себе она не	1	1
400	художественного произведения и	1	1
401	тут не может	1	1
402	почти во всех	1	1
403	идеи то есть	1	1
404	не была бы	1	1
405	эту идею в	1	1
406	этом отношении не	1	1
407	мы бы сказали	1	1
408	единое и цельное	1	1
409	как бы ни	1	1
410	ведь если бы	1	1
411	пространства и времени	1	1
412	и поскольку он	1	1
413	жизнь и смерть	1	1
414	с сообщением о	1	1
415	теми же самыми	1	1
416	и в той	1	1
417	но именно в	1	1
418	тем самым в	1	1
419	у него нет	1	1
420	тем или иным	1	1
421	и соответствующие им	1	1
422	ни в одном	1	1
423	не менее и	1	1
424	как человек и	1	1
425	и не подозревает	1	1
426	имеет значение только	1	1
427	зрения на него	2	1
428	нет ни одного	2	1
429	при помощи этой	1	1
430	все это в	1	1
431	степени так и	1	1
432	так всегда и	1	1
433	это прежде всего	1	1
434	прежде всего в	1	1
435	ведь то что	1	1
436	с ним или	1	1
437	от человека от	1	1
438	в самом начале	3	1
439	у него есть	1	1
440	в художественной литературе	1	1
441	своих героев и	1	1
442	здесь нет никакого	1	1
443	том что все	2	1
444	что же это	1	1
445	привело бы к	1	1
446	а не к	1	1
447	прямо сказать что	1	1
448	до известной степени	1	1
449	даже если мы	1	1
450	в одном из	3	1
451	почти никогда не	2	1
452	только в условиях	1	1
453	и нисколько не	1	1
454	этого слова можно	1	1
455	которой можно было	1	1
456	и не служит	2	1
457	можно прямо сказать	1	1
458	и со стороны	1	1
459	в жизни и	1	1
460	он не может	2	1
461	что все это	1	1
462	сразу и одновременно	1	1
463	зависимости от своего	1	1
464	не так как	1	1
465	не в том	1	1
466	тот же самый	1	1
467	есть только в	1	1
468	в свете формулированного	1	1
469	достоевского не только	2	1
470	логике и в	1	1
471	но для того	1	1
472	человека от его	1	1
473	в первом случае	1	1
474	мы можем сказать	2	1
475	жизни и все	1	1
476	он говорит сам	1	1
477	его к тому	1	1
478	том что мы	1	1
479	тем что оно	1	1
480	другой и в	1	1
481	другой стороны и	1	1
482	но и с	1	1
483	в них есть	1	1
484	вмещается в пределы	1	1
485	у достоевского не	3	1
486	человеческой жизни вообще	1	1
487	что они не	1	1
488	как бы и	1	1
489	из этих работ	1	1
490	необходимо заметить что	1	1
491	не могут быть	1	1
492	на котором мы	1	1
493	мы видим и	1	1
494	по себе не	1	1
495	друг друга но	2	1
496	у него не	1	1
497	то есть без	1	1
498	ни в какие	1	1
499	это как и	1	1
500	тот же предмет	1	1
501	и по существу	1	1
502	точки зрения на	2	1
503	то же время	10	1
504	то и здесь	1	1
505	является как раз	1	1
506	что у него	1	1
507	кроме того он	1	1
508	он все же	1	1
509	тоже не может	1	1
510	быть прежде всего	1	1
511	раз и навсегда	2	1
512	в художественном произведении	1	1
513	в определенном направлении	1	1
514	то что было	3	1
515	этом как раз	1	1
516	может показаться что	1	1
517	вовсе не как	1	1
518	к нему и	2	1
519	друг друга и	2	1
520	таким образом мы	1	1
521	но он не	2	1
522	смысле как мы	1	1
523	подчеркнуть что в	1	1
524	момент художественного произведения	1	1
525	котором мы говорили	1	1
526	потому что у	3	1
527	тогда когда все	1	1
528	обычном смысле слова	1	1
529	утверждения или отрицания	1	1
530	он не только	2	1
531	а есть а	1	1
532	сказать что и	1	1
533	во всех проявлениях	1	1
534	смысле то есть	1	1
535	оно ни было	1	1
536	выйти за пределы	1	1
537	он остается в	2	1
538	обе эти идеи	1	1
539	в конце своей	1	1
540	какой бы то	1	1
541	этой действительности так	1	1
542	конечно не в	1	1
543	что для меня	1	1
544	а в то	2	1
545	весь этот мир	1	1
546	со всеми ее	1	1
547	всей жизни в	1	1
548	не будет и	1	1
549	но в них	1	1
550	но даже в	1	1
551	в самой жизни	1	1
552	во всем этом	1	1
553	она является принципом	1	1
554	себе самом и	4	1
555	он прежде всего	1	1
556	за их пределы	1	1
557	бы ни были	1	1
558	то есть они	3	1
559	по себе еще	2	1
560	нет и в	1	1
561	уже в первом	2	1
562	в его содержании	1	1
563	к той же	1	1
564	или иной идеи	1	1
565	правды и в	1	1
566	в обычном смысле	2	1
567	по себе взятые	1	1
568	ушли в прошлое	1	1
569	то что для	1	1
570	значимости то есть	1	1
571	все в нем	2	1
572	остается в пределах	1	1
573	которая как раз	1	1
574	как он сам	2	1
575	к другой точке	1	1
576	то что я	2	1
577	он говорит о	1	1
578	свете формулированного нами	1	1
579	выход за пределы	1	1
580	по нашему мнению	3	1
581	было бы никакого	1	1
582	будет ли она	1	1
583	в преступлении и	2	1
584	для литературоведа и	1	1
585	этом смысле он	1	1
586	а не о	2	1
