N	2gram	Vinokur_St	Komedia
325	который в	1	5
326	от них	1	5
327	тем же	3	5
328	себя в	1	5
329	ни малейшего	1	5
330	никогда не	7	5
331	представить себе	1	5
332	еще больше	1	5
333	в ее	6	5
334	отрывок из	1	5
335	чем в	3	5
336	но он	5	5
337	одним из	2	5
338	можно судить	1	5
339	также в	2	5
340	одном из	4	5
341	между собой	1	5
342	что их	1	5
343	в каждом	3	5
344	т д	25	5
345	в развитии	2	5
346	на долю	1	5
347	не могла	2	5
348	ни одной	2	5
349	в первой	12	5
350	и от	2	5
351	в ответ	1	5
352	каждого из	3	5
353	не так	2	5
354	представление о	5	5
355	известно что	2	5
356	iv и	1	5
357	что это	5	5
358	здесь нет	1	5
359	из того	2	5
360	за пределы	2	5
361	обращается к	1	5
362	ему и	1	5
363	том как	4	5
364	конечно не	2	5
365	у меня	3	5
366	и теперь	2	5
367	только один	1	5
368	в обоих	2	5
369	той же	5	5
370	что я	3	5
371	в сознании	2	5
372	здесь и	1	5
373	этом отношении	13	5
374	и после	1	5
375	ли ты	1	5
376	это не	8	5
377	мы имеем	2	5
378	он и	1	5
379	по существу	3	5
380	и без	4	5
381	к своему	3	5
382	и я	5	5
383	раз в	4	5
384	ему не	3	5
385	речи о	1	5
386	отказаться от	2	5
387	от того	1	5
388	что из	1	5
389	жизни и	6	5
390	в период	2	5
391	для этого	2	5
392	его современников	2	5
393	что на	3	5
394	в той	9	4
395	каждой из	1	4
396	к числу	3	4
397	в пользу	5	4
398	него в	1	4
399	не столько	6	4
400	собой разумеется	1	4
401	чтобы в	1	4
402	в духе	2	4
403	в построении	1	4
404	например в	8	4
405	видно из	1	4
406	правда в	1	4
407	их в	2	4
408	обоих случаях	2	4
409	по тому	1	4
410	из других	1	4
411	времени в	1	4
412	не всегда	2	4
413	должна была	6	4
414	в политическом	2	4
415	в глаза	1	4
416	в vii	1	4
417	его не	3	4
418	одна из	1	4
419	к этим	1	4
420	он так	1	4
421	ближе к	1	4
422	все его	1	4
423	том чтобы	1	4
424	в обеих	5	4
425	к которому	4	4
426	это обстоятельство	1	4
427	и этим	1	4
428	одно из	3	4
429	это слово	6	4
430	не о	2	4
431	прежде чем	1	4
432	в последних	1	4
433	я не	13	4
434	между ними	1	4
435	же как	5	4
436	выражение в	2	4
437	№ и	1	4
438	современного читателя	2	4
439	для ее	1	4
440	именно потому	1	4
441	и речи	3	4
442	в городе	1	4
443	можно сделать	1	4
444	что эта	5	4
445	один раз	1	4
446	сомневаться в	3	4
447	по своей	2	4
448	как известно	2	4
449	ко времени	2	4
450	и почему	4	4
451	образом в	1	4
452	из этого	1	4
453	не случайно	1	4
454	к сожалению	4	4
455	обвинения в	2	4
456	которые он	1	4
457	был бы	1	4
458	когда в	1	4
459	не на	3	4
460	стороны и	1	4
461	за свое	1	4
462	бы не	2	4
463	сравнению с	1	4
464	что мы	5	4
465	то и	1	4
466	наконец в	2	4
467	по сравнению	1	4
468	в поисках	1	4
469	большей частью	1	4
470	каждый из	1	4
471	что же	6	4
472	и там	1	4
473	ли можно	2	4
474	в трагедии	13	4
475	чуть ли	2	4
476	к началу	1	4
477	по мнению	4	4
478	в более	1	4
479	этой области	5	4
480	хотя в	2	4
481	второй половине	1	4
482	что с	4	4
483	и другие	3	4
484	видеть в	1	4
485	у нас	12	4
486	чем же	1	4
487	в свои	1	4
488	а то	3	4
489	отрицать что	1	4
490	с их	2	4
491	впрочем не	1	4
492	времени и	4	4
493	что ему	2	4
494	по его	5	4
495	или менее	2	4
496	за его	1	4
497	нашего поэта	1	4
498	такой же	6	4
499	мог бы	1	4
500	материал для	6	4
501	е в	3	4
502	и их	3	4
503	пор не	1	4
504	не следует	1	4
505	в пределах	1	4
506	далеко не	1	4
507	чтобы не	1	4
508	в число	1	4
509	которые в	2	4
510	бы он	1	4
511	того времени	8	4
512	в остальном	1	4
513	нуждается в	2	4
514	в основе	4	4
515	от него	1	3
516	всего это	1	3
517	к этой	1	3
518	за исключением	1	3
519	лет спустя	1	3
520	всю свою	1	3
521	за собой	1	3
522	в году	3	3
523	по себе	3	3
524	более или	2	3
525	естественно не	1	3
526	уверен в	1	3
527	если он	1	3
528	похож на	1	3
529	в соответствии	1	3
530	сам же	1	3
531	на мой	1	3
532	было в	2	3
533	видно что	3	3
534	а после	1	3
535	больше не	1	3
536	этой сцены	1	3
537	с ума	1	3
538	только на	1	3
539	на пути	1	3
540	и когда	1	3
541	от своего	2	3
542	ни одного	4	3
543	как на	10	3
544	такую же	1	3
545	соответствии с	1	3
546	в нашем	1	3
547	для понимания	2	3
548	что именно	2	3
549	нет никаких	2	3
550	но там	1	3
551	разумеется что	5	3
552	о ней	1	3
553	были известны	1	3
554	этих двух	4	3
555	после г	1	3
556	время и	1	3
557	оказался в	1	3
558	и за	3	3
559	для своего	2	3
560	спустя после	1	3
561	для них	2	3
562	и притом	1	3
563	в ожидании	1	3
564	отношения к	2	3
565	в таком	4	3
566	обстоятельство что	4	3
567	лет до	2	3
568	от этого	2	3
569	должно было	5	3
570	в эту	3	3
571	не был	1	3
572	трагедии и	1	3
573	а с	6	3
574	того в	1	3
575	мой взгляд	1	3
576	узнав о	1	3
577	в руки	1	3
578	для этой	1	3
579	своего времени	4	3
580	ни одно	1	3
581	не раз	2	3
582	могла бы	1	3
583	нельзя не	3	3
584	он в	1	3
585	не один	1	3
586	его отца	1	3
587	и есть	1	3
588	его за	1	3
589	в какой-то	1	3
590	в один	1	3
591	на рубеже	1	3
592	все известные	1	3
593	к одной	1	3
594	почти не	1	3
595	целого ряда	2	3
596	для себя	3	3
597	представляют собой	1	3
598	каким он	1	3
599	можно сомневаться	1	3
600	и из	1	3
601	сто лет	3	3
602	в действии	1	3
603	о которой	3	3
604	мы в	1	3
605	не могут	2	3
606	если это	3	3
607	быть даже	1	3
608	судить по	3	3
609	времени не	5	3
610	по собственному	1	3
611	как о	2	3
612	с ними	1	3
613	меньшей мере	3	3
614	связанные с	3	3
615	друг от	1	3
616	его и	1	3
617	в хронологическом	1	3
618	совершенно не	7	3
619	и более	4	3
620	под видом	1	3
621	чем на	1	3
622	и и	2	3
623	в город	1	3
624	и уже	3	3
625	чем не	2	3
626	не совсем	1	3
627	на две	1	3
628	если мы	1	3
629	ответа на	2	3
630	только при	1	3
631	том же	3	3
632	по меньшей	3	3
633	казалось бы	1	3
634	могли быть	1	3
635	положение вещей	1	3
636	как к	3	3
637	которым он	1	3
638	нет ни	3	3
639	трагедии в	3	3
640	бы на	1	3
641	с просьбой	1	3
642	не являются	3	3
643	такое же	2	3
644	мы находим	4	3
645	в виде	3	3
646	от друга	1	3
647	власть в	1	3
648	с той	3	3
649	и вовсе	1	3
650	является не	4	3
651	на все	2	3
652	высшей степени	1	3
653	сюжетной ситуации	1	3
654	нисколько не	3	3
655	в каждой	1	3
656	политическом отношении	2	3
657	должен быть	3	3
658	и таким	1	3
659	в одной	3	3
660	на них	2	3
661	и потому	3	3
662	сам не	1	3
663	в разной	1	3
664	а к	2	3
665	а как	5	3
666	она не	3	3
667	так называемой	2	3
668	но при	1	3
669	но столь	2	3
670	то обстоятельство	3	3
671	не с	1	3
672	конечно в	1	3
673	можно найти	3	3
674	числе и	2	3
675	иначе в	2	3
676	они не	2	3
677	будто бы	4	3
678	и самого	1	3
679	над его	1	3
680	в высшей	1	3
681	же можно	1	3
682	по этому	5	3
683	в голову	2	3
684	право на	1	3
685	только после	1	3
686	это в	4	3
687	ли в	3	3
688	в эпоху	3	3
689	в так	1	3
690	если она	1	3
691	он с	1	3
692	в лице	1	3
693	вплоть до	6	3
694	не к	2	3
695	с которыми	3	2
696	богатого и	2	2
697	в настоящем	1	2
698	не считает	1	2
699	еще раз	1	2
700	и очень	5	2
701	на эти	7	2
702	же и	4	2
703	находясь в	1	2
704	лет назад	2	2
705	более что	2	2
706	с сюжетом	1	2
707	которым они	1	2
708	говорит о	5	2
709	те же	1	2
710	не как	2	2
711	этот счет	1	2
712	намека на	1	2
713	точно так	2	2
714	одному из	1	2
715	остановиться на	1	2
716	не находит	1	2
717	связь с	1	2
718	на которых	1	2
719	жизнь в	1	2
720	каким образом	1	2
721	зрения на	1	2
722	превращается в	2	2
723	принадлежат к	1	2
724	меня в	2	2
725	работы в	3	2
726	в многочисленных	1	2
727	и те	4	2
728	прошлого века	1	2
729	почти все	2	2
730	в форму	1	2
731	перед собой	2	2
732	себе отчет	1	2
733	обращение к	1	2
734	е из	1	2
735	такие случаи	2	2
736	не могли	1	2
737	можно считать	2	2
738	следовало бы	2	2
739	по тем	1	2
740	которой он	1	2
741	отсюда и	1	2
742	указания на	1	2
743	не должен	2	2
744	почти за	1	2
745	вопроса об	1	2
746	но они	3	2
747	для которого	1	2
748	не вполне	1	2
749	второй половины	1	2
750	сцены в	2	2
751	я думаю	11	2
752	доступ на	1	2
753	без всякого	2	2
754	него не	1	2
755	для всей	1	2
756	они должны	1	2
757	в основу	5	2
758	думаю что	6	2
759	что все	3	2
760	в зависимости	2	2
761	были в	1	2
762	от себя	1	2
763	случае в	4	2
764	два стиха	1	2
765	то в	3	2
766	ссылки в	1	2
767	можно предполагать	1	2
768	именно об	1	2
769	так я	1	2
770	но еще	1	2
771	с тех	1	2
772	к выводу	1	2
773	каждом из	1	2
774	стиха в	3	2
775	как можно	2	2
776	г а	1	2
777	отклик на	1	2
778	отношения между	1	2
779	не была	2	2
780	как по	1	2
781	и можно	2	2
782	сказал что	1	2
783	очевидно что	1	2
784	судить о	1	2
785	совсем в	1	2
786	указывает что	1	2
787	и занятия	1	2
788	между прочим	10	2
789	действующим лицам	1	2
790	его жизни	3	2
791	слово в	1	2
792	же касается	3	2
793	в первые	1	2
794	к вопросу	1	2
795	точек зрения	1	2
796	не иначе	1	2
797	пребывания в	3	2
798	со всей	1	2
799	его появления	1	2
800	в уста	3	2
801	сцену в	1	2
802	это были	3	2
803	пор в	1	2
804	однако и	2	2
805	в лучшем	1	2
806	эти слова	1	2
807	ту же	1	2
808	совсем не	3	2
809	к новым	1	2
810	на правах	1	2
811	не испытывал	1	2
812	является его	1	2
813	на свой	2	2
814	на чем	2	2
815	мы стали	1	2
816	на нем	1	2
817	возвращаясь к	1	2
818	и та	1	2
819	и является	1	2
820	время когда	1	2
821	себя на	1	2
822	где в	1	2
823	была не	2	2
824	на стороне	1	2
825	этот вопрос	6	2
826	она была	2	2
827	было сделать	1	2
828	с такими	1	2
829	стр и	5	2
830	для оценки	1	2
831	к первому	2	2
832	общего с	3	2
833	бы его	1	2
834	найти в	1	2
835	но нет	2	2
836	это делает	1	2
837	сохранившемся тексте	1	2
838	основу сюжета	1	2
839	что только	2	2
840	вполне возможно	1	2
841	сомневаться что	1	2
842	в общем	2	2
843	бы ни	3	2
844	которые были	1	2
845	зная о	1	2
846	гораздо более	5	2
847	из этой	2	2
848	наше время	1	2
849	доказывает что	1	2
850	при жизни	2	2
851	не будет	1	2
852	его мнению	1	2
853	них в	1	2
854	его современники	1	2
855	которой не	1	2
856	представлял собой	1	2
857	должна быть	3	2
858	которых мы	1	2
859	с такой	1	2
860	стиха и	1	2
861	и при	1	2
862	и дает	1	2
863	никак не	1	2
864	ему все	1	2
865	нашего времени	1	2
866	в живых	1	2
867	совсем иначе	1	2
868	со всеми	2	2
869	однако что	1	2
870	г где	1	2
871	с целью	1	2
872	предполагать что	1	2
873	не считать	1	2
874	этом смысле	2	2
875	и такая	1	2
876	не означает	1	2
877	и так	3	2
878	себя и	1	2
879	уважение к	1	2
880	о котором	2	2
881	именно поэтому	2	2
882	в известном	3	2
883	следующие слова	2	2
884	нет в	1	2
885	к другому	1	2
886	внимание что	1	2
887	перед нами	1	2
888	тоже по	1	2
889	в стихе	1	2
890	тем у	2	2
891	действия но	1	2
892	это дело	3	2
893	т а	1	2
894	что наши	1	2
895	он еще	1	2
896	первой из	1	2
897	не дал	1	2
898	это только	1	2
899	быть не	2	2
900	котором он	2	2
901	а может	1	2
902	зависимости от	2	2
903	хотя это	2	2
904	именно на	1	2
905	что лучше	1	2
906	в которую	2	2
907	отношении к	3	2
908	и до	2	2
909	в каком	4	2
910	как например	2	2
911	связанных с	1	2
912	всех трех	2	2
913	таким путем	2	2
914	что здесь	2	2
915	обвинение в	2	2
916	обычно не	1	2
917	во втором	5	2
918	в №	3	2
919	здесь не	1	2
920	в свой	2	2
921	скрыть от	1	2
922	в рукописи	6	2
923	только с	4	2
924	по отдельным	1	2
925	у них	1	2
926	но это	9	2
927	только потому	2	2
928	свое мнение	2	2
929	в ту	1	2
930	это человек	4	2
931	об их	1	2
932	этом случае	3	2
933	одних и	1	2
934	в свое	3	2
935	всегда можно	1	2
936	№ в	1	2
937	это был	3	2
938	малейшего намека	1	2
939	нас не	3	2
940	лиц и	1	2
941	ее из	1	2
942	еще и	5	2
943	от которого	2	2
944	для него	10	2
945	не для	3	2
946	того что	14	2
947	о нем	1	2
948	ее в	2	2
949	где он	2	2
950	в полном	1	2
951	бы и	4	2
952	это предположение	1	2
953	была бы	10	2
954	этого рода	2	2
955	пока в	1	2
956	от всех	1	2
957	чтобы я	1	2
958	из рук	1	2
959	двадцатых годов	2	2
960	полное право	3	2
961	это еще	1	2
962	места в	3	2
963	гораздо ближе	1	2
964	не похож	1	2
965	как она	1	2
966	свидетельствуют о	2	2
967	случаях когда	1	2
968	все эти	7	2
969	при таком	2	2
970	в еще	1	2
971	причем и	1	2
972	к середине	1	2
973	что тот	2	2
974	при его	3	2
975	в сцене	7	2
976	особенно в	2	2
977	встречаем в	1	2
978	не все	3	2
979	мере в	3	2
980	в форме	2	2
981	не виноват	2	2
982	чтобы сделать	2	2
983	на свете	1	2
984	что эти	1	2
985	к одному	1	2
986	еще до	4	2
987	с критикой	1	2
988	их точки	1	2
989	и тех	1	2
990	и снова	1	2
991	и только	3	2
992	г №	1	2
993	не надо	2	2
994	что вы	1	2
995	усомниться в	1	2
996	трудно было	1	2
997	характера в	1	2
998	дело не	4	2
999	слова с	1	2
1000	не знаю	2	2
1001	то ее	1	2
1002	жалоб на	1	2
1003	это была	1	2
1004	было еще	1	2
1005	с ней	1	2
1006	тем самым	2	2
1007	как не	1	2
1008	с кем	1	2
1009	молодой женщины	3	2
1010	бы по	1	2
1011	скорее наоборот	1	2
1012	могло быть	3	2
1013	вызвать у	1	2
1014	по изд	9	2
1015	во времена	4	2
1016	в случае	2	2
1017	мы располагаем	1	2
1018	г как	2	2
1019	ни был	1	2
1020	сам а	1	2
1021	и богатая	1	1
1022	еще несколько	2	1
1023	этот тезис	1	1
1024	они являются	1	1
1025	момент на	1	1
1026	полного доверия	1	1
1027	одной точки	1	1
1028	осенью г	2	1
1029	является в	1	1
1030	им было	1	1
1031	спора и	1	1
1032	несомненно что	1	1
1033	нет здесь	1	1
1034	которая была	3	1
1035	можно говорить	1	1
1036	многое в	1	1
1037	всё же	4	1
1038	выводу что	1	1
1039	в момент	1	1
1040	не отдавать	1	1
1041	этому требованию	1	1
1042	вывод из	1	1
1043	которые не	3	1
1044	с толку	1	1
1045	в печати	8	1
1046	текстов в	1	1
1047	всех случаях	1	1
1048	том чем	1	1
1049	приводит в	2	1
1050	в применении	3	1
1051	сомнений что	1	1
1052	из iii	1	1
1053	нее в	1	1
1054	малейшего желания	1	1
1055	в разных	1	1
1056	многочисленных высказываниях	1	1
1057	родовой аристократией	1	1
1058	воспоминания о	1	1
1059	или нет	1	1
1060	кроме того	3	1
1061	в биографии	2	1
1062	в некоторых	3	1
1063	и ему	2	1
1064	по праву	1	1
1065	и говорить	1	1
1066	что человек	1	1
1067	время не	1	1
1068	несколько в	1	1
1069	народ и	1	1
1070	бы найти	1	1
1071	с жизнью	1	1
1072	ссылкой на	1	1
1073	впрочем это	1	1
1074	внешней формы	1	1
1075	которой все	1	1
1076	разговора с	1	1
1077	научная литература	1	1
1078	же вполне	1	1
1079	в борьбе	1	1
1080	он имеет	1	1
1081	дело обстояло	1	1
1082	вот что	3	1
1083	оригинале это	1	1
1084	о мире	2	1
1085	мне кажется	7	1
1086	им по	1	1
1087	но вполне	1	1
1088	среди множества	1	1
1089	его товарищами	1	1
1090	мысль о	2	1
1091	в сохранившихся	1	1
1092	но нельзя	1	1
1093	впечатлении которое	1	1
1094	его произведений	1	1
1095	печатное издание	1	1
1096	года в	3	1
1097	и достигли	1	1
1098	уже на	1	1
1099	не составляют	1	1
1100	народа это	1	1
1101	из лучших	1	1
1102	аналогий с	1	1
1103	более тяжелые	1	1
1104	также целый	1	1
1105	том каким	1	1
1106	в числе	4	1
1107	и другим	1	1
1108	как более	2	1
1109	стороны в	2	1
1110	я могу	1	1
1111	неизвестно кем	2	1
1112	уже выше	2	1
1113	кстати сказать	2	1
1114	образа мыслей	1	1
1115	самого и	2	1
1116	в последнем	1	1
1117	в главном	1	1
1118	а именно	3	1
1119	драмы в	1	1
1120	кем и	2	1
1121	в одно	1	1
1122	на эту	5	1
1123	но очень	1	1
1124	кого не	1	1
1125	узнать что	1	1
1126	но у	1	1
1127	отличается от	2	1
1128	об успехе	1	1
1129	мало того	1	1
1130	для публики	2	1
1131	не его	1	1
1132	когда приходится	1	1
1133	и стал	1	1
1134	так например	12	1
1135	только теперь	1	1
1136	его друзья	2	1
1137	которому не	1	1
1138	а что	1	1
1139	время с	1	1
1140	понять как	1	1
1141	одно время	1	1
1142	действительности в	1	1
1143	является их	1	1
1144	и грубой	1	1
1145	ответить на	1	1
1146	выступление против	1	1
1147	на человека	1	1
1148	в данном	16	1
1149	себя да	1	1
1150	и успехом	1	1
1151	я ни	1	1
1152	текстами самого	1	1
1153	на ужасную	1	1
1154	и такие	2	1
1155	знал что	1	1
1156	бы отрицать	1	1
1157	какая из	1	1
1158	применении к	3	1
1159	всегда совпадает	1	1
1160	что мне	1	1
1161	текста это	1	1
1162	положении в	1	1
1163	в новом	4	1
1164	даже и	2	1
1165	своего пребывания	1	1
1166	уйти от	1	1
1167	этого последнего	1	1
1168	кажется в	2	1
1169	входит в	1	1
1170	до него	3	1
1171	был тот	1	1
1172	но даже	1	1
1173	но этот	1	1
1174	ii и	2	1
1175	главная его	1	1
1176	и своим	1	1
1177	и другой	1	1
1178	не признать	1	1
1179	которыми он	3	1
1180	героя в	1	1
1181	риск и	1	1
1182	имея в	1	1
1183	что вся	1	1
1184	часто дает	1	1
1185	особое место	1	1
1186	которым в	1	1
1187	о них	3	1
1188	борьбе с	1	1
1189	ну а	1	1
1190	близкое к	1	1
1191	предисловии к	2	1
1192	и монолог	1	1
1193	а между	2	1
1194	и была	2	1
1195	приходит на	1	1
1196	говорит что	4	1
1197	можно спорить	1	1
1198	значительной степени	3	1
1199	сил в	1	1
1200	на своего	1	1
1201	в театральном	2	1
1202	отметить что	4	1
1203	без труда	1	1
1204	чтобы показать	1	1
1205	г была	2	1
1206	слышится в	1	1
1207	убедиться в	2	1
1208	мере не	1	1
1209	всегда и	1	1
1210	отчет в	1	1
1211	у своего	1	1
1212	слов о	1	1
1213	восходящих к	1	1
1214	недаром в	1	1
1215	казалось что	1	1
1216	были поэтому	1	1
1217	настоящее время	2	1
1218	с именем	2	1
1219	навлечь на	1	1
1220	с текстом	1	1
1221	своего образа	1	1
1222	заметить что	1	1
1223	реагировать на	1	1
1224	она ни	1	1
1225	мечтать о	1	1
1226	именно так	1	1
1227	за него	2	1
1228	построении образов	1	1
1229	объяснение в	1	1
1230	эти вопросы	3	1
1231	с этими	1	1
1232	тезис в	1	1
1233	шесть лет	2	1
1234	без того	1	1
1235	и отдельные	1	1
1236	не умеет	1	1
1237	это что	1	1
1238	тот что	1	1
1239	в данной	2	1
1240	исходит из	1	1
1241	своих рукописей	1	1
1242	по инициативе	2	1
1243	бы знать	2	1
1244	в текст	1	1
1245	неизвестно чем	1	1
1246	и всякого	1	1
1247	и чувства	1	1
1248	на котором	1	1
1249	слово как	1	1
1250	были бы	2	1
1251	слова дают	1	1
1252	разницей что	1	1
1253	не представляется	1	1
1254	которой в	3	1
1255	не просто	2	1
1256	следует не	1	1
1257	или лучше	2	1
1258	есть также	1	1
1259	ставило перед	1	1
1260	доступ к	1	1
1261	отдавал себе	1	1
1262	и неизвестно	1	1
1263	свое собственное	1	1
1264	землей и	1	1
1265	весь в	1	1
1266	несколько слов	1	1
1267	для начала	1	1
1268	только не	2	1
1269	и совершенно	1	1
1270	плод недоразумения	1	1
1271	той мере	2	1
1272	еще одну	1	1
1273	слова сказанные	1	1
1274	но отдавая	1	1
1275	от его	2	1
1276	что монолог	1	1
1277	вокруг этого	1	1
1278	с трагедией	1	1
1279	с известным	1	1
1280	на том	1	1
1281	он к	1	1
1282	внимание на	5	1
1283	следует сказать	1	1
1284	прием который	1	1
1285	время в	1	1
1286	против его	2	1
1287	быть в	2	1
1288	рифмы не	1	1
1289	отметить еще	1	1
1290	с нею	3	1
1291	имеем дело	2	1
1292	что при	3	1
1293	других источников	1	1
1294	отрывок в	1	1
1295	своего друга	1	1
1296	которого он	1	1
1297	только во	1	1
1298	я нашел	1	1
1299	обратил внимание	1	1
1300	согласно которой	2	1
1301	даже как-то	1	1
1302	голову не	1	1
1303	заглядывали в	1	1
1304	не больше	1	1
1305	в третье	1	1
1306	в третьем	1	1
1307	чем ты	1	1
1308	видит в	1	1
1309	если оно	1	1
1310	свой риск	1	1
1311	нового и	1	1
1312	первая часть	1	1
1313	во всей	1	1
