N	2gram	Losev_Prob	VrazhdaK
285	тот кто	2	1
286	во внимание	2	1
287	в другую	1	1
288	на нее	2	1
289	на свою	1	1
290	не хотят	1	1
291	этой поэмы	1	1
292	что о	1	1
293	еще в	2	1
294	преступление и	1	1
295	о своей	1	1
296	но не	13	1
297	но вот	2	1
298	в ту	1	1
299	в глубине	1	1
300	но для	3	1
301	если это	2	1
302	именно в	5	1
303	о смерти	1	1
304	уже на	3	1
305	жизни и	1	1
306	то время	2	1
307	представление о	6	1
308	в таком	18	1
309	в процессе	1	1
310	порождены известной	1	1
311	гораздо подробнее	1	1
312	пор мы	4	1
313	в жизни	3	1
314	уже давно	7	1
315	считать что	1	1
316	мы получаем	3	1
317	литературе и	4	1
318	но ведь	6	1
319	этого романа	2	1
320	собственных глазах	1	1
321	правда в	3	1
322	ясно что	7	1
323	не знал	5	1
324	как о	4	1
325	равно не	1	1
326	начинается с	1	1
327	имеет никаких	2	1
328	говорить об	2	1
329	этот раз	2	1
330	человек в	1	1
331	себя как	1	1
332	такие же	1	1
333	об отношениях	1	1
334	не принимая	1	1
335	не есть	49	1
336	это время	1	1
337	эта была	1	1
338	нам уже	2	1
339	между прочим	3	1
340	не переставал	1	1
341	как в	5	1
342	оказалось что	3	1
343	следовательно и	3	1
344	роль в	2	1
345	правда не	1	1
346	слова часто	1	1
347	по своему	14	1
348	еще к	1	1
349	как нам	2	1
350	этот вывод	2	1
351	и я	1	1
352	по преимуществу	4	1
353	сразу же	2	1
354	никто не	2	1
355	отличается от	2	1
356	да и	11	1
357	его жизни	1	1
358	по его	3	1
359	достоевский так	1	1
360	который не	1	1
361	ли он	2	1
362	в свете	1	1
363	о котором	4	1
364	не знали	1	1
365	том как	2	1
366	в условиях	2	1
367	это было	3	1
368	пока не	3	1
369	мы считаем	3	1
370	возникает вопрос	1	1
371	не имеет	8	1
372	ничего общего	14	1
373	но мы	3	1
374	хуже чем	1	1
375	тем не	25	1
376	ведь не	1	1
377	что пишет	2	1
378	раз и	13	1
379	под влиянием	1	1
380	сих пор	6	1
381	и вообще	13	1
382	гораздо больше	2	1
383	встрече с	1	1
384	в записках	1	1
385	и относительной	1	1
386	не был	4	1
387	тут нет	1	1
388	для правильного	1	1
389	с первого	2	1
390	ему не	1	1
391	нашему мнению	1	1
392	и образ	1	1
393	первый взгляд	2	1
394	с этим	7	1
395	еще один	1	1
396	во всех	9	1
397	а поскольку	1	1
398	человека к	1	1
399	это опять	3	1
400	сам же	1	1
401	во всяком	18	1
402	образ петра	1	1
403	только от	2	1
404	в стиле	1	1
405	полтаве пушкина	1	1
406	было не	1	1
407	знаком и	8	1
408	то он	3	1
409	выражение в	1	1
410	во все	1	1
411	первый план	3	1
412	в мысли	2	1
413	мыслей и	1	1
414	что этот	2	1
415	не хуже	1	1
416	которой он	4	1
417	несомненно в	1	1
418	ли это	2	1
419	свое место	2	1
420	имеется в	1	1
421	встречался с	1	1
422	молодой человек	1	1
423	образа петра	1	1
424	тотчас же	3	1
425	совпадает с	2	1
426	это за	2	1
427	но при	2	1
428	и всего	1	1
429	может идти	1	1
430	говорить не	1	1
431	потому что	24	1
432	гораздо хуже	1	1
433	в комедии	2	1
434	это то	4	1
435	и и	1	1
436	также и	22	1
437	и речи	3	1
438	совсем не	9	1
439	выяснилось что	1	1
440	сложности и	1	1
441	он часто	2	1
442	именно этот	1	1
443	только об	1	1
444	только как	2	1
445	тех пор	4	1
446	он стал	1	1
447	быть и	5	1
448	существуют в	2	1
449	котором уже	1	1
450	в частности	5	1
451	не будет	11	1
452	но зато	3	1
453	нужно было	1	1
454	именно у	1	1
455	и их	4	1
456	говорить о	14	1
457	не с	1	1
458	что эта	2	1
459	одно и	1	1
460	всех этих	11	1
461	хотя в	3	1
462	точно так	7	1
463	как он	4	1
464	и выражение	1	1
465	не могла	1	1
466	этой сцене	1	1
467	людей и	1	1
468	периоды его	1	1
469	доходит до	1	1
470	этом смысле	8	1
471	тем самым	11	1
472	у человека	1	1
473	что ее	1	1
474	вот в	2	1
475	по своей	1	1
476	от того	2	1
477	что из	1	1
478	в каком	7	1
479	каждый из	3	1
480	в москве	2	1
481	без труда	1	1
482	через него	1	1
483	и можно	3	1
484	вне его	1	1
485	указания на	1	1
486	и реальных	1	1
487	безо всякого	1	1
488	с другой	8	1
489	было бы	16	1
490	а тем	3	1
491	это же	1	1
492	всего то	1	1
493	быть прежде	1	1
494	же только	1	1
495	что же	18	1
496	или вообще	6	1
497	с типом	1	1
498	как на	3	1
499	добрые отношения	1	1
500	себя в	1	1
501	у себя	1	1
502	известном смысле	1	1
503	ее не	1	1
504	неожиданности и	1	1
505	однако в	2	1
506	в плане	2	1
507	что для	4	1
508	оба они	1	1
509	по которой	1	1
510	бы его	3	1
511	той же	2	1
512	заключается в	2	1
513	могут быть	2	1
514	мы бы	3	1
515	не сомневался	1	1
516	только по	2	1
517	не имел	2	1
518	до конца	1	1
519	и раньше	1	1
520	это отношение	3	1
521	во многих	4	1
522	отражение и	1	1
523	в полтаве	1	1
524	только при	1	1
525	есть по	6	1
526	конечно гораздо	1	1
527	и от	3	1
528	и есть	7	1
529	роль играет	1	1
530	что иван	2	1
531	во всей	4	1
532	в силу	2	1
533	на этот	3	1
534	по крайней	8	1
535	такой же	1	1
536	из этого	2	1
537	не стоит	2	1
538	ним на	2	1
539	не все	4	1
540	времени а	1	1
541	этом отношении	2	1
542	хотя он	1	1
543	ничуть не	1	1
544	тут же	3	1
545	а следовательно	2	1
546	же это	3	1
547	не имело	1	1
548	всяком случае	11	1
549	конце концов	11	1
550	немалую роль	1	1
551	уже по	2	1
552	независимо от	2	1
553	друг друга	1	1
554	как ему	1	1
555	с ее	1	1
556	из него	1	1
557	же он	1	1
558	бы в	3	1
559	у вас	2	1
560	ее тем	1	1
561	не просто	30	1
562	того же	3	1
563	ни разу	1	1
564	только о	8	1
565	в целом	1	1
566	разные периоды	1	1
567	крайней мере	8	1
568	не должна	1	1
569	едва ли	10	1
570	одного и	2	1
571	и наконец	3	1
572	в известной	2	1
573	ничего не	20	1
574	вплоть до	1	1
575	указанием на	2	1
576	и чувств	1	1
577	и самый	3	1
578	как общее	1	1
579	человека но	2	1
580	к нему	5	1
