N	2gram	Losev_Prob	TeoriaLi
131	произведения искусства	2	4
132	речи и	1	4
133	и что	9	4
134	далеко не	1	4
135	того же	2	4
136	одного и	1	4
137	в стихотворении	2	4
138	с ее	5	4
139	в целом	9	4
140	и ее	7	4
141	и к	9	3
142	во втором	1	3
143	в таком	11	3
144	рассматриваться в	1	3
145	для себя	6	3
146	с этой	3	3
147	искусства это	1	3
148	литературы как	1	3
149	даже в	2	3
150	была бы	2	3
151	для возникновения	1	3
152	о чем	4	3
153	только не	6	3
154	подобно тому	3	3
155	если бы	9	3
156	все эти	14	3
157	а именно	12	3
158	именно в	4	3
159	например в	1	3
160	в жизни	1	3
161	в порядке	3	3
162	сути дела	1	3
163	к его	1	3
164	их в	2	3
165	никто не	5	3
166	тем не	23	3
167	перед нами	8	3
168	виду не	1	3
169	между собой	3	3
170	своей природе	1	3
171	в противоположность	1	3
172	потому что	40	3
173	одной стороны	2	3
174	искусства и	3	3
175	или иных	7	3
176	в одном	4	3
177	не обязательно	4	3
178	имеем в	4	3
179	художественное произведение	9	3
180	мог бы	1	3
181	во всей	3	3
182	не все	1	3
183	от себя	2	3
184	понятие о	2	3
185	из этих	1	3
186	и для	5	3
187	о ней	3	3
188	таким образом	13	3
189	и то	17	3
190	с одной	3	3
191	и вот	1	3
192	том числе	1	3
193	и потому	13	3
194	с точки	9	3
195	ни к	3	3
196	как раз	11	3
197	есть в	6	3
198	прежде всего	13	3
199	все прочие	1	3
200	другими знаками	1	3
201	и притом	7	3
202	связи с	10	3
203	или в	7	3
204	одним из	2	3
205	в контексте	3	3
206	в связи	9	3
207	и как	4	3
208	анна каренина	1	3
209	с художественной	1	3
210	в сторону	1	3
211	вовсе не	62	3
212	той или	22	3
213	во всех	4	3
214	я на	1	3
215	а с	2	3
216	тот или	4	3
217	однако если	3	3
218	тому как	2	3
219	в которой	3	3
220	не будет	3	3
221	не с	1	3
222	нового времени	1	3
223	к области	1	3
224	говоря о	1	3
225	этом смысле	5	3
226	в этой	10	3
227	что можно	1	3
228	и др	1	3
229	человеческой жизни	4	3
230	в узком	2	3
231	столь же	1	3
232	и по	3	3
233	слова как	3	3
234	тех или	10	3
235	отнюдь не	16	3
236	в той	8	2
237	более не	2	2
238	и другие	4	2
239	образом и	2	2
240	для всех	3	2
241	однако с	1	2
242	и здесь	8	2
243	таковы например	1	2
244	и на	4	2
245	если в	1	2
246	рассказ о	1	2
247	жизни а	4	2
248	которая в	1	2
249	в литературной	1	2
250	языкового знака	3	2
251	об искусстве	1	2
252	на второй	1	2
253	строго говоря	1	2
254	жить и	1	2
255	на этом	1	2
256	из которых	6	2
257	мы в	6	2
258	о в	2	2
259	но чтобы	2	2
260	по себе	36	2
261	не могут	1	2
262	вещами и	1	2
263	в них	6	2
264	оно не	1	2
265	и даже	21	2
266	этой точки	2	2
267	здесь мы	5	2
268	самом деле	6	2
269	заключается в	8	2
270	на свою	2	2
271	имеет дело	1	2
272	обращается к	1	2
273	значения и	1	2
274	каждый такой	1	2
275	из тех	1	2
276	в одноименной	1	2
277	в одно	4	2
278	с ними	2	2
279	к нам	1	2
280	вместе с	3	2
281	не вполне	3	2
282	значение знака	2	2
283	себя и	1	2
284	отличается от	8	2
285	ни для	2	2
286	в известном	3	2
287	в каком	9	2
288	жизни на	1	2
289	к своему	1	2
290	о том	14	2
291	не входит	1	2
292	казалось бы	3	2
293	в стихе	1	2
294	это и	11	2
295	еще и	10	2
296	при наличии	2	2
297	то чему	1	2
298	при условии	4	2
299	и состоит	2	2
300	духовной жизни	1	2
301	к нему	3	2
302	в значительной	2	2
303	имеет в	2	2
304	на основе	1	2
305	не всегда	1	2
306	и больше	4	2
307	для меня	4	2
308	греческое слово	1	2
309	только на	6	2
310	речь идет	1	2
311	о своем	1	2
312	говорит что	1	2
313	узком значении	1	2
314	и это	11	2
315	превращается в	1	2
316	времени и	4	2
317	и возможность	1	2
318	ногами и	1	2
319	в глаза	1	2
320	известного рода	5	2
321	если мы	24	2
322	тем же	2	2
323	имеем дело	2	2
324	что она	5	2
325	который в	2	2
326	здесь не	11	2
327	на котором	2	2
328	в произведениях	1	2
329	он и	3	2
330	поведение в	1	2
331	не просто	36	2
332	в самой	4	2
333	только о	3	2
334	чем это	1	2
335	для такого	1	2
336	жизни но	2	2
337	истории литературы	1	2
338	бы то	5	2
339	то в	4	2
340	что они	8	2
341	но на	2	2
342	войне и	1	2
343	основе своей	1	2
344	несмотря на	4	2
345	ни было	5	2
346	для искусства	1	2
347	что такое	4	2
348	ее в	2	2
349	все это	9	2
350	что и	11	2
351	у нас	17	2
352	или иную	3	2
353	тем в	1	2
354	xix века	2	2
355	что каждый	1	2
356	с их	2	2
357	таком случае	7	2
358	у него	1	2
359	даже самая	1	2
360	дело в	6	2
361	этих двух	1	2
362	на себя	1	2
363	не могли	2	2
364	в конце	7	2
365	сама по	11	2
366	тому что	5	2
367	случае не	7	2
368	в какой	1	2
369	я не	1	2
370	зрения и	1	2
371	только и	9	2
372	это было	4	2
373	в чем	5	2
374	делает его	1	2
375	об этом	7	2
376	это тоже	4	2
377	тем более	8	2
378	а для	1	2
379	к одному	1	2
380	могли бы	6	2
381	о себе	2	2
382	но как	6	2
383	принадлежит только	1	2
384	определенным образом	3	2
385	ту или	3	2
386	то ни	7	2
387	дело не	4	2
388	в случае	1	2
389	и весьма	3	2
390	есть как	1	2
391	быть и	3	2
392	к такой	1	2
393	в первом	1	2
394	однако эта	1	2
395	но она	2	2
396	одно и	4	2
397	в войне	1	2
398	и является	6	2
399	соединении с	1	2
400	автора и	1	2
401	за пределы	6	2
402	перед лицом	1	2
403	таких случаях	2	2
404	от своего	1	2
405	не сами	1	2
406	человека и	1	2
407	всей его	2	2
408	собственно говоря	5	2
409	тем или	1	2
410	идет о	1	2
411	так же	11	2
412	числе и	1	2
413	человеческих отношений	4	2
414	известном смысле	1	2
415	и мире	1	2
416	и особенно	3	2
417	для обозначения	1	2
418	не сама	3	2
419	его внешней	2	2
420	это делает	1	2
421	о его	3	2
422	с чем	3	2
423	и прежде	3	2
424	как будто	11	2
425	этой системе	1	2
426	однако все	1	2
427	чтобы не	2	2
428	о и	2	2
429	самим собою	2	2
430	с которыми	2	1
431	к такому	1	1
432	и меньше	1	1
433	том чем	1	1
434	от него	2	1
435	однако и	2	1
436	является в	3	1
437	тем оно	2	1
438	эти символы	2	1
439	например есть	2	1
440	все что	1	1
441	речи может	1	1
442	вошло в	1	1
443	произведение и	1	1
444	каждой из	2	1
445	за ним	2	1
446	всех таких	1	1
447	одном случае	4	1
448	вещи в	1	1
449	здесь именно	2	1
450	же и	7	1
451	типа как	1	1
452	героев и	1	1
453	другом но	1	1
454	такова же	1	1
455	живое существо	4	1
456	собою он	1	1
457	но обязательно	1	1
458	и картины	1	1
459	знак указывает	1	1
460	и личной	2	1
461	своего собственного	1	1
462	на ее	2	1
463	таком понимании	2	1
464	чем глубже	1	1
465	на первом	2	1
466	случае мы	1	1
467	первую очередь	3	1
468	перестают быть	1	1
469	дело с	3	1
470	образа и	4	1
471	можно назвать	1	1
472	с вещами	1	1
473	в обыденной	1	1
474	вопросу о	1	1
475	и дает	1	1
476	звук в	1	1
477	не всякий	4	1
478	оказывается не	2	1
479	иной действительности	1	1
480	развития но	1	1
481	чего-то другого	1	1
482	что это	3	1
483	содержит в	13	1
484	с ним	11	1
485	это уже	4	1
486	тем как	1	1
487	символизм и	1	1
488	никак не	13	1
489	относится не	1	1
490	не требует	2	1
491	какой бы	2	1
492	говорит о	1	1
493	самой жизни	2	1
494	его под	1	1
495	не как	1	1
496	и лучше	1	1
497	предполагает не	1	1
498	в область	1	1
499	из того	3	1
500	разного рода	4	1
501	представлений о	2	1
502	возможно их	1	1
503	по образцу	2	1
504	впрочем и	1	1
505	от художественного	6	1
506	основной закон	1	1
507	дается в	2	1
508	особенно если	1	1
509	и делает	1	1
510	в результате	8	1
511	не явно	1	1
512	чистом виде	3	1
513	быть может	1	1
514	с собой	6	1
515	и вполне	9	1
516	и само	1	1
517	ценность и	1	1
518	отдельно от	5	1
519	том и	1	1
520	литературной речи	1	1
521	понимается как	1	1
522	живые существа	2	1
523	этом как	1	1
524	для данного	1	1
525	искусство имеет	1	1
526	со всеми	1	1
527	сравнении с	4	1
528	быть так	1	1
529	или для	1	1
530	чтобы в	1	1
531	языка этот	1	1
532	он уже	1	1
533	с некоторыми	1	1
534	конструкции но	1	1
535	на свой	1	1
536	новое время	1	1
537	в собственном	1	1
538	а во-вторых	2	1
539	двух моментов	1	1
540	имеет значение	6	1
541	с ней	5	1
542	в наших	3	1
543	жизнь в	3	1
544	смысла и	1	1
545	произведения в	2	1
546	его носителя	1	1
547	мы говорим	8	1
548	вещи но	1	1
549	как об	1	1
550	значение в	3	1
551	вещами как	1	1
552	можно даже	2	1
553	его смысл	1	1
554	сознания однако	1	1
555	к каким	1	1
556	тем что	8	1
557	от всего	3	1
558	в соотношении	1	1
559	именно о	2	1
560	говорят о	4	1
561	из всего	1	1
562	и будет	2	1
563	и действительно	2	1
564	и пусть	1	1
565	то время	6	1
566	пушкинского пророка	2	1
567	знака есть	1	1
568	знак но	2	1
569	когда у	1	1
570	если он	1	1
571	гоголя не	1	1
572	том или	6	1
573	видно из	1	1
574	и должен	1	1
575	с тем	9	1
576	стороны в	1	1
577	с не	1	1
578	этого типа	1	1
579	к самому	3	1
580	вещей в	1	1
581	возможна только	1	1
582	нам уже	1	1
583	или попросту	1	1
584	а иной	2	1
585	все же	10	1
586	они ни	1	1
587	предмета и	1	1
588	или ином	3	1
589	не имеет	12	1
590	бы не	2	1
591	в сравнении	4	1
592	но у	1	1
593	да и	9	1
594	ему и	1	1
595	о котором	1	1
596	зависимости от	3	1
597	бесконечно и	1	1
598	поскольку он	1	1
599	себя не	3	1
600	в это	1	1
601	себе чтобы	1	1
602	суждением а	1	1
603	друг от	3	1
604	которая не	3	1
605	на каждом	1	1
606	свою собственную	3	1
607	зрения логики	1	1
608	нет в	2	1
609	действительность в	2	1
610	первой главе	1	1
611	на первый	6	1
612	по крайней	9	1
613	это требует	1	1
614	дело со	1	1
615	свое время	1	1
616	первый взгляд	3	1
617	с этим	5	1
618	все они	5	1
619	одним и	1	1
620	нам не	2	1
621	художественный образ	12	1
622	знака при	1	1
623	совершенно не	7	1
624	исходя из	1	1
625	в первую	3	1
626	ясность и	1	1
627	не существует	6	1
628	в котором	3	1
629	не прямо	1	1
630	она же	1	1
631	есть от	2	1
632	зависит от	1	1
633	и такие	3	1
634	языка и	4	1
635	вопрос о	2	1
636	к понятию	2	1
637	является также	1	1
638	в любом	3	1
639	сливается с	1	1
640	жизни когда	2	1
641	не представляет	1	1
642	по своим	1	1
643	о чем-то	4	1
644	взятое в	1	1
645	своей собственной	3	1
646	голос или	1	1
647	для настоящей	1	1
648	и конец	1	1
649	согласен с	1	1
650	даже сказать	1	1
651	и заключается	1	1
652	на какой	1	1
653	или жизнь	1	1
654	это событие	1	1
655	на рынок	1	1
656	некоторого рода	13	1
657	то и	9	1
658	всех его	1	1
659	чего-то такого	1	1
660	собой как	1	1
661	его исторического	1	1
662	связана с	1	1
663	даже самое	2	1
664	значений и	1	1
665	только такие	1	1
666	иной мере	3	1
667	не должно	1	1
668	укажем на	1	1
669	другу и	1	1
670	и поэтому	3	1
671	из жизни	1	1
672	в отдельности	2	1
673	сама собою	1	1
674	внутри себя	2	1
675	и художественность	3	1
676	является именно	1	1
677	во многих	1	1
678	вступление в	1	1
679	оно является	1	1
680	имея в	1	1
681	символы не	2	1
682	время в	1	1
683	точно и	1	1
684	слова и	3	1
685	с которой	2	1
686	что из	2	1
687	жизни и	7	1
688	чего не	1	1
689	и вся	2	1
690	просто о	3	1
691	если нет	2	1
692	точно так	5	1
693	втором случае	1	1
694	знака и	4	1
695	и наиболее	1	1
696	на основании	2	1
697	художественной литературы	1	1
698	и соответствующих	1	1
699	образом что	1	1
700	и до	3	1
701	для своей	1	1
702	для которого	1	1
703	именно такого	1	1
704	и те	1	1
705	не что	6	1
706	в совершенно	1	1
707	в истории	4	1
708	это необходимо	1	1
709	не так	8	1
710	от своей	1	1
711	значения этого	3	1
712	себе отчет	3	1
713	и несет	1	1
714	является как	1	1
715	и общества	3	1
716	действия и	2	1
717	еще большей	1	1
718	случае совершенно	1	1
719	ни от	4	1
720	в чистом	4	1
721	каждая вещь	2	1
722	всего что	1	1
723	и тоже	8	1
724	отчет в	4	1
725	когда же	1	1
726	являются только	4	1
727	и формы	1	1
728	на одну	2	1
729	как знаки	2	1
730	первых десятилетий	1	1
731	это утро	1	1
732	без его	4	1
733	но всякий	1	1
734	с самим	4	1
735	настоящее время	4	1
736	еще нет	2	1
737	отдельности и	2	1
738	она может	2	1
739	звука и	2	1
740	и многих	2	1
741	духа и	1	1
742	той же	2	1
743	именно таковы	1	1
744	смысле не	1	1
745	оно стало	1	1
746	именно так	4	1
747	целого и	1	1
748	на сцене	2	1
749	но именно	4	1
750	до конца	1	1
751	с нею	2	1
752	в научном	1	1
753	только при	10	1
754	у а	1	1
755	раз и	6	1
756	что все	2	1
757	еще одна	1	1
758	художественном смысле	1	1
759	входят в	1	1
760	является весьма	1	1
761	легко может	1	1
762	от понятия	3	1
763	момент в	1	1
764	речь о	2	1
765	поэтому не	1	1
766	со словом	1	1
767	не мыслится	1	1
768	но если	12	1
769	здесь и	4	1
770	своей цели	1	1
771	по поводу	3	1
772	которая способна	1	1
773	и любое	1	1
774	что даже	6	1
775	о художественном	1	1
776	именно знаком	1	1
777	в отдельных	1	1
778	уже по	2	1
779	друг друга	5	1
780	в одноименном	2	1
781	слова ни	2	1
782	они могут	1	1
783	в настоящее	4	1
784	не будучи	1	1
785	пришлось бы	2	1
786	крайней мере	9	1
787	из них	4	1
788	едва ли	8	1
789	тот же	1	1
790	другого и	1	1
791	начало и	1	1
792	характерные для	1	1
793	стихотворения в	1	1
794	д и	5	1
795	чтобы этот	1	1
796	от ее	1	1
797	может как	1	1
798	этого термина	6	1
799	представить себе	5	1
800	время для	2	1
801	себя самой	2	1
802	говорилось выше	2	1
803	именно к	3	1
804	такое же	1	1
805	этом случае	8	1
806	в свое	1	1
807	всякий знак	21	1
808	мы видим	1	1
809	в более	1	1
810	собой и	1	1
811	от автора	1	1
812	нами не	2	1
813	тоже не	8	1
814	как смысл	1	1
815	так как	14	1
816	но этим	1	1
817	она и	1	1
818	как такового	1	1
819	многих других	2	1
820	специальной теории	1	1
821	от его	4	1
822	что иное	6	1
823	они не	1	1
824	произведения как	1	1
825	может не	1	1
826	различие между	1	1
827	но мыслится	1	1
828	свидетельствует о	2	1
829	ее на	2	1
830	первом случае	1	1
831	должно быть	1	1
832	время и	2	1
833	который может	2	1
834	собой в	1	1
835	это особенно	1	1
836	о разных	1	1
837	именно те	1	1
838	обе эти	1	1
839	аллегории и	3	1
840	начала и	1	1
841	и нераздельное	2	1
842	второй план	1	1
843	жизни поэтому	1	1
844	читатель всегда	1	1
845	подчеркнуть что	1	1
846	стихотворение в	1	1
847	себя самого	1	1
848	мы конечно	1	1
849	души и	1	1
850	которого он	1	1
851	свободу и	1	1
852	искусства может	1	1
853	для нас	23	1
854	и сама	4	1
855	одновременно и	4	1
856	не содержит	1	1
857	требует от	1	1
858	сознания и	2	1
859	вместо него	1	1
860	не обладает	1	1
861	по типу	2	1
862	на которой	1	1
863	данного стихотворения	2	1
864	стремится к	1	1
865	родовым понятием	1	1
866	этом в	1	1
867	в наличии	1	1
868	весь мир	2	1
869	стороны произведения	1	1
870	без этого	3	1
871	и развития	1	1
872	тому же	1	1
873	раз в	1	1
874	не была	1	1
875	но с	2	1
876	в таких	3	1
877	даже вовсе	2	1
878	искусства при	1	1
879	не было	6	1
880	бы для	2	1
881	говорим о	5	1
882	от друга	3	1
883	реальной действительности	1	1
884	просто как	2	1
885	является таким	1	1
886	и более	6	1
887	не говорит	2	1
888	если читатель	1	1
889	знаков а	1	1
890	что его	3	1
891	самые разнообразные	2	1
892	евгении онегине	1	1
893	становления и	1	1
894	и где	1	1
895	но эта	4	1
896	на нее	1	1
897	которое в	3	1
898	о каком	2	1
899	по существу	2	1
900	что не	4	1
901	как впрочем	1	1
902	при одном	1	1
903	тоже является	8	1
904	это возможно	1	1
905	сознания но	1	1
906	по-разному в	1	1
907	зрения оказываются	1	1
908	что художественный	1	1
909	или иная	4	1
910	впрочем может	1	1
911	с одним	1	1
912	и исторической	1	1
913	не остается	1	1
914	бы быть	5	1
915	в евгении	1	1
916	с той	5	1
917	и без	9	1
918	такова что	1	1
919	его элементом	1	1
920	чего бы	2	1
921	художественном произведении	3	1
922	на земле	1	1
923	не есть	57	1
924	от одной	2	1
925	произведения читатель	1	1
926	между прочим	4	1
927	рядом с	1	1
928	является не	2	1
929	которая предполагает	1	1
930	которая при	1	1
931	при таком	2	1
932	однако это	6	1
933	это происходит	1	1
934	перед собой	1	1
935	он состоит	1	1
936	от этого	1	1
937	природу каждой	1	1
938	данного типа	1	1
939	того и	2	1
940	именно эту	1	1
941	в такой	1	1
942	знаком и	4	1
943	ее понимания	1	1
944	может рассматриваться	2	1
945	делает ее	1	1
946	структура художественного	1	1
947	именно эта	1	1
948	и художественного	1	1
949	в условиях	7	1
950	к вопросу	1	1
951	на его	1	1
952	себе и	4	1
953	нашему сознанию	1	1
954	себе никакого	1	1
955	является особого	1	1
956	в каждой	1	1
957	из этого	5	1
958	единство и	1	1
959	на себе	5	1
960	ничего нельзя	1	1
961	особенно в	2	1
962	действительности и	2	1
963	ином отношении	1	1
964	и другого	1	1
965	связаны с	1	1
966	бы в	3	1
967	мере в	1	1
968	на них	1	1
969	же как	5	1
970	поскольку всякая	1	1
971	что хотя	1	1
972	на которую	3	1
973	остается в	1	1
974	в каждом	1	1
975	здесь как	1	1
976	может иметь	4	1
977	как таковыми	1	1
978	что от	1	1
979	только к	4	1
980	он это	1	1
981	жизнь и	3	1
982	в своих	2	1
983	от читателя	1	1
984	не означает	1	1
985	говоря в	1	1
986	каждом из	1	1
987	к окружающему	1	1
988	говорил о	1	1
989	поэт не	1	1
990	образом которого	1	1
991	если на	1	1
992	чего нет	1	1
993	если не	7	1
994	она не	3	1
995	содержания к	1	1
996	эти два	2	1
997	зрения в	1	1
998	не дает	1	1
999	ту же	1	1
1000	совсем не	4	1
1001	мир как	1	1
1002	на всех	1	1
1003	чувства и	1	1
1004	отношение между	1	1
1005	она здесь	1	1
1006	так что	21	1
1007	так называемые	1	1
1008	мы понимаем	1	1
1009	же типа	2	1
1010	говорить об	2	1
1011	именно потому	3	1
1012	и может	4	1
1013	бы они	1	1
1014	познания или	1	1
1015	оно и	2	1
1016	образа в	2	1
1017	являются такими	1	1
1018	так просто	1	1
1019	главного героя	1	1
1020	никакого нового	1	1
1021	можно было	7	1
1022	если она	1	1
1023	но только	10	1
1024	иметь в	2	1
1025	перестанет быть	2	1
1026	произведения есть	1	1
1027	человеческого духа	1	1
1028	но дело	1	1
1029	и своя	1	1
1030	даже при	2	1
1031	стороны и	3	1
1032	ничто не	2	1
1033	только то	4	1
1034	из нас	2	1
1035	общая идея	1	1
1036	также и	22	1
1037	этих случаях	1	1
1038	то или	5	1
1039	в новое	3	1
1040	или иное	3	1
1041	означает что	1	1
1042	является ни	2	1
1043	когда мы	24	1
1044	еще на	2	1
1045	на это	1	1
1046	единицы и	1	1
1047	было бы	14	1
1048	а тем	1	1
1049	человеческого сознания	1	1
1050	например не	2	1
1051	поскольку оно	1	1
1052	из нее	1	1
1053	же самое	20	1
1054	есть такое	4	1
1055	он в	3	1
1056	человеческая жизнь	2	1
1057	как мы	12	1
1058	все человеческие	1	1
1059	данного произведения	1	1
1060	анализу и	1	1
1061	жизни не	2	1
1062	одного из	1	1
1063	в литературном	1	1
1064	указывает на	13	1
1065	общего с	3	1
1066	в понимании	1	1
1067	что для	4	1
1068	и каждая	1	1
1069	та или	4	1
1070	его как	3	1
1071	в зависимости	3	1
1072	но наоборот	1	1
1073	произведения не	1	1
1074	на отдельные	3	1
1075	может показаться	1	1
1076	даже если	4	1
1077	также еще	1	1
1078	и от	11	1
1079	с бытием	1	1
1080	и есть	9	1
1081	с которым	1	1
1082	же в	6	1
1083	здесь также	1	1
1084	и читателя	1	1
1085	в уме	1	1
1086	происходит в	3	1
1087	но я	1	1
1088	иной раз	5	1
1089	направления в	1	1
1090	на то	6	1
1091	искусства с	1	1
1092	бы ни	1	1
1093	сновидения или	1	1
1094	нуждается в	1	1
1095	себе еще	1	1
1096	и только	10	1
1097	и глубокий	1	1
1098	оторванности от	1	1
1099	независимо от	4	1
1100	в него	2	1
1101	для этого	9	1
1102	слова своего	1	1
1103	именно это	1	1
1104	такое произведение	1	1
1105	каждого из	1	1
1106	как знак	5	1
1107	дело здесь	4	1
1108	в известной	3	1
1109	являются наиболее	1	1
1110	есть модель	4	1
1111	есть не	13	1
1112	образов и	4	1
1113	говорит не	1	1
1114	кажется что	2	1
1115	иное как	6	1
1116	рода отношения	1	1
1117	себе а	3	1
1118	объективная и	1	1
1119	котором он	2	1
