N	2gram	Potebnia_M	Stilisti
116	влияние на	3	4
117	его в	6	4
118	если бы	20	4
119	и все	5	4
120	с самого	1	4
121	в слове	41	4
122	так сказать	6	4
123	к своему	3	4
124	у нас	2	4
125	в словах	3	4
126	да и	2	4
127	уже не	11	4
128	к тому	9	4
129	о том	7	4
130	и без	9	4
131	в каждом	6	4
132	можно сказать	4	4
133	если мы	2	4
134	языка и	5	4
135	было в	6	4
136	не существует	5	4
137	заключает в	10	4
138	не что	1	4
139	можно было	1	4
140	свою очередь	6	4
141	в обществе	1	4
142	на это	4	4
143	так же	6	4
144	лишь в	2	4
145	в целом	5	4
146	себя в	1	4
147	мы называем	2	4
148	тем же	6	4
149	слово не	6	4
150	не знаем	5	4
151	что именно	5	4
152	то или	2	4
153	того что	24	4
154	не к	4	4
155	представить себе	5	3
156	не так	1	3
157	этом случае	2	3
158	ответ на	3	3
159	видели что	1	3
160	что оно	12	3
161	и здесь	3	3
162	та же	3	3
163	что у	4	3
164	что эти	3	3
165	что слова	1	3
166	для нас	40	3
167	художественное творчество	1	3
168	и вот	1	3
169	которое может	1	3
170	в том	47	3
171	отношения к	2	3
172	несмотря на	2	3
173	для него	14	3
174	не имеем	3	3
175	хотя и	3	3
176	в разных	4	3
177	в ее	3	3
178	и внешней	1	3
179	из которых	1	3
180	расстояние между	1	3
181	мы в	3	3
182	этих слов	2	3
183	на самом	4	3
184	что и	16	3
185	в виду	1	3
186	быть может	7	3
187	общий смысл	1	3
188	между ними	4	3
189	и само	1	3
190	но что	4	3
191	связи с	6	3
192	и даже	3	3
193	нам в	1	3
194	здесь мы	1	3
195	жизни это	1	3
196	слова но	3	3
197	сознания не	1	3
198	но для	1	3
199	и тому	1	3
200	словом и	6	3
201	может стать	3	3
202	вряд ли	4	3
203	все эти	1	3
204	как в	17	3
205	по своему	2	3
206	должно было	2	3
207	том что	28	3
208	бы мы	2	3
209	об этом	4	3
210	перед нами	3	3
211	еще не	9	3
212	до того	5	3
213	но при	1	3
214	его и	1	3
215	то он	2	3
216	а к	4	3
217	в котором	7	3
218	которые связаны	1	3
219	в устах	1	3
220	предположим что	2	3
221	что всякое	1	3
222	если не	6	3
223	связь и	2	3
224	этом мы	1	3
225	как предмет	2	3
226	для наших	1	3
227	между тем	19	3
228	языком и	3	3
229	явления природы	1	3
230	во второй	1	3
231	не знает	4	3
232	только на	4	3
233	не с	4	3
234	связь между	6	3
235	в начале	3	3
236	целый ряд	2	3
237	и слово	6	3
238	конечно не	2	3
239	от того	10	3
240	перед ним	1	3
241	своего осуществления	1	3
242	их в	3	3
243	язык не	6	3
244	заметить что	7	3
245	нет и	2	3
246	не будет	4	3
247	сказать что	8	3
248	главным образом	1	3
249	может показаться	1	3
250	будем говорить	1	3
251	в голову	3	3
252	жизни и	3	3
253	слово и	4	3
254	этого слова	14	3
255	и внутренняя	1	3
256	и эта	2	3
257	у них	1	3
258	не мог	1	3
259	как материалом	1	3
260	это не	2	3
261	из них	11	3
262	деятельности и	2	3
263	он должен	2	3
264	речи то	1	2
265	события и	1	2
266	без языка	2	2
267	находятся в	3	2
268	выражение лица	1	2
269	в душе	17	2
270	и он	1	2
271	очевидно что	9	2
272	мы найдем	1	2
273	и конечно	1	2
274	мы как	1	2
275	ничем не	1	2
276	что иное	1	2
277	как с	1	2
278	речи но	1	2
279	должно быть	9	2
280	нас не	1	2
281	увидим что	2	2
282	зависит от	7	2
283	в языке	19	2
284	был бы	2	2
285	и при	5	2
286	и потому	9	2
287	каждый из	1	2
288	еще более	1	2
289	с самим	1	2
290	как нет	1	2
291	помощи языка	1	2
292	может получить	1	2
293	этом отношении	2	2
294	с ним	10	2
295	и различие	1	2
296	слово становится	1	2
297	что то	1	2
298	но как	2	2
299	с другими	9	2
300	это слово	6	2
301	о происхождении	1	2
302	будет иметь	1	2
303	даже на	1	2
304	смысле этого	9	2
305	как нечто	3	2
306	следует искать	1	2
307	но это	9	2
308	слова не	2	2
309	в их	2	2
310	речь но	1	2
311	связь с	4	2
312	от их	1	2
313	в своих	2	2
314	не было	12	2
315	на этот	1	2
316	все то	3	2
317	или в	4	2
318	том же	2	2
319	из двух	4	2
320	к чему	2	2
321	в наших	2	2
322	прежде чем	2	2
323	равно как	2	2
324	но эта	3	2
325	от нашего	4	2
326	но не	8	2
327	сознания человека	1	2
328	тем что	13	2
329	из всего	1	2
330	он говорит	3	2
331	слово в	6	2
332	же слово	2	2
333	на наш	2	2
334	я и	3	2
335	в жизни	1	2
336	в связи	1	2
337	ясно что	1	2
338	существует и	1	2
339	эти три	1	2
340	что он	8	2
341	от чего	1	2
342	помнить что	1	2
343	или даже	1	2
344	не есть	24	2
345	в своей	2	2
346	в мире	3	2
347	на эту	1	2
348	в этих	2	2
349	вода +	1	2
350	понимание и	1	2
351	на одном	2	2
352	и сам	1	2
353	миру и	1	2
354	больше и	1	2
355	легче всего	1	2
356	которое не	2	2
357	себе и	1	2
358	в каком	8	2
359	не нужно	1	2
360	тому же	1	2
361	должен быть	1	2
362	но мы	3	2
363	на первый	1	2
364	сих пор	4	2
365	и вообще	4	2
366	связано с	2	2
367	языка мы	3	2
368	намекает на	1	2
369	первый взгляд	1	2
370	с этим	12	2
371	нет ничего	2	2
372	не говоря	3	2
373	нуждаются в	1	2
374	к этому	3	2
375	всю совокупность	2	2
376	бы не	6	2
377	еще и	1	2
378	достаточно для	1	2
379	человека в	2	2
380	бы и	4	2
381	между собой	1	2
382	вопрос о	2	2
383	понято и	1	2
384	себе это	2	2
385	видим что	1	2
386	себе все	2	2
387	можем не	2	2
388	как одно	1	2
389	языка в	6	2
390	со всех	3	2
391	слово это	2	2
392	нашего сознания	1	2
393	из этих	10	2
394	его не	2	2
395	один акт	2	2
396	относится к	6	2
397	который мы	1	2
398	в какой	3	2
399	на два	1	2
400	не всегда	5	2
401	речи не	1	2
402	и тогда	4	2
403	каждом слове	1	2
404	он не	4	2
405	значение и	1	2
406	этот процесс	1	2
407	должна была	1	2
408	только тогда	13	2
409	между двумя	5	2
410	нужно было	2	2
411	для этого	1	2
412	они еще	1	2
413	и когда	1	2
414	тем и	5	2
415	ее с	2	2
416	в нашей	1	2
417	по отношению	12	2
418	в нас	2	2
419	времени и	2	2
420	в пределах	1	2
421	значительной степени	2	2
422	выражения как	2	2
423	у человека	1	2
424	не должно	1	2
425	человека с	2	2
426	но даже	3	2
427	человека и	8	2
428	самое время	1	2
429	себе в	2	2
430	развития в	2	2
431	как например	2	2
432	знак и	1	2
433	перейти к	1	2
434	экономии и	1	2
435	про себя	1	2
436	отношение к	2	2
437	определенное значение	1	2
438	первобытного человека	1	2
439	друг другу	2	2
440	и содержание	2	2
441	которые в	1	2
442	трав и	1	2
443	вовсе не	13	2
444	он сказал	1	2
445	одной из	3	2
446	различие в	3	2
447	тот же	2	2
448	к которому	1	2
449	в первой	1	2
450	роль играет	1	2
451	место в	4	2
452	забывать что	1	2
453	есть не	9	2
454	к миру	1	2
455	отношению к	10	2
456	природы и	2	2
457	здесь не	1	2
458	именно с	1	2
459	однако в	1	2
460	формы слова	3	2
461	человек не	4	2
462	в которых	5	2
463	в разговоре	2	2
464	важную роль	1	2
465	друг друга	6	2
466	только потому	8	2
467	не из	4	2
468	таким же	2	2
469	и разными	1	2
470	членораздельный звук	6	2
471	и речь	1	2
472	человечества но	1	2
473	иное как	1	2
474	гораздо более	1	2
475	к нему	7	2
476	от всякого	1	1
477	от силы	1	1
478	он пользуется	1	1
479	с предыдущим	1	1
480	в минуты	1	1
481	мы наблюдаем	1	1
482	всего того	1	1
483	что в	30	1
484	действие и	1	1
485	которого он	1	1
486	и которое	1	1
487	то в	1	1
488	не мешает	1	1
489	глядя на	2	1
490	наблюдать в	1	1
491	дает нам	3	1
492	только не	5	1
493	и музыки	1	1
494	можно заметить	1	1
495	собственном смысле	2	1
496	мысли а	5	1
497	представим себе	1	1
498	в другой	3	1
499	все что	4	1
500	силу которого	1	1
501	или наоборот	2	1
502	взгляд на	1	1
503	только чтобы	1	1
504	к самим	1	1
505	и самое	3	1
506	до сих	4	1
507	на языке	2	1
508	все его	2	1
509	он уже	1	1
510	в простом	3	1
511	еще раз	2	1
512	которой оно	2	1
513	человека к	1	1
514	наша речь	1	1
515	время служит	1	1
516	в прямом	1	1
517	ему в	2	1
518	не противоречит	1	1
519	говоря уже	1	1
520	одним словом	3	1
521	человеку который	1	1
522	разума и	1	1
523	существует лишь	2	1
524	и должны	1	1
525	же и	3	1
526	от самой	1	1
527	можно сделать	1	1
528	чего не	1	1
529	зависит и	1	1
530	форму но	2	1
531	них в	2	1
532	и читатель	1	1
533	на вопрос	2	1
534	его самого	1	1
535	племени и	1	1
536	если в	2	1
537	например можно	1	1
538	также что	1	1
539	свидетельствует о	1	1
540	время своего	1	1
541	или только	2	1
542	того как	10	1
543	время и	2	1
544	человека таким	1	1
545	итак примем	1	1
546	и отношения	1	1
547	об одном	2	1
548	мы за	1	1
549	что человек	4	1
550	от действительности	1	1
551	его с	3	1
552	до него	2	1
553	в произведении	4	1
554	бы даже	1	1
555	наших глазах	2	1
556	но еще	1	1
557	части еще	1	1
558	сознании не	1	1
559	тогда когда	20	1
560	в состоянии	5	1
561	что я	5	1
562	понимание как	1	1
563	некоторое количество	1	1
564	не поймет	1	1
565	же речь	1	1
566	бросается в	1	1
567	слово только	2	1
568	языка без	2	1
569	одна и	2	1
570	очутимся в	1	1
571	с миром	1	1
572	к действительности	1	1
573	даже в	3	1
574	была бы	5	1
575	связанных между	1	1
576	формы в	3	1
577	теми или	1	1
578	на одно	1	1
579	его должны	1	1
580	которые все	1	1
581	свою мысль	2	1
582	для определения	1	1
583	одного только	1	1
584	людей но	1	1
585	смысл для	1	1
586	тем как	4	1
587	и теперь	6	1
588	с точкой	1	1
589	связанное с	3	1
590	отношении языка	1	1
591	как говорит	1	1
592	никак не	3	1
593	примыкает к	4	1
594	что так	1	1
595	например вода	1	1
596	души и	2	1
597	тем не	7	1
598	от всего	4	1
599	такое же	5	1
600	мы замечаем	1	1
601	нашего времени	2	1
602	мы очутимся	1	1
603	могла бы	2	1
604	о нем	1	1
605	не как	3	1
606	ее в	2	1
607	искать в	1	1
608	о которой	1	1
609	на лице	1	1
610	ли человек	1	1
611	исследования мы	1	1
612	что собственно	2	1
613	это будет	1	1
614	все связанное	1	1
615	с нашей	1	1
616	слова ни	1	1
617	каменные орудия	1	1
618	одно из	6	1
619	было говорить	1	1
620	но каким	1	1
621	чем больше	3	1
622	из нескольких	1	1
623	ни в	2	1
624	от количества	1	1
625	в результате	1	1
626	одно мгновение	1	1
627	но этого	1	1
628	третье лицо	1	1
629	мысли что	6	1
630	это история	1	1
631	другой стороны	4	1
632	этих предметов	1	1
633	им с	1	1
634	между этими	1	1
635	слова а	1	1
636	понять его	1	1
637	но всякое	1	1
638	и эти	1	1
639	по мере	12	1
640	сознания и	2	1
641	без дальнейших	1	1
642	которой происходит	1	1
643	себе не	6	1
644	предположить что	4	1
645	том и	1	1
646	у него	3	1
647	в следующем	1	1
648	внешнего мира	1	1
649	не могут	7	1
650	все равно	5	1
651	в более	4	1
652	и смысл	1	1
653	что слово	13	1
654	что самые	1	1
655	в виде	3	1
656	так необходимо	1	1
657	однако не	1	1
658	каждый раз	3	1
659	и говорящий	1	1
660	непосредственно в	2	1
661	должен был	2	1
662	указания на	2	1
663	и самая	1	1
664	порядок и	1	1
665	за ним	4	1
666	в таких	4	1
667	в мысли	3	1
668	как же	1	1
669	этим путем	1	1
670	бы только	1	1
671	в сущности	3	1
672	более или	6	1
673	слушающего и	1	1
674	современные нам	1	1
675	или не	3	1
676	не воспринимаем	2	1
677	нашей мысли	7	1
678	на разных	2	1
679	отличаются от	1	1
680	в собственном	3	1
681	а о	1	1
682	слова которые	1	1
683	относится и	1	1
684	других отношений	1	1
685	имеет для	8	1
686	от своего	2	1
687	есть явление	1	1
688	или от	4	1
689	что его	3	1
690	каким образом	2	1
691	из сознания	3	1
692	крайней мере	8	1
693	и слова	4	1
694	одним из	3	1
695	мысль о	12	1
696	мало для	1	1
697	и отношение	1	1
698	прибавить еще	1	1
699	в предметах	1	1
700	что связь	1	1
701	этого содержания	1	1
702	образом мы	1	1
703	которое с	1	1
704	слово может	7	1
705	уже отчасти	1	1
706	вложена в	1	1
707	тела и	2	1
708	это возможно	1	1
709	уже совершенно	1	1
710	другой и	2	1
711	совокупность этих	1	1
712	именно в	5	1
713	или на	2	1
714	этого я	1	1
715	в речи	4	1
716	материал звук	1	1
717	стол есть	1	1
718	появления в	4	1
719	в таком	6	1
720	вообще не	1	1
721	иначе как	2	1
722	именно рост	1	1
723	может в	2	1
724	и остановимся	1	1
725	например в	9	1
726	его мы	1	1
727	происходит и	1	1
728	в числе	1	1
729	места и	1	1
730	мы заметим	1	1
731	с одним	3	1
732	с их	1	1
733	не остается	1	1
734	наш взгляд	1	1
735	а уже	1	1
736	к которым	2	1
737	в прошедшем	1	1
738	с которой	2	1
739	же зависит	1	1
740	к таким	1	1
741	отдельного человека	1	1
742	языка может	1	1
743	я не	1	1
744	что нельзя	2	1
745	без него	3	1
746	разговоре с	1	1
747	говорящего не	1	1
748	в последнем	4	1
749	нашем сознании	1	1
750	с ними	6	1
751	многих других	2	1
752	и именно	1	1
753	имеем права	1	1
754	это чувство	1	1
755	если и	2	1
756	есть в	6	1
757	и силу	1	1
758	большинстве случаев	2	1
759	и произведения	1	1
760	из чего	1	1
761	они были	1	1
762	слов как	2	1
763	одном из	4	1
764	ложатся в	1	1
765	в одно	8	1
766	же точно	1	1
767	то вопрос	1	1
768	личному произволу	1	1
769	нам возможность	2	1
770	тот говорит	2	1
771	мира и	1	1
772	следовательно и	2	1
773	нет это	1	1
774	по себе	26	1
775	в художественном	1	1
776	создать себе	1	1
777	от этого	2	1
778	на все	3	1
779	вследствие своей	1	1
780	за другим	4	1
781	если я	1	1
782	форме а	1	1
783	творчества в	1	1
784	может не	1	1
785	то явление	1	1
786	со своей	2	1
787	других племен	1	1
788	это нечто	1	1
789	все свои	2	1
790	это понимание	1	1
791	его жизни	2	1
792	искусства а	2	1
793	от всех	1	1
794	в новом	2	1
795	о котором	2	1
796	слово на	1	1
797	приблизительно так	1	1
798	и художественного	1	1
799	хотя слова	1	1
800	и оно	3	1
801	по самой	1	1
802	языке и	4	1
803	в себя	1	1
804	но уже	2	1
805	из которого	1	1
806	со стороны	4	1
807	теперь не	2	1
808	знает что	1	1
809	пока он	1	1
810	словами мы	1	1
811	к мысли	4	1
812	может без	1	1
813	мы прибавим	1	1
814	в каждой	4	1
815	всей своей	1	1
816	на каждом	1	1
817	из одного	3	1
818	в чем	6	1
819	точнее говоря	1	1
820	бы совершенно	1	1
821	что вообще	3	1
822	то хотя	1	1
823	или менее	6	1
824	так например	3	1
825	отдельных слов	1	1
826	стороне этого	1	1
827	могло бы	2	1
828	акт сознания	1	1
829	это так	2	1
830	в одной	1	1
831	при виде	1	1
832	тем более	9	1
833	по крайней	8	1
834	не думая	4	1
835	как ее	2	1
836	ведь мы	1	1
837	самое содержание	1	1
838	было быть	1	1
839	нас есть	1	1
840	я был	1	1
841	отношений которые	1	1
842	лучше сказать	3	1
843	слова для	4	1
844	еще один	1	1
845	но оно	6	1
846	какое значение	1	1
847	жизнь человека	1	1
848	к одному	7	1
849	большей части	2	1
850	ли они	1	1
851	в большинстве	2	1
852	нашего языка	2	1
853	с сознанием	2	1
854	действительности в	1	1
855	перестает быть	5	1
856	и того	2	1
857	еще до	3	1
858	одним и	4	1
859	не менее	9	1
860	тем в	1	1
861	нам не	2	1
862	здесь как	3	1
863	понятно что	1	1
864	еще слишком	1	1
865	себе путь	1	1
866	это и	2	1
867	и та	5	1
868	мы относим	2	1
869	необходимое условие	1	1
870	этому предмету	1	1
871	может иметь	1	1
872	более чем	2	1
873	на человека	2	1
874	зрения и	2	1
875	для его	1	1
876	лица и	3	1
877	к языку	1	1
878	к одной	4	1
879	истории не	1	1
880	оба эти	2	1
881	слова которое	1	1
882	для создания	2	1
883	без должного	1	1
884	пламя и	1	1
885	где бы	1	1
886	в действительности	7	1
887	и такие	1	1
888	что этот	2	1
889	уже до	1	1
890	б мы	1	1
891	тем слово	1	1
892	сливается с	2	1
893	в вопросе	1	1
894	почти на	1	1
895	одного типа	1	1
896	которую мы	1	1
897	в поле	1	1
898	тех же	1	1
899	которой он	1	1
900	впечатлений производимых	1	1
901	раз и	1	1
902	видели в	1	1
903	в предложении	2	1
904	что сила	2	1
905	которой и	1	1
906	и легче	1	1
907	такой случай	1	1
908	действительному реальному	1	1
909	заключать в	1	1
910	действительности как	1	1
911	внутренняя жизнь	2	1
912	она не	4	1
913	в течение	2	1
914	и каждое	2	1
915	за порогом	1	1
916	именно потому	1	1
917	только как	9	1
918	значения слова	1	1
919	и если	4	1
920	значение не	4	1
921	нам словом	1	1
922	представлений в	2	1
923	нет но	1	1
924	здесь только	4	1
925	как материал	1	1
926	тому как	6	1
927	это только	2	1
928	самым мы	1	1
929	предметов и	1	1
930	в разной	2	1
931	наших слов	1	1
932	может и	1	1
933	природу в	1	1
934	и другой	1	1
935	сравнения и	2	1
936	противоречие и	1	1
937	так что	14	1
938	довольно часто	1	1
939	словами а	1	1
940	и средством	1	1
941	во время	4	1
942	говорить не	1	1
943	знание этого	1	1
944	частей речи	1	1
945	противоречия и	1	1
946	приведем пример	1	1
947	когда в	2	1
948	к своей	2	1
949	личные местоимения	1	1
950	себе что	2	1
951	когда он	1	1
952	сознании и	4	1
953	только один	3	1
954	всего на	1	1
955	то все	1	1
956	к тем	4	1
957	не существовало	1	1
958	не связанных	1	1
959	уясняется если	1	1
960	бы например	2	1
961	если же	1	1
962	должны быть	3	1
963	но они	1	1
964	мысль об	3	1
965	часть его	2	1
966	с этой	2	1
967	произведения но	1	1
968	говорить о	6	1
969	и внутреннюю	2	1
970	что эта	3	1
971	и разных	1	1
972	в первых	1	1
973	эту зависимость	1	1
974	развития языка	1	1
975	на нечто	1	1
976	и что	13	1
977	не будем	1	1
978	как он	1	1
979	этим словом	1	1
980	и выражение	1	1
981	для человека	8	1
982	не могла	2	1
983	приходит к	1	1
984	слово будучи	1	1
985	посмотреть на	1	1
986	сначала для	2	1
987	бы немедленно	1	1
988	за пределы	2	1
989	разговорной речи	1	1
990	действительность но	1	1
991	смотрит на	2	1
992	конечно в	1	1
993	вслед за	6	1
994	иметь в	2	1
995	говоря о	5	1
996	или его	1	1
997	факт что	1	1
998	что нам	1	1
999	он в	1	1
1000	с общим	2	1
1001	производимых на	1	1
1002	словесного выражения	1	1
1003	превращается в	3	1
1004	и до	2	1
1005	даже не	2	1
1006	только то	1	1
1007	образом если	1	1
1008	в истории	2	1
1009	но вместе	5	1
1010	как по	1	1
1011	при помощи	2	1
1012	действительность в	1	1
1013	что бы	1	1
1014	с понятием	3	1
1015	медленно но	1	1
1016	с нашими	1	1
1017	чем он	1	1
1018	с человеком	1	1
1019	так называемых	3	1
1020	ему теперь	1	1
1021	собственно говоря	2	1
1022	правда мы	1	1
1023	художника или	1	1
1024	хотел было	1	1
1025	в глаза	2	1
1026	и менее	1	1
1027	его места	1	1
1028	неразрывно связано	1	1
1029	существовать не	1	1
1030	с другой	8	1
1031	образом не	1	1
1032	смысле как	1	1
1033	принадлежащих к	1	1
1034	человек должен	2	1
1035	может достигнуть	1	1
1036	к ним	3	1
1037	скажем что	2	1
1038	статуи или	1	1
1039	поэта и	1	1
1040	переход от	3	1
1041	без его	1	1
1042	и вне	1	1
1043	слово с	4	1
1044	без всякого	2	1
1045	слова слова	1	1
1046	например чувство	1	1
1047	его художественного	1	1
1048	наша внутренняя	1	1
1049	самой своей	1	1
1050	мысль которая	2	1
1051	в ушах	1	1
1052	этот предмет	2	1
1053	или если	2	1
1054	одного из	1	1
1055	указывать на	2	1
1056	понятия о	6	1
1057	по всей	1	1
1058	и о	6	1
1059	указывают на	3	1
1060	художественное произведение	6	1
1061	группы и	1	1
1062	ее не	4	1
1063	в голове	1	1
1064	и никогда	1	1
1065	или действие	1	1
1066	что для	5	1
1067	говорить что	1	1
1068	его как	3	1
1069	орудия и	1	1
1070	вновь и	1	1
1071	мог бы	1	1
1072	которое так	1	1
1073	и во	1	1
1074	мыслью но	1	1
1075	них идет	1	1
1076	принадлежит к	1	1
1077	художественного произведения	6	1
1078	но нет	2	1
1079	принадлежит следовательно	1	1
1080	он ни	1	1
1081	не можем	8	1
1082	на свою	2	1
1083	благодаря этому	1	1
1084	произведения и	1	1
1085	выражений и	1	1
1086	без нее	2	1
1087	сравнительно недавно	1	1
1088	в общих	2	1
1089	самого говорящего	1	1
1090	конечно если	2	1
1091	быть в	1	1
1092	что может	1	1
1093	но возможно	1	1
1094	языка как	1	1
1095	до такой	3	1
1096	в своем	6	1
1097	имя и	1	1
1098	нашей точки	1	1
1099	это дает	1	1
1100	слова того	1	1
1101	составляющих его	1	1
1102	шаг к	1	1
1103	этих простейших	1	1
1104	в зеркале	1	1
1105	и есть	4	1
1106	котором мы	2	1
1107	входят в	3	1
1108	этим языком	1	1
1109	то для	2	1
1110	состояния человека	1	1
1111	образом в	4	1
1112	столь же	8	1
1113	речь без	1	1
1114	для большей	1	1
1115	самой природы	1	1
1116	в общем	1	1
1117	в силу	7	1
1118	его присутствие	1	1
1119	он может	2	1
1120	порогом сознания	1	1
1121	языка с	2	1
1122	любовь в	1	1
1123	раз навсегда	1	1
1124	что без	2	1
1125	каждое из	2	1
1126	с течением	3	1
1127	своей и	1	1
1128	своего содержания	2	1
1129	картины или	1	1
1130	своего искусства	1	1
1131	этой жизни	1	1
1132	сказанное нами	1	1
1133	как будто	1	1
1134	и проч	25	1
1135	же в	3	1
1136	как внутренняя	1	1
1137	на то	6	1
1138	постоянного и	1	1
1139	явлений или	2	1
1140	происходит только	1	1
1141	но если	2	1
1142	имеет и	1	1
1143	которые ложатся	1	1
1144	которых нельзя	1	1
1145	следуя тому	1	1
1146	нам остается	1	1
1147	и по	5	1
1148	притом так	1	1
1149	там где	6	1
1150	явлением в	1	1
1151	зрения мы	1	1
1152	увидим ниже	1	1
1153	есть к	3	1
1154	причины и	1	1
1155	с образованием	1	1
1156	явление которое	1	1
1157	словом если	1	1
1158	является только	1	1
1159	речи в	1	1
1160	здесь же	1	1
1161	и после	2	1
1162	того же	5	1
1163	и искусство	1	1
1164	мешает нам	1	1
1165	входящих в	2	1
1166	искусства в	1	1
1167	должны будем	3	1
1168	чтобы не	1	1
1169	нетрудно заметить	2	1
1170	стоящих на	1	1
1171	действие или	1	1
1172	в самой	1	1
1173	что при	3	1
1174	только о	2	1
1175	себе этот	2	1
1176	вне его	1	1
1177	с языком	3	1
1178	может прийти	1	1
1179	и искусства	1	1
1180	следует за	1	1
1181	само по	6	1
1182	и нельзя	1	1
1183	одного и	2	1
1184	теми рядами	1	1
1185	думать что	6	1
1186	понять что	1	1
1187	не то	6	1
1188	жизни с	1	1
1189	мысли и	8	1
1190	на ту	1	1
1191	речи если	1	1
1192	не найдем	1	1
1193	лишь по	1	1
1194	виду что	2	1
1195	без помощи	1	1
1196	к более	1	1
1197	отражается в	2	1
1198	даже больше	1	1
1199	течением времени	2	1
1200	человека но	1	1
1201	каждый человек	1	1
1202	и сами	2	1
1203	намек на	1	1
1204	такие звуки	1	1
1205	в подобных	1	1
1206	для многих	1	1
