N	2gram	Bakhtin_Pr	Mirosoze
103	от него	3	8
104	в этих	2	8
105	и с	17	8
106	тем что	2	8
107	о том	4	8
108	вопрос о	1	8
109	себя в	2	8
110	что не	4	8
111	за пределы	12	8
112	что есть	1	8
113	нет в	1	8
114	творчестве достоевского	1	8
115	того чтобы	2	8
116	отношении к	1	8
117	нет и	3	8
118	с его	2	8
119	ничего не	6	8
120	они не	3	8
121	мира и	1	8
122	для того	2	8
123	во всем	2	7
124	если он	1	7
125	не существует	1	7
126	в нашем	4	7
127	что все	2	7
128	точки зрения	8	7
129	она есть	1	7
130	чем в	2	7
131	на этом	2	7
132	в боге	1	7
133	от нее	1	7
134	отношения к	6	7
135	жизни в	1	7
136	себя и	3	7
137	свою свободу	1	7
138	мог бы	1	7
139	но если	1	7
140	высшей степени	5	7
141	в высшей	5	7
142	должен быть	2	7
143	также и	3	7
144	как он	1	7
145	не как	1	6
146	есть что-то	1	6
147	к концу	1	6
148	было в	1	6
149	свободе и	1	6
150	и те	2	6
151	что у	1	6
152	его в	9	6
153	к чему	2	6
154	можно было	4	6
155	и от	3	6
156	и здесь	2	6
157	что это	2	6
158	если бы	3	6
159	в которых	1	6
160	бы не	2	6
161	в ее	4	6
162	и более	2	6
163	его не	2	6
164	быть и	1	6
165	на то	2	6
166	не к	6	6
167	еще не	7	5
168	бы в	1	5
169	которые не	1	5
170	с самим	2	5
171	его он	1	5
172	мысли и	1	5
173	и как	8	5
174	отличается от	2	5
175	к культуре	1	5
176	мы увидим	3	5
177	до того	1	5
178	сказать что	4	5
179	к которому	4	5
180	все время	1	5
181	момент в	1	5
182	на протяжении	1	5
183	личности в	1	5
184	сих пор	1	5
185	вопроса о	3	5
186	и мир	2	5
187	личность и	1	5
188	должны быть	4	5
189	культуры и	3	5
190	в то	4	5
191	который был	1	5
192	до сих	1	5
193	оно не	3	5
194	и мы	1	5
195	да и	3	5
196	его и	1	5
197	то он	1	5
198	в основе	5	5
199	и если	1	5
200	человека но	1	5
201	в более	4	5
202	не для	1	5
203	так и	5	5
204	в их	10	5
205	лишь момент	3	5
206	и я	1	5
207	связано с	1	5
208	в той	1	4
209	человек может	1	4
210	человеческой жизни	1	4
211	в момент	1	4
212	к этой	1	4
213	еще более	1	4
214	нас в	1	4
215	в своих	2	4
216	и даже	3	4
217	отношением к	1	4
218	нем нет	1	4
219	не всегда	6	4
220	в него	2	4
221	по отношению	21	4
222	не что	1	4
223	ее и	1	4
224	что иное	1	4
225	в каждом	2	4
226	к себе	2	4
227	и этим	6	4
228	теряет свою	1	4
229	понять его	4	4
230	тому что	1	4
231	время как	1	4
232	себе и	1	4
233	в чем	2	4
234	человека а	1	4
235	он живет	1	4
236	человека как	2	4
237	и что	2	4
238	как человек	1	4
239	его с	1	4
240	для них	1	4
241	ни в	11	4
242	в начале	2	4
243	то время	1	4
244	как о	1	4
245	к другому	1	4
246	к которой	1	4
247	по сравнению	1	4
248	в истории	2	4
249	к миру	3	4
250	только с	1	4
251	мы еще	1	4
252	он должен	2	4
253	как к	2	4
254	могут быть	5	4
255	мир в	2	4
256	ни с	2	4
257	чувствовать себя	1	4
258	быть лишь	1	4
259	все равно	1	4
260	все эти	5	4
261	есть в	1	4
262	по своему	1	4
263	особенно в	2	4
264	не все	2	4
265	начинается в	1	4
266	его отношение	1	4
267	отношению к	19	4
268	место в	8	4
269	последних пределов	1	4
270	и только	4	4
271	иное как	1	4
272	в душе	1	3
273	можно и	2	3
274	решения вопроса	1	3
275	о чем	1	3
276	в виду	4	3
277	но нельзя	2	3
278	все же	6	3
279	чем не	2	3
280	в иной	1	3
281	своем творчестве	1	3
282	этого вопроса	1	3
283	даже и	1	3
284	в противоположность	1	3
285	входит в	8	3
286	с трудом	1	3
287	в одном	1	3
288	приходит к	1	3
289	значительной степени	1	3
290	конечно не	5	3
291	душу и	1	3
292	не вполне	2	3
293	можно ли	1	3
294	но этот	1	3
295	с другим	1	3
296	есть момент	1	3
297	к этому	2	3
298	уходит в	1	3
299	есть выражение	2	3
300	на том	1	3
301	хотя и	3	3
302	которым все	1	3
303	души и	2	3
304	и за	1	3
305	божьего мира	1	3
306	не остается	2	3
307	но ведь	1	3
308	есть та	1	3
309	в свой	1	3
310	лишь для	2	3
311	во всех	11	3
312	и быть	1	3
313	между тем	7	3
314	и тем	3	3
315	в иных	3	3
316	истории и	1	3
317	протяжении всего	1	3
318	с которым	1	3
319	нашего духа	1	3
320	мире и	1	3
321	жизни а	1	3
322	и должно	3	3
323	на почве	3	3
324	это уже	1	3
325	его во	1	3
326	науки и	1	3
327	со всеми	3	3
328	их и	2	3
329	с себя	1	3
330	в пределах	6	3
331	как не	1	3
332	к его	2	3
333	приводит к	3	3
334	ли он	1	3
335	сравнению с	1	3
336	в значительной	2	3
337	своему значению	1	3
338	только один	1	3
339	которую он	1	3
340	а лишь	2	3
341	она может	3	3
342	тому как	1	3
343	на этот	1	3
344	он может	2	3
345	выходит за	1	3
346	обратиться к	1	3
347	проникает в	2	3
348	что оно	2	3
349	для нас	1	3
350	она никогда	1	3
351	но с	3	3
352	от всех	4	3
353	а к	2	3
354	бытия и	1	3
355	и эта	2	3
356	в самых	1	3
357	мы должны	2	3
358	но она	2	3
359	не с	4	3
360	движения в	1	3
361	лишь как	4	3
362	и всегда	1	3
363	ницше и	1	3
364	и самого	1	3
365	природой и	1	3
366	стали бы	1	3
367	и ничего	1	3
368	но для	1	3
369	на большую	1	2
370	мир не	1	2
371	возможно лишь	1	2
372	вообще не	7	2
373	из всех	1	2
374	в первых	1	2
375	тем как	5	2
376	его от	1	2
377	исторического процесса	1	2
378	этом направлении	1	2
379	по себе	1	2
380	о мире	1	2
381	конечно он	1	2
382	более и	1	2
383	не менее	4	2
384	есть то	1	2
385	художник и	2	2
386	если в	1	2
387	не могли	2	2
388	в действительности	1	2
389	все свои	1	2
390	но они	4	2
391	от своей	1	2
392	с другой	7	2
393	отношения и	2	2
394	жизни как	1	2
395	они должны	1	2
396	ли она	1	2
397	во всей	1	2
398	направлена на	1	2
399	от них	2	2
400	не имеющих	1	2
401	и хаос	1	2
402	то в	1	2
403	и весь	2	2
404	него как	1	2
405	есть ли	1	2
406	это отношение	2	2
407	как можно	1	2
408	основании что	1	2
409	связи с	2	2
410	не о	1	2
411	человек а	1	2
412	дано в	3	2
413	между ними	4	2
414	и именно	2	2
415	власти и	1	2
416	в смысле	1	2
417	что их	1	2
418	на которую	1	2
419	могли бы	1	2
420	мира так	1	2
421	можно сделать	2	2
422	от которых	1	2
423	что эта	2	2
424	не были	1	2
425	природу и	3	2
426	не раз	1	2
427	том основании	1	2
428	столь же	2	2
429	бы быть	1	2
430	а как	3	2
431	и ее	2	2
432	самим собою	2	2
433	культура есть	1	2
434	средством для	1	2
435	во втором	1	2
436	может в	1	2
437	которой не	1	2
438	образа и	1	2
439	и менее	1	2
440	была бы	2	2
441	находятся в	1	2
442	подобно тому	1	2
443	и многообразный	1	2
444	самом деле	6	2
445	так называемый	2	2
446	преступление и	1	2
447	и действительно	1	2
448	но никогда	1	2
449	том смысле	1	2
450	которая не	1	2
451	этого движения	1	2
452	что мы	1	2
453	не имеют	2	2
454	относится к	4	2
455	быть не	1	2
456	и уже	1	2
457	направленной на	4	2
458	целый ряд	1	2
459	мир на	1	2
460	потому и	1	2
461	нем не	1	2
462	в сфере	1	2
463	мире в	1	2
464	этого слова	1	2
465	правда в	1	2
466	моего собственного	1	2
467	его как	3	2
468	и искусства	2	2
469	которому он	1	2
470	обращена к	1	2
471	творчества не	1	2
472	выражения в	1	2
473	на что	1	2
474	ни к	2	2
475	этом отношении	2	2
476	со своим	1	2
477	на самом	4	2
478	смысле этого	1	2
479	не принимает	1	2
480	в свои	1	2
481	но эта	1	2
482	которое было	1	2
483	с человеком	1	2
484	и без	1	2
485	в какой	2	2
486	но я	1	2
487	им и	1	2
488	есть только	2	2
489	к своему	2	2
490	к личности	2	2
491	нисколько не	1	2
492	это было	1	2
493	ибо и	1	2
494	за его	3	2
495	бы ни	1	2
496	связаны с	2	2
497	к одному	1	2
498	и других	2	2
499	и социального	1	2
500	ли может	1	2
501	пределы и	1	2
502	ни один	1	2
503	характерно для	2	2
504	отказ от	1	2
505	этого не	1	2
506	тем самым	4	2
507	можно найти	1	2
508	человека с	1	2
509	и часто	1	2
510	культуры но	1	2
511	человека из	1	2
512	и о	5	2
513	в понимании	1	2
514	в плане	7	2
515	которые в	1	2
516	или иной	2	2
517	происходит в	1	2
518	с предметом	2	2
519	момент его	2	2
520	себе а	1	2
521	не связан	1	1
522	для всех	1	1
523	совершенно определенно	1	1
524	из сторон	1	1
525	искусства от	1	1
526	только что	1	1
527	и трагедии	1	1
528	творчества в	3	1
529	смысл который	1	1
530	этот момент	2	1
531	и оправдание	1	1
532	которое может	1	1
533	своеобразие его	1	1
534	и всякому	1	1
535	в последнюю	1	1
536	другой стороны	4	1
537	но что	1	1
538	понимается как	1	1
539	с действительностью	3	1
540	связь с	3	1
541	а белый	1	1
542	момент ее	3	1
543	в материал	1	1
544	быть признана	1	1
545	границы его	1	1
546	изживает себя	1	1
547	имеет для	1	1
548	каким образом	1	1
549	направлений и	1	1
550	и связь	1	1
551	из всего	1	1
552	сомнений и	1	1
553	бы все	1	1
554	вне себя	4	1
555	разрыв с	1	1
556	сознанием и	1	1
557	направленная на	1	1
558	всеми его	1	1
559	на эту	1	1
560	выводит нас	2	1
561	к форме	2	1
562	не имели	1	1
563	ней как	1	1
564	и нашу	1	1
565	моменты в	1	1
566	понять как	1	1
567	лишь средством	1	1
568	сам же	1	1
569	перестает быть	4	1
570	все и	2	1
571	но может	1	1
572	в противовес	1	1
573	осуществляется в	1	1
574	раз и	2	1
575	не чувствует	1	1
576	одной стороны	3	1
577	ничто не	1	1
578	бы из	1	1
579	в другом	2	1
580	но эти	1	1
581	и должна	3	1
582	войти в	2	1
583	не чуждо	1	1
584	но вся	1	1
585	если так	1	1
586	оно было	2	1
587	мы все	1	1
588	говорить о	3	1
589	может служить	1	1
590	красота есть	1	1
591	и при	2	1
592	в строгом	2	1
593	есть ни	1	1
594	а между	1	1
595	ценности и	2	1
596	этим не	1	1
597	разных сторон	1	1
598	необходимое для	1	1
599	уже и	1	1
600	и начинает	1	1
601	бытия это	1	1
602	всего этого	1	1
603	быть признан	1	1
604	они остались	1	1
605	художественном творчестве	10	1
606	дело и	5	1
607	к ним	1	1
608	есть совершенно	1	1
609	или научное	1	1
610	установить что	1	1
611	вообще и	1	1
612	быть понята	2	1
613	форме но	1	1
614	еще нет	1	1
615	формы все	1	1
616	постановка проблемы	1	1
617	не иначе	1	1
618	нигде не	1	1
619	вопросов о	1	1
620	связи со	1	1
621	своего свободного	1	1
622	для понимания	2	1
623	по поводу	2	1
624	границы но	1	1
625	и духовного	2	1
626	и иной	3	1
627	и становится	7	1
628	а изнутри	1	1
629	начало и	3	1
630	вносит в	1	1
631	государством и	1	1
632	о ней	1	1
633	и вечная	1	1
634	свободы ибо	1	1
635	есть художественное	1	1
636	всем в	1	1
637	же должно	1	1
638	не выходит	1	1
639	мышления и	1	1
640	она и	1	1
641	произведения и	2	1
642	ждет своего	1	1
643	и всей	1	1
644	с одной	3	1
645	иных случаях	3	1
646	притом не	1	1
647	в иванов	1	1
648	ведь есть	1	1
649	есть его	3	1
650	с точки	6	1
651	связей и	1	1
652	и взаимоотношения	2	1
653	в тот	1	1
654	они в	1	1
655	не больше	3	1
656	содержания как	2	1
657	не путем	2	1
658	видит в	1	1
659	показать в	1	1
660	хуже всего	1	1
661	бы только	1	1
662	алеши и	1	1
663	культуре не	1	1
664	от познания	3	1
665	всех его	4	1
666	и ценности	1	1
667	слово он	1	1
668	и чисто	1	1
669	на себя	1	1
670	быть только	5	1
671	как его	3	1
672	потому в	1	1
673	мы это	1	1
674	в таком	3	1
675	или иная	1	1
676	в материальной	1	1
677	способна понять	1	1
678	между этими	1	1
679	отличие от	5	1
680	трудно и	1	1
681	чего бы	1	1
682	себя как	5	1
683	свои права	1	1
684	рядом с	5	1
685	оценок и	2	1
686	следовательно и	1	1
687	она на	1	1
688	представляется нам	2	1
689	единой человеческой	2	1
690	вот на	1	1
691	в себя	2	1
692	человек то	1	1
693	точек зрения	1	1
694	не нужно	5	1
695	в других	4	1
696	и отдельные	1	1
697	и религиозной	1	1
698	и своей	1	1
699	той или	2	1
700	формы в	1	1
701	по внешним	1	1
702	всех своих	2	1
703	к лицу	1	1
704	находит свое	2	1
705	если оно	1	1
706	в содержание	5	1
707	культурной жизни	1	1
708	есть к	1	1
709	себе это	1	1
710	а следовательно	1	1
711	ли это	1	1
712	в философии	1	1
713	мы уже	1	1
714	значение и	1	1
715	все остальные	1	1
716	не проникает	1	1
717	не дает	2	1
718	найти себе	1	1
719	для художника	1	1
720	идет в	1	1
721	и смысла	2	1
722	на нем	1	1
723	из мира	1	1
724	от одного	1	1
725	хотя в	1	1
726	как новое	2	1
727	все те	1	1
728	в тех	3	1
729	не могла	1	1
730	им самим	1	1
731	точка зрения	3	1
732	его ибо	1	1
733	бы уже	1	1
734	важно понять	1	1
735	материальной организации	1	1
736	слов не	1	1
737	в современной	2	1
738	глубине и	1	1
739	этот вопрос	1	1
740	миру и	2	1
741	в нее	1	1
742	ведь в	1	1
743	не совпадает	2	1
744	могла бы	1	1
745	есть свободная	1	1
746	нем и	2	1
747	но всегда	1	1
748	я в	1	1
749	так называемого	1	1
750	выходят за	1	1
751	т п	13	1
752	с людьми	1	1
753	не сходится	1	1
754	природы и	3	1
755	трагедии как	1	1
756	показать что	2	1
757	или о	1	1
758	и др	8	1
759	подход к	1	1
760	факт и	1	1
761	о других	1	1
762	слова от	1	1
763	процессы в	1	1
764	это ни	1	1
765	родство с	1	1
766	ней в	1	1
767	же мы	1	1
768	из этого	1	1
769	слова как	1	1
770	свободной и	1	1
771	чувств и	1	1
772	что кроме	1	1
773	на мир	2	1
774	независимо от	13	1
775	от ее	2	1
776	с ее	1	1
777	всех этих	1	1
778	в культуре	2	1
779	живет на	1	1
780	искусства в	2	1
781	вопросом о	1	1
782	слова это	1	1
783	к такому	1	1
784	осуществления и	1	1
785	в содержании	1	1
786	в столь	1	1
787	и навсегда	1	1
788	для познания	5	1
789	как с	1	1
790	его уже	1	1
791	выйти за	1	1
792	границах и	1	1
793	есть я	1	1
794	с миром	4	1
795	есть для	1	1
796	переносится в	1	1
797	чтобы стать	4	1
798	и души	1	1
799	нужно сказать	1	1
800	поэтому в	2	1
801	с природой	1	1
802	поэтому она	1	1
803	смысла в	1	1
804	не на	5	1
805	этот смысл	1	1
806	она становится	1	1
807	и несмотря	1	1
808	творчества и	5	1
809	все то	3	1
810	не более	2	1
811	предметом с	1	1
812	то на	1	1
813	строгом смысле	2	1
814	мы говорим	1	1
815	должна прийти	1	1
816	ее пути	1	1
817	стороны его	1	1
818	эти пределы	1	1
819	в романе	4	1
820	лишь к	1	1
821	только социальный	1	1
822	как момент	3	1
823	с ними	4	1
824	в праве	1	1
825	это чувство	1	1
826	подхода к	2	1
827	в слове	3	1
828	и т	14	1
829	на их	1	1
830	мир человека	1	1
831	ничего нет	2	1
832	к созданию	1	1
833	лишь явление	1	1
834	нему и	2	1
835	одного к	1	1
836	слова для	1	1
837	но оно	1	1
838	все они	5	1
839	не является	3	1
840	в главе	1	1
841	уже из	1	1
842	я должен	2	1
843	него он	1	1
844	для всякой	1	1
845	почти все	1	1
846	и социальной	1	1
847	не должно	1	1
848	самое существенное	1	1
849	личность от	1	1
850	это характерно	1	1
851	и теперь	1	1
852	разорванности и	1	1
853	и вся	2	1
854	значение для	3	1
855	в которую	1	1
856	и ему	1	1
857	в совершенно	1	1
858	же время	3	1
859	это имеет	1	1
860	цели и	2	1
861	как например	1	1
862	не бывший	1	1
863	она все	1	1
864	несмотря на	3	1
865	в отличие	5	1
866	ее не	1	1
867	она неизбежно	1	1
868	одной из	3	1
869	созерцания и	1	1
870	науку о	1	1
871	в глазах	1	1
872	в сознании	1	1
873	событие в	2	1
874	до известной	1	1
875	город и	1	1
876	а вовсе	1	1
877	культуры как	1	1
878	некоторые общие	1	1
879	материал и	2	1
880	движения и	2	1
881	нее и	1	1
882	моментов в	1	1
883	иногда в	1	1
884	ставит его	1	1
885	во внутреннем	1	1
886	формы и	5	1
887	могли быть	1	1
888	связан с	1	1
889	вполне и	1	1
890	в свое	1	1
891	значение в	1	1
892	смысле что	1	1
893	как формальное	1	1
894	не осуществляет	1	1
895	не во	2	1
896	не нужен	1	1
897	своей основной	1	1
898	словами о	1	1
899	мы имеем	2	1
900	и борьбы	1	1
901	такое же	1	1
902	на которой	1	1
903	лицом к	1	1
904	со словами	2	1
905	другой же	2	1
906	существенно отличается	1	1
907	представлять себе	4	1
908	слово в	2	1
909	ценность в	1	1
910	и смысл	1	1
911	в виде	2	1
912	а на	1	1
913	вне этой	1	1
914	этом основании	1	1
915	и первое	1	1
916	что является	1	1
917	что совершенно	2	1
918	иногда и	3	1
919	а о	1	1
920	а также	1	1
921	у толстого	1	1
922	на нее	1	1
923	влияний и	1	1
924	по существу	2	1
925	всего романа	1	1
926	быть признано	1	1
927	с формальной	1	1
928	в познании	2	1
929	помнить что	3	1
930	лежит на	1	1
931	перестать быть	1	1
932	иной раз	1	1
933	нуждаться в	3	1
934	а иногда	2	1
935	работать и	1	1
936	и могут	1	1
937	в новом	1	1
938	человека или	1	1
939	вовсе не	2	1
940	становится зыбкой	1	1
941	культурного творчества	3	1
942	мере в	1	1
943	с первого	1	1
944	к психологии	1	1
945	этих двух	1	1
946	историки литературы	1	1
947	может иметь	5	1
948	и эти	1	1
949	на них	3	1
950	стремиться к	1	1
951	как ни	1	1
952	которые могли	1	1
953	завершение в	2	1
954	у тех	1	1
955	чувствует свою	1	1
956	значение но	2	1
957	эти ценности	1	1
958	характера в	1	1
959	к чему-то	2	1
960	видит и	1	1
961	в новый	2	1
962	нет кроме	1	1
963	только я	1	1
964	в искусстве	12	1
965	и может	1	1
966	в частности	2	1
967	тех же	1	1
968	каждый раз	1	1
969	явлений в	1	1
970	в нашей	2	1
971	как явление	2	1
972	с прошлым	1	1
973	или как	3	1
974	идет о	1	1
975	та или	1	1
976	есть необходимый	1	1
977	это можно	1	1
978	и необходимое	1	1
979	слова в	7	1
980	понята как	1	1
981	в узком	1	1
982	и прежде	5	1
983	говорить об	1	1
984	в области	11	1
985	нуждается в	2	1
986	это в	1	1
987	что вся	1	1
988	бытия в	3	1
989	форма не	4	1
990	становится в	1	1
991	в целом	3	1
992	или точнее	2	1
993	и наконец	6	1
994	вплоть до	1	1
995	за их	2	1
996	возможна только	1	1
997	можно только	6	1
