N	2gram	Vygotskiy_	Vvedenie
134	данном случае	4	5
135	во всяком	2	5
136	в течение	2	5
137	как уже	1	5
138	так что	8	5
139	и тем	6	5
140	а не	16	5
141	говорить о	1	5
142	не что	2	5
143	и т.д	1	5
144	т п	5	5
145	быть в	1	5
146	а как	3	5
147	независимо от	1	5
148	она есть	2	5
149	не просто	6	5
150	в целом	7	5
151	как это	16	5
152	есть не	7	5
153	всяком случае	1	5
154	в особенности	3	4
155	ответ на	5	4
156	в центре	2	4
157	только что	11	4
158	здесь нет	1	4
159	этот процесс	1	4
160	с одной	15	4
161	тогда когда	1	4
162	любовь к	1	4
163	с точки	5	4
164	этом отношении	3	4
165	о чем	4	4
166	как раз	19	4
167	в результате	6	4
168	в виде	3	4
169	в себе	13	4
170	видит в	3	4
171	должен был	7	4
172	но все	5	4
173	из двух	3	4
174	в одном	5	4
175	в котором	5	4
176	заключается в	13	4
177	и ее	1	4
178	но ведь	2	4
179	что могло	1	4
180	как она	9	4
181	в своей	8	4
182	речь в	2	4
183	да и	4	4
184	сравнению с	4	4
185	в чем	1	4
186	должен быть	3	4
187	к тому	12	4
188	по крайней	1	4
189	чтобы понять	3	4
190	еще не	6	4
191	не имеет	2	4
192	времени и	5	4
193	в каждом	2	4
194	еще и	1	4
195	и заключается	6	4
196	даже и	2	4
197	одной стороны	15	4
198	по сравнению	4	4
199	это только	5	4
200	связана с	1	4
201	к делу	2	4
202	по отношению	3	4
203	мы имеем	10	4
204	эти области	1	4
205	свой материал	1	4
206	и изучение	1	4
207	отличие от	3	4
208	истории и	1	4
209	в отличие	3	4
210	крайней мере	1	4
211	можно сказать	4	4
212	той же	6	4
213	отношению к	2	4
214	одной из	2	4
215	в области	2	4
216	все более	1	4
217	только с	3	4
218	и для	13	4
219	большей мере	1	4
220	само по	3	4
221	из них	7	4
222	истории литературы	1	3
223	и к	5	3
224	с этим	4	3
225	собственном смысле	2	3
226	что с	8	3
227	и здесь	11	3
228	и на	12	3
229	этой области	1	3
230	того как	4	3
231	и вот	7	3
232	на том	4	3
233	обе эти	2	3
234	понятно что	6	3
235	именно как	1	3
236	при этом	11	3
237	что это	15	3
238	в сущности	14	3
239	говорит о	5	3
240	из которых	5	3
241	не как	3	3
242	но что	3	3
243	в отношении	2	3
244	в этих	3	3
245	чем в	3	3
246	связи с	2	3
247	материал для	2	3
248	если бы	21	3
249	себе что	1	3
250	и сам	1	3
251	а также	1	3
252	в силу	3	3
253	в очень	1	3
254	мы говорим	1	3
255	во внимание	5	3
256	взгляде на	1	3
257	том виде	1	3
258	за собой	1	3
259	в конце	10	3
260	вообще не	1	3
261	сама по	3	3
262	находит себе	5	3
263	в собственном	2	3
264	здесь все	1	3
265	одновременно и	1	3
266	как в	4	3
267	другое дело	1	3
268	нисколько не	3	3
269	между ними	2	3
270	зависимости от	9	3
271	в известном	2	3
272	в каком	7	3
273	есть еще	1	3
274	он мог	3	3
275	той или	2	3
276	русский язык	1	3
277	и того	2	3
278	в конечном	2	3
279	бы и	1	3
280	от себя	2	3
281	на этой	1	3
282	и других	2	3
283	все эти	5	3
284	то это	6	3
285	и есть	7	3
286	что даже	3	3
287	язык и	1	3
288	на этом	11	3
289	стороны и	5	3
290	что же	1	3
291	в значительной	1	3
292	же как	4	3
293	так чтобы	2	3
294	в другом	3	3
295	совсем не	3	3
296	этой работы	1	3
297	в ней	5	3
298	или же	1	3
299	и уже	4	3
300	в частности	6	3
301	со всей	4	3
302	только на	4	3
303	исследования и	1	3
304	не с	2	3
305	может служить	1	3
306	в этой	15	3
307	же самое	13	3
308	в начале	1	3
309	но дело	1	3
310	того же	5	3
311	от того	6	3
312	так же	19	3
313	при помощи	5	3
314	и наоборот	2	3
315	этому поводу	4	3
316	идет речь	3	3
317	и той	4	3
318	отношение к	1	3
319	вообще и	1	3
320	однако в	1	3
321	литературное произведение	1	3
322	наряду с	1	3
323	на нее	2	3
324	только по	1	3
325	что может	2	3
326	до конца	7	3
327	в своем	12	3
328	по этому	5	3
329	в зависимости	7	3
330	или иной	2	3
331	и вообще	2	3
332	что она	10	3
333	одна из	6	3
334	как будто	7	3
335	здесь не	1	3
336	он сам	1	3
337	к этому	5	3
338	нуждается в	3	3
339	для этого	12	3
340	понять что	1	3
341	смысле как	1	3
342	что сказано	1	3
343	мы видели	2	3
344	гораздо более	3	3
345	к нему	1	3
346	никогда не	15	3
347	с которыми	1	2
348	ближе к	2	2
349	во всем	3	2
350	так и	6	2
351	и другие	3	2
352	что они	11	2
353	находятся в	4	2
354	на каком-нибудь	1	2
355	что оно	12	2
356	образом по	1	2
357	на протяжении	2	2
358	после того	1	2
359	и сейчас	5	2
360	в подлиннике	1	2
361	собой в	2	2
362	должна быть	2	2
363	мы не	8	2
364	того не	2	2
365	иметь дело	1	2
366	обратить внимание	2	2
367	нам не	2	2
368	смысле в	1	2
369	несмотря на	5	2
370	к действительности	1	2
371	из того	4	2
372	обычно и	1	2
373	ни к	1	2
374	учение о	1	2
375	о них	2	2
376	это уже	1	2
377	или нет	1	2
378	и из	3	2
379	мысли и	1	2
380	сам по	4	2
381	труда и	1	2
382	какой бы	3	2
383	после этого	1	2
384	а затем	2	2
385	о которой	1	2
386	время не	1	2
387	него в	1	2
388	в работах	1	2
389	для объяснения	1	2
390	себя в	4	2
391	как говорят	1	2
392	для них	1	2
393	не столько	1	2
394	критики и	2	2
395	когда говорил	1	2
396	у нас	7	2
397	между языком	1	2
398	целом ряде	2	2
399	в следующем	1	2
400	все равно	3	2
401	лежит в	1	2
402	действительно по	1	2
403	однако с	1	2
404	и развития	1	2
405	к самой	1	2
406	такого же	2	2
407	говорит он	2	2
408	в своих	9	2
409	не было	2	2
410	что нет	3	2
411	этой точки	3	2
412	двоякого рода	3	2
413	есть лишь	1	2
414	ни одна	2	2
415	и с	3	2
416	без остатка	1	2
417	с ней	1	2
418	то о	2	2
419	каким образом	2	2
420	будто бы	3	2
421	которое в	2	2
422	это еще	1	2
423	значение в	1	2
424	это есть	3	2
425	по существу	4	2
426	с теми	3	2
427	с конца	1	2
428	жизни и	8	2
429	том или	1	2
430	например в	2	2
431	тому что	11	2
432	говорится у	1	2
433	и без	1	2
434	к таким	3	2
435	подобно тому	1	2
436	следует понимать	2	2
437	существует между	7	2
438	рядом с	6	2
439	и так	4	2
440	другом месте	1	2
441	есть только	3	2
442	том смысле	1	2
443	и при	3	2
444	материал который	1	2
445	или ином	1	2
446	и со	1	2
447	как наука	1	2
448	по признаку	1	2
449	по его	5	2
450	о которых	3	2
451	каждом данном	1	2
452	не до	1	2
453	но уже	2	2
454	себе и	4	2
455	в каждой	3	2
456	как только	5	2
457	могло бы	4	2
458	искусство и	4	2
459	казалось бы	11	2
460	что обе	1	2
461	что время	1	2
462	влечет за	2	2
463	во всех	6	2
464	этих двух	8	2
465	и чем	1	2
466	большей части	1	2
467	которая как	1	2
468	не говоря	1	2
469	и потому	8	2
470	ними и	1	2
471	которые не	2	2
472	но как	3	2
473	которая существует	3	2
474	мы можем	8	2
475	а с	7	2
476	не существует	3	2
477	принять во	2	2
478	над текстом	1	2
479	не могли	4	2
480	бы с	1	2
481	на задний	1	2
482	что мы	12	2
483	когда мы	10	2
484	самое же	1	2
485	в нечто	1	2
486	мы уже	7	2
487	ничего не	4	2
488	материалом и	1	2
489	чтобы он	2	2
490	в свою	3	2
491	задний план	1	2
492	тому как	3	2
493	на такие	1	2
494	из его	4	2
495	уже знаем	1	2
496	значительной мере	1	2
497	у них	1	2
498	еще раз	2	2
499	мы должны	10	2
500	из которой	2	2
501	будет в	1	2
502	быть и	2	2
503	не мог	1	2
504	для нее	1	2
505	что если	9	2
506	именно на	6	2
507	исходный пункт	1	2
508	увидим что	13	2
509	если же	3	2
510	речь идет	1	2
511	хотя в	1	2
512	из него	1	2
513	чем больше	3	2
514	в тех	3	2
515	от других	1	2
516	в форме	2	2
517	художественной литературы	1	2
518	а между	1	2
519	факт что	8	2
520	внимания к	1	2
521	и до	4	2
522	это однако	1	2
523	нечто что	1	2
524	дать ответ	1	2
525	это может	2	2
526	каждый из	2	2
527	литературы и	2	2
528	свою очередь	1	2
529	обратим внимание	1	2
530	наука не	1	2
531	не бывает	1	2
532	своего материала	2	2
533	состоит в	3	2
534	одной и	4	2
535	ко времени	1	2
536	составляет его	1	2
537	что можно	1	2
538	искусства и	8	2
539	что здесь	3	2
540	одно и	3	2
541	деле как	1	2
542	если это	4	2
543	что следовательно	2	2
544	природы и	1	2
545	к числу	1	2
546	мы называем	2	2
547	но вместе	1	2
548	мог бы	3	2
549	и др	2	2
550	значение и	2	2
551	должно быть	6	2
552	это делает	3	2
553	одного и	2	2
554	произведения и	1	2
555	в основу	6	2
556	с чем	3	2
557	все время	44	2
558	том же	1	2
559	тем более	1	2
560	образом возникает	1	2
561	отсюда возникает	1	2
562	мы теперь	1	2
563	иной раз	1	2
564	с помощью	3	2
565	что чем	1	2
566	что именно	7	2
567	на то	27	2
568	только после	1	2
569	бы ее	1	2
570	культурной жизни	1	2
571	преимущественно в	2	2
572	это в	5	2
573	на котором	1	2
574	надо было	2	2
575	этого слова	1	2
576	но это	2	2
577	конце концов	6	2
578	которого мы	3	2
579	так называемые	1	2
580	на тему	1	2
581	бы в	7	2
582	жизни как	1	2
583	и совершенно	8	2
584	только о	2	2
585	применительно к	1	2
586	не к	1	2
587	что было	1	1
588	всего в	1	1
589	а кроме	1	1
590	были бы	3	1
591	иначе говоря	1	1
592	то в	1	1
593	от простого	1	1
594	сказывается в	1	1
595	для начала	1	1
596	дает нам	2	1
597	новый и	1	1
598	с которого	1	1
599	и составляет	4	1
600	на других	1	1
601	все что	1	1
602	понимать что	1	1
603	взгляд на	2	1
604	мы видим	13	1
605	нашего исследования	1	1
606	и прямо	1	1
607	и сказывается	1	1
608	операций над	1	1
609	знать что	1	1
610	для нашего	1	1
611	та же	6	1
612	должно составить	1	1
613	за ним	3	1
614	и содержания	1	1
615	нужные для	1	1
616	уяснить себе	2	1
617	она и	1	1
618	том насколько	1	1
619	и очень	5	1
620	здесь именно	1	1
621	они не	3	1
622	характера а	1	1
623	может не	1	1
624	которое он	2	1
625	различие между	1	1
626	для каждой	1	1
627	что сюда	1	1
628	по тому	1	1
629	и составляют	1	1
630	бы то	1	1
631	жить в	1	1
632	также что	1	1
633	на язык	2	1
634	прямо говорит	1	1
635	роль и	2	1
636	его из	1	1
637	жизни а	2	1
638	нужно было	1	1
639	которая в	1	1
640	признает что	1	1
641	время и	1	1
642	пока оно	1	1
643	должно служить	1	1
644	вкладывает в	1	1
645	что каждый	1	1
646	как к	1	1
647	именно он	2	1
648	которые он	4	1
649	он только	3	1
650	сделать эти	1	1
651	бы составить	1	1
652	та именно	1	1
653	которых мы	5	1
654	искусство в	2	1
655	но еще	3	1
656	гораздо менее	1	1
657	различие в	1	1
658	сверх того	1	1
659	в фактах	1	1
660	оно было	1	1
661	верным в	1	1
662	для всякого	1	1
663	мы знаем	4	1
664	отношения к	2	1
665	том не	1	1
666	или по	1	1
667	из основных	1	1
668	это умение	1	1
669	еще более	2	1
670	именно для	1	1
671	объяснение в	1	1
672	материала и	6	1
673	новое и	1	1
674	для него	5	1
675	которых он	3	1
676	мере что	1	1
677	то для	1	1
678	но от	1	1
679	ни было	1	1
680	противоречий и	2	1
681	и чрезвычайно	1	1
682	нет такой	1	1
683	бы на	2	1
684	входят в	2	1
685	которых как	1	1
686	и основана	1	1
687	это значит	2	1
688	он называет	1	1
689	предмет это	1	1
690	каждой области	1	1
691	с ним	4	1
692	который можно	1	1
693	кроме того	1	1
694	имеем дело	1	1
695	что при	5	1
696	целого ряда	1	1
697	прямо противоположный	1	1
698	одних только	1	1
699	что так	1	1
700	в некоторых	2	1
701	которого он	2	1
702	нет речи	2	1
703	которых каждый	1	1
704	несомненно очень	1	1
705	не содержит	1	1
706	между этим	1	1
707	самого содержания	1	1
708	к помощи	1	1
709	ее в	2	1
710	всегда заключает	1	1
711	и говорить	1	1
712	это изменение	1	1
713	от этой	3	1
714	для нас	9	1
715	и за	4	1
716	что самая	1	1
717	что никакой	2	1
718	и этим	1	1
719	состоящий в	1	1
720	указание на	1	1
721	и принципиально	1	1
722	при чем	1	1
723	слова в	1	1
724	и о	5	1
725	то мы	2	1
726	требует от	1	1
727	на самом	9	1
728	на одной	1	1
729	здесь в	2	1
730	имел в	1	1
731	с техникой	1	1
732	разобраться в	1	1
733	своих собственных	1	1
734	его от	1	1
735	коренным образом	1	1
736	идет сейчас	1	1
737	и военной	1	1
738	на которой	1	1
739	не больше	3	1
740	здесь уже	2	1
741	нет никакого	2	1
742	искусства по	1	1
743	время была	1	1
744	себе не	2	1
745	это могут	1	1
746	и которые	1	1
747	в русском	1	1
748	у него	9	1
749	что между	2	1
750	частности в	1	1
751	не на	1	1
752	существует и	1	1
753	под этим	1	1
754	мы находим	2	1
755	различия между	2	1
756	нас от	2	1
757	раз в	4	1
758	не оставалась	1	1
759	совершенно ясно	13	1
760	чтобы превратить	1	1
761	отношения между	3	1
762	др в	1	1
763	работы и	3	1
764	непосредственно в	1	1
765	что все	12	1
766	оно не	2	1
767	как не	1	1
768	как они	3	1
769	ко второму	1	1
770	как же	1	1
771	сколько это	1	1
772	этого процесса	1	1
773	психологии и	2	1
774	есть нечто	3	1
775	если не	2	1
776	более или	1	1
777	что ни	4	1
778	нам в	1	1
779	человеческой природы	1	1
780	все то	6	1
781	с неизбежностью	1	1
782	но он	6	1
783	или в	6	1
784	искусстве то	1	1
785	имеет то	1	1
786	он рассматривает	1	1
787	однако что	1	1
788	из важнейших	2	1
789	д мы	1	1
790	и можно	2	1
791	на которое	2	1
792	что его	2	1
793	проблемы в	1	1
794	существует как	1	1
795	осуществляется в	2	1
796	с такого	1	1
797	самые разнообразные	1	1
798	всех его	1	1
799	что будет	1	1
800	но совершенно	3	1
801	самого по	1	1
802	что у	7	1
803	в научную	1	1
804	в россии	1	1
805	проблем и	1	1
806	и все	15	1
807	содержание и	4	1
808	из самых	3	1
809	сам собой	1	1
810	еще в	2	1
811	даже прямо	2	1
812	просто и	2	1
813	быть только	1	1
814	наоборот как	1	1
815	это состоит	1	1
816	это требуется	1	1
817	может и	2	1
818	увидеть что	4	1
819	и эта	2	1
820	но для	1	1
821	предметом его	1	1
822	достаточно сослаться	1	1
823	вот если	1	1
824	в построении	1	1
825	дело здесь	2	1
826	представление о	1	1
827	бы оно	1	1
828	очевидно что	3	1
829	систему и	1	1
830	искусства как	5	1
831	в таком	4	1
832	если он	2	1
833	очень много	1	1
834	в жизни	2	1
835	различие которое	1	1
836	на чрезвычайно	1	1
837	можно назвать	1	1
838	места и	2	1
839	заметить что	1	1
840	виде как	1	1
841	не остается	1	1
842	в стороне	2	1
843	давно уже	2	1
844	на другую	1	1
845	с той	2	1
846	в изображении	1	1
847	множества попыток	1	1
848	состоит из	1	1
849	обстоятельство что	2	1
850	выражается в	1	1
851	равно не	1	1
852	с ними	1	1
853	возможности и	1	1
854	если принять	1	1
855	некоторой части	1	1
856	есть тот	1	1
857	что по	3	1
858	из различных	1	1
859	самое и	2	1
860	если и	1	1
861	есть та	2	1
862	прямо а	1	1
863	или даже	1	1
864	из чего	1	1
865	далеко не	4	1
866	возникает как	2	1
867	сказывается и	1	1
868	в одно	1	1
869	времени как	1	1
870	на эту	1	1
871	из четырех	2	1
872	факте что	1	1
873	и отдельных	1	1
874	перед собой	1	1
875	это требует	1	1
876	второй части	1	1
877	особенности в	1	1
878	и могут	1	1
879	именно эту	1	1
880	в новой	1	1
881	не прямо	1	1
882	в такой	1	1
883	отличается от	4	1
884	непременно должен	1	1
885	между собой	2	1
886	любви и	3	1
887	больше всего	1	1
888	в свете	1	1
889	того почему	1	1
890	том как	1	1
891	образом для	2	1
892	это было	4	1
893	что раньше	1	1
894	это хорошо	1	1
895	в какой-нибудь	1	1
896	для современной	1	1
897	в понимание	1	1
898	он вполне	1	1
899	которого не	1	1
900	на его	4	1
901	дополнение к	1	1
902	в сторону	2	1
903	которая не	1	1
904	ли это	3	1
905	для нашей	2	1
906	тому же	4	1
907	для читателя	2	1
908	в лучшем	3	1
909	как именно	1	1
910	в эту	2	1
911	что вообще	2	1
912	составить предмет	1	1
913	говорит об	1	1
914	или менее	1	1
915	с должной	1	1
916	и у	1	1
917	что их	2	1
918	жизнь была	1	1
919	в одной	4	1
920	такого исследования	1	1
921	мысли в	1	1
922	сложность этой	1	1
923	связано с	1	1
924	а для	1	1
925	по поводу	6	1
926	вопроса о	2	1
927	справедливо видит	1	1
928	бы нас	1	1
929	за этой	1	1
930	психологии не	1	1
931	смотреть как	1	1
932	с первого	1	1
933	нам представляется	2	1
934	ему не	1	1
935	на них	3	1
936	чтобы увидеть	3	1
937	из общего	1	1
938	противоположный тому	2	1
939	понять как	3	1
940	жизнь и	2	1
941	чтобы сделать	2	1
942	произведение в	2	1
943	не была	1	1
944	что эти	4	1
945	говорится о	2	1
946	поскольку она	1	1
947	ко всему	1	1
948	заключены в	1	1
949	это и	7	1
950	уклонением от	1	1
951	его и	2	1
952	того или	1	1
953	высокой степени	1	1
954	совершенно не	11	1
955	его словам	1	1
956	материалом для	1	1
957	человека в	3	1
958	совершенно реальным	1	1
959	ответить на	1	1
960	в уста	3	1
961	совершенно понятно	4	1
962	и эти	3	1
963	находит свое	2	1
964	реальным и	1	1
965	нужно принять	1	1
966	с двумя	3	1
967	факта что	1	1
968	в полной	2	1
969	не принадлежит	1	1
970	что отношения	1	1
971	и более	1	1
972	к конкретной	1	1
973	вытекает из	2	1
974	жизни для	1	1
975	каждая из	1	1
976	с самого	5	1
977	образом мы	3	1
978	уже из	1	1
979	своих исследованиях	1	1
980	в действительности	2	1
981	привычным в	1	1
982	в положении	2	1
983	что этот	3	1
984	тем мы	2	1
985	такие же	1	1
986	как та	1	1
987	его школой	1	1
988	какие бы	1	1
989	должно было	2	1
990	средние века	1	1
991	нельзя было	2	1
992	исследователю это	1	1
993	превращается в	2	1
994	это как	2	1
995	вовсе может	1	1
996	в самых	4	1
997	его содержания	1	1
998	же ясно	2	1
999	еще на	1	1
1000	их стремление	1	1
1001	другими словами	1	1
1002	на той	1	1
1003	связь и	2	1
1004	пор пока	2	1
1005	а через	1	1
1006	мы его	1	1
1007	так сказать	1	1
1008	и чувства	2	1
1009	идея и	1	1
1010	не должен	1	1
1011	не дает	2	1
1012	это то	1	1
1013	заключено в	1	1
1014	тем лучше	1	1
1015	вся она	1	1
1016	но во	2	1
1017	сверх этого	2	1
1018	не по	1	1
1019	быть последовательным	1	1
1020	от содержания	1	1
1021	с полным	1	1
1022	быть не	2	1
1023	бы назвать	1	1
1024	не быть	1	1
1025	можно различить	1	1
1026	и должна	1	1
1027	тот факт	6	1
1028	искусство которое	4	1
1029	самое существенное	1	1
1030	языку и	1	1
1031	одной общей	1	1
1032	и другой	1	1
1033	во многих	1	1
1034	конечно и	1	1
1035	уже о	1	1
1036	вопроса об	1	1
1037	просто не	1	1
1038	языком и	1	1
1039	не сам	1	1
1040	дело со	2	1
1041	в себя	2	1
1042	и трудно	1	1
1043	что совершенно	1	1
1044	и т.п	1	1
1045	сейчас мы	1	1
1046	не раз	2	1
1047	в руках	1	1
1048	лучшем случае	3	1
1049	в которой	4	1
1050	именно потому	4	1
1051	имеет целью	2	1
1052	не будет	3	1
1053	то обстоятельство	2	1
1054	у автора	1	1
1055	которая сама	1	1
1056	представляющие собой	1	1
1057	есть то	2	1
1058	именно из	2	1
1059	бесспорно что	1	1
1060	надо сказать	2	1
1061	не могло	2	1
1062	должны быть	1	1
1063	содержания и	4	1
1064	возможно более	1	1
1065	указать что	1	1
1066	не приходится	1	1
1067	разумеется на	1	1
1068	и та	5	1
1069	и является	2	1
1070	совершенно невозможно	2	1
1071	искусством и	1	1
1072	опереться на	1	1
1073	нас с	2	1
1074	не могла	2	1
1075	как если	1	1
1076	его характер	1	1
1077	и тот	2	1
1078	в дополнение	1	1
1079	нельзя отрицать	1	1
1080	за пределы	1	1
1081	не потому	2	1
1082	уже потому	1	1
1083	этого искусства	1	1
1084	заключает в	7	1
1085	говорит что	13	1
1086	на картине	2	1
1087	этим не	1	1
1088	ее с	1	1
1089	разрешается в	1	1
1090	в учении	3	1
1091	содержание но	1	1
1092	большей частью	1	1
1093	например и	1	1
1094	удалось показать	2	1
1095	только тем	1	1
1096	история говорит	1	1
1097	существует ли	1	1
1098	они разрешаются	1	1
1099	только то	1	1
1100	и затем	2	1
1101	что такая	1	1
1102	то как	1	1
1103	сомневаться в	1	1
1104	от той	2	1
1105	теперь не	1	1
1106	тот круг	1	1
1107	бы этого	1	1
1108	общественной жизни	1	1
1109	он есть	1	1
1110	рассуждение о	1	1
1111	сослаться на	1	1
1112	том факте	1	1
1113	поэтому для	1	1
1114	на практике	1	1
1115	и всегда	1	1
1116	различны но	1	1
1117	фантазии и	2	1
1118	самого начала	5	1
1119	и речи	1	1
1120	быть это	2	1
1121	как один	1	1
1122	достигает того	1	1
1123	или иное	1	1
1124	и часто	1	1
1125	то ни	1	1
1126	оно составляет	1	1
1127	знает что	2	1
1128	это единство	1	1
1129	средством к	1	1
1130	как некоторое	1	1
1131	убедиться в	1	1
1132	всего что	1	1
1133	многих случаях	1	1
1134	искусстве и	3	1
1135	в каких	2	1
1136	того кто	1	1
1137	мыслителей и	1	1
1138	дает ей	1	1
1139	как эта	1	1
1140	могло быть	2	1
1141	дает ему	2	1
1142	но которые	2	1
1143	имеем в	1	1
1144	на которые	2	1
1145	ни одной	2	1
1146	в средние	1	1
1147	которые и	1	1
1148	показывает как	1	1
1149	не забудем	1	1
1150	или над	1	1
1151	заставляет нас	6	1
1152	он в	3	1
1153	нет и	2	1
1154	которую в	1	1
1155	искусству но	1	1
1156	на деле	9	1
1157	которые служат	1	1
1158	тех пор	2	1
1159	важное для	1	1
1160	одного из	1	1
1161	на две	1	1
1162	содержанием и	1	1
1163	что всякий	2	1
1164	ее не	2	1
1165	общего с	1	1
1166	внутренних противоречий	1	1
1167	она может	1	1
1168	и никогда	1	1
1169	главным образом	3	1
1170	если мы	24	1
1171	речи в	1	1
1172	оно имеет	1	1
1173	без всякого	3	1
1174	для такого	1	1
1175	но есть	1	1
1176	и которая	1	1
1177	чрезвычайно важный	1	1
1178	только одна	2	1
1179	подход к	1	1
1180	что есть	3	1
1181	условия для	1	1
1182	деле есть	1	1
1183	или с	2	1
1184	они должны	2	1
1185	но нет	1	1
1186	тесно связаны	1	1
1187	чем то	1	1
1188	что невозможно	1	1
1189	виде и	2	1
1190	приводят к	1	1
1191	это потребность	1	1
1192	и ближайшие	1	1
1193	того времени	1	1
1194	техники и	1	1
1195	зрения можно	1	1
1196	это ясно	1	1
1197	имеет еще	1	1
1198	точку зрения	1	1
1199	это можно	1	1
1200	которое мы	3	1
1201	так возникает	1	1
1202	в самое	1	1
1203	остается еще	4	1
1204	в высшей	1	1
1205	для разработки	2	1
1206	ее можно	1	1
1207	этих трех	1	1
1208	наоборот в	1	1
1209	что тут	2	1
1210	его нужно	1	1
1211	только при	1	1
1212	русском языке	1	1
1213	этого уже	1	1
1214	говорил что	2	1
1215	и от	2	1
1216	составляет высшую	1	1
1217	них как	1	1
1218	и техника	2	1
1219	для которого	1	1
1220	бы сказать	3	1
1221	образом в	3	1
1222	тенденцию к	1	1
1223	мы помним	1	1
1224	же в	3	1
1225	самом процессе	2	1
1226	и прежде	1	1
1227	значило бы	1	1
1228	этого и	1	1
1229	и дальше	3	1
1230	же мы	3	1
1231	форме и	1	1
1232	что содержание	1	1
1233	отрицательный ответ	1	1
1234	по одной	1	1
1235	речь о	1	1
1236	до тех	2	1
1237	избежала бы	1	1
1238	он был	3	1
1239	при каких	1	1
1240	раз наоборот	2	1
1241	внутреннее противоречие	3	1
1242	на всем	1	1
1243	потому его	1	1
1244	д и	1	1
1245	которые одновременно	1	1
1246	тому о	1	1
1247	показывает что	3	1
1248	месте в	1	1
1249	можно применить	1	1
1250	котором мы	3	1
1251	или иного	1	1
1252	которая имеет	1	1
1253	к этим	2	1
1254	во время	4	1
1255	ведь и	1	1
1256	остановиться на	1	1
1257	только потому	1	1
1258	этого становится	1	1
1259	бы уже	1	1
1260	своих основных	1	1
1261	в картине	1	1
1262	можно с	1	1
1263	и искусство	2	1
1264	в остальных	1	1
1265	и исследование	1	1
1266	именно это	5	1
1267	то или	1	1
1268	в самой	1	1
1269	ними в	1	1
1270	говорится что	2	1
1271	прав был	1	1
1272	его современников	1	1
1273	нас и	2	1
1274	дальнейшего развития	1	1
1275	понятно и	2	1
1276	тот же	5	1
1277	с реальным	1	1
1278	сомнения в	1	1
1279	что на	6	1
1280	почти не	2	1
1281	эту тему	1	1
1282	не то	4	1
1283	выражение и	1	1
1284	в заключение	1	1
1285	слова и	2	1
1286	действительно в	1	1
1287	эту формулу	2	1
1288	искусства в	7	1
1289	но вместо	1	1
1290	в первой	1	1
1291	это особенно	1	1
1292	никак не	10	1
1293	с каким	1	1
1294	о ней	2	1
1295	и самый	2	1
1296	почему эта	1	1
1297	в составе	1	1
1298	он действительно	1	1
