N	3gram	Medvedev_V	Myshleni
146	не чем иным	1	3
147	тех или иных	1	3
148	что оно является	1	3
149	в соответствии с	1	3
150	том что оно	1	3
151	совершенно очевидно что	1	3
152	говорит об этом	1	3
153	теми или иными	1	3
154	значит что он	1	3
155	в значительной мере	3	3
156	та или иная	3	3
157	а вместе с	1	3
158	в которой он	1	3
159	имеем в виду	1	3
160	имеем дело с	1	3
161	что должно быть	1	3
162	всего сказанного выше	2	3
163	нет и не	1	3
164	в той или	1	2
165	одним из главнейших	1	2
166	это и значит	1	2
167	в одном и	1	2
168	не могло бы	1	2
169	и слова и	1	2
170	в этом процессе	2	2
171	не могут иметь	1	2
172	того чтобы понять	1	2
173	у него еще	1	2
174	в частности в	2	2
175	и по отношению	1	2
176	что в процессе	1	2
177	хотим сказать что	1	2
178	что он в	1	2
179	мы встречаемся с	1	2
180	могут привести к	1	2
181	нет никаких оснований	2	2
182	между ними не	1	2
183	в одном из	4	2
184	главным образом потому	1	2
185	не только для	2	2
186	и может быть	1	2
187	в этом же	1	2
188	в чем же	2	2
189	таким образом по	2	2
190	очевидно что не	1	2
191	может быть в	1	2
192	и благодаря этому	1	2
193	не только у	1	2
194	одному тому что	2	2
195	исследования не только	1	2
196	все же не	1	2
197	что мы имеем	1	2
198	в свете этих	1	2
199	никогда не может	1	2
200	нельзя не признать	1	2
201	прав в том	1	2
202	можно так выразиться	1	2
203	том же направлении	1	2
204	имеет свою внутреннюю	1	2
205	или иной мере	1	2
206	не отличается от	1	2
207	и частного в	1	2
208	в том случае	1	2
209	того обстоятельства что	1	2
210	если можно так	1	2
211	и никогда не	2	2
212	каждой из этих	2	2
213	таким образом не	3	2
214	думается что все	1	2
215	и в качестве	1	2
216	точки зрения на	1	2
217	том случае если	1	2
218	в том отношении	2	2
219	является для него	1	2
220	в действительной жизни	1	2
221	ту или иную	1	2
222	решение этой проблемы	1	2
223	чтобы ответить на	1	2
224	и в их	1	2
225	по одному тому	2	2
226	если бы все	1	2
227	образом потому что	1	2
228	одной из основных	1	2
229	к двум основным	1	2
230	по этому вопросу	2	2
231	во всех этих	2	2
232	в результате чего	2	2
233	из которых каждая	1	2
234	к этому же	1	2
235	тот или иной	1	2
236	но ведь это	1	1
237	что в основном	1	1
238	но то же	1	1
239	отлета фантазии от	1	1
240	в частности к	2	1
241	вот что говорит	3	1
242	все то что	1	1
243	в самых ранних	1	1
244	для самого себя	1	1
245	но было бы	1	1
246	от до с	1	1
247	идет дальше и	1	1
248	говорить только о	1	1
249	том отношении что	2	1
250	он сам по	1	1
251	этого сложного процесса	1	1
252	в том или	1	1
253	этими двумя полюсами	1	1
254	анализа и синтеза	1	1
255	мышления в его	1	1
256	в прямом смысле	1	1
257	не является столь	1	1
258	естественно что эта	1	1
259	говоря уже о	1	1
260	дело не в	1	1
261	не только выражают	1	1
262	от всей полноты	1	1
263	вмешивается в ход	1	1
264	толстой но и	1	1
265	имеет свою историю	1	1
266	у него в	1	1
267	далеко не всегда	1	1
268	с каждым из	1	1
269	что для того	1	1
270	бы и не	3	1
271	но даже и	1	1
272	но и он	2	1
273	слова сказаться душой	1	1
274	свою внутреннюю логику	1	1
275	которая не может	2	1
276	так или иначе	1	1
277	в этом нет	1	1
278	это представление что	1	1
279	отношению к этим	1	1
280	при соприкосновении с	1	1
281	смысле слова с	1	1
282	и в зависимости	1	1
283	в основных чертах	3	1
284	процесса как показывает	1	1
285	для этого процесса	1	1
286	в результате уже	1	1
287	мы полагаем что	1	1
288	что во всех	1	1
289	это мы наблюдаем	2	1
290	этого процесса и	1	1
291	как видим для	1	1
292	для очень многих	1	1
293	и непосредственно как	1	1
294	того момента когда	1	1
295	в процессе формирования	1	1
296	общих и частных	1	1
297	на основании изучения	1	1
298	все это не	1	1
299	приведенных выше данных	1	1
300	а не только	1	1
301	все эти явления	2	1
302	когда он в	1	1
303	себе хотя бы	1	1
304	те или иные	1	1
305	о если б	1	1
306	возникают у него	1	1
307	это то что	1	1
308	и протекает по	1	1
309	чуть ли не	2	1
310	то же говорит	2	1
311	б без слова	1	1
312	и опирается на	1	1
313	не было бы	4	1
314	в каждой из	1	1
315	как мы знаем	1	1
316	по крайней мере	2	1
317	в течение многих	1	1
318	две основные тенденции	1	1
319	все эти примеры	1	1
320	на основе учения	1	1
321	и плана в	1	1
322	из которых он	1	1
323	может быть даже	1	1
324	с работы над	1	1
325	предполагает наличие не	1	1
326	говорит что если	1	1
327	в виду не	1	1
328	и в процессе	2	1
329	как один из	1	1
330	на основании их	1	1
331	между тем это	1	1
332	прежде всего не	2	1
333	значения и роли	1	1
334	этому вопросу и	1	1
335	и не по	1	1
336	определенной социальной среды	1	1
337	не только со	1	1
338	прежде всего следует	1	1
339	то что должно	1	1
340	ни одна из	1	1
341	на основе этого	1	1
342	душой было можно	1	1
343	главным образом в	1	1
344	могло бы и	1	1
345	содержания и формы	1	1
346	в каком направлении	1	1
347	обобщения перед нами	1	1
348	и главным образом	2	1
349	это особенно часто	1	1
350	главнейшие из них	1	1
351	таким образом можно	1	1
352	очевидно что такое	1	1
353	должно быть названо	1	1
354	но и для	1	1
355	фантазии от жизни	1	1
356	и т д	16	1
357	развиваются как бы	1	1
358	и их роли	1	1
359	и не быть	1	1
360	по его мнению	1	1
361	этой области не	1	1
362	в ту же	1	1
363	но и у	1	1
364	и процессов в	1	1
365	что говорит он	1	1
366	тому же выводу	1	1
367	отсюда следует что	1	1
368	если б без	1	1
369	приходит в результате	1	1
370	высказывается по этому	1	1
371	в процессе своей	1	1
372	не значит что	1	1
373	что в своем	1	1
374	не в том	2	1
375	это происходит в	1	1
376	и как увидим	1	1
377	и есть то	1	1
378	когда он однажды	1	1
379	к этому типу	1	1
380	что один из	1	1
381	обе эти крайности	1	1
382	в своих опытах	1	1
383	уже сама по	1	1
384	социальной среды на	1	1
385	образов и символов	1	1
386	по себе в	1	1
387	не заключается в	1	1
388	иметь в виду	2	1
389	всего следует отметить	1	1
390	могло бы быть	1	1
391	с теми или	1	1
392	тенденций в процессе	1	1
393	которая уже сама	1	1
394	при помощи которых	1	1
395	и в то	3	1
396	все же и	1	1
397	что в них	1	1
398	что они не	1	1
399	из них не	2	1
400	этой проблемы в	1	1
401	не имеет ничего	1	1
402	таким образом даже	2	1
403	и есть в	1	1
404	чем же заключается	1	1
405	очевидно что в	1	1
406	как сказал бы	1	1
407	и мы не	1	1
408	может быть достигнуто	1	1
409	в точном смысле	2	1
410	сказаться душой было	1	1
411	между рассудком и	1	1
412	но ни в	1	1
413	хотя бы с	1	1
414	говорят об одном	1	1
415	и лежит в	1	1
416	проявляется не только	1	1
417	муки слова в	1	1
418	то же явление	1	1
419	целом но и	1	1
420	в последнем счете	1	1
421	о природе и	1	1
422	в этом плане	1	1
423	те из них	2	1
424	на вопрос что	1	1
425	как это и	1	1
426	если так то	1	1
427	если все эти	1	1
428	большей или меньшей	3	1
429	равно как и	4	1
430	было бы совершенно	1	1
431	не удивительно что	3	1
432	вот это представление	1	1
433	в любой области	1	1
434	в системе станиславского	1	1
435	их отношение к	1	1
436	выйти за пределы	1	1
437	другой стороны он	1	1
438	том или ином	1	1
439	как это делает	3	1
440	это явствует из	1	1
441	него могут быть	1	1
442	в начале этой	1	1
443	что на известной	1	1
444	хотя и не	1	1
445	а как бы	1	1
446	что мы определили	1	1
447	другой стороны в	1	1
448	и в конечном	1	1
449	есть одно и	1	1
450	исследованию таким образом	1	1
451	без слова сказаться	1	1
452	в светлое поле	1	1
453	этом отношении может	1	1
454	не подлежит сомнению	1	1
455	ее полноте нам	1	1
456	также и в	2	1
457	в качестве общего	1	1
458	есть то что	1	1
459	явлений и процессов	2	1
460	как и весь	1	1
461	в которых она	1	1
462	а не по	1	1
463	вещь в себе	1	1
464	светлое поле сознания	1	1
465	мы знаем не	1	1
466	образом связана с	1	1
467	между собой не	1	1
468	мы хотим сказать	1	1
469	силу чего он	1	1
470	и вытекающим из	1	1
471	не говоря уже	1	1
472	свести к двум	1	1
473	мы не будем	1	1
474	это и есть	3	1
475	всей ее полноте	1	1
476	с другой мы	1	1
477	из них которые	2	1
478	но с другой	1	1
479	это как мы	1	1
480	и это самое	1	1
481	во всей ее	1	1
