N	2gram	Bakhtin_fo	Otkroven
491	речь о	1	1
492	на то	1	1
493	вовлекают в	1	1
494	человека где	1	1
495	от этого	4	1
496	в народном	1	1
497	свободной и	1	1
498	и я	1	1
499	есть на	1	1
500	нуждается в	1	1
501	нужно видеть	1	1
502	эпоху возрождения	3	1
503	отличается от	1	1
504	что во	1	1
505	да и	4	1
506	друг с	5	1
507	его жизни	11	1
508	соотношений и	1	1
509	в новом	1	1
510	нисколько не	1	1
511	и характер	3	1
512	сравнению с	3	1
513	интерес к	1	1
514	но это	1	1
515	в эти	1	1
516	и после	1	1
517	природой и	1	1
518	в это	5	1
519	мир и	2	1
520	женщины и	1	1
521	противоречии с	1	1
522	из него	1	1
523	там это	1	1
524	себе и	4	1
525	человеке так	1	1
526	лишь один	2	1
527	с другом	5	1
528	которой в	1	1
529	романов есть	1	1
530	которой нет	2	1
531	чтобы не	1	1
532	нем все	2	1
533	судьбы ее	1	1
534	на своем	1	1
535	любви и	1	1
536	человека человек	1	1
537	и человеческие	1	1
538	и человеческих	1	1
539	она и	1	1
540	их во	1	1
541	жизни не	3	1
542	из них	8	1
543	что их	1	1
544	вовсе не	20	1
545	под влиянием	1	1
546	что как	1	1
547	уже не	5	1
548	отречения от	1	1
549	по силе	1	1
550	в одной	2	1
551	указать на	2	1
552	в противоречии	1	1
553	особенно в	3	1
554	мира в	6	1
555	со всеми	4	1
556	и самый	3	1
557	бы ни	1	1
558	бы в	1	1
559	к другому	2	1
