N	2gram	Potebnia_M	Mirosoze
108	в свою	8	9
109	и во	6	9
110	есть уже	4	9
111	а в	11	9
112	лишь в	2	9
113	от него	8	8
114	нужно искать	1	8
115	в этих	10	8
116	и с	3	8
117	тем что	15	8
118	человека есть	1	8
119	о том	6	8
120	вопрос о	5	8
121	человека не	2	8
122	себя в	1	8
123	что не	15	8
124	человеке и	2	8
125	за пределы	4	8
126	что есть	3	8
127	не так	6	8
128	в отношении	1	8
129	еще в	1	8
130	того чтобы	4	8
131	отношении к	1	8
132	человек должен	1	8
133	с его	3	8
134	ничего не	2	8
135	они не	5	8
136	уже в	5	8
137	для того	8	8
138	во всем	5	7
139	что человек	6	7
140	раскрывается в	1	7
141	в духе	1	7
142	если он	1	7
143	не существует	2	7
144	нем есть	2	7
145	в нашем	2	7
146	что все	4	7
147	точки зрения	8	7
148	она есть	3	7
149	все в	2	7
150	те же	4	7
151	чем в	2	7
152	что она	3	7
153	на этом	3	7
154	в боге	1	7
155	от нее	6	7
156	в жизни	5	7
157	отношения к	2	7
158	себя и	3	7
159	более чем	1	7
160	он в	1	7
161	мог бы	5	7
162	но если	4	7
163	высшей степени	1	7
164	должен быть	2	7
165	в народе	2	7
166	как он	5	7
167	к другу	1	6
168	же и	1	6
169	самого себя	4	6
170	с этой	3	6
171	не как	4	6
172	и нет	1	6
173	было в	1	6
174	увидим что	4	6
175	есть свобода	2	6
176	что у	2	6
177	прийти к	1	6
178	его в	3	6
179	тогда только	1	6
180	совсем не	1	6
181	можно было	1	6
182	по своей	2	6
183	чтобы не	3	6
184	и от	5	6
185	и здесь	1	6
186	друг к	1	6
187	что это	5	6
188	его на	3	6
189	него нет	1	6
190	если бы	23	6
191	в которых	2	6
192	бы не	11	6
193	у человека	2	6
194	в образе	1	6
195	в ее	2	6
196	того как	12	6
197	должен был	1	6
198	и более	3	6
199	на все	5	6
200	тех которые	1	6
201	и человек	3	6
202	и человека	1	6
203	его не	3	6
204	к ней	3	6
205	на то	5	6
206	не к	1	6
207	еще не	9	5
208	бы в	6	5
209	которые не	5	5
210	мысли и	9	5
211	человек есть	2	5
212	одно из	5	5
213	и как	11	5
214	мысли о	6	5
215	отличается от	1	5
216	с этим	11	5
217	природы в	2	5
218	во всяком	9	5
219	для этого	2	5
220	мы увидим	3	5
221	говорит что	1	5
222	до того	2	5
223	страдания и	1	5
224	сказать что	5	5
225	к которому	5	5
226	все ли	1	5
227	после того	3	5
228	пройти через	1	5
229	отказывается от	1	5
230	и вместе	5	5
231	есть явление	5	5
232	от этого	2	5
233	сих пор	5	5
234	вопроса о	2	5
235	должны быть	11	5
236	в человеческой	3	5
237	в то	6	5
238	для чего	1	5
239	когда он	1	5
240	до сих	5	5
241	и этот	1	5
242	в царстве	1	5
243	оно не	4	5
244	и мы	1	5
245	любовь и	1	5
246	да и	1	5
247	его и	1	5
248	то он	2	5
249	и если	6	5
250	в мир	1	5
251	той же	3	5
252	тот же	5	5
253	человека но	1	5
254	в более	4	5
255	этот процесс	1	5
256	не для	2	5
257	так и	17	5
258	в их	3	5
259	из глубины	2	5
260	думать что	6	5
261	но человек	1	5
262	к новому	2	5
263	как будто	2	5
264	в той	1	4
265	человек может	2	4
266	человеческой жизни	1	4
267	свободы с	1	4
268	к этой	3	4
269	еще более	2	4
270	в разных	2	4
271	на деле	6	4
272	потому не	1	4
273	нас в	2	4
274	свобода есть	1	4
275	в своих	4	4
276	и даже	4	4
277	человека для	1	4
278	отношением к	1	4
279	в такой	2	4
280	на природу	3	4
281	духовной жизни	2	4
282	не всегда	2	4
283	мир был	1	4
284	по отношению	15	4
285	не что	2	4
286	себе в	2	4
287	его собственной	1	4
288	в движении	2	4
289	что они	6	4
290	ее и	1	4
291	мы видим	5	4
292	что иное	2	4
293	в каждом	6	4
294	к себе	1	4
295	народной жизни	2	4
296	не от	4	4
297	лежит в	1	4
298	не была	2	4
299	будто бы	1	4
300	тому что	4	4
301	время как	2	4
302	человеческой природе	1	4
303	себе и	2	4
304	в чем	6	4
305	человека а	1	4
306	так что	23	4
307	мысль что	6	4
308	и что	13	4
309	и по	8	4
310	его с	3	4
311	тогда когда	15	4
312	для них	2	4
313	ни в	2	4
314	и тот	1	4
315	но на	3	4
316	в начале	2	4
317	оно есть	1	4
318	душа его	1	4
319	то время	3	4
320	вряд ли	2	4
321	никто не	3	4
322	я хочу	1	4
323	не знали	2	4
324	к другому	2	4
325	же есть	2	4
326	перейти в	1	4
327	по сравнению	1	4
328	и тогда	2	4
329	народа и	2	4
330	и до	1	4
331	в истории	8	4
332	только с	1	4
333	в пути	2	4
334	они были	1	4
335	он должен	2	4
336	как к	1	4
337	могут быть	17	4
338	мир в	1	4
339	ни с	2	4
340	сам он	1	4
341	мы не	17	4
342	одна и	1	4
343	сознания и	2	4
344	все равно	1	4
345	все эти	3	4
346	есть в	4	4
347	не все	3	4
348	начинается в	1	4
349	значит что	1	4
350	народного духа	2	4
351	и их	6	4
352	это была	1	4
353	заключает в	6	4
354	от того	9	4
355	стало быть	6	4
356	отношению к	13	4
357	место в	3	4
358	и только	6	4
359	любви и	1	4
360	иное как	2	4
361	и человеческого	2	3
362	является в	1	3
363	в душе	28	3
364	можно и	1	3
365	это значит	1	3
366	в виду	2	3
367	духа как	1	3
368	ко всем	4	3
369	мысль о	8	3
370	всегда остается	1	3
371	принадлежат к	1	3
372	давно уже	2	3
373	все же	11	3
374	мир и	1	3
375	на человека	1	3
376	природы человека	1	3
377	то это	8	3
378	даже и	4	3
379	в противоположность	2	3
380	входит в	1	3
381	в этот	1	3
382	одной и	4	3
383	в одном	13	3
384	превращается в	2	3
385	значительной степени	3	3
386	конечно не	1	3
387	не вполне	1	3
388	с другим	3	3
389	находится в	2	3
390	есть по	1	3
391	к этому	3	3
392	что дух	2	3
393	на том	2	3
394	в состоянии	5	3
395	хотя и	6	3
396	от всякой	1	3
397	души и	9	3
398	и за	1	3
399	прогресса и	1	3
400	нем самом	6	3
401	одним из	2	3
402	я и	1	3
403	есть та	1	3
404	же как	1	3
405	для человеческого	1	3
406	но когда	1	3
407	в свой	1	3
408	людьми и	2	3
409	но все-таки	1	3
410	во всех	12	3
411	остается в	1	3
412	и быть	1	3
413	всю свою	1	3
414	в наше	1	3
415	ту же	1	3
416	между тем	7	3
417	эти слова	1	3
418	к этим	2	3
419	и бог	1	3
420	и тем	5	3
421	он принимает	1	3
422	и та	1	3
423	может уже	1	3
424	должны были	2	3
425	истории и	1	3
426	от духа	1	3
427	человека то	1	3
428	нашего духа	1	3
429	были бы	4	3
430	и самое	3	3
431	жизни а	1	3
432	и истина	1	3
433	для себя	4	3
434	и должно	2	3
435	это уже	1	3
436	в картине	1	3
437	что свобода	2	3
438	его во	1	3
439	со всеми	1	3
440	все его	2	3
441	что нет	2	3
442	с таким	3	3
443	их и	2	3
444	его свободы	1	3
445	как не	4	3
446	быть назван	1	3
447	приводит к	1	3
448	сравнению с	1	3
449	только одно	1	3
450	сознание и	1	3
451	есть одно	1	3
452	роль в	1	3
453	это все	1	3
454	и поэтому	2	3
455	когда в	3	3
456	его нельзя	1	3
457	своему значению	1	3
458	только один	3	3
459	эта мысль	3	3
460	и той	4	3
461	что же	3	3
462	она может	3	3
463	тому как	8	3
464	принадлежит к	1	3
465	всякий раз	1	3
466	на этот	2	3
467	он может	2	3
468	всяком случае	7	3
469	из него	3	3
470	проникает в	1	3
471	и то	4	3
472	что оно	5	3
473	ничего кроме	2	3
474	не достигает	2	3
475	для нас	29	3
476	но с	3	3
477	а к	1	3
478	было для	1	3
479	движение в	1	3
480	бытия и	3	3
481	себя а	2	3
482	своей души	1	3
483	он никогда	1	3
484	на его	1	3
485	об этом	1	3
486	людей в	1	3
487	в строении	3	3
488	они стали	1	3
489	возвращается к	1	3
490	в самых	2	3
491	а от	2	3
492	мы должны	4	3
493	есть всегда	2	3
494	но она	3	3
495	не с	2	3
496	движения в	3	3
497	и всегда	3	3
498	показывает как	1	3
499	и самого	2	3
500	но для	1	3
501	с которой	1	2
502	с которыми	3	2
503	что если	7	2
504	потому только	2	2
505	что природа	2	2
506	ко второй	1	2
507	он считает	1	2
508	из всех	1	2
509	тем как	3	2
510	их было	1	2
511	не столько	3	2
512	его от	2	2
513	то не	5	2
514	по себе	24	2
515	их не	2	2
516	человека только	1	2
517	и сам	1	2
518	и внутри	1	2
519	на свою	1	2
520	человека что	1	2
521	только можно	1	2
522	много раз	1	2
523	более и	2	2
524	когда это	1	2
525	власти над	1	2
526	к самому	1	2
527	начал в	1	2
528	выйти из	2	2
529	не менее	10	2
530	только для	7	2
531	если в	3	2
532	не могли	2	2
533	в действительности	6	2
534	света и	3	2
535	все к	1	2
536	все свои	1	2
537	другу и	2	2
538	и другой	1	2
539	во многих	5	2
540	сознания в	2	2
541	из себя	6	2
542	между двумя	1	2
543	есть переход	1	2
544	от своей	1	2
545	и народным	1	2
546	человеку его	1	2
547	в чистом	1	2
548	делает его	1	2
549	с другой	13	2
550	всего человечества	1	2
551	в прошлом	1	2
552	великий мыслитель	1	2
553	к великому	1	2
554	нас на	2	2
555	жизни как	1	2
556	ее как	1	2
557	быть в	1	2
558	она ведет	1	2
559	во всей	1	2
560	от них	2	2
561	были в	1	2
562	выходя из	1	2
563	вопрос и	1	2
564	того же	13	2
565	духа с	1	2
566	то в	6	2
567	и весь	3	2
568	такой степени	2	2
569	него как	1	2
570	быть признаны	1	2
571	на сторону	1	2
572	такого рода	1	2
573	смысле в	5	2
574	никакого другого	2	2
575	начала и	1	2
576	после этого	2	2
577	этот мир	2	2
578	что такое	3	2
579	это столько	1	2
580	жизни она	1	2
581	этими двумя	1	2
582	как можно	1	2
583	есть еще	1	2
584	связи с	6	2
585	не о	1	2
586	а за	1	2
587	про себя	2	2
588	и отношение	1	2
589	ничего и	1	2
590	дано в	1	2
591	необходимости и	2	2
592	свет и	5	2
593	между ними	2	2
594	бытия с	1	2
595	и характер	1	2
596	смысл но	1	2
597	был не	1	2
598	в смысле	4	2
599	жизни то	1	2
600	всех народов	1	2
601	на которую	3	2
602	могли бы	4	2
603	человек как	1	2
604	весь мир	1	2
605	можно принять	1	2
606	разных местах	1	2
607	связано у	1	2
608	дух и	1	2
609	был до	1	2
610	мира так	1	2
611	для сохранения	1	2
612	не были	2	2
613	природу и	2	2
614	новое слово	1	2
615	когда мы	4	2
616	каждый человек	1	2
617	этих словах	1	2
618	столь же	6	2
619	бы быть	7	2
620	что без	2	2
621	человека когда	1	2
622	его к	3	2
623	собственной природы	1	2
624	а как	3	2
625	и им	1	2
626	во время	5	2
627	в мысли	13	2
628	решить вопрос	1	2
629	и ее	1	2
630	наше время	1	2
631	лишь по	2	2
632	могут понять	1	2
633	а потому	14	2
634	во втором	6	2
635	свою духовную	1	2
636	вопросы о	1	2
637	что бог	1	2
638	может в	1	2
639	так человек	1	2
640	с такой	1	2
641	и кто	2	2
642	была бы	3	2
643	с внутренней	1	2
644	в сущности	2	2
645	сам по	5	2
646	он на	1	2
647	от этой	1	2
648	на лице	1	2
649	находятся в	3	2
650	для сознания	2	2
651	человека во	1	2
652	открывает в	1	2
653	же что	2	2
654	подобно тому	7	2
655	и они	2	2
656	там в	1	2
657	связанная с	1	2
658	если не	5	2
659	самом деле	2	2
660	от своего	2	2
661	его собственная	1	2
662	их в	2	2
663	в мыслях	1	2
664	ему в	1	2
665	и действительно	1	2
666	человеку это	1	2
667	к нам	3	2
668	корней и	1	2
669	необходимости в	2	2
670	боль и	3	2
671	том смысле	7	2
672	есть единственное	1	2
673	же мало	2	2
674	духа а	1	2
675	его пути	1	2
676	которая не	1	2
677	в каком	7	2
678	дальше и	1	2
679	своей жизни	1	2
680	этого движения	1	2
681	того самого	1	2
682	что мы	11	2
683	высшей духовной	1	2
684	не имеют	7	2
685	относится к	5	2
686	быть не	7	2
687	и уже	6	2
688	то все	6	2
689	и об	1	2
690	теми которые	1	2
691	обнаруживается в	2	2
692	смысл в	1	2
693	не потому	2	2
694	всякого человека	1	2
695	только это	1	2
696	будет уже	1	2
697	переход от	2	2
698	что я	2	2
699	дух человеческий	3	2
700	нам его	1	2
701	бы сказать	1	2
702	мысли не	1	2
703	он мог	1	2
704	этого слова	5	2
705	не видит	1	2
706	нет то	1	2
707	только потому	4	2
708	многие из	1	2
709	его как	1	2
710	возможности но	1	2
711	бы его	1	2
712	его мысль	2	2
713	которому он	1	2
714	силы но	1	2
715	творчества не	1	2
716	для нашего	1	2
717	которым он	1	2
718	выражения в	1	2
719	различие между	2	2
720	нас не	1	2
721	тем он	1	2
722	ничего выше	1	2
723	на что	3	2
724	уже все	1	2
725	этом отношении	1	2
726	духа есть	1	2
727	в основании	3	2
728	о нем	1	2
729	знаю что	1	2
730	ее в	1	2
731	что во	4	2
732	на самом	2	2
733	на одной	1	2
734	же не	2	2
735	смысле этого	3	2
736	с их	1	2
737	свои мысли	1	2
738	что ничего	1	2
739	но эта	1	2
740	а без	1	2
741	совсем иное	1	2
742	с человеком	1	2
743	и без	4	2
744	в какой	2	2
745	в уме	1	2
746	им и	1	2
747	есть только	16	2
748	как ее	1	2
749	нисколько не	2	2
750	это было	3	2
751	для нашей	1	2
752	за его	1	2
753	но потом	1	2
754	бы ни	8	2
755	бы это	1	2
756	связаны с	1	2
757	о такой	1	2
758	к одному	3	2
759	человеку но	2	2
760	ко всему	1	2
761	друг за	1	2
762	и других	6	2
763	ли может	1	2
764	две стороны	1	2
765	с новыми	1	2
766	он принадлежит	1	2
767	не по	4	2
768	что нужно	1	2
769	своей идеи	1	2
770	не находит	2	2
771	нужно было	3	2
772	другим и	3	2
773	отношений между	5	2
774	этого не	2	2
775	тем самым	6	2
776	людей он	1	2
777	было ничего	1	2
778	прежде чем	4	2
779	и историческое	1	2
780	и о	3	2
781	не иметь	1	2
782	что за	3	2
783	которые в	1	2
784	бы он	1	2
785	этой антиномии	1	2
786	же можно	1	2
787	каждом человеке	1	2
788	с предметом	1	2
789	тот и	1	2
790	все более	3	2
791	она связана	1	2
792	душевной жизни	15	2
793	его природа	1	2
794	как для	2	2
795	начинает с	1	2
796	к идее	1	2
797	себе а	1	2
798	это на	1	1
799	самостоятельного значения	1	1
800	души к	3	1
801	человеке но	1	1
802	и сравнительно	1	1
803	непостижима в	1	1
804	нельзя себе	3	1
805	для всех	6	1
806	от национальных	1	1
807	них человек	1	1
808	только что	4	1
809	бы даже	2	1
810	степени как	1	1
811	есть знак	1	1
812	даже в	1	1
813	что истина	1	1
814	он видит	2	1
815	явление совершенно	1	1
816	человеком который	1	1
817	или нет	3	1
818	их жизни	1	1
819	примыкает к	1	1
820	какой форме	1	1
821	в теперешнем	1	1
822	которое может	2	1
823	может так	1	1
824	и всякому	1	1
825	другой стороны	7	1
826	из ее	1	1
827	но что	2	1
828	и необходимости	4	1
829	есть дело	2	1
830	основывается на	1	1
831	связь с	2	1
832	как они	1	1
833	быть названа	1	1
834	он имеет	1	1
835	это должно	1	1
836	быть признана	1	1
837	но все	4	1
838	определяется тем	1	1
839	имеет для	2	1
840	умственной жизни	1	1
841	из нее	2	1
842	на такой	2	1
843	каким образом	3	1
844	две стихии	1	1
845	в красном	1	1
846	пути которые	1	1
847	бы открыть	2	1
848	и связь	1	1
849	из всего	2	1
850	сторона его	1	1
851	вне себя	3	1
852	и другим	1	1
853	случае если	1	1
854	сознанием и	1	1
855	похож на	1	1
856	начинается с	1	1
857	всегда в	1	1
858	а именно	1	1
859	может существовать	1	1
860	ни свободы	1	1
861	в природе	11	1
862	ряду других	1	1
863	по своим	1	1
864	они как	1	1
865	вино новое	1	1
866	в духовную	1	1
867	не имели	1	1
868	для их	2	1
869	в письме	1	1
870	и пределы	1	1
871	совершенное отсутствие	1	1
872	ничего но	1	1
873	и высшее	2	1
874	перестает быть	3	1
875	и того	6	1
876	тем в	2	1
877	нужно знать	1	1
878	духа нет	1	1
879	от тех	1	1
880	природа не	1	1
881	духа которая	1	1
882	который весь	1	1
883	что этот	1	1
884	всегда как	1	1
885	раз и	1	1
886	предположении что	1	1
887	для успокоения	1	1
888	на таких	1	1
889	говорим что	1	1
890	с божественным	1	1
891	другу как	1	1
892	хотя с	1	1
893	с моей	1	1
894	но даже	2	1
895	не должен	1	1
896	одной стороны	6	1
897	бы из	1	1
898	но во	3	1
899	в другом	3	1
900	но эти	4	1
901	с восприятиями	2	1
902	моей воли	1	1
903	и должна	1	1
904	сила и	1	1
905	имея в	3	1
906	не сама	1	1
907	которых не	1	1
908	свободы потому	1	1
909	если так	1	1
910	об отношении	3	1
911	быть названо	5	1
912	отношение ко	1	1
913	может служить	2	1
914	и при	6	1
915	втором случае	1	1
916	и народности	1	1
917	а между	5	1
918	природу человека	1	1
919	этим не	1	1
920	уже как	1	1
921	потому нельзя	1	1
922	необходимое для	1	1
923	уже и	2	1
924	природы но	3	1
925	и требуют	1	1
926	как существо	1	1
927	точке зрения	4	1
928	всего этого	1	1
929	на ней	4	1
930	друг на	2	1
931	не меньшее	1	1
932	собственными силами	1	1
933	но ни	1	1
934	на самое	1	1
935	к ним	3	1
936	как на	5	1
937	вообще и	2	1
938	самом начале	1	1
939	идея в	1	1
940	на внешние	2	1
941	по которой	1	1
942	ключ к	2	1
943	ли нам	1	1
944	полярных противоположностей	1	1
945	явление не	3	1
946	сущности и	1	1
947	не иначе	4	1
948	то так	1	1
949	вопросов о	1	1
950	в зависимости	1	1
951	это что	2	1
952	человека вообще	1	1
953	из самой	1	1
954	по поводу	7	1
955	бы так	1	1
956	нужно для	1	1
957	распадается на	1	1
958	к ее	2	1
959	не представляется	2	1
960	или лучше	1	1
961	всякий кто	1	1
962	не то	3	1
963	вносит в	1	1
964	свое собственное	1	1
965	не имеющим	1	1
966	себе самом	1	1
967	привело к	1	1
968	свое состояние	2	1
969	и желание	1	1
970	нашего времени	1	1
971	слияния с	1	1
972	о влиянии	1	1
973	той мере	1	1
974	влияние на	4	1
975	этой задачи	1	1
976	не противоречит	3	1
977	мышления и	1	1
978	как две	1	1
979	что наконец	1	1
980	произведения и	1	1
981	жизнь представляется	1	1
982	это будет	5	1
983	указать на	1	1
984	что новое	1	1
985	он будто	1	1
986	не останется	1	1
987	с одной	7	1
988	смотрят на	1	1
989	притом не	5	1
990	еще больше	1	1
991	вся сила	1	1
992	есть его	1	1
993	с точки	4	1
994	всех остальных	1	1
995	мира то	1	1
996	на опыте	1	1
997	которого он	1	1
998	нашей души	2	1
999	мы принимаем	2	1
1000	чтобы произвести	1	1
1001	для своего	1	1
1002	природе не	1	1
1003	человека хотя	1	1
1004	стороны он	1	1
1005	даны человеку	1	1
1006	так не	1	1
1007	чем для	1	1
1008	видит в	2	1
1009	показать в	2	1
1010	существует только	2	1
1011	самом жестоком	1	1
1012	как же	1	1
1013	бы только	2	1
1014	их движение	1	1
1015	или не	3	1
1016	и строения	1	1
1017	телесном и	1	1
1018	наука о	1	1
1019	два периода	1	1
1020	это нисколько	1	1
1021	в образ	2	1
1022	глубины его	1	1
1023	моей стороны	1	1
1024	на себя	1	1
1025	быть только	7	1
1026	как его	1	1
1027	органической жизни	1	1
1028	душе есть	3	1
1029	в таком	7	1
1030	между этими	2	1
1031	человека она	1	1
1032	сходства с	1	1
1033	во внутренней	3	1
1034	отличие от	1	1
1035	для души	4	1
1036	как во	2	1
1037	чего бы	2	1
1038	земного шара	1	1
1039	рядом с	3	1
1040	свободной человеческой	1	1
1041	одном из	3	1
1042	следовательно и	2	1
1043	в ряду	6	1
1044	же чутья	1	1
1045	уже давно	1	1
1046	зрения и	7	1
1047	находится во	2	1
1048	должно было	1	1
1049	представляется нам	4	1
1050	в себя	2	1
1051	в сторону	1	1
1052	из одного	3	1
1053	по характеру	1	1
1054	есть своя	1	1
1055	на себе	3	1
1056	то именно	1	1
1057	под влиянием	10	1
1058	что как	4	1
1059	в других	6	1
1060	не производит	1	1
1061	и отдельные	2	1
1062	формы в	1	1
1063	а потом	1	1
1064	механизм и	1	1
1065	считает все	1	1
1066	бы был	1	1
1067	под конец	1	1
1068	только от	2	1
1069	не встречает	1	1
1070	с образом	1	1
1071	сами не	2	1
1072	ума но	1	1
1073	же образ	1	1
1074	не имея	2	1
1075	будет видно	2	1
1076	к лицу	1	1
1077	находит свое	1	1
1078	если оно	1	1
1079	мысль на	1	1
1080	бы показать	1	1
1081	есть к	1	1
1082	а следовательно	1	1
1083	чтобы в	1	1
1084	противоположность в	1	1
1085	был уже	1	1
1086	это совершается	1	1
1087	духа что	1	1
1088	психологической точки	1	1
1089	мы уже	1	1
1090	значение и	4	1
1091	же до	1	1
1092	все остальные	9	1
1093	по отдельным	1	1
1094	о необходимости	1	1
1095	не дает	2	1
1096	близко к	1	1
1097	с какой	1	1
1098	котором я	1	1
1099	если и	3	1
1100	на самый	1	1
1101	и исторический	1	1
1102	кажется что	1	1
1103	в развитии	2	1
1104	одним словом	5	1
1105	на нем	1	1
1106	чем когда	1	1
1107	если же	5	1
1108	от одного	2	1
1109	хотя в	3	1
1110	как новое	1	1
1111	в тех	1	1
1112	не могла	2	1
1113	им самим	1	1
1114	сознания что	1	1
1115	зрения так	1	1
1116	в нас	10	1
1117	слов не	2	1
1118	времен и	2	1
1119	но так	1	1
1120	этот вопрос	2	1
1121	человек так	1	1
1122	в нее	4	1
1123	над ним	1	1
1124	другая сторона	1	1
1125	мы то	1	1
1126	не совпадает	1	1
1127	человеке на	1	1
1128	могла бы	5	1
1129	того кто	2	1
1130	другому в	1	1
1131	но всегда	3	1
1132	т п	6	1
1133	момент своей	1	1
1134	это потому	1	1
1135	природы и	1	1
1136	показать что	1	1
1137	что для	5	1
1138	главным образом	4	1
1139	оно имеет	2	1
1140	его стороны	2	1
1141	но есть	1	1
1142	и др	1	1
1143	человек что	1	1
1144	человеческую личность	1	1
1145	это приводит	1	1
1146	дойти до	1	1
1147	о его	2	1
1148	есть вместе	3	1
1149	них не	3	1
1150	что может	1	1
1151	слова от	1	1
1152	соприкосновение с	1	1
1153	процессы в	1	1
1154	лучше сказать	2	1
1155	с чем	1	1
1156	значит только	1	1
1157	даже самого	1	1
1158	нам все	1	1
1159	есть единственный	1	1
1160	не вижу	1	1
1161	другой не	2	1
1162	ней в	1	1
1163	не сразу	2	1
1164	свет не	1	1
1165	из этого	2	1
1166	вовлекает в	1	1
1167	которые были	1	1
1168	слова как	1	1
1169	сказать о	1	1
1170	на мир	1	1
1171	показывает что	3	1
1172	мысли для	1	1
1173	кто знает	1	1
1174	независимо от	15	1
1175	истине что	1	1
1176	с ее	2	1
1177	всех этих	2	1
1178	человечества не	1	1
1179	и чем	1	1
1180	отсутствия в	2	1
1181	имеет свою	1	1
1182	эту глубину	1	1
1183	него это	1	1
1184	в пространстве	1	1
1185	что до	2	1
1186	пришел к	1	1
1187	к более	1	1
1188	вопросом о	2	1
1189	с этих	1	1
1190	время самого	1	1
1191	из опыта	1	1
1192	он соединял	1	1
1193	как теперь	1	1
1194	бы самостоятельное	1	1
1195	конечной цели	2	1
1196	его со	1	1
1197	относится ко	1	1
1198	организм не	1	1
1199	в тени	1	1
1200	труднее для	1	1
1201	за ним	2	1
1202	только те	1	1
1203	как с	1	1
1204	его уже	1	1
1205	можно видеть	1	1
1206	и свою	1	1
1207	себе представить	8	1
1208	также что	2	1
1209	есть образ	1	1
1210	к одной	3	1
1211	был учителем	1	1
1212	отличное от	1	1
1213	выйти за	1	1
1214	сложное и	1	1
1215	есть для	2	1
1216	мысль не	1	1
1217	мы чувствуем	3	1
1218	от нас	3	1
1219	и души	1	1
1220	никак не	3	1
1221	из тех	1	1
1222	в другой	4	1
1223	действует в	1	1
1224	и творческого	1	1
1225	поэтому в	1	1
1226	что сам	3	1
1227	и народной	1	1
1228	ответ на	2	1
1229	два явления	1	1
1230	невозможно и	2	1
1231	и делает	1	1
1232	его собственный	1	1
1233	формальные и	1	1
1234	не на	3	1
1235	в душевной	1	1
1236	такого же	2	1
1237	быть так	1	1
1238	решения вопросов	1	1
1239	не произошло	1	1
1240	внутренние противоречия	1	1
1241	все то	2	1
1242	не более	4	1
1243	которой бы	1	1
1244	то на	4	1
1245	имел бы	1	1
1246	общество и	2	1
1247	мы говорим	3	1
1248	заключается в	3	1
1249	ее пути	1	1
1250	стороны его	1	1
1251	можно как	1	1
1252	был связан	1	1
1253	эта жизнь	1	1
1254	образом соединиться	1	1
1255	он будет	1	1
1256	и чувств	2	1
1257	стремятся к	1	1
1258	можно назвать	1	1
1259	есть что	3	1
1260	свой собственный	1	1
1261	существует и	1	1
1262	приблизиться к	1	1
1263	с ними	2	1
1264	многих других	2	1
1265	это чувство	2	1
1266	для каждого	1	1
1267	для мысли	2	1
1268	силы человека	2	1
1269	в слове	21	1
1270	проникнуть в	1	1
1271	не приводит	1	1
1272	влияния на	1	1
1273	и т	10	1
1274	будет еще	1	1
1275	без которых	1	1
1276	мыслей и	1	1
1277	понимания в	1	1
1278	человечества так	1	1
1279	который не	1	1
1280	зависимости от	1	1
1281	от опыта	1	1
1282	которого не	1	1
1283	он от	1	1
1284	на их	2	1
1285	всей своей	1	1
1286	из человеческой	1	1
1287	ничего общего	3	1
1288	и формах	1	1
1289	что вообще	2	1
1290	в словах	6	1
1291	повторяется и	1	1
1292	человеку чем	1	1
1293	слова для	5	1
1294	но оно	3	1
1295	все они	3	1
1296	ни на	1	1
1297	признать что	1	1
1298	уже из	1	1
1299	нас потому	1	1
1300	быть при	2	1
1301	соединяются в	2	1
1302	с психологической	1	1
1303	такой глубине	1	1
1304	то и	15	1
1305	один только	1	1
1306	наконец в	1	1
1307	не должно	2	1
1308	больше или	1	1
1309	явления и	1	1
1310	вызывает в	1	1
1311	познания на	1	1
