N	2gram	Vinokur_Ku	Literetu
180	как о	2	6
181	в слове	3	6
182	поэзии и	1	6
183	еще и	7	6
184	то и	4	6
185	тем же	2	6
186	одного из	1	6
187	и др	1	6
188	и то	7	6
189	что ему	1	6
190	в ней	6	6
191	далеко не	2	6
192	при всем	1	6
193	как будто	2	6
194	и только	2	6
195	и к	1	5
196	самого себя	1	5
197	к этой	3	5
198	тех кто	2	5
199	в связи	4	5
200	в соответствии	6	5
201	мы с	3	5
202	хотя бы	19	5
203	в нашем	8	5
204	как я	2	5
205	от себя	3	5
206	свое собственное	1	5
207	всего в	2	5
208	том чтобы	9	5
209	должно быть	6	5
210	несмотря на	6	5
211	ни было	1	5
212	тем не	10	5
213	к жизни	2	5
214	не знает	4	5
215	деятельности в	1	5
216	по аналогии	1	5
217	в себя	2	5
218	этой точки	4	5
219	между тем	11	5
220	так что	5	5
221	все более	2	5
222	в чужом	1	5
223	эти слова	1	5
224	в силу	16	5
225	обращается к	1	5
226	во втором	2	5
227	в сущности	11	5
228	и одновременно	1	5
229	в россии	1	5
230	в словах	1	5
231	себя и	1	5
232	не с	4	5
233	идет о	3	5
234	и если	4	5
235	быть не	2	5
236	вслед за	1	5
237	так как	16	5
238	мы не	1	5
239	в литературе	1	5
240	как у	2	5
241	что и	5	5
242	но с	2	5
243	но уже	6	5
244	однако не	9	5
245	в поэме	1	5
246	как он	1	5
247	место в	1	5
248	или иной	3	5
249	более того	2	5
250	что было	2	4
251	более не	1	4
252	которая в	1	4
253	вл соловьева	1	4
254	но тем	1	4
255	в них	10	4
256	с тем	5	4
257	только для	3	4
258	в природе	1	4
259	во всяком	8	4
260	то это	3	4
261	не должен	1	4
262	для того	23	4
263	не всегда	4	4
264	только на	1	4
265	за собой	2	4
266	перед ним	1	4
267	как мы	2	4
268	него не	1	4
269	к этому	4	4
270	не мог	2	4
271	бы то	1	4
272	хотя и	7	4
273	для своего	1	4
274	этой книге	3	4
275	все время	1	4
276	что его	2	4
277	очевидно что	4	4
278	себе и	3	4
279	в сторону	2	4
280	здесь как	3	4
281	могли бы	4	4
282	на этом	4	4
283	свое место	2	4
284	ту же	6	4
285	то ни	2	4
286	и что	11	4
287	но без	1	4
288	общего с	2	4
289	к своему	2	4
290	могут быть	5	4
291	силу своей	1	4
292	и есть	3	4
293	можно сказать	6	4
294	на жизнь	1	4
295	а потому	6	4
296	сводится к	3	4
297	и все	4	4
298	в пределах	8	4
299	отношения к	2	4
300	приводит к	3	4
301	бы не	1	4
302	знает что	1	4
303	аналогии с	3	4
304	все они	1	4
305	нет ничего	1	4
306	совершенно не	4	4
307	то он	1	4
308	не является	2	4
309	тех же	2	4
310	более чем	1	4
311	в свою	4	4
312	на том	4	4
313	со всей	1	4
314	каждый из	1	4
315	быть это	1	4
316	при котором	1	4
317	одной из	1	4
318	но это	4	4
319	таким образом	17	4
320	как к	2	4
321	свидетельствует о	3	4
322	и вот	4	4
323	для нас	6	4
324	этом в	2	4
325	в г	3	4
326	объекта и	1	4
327	на его	3	4
328	в каждой	1	4
329	вовсе не	18	4
330	русской культуры	1	4
331	во второй	1	4
332	а по	1	4
333	такой же	1	4
334	на то	6	4
335	нуждается в	5	4
336	не надо	4	4
337	все что	1	3
338	мы и	1	3
339	же и	4	3
340	о чем	2	3
341	мысли и	1	3
342	всем и	1	3
343	в этих	5	3
344	по себе	10	3
345	все ту	1	3
346	в первом	3	3
347	нет в	2	3
348	речь идет	4	3
349	найти себя	1	3
350	и того	2	3
351	со своей	1	3
352	вопрос о	11	3
353	он был	1	3
354	во многих	3	3
355	времени в	1	3
356	жизни по	1	3
357	становится для	1	3
358	превращается в	4	3
359	так же	8	3
360	себе в	3	3
361	свою очередь	4	3
362	и еще	4	3
363	не становится	1	3
364	следующим образом	1	3
365	а так	1	3
366	который в	1	3
367	с ним	5	3
368	не просто	7	3
369	крайней мере	11	3
370	усматривает в	1	3
371	говорить о	5	3
372	она и	1	3
373	после чего	2	3
374	именно так	2	3
375	что такое	8	3
376	как от	1	3
377	духовной культуры	2	3
378	а с	3	3
379	есть наиболее	2	3
380	не есть	4	3
381	это путь	1	3
382	в чем	2	3
383	той или	1	3
384	я был	1	3
385	но как	2	3
386	сознания а	1	3
387	же как	3	3
388	и является	4	3
389	но только	5	3
390	же это	2	3
391	в историческом	1	3
392	в москве	2	3
393	в иных	3	3
394	не раз	3	3
395	т п	39	3
396	что для	3	3
397	и от	2	3
398	там где	7	3
399	себе как	1	3
400	в особенности	6	3
401	не так	2	3
402	взгляд на	1	3
403	однако с	1	3
404	сказано в	1	3
405	если в	2	3
406	должна быть	6	3
407	был бы	4	3
408	это уже	1	3
409	из которых	3	3
410	мы в	3	3
411	в отношении	2	3
412	себе не	1	3
413	не на	4	3
414	можно было	14	3
415	если не	4	3
416	если бы	21	3
417	например и	1	3
418	xx века	1	3
419	и т	62	3
420	они не	4	3
421	не имеет	6	3
422	да и	5	3
423	не знали	1	3
424	которая не	1	3
425	ничего общего	2	3
426	своей жизни	1	3
427	по крайней	11	3
428	я говорю	1	3
429	речь в	7	3
430	бы и	6	3
431	в роли	1	3
432	по земле	1	3
433	того чтобы	25	3
434	относится к	3	3
435	из его	1	3
436	и тогда	4	3
437	тех пор	2	3
438	и уже	2	3
439	не могло	1	3
440	отношении к	1	3
441	о своем	1	3
442	в истории	3	3
443	еще один	3	3
444	как например	3	3
445	и а	2	3
446	что же	11	3
447	из наиболее	1	3
448	культуры но	1	3
449	том же	3	3
450	в сознании	1	3
451	здесь не	5	3
452	будь то	1	3
453	всяком случае	8	3
454	не будучи	1	3
455	тот же	7	3
456	ничего не	6	3
457	имени в	1	3
458	большей части	2	3
459	различие между	2	3
460	исторической жизни	2	3
461	о нем	2	3
462	ее в	2	3
463	части романа	1	3
464	из своих	1	3
465	на самом	3	3
466	сознания и	1	3
467	с их	3	3
468	все равно	4	3
469	а на	3	3
470	этого рода	6	3
471	этого не	5	3
472	например не	2	3
473	дело в	2	3
474	а то	2	3
475	в действительности	2	3
476	в какой	7	3
477	от слова	3	3
478	этой цели	2	3
479	и вовсе	7	3
480	все эти	17	3
481	имеется в	1	3
482	жизнью в	1	3
483	в ссср	1	3
484	сказать и	1	3
485	и потому	6	3
486	он говорит	1	3
487	эти строки	1	3
488	по большей	2	3
489	также и	7	3
490	субъекта в	1	3
491	когда он	4	3
492	только то	2	3
493	и иных	1	3
494	отношение к	2	3
495	и о	3	3
496	в ходе	1	3
497	в разговоре	1	3
498	за счет	2	3
499	есть не	2	3
500	в той	6	2
501	во всем	1	2
502	еще раз	2	2
503	как форма	1	2
504	легкой руки	1	2
505	историческом развитии	1	2
506	для меня	1	2
507	об отношении	1	2
508	можно и	1	2
509	в свое	4	2
510	над языком	1	2
511	искусства это	1	2
512	а вот	1	2
513	на второй	1	2
514	тем как	1	2
515	в результате	8	2
516	себе во	1	2
517	среди других	1	2
518	их не	1	2
519	чтобы в	2	2
520	в борьбе	1	2
521	мы были	1	2
522	подобного рода	4	2
523	историю литературы	1	2
524	уже об	1	2
525	действия а	1	2
526	я от	1	2
527	на эту	2	2
528	здесь я	1	2
529	роль в	6	2
530	в обращении	1	2
531	поскольку он	1	2
532	в это	3	2
533	у достоевского	2	2
534	так например	3	2
535	отношением к	1	2
536	на первый	1	2
537	определяется не	1	2
538	за то	1	2
539	на мой	2	2
540	состоит не	2	2
541	за рамки	3	2
542	книге о	1	2
543	в котором	4	2
544	не хуже	1	2
545	раз и	1	2
546	языка в	14	2
547	даже и	5	2
548	пор пока	1	2
549	только как	3	2
550	но даже	3	2
551	века это	1	2
552	к своей	1	2
553	слов но	1	2
554	приходит к	1	2
555	здесь это	1	2
556	уже и	3	2
557	еще более	1	2
558	так называемых	3	2
559	всего что	2	2
560	пока еще	1	2
561	освободиться от	1	2
562	сказать что	5	2
563	в контексте	2	2
564	и у	3	2
565	кино и	1	2
566	а сам	1	2
567	могло бы	1	2
568	быть в	2	2
569	слово не	1	2
570	есть по	1	2
571	тем более	2	2
572	революции и	2	2
573	по поводу	2	2
574	идут в	1	2
575	становится не	1	2
576	для этой	2	2
577	к ее	1	2
578	до свиданья	1	2
579	гораздо более	6	2
580	к нему	1	2
581	лишь тогда	1	2
582	только не	1	2
583	в западных	1	2
584	что у	3	2
585	и мы	2	2
586	на протяжении	1	2
587	на таких	1	2
588	так я	1	2
589	но еще	4	2
590	внимание на	5	2
591	целого а	1	2
592	в недрах	1	2
593	по мнению	1	2
594	поскольку речь	1	2
595	мой взгляд	2	2
596	и притом	1	2
597	но он	2	2
598	простите за	1	2
599	и некоторые	1	2
600	и говорит	2	2
601	быть только	3	2
602	xviii века	1	2
603	тому что	3	2
604	в живом	2	2
605	одно дело	1	2
606	лишь на	1	2
607	такова что	2	2
608	человек в	1	2
609	и вместе	1	2
610	власти в	1	2
611	так сказать	5	2
612	же касается	4	2
613	а только	10	2
614	слово как	1	2
615	как сказано	1	2
616	бы в	8	2
617	не был	2	2
618	природы а	1	2
619	если оно	1	2
620	данный момент	3	2
621	лишь при	1	2
622	нового времени	1	2
623	не тот	1	2
624	с легкой	1	2
625	с какой	1	2
626	и весьма	1	2
627	явления в	1	2
628	кажется что	1	2
629	на долю	3	2
630	сюда же	3	2
631	если б	2	2
632	на нем	1	2
633	но зато	2	2
634	одно и	1	2
635	политики в	3	2
636	из нас	1	2
637	а вы	1	2
638	в школе	1	2
639	того кто	1	2
640	целом и	2	2
641	друг другу	1	2
642	сам в	1	2
643	мысль в	1	2
644	культурной традиции	1	2
645	в общем	4	2
646	бы быть	1	2
647	как система	1	2
648	и по	4	2
649	здесь мы	2	2
650	процесса в	1	2
651	записывает в	1	2
652	в него	1	2
653	нет не	1	2
654	чтобы не	1	2
655	бы я	1	2
656	к более	1	2
657	в статье	3	2
658	я рад	1	2
659	однако и	2	2
660	языка который	3	2
661	в сочетании	1	2
662	та же	1	2
663	иначе говоря	2	2
664	как с	2	2
665	возникающую вследствие	1	2
666	переходит в	2	2
667	на почве	2	2
668	своего времени	2	2
669	тогда когда	7	2
670	из таких	1	2
671	не идет	1	2
672	и при	3	2
673	литературы как	1	2
674	была бы	5	2
675	что они	5	2
676	никак не	5	2
677	есть и	1	2
678	различного рода	1	2
679	для них	2	2
680	оно не	5	2
681	о природе	1	2
682	все то	1	2
683	с этого	1	2
684	не более	1	2
685	есть лишь	3	2
686	легко и	1	2
687	значение в	1	2
688	если это	1	2
689	льва толстого	2	2
690	к его	1	2
691	с ними	6	2
692	которого является	1	2
693	не будь	1	2
694	это всего	2	2
695	и было	3	2
696	перед нами	4	2
697	к той	1	2
698	свое время	4	2
699	именно такой	1	2
700	это и	6	2
701	не сомневается	1	2
702	в прозе	1	2
703	и более	3	2
704	а если	5	2
705	своей собственной	3	2
706	в историю	1	2
707	к свету	2	2
708	из этих	5	2
709	так чтобы	1	2
710	на основе	2	2
711	не сам	1	2
712	время в	2	2
713	и теперь	1	2
714	могло быть	1	2
715	в значении	2	2
716	или иных	1	2
717	сочетании с	1	2
718	в совершенно	2	2
719	так называемого	1	2
720	а лишь	1	2
721	к собственной	1	2
722	нет и	1	2
723	мог бы	1	2
724	то для	2	2
725	то она	2	2
726	всякий раз	1	2
727	который по	2	2
728	со словом	3	2
729	то как	1	2
730	с тех	1	2
731	у них	1	2
732	с каким	1	2
733	чуть ли	3	2
734	которому он	1	2
735	этом случае	4	2
736	ответ на	2	2
737	берет на	1	2
738	в первый	2	2
739	теперь как	1	2
740	мы имеем	11	2
741	не для	2	2
742	ничего кроме	1	2
743	бы на	4	2
744	себя самого	2	2
745	все той	1	2
746	в русском	14	2
747	ведь это	1	2
748	что к	1	2
749	чем он	1	2
750	и где	2	2
751	виду не	2	2
752	можно быть	1	2
753	в последнем	2	2
754	здесь даже	1	2
755	между собою	3	2
756	и без	2	2
757	есть в	6	2
758	своего существования	1	2
759	по словам	1	2
760	в такой	2	2
761	должен быть	8	2
762	и тех	1	2
763	в таком	3	2
764	а как	1	2
765	до тех	1	2
766	всю свою	1	2
767	жизни для	1	2
768	она не	1	2
769	его не	1	2
770	в акте	1	2
771	в ход	1	2
772	дело не	4	2
773	характерный для	1	2
774	которые могли	1	2
775	что касается	4	2
776	нужно было	3	2
777	не знаю	2	2
778	а прежде	1	2
779	в нашей	4	2
780	в большинстве	3	2
781	собственно говоря	1	2
782	на это	3	2
783	а скорее	1	2
784	что есть	1	2
785	этом и	1	2
786	слова в	7	2
787	которое в	2	2
788	тех или	1	2
789	в эти	1	2
790	и новые	1	2
791	может и	2	2
792	в лице	1	2
793	что на	2	2
794	совершается в	1	2
795	в ком	1	1
796	почву для	1	1
797	о таком	2	1
798	без особых	1	1
799	несомненно что	1	1
800	пушкин в	1	1
801	только из	1	1
802	случае в	1	1
803	этой проблеме	1	1
804	этого необходимо	1	1
805	со всем	1	1
806	язык а	1	1
807	это принципиально	1	1
808	только что	2	1
809	в последнее	1	1
810	это акт	1	1
811	его личного	1	1
812	которые не	1	1
813	будто на	1	1
814	в позу	1	1
815	случае мы	1	1
816	культуры из	1	1
817	без исключения	1	1
818	дело с	2	1
819	в ряде	2	1
820	думаю что	4	1
821	могут приобретать	1	1
822	литературы а	1	1
823	именно она	1	1
824	она уже	1	1
825	которой в	1	1
826	литература и	1	1
827	в некоторых	1	1
828	мы получим	1	1
829	какой бы	1	1
830	каждый данный	1	1
831	говорит о	1	1
832	сам автор	1	1
833	проникновения в	1	1
834	с более	1	1
835	и двух	1	1
836	внутренней форме	1	1
837	нас в	1	1
838	на нас	1	1
839	с той	2	1
840	своем дневнике	1	1
841	в день	2	1
842	прошлого столетия	2	1
843	понятий в	1	1
844	более молодым	1	1
845	что слово	6	1
846	более или	3	1
847	значение это	1	1
848	товарищ с	1	1
849	но все	5	1
850	а во-вторых	2	1
851	и просто	1	1
852	некоторые другие	1	1
853	как об	2	1
854	естественно не	1	1
855	из самых	1	1
856	слова с	2	1
857	нужно поставить	1	1
858	сущности не	1	1
859	уже на	3	1
860	к другим	1	1
861	том или	1	1
862	само собою	1	1
863	традиции для	1	1
864	эволюции а	1	1
865	в собственном	2	1
866	их в	1	1
867	это свидетельствует	1	1
868	здесь дело	2	1
869	из дневника	1	1
870	по определению	1	1
871	и коллективного	1	1
872	или ином	1	1
873	элементы не	1	1
874	человеческой речи	1	1
875	чувствовал себя	1	1
876	на точку	1	1
877	в огромном	1	1
878	матери и	1	1
879	а а	4	1
880	нам ясен	1	1
881	как только	2	1
882	это например	2	1
883	связано с	3	1
884	всякого рода	2	1
885	не язык	1	1
886	в дальнейшем	1	1
887	с этим	6	1
888	в среду	1	1
889	которое при	2	1
890	всегда возможны	1	1
891	нам не	5	1
892	любви к	2	1
893	как таковому	1	1
894	с историческим	1	1
895	ответить на	1	1
896	задним числом	1	1
897	на этой	4	1
898	было в	2	1
899	что однако	1	1
900	когда на	1	1
901	этой почве	2	1
902	поэзии как	1	1
903	имеет право	1	1
904	процесс в	1	1
905	но эти	1	1
906	вот почему	1	1
907	как проблему	1	1
908	всегда так	1	1
909	точно и	1	1
910	однако нет	1	1
911	правда ли	2	1
912	но может	1	1
913	следует отнести	1	1
914	путь для	1	1
915	но они	1	1
916	что люди	1	1
917	последнем случае	1	1
918	может служить	4	1
919	общения и	2	1
920	втором случае	2	1
921	в различных	1	1
922	в строгом	1	1
923	и когда	2	1
924	несколько примеров	1	1
925	рассказом о	1	1
926	уже как	1	1
927	начале xix	1	1
928	конечно не	3	1
929	и те	1	1
930	с общей	2	1
931	не что	2	1
932	и общества	1	1
933	момента в	1	1
934	и далее	3	1
935	году но	1	1
936	и остается	1	1
937	и чехов	1	1
938	бы потому	1	1
939	в мы	1	1
940	среди них	1	1
941	мощный толчок	1	1
942	на наших	1	1
943	тенденцию к	1	1
944	ср также	5	1
945	день и	1	1
946	переход от	4	1
947	из всех	1	1
948	этих последних	1	1
949	наряду с	2	1
950	революции в	1	1
951	изучаемого явления	1	1
952	предела за	1	1
953	с товарищем	1	1
954	рабочего класса	2	1
955	языка как	7	1
956	к которому	3	1
957	например природа	1	1
958	в зависимости	7	1
959	не умеет	1	1
960	деятельности именно	1	1
961	это значит	1	1
962	от них	1	1
963	русский язык	9	1
964	что даже	2	1
965	лишь способ	1	1
966	весьма точной	1	1
967	каким был	1	1
968	нас на	1	1
969	в системе	3	1
970	но так	2	1
971	языка к	2	1
972	искусстве но	1	1
973	этом же	1	1
974	с первого	2	1
975	начало и	1	1
976	но было	1	1
977	оппозиция в	1	1
978	представить себе	1	1
979	все мы	1	1
980	в культурной	1	1
981	как справедливо	1	1
982	она имеет	1	1
983	бы вполне	2	1
984	которой я	1	1
985	той мере	6	1
986	влияние на	1	1
987	его так	2	1
988	то оно	2	1
989	письмо в	1	1
990	этих заметок	1	1
991	явления как	1	1
992	к их	1	1
993	в нынешнем	1	1
994	как такового	2	1
995	на смежные	1	1
996	после того	3	1
997	здесь нет	1	1
998	в дневнике	1	1
999	в состоянии	2	1
1000	всего разумеется	1	1
1001	мы знаем	3	1
1002	в стиле	1	1
1003	это я	1	1
1004	в моей	1	1
1005	традиция в	1	1
1006	из моментов	1	1
1007	одной своей	1	1
1008	находится в	2	1
1009	утверждает что	1	1
1010	и омега	1	1
1011	но возможен	1	1
1012	глаза на	2	1
1013	так по	1	1
1014	бы служить	1	1
1015	в корне	1	1
1016	простейший случай	1	1
1017	и развитие	1	1
1018	задачу и	1	1
1019	в следующем	2	1
1020	поэзии не	1	1
1021	к настоящему	2	1
1022	чем в	3	1
1023	как же	1	1
1024	социальную среду	1	1
1025	или не	1	1
1026	столько же	1	1
1027	в которой	7	1
1028	живет и	5	1
1029	борьбы с	2	1
1030	и отношения	1	1
1031	ее от	1	1
1032	прежде чем	1	1
1033	и позволяет	2	1
1034	за ту	1	1
1035	не нуждается	1	1
1036	будто бы	3	1
1037	что за	3	1
1038	это мы	1	1
1039	каком отношении	1	1
1040	всей духовной	1	1
1041	но для	4	1
1042	традиции и	1	1
1043	и хорошо	1	1
1044	вещей и	1	1
1045	как следует	1	1
1046	всякой иной	1	1
1047	по мере	3	1
1048	простой и	1	1
1049	ссылки на	1	1
1050	этом последнем	1	1
1051	литературе и	2	1
1052	речь шла	1	1
1053	в деле	1	1
1054	между ними	2	1
1055	также в	1	1
1056	ищет в	1	1
1057	и иные	1	1
1058	которое и	1	1
1059	большинстве случаев	3	1
1060	существу это	1	1
1061	по чужому	1	1
1062	между прочим	4	1
1063	рядом с	7	1
1064	место и	1	1
1065	из четырех	1	1
1066	от этого	4	1
1067	должно было	1	1
1068	о которых	2	1
1069	больше всего	3	1
1070	в свете	1	1
1071	в двух	1	1
1072	в первые	1	1
1073	связанным с	1	1
1074	к мысли	1	1
1075	в смысле	2	1
1076	полагает что	1	1
1077	о в	1	1
1078	конечном итоге	2	1
1079	на себе	10	1
1080	то именно	1	1
1081	она становится	1	1
1082	в других	1	1
1083	сих пор	5	1
1084	то лишь	1	1
1085	чтобы его	1	1
1086	вопроса о	7	1
1087	только от	1	1
1088	в лучшем	1	1
1089	мы можем	2	1
1090	слово есть	1	1
1091	находит свое	1	1
1092	слов или	1	1
1093	простой причине	1	1
1094	и сталина	1	1
1095	в устах	3	1
1096	действительности по	1	1
1097	мы уже	1	1
1098	в наше	3	1
1099	к первоначальному	1	1
1100	разногласия и	1	1
1101	природе своей	1	1
1102	но до	1	1
1103	путь который	1	1
1104	говорить об	1	1
1105	является его	1	1
1106	в ответ	1	1
1107	из ряда	1	1
1108	вниманием к	1	1
1109	в развитии	1	1
1110	новые и	1	1
1111	оно и	1	1
1112	перед автором	1	1
1113	побуждает к	1	1
1114	прозе и	1	1
1115	сущности говоря	1	1
1116	силы для	2	1
1117	земле в	1	1
1118	соединении с	1	1
1119	вспомним что	1	1
1120	потребность в	3	1
1121	элементы в	1	1
1122	даже не	1	1
1123	бы уже	2	1
1124	человек который	1	1
1125	также не	1	1
1126	образом если	2	1
1127	для самой	2	1
1128	совершенно справедливо	2	1
1129	с таким	1	1
1130	когда мы	3	1
1131	она была	1	1
1132	не себе	1	1
1133	многих случаях	1	1
1134	своего материала	1	1
1135	которых оно	1	1
1136	с большой	2	1
1137	тот или	1	1
1138	показать что	2	1
1139	только с	1	1
1140	году в	1	1
1141	или о	2	1
1142	языка где	1	1
1143	когда они	1	1
1144	о его	1	1
1145	приводят к	1	1
1146	истории русской	1	1
1147	что только	2	1
1148	речь а	1	1
1149	а вслед	1	1
1150	надобности в	2	1
1151	невозможным без	1	1
1152	и семантическую	1	1
1153	своего существа	1	1
1154	например о	1	1
1155	свои силы	1	1
1156	за гранью	1	1
1157	явно не	1	1
1158	чаще всего	2	1
1159	которые были	1	1
1160	на место	1	1
1161	в данный	2	1
1162	за себя	1	1
1163	искусство которое	1	1
1164	независимо от	1	1
1165	всех этих	4	1
1166	охарактеризовать как	1	1
1167	меньшей степени	2	1
1168	что этот	2	1
1169	сколь бы	2	1
1170	он должен	2	1
1171	одного и	2	1
1172	еще одно	3	1
1173	наше время	3	1
1174	в подлинном	1	1
1175	мы видели	3	1
1176	лишь по	1	1
1177	с неба	1	1
1178	можно только	1	1
1179	к сожалению	2	1
1180	не мешает	1	1
1181	в кругу	1	1
1182	ты знаешь	1	1
1183	первую очередь	3	1
1184	на деле	2	1
1185	может для	1	1
1186	социальной жизни	3	1
1187	до сих	5	1
1188	часто оказываются	1	1
1189	он уже	1	1
1190	и этот	1	1
1191	и здесь	8	1
1192	само слово	1	1
1193	достоевского в	1	1
1194	например что	2	1
1195	для каждой	2	1
1196	такова же	1	1
1197	предметы и	1	1
1198	тут мы	1	1
1199	данной традиции	1	1
1200	в основном	1	1
1201	с и	1	1
1202	и прочих	2	1
1203	в литературной	1	1
1204	слово для	1	1
1205	с такой	1	1
1206	поэтому ничего	1	1
1207	и никто	1	1
1208	здесь слово	1	1
1209	что автор	1	1
1210	это способ	1	1
1211	говорит и	1	1
1212	что это	11	1
1213	пушкин и	2	1
1214	целого ряда	1	1
1215	п я	1	1
1216	ему все	1	1
1217	тогда в	2	1
1218	явление в	1	1
1219	истории в	1	1
1220	не исчерпывается	1	1
1221	этот не	2	1
1222	поэтому в	1	1
1223	разного рода	1	1
1224	все те	3	1
1225	их как	2	1
1226	гораздо раньше	1	1
1227	не принял	3	1
1228	и делает	1	1
1229	однако он	2	1
1230	стороны к	1	1
1231	самого по	1	1
1232	и целого	1	1
1233	доказывает в	1	1
1234	и утверждает	1	1
1235	не могут	5	1
1236	творчества и	1	1
1237	должен был	1	1
1238	нам в	1	1
1239	и неизбежной	1	1
1240	с некоторыми	1	1
1241	я так	1	1
1242	прямо к	1	1
1243	собой и	1	1
1244	однако мы	1	1
1245	иметь в	1	1
1246	смысла и	2	1
1247	могло не	1	1
1248	в моем	1	1
1249	у читателя	1	1
1250	мы говорим	4	1
1251	№ г	2	1
1252	не выходит	1	1
1253	это конечно	2	1
1254	свою жизнь	1	1
1255	предполагать что	1	1
1256	вот и	1	1
1257	но вот	3	1
1258	с общим	1	1
1259	одно слово	1	1
1260	на месте	2	1
1261	оказываются не	1	1
1262	в процессе	1	1
1263	есть нечто	2	1
1264	может стать	1	1
1265	это время	1	1
1266	и так	1	1
1267	же остается	2	1
1268	чем свидетельствуют	1	1
1269	что иное	2	1
1270	в которых	8	1
1271	не видно	1	1
1272	и вкус	1	1
1273	революцию как	1	1
1274	который я	1	1
1275	о котором	4	1
1276	том как	3	1
1277	именно поэтому	2	1
1278	зависимости от	9	1
1279	эта аналогия	1	1
1280	в известном	2	1
1281	его пути	1	1
1282	друг от	1	1
1283	имеет здесь	1	1
1284	весть о	1	1
1285	языка на	2	1
1286	характерных явлений	1	1
1287	стихах все	1	1
1288	первого и	1	1
1289	случае как	1	1
1290	они по	1	1
1291	автора но	1	1
1292	только язык	1	1
1293	но тут	1	1
1294	и творчество	1	1
1295	язык только	1	1
1296	не нужен	1	1
1297	особенность этого	1	1
1298	был только	1	1
1299	отличается от	2	1
1300	языка и	16	1
1301	что мы	6	1
1302	значение на	1	1
1303	искусства для	1	1
1304	в круг	1	1
1305	роли в	3	1
1306	пушкина как	1	1
1307	себе уже	1	1
1308	в слово	1	1
1309	сознание что	1	1
