N	3gram	Propp_Isto	RusskieA
242	увидим ниже что	1	1
243	основана на некотором	1	1
244	одновременно и в	1	1
245	и может быть	1	1
246	не имеют ничего	1	1
247	но и в	2	1
248	песни и пляски	1	1
249	только после того	2	1
250	мы здесь имеем	2	1
251	поле и в	1	1
252	не совсем так	2	1
253	а затем уже	1	1
254	здесь еще не	1	1
255	в специальной работе	1	1
256	т д в	1	1
257	т д с	1	1
258	главным образом на	1	1
259	мы и здесь	1	1
260	в некоторых случаях	6	1
261	на эту связь	1	1
262	мы рассмотрим сперва	1	1
263	имеют ничего общего	1	1
264	можно заметить что	1	1
265	же можно отнести	1	1
266	и целый год	1	1
267	с того что	2	1
268	не означает что	1	1
269	афанасьев в своих	1	1
270	довольно много но	1	1
271	такими какими их	1	1
272	но и другие	1	1
273	об этом мы	1	1
274	друг другу и	1	1
275	тем более что	1	1
276	независимо от того	2	1
277	как раз наоборот	1	1
278	и не случайно	1	1
279	видели что в	2	1
280	из того что	1	1
281	эти случаи показывают	3	1
282	рассмотрим некоторые относящиеся	1	1
283	хотя и не	1	1
284	показывает что в	2	1
285	что представление о	1	1
286	необходимо указать что	1	1
287	о чем говорилось	1	1
288	смысле этого слова	3	1
289	но и во	1	1
290	есть случаи когда	3	1
291	в царство смерти	1	1
292	всех этих случаях	1	1
293	очень близки к	1	1
294	объясняется тем что	1	1
295	пока они не	1	1
296	по содержанию и	1	1
297	известно что в	2	1
298	еще не означает	1	1
299	между собой и	1	1
300	кругу явлений относится	1	1
301	этому же кругу	1	1
302	по возвращении домой	1	1
303	уже видели что	1	1
304	себя неузнаваемым и	1	1
305	в свете приведенных	2	1
306	сюда же можно	1	1
307	тем способностям которые	1	1
308	одна из особенностей	1	1
309	что в нем	1	1
310	возможно что здесь	1	1
311	мы можем предположить	5	1
312	в поисках своей	1	1
313	в связь с	1	1
314	т е что	1	1
315	в огромном большинстве	1	1
316	этот вопрос можно	1	1
317	по этому вопросу	1	1
318	а так как	1	1
319	ниже когда мы	1	1
320	содержанию и по	1	1
321	тогда как в	1	1
322	в таких случаях	2	1
323	в гости к	1	1
324	вопрос может быть	1	1
325	под образа и	1	1
326	что в некоторых	3	1
327	и не только	1	1
328	их силу и	1	1
329	из леса таким	1	1
330	это и есть	2	1
331	в дом и	1	1
332	он показывает что	1	1
333	то время как	2	1
334	что и в	3	1
335	народы у которых	1	1
336	будет предположить что	1	1
337	можно установить что	1	1
338	в избу к	1	1
339	выводы этой работы	1	1
340	то что происходило	2	1
