N	2gram	Vinokur_Vv	formyVre
162	себе самому	1	8
163	в целом	5	8
164	в той	10	7
165	еще более	1	7
166	не как	3	7
167	этого типа	1	7
168	широком смысле	8	7
169	между собой	1	7
170	к ним	1	7
171	в реальном	1	7
172	к этому	3	7
173	из этих	9	7
174	соседстве с	1	7
175	в себе	4	7
176	но он	1	7
177	в которой	1	7
178	в себя	1	7
179	в форме	2	7
180	например в	2	7
181	было бы	7	7
182	не могло	1	7
183	в отличие	4	7
184	том же	2	7
185	т д	39	7
186	у них	2	7
187	того что	12	7
188	этот процесс	4	7
189	этом отношении	4	7
190	ее в	1	7
191	отличие от	4	7
192	место в	1	7
193	что было	1	6
194	все что	1	6
195	именно в	8	6
196	с тем	6	6
197	о том	16	6
198	с помощью	2	6
199	между двумя	1	6
200	в различных	5	6
201	сказать что	6	6
202	в основу	2	6
203	входят в	1	6
204	во всей	1	6
205	время и	1	6
206	в качестве	8	6
207	в таком	1	6
208	здесь как	1	6
209	мы можем	2	6
210	до нас	3	6
211	и речи	1	6
212	за пределы	1	6
213	одной стороны	4	6
214	а как	5	6
215	и ее	4	6
216	смысле слова	7	6
217	дан в	1	6
218	в сущности	3	6
219	в отношении	3	6
220	мы видим	1	6
221	не могут	6	6
222	в которых	6	6
223	тех же	1	6
224	автора и	1	6
225	слова и	1	6
226	литературы в	3	6
227	имеем в	1	6
228	нет и	1	6
229	одной из	4	6
230	мы не	2	6
231	в широком	7	6
232	мы находим	1	6
233	здесь все	3	6
234	в эпоху	1	6
235	есть и	5	6
236	в начале	3	6
237	могло быть	1	6
238	есть не	5	6
239	более того	1	6
240	новое и	1	5
241	вообще не	3	5
242	с этой	5	5
243	о чем	4	5
244	одно из	5	5
245	тем что	6	5
246	в своей	4	5
247	понятно что	3	5
248	отсюда и	2	5
249	хотя бы	6	5
250	только на	3	5
251	искусстве и	1	5
252	в средние	1	5
253	что все	1	5
254	с другими	1	5
255	быть только	1	5
256	человек в	1	5
257	следовательно и	2	5
258	от этого	5	5
259	той или	3	5
260	так что	5	5
261	одно и	2	5
262	и является	1	5
263	в этой	3	5
264	и от	1	5
265	чаще всего	2	5
266	в какой-то	1	5
267	что они	2	5
268	не на	1	5
269	конечно и	1	5
270	с ними	1	5
271	и литературе	1	5
272	далеко не	1	5
273	они не	1	5
274	не имеет	4	5
275	да и	4	5
276	но здесь	1	5
277	и уже	3	5
278	той же	4	5
279	произведения и	2	5
280	он должен	1	5
281	мы имеем	4	5
282	но на	1	5
283	или в	1	5
284	об этом	6	5
285	и вообще	3	5
286	например у	1	5
287	в ряду	2	5
288	стороны и	3	5
289	или как	3	5
290	во всем	2	4
291	только что	4	4
292	вещи и	1	4
293	связи в	1	4
294	а затем	2	4
295	его от	1	4
296	другой стороны	5	4
297	как если	1	4
298	по себе	11	4
299	в своих	2	4
300	из самых	1	4
301	в одно	1	4
302	и со	2	4
303	при всей	2	4
304	в данном	11	4
305	он был	1	4
306	в другом	3	4
307	по отношению	4	4
308	и те	2	4
309	вопросу о	2	4
310	момент в	1	4
311	жизни как	2	4
312	и становится	1	4
313	все в	1	4
314	труда и	2	4
315	несмотря на	2	4
316	иного рода	1	4
317	чем в	3	4
318	что не	5	4
319	о которых	2	4
320	к вопросу	1	4
321	себе и	2	4
322	в чем	4	4
323	именно как	3	4
324	средние века	1	4
325	совсем не	3	4
326	и разновидности	1	4
327	явления в	1	4
328	в историческом	1	4
329	природы и	2	4
330	любви и	1	4
331	и вот	3	4
332	которых мы	1	4
333	оно было	1	4
334	и при	2	4
335	мы здесь	1	4
336	из того	2	4
337	для них	2	4
338	что он	5	4
339	вследствие этого	1	4
340	это и	1	4
341	и более	1	4
342	языка и	15	4
343	сливается с	3	4
344	и т.д	5	4
345	стадии развития	1	4
346	чем они	2	4
347	же самое	3	4
348	всяком случае	5	4
349	всего того	3	4
350	этом случае	6	4
351	находятся в	2	4
352	бы на	1	4
353	у нас	2	4
354	все равно	2	4
355	раз в	1	4
356	как она	4	4
357	к концу	1	4
358	на его	1	4
359	целого и	2	4
360	в одной	1	4
361	тем более	2	4
362	и тех	1	4
363	мы должны	2	4
364	быть и	2	4
365	как он	6	4
366	лишь как	2	4
367	с большой	1	4
368	в тексте	4	4
369	и о	1	4
370	которыми он	1	4
371	включает в	1	4
372	и совершенно	2	4
373	человеческой природы	1	4
374	с которыми	2	3
375	в центре	4	3
376	точном смысле	1	3
377	и имеет	1	3
378	тому что	2	3
379	это значит	1	3
380	всех ее	1	3
381	время не	2	3
382	далее в	1	3
383	по мере	4	3
384	и которые	1	3
385	можно говорить	3	3
386	жизнь в	1	3
387	похож на	1	3
388	в соответствии	2	3
389	другом месте	2	3
390	в более	4	3
391	в точном	1	3
392	культуры в	5	3
393	не могли	2	3
394	вопрос о	10	3
395	от целого	1	3
396	и художественного	1	3
397	вот почему	3	3
398	самого начала	1	3
399	в прошлом	2	3
400	как на	12	3
401	еще нет	1	3
402	место для	1	3
403	в зависимости	3	3
404	все время	2	3
405	этот образ	1	3
406	эпоху возрождения	1	3
407	во франции	1	3
408	не мог	2	3
409	и совершается	1	3
410	в заключение	1	3
411	на почве	5	3
412	времени все	2	3
413	явления как	1	3
414	от природы	1	3
415	внимание на	5	3
416	для которой	1	3
417	с ростом	1	3
418	все прочие	1	3
419	и развития	2	3
420	литературе и	1	3
421	же как	3	3
422	одна из	3	3
423	бы в	2	3
424	выражение в	2	3
425	на этом	3	3
426	как это	5	3
427	в тех	2	3
428	мифологического и	1	3
429	не место	2	3
430	литературы и	2	3
431	главным образом	1	3
432	не могла	1	3
433	эта черта	1	3
434	и есть	3	3
435	теми же	1	3
436	его к	2	3
437	и самый	1	3
438	и ничего	1	3
439	и здесь	3	3
440	народа в	1	3
441	жизни а	1	3
442	это уже	2	3
443	нет никакого	1	3
444	если не	1	3
445	все то	1	3
446	в прямом	4	3
447	и затем	1	3
448	в слове	3	3
449	и так	2	3
450	правда не	1	3
451	том как	1	3
452	сравнению с	4	3
453	зависимости от	3	3
454	развития человечества	1	3
455	еще и	4	3
456	ни к	2	3
457	его и	1	3
458	бы и	3	3
459	что мы	2	3
460	в течение	5	3
461	в свою	2	3
462	в значительной	3	3
463	наконец в	1	3
464	не быть	1	3
465	кризиса и	1	3
466	что здесь	2	3
467	без всякого	1	3
468	нем не	1	3
469	если мы	1	3
470	искусство и	2	3
471	в произведениях	1	3
472	но это	2	3
473	точку зрения	1	3
474	не входят	1	3
475	что есть	1	3
476	ни с	2	3
477	связи между	4	3
478	или с	1	3
479	в определенном	1	3
480	совершенно не	1	3
481	и всегда	1	3
482	на одной	1	3
483	как нечто	8	3
484	них и	2	3
485	однако не	4	3
486	в таких	2	3
487	дело в	5	3
488	есть только	2	3
489	по своему	5	3
490	не столько	2	3
491	в новом	1	3
492	это было	1	3
493	и эти	1	3
494	преимущественно в	2	3
495	с самого	1	3
496	надо было	2	3
497	как уже	5	3
498	свое значение	2	3
499	по сравнению	4	3
500	можно сказать	4	3
501	вопросы эти	1	3
502	в германии	3	3
503	все более	4	3
504	дело здесь	1	3
505	что на	1	3
506	в чисто	4	3
507	не к	2	3
508	и всего	2	2
509	и очень	1	2
510	того не	2	2
511	одном месте	1	2
512	остановиться на	1	2
513	ясно что	11	2
514	в строгом	3	2
515	приходит к	1	2
516	вопрос об	1	2
517	как они	1	2
518	в духе	1	2
519	и судьбы	1	2
520	представление о	1	2
521	самому и	1	2
522	правда в	1	2
523	всю эту	1	2
524	себя к	1	2
525	отличается от	1	2
526	и истории	2	2
527	самом широком	1	2
528	как только	2	2
529	перестает быть	1	2
530	и дело	1	2
531	своей природе	3	2
532	значительной мере	2	2
533	из себя	1	2
534	особенно важно	1	2
535	говорить о	5	2
536	связь между	5	2
537	и должно	2	2
538	как оно	3	2
539	до того	2	2
540	свою очередь	2	2
541	в чистом	1	2
542	жизни данного	1	2
543	вернуться к	1	2
544	они должны	1	2
545	он служит	1	2
546	в каждом	4	2
547	это прежде	1	2
548	он сам	3	2
549	что даже	3	2
550	на котором	2	2
551	здесь идет	1	2
552	речи в	1	2
553	быта и	3	2
554	к нему	3	2
555	между разными	1	2
556	то в	1	2
557	что у	1	2
558	имеют в	1	2
559	и особые	1	2
560	собой в	2	2
561	притом не	1	2
562	что уже	3	2
563	от собственного	1	2
564	после этого	2	2
565	и сама	2	2
566	и этим	1	2
567	лежит в	2	2
568	тому же	1	2
569	видит в	4	2
570	всех его	1	2
571	но для	1	2
572	инициатива в	1	2
573	времени как	1	2
574	лишь на	1	2
575	и дух	1	2
576	также в	1	2
577	между прочим	1	2
578	особенности в	1	2
579	природа и	1	2
580	а только	8	2
581	каждом из	1	2
582	могло бы	2	2
583	были в	1	2
584	но как	2	2
585	совершенно реальным	1	2
586	в уста	1	2
587	реальным и	1	2
588	вообще в	2	2
589	в отдельных	1	2
590	если же	2	2
591	и та	1	2
592	хотя в	2	2
593	чем больше	2	2
594	и тот	1	2
595	др в	1	2
596	выражается в	1	2
597	и сам	3	2
598	этот вопрос	7	2
599	языка к	1	2
600	должны были	1	2
601	была уже	1	2
602	культуры и	1	2
603	в каком	3	2
604	но нет	1	2
605	которое мы	1	2
606	них не	2	2
607	с чем	2	2
608	же мы	1	2
609	единство но	1	2
610	значит что	1	2
611	которого мы	2	2
612	с идеей	1	2
613	определения в	1	2
614	и особенно	1	2
615	именно о	1	2
616	мы видели	3	2
617	речи об	1	2
618	можно только	2	2
619	греческого и	1	2
620	во втором	2	2
621	достоевского в	1	2
622	как с	1	2
623	сказано в	1	2
624	он только	1	2
625	в языке	2	2
626	должна быть	2	2
627	тогда когда	4	2
628	групп и	1	2
629	в область	1	2
630	от этой	1	2
631	разного рода	1	2
632	оторванной от	1	2
633	литературного развития	1	2
634	к данному	1	2
635	себе не	1	2
636	разумеется не	1	2
637	характер но	1	2
638	нам в	1	2
639	самом деле	7	2
640	строгом смысле	3	2
641	целого но	1	2
642	мы говорим	3	2
643	но дело	3	2
644	как история	3	2
645	можно назвать	1	2
646	в одних	1	2
647	и такая	1	2
648	этим в	3	2
649	данном случае	5	2
650	о котором	8	2
651	бы нас	1	2
652	иной степени	1	2
653	в конкретных	2	2
654	в очень	3	2
655	это то	1	2
656	и тогда	3	2
657	в новой	1	2
658	из которой	2	2
659	только один	1	2
660	отношении к	2	2
661	и об	1	2
662	от других	2	2
663	действительность в	4	2
664	каждый из	2	2
665	сохраняет свое	1	2
666	на которые	1	2
667	соответствии с	2	2
668	историческая действительность	1	2
669	этого слова	2	2
670	но если	6	2
671	связей и	1	2
672	идей и	1	2
673	и после	1	2
674	только о	2	2
675	общий вопрос	2	2
676	и том	1	2
677	для нас	1	2
678	этого целого	1	2
679	в соответствующих	2	2
680	иной раз	2	2
681	и принципиально	1	2
682	себя в	2	2
683	имел в	1	2
684	можно выделить	1	2
685	с их	5	2
686	по этому	3	2
687	в русском	1	2
688	не существует	2	2
689	непосредственно в	1	2
690	ведь это	1	2
691	образом в	1	2
692	реальной действительности	1	2
693	этого рода	9	2
694	слова но	1	2
695	исторической действительности	2	2
696	бытия и	1	2
697	и эта	1	2
698	о жизни	1	2
699	государственной жизни	1	2
700	что их	1	2
701	до наших	2	2
702	в стороне	1	2
703	и последующих	1	2
704	или даже	1	2
705	нового типа	2	2
706	к своему	2	2
707	об особом	2	2
708	но уже	2	2
709	нем все	1	2
710	должен быть	4	2
711	на них	1	2
712	но сами	1	2
713	должны быть	1	2
714	такие же	1	2
715	чистом виде	1	2
716	одну из	1	2
717	или не	1	2
718	половине xix	2	2
719	как таковые	1	2
720	частности в	1	2
721	еще в	1	2
722	как явление	2	2
723	в xix	1	2
724	проблема в	1	2
725	когда мы	2	2
726	как их	1	2
727	не осталось	1	2
728	для такого	1	2
729	них нет	1	2
730	зрения на	1	2
731	язык в	3	2
732	само собой	2	2
733	быть названы	2	2
734	в так	1	2
735	с реальным	1	2
736	форме и	1	2
737	такие явления	1	2
738	рода и	1	1
739	данном отношении	2	1
740	философии и	2	1
741	и составляет	1	1
742	культурного развития	3	1
743	его использования	1	1
744	места и	1	1
745	котором они	1	1
746	в настоящем	1	1
747	еще раз	2	1
748	таковы например	1	1
749	если его	1	1
750	именно на	2	1
751	выводу что	7	1
752	в момент	1	1
753	которая в	1	1
754	очень много	1	1
755	до него	1	1
756	д но	5	1
757	дело с	9	1
758	момента в	2	1
759	эта идея	1	1
760	формы в	1	1
761	был и	1	1
762	и был	2	1
763	в большей	7	1
764	это обычно	1	1
765	она стала	1	1
766	поколений с	1	1
767	и говорить	1	1
768	язык как	5	1
769	приступает к	1	1
770	и совсем	1	1
771	явлениями в	2	1
772	как любовь	3	1
773	него в	2	1
774	не понимать	1	1
775	а есть	1	1
776	и форме	1	1
777	с исторической	1	1
778	не бывает	2	1
779	но что	3	1
780	к частным	1	1
781	как самые	1	1
782	времени становится	1	1
783	этим объясняется	1	1
784	романтического и	1	1
785	и связаны	1	1
786	более или	1	1
787	в рим	1	1
788	на свой	1	1
789	в первом	5	1
790	относится и	1	1
791	сходство и	1	1
792	теперь мы	1	1
793	как об	9	1
794	античности в	1	1
795	и своими	1	1
796	в построении	1	1
797	из всего	1	1
798	данной исторической	1	1
799	если он	1	1
800	в числе	1	1
801	развития но	1	1
802	на определенной	1	1
803	и творчества	2	1
804	было вполне	1	1
805	единого и	2	1
806	и внутренне	1	1
807	что по	1	1
808	первой половине	1	1
809	соответствующие явления	1	1
810	по внешности	1	1
811	даже просто	1	1
812	дан текст	1	1
813	одновременно и	3	1
814	на эту	1	1
815	уже и	10	1
816	не вполне	4	1
817	не менее	9	1
818	в природе	1	1
819	заключение нашего	1	1
820	именно этого	1	1
821	к культуре	2	1
822	он по	1	1
823	в обстановке	1	1
824	очень широком	1	1
825	так например	6	1
826	содержания но	1	1
827	действительности в	2	1
828	нам не	2	1
829	ними и	2	1
830	совпадающем с	1	1
831	темы и	1	1
832	с конца	2	1
833	и такие	1	1
834	и история	4	1
835	что этот	1	1
836	на части	1	1
837	этой почве	2	1
838	об особой	1	1
839	время идет	1	1
840	имеет очень	1	1
841	эта связь	1	1
842	по они	1	1
843	заключены в	1	1
844	за исключением	1	1
845	нас и	1	1
846	не чувствует	1	1
847	и теми	3	1
848	других и	1	1
849	объясняется и	1	1
850	но во	1	1
851	нам по	1	1
852	уже у	1	1
853	в каких	1	1
854	сложности и	1	1
855	не всегда	1	1
856	вопроса об	1	1
857	того почему	1	1
858	могут не	2	1
859	в руках	1	1
860	в риме	1	1
861	одной и	2	1
862	у автора	1	1
863	о таких	1	1
864	средних веков	2	1
865	увидим что	2	1
866	представлением о	1	1
867	разные и	2	1
868	времени было	1	1
869	них были	1	1
870	поколений в	1	1
871	которых так	1	1
872	превращается в	1	1
873	в каждой	2	1
874	проблемы и	2	1
875	в применении	7	1
876	рассуждение о	1	1
877	это единство	1	1
878	быть более	1	1
879	но какой	1	1
880	поэтического образа	1	1
881	греции и	3	1
882	среди них	1	1
883	не больше	1	1
884	в самое	1	1
885	для разработки	1	1
886	прост и	1	1
887	его нужно	1	1
888	на вещи	2	1
889	века но	1	1
890	увидим далее	1	1
891	и возможна	1	1
892	и техника	1	1
893	нам дан	1	1
894	как момента	1	1
895	речь о	1	1
896	своем существе	1	1
897	стадии в	1	1
898	от другой	3	1
899	сохранять свое	1	1
900	идут в	1	1
901	литературу в	1	1
902	к этим	1	1
903	для этой	1	1
904	она есть	5	1
905	не просто	5	1
906	к языку	2	1
907	рукописи и	2	1
908	смысле как	3	1
909	эта работа	1	1
910	вся эта	1	1
911	гораздо более	3	1
912	на античных	1	1
913	ближе к	2	1
914	бы то	1	1
915	этого и	1	1
916	она имеет	1	1
917	говорит о	3	1
918	сторонах и	1	1
919	различным образом	1	1
920	в научной	2	1
921	как такового	3	1
922	а наоборот	1	1
923	от его	1	1
924	к человеку	1	1
925	новой исторической	1	1
926	слушателей в	1	1
927	своему содержанию	1	1
928	для изучения	1	1
929	на том	3	1
930	этом ее	1	1
931	такого рода	3	1
932	что этого	1	1
933	и той	3	1
934	мы знаем	1	1
935	и основной	1	1
936	и иного	1	1
937	к которому	1	1
938	почему в	1	1
939	ее можно	1	1
940	тем не	9	1
941	значительной степени	1	1
942	и за	1	1
943	что самая	1	1
944	которой в	2	1
945	закреплены традицией	1	1
946	в европейской	1	1
947	то только	1	1
948	одними и	1	1
949	как своего	1	1
950	есть еще	3	1
951	тем больше	1	1
952	говорит он	2	1
953	в конечном	3	1
954	затем у	1	1
955	как же	1	1
956	полной ясностью	1	1
957	но совершенно	1	1
958	одним из	5	1
959	каждая из	1	1
960	обширный круг	1	1
961	и рима	3	1
962	культур в	1	1
963	чтобы определить	1	1
964	в совокупности	2	1
965	для исследователя	1	1
966	или иная	1	1
967	я и	1	1
968	так много	1	1
969	в атмосфере	1	1
970	смысле и	2	1
971	рода с	1	1
972	отношениях между	2	1
973	целом ряде	2	1
974	учение о	2	1
975	в изображении	1	1
976	связан и	1	1
977	этом и	1	1
978	человеке и	1	1
979	во главе	1	1
980	литературы с	2	1
981	сделать его	1	1
982	второй части	1	1
983	он вовсе	1	1
984	на свои	2	1
985	должно было	1	1
986	больше всего	1	1
987	что наука	1	1
988	ведь в	1	1
989	же здесь	1	1
990	достаточно чтобы	1	1
991	в эту	1	1
992	и понимание	1	1
993	действительности и	1	1
994	текст и	3	1
995	свои корни	1	1
996	чтобы понять	4	1
997	большой интерес	1	1
998	по поводу	1	1
999	обычно и	2	1
1000	областях культуры	1	1
1001	от себя	3	1
1002	не то	1	1
1003	в содержание	1	1
1004	это были	1	1
1005	чтобы в	1	1
1006	имен и	1	1
1007	говорил о	1	1
1008	и жизненной	1	1
1009	от конкретного	1	1
1010	от характера	4	1
1011	в лучшем	1	1
1012	имеют дело	2	1
1013	как говорили	1	1
1014	месте в	1	1
1015	не дает	1	1
1016	этой идеи	1	1
1017	более узком	1	1
1018	между тем	10	1
1019	но были	1	1
1020	так называемые	2	1
1021	но текст	1	1
1022	и тем	5	1
1023	по глубине	1	1
1024	не будет	1	1
1025	и стилистические	1	1
1026	в системе	1	1
1027	но зато	2	1
1028	надо сказать	1	1
1029	из больших	1	1
1030	не приходится	1	1
1031	из него	2	1
1032	и что	6	1
1033	потребность в	1	1
1034	содержание но	1	1
1035	широким распространением	1	1
1036	проблем в	1	1
1037	бы уже	1	1
1038	разных видов	1	1
1039	также не	1	1
1040	этом смысле	11	1
1041	глубине и	1	1
1042	из общего	1	1
1043	по вопросу	1	1
1044	она была	2	1
1045	и вопросы	1	1
1046	ко времени	2	1
1047	ни одной	1	1
1048	внешний характер	1	1
1049	он в	1	1
1050	к новым	1	1
1051	однако в	3	1
1052	и никогда	1	1
1053	оба они	1	1
1054	он встречается	1	1
1055	и никакого	1	1
1056	по другим	1	1
1057	это делает	2	1
1058	что может	3	1
1059	тем временем	1	1
1060	ее а	1	1
1061	на отдельные	1	1
1062	не значит	1	1
1063	в первой	1	1
1064	в общем	14	1
1065	тесно связан	1	1
1066	что сейчас	1	1
1067	те кто	2	1
1068	которые были	2	1
1069	слова как	2	1
1070	смысле на	1	1
1071	испытания в	1	1
1072	который был	1	1
1073	независимо от	5	1
1074	право не	1	1
1075	и чем	2	1
1076	чтобы не	1	1
1077	понятия и	1	1
1078	историей все	1	1
1079	на рубеже	2	1
1080	проявляются в	1	1
1081	все такие	1	1
1082	своего рода	3	1
1083	были бы	1	1
1084	на время	1	1
1085	с полной	2	1
1086	всех отношениях	1	1
1087	на деле	1	1
1088	и стало	1	1
1089	например что	3	1
1090	характера а	1	1
1091	известно что	1	1
1092	она во-первых	1	1
1093	почти не	1	1
1094	этого понятия	5	1
1095	теснейшим образом	1	1
1096	которое возникает	1	1
1097	которые он	1	1
1098	выше но	1	1
1099	на связь	1	1
1100	человеческого общения	1	1
1101	из существенных	1	1
1102	на те	1	1
1103	уже знаем	2	1
1104	что это	3	1
1105	каким он	1	1
1106	и из	2	1
1107	в наиболее	2	1
1108	никак не	1	1
1109	одном и	1	1
1110	из которых	3	1
1111	о которой	2	1
1112	интерес к	1	1
1113	все свое	1	1
1114	к выводу	7	1
1115	науки и	5	1
1116	возрождения и	2	1
1117	это есть	2	1
1118	подобно тому	2	1
1119	под этим	1	1
1120	такого же	2	1
1121	должен был	4	1
1122	как предметы	1	1
1123	этого процесса	1	1
1124	психологии и	1	1
1125	о природе	7	1
1126	особого рода	4	1
1127	этой точки	2	1
1128	с неизбежностью	1	1
1129	есть проблема	1	1
1130	которых и	1	1
1131	с ней	2	1
1132	могло не	1	1
1133	отдельные стороны	1	1
1134	первой половины	1	1
1135	и прочими	2	1
1136	имеет дело	5	1
1137	языковых связей	1	1
1138	взгляда на	4	1
1139	широком понимании	1	1
1140	говорить в	1	1
1141	значении этого	2	1
1142	виде как	1	1
1143	постоянном взаимодействии	1	1
1144	она и	1	1
1145	широком и	1	1
1146	свой собственный	1	1
1147	состоит из	1	1
1148	как о	4	1
1149	как момент	1	1
1150	как не	1	1
1151	есть нечто	1	1
1152	возможности и	1	1
1153	и бытовым	1	1
1154	и вопрос	2	1
1155	произведение в	1	1
1156	человека на	1	1
1157	создает и	1	1
1158	сказанного ясно	1	1
1159	была и	1	1
1160	может не	1	1
1161	не до	2	1
1162	бы себя	1	1
1163	но с	5	1
1164	как греческий	1	1
1165	существование в	1	1
1166	для читателя	1	1
1167	совершенно та	1	1
1168	как произведение	1	1
1169	имеет свои	1	1
1170	его действий	1	1
1171	здесь вопроса	1	1
1172	истории человечества	1	1
1173	дошедшие до	1	1
1174	творчества одного	1	1
1175	и искусств	1	1
1176	этой традиции	2	1
1177	и основные	1	1
1178	конце xviii	1	1
1179	к отдельным	2	1
1180	относящихся к	4	1
1181	на той	1	1
1182	с прошлым	3	1
1183	сопоставлении с	2	1
1184	связана с	4	1
1185	не должно	1	1
1186	быть не	1	1
1187	природе и	2	1
1188	них как	1	1
1189	из его	2	1
1190	тех пор	1	1
1191	наукой и	2	1
1192	для нее	2	1
1193	что если	2	1
1194	каждой из	6	1
1195	народа и	1	1
1196	исходный пункт	2	1
1197	группы но	1	1
1198	не сливающегося	1	1
1199	это своеобразное	1	1
1200	его характер	1	1
1201	эти связи	1	1
1202	ее с	1	1
1203	и замкнутого	1	1
1204	них более	1	1
1205	тот факт	1	1
1206	его обработки	1	1
1207	идет об	2	1
1208	при помощи	3	1
1209	что можно	2	1
1210	так называемого	1	1
1211	эту традицию	1	1
1212	специфическом значении	1	1
1213	не совпадающем	1	1
1214	разумеется и	3	1
1215	свое существование	2	1
1216	автора в	1	1
1217	сохраняет еще	1	1
1218	на первые	1	1
1219	в дальнейшей	1	1
1220	ним в	1	1
1221	стороны ее	1	1
1222	входит как	1	1
1223	больше он	1	1
1224	впервые в	1	1
1225	она может	1	1
1226	что тут	1	1
1227	человечества и	1	1
1228	его прямой	2	1
1229	на этот	6	1
1230	более глубокого	1	1
1231	частного и	1	1
1232	мысли но	1	1
1233	конкретное единство	1	1
1234	содержанию и	1	1
1235	всего к	2	1
1236	выражение той	1	1
1237	этого же	1	1
1238	войны в	1	1
1239	наук и	4	1
1240	к предмету	1	1
1241	какие бы	1	1
1242	только с	4	1
1243	взгляде на	3	1
1244	в настоящее	1	1
1245	есть тот	1	1
1246	дальнейшего развития	1	1
1247	наиболее отчетливое	1	1
1248	но есть	1	1
1249	заключенных в	1	1
1250	его можно	2	1
1251	этого термина	3	1
1252	в формах	2	1
1253	истории литературы	3	1
1254	как к	1	1
1255	в свое	3	1
1256	что оно	2	1
1257	в повседневном	1	1
1258	то увидим	1	1
1259	и технической	1	1
1260	исторической жизни	1	1
1261	имеет еще	1	1
1262	вкладывает в	1	1
1263	второй половине	2	1
1264	родство по	2	1
1265	плоды на	1	1
1266	для всякого	1	1
1267	из основных	1	1
1268	видеть в	1	1
1269	и свойства	1	1
1270	на одно	1	1
1271	или два	1	1
1272	а это	1	1
1273	он и	2	1
1274	выражение не	1	1
1275	внешнем материальном	1	1
1276	в каком-нибудь	1	1
1277	на самом	1	1
1278	на которой	1	1
1279	здесь таким	1	1
1280	из числа	2	1
1281	смысле этого	9	1
1282	превратиться в	1	1
1283	слово в	1	1
1284	греческому и	1	1
1285	в виде	4	1
1286	к самой	2	1
1287	в египте	1	1
1288	всего сказанного	1	1
1289	ко второму	1	1
1290	говорим о	1	1
1291	корни в	1	1
1292	когда оно	1	1
1293	наших дней	2	1
1294	становления и	1	1
1295	на соответствующие	2	1
1296	на нее	3	1
1297	движение в	1	1
1298	то более	3	1
1299	все существенное	1	1
1300	опыта и	1	1
1301	чтобы быть	1	1
