N	2gram	Tiupa_Lite	Analitik
161	на фоне	5	9
162	и того	2	9
163	одной стороны	8	9
164	свою очередь	2	9
165	том чтобы	1	9
166	в своем	12	9
167	по поводу	2	9
168	крайней мере	2	9
169	таким образом	4	9
170	во всех	4	9
171	в русской	13	9
172	за пределы	3	9
173	имеет место	1	9
174	уединенного сознания	55	9
175	особого рода	3	9
176	вместе с	5	9
177	по крайней	2	9
178	автора и	1	9
179	присутствия в	1	9
180	тому как	4	9
181	того что	7	9
182	как уже	3	9
183	личности в	4	9
184	дело с	1	8
185	роль в	2	8
186	воспринимающего сознания	2	8
187	не всегда	1	8
188	между двумя	1	8
189	я с	1	8
190	одной из	2	8
191	в контексте	1	8
192	художественности в	1	8
193	внутреннего я	2	8
194	уже говорилось	1	8
195	коммуникативное событие	6	8
196	эстетический объект	3	8
197	в сторону	1	8
198	как известно	1	8
199	о его	1	8
200	с ним	2	8
201	нашего времени	2	8
202	если бы	1	8
203	и все	1	8
204	лирического героя	4	8
205	что он	8	8
206	перед нами	1	8
207	не является	3	8
208	в основе	5	8
209	с точки	4	8
210	этом отношении	5	8
211	человеческого я	3	8
212	дело не	2	8
213	целого в	1	8
214	он и	5	8
215	одного из	4	8
216	в ходе	2	8
217	в финале	2	7
218	в году	18	7
219	во всяком	3	7
220	текста но	1	7
221	в противоположность	2	7
222	в другом	3	7
223	времени в	1	7
224	в одном	2	7
225	как мы	2	7
226	в нашем	2	7
227	который в	2	7
228	одна из	8	7
229	от себя	2	7
230	не мог	3	7
231	по преимуществу	6	7
232	как нам	2	7
233	несмотря на	3	7
234	в ее	1	7
235	у него	5	7
236	в таком	1	7
237	жизненной позиции	1	7
238	модус художественности	1	7
239	героя и	2	7
240	личности и	1	7
241	и тем	4	7
242	в свое	1	7
243	и является	2	7
244	приводит к	4	7
245	свое время	1	7
246	собственно говоря	1	7
247	в глазах	4	7
248	в соответствии	2	7
249	всяком случае	2	7
250	и для	1	7
251	жизни но	1	7
252	в литературе	2	7
253	со своим	2	7
254	однако не	2	7
255	в новом	1	7
256	субъекта и	3	7
257	или иначе	9	7
258	художественного мира	3	7
259	и т.д	8	7
260	художественного произведения	1	7
261	себя и	3	7
262	являет собой	2	7
263	как будто	2	7
264	вплоть до	4	7
265	во всем	1	6
266	для всех	5	6
267	русской литературе	7	6
268	с самим	1	6
269	белкина в	1	6
270	так или	8	6
271	а напротив	1	6
272	эстетической деятельности	7	6
273	или в	1	6
274	художественное произведение	2	6
275	казалось бы	6	6
276	при всей	5	6
277	одного и	1	6
278	как справедливо	1	6
279	восходит к	2	6
280	хотя бы	3	6
281	превращается в	2	6
282	с другим	1	6
283	вовсе не	3	6
284	в текст	2	6
285	из них	5	6
286	ключ к	1	6
287	то в	3	6
288	тем не	4	6
289	не знает	3	6
290	что не	3	6
291	вопроса о	1	6
292	о себе	7	6
293	текста а	1	6
294	в силу	4	6
295	в нем	4	6
296	он был	1	6
297	если в	2	6
298	на этом	3	6
299	из которых	3	6
300	из того	3	6
301	не более	2	6
302	самим собой	2	6
303	от своего	3	6
304	вследствие этого	1	6
305	роли в	1	6
306	и более	1	6
307	и состоит	2	6
308	из этих	2	6
309	соответствии с	3	6
310	в сознании	3	6
311	более чем	4	6
312	и то	3	6
313	ответ на	1	6
314	присутствия я	1	6
315	уже в	7	6
316	максиму максимычу	1	6
317	читателя в	2	6
318	в равной	4	6
319	покойного ивана	1	6
320	есть в	1	6
321	ли не	7	6
322	должен быть	2	6
323	его в	4	6
324	тем более	2	6
325	полной мере	1	6
326	в полной	1	6
327	этого текста	3	6
328	объекта и	2	6
329	же в	6	6
330	и читателя	1	6
331	очевидным образом	1	6
332	все что	3	5
333	этого персонажа	1	5
334	которая в	3	5
335	не так	1	5
336	без исключения	1	5
337	по выражению	2	5
338	не как	4	5
339	а затем	3	5
340	в состав	1	5
341	в этих	2	5
342	в них	1	5
343	на смену	6	5
344	в первом	1	5
345	мысль о	2	5
346	тем что	6	5
347	в один	1	5
348	ведет к	5	5
349	или ином	1	5
350	речь идет	3	5
351	исходя из	3	5
352	в противовес	2	5
353	в котором	1	5
354	при рассмотрении	2	5
355	для того	2	5
356	для себя	6	5
357	в слове	3	5
358	может служить	1	5
359	в эту	1	5
360	к этому	2	5
361	и он	3	5
362	с другими	1	5
363	иного рода	1	5
364	к жизни	2	5
365	ударение на	2	5
366	не о	1	5
367	внутреннее я	1	5
368	я не	8	5
369	и до	1	5
370	я есть	2	5
371	но как	3	5
372	а с	2	5
373	так что	4	5
374	бы быть	1	5
375	и по	1	5
376	художественное восприятие	1	5
377	и потому	1	5
378	с ее	3	5
379	в культуре	5	5
380	в особенности	2	5
381	во втором	3	5
382	как сам	2	5
383	и здесь	1	5
384	том или	1	5
385	говорит и	1	5
386	не могут	1	5
387	самом деле	2	5
388	в романе	1	5
389	и адресата	4	5
390	и соответственно	1	5
391	как о	1	5
392	к его	1	5
393	жизни в	5	5
394	да и	3	5
395	в итоге	2	5
396	еще и	3	5
397	совершенно не	1	5
398	в роли	3	5
399	художественную реальность	3	5
400	каждый из	4	5
401	самого пушкина	3	5
402	он в	1	5
403	произведении искусства	1	5
404	за пределами	1	5
405	текста как	2	5
406	тот же	1	5
407	в художественном	6	5
408	этом случае	2	5
409	на вопрос	1	5
410	мы не	5	5
411	с той	1	5
412	картина мира	2	5
413	в заключительной	1	5
414	с их	3	5
415	это всегда	1	5
416	самим собою	2	5
417	в общем	1	5
418	художественном тексте	1	5
419	самсона вырина	2	5
420	в глубине	1	5
421	все эти	2	5
422	одно из	3	5
423	путь к	2	5
424	этом контексте	1	5
425	в поле	2	5
426	одну из	2	5
427	в искусстве	4	5
428	коммуникативной стратегии	1	5
429	нового времени	2	5
430	самого белкина	1	5
431	еще в	7	5
432	данного произведения	1	5
433	такой же	3	5
434	и особенно	1	5
435	мира в	4	5
436	однако и	2	4
437	а вот	2	4
438	строго говоря	1	4
439	ты не	1	4
440	говоря словами	3	4
441	о своем	3	4
442	в своих	5	4
443	в борьбе	1	4
444	по мысли	2	4
445	что по	1	4
446	отличается от	1	4
447	так в	6	4
448	нам представляется	3	4
449	нам не	1	4
450	во внешнем	1	4
451	при наличии	1	4
452	в действительности	2	4
453	в любом	2	4
454	и ритмически	1	4
455	не должен	3	4
456	только на	3	4
457	значительной степени	1	4
458	что же	1	4
459	о литературе	2	4
460	самом начале	1	4
461	сказать что	1	4
462	жизни как	3	4
463	на него	1	4
464	не удивительно	1	4
465	не все	1	4
466	лишь при	1	4
467	к нему	1	4
468	и представляет	1	4
469	как эстетической	2	4
470	ни было	2	4
471	в ситуации	2	4
472	я во	1	4
473	все прочие	1	4
474	не было	5	4
475	в которой	1	4
476	одним из	8	4
477	между ними	1	4
478	в чем	2	4
479	на себе	1	4
480	бы в	1	4
481	в каждом	2	4
482	могли бы	1	4
483	не сводится	3	4
484	то ни	1	4
485	в ответ	1	4
486	и что	2	4
487	равной степени	2	4
488	одного сознания	1	4
489	и рецептивная	1	4
490	силу своей	3	4
491	и от	1	4
492	и есть	3	4
493	а как	2	4
494	чем и	1	4
495	герой не	1	4
496	искусства в	2	4
497	однако с	2	4
498	не позволяет	1	4
499	системе ценностей	2	4
500	была бы	1	4
501	своем составе	2	4
502	представляют собой	1	4
503	различного рода	2	4
504	как он	2	4
505	в отношении	2	4
506	как писал	3	4
507	оказывается в	1	4
508	а именно	1	4
509	подхода к	1	4
510	бы не	3	4
511	который не	1	4
512	в известном	1	4
513	и т	2	4
514	что позволяет	1	4
515	говоря и	1	4
516	потому что	5	4
517	того чтобы	1	4
518	и если	1	4
519	не должно	1	4
520	в стихотворении	17	4
521	или иных	2	4
522	вслед за	1	4
523	в диалоге	1	4
524	с текстом	1	4
525	на две	1	4
526	и во	1	4
527	е фарино	1	4
528	здесь и	1	4
529	по воле	2	4
530	к предмету	1	4
531	но это	2	4
532	как к	4	4
533	все они	2	4
534	о нем	1	4
535	ему в	2	4
536	свидетельствует о	3	4
537	от которого	1	4
538	ее в	1	4
539	в полном	1	4
540	художественного дискурса	2	4
541	из своих	2	4
542	все той	2	4
543	иной эстетической	1	4
544	является по	2	4
545	эстетического субъекта	12	4
546	тех или	2	4
547	произведения с	2	4
548	человека в	5	4
549	но при	2	4
550	произведения искусства	4	4
551	в акте	1	4
552	в значительной	1	4
553	свою жизнь	1	4
554	наконец в	2	4
555	эстетическое переживание	2	4
556	на основе	2	4
557	основе своей	1	4
558	отношение к	1	4
559	и о	1	4
560	лирический герой	14	4
561	в области	5	4
562	сознания в	14	4
563	более того	1	4
564	от него	2	3
565	в центре	1	3
566	случае в	1	3
567	от ролевых	1	3
568	этого феномена	1	3
569	к этой	2	3
570	с этой	6	3
571	эстетической природы	1	3
572	оказывается не	2	3
573	эстетический субъект	5	3
574	тем как	1	3
575	какой бы	1	3
576	сам автор	1	3
577	в виду	4	3
578	быть может	2	3
579	у пушкина	1	3
580	с действительностью	2	3
581	я героя	1	3
582	и с	4	3
583	на свою	3	3
584	перекликается с	1	3
585	в жизни	7	3
586	с тем	2	3
587	в лирике	3	3
588	только для	1	3
589	авторская позиция	2	3
590	в момент	1	3
591	в такой	1	3
592	при условии	1	3
593	вопрос о	1	3
594	раз и	2	3
595	другого в	4	3
596	таков что	1	3
597	вполне закономерно	1	3
598	на самом	1	3
599	уже о	2	3
600	это было	1	3
601	уже было	1	3
602	этой связи	1	3
603	не мне	1	3
604	художественного видения	2	3
605	и те	1	3
606	от своей	1	3
607	себе в	3	3
608	за рамки	1	3
609	было сказано	1	3
610	пока еще	1	3
611	как на	3	3
612	в зависимости	1	3
613	приобщения к	1	3
614	в литературоведении	1	3
615	авторитарного сознания	16	3
616	и внешней	1	3
617	тут же	1	3
618	классического реализма	3	3
619	на котором	1	3
620	в облике	2	3
621	к ее	1	3
622	писал в	2	3
623	гораздо более	1	3
624	всего в	4	3
625	бы то	1	3
626	на почве	2	3
627	художественного письма	11	3
628	субъекта объекта	1	3
629	личностного я	3	3
630	после чего	2	3
631	должно быть	1	3
632	личного самоопределения	1	3
633	в состоянии	1	3
634	от первого	2	3
635	а далее	1	3
636	я как	1	3
637	и за	2	3
638	для своего	2	3
639	х годов	5	3
640	связи с	7	3
641	место лишь	1	3
642	очевидно что	2	3
643	от автора	2	3
644	в связи	4	3
645	человек в	2	3
646	в ряду	1	3
647	так сказать	1	3
648	и оказывается	1	3
649	это путь	1	3
650	лирическое я	5	3
651	он сам	2	3
652	а для	3	3
653	не был	1	3
654	войне и	2	3
655	здесь как	2	3
656	чистом виде	1	3
657	в строке	1	3
658	в рассказе	1	3
659	отрекается от	1	3
660	эстетического адресата	2	3
661	следует признать	2	3
662	эстетической реальности	2	3
663	тот или	1	3
664	этой причине	2	3
665	из этого	2	3
666	бы ни	1	3
667	во время	1	3
668	всех этих	1	3
669	в одну	1	3
670	на жизнь	1	3
671	в столь	3	3
672	текст в	1	3
673	например в	3	3
674	тогда когда	1	3
675	на первом	2	3
676	герой нашего	1	3
677	что они	1	3
678	в наиболее	1	3
679	никак не	2	3
680	стать самим	1	3
681	поэтому в	1	3
682	и внешнего	1	3
683	борьбы с	1	3
684	себе не	2	3
685	можно было	3	3
686	этом как	3	3
687	если не	1	3
688	способ существования	2	3
689	есть лишь	2	3
690	если говорить	1	3
691	поскольку в	3	3
692	в творческом	2	3
693	никто не	1	3
694	установкой на	1	3
695	своего предмета	1	3
696	зависимости от	1	3
697	научному описанию	1	3
698	в словах	2	3
699	человека и	2	3
700	ни к	1	3
701	то он	3	3
702	он же	2	3
703	своей собственной	2	3
704	тех же	3	3
705	в становлении	2	3
706	быть не	2	3
707	из его	2	3
708	тех пор	2	3
709	поскольку он	2	3
710	для нее	2	3
711	текстом и	1	3
712	к объекту	2	3
713	образом не	1	3
714	для читателя	2	3
715	т п	2	3
716	свободу от	1	3
717	из наиболее	2	3
718	героя в	2	3
719	впервые в	2	3
720	мог бы	1	3
721	субъектом и	1	3
722	смерть и	1	3
723	его автора	1	3
724	на языке	1	3
725	так как	2	3
726	они не	1	3
727	том числе	2	3
728	возникает в	1	3
729	на роль	2	3
730	себя самого	1	3
731	указание на	1	3
732	смысла жизни	1	3
733	дело в	3	3
734	когда же	1	3
735	далека от	1	3
736	но с	3	3
737	в войне	1	3
738	не от	1	3
739	который как	1	3
740	а то	2	3
741	о жизни	1	3
742	и без	1	3
743	в какой	2	3
744	личной ответственности	2	3
745	при таком	1	3
746	мира и	1	3
747	к своему	2	3
748	и я	7	3
749	один и	1	3
750	определенного типа	1	3
751	не говоря	3	3
752	ко всему	4	3
753	только лишь	1	3
754	см ниже	1	3
755	раз не	1	3
756	с новыми	1	3
757	она не	1	3
758	также и	3	3
759	в ней	4	3
760	но он	1	3
761	мы узнаем	1	3
762	по бахтину	1	3
763	принципе не	2	3
764	борьба с	1	3
765	говоря о	1	3
766	человека с	1	3
767	по этой	2	3
768	его я	2	3
769	идет о	4	3
770	все того	1	3
771	нас самих	2	3
772	собой лишь	1	3
773	когда он	1	3
774	может показаться	1	3
775	слова в	2	3
776	жизни и	6	3
777	все еще	2	3
778	личности к	1	3
779	на то	2	3
780	душевной жизни	1	3
781	может и	1	3
782	для этого	5	3
783	другого сознания	4	3
784	и наконец	2	3
785	не к	3	3
786	субъекта в	1	2
787	является в	1	2
788	художественном мире	3	2
789	говоря уже	3	2
790	случае мы	1	2
791	тому что	1	2
792	и взаимодействие	1	2
793	а перед	1	2
794	не исключают	2	2
795	в.м маркович	1	2
796	совокупность факторов	2	2
797	субъекта уединенного	1	2
798	требует от	1	2
799	и другими	1	2
800	же году	3	2
801	бытие человека	1	2
802	до последнего	2	2
803	не бывает	2	2
804	из многочисленных	1	2
805	среди других	1	2
806	как было	1	2
807	мыслится как	5	2
808	от них	1	2
809	героя как	2	2
810	от текста	2	2
811	русской поэзии	5	2
812	тексте но	1	2
813	мы и	1	2
814	от всего	1	2
815	она по	1	2
816	читателем в	1	2
817	общения людей	2	2
818	воспринимающим сознанием	1	2
819	на эту	1	2
820	не вполне	1	2
821	себя к	1	2
822	коммуникативных стратегий	2	2
823	в иной	1	2
824	он по	1	2
825	свою собственную	1	2
826	не его	1	2
827	но мы	1	2
828	культуры в	5	2
829	так например	1	2
830	искусство и	1	2
831	на первый	1	2
832	интертекстуальные связи	1	2
833	самой этой	1	2
834	дело и	1	2
835	любви к	1	2
836	для автора	1	2
837	что этот	1	2
838	как речь	1	2
839	однако его	2	2
840	у читателя	1	2
841	за мною	1	2
842	имеет в	1	2
843	и иных	2	2
844	и неизбежно	1	2
845	собственного текста	1	2
846	во многих	3	2
847	как совокупность	3	2
848	узнаем о	1	2
849	стороны эстетического	2	2
850	следует отнести	1	2
851	но они	1	2
852	и внешнее	1	2
853	обращаясь к	4	2
854	м.л гаспаров	1	2
855	и эстетического	1	2
856	принадлежит не	1	2
857	уже и	1	2
858	так же	1	2
859	в чистом	1	2
860	от лица	1	2
861	в иную	1	2
862	художественной культуры	12	2
863	утверждал что	2	2
864	границы с	1	2
865	впрочем в	1	2
866	перед ним	2	2
867	места для	1	2
868	быть в	1	2
869	интерсубъективной реальности	1	2
870	как я	3	2
871	как от	1	2
872	же слова	1	2
873	сих пор	1	2
874	во всей	1	2
875	в стране	1	2
876	жизни не	2	2
877	объект эстетического	1	2
878	в отдельных	1	2
879	характеризуется тем	1	2
880	в системе	1	2
881	не просто	2	2
882	внутреннего мира	1	2
883	грань между	1	2
884	русской культуре	1	2
885	ее и	1	2
886	той мере	1	2
887	сравнении с	2	2
888	этому пути	1	2
889	от его	1	2
890	сознания с	1	2
891	собой в	1	2
892	к сотворчеству	2	2
893	эту минуту	1	2
894	к себе	3	2
895	целого а	1	2
896	своего другого	6	2
897	внутренней и	1	2
898	что при	1	2
899	глубине своей	1	2
900	полном соответствии	1	2
901	бытия и	1	2
902	о ком	1	2
903	мы можем	1	2
904	готовится к	1	2
905	не путем	1	2
906	объект и	2	2
907	сознания к	3	2
908	отношения между	3	2
909	текст оказывается	1	2
910	или не	1	2
911	том же	3	2
912	стопного ямба	1	2
913	исходит из	3	2
914	легкой руки	2	2
915	в эстетическом	1	2
916	не остается	2	2
917	такова что	1	2
918	может приобретать	1	2
919	между прочим	1	2
920	одном из	3	2
921	герой в	1	2
922	из четырех	1	2
923	об искусстве	1	2
924	а только	2	2
925	например как	1	2
926	могло бы	1	2
927	подобных случаях	1	2
928	текст и	1	2
929	художественности и	1	2
930	и м	2	2
931	пребывания в	1	2
932	я был	2	2
933	равной мере	2	2
934	всех своих	3	2
935	я на	3	2
936	поскольку произведение	1	2
937	во-вторых они	1	2
938	не имея	1	2
939	сознания а	2	2
940	автора или	1	2
941	причастности к	5	2
942	что даже	1	2
943	этом должен	1	2
944	остается вне	1	2
945	этой точки	3	2
946	не тот	2	2
947	с легкой	2	2
948	теперь уже	1	2
949	здесь мы	1	2
950	особую значимость	1	2
951	объект как	1	2
952	как художественной	1	2
953	культурной общности	1	2
954	но зато	2	2
955	одно и	1	2
956	сущности говоря	1	2
957	соединении с	1	2
958	других людей	1	2
959	коммуникативном событии	2	2
960	первом слоге	1	2
961	как может	1	2
962	оно и	1	2
963	один в	1	2
964	только с	1	2
965	культуры и	2	2
966	свой другой	1	2
967	и др	4	2
968	подход к	1	2
969	ролью в	1	2
970	это делает	1	2
971	пушкина в	2	2
972	тамани и	1	2
973	что может	1	2
974	своего героя	2	2
975	центр художественного	1	2
976	этой системе	1	2
977	качестве своего	1	2
978	бы я	2	2
979	эстетическая ситуация	1	2
980	в статье	2	2
981	надо полагать	1	2
982	рамках которого	1	2
983	мире и	1	2
984	но одновременно	2	2
985	до сих	1	2
986	та же	2	2
987	за ним	1	2
988	и конечно	1	2
989	от жизни	2	2
990	внутреннего и	1	2
991	роевого сознания	1	2
992	и свою	1	2
993	своего собственного	1	2
994	ним и	1	2
995	литературы как	1	2
996	хх века	12	2
997	художественного творчества	3	2
998	что это	1	2
999	эту жизнь	1	2
1000	по слову	1	2
1001	нашем понимании	1	2
1002	о которой	2	2
1003	из существеннейших	1	2
1004	обратном порядке	1	2
1005	из классических	1	2
1006	фазу испытания	1	2
1007	внутреннюю свободу	1	2
1008	отсылает к	1	2
1009	со всеми	2	2
1010	творчества и	1	2
1011	должен был	1	2
1012	с этого	1	2
1013	собой и	1	2
1014	в обратном	1	2
1015	обряда инициации	1	2
1016	испытания смертью	1	2
1017	сознания однако	1	2
1018	евгения онегина	2	2
1019	отталкиваясь от	5	2
1020	личности а	1	2
1021	которого является	2	2
1022	произведение в	2	2
1023	не имеет	2	2
1024	смерть в	1	2
1025	в сравнении	2	2
1026	начале х	1	2
1027	чье имя	1	2
1028	субъекта поскольку	2	2
1029	в стихах	8	2
1030	всей своей	2	2
1031	этой темы	1	2
1032	к другому	1	2
1033	языка на	1	2
1034	которой состоит	1	2
1035	на рассвете	1	2
1036	нет ничего	2	2
1037	второго порядка	1	2
1038	в диалог	1	2
1039	творческий акт	2	2
1040	столь уж	1	2
1041	объекта в	1	2
1042	сколько в	1	2
1043	на два	2	2
1044	на это	2	2
1045	но лишь	4	2
1046	не сам	2	2
1047	своей внутренней	2	2
1048	ни был	2	2
1049	со всей	2	2
1050	с позиции	3	2
1051	но сам	1	2
1052	от других	2	2
1053	с автором	1	2
1054	без другого	1	2
1055	де шарден	1	2
1056	в мир	1	2
1057	внутренней свободы	4	2
1058	составляет не	1	2
1059	не ощущается	1	2
1060	что произведение	1	2
1061	было и	1	2
1062	к собственной	1	2
1063	но без	2	2
1064	жизни здесь	1	2
1065	автора в	2	2
1066	же природы	1	2
1067	и стал	1	2
1068	не для	2	2
1069	своей жизни	1	2
1070	во внешней	1	2
1071	тем же	5	2
1072	произведения и	1	2
1073	из первых	1	2
1074	лев толстой	2	2
1075	следует вести	1	2
1076	который по	1	2
1077	при взгляде	2	2
1078	столько в	1	2
1079	жизни прежде	1	2
1080	власть над	1	2
1081	мира не	1	2
1082	освобождения от	2	2
1083	другого и	1	2
1084	в дальнейшем	1	2
1085	первый взгляд	1	2
1086	персонажи в	1	2
1087	я так	1	2
1088	значение в	1	2
1089	объективной данности	2	2
1090	мы вынуждены	1	2
1091	только по	1	2
1092	в поэзии	4	2
1093	который всегда	1	2
1094	однако как	1	2
1095	и вот	2	2
1096	в художественной	4	2
1097	знает категории	1	2
1098	он как	1	2
1099	то самое	1	2
1100	или с	1	2
1101	внешнем мире	1	2
1102	для нас	3	2
1103	и п	2	2
1104	тейяр де	1	2
1105	у нас	5	2
1106	другого но	1	2
1107	многих отношениях	1	2
1108	а все	1	2
1109	это именно	1	2
1110	по словам	1	2
1111	все равно	1	2
1112	что ни	1	2
1113	этого рода	2	2
1114	жизни это	1	2
1115	без остатка	3	2
1116	как утверждает	2	2
1117	это еще	1	2
1118	по существу	4	2
1119	жизненные позиции	1	2
1120	в ту	1	2
1121	вследствие которого	2	2
1122	искусства как	2	2
1123	в литературу	1	2
1124	более что	1	2
1125	к месту	1	2
1126	и эстетический	1	2
1127	исторически наиболее	1	2
1128	других в	1	2
1129	перед собой	1	2
1130	в следующем	1	2
1131	сколь бы	1	2
1132	с другом	1	2
1133	но особенно	1	2
1134	текст как	2	2
1135	а.ф лосева	1	2
1136	в одной	1	2
1137	бы это	1	2
1138	предстает в	1	2
1139	а на	1	2
1140	к одному	1	2
1141	и внутреннее	1	2
1142	до тех	2	2
1143	оно в	1	2
1144	для адекватного	1	2
1145	как человек	1	2
1146	нет и	1	2
1147	значимости в	1	2
1148	это как	3	2
1149	то и	5	2
1150	ценностного центра	1	2
1151	традиции однако	1	2
1152	а от	1	2
1153	не по	2	2
1154	бытия однако	2	2
1155	от всех	2	2
1156	к тем	1	2
1157	элементов а	1	2
1158	частности в	1	2
1159	быть ни	1	2
1160	диалог согласия	1	2
1161	но дело	1	2
1162	по сути	1	2
1163	лирического я	3	2
1164	в большинстве	1	2
1165	полагал что	2	2
1166	жизни однако	1	2
1167	закономерно что	1	2
1168	а скорее	2	2
1169	и мире	1	2
1170	в литературном	1	2
1171	тот кто	1	2
1172	не можем	2	2
1173	в чужом	4	2
1174	не оставляет	3	2
1175	общем контексте	1	2
1176	по этому	2	2
1177	лирическую героиню	1	2
1178	и.п смирнов	5	2
1179	графу б	1	2
1180	и прежде	4	2
1181	как внутренняя	1	2
1182	себе самому	1	2
1183	все более	3	2
1184	и только	4	2
1185	художественное творчество	2	2
1186	и напротив	1	2
1187	практически не	2	1
1188	души к	1	1
1189	роль по	1	1
1190	к действительности	1	1
1191	на границах	1	1
1192	тетрадь и	1	1
1193	только русской	1	1
1194	классической поэзии	1	1
1195	системой ценностей	1	1
1196	в душе	3	1
1197	способа присутствия	1	1
1198	качестве эстетического	1	1
1199	таких моментов	1	1
1200	не единственный	1	1
1201	этого в	1	1
1202	единой всеобщей	1	1
1203	художественные тексты	2	1
1204	со второй	1	1
1205	к имени	1	1
1206	же и	3	1
1207	в целый	1	1
1208	княжны мери	1	1
1209	индивидуальной жизни	1	1
1210	в.т не	2	1
1211	только что	1	1
1212	можно и	2	1
1213	как носитель	2	1
1214	самого себя	3	1
1215	них дает	1	1
1216	ценностно избыточна	1	1
1217	из картины	1	1
1218	прямо на	1	1
1219	и читателем	3	1
1220	в сферу	2	1
1221	лирическому герою	2	1
1222	граница между	2	1
1223	оставляющий места	1	1
1224	что был	1	1
1225	искусства это	2	1
1226	культуры это	1	1
1227	чем ее	1	1
1228	к объективности	2	1
1229	вновь и	1	1
1230	на второй	2	1
1231	же хотя	1	1
1232	писавшего в	1	1
1233	именно она	1	1
1234	для более	1	1
1235	заявляя свою	1	1
1236	это точка	3	1
1237	мысли и	1	1
1238	с более	1	1
1239	целом ряде	2	1
1240	и двух	1	1
1241	например с	1	1
1242	почему мы	1	1
1243	результат а	1	1
1244	жанрового канона	1	1
1245	во всём	1	1
1246	своих собственных	1	1
1247	в различных	1	1
1248	критериев художественности	1	1
1249	согласно р	1	1
1250	структурализм постструктурализм	1	1
1251	с собой	4	1
1252	фактор художественного	1	1
1253	свое имя	1	1
1254	отношений в	1	1
1255	сознательно или	1	1
1256	этом качестве	1	1
1257	целом как	1	1
1258	всеединая основа	1	1
1259	собственно художественной	1	1
1260	сознаний в	1	1
1261	чтобы в	1	1
1262	к тебе	1	1
1263	что скрыто	1	1
1264	это во-первых	1	1
1265	ведь я	2	1
1266	но все	1	1
1267	а во-вторых	1	1
1268	этом от	1	1
1269	уже отмечалось	1	1
