N	2gram	Tiupa_Vved	Literetu
98	в противовес	4	10
99	из них	1	10
100	в ее	1	10
101	не случайно	1	10
102	что в	6	10
103	и на	5	10
104	для себя	2	10
105	жизни в	5	10
106	причастность к	1	10
107	потому что	7	10
108	неклассической художественности	1	10
109	другого в	1	10
110	этом отношении	7	10
111	жизни и	8	10
112	отнюдь не	14	10
113	в области	5	10
114	на смену	2	9
115	к тому	9	9
116	представляет собой	18	9
117	связи с	2	9
118	один из	3	9
119	что я	2	9
120	в начале	3	9
121	и т.д	6	9
122	лишь в	4	9
123	же в	3	9
124	эстетический субъект	1	8
125	в своих	5	8
126	тем что	2	8
127	все же	10	8
128	одна из	5	8
129	того же	1	8
130	едва ли	4	8
131	ли не	2	8
132	как раз	5	8
133	на себя	5	8
134	что не	2	8
135	в конце	3	8
136	о себе	1	8
137	а именно	3	8
138	собственного я	1	8
139	слова и	3	8
140	присутствия в	7	8
141	соответствии с	8	8
142	той же	3	8
143	но в	14	8
144	уже в	2	8
145	для него	5	8
146	и как	2	8
147	и я	1	8
148	субъекта и	1	8
149	в искусстве	1	8
150	вплоть до	2	8
151	мира в	8	8
152	в самом	6	7
153	в одном	5	7
154	другой стороны	3	7
155	именно в	1	7
156	ведет к	2	7
157	в художественном	1	7
158	на фоне	3	7
159	для этого	2	7
160	в противоположность	1	7
161	в кругозоре	1	7
162	как правило	6	7
163	не как	2	7
164	говоря словами	1	7
165	тому же	6	7
166	в случае	4	7
167	он не	6	7
168	и тем	3	7
169	и с	2	7
170	в нем	9	7
171	из того	1	7
172	и адресата	6	7
173	по своей	4	7
174	наконец в	1	7
175	в сфере	7	7
176	до конца	5	7
177	друг друга	1	7
178	и для	8	7
179	перестает быть	1	7
180	он и	2	7
181	у нас	4	7
182	в их	2	7
183	так в	5	7
184	человека в	2	7
185	тому как	3	7
186	и жизни	1	7
187	в виду	3	6
188	например в	2	6
189	культуры в	1	6
190	при всей	3	6
191	обращаясь к	1	6
192	и он	4	6
193	в третьем	2	6
194	у него	8	6
195	его в	1	6
196	не было	5	6
197	во всех	2	6
198	перед лицом	4	6
199	было бы	4	6
200	подобно тому	3	6
201	с ее	3	6
202	в культуре	2	6
203	но одновременно	2	6
204	то в	1	6
205	разумеется не	1	6
206	самом деле	6	6
207	самим собой	1	6
208	как о	2	6
209	в слове	4	6
210	еще и	2	6
211	то и	2	6
212	тем же	1	6
213	одного из	3	6
214	и др	2	6
215	и то	1	6
216	что ему	1	6
217	с читателем	1	6
218	том числе	1	6
219	в жизнь	1	6
220	в ней	5	6
221	далеко не	5	6
222	при всем	1	6
223	как будто	6	6
224	и только	2	6
225	и наконец	2	6
226	и к	2	5
227	к этой	1	5
228	по выражению	3	5
229	в связи	1	5
230	с собой	1	5
231	в соответствии	8	5
232	хотя бы	2	5
233	жизни как	2	5
234	в нашем	9	5
235	как я	1	5
236	он сам	1	5
237	от себя	2	5
238	всего в	1	5
239	том чтобы	2	5
240	несмотря на	2	5
241	тем не	3	5
242	к жизни	2	5
243	не знает	2	5
244	хх столетия	1	5
245	по аналогии	4	5
246	доктора живаго	2	5
247	одном из	1	5
248	права на	1	5
249	между тем	3	5
250	так что	1	5
251	в чужом	1	5
252	эти слова	2	5
253	в силу	2	5
254	обращается к	2	5
255	во втором	4	5
256	в сущности	3	5
257	литературного произведения	1	5
258	в романе	6	5
259	себя и	1	5
260	следует признать	6	5
261	не с	4	5
262	идет о	3	5
263	и если	1	5
264	автора и	1	5
265	быть не	4	5
266	вслед за	3	5
267	без другого	1	5
268	мир в	1	5
269	мы не	6	5
270	в художественной	2	5
271	в литературе	2	5
272	ивана иваныча	6	5
273	как у	3	5
274	что и	6	5
275	читателя в	1	5
276	но с	1	5
277	в равной	1	5
278	однако не	2	5
279	на свете	1	5
280	как он	2	5
281	место в	2	5
282	или иной	5	5
283	другого сознания	3	5
284	не к	4	5
285	более того	1	5
286	более не	2	4
287	человеческого присутствия	3	4
288	исходя из	4	4
289	которая в	3	4
290	и читателем	1	4
291	не бывает	1	4
292	и само	2	4
293	в них	4	4
294	в.т и	1	4
295	с тем	1	4
296	чужого сознания	1	4
297	жизни на	2	4
298	и нет	1	4
299	во всяком	3	4
300	однако его	1	4
301	входит в	2	4
302	не должен	2	4
303	для того	1	4
304	не всегда	2	4
305	только на	2	4
306	за собой	1	4
307	не вполне	4	4
308	как мы	5	4
309	объект и	1	4
310	во всей	1	4
311	к этому	3	4
312	не мог	2	4
313	это точка	1	4
314	в повестях	1	4
315	хотя и	10	4
316	взаимодействующих сознаний	1	4
317	сознания к	1	4
318	очевидно что	2	4
319	человеческого существования	4	4
320	в сторону	1	4
321	здесь как	2	4
322	могли бы	3	4
323	на этом	1	4
324	от самого	1	4
325	и что	2	4
326	к своему	2	4
327	могут быть	5	4
328	и есть	2	4
329	можно сказать	6	4
330	из этого	1	4
331	на жизнь	1	4
332	а потому	1	4
333	доктор живаго	2	4
334	жизни а	1	4
335	о которой	4	4
336	сводится к	6	4
337	со всеми	1	4
338	от своего	2	4
339	и все	8	4
340	в пределах	3	4
341	отношения к	1	4
342	приводит к	2	4
343	бы не	3	4
344	начале х	1	4
345	в лирике	1	4
346	аналогии с	2	4
347	все они	2	4
348	нет ничего	2	4
349	ни к	3	4
350	совершенно не	2	4
351	то он	2	4
352	не является	7	4
353	тех же	2	4
354	в свою	5	4
355	на том	1	4
356	с позиции	5	4
357	каждый из	1	4
358	при котором	1	4
359	одной из	1	4
360	по этой	2	4
361	но это	4	4
362	таким образом	6	4
363	жизни не	2	4
364	в формах	1	4
365	как к	1	4
366	со мной	1	4
367	свидетельствует о	5	4
368	и вот	3	4
369	художественного целого	2	4
370	для нас	4	4
371	этом в	1	4
372	объекта и	1	4
373	и прежде	1	4
374	ср у	2	4
375	на его	2	4
376	для которого	4	4
377	в каждой	1	4
378	вовсе не	1	4
379	не могу	2	4
380	но при	7	4
381	русской культуры	1	4
382	креативного сознания	1	4
383	один в	1	4
384	во второй	1	4
385	а по	1	4
386	по сути	5	4
387	на то	3	4
388	себе самому	1	4
389	нуждается в	1	4
390	все что	3	3
391	мы и	2	3
392	при которой	3	3
393	всю ночь	1	3
394	о чем	4	3
395	окружающей его	1	3
396	же году	1	3
397	в этих	5	3
398	по себе	2	3
399	в первом	3	3
400	мысль о	2	3
401	читателем в	1	3
402	коммуникативных стратегий	1	3
403	мира и	5	3
404	речь идет	3	3
405	системе ценностей	1	3
406	и того	3	3
407	со своей	4	3
408	восходит к	2	3
409	он был	1	3
410	классического реализма	2	3
411	обнаруживаются в	1	3
412	времени в	3	3
413	он ищет	1	3
414	и напротив	1	3
415	особое место	1	3
416	писателя с	3	3
417	становится для	1	3
418	превращается в	1	3
419	так же	2	3
420	себе в	1	3
421	свою очередь	5	3
422	было сказано	1	3
423	обратим внимание	3	3
424	и еще	1	3
425	не становится	1	3
426	или нет?	1	3
427	установка на	1	3
428	следующим образом	1	3
429	из трех	2	3
430	который в	5	3
431	с ним	3	3
432	не просто	2	3
433	крайней мере	1	3
434	усматривает в	1	3
435	говорить о	5	3
436	она и	1	3
437	поскольку в	1	3
438	сознания с	1	3
439	именно так	1	3
440	к сотворчеству	1	3
441	что такое	23	3
442	а с	4	3
443	а за	1	3
444	сознания на	1	3
445	с появлением	2	3
446	сознания не	2	3
447	не есть	2	3
448	это путь	1	3
449	в чем	2	3
450	пастернаковского романа	1	3
451	а для	2	3
452	той или	5	3
453	но как	1	3
454	для его	1	3
455	сознания а	1	3
456	не сводится	7	3
457	героя и	5	3
458	текста и	4	3
459	же как	1	3
460	но только	1	3
461	коммуникативном событии	2	3
462	в москве	1	3
463	однако если	1	3
464	равной степени	1	3
465	в иных	1	3
466	и рецептивного	2	3
467	он в	1	3
468	что для	2	3
469	ответственность за	1	3
470	в первой	1	3
471	и от	3	3
472	этой причине	2	3
473	там где	1	3
474	в особенности	3	3
475	не так	1	3
476	в коммуникативном	4	3
477	за ним	1	3
478	сказано в	1	3
479	если в	3	3
480	во время	3	3
481	должна быть	3	3
482	был бы	1	3
483	xix столетия	3	3
484	это уже	2	3
485	по слову	1	3
486	из которых	1	3
487	общения людей	1	3
488	в отношении	1	3
489	на читателя	1	3
490	и вполне	1	3
491	себе не	1	3
492	не на	3	3
493	можно было	2	3
494	ориентировано на	1	3
495	если бы	10	3
496	с ней	1	3
497	так называемый	1	3
498	где в	3	3
499	например и	1	3
500	произведение в	2	3
501	они не	3	3
502	не имеет	3	3
503	адресата а	2	3
504	да и	3	3
505	вследствие этого	5	3
506	в итоге	4	3
507	всей своей	4	3
508	которая не	2	3
509	своей жизни	3	3
510	по крайней	1	3
511	содержанию жизни	1	3
512	бы и	4	3
513	и состоит	1	3
514	его существования	1	3
515	того чтобы	2	3
516	относится к	1	3
517	и уже	1	3
518	не могло	2	3
519	отношении к	1	3
520	о своем	1	3
521	и до	1	3
522	в истории	1	3
523	еще один	3	3
524	а во	2	3
525	что же	6	3
526	в этот	3	3
527	том же	1	3
528	в сознании	5	3
529	здесь не	2	3
530	столько в	2	3
531	сознания тогда	1	3
532	всяком случае	3	3
533	текста как	1	3
534	предстает как	1	3
535	не будучи	1	3
536	тот же	1	3
537	ничего не	3	3
538	человеческого я	1	3
539	как некий	1	3
540	большей части	4	3
541	различие между	1	3
542	ни с	2	3
543	сколько в	1	3
544	из ключевых	2	3
545	о нем	1	3
546	сути своей	1	3
547	на самом	5	3
548	занимающего нас	1	3
549	с их	2	3
550	все равно	2	3
551	а на	4	3
552	этого рода	1	3
553	этого не	2	3
554	на нее	2	3
555	дело в	1	3
556	а то	2	3
557	в действительности	1	3
558	в какой	4	3
559	все эти	1	3
560	путь к	1	3
561	сказать и	1	3
562	и потому	2	3
563	а к	3	3
564	он говорит	1	3
565	по большей	4	3
566	как уже	1	3
567	также и	6	3
568	не по	4	3
569	субъекта в	1	3
570	бытия в	3	3
571	в концовке	4	3
572	стороны и	4	3
573	и иных	1	3
574	числе и	1	3
575	же самое	2	3
576	отношение к	5	3
577	и о	4	3
578	в ходе	3	3
579	являет собой	5	3
580	в той	5	2
581	во всем	1	2
582	практически не	3	2
583	его участников	2	2
584	в центре	4	2
585	поскольку его	1	2
586	еще раз	1	2
587	легкой руки	2	2
588	для меня	1	2
589	личности автора	1	2
590	искусства это	1	2
591	в финале	4	2
592	а вот	1	2
593	на второй	1	2
594	я при	1	2
595	время не	1	2
596	с собачкой	13	2
597	потому не	2	2
598	например с	1	2
599	представлений о	1	2
600	в результате	5	2
601	у кого	1	2
602	целом как	1	2
603	их не	1	2
604	чтобы в	1	2
605	быть названа	1	2
606	подобного рода	3	2
607	я за	1	2
608	от текста	3	2
609	перекликается с	1	2
610	по терминологии	3	2
611	посмотрел на	1	2
612	и другим	1	2
613	исходной ситуации	6	2
614	сознанием и	1	2
615	начинается с	2	2
616	на эту	1	2
617	собой не	1	2
618	роль в	2	2
619	к бытию	1	2
620	в обращении	1	2
621	предсмертном бреду	1	2
622	мир и	1	2
623	у достоевского	1	2
624	воспринимающего сознания	2	2
625	так например	2	2
626	на первый	3	2
627	ответственности это	1	2
628	определяется не	1	2
629	первый взгляд	3	2
630	сам же	1	2
631	как носитель	1	2
632	за рамки	1	2
633	с позиций	1	2
634	мире не	1	2
635	в котором	11	2
636	раз и	2	2
637	на адресата	1	2
638	человека не	1	2
639	писал бахтин	3	2
640	словесного творчества	2	2
641	события как	1	2
642	по воле	2	2
643	с другим	1	2
644	действительного мира	1	2
645	к своей	2	2
646	между двумя	5	2
647	не об	1	2
648	значительной степени	2	2
649	именно таков	1	2
650	еще более	2	2
651	о литературе	1	2
652	первого лица	1	2
653	второй половины	1	2
654	пока еще	6	2
655	самом начале	1	2
656	сказать что	1	2
657	субъект эстетический	1	2
658	ключ к	2	2
659	в контексте	4	2
660	и у	2	2
661	кино и	1	2
662	а сам	1	2
663	могло бы	4	2
664	быть в	1	2
665	имеем дело	5	2
666	способ присутствия	1	2
667	еще одна	1	2
668	тем более	3	2
669	а со	1	2
670	в текст	1	2
671	по поводу	5	2
672	и внешней	1	2
673	его герой	1	2
674	к ее	3	2
675	картину мира	5	2
676	к адресату	1	2
677	о ней	4	2
678	гораздо более	1	2
679	к нему	2	2
680	общим знаменателем	1	2
681	и представляет	4	2
682	на художественную	1	2
683	только не	1	2
684	что у	4	2
685	и мы	1	2
686	и автора	1	2
687	на протяжении	2	2
688	к человеку	1	2
689	это будет	1	2
690	внимание на	4	2
691	принадлежности к	1	2
692	для которой	1	2
693	и сама	1	2
694	человеческого опыта	7	2
695	согласно которой	2	2
696	с другими	1	2
697	не от	1	2
698	стремится к	1	2
699	рецептивном сознании	1	2
700	и притом	3	2
701	но он	2	2
702	толстой например	1	2
703	исторической поэтики	1	2
704	героя с	2	2
705	быть только	2	2
706	извлечь из	1	2
707	ответственности за	1	2
708	тому что	2	2
709	человек и	1	2
710	такова что	3	2
711	человек в	4	2
712	в ряду	2	2
713	так сказать	2	2
714	же касается	2	2
715	воздействия на	1	2
716	а только	3	2
717	это тоже	1	2
718	как сказано	1	2
719	бы в	4	2
720	войне и	2	2
721	складывается из	1	2
722	конвергенции схождения	1	2
723	повестях белкина	1	2
724	не означает	1	2
725	нового времени	5	2
726	например мы	1	2
727	не тот	1	2
728	с легкой	2	2
729	в работе	1	2
730	с какой	1	2
731	самому себе	1	2
732	и судьба	1	2
733	кажется что	1	2
734	на долю	1	2
735	сюда же	1	2
736	если б	1	2
737	но зато	1	2
738	одно и	1	2
739	может мыслиться	1	2
740	и хотя	1	2
741	из нас	1	2
742	как известно	2	2
743	в школе	1	2
744	того кто	1	2
745	где каждый	1	2
746	не наиболее	1	2
747	общей для	1	2
748	дамы с	8	2
749	что ты	1	2
750	мыслится при	1	2
751	и по-разному	1	2
752	что может	1	2
753	бы быть	1	2
754	писателя в	1	2
755	и по	3	2
756	в воспринимающем	3	2
757	здесь мы	2	2
758	следует причислить	1	2
759	этой системе	1	2
760	в него	2	2
761	путь преодоления	1	2
762	случае это	4	2
763	чем и	2	2
764	и чужого	2	2
765	бы я	1	2
766	оставляя за	1	2
767	и ее	2	2
768	мире как	1	2
769	к истокам	2	2
770	принципиальная особенность	3	2
771	к собственному	1	2
772	мире и	1	2
773	однако и	3	2
774	от сознания	2	2
775	та же	1	2
776	иначе говоря	8	2
777	литературы хх	1	2
778	как с	1	2
779	не поглощает	1	2
780	на почве	1	2
781	и который	2	2
782	героя в	3	2
783	на первом	1	2
784	из таких	1	2
785	оно было	1	2
786	жизненной позиции	1	2
787	литературы как	1	2
788	со своим	1	2
789	что они	2	2
790	своем составе	1	2
791	обнаруживается и	1	2
792	никак не	2	2
793	он на	1	2
794	нашего времени	2	2
795	различного рода	3	2
796	для них	3	2
797	рецептивного сознаний	1	2
798	и вновь	3	2
799	воспринимающем сознании	2	2
800	оно не	2	2
801	к смерти	1	2
802	о природе	1	2
803	все то	1	2
804	легко и	1	2
805	значение в	1	2
806	если говорить	1	2
807	не поддается	1	2
808	границу между	1	2
809	жизни его	1	2
810	льва толстого	1	2
811	можно назвать	2	2
812	его кругозор	1	2
813	к его	5	2
814	с ними	2	2
815	которого является	1	2
816	каждого из	2	2
817	который не	1	2
818	и выпадает	1	2
819	и было	1	2
820	скажем в	1	2
821	перед нами	13	2
822	полной мере	1	2
823	это и	1	2
824	всем многообразии	1	2
825	в прозе	1	2
826	и более	5	2
827	это мир	2	2
828	своей собственной	1	2
829	жизни однако	1	2
830	в историю	2	2
831	в становлении	1	2
832	в значительной	2	2
833	из этих	5	2
834	на основе	2	2
835	во мне	1	2
836	не сам	1	2
837	с которой	1	2
838	и теперь	1	2
839	могло быть	1	2
840	для нее	1	2
841	и ему	1	2
842	есть одновременно	1	2
843	он как	1	2
844	с первой	1	2
845	в совершенно	1	2
846	более архаичному	1	2
847	и наоборот	1	2
848	а лишь	3	2
849	креативного и	1	2
850	свое существование	1	2
851	автора в	5	2
852	для читателя	1	2
853	адресата в	1	2
854	мог бы	2	2
855	начиная с	3	2
856	субъекта объекта	1	2
857	может оказаться	1	2
858	не ведающего	1	2
859	лев толстой	2	2
860	то она	1	2
861	всякий раз	2	2
862	между писателем	1	2
863	у них	3	2
864	теперь уже	2	2
865	а.н веселовского	1	2
866	акцентирует ее	1	2
867	повествование о	1	2
868	к читателям	1	2
869	текста в	3	2
870	жизни но	1	2
871	принципиально иная	2	2
872	этом случае	1	2
873	ответ на	2	2
874	герой бунина	2	2
875	ему в	2	2
876	произведения как	1	2
877	на вопрос	1	2
878	мы имеем	8	2
879	на роль	1	2
880	не для	1	2
881	бы на	1	2
882	имя и	1	2
883	участия в	6	2
884	природного бытия	1	2
885	картина мира	17	2
886	несет ответственность	1	2
887	в зеркале	1	2
888	несет в	4	2
889	я но	1	2
890	личной ответственности	1	2
891	акт коммуникации	1	2
892	раз в	1	2
893	откровения в	1	2
894	что к	1	2
895	этом не	2	2
896	чем он	1	2
897	и где	1	2
898	художественном тексте	1	2
899	о жизни	2	2
900	во внутренний	1	2
901	мира а	2	2
902	и без	1	2
903	есть в	2	2
904	восприниматься как	1	2
905	при таком	2	2
906	к концу	1	2
907	в авторском	2	2
908	вследствие чего	1	2
909	должен быть	3	2
910	текст как	1	2
911	как все	1	2
912	и другого	1	2
913	жизнь и	1	2
914	от первого	1	2
915	и тех	1	2
916	но такой	1	2
917	и самого	1	2
918	в полной	1	2
919	в таком	2	2
920	освобождения от	1	2
921	а как	1	2
922	оно в	1	2
923	в поле	1	2
924	жизни для	2	2
925	могут служить	3	2
926	мировой войны	1	2
927	как замечает	1	2
928	бытия однако	1	2
929	дело не	2	2
930	сознания так	1	2
931	которые могли	1	2
932	исследования в	1	2
933	что касается	5	2
934	принципе не	1	2
935	оказывается своего	2	2
936	в нашей	1	2
937	свобода и	1	2
938	в предсмертном	1	2
939	начинает мыслиться	1	2
940	к которой	2	2
941	с кем	1	2
942	собственно говоря	1	2
943	полагал что	1	2
944	присутствие в	1	2
945	что есть	1	2
946	только по	1	2
947	этом и	2	2
948	культурной парадигмы	1	2
949	слова в	3	2
950	которое в	4	2
951	роевого сознания	1	2
952	как целого	1	2
953	может и	1	2
954	своей индивидуальности	1	2
955	очевидным образом	2	2
956	не можем	2	2
957	что на	4	2
958	совершается в	1	2
959	к такого	1	1
960	к подлинному	1	1
961	и объекта	1	1
962	души к	1	1
963	система ценностей	1	1
964	мире а	1	1
965	в настоящем	2	1
966	случае в	1	1
967	этого необходимо	1	1
968	никогда и	1	1
969	язык а	1	1
970	этого персонажа	2	1
971	только что	1	1
972	человеческой истории	1	1
973	которые не	2	1
974	о.м фрейденберг	1	1
975	своей единичностью	1	1
976	известен только	1	1
977	случае мы	1	1
978	без исключения	2	1
979	дело с	4	1
980	до самого	1	1
981	в ряде	1	1
982	с самим	2	1
983	к числу	1	1
984	о них	4	1
985	в лекции	2	1
986	и служат	1	1
987	свету остается	1	1
988	в некую	1	1
989	именно она	1	1
990	уже достигнутой	1	1
991	она уже	1	1
992	строго говоря	2	1
993	ответной реакции	1	1
994	представлений об	1	1
995	говорит о	1	1
996	проникновения в	2	1
997	мы это	1	1
998	которое может	2	1
999	с той	1	1
1000	и вторая	1	1
1001	только им	1	1
1002	литературная классика	1	1
1003	словно в	1	1
1004	в последнюю	1	1
1005	оказываются своего	1	1
1006	не несет	4	1
1007	в состав	5	1
1008	случае следует	1	1
1009	отметим что	1	1
1010	основывается на	2	1
1011	в цветистом	1	1
1012	людей и	1	1
1013	предполагает в	1	1
1014	более или	2	1
1015	значение это	1	1
1016	часто именуют	1	1
1017	и жестами	1	1
1018	две другие	1	1
1019	он остается	1	1
1020	достаточно очевидная	1	1
1021	а во-вторых	1	1
1022	ни одна	1	1
1023	в классическом	1	1
1024	и слабость	1	1
1025	людей а	1	1
1026	и нераздельности	1	1
1027	как об	1	1
1028	слова с	1	1
1029	которое по	3	1
1030	своем восприятии	1	1
1031	о свободе	1	1
1032	женщин низшей	1	1
1033	к другим	1	1
1034	том или	1	1
1035	внутренняя свобода	1	1
1036	мира это	2	1
1037	к собеседнику	1	1
1038	в наиболее	3	1
1039	стороны в	1	1
1040	это позиция	2	1
1041	открывает в	1	1
1042	имеет место	6	1
1043	от первой	1	1
1044	их в	3	1
1045	духа в	1	1
1046	это свидетельствует	1	1
1047	далее этот	1	1
1048	смерть в	1	1
1049	смысловом поле	1	1
1050	эффективным средством	1	1
1051	или ином	1	1
1052	человеческой речи	1	1
1053	и готовит	1	1
1054	обращения к	1	1
1055	фигуры автора	1	1
1056	к тайне	2	1
1057	быть определена	1	1
1058	характерную для	1	1
1059	новизны в	1	1
1060	сердце не	1	1
1061	искусство слова	1	1
1062	на происходящее	1	1
1063	несметной толпы	1	1
1064	на базе	1	1
1065	связано с	3	1
1066	или несколькими	2	1
1067	цели в	1	1
1068	в кино	2	1
1069	организатор коммуникативного	1	1
1070	говорится о	1	1
1071	нам не	1	1
1072	у бунина	5	1
1073	собою не	1	1
1074	рассказ о	1	1
1075	полноценным участником	2	1
1076	некоторые из	1	1
1077	и побуждает	1	1
1078	при условии	1	1
1079	значение только	1	1
1080	она же	1	1
1081	было в	2	1
1082	прошлого опыта	1	1
1083	же следует	1	1
1084	не могли	1	1
1085	когда на	1	1
1086	это онтологическое	1	1
1087	маленькой трилогии	2	1
1088	его жизни	1	1
1089	сознаний и	1	1
1090	которой он	1	1
1091	совершенно особое	1	1
1092	повествование в	1	1
1093	в пределе	1	1
1094	имеет право	1	1
1095	субъекта автора	1	1
1096	раз не	1	1
1097	говорящего как	1	1
1098	с адресатом	1	1
1099	имеет в	1	1
1100	классика xix	1	1
1101	оказывается и	1	1
1102	должны ее	1	1
1103	уже у	1	1
1104	но эти	1	1
1105	адресата и	1	1
1106	сказать изнутри	1	1
1107	внутри себя	1	1
1108	собственного текста	1	1
1109	сути дела	4	1
1110	из их	1	1
1111	этот текст	2	1
1112	имея в	1	1
1113	различных его	1	1
1114	уже было	1	1
1115	и событие	3	1
1116	нашем случае	3	1
1117	сфере художественного	2	1
1118	таком взгляде	1	1
1119	следует отнести	2	1
1120	героини и	1	1
1121	но они	3	1
1122	встречи с	4	1
1123	может служить	4	1
1124	общения и	1	1
1125	втором случае	1	1
1126	остается прежним	1	1
1127	анну сергеевну	2	1
1128	в различных	1	1
1129	в строгом	2	1
1130	ивана денисовича	1	1
1131	это интерсубъективная	1	1
1132	который известен	1	1
1133	господин прохарчин	1	1
1134	сближает его	1	1
1135	в игру	1	1
1136	принадлежит не	1	1
1137	с общей	1	1
1138	не подчинения	1	1
1139	не что	1	1
1140	от своей	1	1
1141	самого начала	1	1
1142	точке зрения	1	1
1143	автора с	1	1
1144	от лица	1	1
1145	этими моментами	1	1
1146	культура художественного	1	1
1147	с авторской	1	1
1148	на груди	1	1
1149	на наших	1	1
1150	день и	2	1
1151	переход от	1	1
1152	вернуться к	2	1
1153	из всех	1	1
1154	наряду с	2	1
1155	и вместо	1	1
1156	от повествователя	1	1
1157	современного ребенка	1	1
1158	этого рассказа	2	1
1159	сквозных мотивов	1	1
1160	языка как	1	1
1161	на него	3	1
1162	к которому	2	1
1163	в зависимости	1	1
1164	и вдруг	1	1
1165	не умеет	1	1
1166	реализуется в	1	1
1167	впрочем как	1	1
1168	рода можно	1	1
1169	мысль которая	1	1
1170	как писатель	1	1
1171	барт или	1	1
1172	первоначально это	1	1
1173	времени если	1	1
1174	достоевского но	1	1
1175	на предмет	1	1
1176	от них	2	1
1177	тут же	3	1
1178	человек будучи	1	1
1179	в отдельных	1	1
1180	на котором	1	1
1181	поведение и	1	1
1182	возникает и	2	1
1183	весьма значимая	1	1
1184	событием в	1	1
1185	поистине не	1	1
1186	но так	2	1
1187	ищет и	1	1
1188	что жизнь	1	1
1189	начало и	2	1
1190	и направляет	1	1
1191	справедливо усматривает	1	1
1192	от ее	1	1
1193	ценностным центром	2	1
1194	гордон и	1	1
1195	провел с	2	1
1196	создает эффект	2	1
1197	представить себе	2	1
1198	знания это	1	1
1199	мне и	1	1
1200	герой и	3	1
1201	и бунина	1	1
1202	ее и	2	1
1203	события а	1	1
1204	той мере	2	1
1205	и автор	1	1
1206	этой задачи	1	1
1207	для героини	1	1
1208	максим максимыч	1	1
1209	к их	1	1
1210	в восприятии	1	1
1211	многих в	1	1
1212	жить в	1	1
1213	х гг	3	1
1214	как для	3	1
1215	моя жизнь	1	1
1216	не принадлежит	2	1
1217	но отнюдь	1	1
1218	теперь же	2	1
1219	есть у	1	1
1220	а далее	1	1
1221	в моей	1	1
1222	проявляется в	1	1
1223	в образе	1	1
1224	второй план	1	1
1225	внутренней и	1	1
1226	и дудоров	1	1
1227	вненаходимости относительно	1	1
1228	составляют не	1	1
1229	картиной мира	17	1
1230	этот финальный	1	1
1231	близким к	1	1
1232	создается не	2	1
1233	в тот	1	1
1234	в осознании	1	1
1235	текст не	1	1
1236	доверия к	1	1
1237	в корне	1	1
1238	и бесконечно	1	1
1239	и второго	2	1
1240	до их	1	1
1241	в европейской	2	1
1242	читательскому ожиданию	1	1
1243	остается неизвестен	1	1
1244	уже говорилось	1	1
1245	в следующем	1	1
1246	точкой бифуркации	3	1
1247	сознания ни	2	1
1248	сознания вследствие	1	1
1249	силу его	1	1
1250	не была	1	1
1251	но такова	1	1
1252	или не	3	1
1253	столько же	1	1
1254	можно признать	1	1
1255	не о	2	1
1256	исходит от	1	1
1257	пути и	1	1
1258	этом есть	1	1
1259	рода не	1	1
1260	как по	2	1
1261	как утверждал	1	1
1262	коммуникативного поведения	1	1
1263	в произведении	1	1
1264	по утверждению	1	1
1265	евгении онегине	1	1
1266	своего и	2	1
1267	дискурсных формаций	2	1
1268	будто бы	3	1
1269	произведение как	1	1
1270	это мы	1	1
1271	исчезает из	1	1
1272	с самого	1	1
