N	2gram	Bakhtin_Pr	Otkroven
123	всего в	1	2
124	человека к	3	2
125	и к	13	2
126	и потому	6	2
127	так и	9	2
128	больше всех	1	2
129	что они	2	2
130	самое главное	1	2
131	и то	2	2
132	достоевский великий	1	2
133	в душе	1	2
134	все же	3	2
135	не могли	2	2
136	так как	12	2
137	и очень	1	2
138	ивана и	1	2
139	должно быть	4	2
140	к этой	3	2
141	даже и	3	2
142	к ней	3	2
143	для всякого	1	2
144	и ни	1	2
145	уже в	3	2
146	любовь к	4	2
147	в другом	1	2
148	этом мире	1	2
149	личности и	2	2
150	и любовь	2	2
151	в подростке	1	2
152	так что	1	2
153	в своем	2	2
154	выше всего	2	2
155	героев достоевского	5	2
156	и из	3	2
157	о достоевском	1	2
158	в которой	2	2
159	к достоевскому	4	2
160	ее в	4	2
161	о которой	1	2
162	не все	1	2
163	и этим	3	2
164	своем художественном	1	2
165	что и	4	2
166	которую он	3	2
167	разных сторон	1	2
168	мертвого дома	1	2
169	произведений достоевского	8	2
170	в истории	4	2
171	ума и	2	2
172	его в	4	2
173	должен был	1	2
174	чем в	2	2
175	ведь это	2	2
176	и дмитрия	1	2
177	ко всем	2	2
178	образ человека	1	2
179	художественном творчестве	1	2
180	и с	10	2
181	одного только	1	2
182	и там	1	2
183	он в	2	2
184	творчество достоевского	5	2
185	достоевского с	4	2
186	и о	3	2
187	сказать что	12	2
188	что для	1	2
189	тем что	2	2
190	него не	1	2
191	романов достоевского	3	2
192	легенда о	1	2
193	что есть	1	2
194	и на	27	2
195	в других	2	2
196	учение о	1	2
197	что все	3	2
198	ничего не	8	2
199	хотя и	10	2
200	не есть	1	2
201	в своей	5	2
202	в глубь	1	2
203	все еще	3	2
204	жизни в	4	2
205	по себе	3	2
206	достоевского но	4	2
207	не имеет	1	2
208	к этому	5	2
209	ни у	3	2
210	и никогда	2	2
211	самого конца	1	2
212	том что	9	2
213	и душа	2	2
214	что достоевский	2	2
215	в глубину	1	2
216	и для	5	2
217	что ведь	1	2
218	достоевского нет	1	2
219	в ее	3	2
220	своей жизни	3	2
221	но в	12	2
222	с разных	1	2
223	человека а	1	2
224	иван карамазов	1	2
225	он прежде	1	2
226	всего творчества	2	1
227	чтобы сделать	1	1
228	что было	2	1
229	говорит достоевский	1	1
230	человеческой и	1	1
231	и мир	1	1
232	во всем	5	1
233	к одному	2	1
234	братьях карамазовых	4	1
235	в каждом	5	1
236	подпольного человека	1	1
237	братьев карамазовых	2	1
238	и весь	1	1
239	во всяком	2	1
240	связан с	2	1
241	ко всему	1	1
242	и проклятие	1	1
243	с образом	1	1
244	дмитрия карамазова	1	1
245	совершенно не	4	1
246	смерть и	2	1
247	все и	1	1
248	а потому	1	1
249	нужно отметить	2	1
250	князь мышкин	1	1
251	ее и	1	1
252	но оно	1	1
253	катерине ивановне	1	1
254	а с	1	1
255	и самое	2	1
256	это конечно	3	1
257	не существует	1	1
258	к братьям	1	1
259	в центре	4	1
260	все его	3	1
261	самой жизни	2	1
262	и человека	5	1
263	и других	12	1
264	стремиться к	1	1
265	указывали на	1	1
266	к другу	1	1
267	один из	7	1
268	для нашего	1	1
269	к катерине	1	1
270	в котором	8	1
271	и здесь	4	1
272	та же	1	1
273	даже когда	2	1
274	а вовсе	1	1
275	с рационалистической	1	1
276	друг к	1	1
277	он ни	1	1
278	братья карамазовы	1	1
279	мир в	1	1
280	они и	3	1
281	к человеческой	2	1
282	свободы в	1	1
283	же и	1	1
284	ней не	1	1
285	именно от	1	1
286	после того	1	1
287	она должна	1	1
288	человека он	1	1
289	произведение достоевского	1	1
290	был даже	1	1
291	каждом из	3	1
292	сам и	1	1
293	в достоевском	1	1
294	из начал	1	1
295	филипповны и	1	1
296	человеческой природой	1	1
297	того как	4	1
298	к одной	1	1
299	жизни а	2	1
300	и пр	1	1
301	и личной	1	1
302	и заключается	2	1
303	в братьях	4	1
304	его с	2	1
305	и наказания	3	1
306	она не	4	1
307	должна быть	1	1
308	мы не	7	1
309	не могу	3	1
310	чтобы овладеть	1	1
311	зло было	1	1
312	есть у	1	1
313	творчестве он	1	1
314	смысле слова	2	1
315	связана с	3	1
316	есть без	1	1
317	но достоевский	1	1
318	все позволено	2	1
319	все сосредоточено	1	1
320	что сама	1	1
321	еще более	6	1
322	с чертом	2	1
323	также и	5	1
324	ту же	2	1
325	но не	9	1
326	это должно	1	1
327	по сравнению	6	1
328	это все	2	1
329	души человеческой	1	1
330	это я	1	1
331	из жизни	1	1
332	сердце его	1	1
333	вопросу о	1	1
334	к творчеству	2	1
335	но всегда	1	1
336	образ и	1	1
337	говорят одним	1	1
338	преступления и	3	1
339	власти всякого	1	1
340	достоевского можно	3	1
341	в ней	8	1
342	у самого	1	1
343	из всех	1	1
344	и ставрогин	1	1
345	с каким-то	1	1
346	уже отмечали	2	1
347	главное и	1	1
348	человека как	1	1
349	он видит	1	1
350	что это	2	1
351	свою мысль	1	1
352	и тогда	1	1
353	а это	2	1
354	речи и	3	1
355	этом отношении	1	1
356	один человек	1	1
357	может служить	2	1
358	образа человека	1	1
359	и был	1	1
360	всяком случае	1	1
361	на этих	1	1
362	он и	2	1
363	я уверен	1	1
364	по достоевскому	1	1
365	о чем	2	1
366	в свое	4	1
367	в сущности	15	1
368	с достоевским	2	1
369	кажется что	3	1
370	романы достоевского	3	1
371	только их	1	1
372	карамазовых в	2	1
373	но тем	1	1
374	в частности	1	1
375	говорит о	2	1
376	как это	2	1
377	ни был	1	1
378	творчества но	1	1
379	о нем	2	1
380	между двумя	4	1
381	и больше	1	1
382	всегда видел	1	1
383	строгом смысле	2	1
384	проникновения в	1	1
385	чем у	1	1
386	только один	1	1
387	на нем	1	1
388	нет объективного	1	1
389	и тут	2	1
390	как у	5	1
391	со стороны	1	1
392	и через	5	1
393	я бы	1	1
394	в которую	1	1
395	в науке	1	1
396	видеть в	1	1
397	что люди	1	1
398	не с	1	1
399	других романах	1	1
400	и достоевский	1	1
401	отношении к	2	1
402	всего его	2	1
403	и ему	1	1
404	был менее	1	1
405	раскрыть в	2	1
406	старца зосимы	1	1
407	и что	3	1
408	но сам	1	1
409	в одном	4	1
410	на самом	2	1
411	они в	1	1
412	у нас	2	1
413	в отношении	3	1
414	можно было	2	1
415	уже указывали	1	1
416	дается в	1	1
417	люди а	1	1
418	других писателей	1	1
419	людей и	6	1
420	оказывается что	1	1
421	же не	2	1
422	бы и	3	1
423	природу человека	1	1
424	и это	3	1
425	человека через	1	1
426	этого типа	1	1
427	у многих	1	1
428	смысле этого	3	1
429	там и	2	1
430	в строгом	3	1
431	и до	6	1
432	всех героев	1	1
433	форма художественного	1	1
434	с их	3	1
435	сторон и	1	1
436	в явлении	1	1
437	творчества достоевского	13	1
438	не вполне	1	1
439	проникнуть в	2	1
440	человек более	1	1
441	европе и	1	1
442	есть уже	1	1
443	по своей	12	1
444	человека с	3	1
445	связанная с	2	1
446	природа человека	1	1
447	не изображал	1	1
448	которая была	1	1
449	был человек	1	1
450	свой метод	1	1
451	в них	4	1
452	у нее	1	1
453	в форме	6	1
454	значение что	1	1
455	связь с	4	1
456	было и	1	1
457	вы так	1	1
458	сказать с	1	1
459	художник не	1	1
460	и всех	1	1
461	не уничтожает	1	1
462	человеке а	1	1
463	находятся и	1	1
464	и оскорбленным	1	1
465	не совпадает	1	1
466	его а	1	1
467	и даже	5	1
468	отрешиться от	1	1
469	всегда и	3	1
470	творчеству достоевского	3	1
471	показывает нам	1	1
472	если бы	1	1
473	от всех	2	1
474	иногда и	3	1
475	и трагического	2	1
476	говорит в	1	1
477	и формы	2	1
478	ведь все	1	1
479	и более	3	1
480	и делают	1	1
481	самим собой	1	1
482	вот что	2	1
483	достоевский в	3	1
484	с ними	2	1
485	истории и	2	1
486	и сам	1	1
487	с гордостью	1	1
488	своих целей	2	1
489	всегда в	1	1
490	достоевский дает	1	1
491	в беспредельности	2	1
492	среди них	1	1
493	на огромное	1	1
494	его романов	1	1
495	сознания достоевский	1	1
496	у толстого	1	1
497	уходят в	1	1
498	в виду	3	1
499	в силу	1	1
500	бога и	2	1
501	одного достоевского	1	1
502	мысли как	1	1
503	и начинается	1	1
504	на этот	1	1
505	их взаимоотношения	2	1
506	с духом	2	1
507	героев его	1	1
508	дело в	3	1
509	и раскрыть	1	1
510	главное в	2	1
511	из самых	3	1
512	в мир	1	1
513	этих романах	1	1
514	его творчества	12	1
515	они всегда	1	1
516	своего сознания	1	1
517	в эпоху	12	1
518	его как	3	1
519	тем же	1	1
520	жизни как	4	1
521	своей глубине	1	1
522	духа и	1	1
523	он ставит	1	1
524	заключается в	1	1
525	да она	1	1
526	ведет к	3	1
527	начиная с	4	1
528	не делает	1	1
529	это два	1	1
530	связанным с	1	1
531	действительно в	1	1
532	и действительно	3	1
533	вещей и	1	1
534	огромное значение	1	1
535	он говорит	1	1
536	в обычном	1	1
537	бы он	1	1
538	в конце	5	1
539	указывает на	2	1
540	противоречий и	1	1
541	в процессе	4	1
542	униженным и	1	1
543	он хотел	1	1
544	например в	8	1
545	в жизни	14	1
546	между этими	2	1
547	в царстве	2	1
548	человеком и	1	1
549	ушел от	1	1
550	человек человек	1	1
551	его вечной	1	1
552	в пределы	1	1
553	но к	4	1
554	находится в	1	1
555	в глазах	1	1
556	в корне	1	1
557	характер и	1	1
558	петр верховенский	1	1
559	достоевскому для	1	1
560	достоевский как	1	1
561	с той	1	1
562	и без	4	1
563	это глубоко	1	1
564	им для	1	1
565	как от	1	1
566	лишь на	3	1
567	и как	1	1
568	то в	1	1
569	все время	2	1
570	к его	2	1
571	бессмертии души	1	1
572	и величайшее	1	1
573	с записок	1	1
574	есть не	1	1
575	человек в	2	1
576	мысли не	1	1
577	в сознании	2	1
578	бытовой жизни	1	1
579	единое но	1	1
580	высокого и	1	1
581	что она	2	1
582	жизни и	13	1
583	всю жизнь	1	1
584	одна из	9	1
585	о судьбе	1	1
586	для своих	2	1
587	отрицает и	1	1
588	в мире	8	1
589	он во	1	1
590	в разных	4	1
591	одном из	1	1
592	и прежде	6	1
593	в одно	1	1
594	как в	10	1
595	этого слова	3	1
596	как будто	3	1
597	всей мировой	3	1
598	на то	2	1
599	но у	1	1
600	он человек	2	1
601	от образа	1	1
602	а иногда	1	1
603	эта тема	1	1
604	недостаточно еще	1	1
605	вовлекает в	1	1
606	он никогда	1	1
607	от этого	1	1
608	возможности и	3	1
609	свободной и	1	1
610	есть на	1	1
611	нуждается в	1	1
612	эпоху возрождения	6	1
613	отличается от	2	1
614	да и	3	1
615	я хочу	1	1
616	друг с	6	1
617	его жизни	2	1
618	достоевский так	2	1
619	в вечном	1	1
620	нисколько не	1	1
621	достоевского говорят	1	1
622	и характер	2	1
623	сравнению с	6	1
624	но это	7	1
625	лишь для	1	1
626	творчества достоевский	1	1
627	из него	1	1
628	себе и	2	1
629	объективного изображения	1	1
630	с другом	6	1
631	достоевского уже	1	1
632	но там	2	1
633	и человеческих	2	1
634	его творчество	2	1
635	рассудка и	2	1
636	она и	1	1
637	их во	1	1
638	вечном муже	1	1
639	жизни не	2	1
640	из них	7	1
641	свои собственные	1	1
642	что их	1	1
643	вовсе не	12	1
644	жизни их	1	1
645	под влиянием	1	1
646	уже не	5	1
647	в одной	4	1
648	указать на	1	1
649	разъединяет людей	1	1
650	это была	2	1
651	особенно в	7	1
652	со всеми	8	1
653	и самый	6	1
654	природы с	1	1
655	бы в	2	1
656	в бесконечную	1	1
657	любовью и	1	1
658	отметить что	3	1
659	всеми и	1	1
660	и возможности	1	1
661	людей в	2	1
