N	2gram	Voloshinov	EvropaiE
312	только путем	1	1
313	из русских	1	1
314	не сразу	1	1
315	можно назвать	2	1
316	никак нельзя	1	1
317	в корне	1	1
318	на другую	1	1
319	конечно не	6	1
320	в связи	1	1
321	находит себе	1	1
322	те же	3	1
323	с ними	4	1
324	что по	1	1
325	все эти	5	1
326	эти две	1	1
327	все же	1	1
328	при таком	1	1
329	учреждение и	1	1
330	том смысле	1	1
331	его жизни	1	1
332	выше мы	1	1
333	только и	2	1
334	войти в	2	1
335	и это	6	1
336	связанная с	1	1
337	говорит об	1	1
338	влечение к	1	1
339	он определяет	1	1
340	уже не	1	1
341	и вообще	2	1
342	всем его	1	1
343	а для	1	1
344	что конечно	1	1
345	как последняя	1	1
346	основных чертах	1	1
347	которого более	1	1
348	нет ничего	1	1
349	совершенно определенных	1	1
350	не менее	2	1
351	они вполне	1	1
352	сказали бы	1	1
353	становится ясным	1	1
354	того в	1	1
355	в основе	3	1
356	зависит от	1	1
357	этот новый	1	1
358	мы увидим	1	1
359	быть речи	1	1
360	что мы	2	1
361	на этом	3	1
362	освободиться от	1	1
363	мы говорили	1	1
364	в основных	1	1
365	дальше чем	1	1
366	то и	1	1
367	все остальные	2	1
368	нужно как	1	1
369	ли признать	1	1
370	каждого из	1	1
371	ту же	2	1
372	признать за	1	1
373	с совершенно	1	1
374	в отношениях	1	1
375	в этот	2	1
376	к тем	1	1
377	увидим что	1	1
378	значение для	1	1
379	должны быть	1	1
380	и их	4	1
381	в которую	1	1
382	которые можно	1	1
383	в человеческом	1	1
384	говорить о	2	1
385	если ему	1	1
386	на его	1	1
387	тех же	3	1
388	за пределы	2	1
389	в начале	2	1
390	еще в	1	1
391	входит в	1	1
392	даже не	3	1
393	находящиеся в	1	1
394	если силы	1	1
395	это может	1	1
396	даже с	1	1
397	любви к	1	1
398	мы здесь	1	1
399	вопрос можно	1	1
400	входить в	1	1
401	многих случаях	1	1
402	бы по	1	1
403	как известно	1	1
404	в каких	1	1
405	потому и	2	1
406	лишь в	1	1
407	чем это	1	1
408	в рамках	1	1
409	на которые	1	1
410	нем и	1	1
411	некоторое время	1	1
412	истории и	1	1
413	значение и	1	1
414	образ некоторого	1	1
415	их до	1	1
416	она может	1	1
417	что для	1	1
418	друг другу	1	1
419	той же	1	1
420	только одна	1	1
421	которые в	1	1
422	и культуры	1	1
423	и ее	4	1
424	других областей	1	1
425	что может	1	1
426	тот же	1	1
427	в нашем	1	1
428	в переводе	2	1
429	переводе на	2	1
430	к подобной	1	1
431	с которым	1	1
432	в сознании	1	1
433	в полном	1	1
434	и о	2	1
435	в форму	1	1
436	себя с	1	1
437	одна из	1	1
438	даже более	1	1
439	значение как	1	1
440	с его	7	1
441	и его	8	1
442	его к	1	1
443	их на	1	1
444	чтобы войти	1	1
445	разделения труда	1	1
446	это в	1	1
447	с теми	1	1
448	эти два	1	1
449	в нем	4	1
450	не будут	1	1
451	но это	2	1
452	от того	1	1
453	если мы	2	1
454	окружающей среды	1	1
455	для этого	2	1
456	с ее	4	1
457	для всего	1	1
458	что такие	1	1
459	но так	1	1
460	государство и	1	1
461	доказательством правильности	1	1
462	мы сказали	1	1
463	одного и	1	1
464	своего развития	1	1
