N	3gram	Bakhtin_Pr	Problemy
207	с ними в	1	1
208	всего то что	1	1
209	в равной степени	1	1
210	именно как слово	1	1
211	себе самому к	1	1
212	в этом глубокое	1	1
213	мышления о мире	1	1
214	конечно совершенно невозможно	1	1
215	в своем творчестве	1	1
216	то ни стало	1	1
217	для понимания же	1	1
218	быть не может	1	1
219	всех его разновидностях	2	1
220	своих последних пределов	1	1
221	может и не	2	1
222	в художественном произведении	4	1
223	того или иного	2	1
224	возникнет вопрос о	1	1
225	строгом смысле этого	1	1
226	как бы вбирает	1	1
227	не в его	1	1
228	имеют все же	1	1
229	но и в	2	1
230	в нем он	1	1
231	художественном творчестве не	1	1
232	слово он получает	1	1
233	и менее всего	1	1
234	со всеми его	1	1
235	что в плане	1	1
236	к нему с	1	1
237	может служить и	1	1
238	на самом же	1	1
239	себя самого как	1	1
240	мы будем рассматривать	1	1
241	большинстве случаев они	1	1
242	ни в один	1	1
243	позиции по отношению	1	1
244	несмотря на то	1	1
245	таким образом в	1	1
246	чтобы войти в	1	1
247	бы ни было	1	1
248	внутреннего человека как	1	1
249	не может стать	1	1
250	со всех сторон	2	1
251	со словом в	1	1
252	не было бы	1	1
253	в противном случае	3	1
254	что бы то	1	1
255	в нашу задачу	1	1
256	и в их	1	1
257	и в частности	2	1
258	и быть не	1	1
259	вне себя как	1	1
260	в мире в	1	1
261	ибо только она	1	1
262	и понять его	1	1
263	оно ощущается как	1	1
264	ведь в противном	1	1
265	до своих последних	1	1
266	и ничего не	1	1
267	но в большинстве	1	1
268	его как целое	1	1
269	смысле слова и	1	1
270	как одна из	1	1
271	кроме того и	1	1
272	именно в том	1	1
273	не может и	2	1
274	и именно в	1	1
275	в этом его	1	1
276	это в корне	1	1
277	тем или иным	1	1
278	для историка литературы	1	1
279	дано в самом	1	1
280	не может обойтись	1	1
281	не могут быть	2	1
282	его же собственным	1	1
283	ней в ее	1	1
284	или хотя бы	1	1
285	та или иная	1	1
286	бы они ни	1	1
287	притом не только	1	1
288	все же некоторую	1	1
289	с одной стороны	3	1
290	в другом случае	1	1
291	самом деле и	1	1
292	вопрос о том	1	1
293	не должна быть	1	1
294	в следующей главе	1	1
295	жизни а как	1	1
296	нам важно лишь	1	1
297	это и есть	1	1
298	также и в	1	1
299	каково бы ни	1	1
300	отношения к миру	1	1
301	в виду что	1	1
302	как можно скорее	1	1
303	если бы не	1	1
304	что с ним	1	1
305	себя самого это	1	1
