N	2gram	Tiupa_Lite	TeoriaLi
403	а затем	3	2
404	мы в	3	2
405	окружающей его	2	2
406	в году	18	2
407	субъекта жизни	2	2
408	внутреннюю свободу	1	2
409	усматривая в	1	2
410	начинает восприниматься	2	2
411	не могут	1	2
412	в них	1	2
413	и даже	9	2
414	а напротив	1	2
415	этой точки	3	2
416	эстетической деятельности	7	2
417	способ существования	2	2
418	здесь мы	1	2
419	самом деле	2	2
420	героя как	2	2
421	может оказаться	1	2
422	русской поэзии	5	2
423	на свою	3	2
424	обращается к	5	2
425	к более	1	2
426	во множестве	1	2
427	из тех	2	2
428	и соответственно	1	2
429	жизнь на	1	2
430	продолжением и	1	2
431	вместе с	5	2
432	сознания при	1	2
433	жизни в	5	2
434	не вполне	1	2
435	никем не	2	2
436	языка на	1	2
437	себя и	3	2
438	говоря и	1	2
439	всех подобных	1	2
440	отличается от	1	2
441	адресата а	2	2
442	оттесняет на	2	2
443	вследствие этого	1	2
444	в известном	1	2
445	искусство слова	1	2
446	всей своей	2	2
447	в каком	1	2
448	жизни на	3	2
449	к другому	1	2
450	такого дискурса	1	2
451	своей жизни	1	2
452	к своему	2	2
453	о том	3	2
454	казалось бы	6	2
455	при всем	4	2
456	сам же	2	2
457	иной строй	1	2
458	при всей	5	2
459	я во	1	2
460	еще и	3	2
461	во внешнем	1	2
462	со временем	2	2
463	в диалоге	1	2
464	для автора	1	2
465	при наличии	1	2
466	то чему	1	2
467	и политического	1	2
468	при условии	1	2
469	и состоит	2	2
470	эпоха классического	1	2
471	творческий акт	2	2
472	яркая индивидуальность	1	2
473	восходит к	2	2
474	совершенно иной	1	2
475	чужого я	2	2
476	духовной жизни	4	2
477	пен пан	3	2
478	к нему	1	2
479	в значительной	1	2
480	имеет в	1	2
481	и иных	2	2
482	на основе	2	2
483	художественная деятельность	3	2
484	литературный текст	1	2
485	собственного текста	1	2
486	времени в	1	2
487	не всегда	1	2
488	с.с аверинцева	2	2
489	жанрового канона	1	2
490	сознания в	14	2
491	своей внутренней	2	2
492	воздействия на	2	2
493	не могло	3	2
494	только на	3	2
495	может служить	1	2
496	речь идет	3	2
497	жизни подобно	1	2
498	о своем	3	2
499	узком значении	1	2
500	императиву мастерства	2	2
501	художественную реальность	3	2
502	превращается в	2	2
503	значительной степени	1	2
504	существования в	2	2
505	перед ним	2	2
506	к собственной	1	2
507	креативного и	1	2
508	лирическое я	5	2
509	адресата в	2	2
510	самом начале	1	2
511	соответствии с	3	2
512	ценностных ориентиров	1	2
513	стопного ямба	1	2
514	художественности как	3	2
515	если мы	1	2
516	тем же	5	2
517	ключ к	1	2
518	произведении искусства	1	2
519	места для	1	2
520	имеем дело	2	2
521	личности к	1	2
522	реализуется в	1	2
523	не остаться	1	2
524	для понимания	2	2
525	который в	2	2
526	здесь не	1	2
527	на котором	1	2
528	в произведениях	1	2
529	он и	5	2
530	своего другого	6	2
531	в системе	1	2
532	понимаемой как	1	2
533	не просто	2	2
534	внутреннего мира	1	2
535	жизни но	1	2
536	бы то	1	2
537	то в	3	2
538	что они	1	2
539	при котором	2	2
540	общей теории	1	2
541	войне и	2	2
542	на воспринимающее	2	2
543	основе своей	1	2
544	большей части	1	2
545	на вопрос	1	2
546	и рецептивного	2	2
547	в поэзии	4	2
548	в последней	1	2
549	одной из	2	2
550	личного самоопределения	1	2
551	только лишь	1	2
552	несмотря на	3	2
553	я как	1	2
554	отношением художественности	2	2
555	ни было	2	2
556	игра с	1	2
557	внешнем мире	1	2
558	авторский текст	2	2
559	невоспроизводимости творческого	1	2
560	корнями в	1	2
561	внутренней и	1	2
562	в основании	1	2
563	в формах	4	2
564	для искусства	1	2
565	что такое	2	2
566	ее в	1	2
567	сути своей	1	2
568	что и	3	2
569	у нас	5	2
570	или иную	2	2
571	как способность	1	2
572	деятельности искусство	1	2
573	xix века	6	2
574	духовной культуры	1	2
575	с их	3	2
576	к жизни	2	2
577	уже говорилось	1	2
578	как ученый	1	2
579	у него	5	2
580	коммуникативное событие	6	2
581	от всех	2	2
582	и некоторые	1	2
583	дело в	3	2
584	по характеристике	4	2
585	критериев художественности	1	2
586	согласно характеристике	1	2
587	на себя	4	2
588	не могли	1	2
589	способа присутствия	1	2
590	искусства как	2	2
591	в конце	6	2
592	я и	10	2
593	тому что	1	2
594	строй эстетической	1	2
595	в какой	2	2
596	я не	8	2
597	исторически наиболее	1	2
598	восприниматься как	2	2
599	эстетического субъекта	12	2
600	на фоне	5	2
601	не от	1	2
602	текста но	1	2
603	в целую	1	2
604	только и	1	2
605	приходит императив	1	2
606	это было	1	2
607	в чем	2	2
608	должен быть	2	2
609	чему нельзя	1	2
610	это тоже	1	2
611	подобных случаях	1	2
612	вопрос что	1	2
613	тем более	2	2
614	а для	3	2
615	к одному	1	2
616	ценностный центр	2	2
617	могли бы	1	2
618	по большей	1	2
619	о себе	7	2
620	но как	3	2
621	искусства более	1	2
622	внутреннее я	1	2
623	я другого	1	2
624	могут служить	2	2
625	как уже	3	2
626	ту или	2	2
627	одну из	2	2
628	с легкой	2	2
629	м.м бахтин	1	2
630	этого текста	3	2
631	то ни	1	2
632	дело не	2	2
633	в рассказе	1	2
634	в случае	5	2
635	и весьма	2	2
636	по бахтину	1	2
637	в первом	1	2
638	коммуникативной стратегии	1	2
639	свою жизнь	1	2
640	одно и	1	2
641	в войне	1	2
642	и является	2	2
643	и эстетической	1	2
644	соединении с	1	2
645	автора и	1	2
646	деятельность мыслится	3	2
647	за пределы	3	2
648	художественной культуре	2	2
649	перед лицом	2	2
650	от своего	3	2
651	эстетического адресата	2	2
652	это может	1	2
653	во мне	2	2
654	человека и	2	2
655	его я	2	2
656	в большинстве	1	2
657	следует признать	2	2
658	относится как	1	2
659	собственно говоря	1	2
660	полагал что	2	2
661	идет о	4	2
662	эстетической реальности	2	2
663	так же	1	2
664	эстетической природы	1	2
665	что может	1	2
666	и мире	1	2
667	и особенно	1	2
668	реального читателя	1	2
669	тот кто	1	2
670	и рецептивная	1	2
671	нас самих	2	2
672	автор относится	1	2
673	деятельностью направленной	2	2
674	это делает	1	2
675	о его	1	2
676	к чужому	1	2
677	в общественном	1	2
678	с чем	3	2
679	и развитием	1	2
680	общественном сознании	1	2
681	лирическую героиню	1	2
682	и прежде	4	2
683	нельзя научиться	1	2
684	как будто	2	2
685	право на	4	2
686	автора как	1	2
687	новой реальностью	1	2
688	не сумеет	1	2
689	этой системе	1	2
690	может и	1	2
691	ни был	2	2
692	чем и	1	2
693	эстетическое переживание	2	2
694	чтобы не	2	2
695	самим собою	2	2
696	могло быть	2	2
697	манифестирована в	1	1
698	в особенности	2	1
699	господином пены	1	1
700	одухотворить пресуществить	1	1
701	от жанра	1	1
702	жизни обобщающим	1	1
703	такой парадигмы	1	1
704	от него	2	1
705	однако и	2	1
706	своего я	2	1
707	является в	1	1
708	собственным воображением	1	1
709	поскольку распространяет	1	1
710	усмотрения общечеловеческого	1	1
711	в последующих	1	1
712	например есть	1	1
713	все что	3	1
714	высшего предназначения	1	1
715	и страдивариус	1	1
716	и возможностей	1	1
717	быть постигнут	1	1
718	сколько креативное	1	1
719	активное соучастие	2	1
720	канта не	1	1
721	романтической и	3	1
722	чувствительностью эта	1	1
723	произведение и	1	1
724	собственно познавательной	1	1
725	деятельности смена	1	1
726	случае в	1	1
727	и таи	1	1
728	художественном мире	3	1
729	не позволяет	1	1
730	за ним	1	1
731	многообразие этих	1	1
732	одноименном стихотворении	1	1
733	художественности питается	1	1
734	от ролевых	1	1
735	онегин и	1	1
736	свою первоначальную	1	1
737	художественные тексты	2	1
738	и конечно	1	1
739	внутренним высказыванием	1	1
740	хлебникова пен	1	1
741	автора по	1	1
742	свойство данной	1	1
743	рассмотреть расслышать	1	1
744	же и	3	1
745	ни парадоксально	1	1
746	созидании яркая	1	1
747	язык а	1	1
748	немецкая классическая	1	1
749	поле куликовом	1	1
750	другом но	1	1
751	такая форма	1	1
752	достижениях когда	1	1
753	индивидуальной жизни	1	1
754	эту энциклопедию	1	1
755	такова же	1	1
756	и свою	1	1
757	картины жизни	1	1
758	оснований и	1	1
759	в хх	9	1
760	аналогичен автору	1	1
761	как историк	1	1
762	полемически сменявшими	1	1
763	и картины	1	1
764	художественное сознание	1	1
765	своего собственного	1	1
766	и самоутверждающаяся	1	1
767	персонажу автор	1	1
768	тех кто	3	1
769	факультативный признак	1	1
770	бахтин с	1	1
771	позволял ему	1	1
772	с собственным	1	1
773	ролевых отношений	1	1
774	на первом	2	1
775	граница между	2	1
776	случае мы	1	1
777	она поддается	1	1
778	карамзин средоточием	1	1
779	гармонию и	1	1
780	такое историческое	1	1
781	говорит а	1	1
782	и аналогичными	1	1
783	дело с	1	1
784	xix столетия	3	1
785	образа и	1	1
786	можно назвать	1	1
787	чем искусство	2	1
788	единственный текст	1	1
789	от литературной	2	1
790	я представил	1	1
791	доминирующим критерием	1	1
792	оказывается не	2	1
793	эстетической целостности	2	1
794	а перед	1	1
795	самостоятельным внутренним	1	1
796	это способ	1	1
797	реализовать виртуальное	1	1
798	проб научной	1	1
799	котором строго	1	1
800	собой обретать	1	1
801	представляют собой	1	1
802	думаю что	1	1
803	она лишь	1	1
804	художественной практики	2	1
805	что это	1	1
806	радикально меняется	1	1
807	его альтернативность	1	1
808	тайный жар	1	1
809	событии художественного	1	1
810	существенных этапа	1	1
811	содержание художественной	1	1
812	перестает отождествляться	1	1
813	писавшего в	1	1
814	автору каждый	1	1
815	с ним	2	1
816	ибо праздник	1	1
817	это уже	2	1
818	тем как	1	1
819	символизм и	1	1
820	страницы и	1	1
821	классицизм например	1	1
822	и души	1	1
823	креативное изобретение	1	1
824	в сущности	5	1
825	план не	1	1
826	это точка	3	1
827	в воображаемой	1	1
828	никак не	2	1
829	мастерства приходит	1	1
830	явил собой	1	1
831	в иную	1	1
832	какой бы	1	1
833	стать самим	1	1
834	жизненной позиции	1	1
835	говорит о	1	1
836	самой жизни	1	1
837	мыслится отныне	1	1
838	показаться исходя	1	1
839	не как	4	1
840	и лучше	1	1
841	проникновения в	1	1
842	человеческой субъективности	1	1
843	эстетически завершенного	1	1
844	но собственно	1	1
845	неклассичности известной	1	1
846	это культурообразующие	1	1
847	месте искусства	1	1
848	с собачкой	2	1
849	я поскольку	1	1
850	из того	3	1
851	из существеннейших	1	1
852	которая обретает	1	1
853	предыдущей стадии	1	1
854	бытования несмотря	1	1
855	изменение статусов	1	1
856	представлений о	1	1
857	романтического читателя	1	1
858	лирический сюжет	2	1
859	впрочем и	1	1
860	читатель есть	1	1
861	индивидуального художественного	1	1
862	призвано творить	1	1
863	явиться самобытной	1	1
864	и другими	1	1
865	трагический персонаж	1	1
866	и распространять	1	1
867	предромантической романтической	1	1
868	в результате	2	1
869	паном господином	1	1
870	то с	2	1
871	назначение последнего	1	1
872	чистом виде	1	1
873	чужому я	1	1
874	не несет	1	1
875	быть может	2	1
876	исторической динамикой	1	1
877	читателя искусство	2	1
878	до последнего	2	1
879	не бывает	2	1
880	целом ряде	2	1
881	с собой	4	1
882	и вполне	3	1
883	и само	3	1
884	фактор художественного	1	1
885	выстраивать художественную	1	1
886	свое имя	1	1
887	понимается как	1	1
888	единым со	1	1
889	располагающей к	1	1
890	осознание собственно	1	1
891	как суверенное	1	1
892	правила при	1	1
893	принципом присутствия	1	1
894	этом как	3	1
895	конвенция жанра	1	1
896	области художественного	1	1
897	или знаковый	1	1
898	присущую ей	1	1
899	в центре	1	1
900	со всеми	2	1
901	сравнении с	2	1
902	как было	1	1
903	должен был	1	1
904	собственно художественной	1	1
905	их не	2	1
906	основатель систематической	1	1
907	сознаний в	1	1
908	состоянии отменить	1	1
909	формой игровой	1	1
910	включая частные	1	1
911	в суверенность	1	1
912	чтобы в	1	1
913	его лице	2	1
914	начинается с	1	1
915	назвал романтизм	1	1
916	что скрыто	1	1
917	реалистических произведений	1	1
918	текста и	1	1
919	он уже	1	1
920	ориентировано на	1	1
921	синтаксических конструкций	1	1
922	организации ничего	1	1
923	все то	2	1
924	с некоторыми	1	1
925	горького мать	1	1
926	характеристике м.л	1	1
927	приобретя достодолжную	1	1
928	концепцию существования	1	1
929	как писал	3	1
930	которых и	1	1
931	уединенности в	1	1
932	такими же	1	1
933	всякое не-я	1	1
934	субъективного я	1	1
935	а во-вторых	1	1
936	основании литературного	1	1
937	писатель является	1	1
938	художественности оказывается	1	1
939	реконструирующий скрытую	1	1
940	постичь внутреннее	1	1
941	о мире	1	1
942	с ней	1	1
943	принципиально иной	1	1
944	творческой рефлексии	6	1
945	воображение в	1	1
946	двух сыновей	1	1
947	устранены из	1	1
948	в особый	1	1
949	его носителя	1	1
950	чувствительного приятные	1	1
951	внутренней обособленности	1	1
952	мы говорим	1	1
953	на уникальном	1	1
954	тексте но	1	1
955	мире эпоха	1	1
956	соцреализм и	1	1
957	поддается научному	1	1
958	мысль о	2	1
959	мыслится уже	1	1
960	одновременно с	2	1
961	значение в	1	1
962	удручает поскольку	1	1
963	если говорить	1	1
964	преимуществу исторической	1	1
965	существенного скачка	1	1
966	своем восприятии	1	1
967	в различные	1	1
968	должен обладать	1	1
969	бальзак реконструирующий	1	1
970	сознания однако	1	1
971	тем что	6	1
972	практически не	2	1
973	от всего	1	1
974	этого в	1	1
975	параметрам ведет	1	1
976	стороны субъекта	1	1
977	техне на	1	1
978	говорят о	1	1
979	и будет	2	1
980	и пусть	1	1
981	суверенность чужого	1	1
982	читателем в	1	1
983	искусства было	2	1
984	выражаемой законом	1	1
985	том или	1	1
986	внутренняя свобода	1	1
987	существеннейших способов	1	1
988	мира это	1	1
989	и другим	1	1
990	автор литературного	1	1
991	состоялось чтобы	1	1
992	по собственному	2	1
993	с тем	2	1
994	в тень	1	1
995	нашу действительную	1	1
996	сомнению взаимопонимания	1	1
997	созидающая в	1	1
998	смену мастерству	1	1
999	вся поэтика	2	1
1000	я от	2	1
1001	сколько красотой	1	1
1002	высказыванием на	1	1
1003	становится аксиомой	1	1
1004	императив проницательности	1	1
1005	доминировавшего в	2	1
1006	быть устранены	1	1
1007	из картины	1	1
1008	читатель зритель	1	1
1009	я из	2	1
1010	возможна только	1	1
1011	что по	1	1
1012	поэтической мысли	2	1
1013	очередная парадигма	1	1
1014	в бою	2	1
1015	у читателя	1	1
1016	который впрочем	1	1
1017	вс некрасова	2	1
1018	новой такой	1	1
1019	а иной	1	1
1020	все же	6	1
1021	в творческом	2	1
1022	выше приобретаемого	1	1
1023	сверхиндивидуальными общечеловеческими	1	1
1024	создает и	1	1
1025	всей хаотичности	1	1
1026	не приводит	1	1
1027	означает для	1	1
1028	статус произведения	1	1
1029	и вещи	1	1
1030	я избывал	1	1
1031	наполеона в	1	1
1032	предназначения искусства	1	1
1033	человек со	1	1
1034	как созидающая	1	1
1035	художественности впервые	1	1
1036	гения никем	1	1
1037	быть назван	1	1
1038	в словах	2	1
1039	к бытию	1	1
1040	правильностью сколько	1	1
1041	недостаточно художественные	1	1
1042	всех модификаций	1	1
1043	или ином	1	1
1044	не имеет	2	1
1045	отрекается от	1	1
1046	речь в	2	1
1047	бы не	3	1
1048	в сравнении	2	1
1049	обретает жизнь	1	1
1050	и вкус	1	1
1051	является продолжением	1	1
1052	последнего отныне	1	1
1053	да и	3	1
1054	на предыдущей	1	1
1055	состоит как	1	1
1056	языке авторского	1	1
1057	действительную жизнь	1	1
1058	у истоков	1	1
1059	в историческом	1	1
1060	отношением художественной	1	1
1061	адресат а	1	1
1062	и формой	1	1
1063	автора реализовать	1	1
1064	зависимости от	1	1
1065	поскольку он	2	1
1066	в суть	1	1
1067	авторская позиция	2	1
1068	правилам начинает	1	1
1069	на активное	2	1
1070	со специфически	1	1
1071	в это	1	1
1072	сверхтекста на	2	1
1073	хаотичности картины	1	1
1074	в стихах	8	1
1075	красоту гармонию	1	1
1076	которая не	2	1
1077	свою собственную	1	1
1078	которой не	1	1
1079	на реальное	1	1
1080	нет в	2	1
1081	откровение некоторой	1	1
1082	именовал веком	1	1
1083	первой главе	1	1
1084	даже его	1	1
1085	общий знаменатель	1	1
1086	признак искусства	1	1
1087	себя водяным	1	1
1088	искусство и	1	1
1089	на первый	1	1
1090	другого чужого	1	1
1091	к объекту	2	1
1092	смелость разрушения	1	1
1093	выступает как	1	1
1094	по крайней	2	1
1095	как факультативный	1	1
1096	правил по	1	1
1097	всем его	1	1
1098	жанра мотивированная	1	1
1099	истины о	1	1
1100	остановилась приобретя	1	1
1101	вполне присущую	1	1
1102	за такого	1	1
1103	случае как	1	1
1104	осознании семиотической	1	1
1105	интертекстуальные связи	1	1
1106	к какой	1	1
1107	содержание первой	1	1
1108	в своего	1	1
1109	веком героев	1	1
1110	отменить освоенного	1	1
1111	свое время	1	1
1112	ориентация на	1	1
1113	творческой воли	1	1
1114	первый взгляд	1	1
1115	эффективность воздействия	1	1
1116	морального и	1	1
1117	воображением не	1	1
1118	конститутивным моментом	1	1
1119	все они	2	1
1120	дискурс власти	4	1
1121	соучастие читателя	2	1
1122	однако романтического	1	1
1123	что искусство	1	1
1124	быть это	4	1
1125	точно назвал	1	1
1126	с восприятием	3	1
1127	одним и	1	1
1128	авторитетностью его	1	1
1129	и я	7	1
1130	нам не	1	1
1131	тексте необходима	1	1
1132	способность создать	1	1
1133	романтизма является	1	1
1134	владимир соловьев	1	1
1135	так толстой	1	1
1136	совершенно не	1	1
1137	ему быть	1	1
1138	исходя из	3	1
1139	ставят перед	1	1
1140	существенный момент	1	1
1141	воспринимающего должно	1	1
1142	частного бытия	1	1
1143	научением мастерства	1	1
1144	в национальных	1	1
1145	он же	2	1
1146	сознании адресата	2	1
1147	быть адресатом	1	1
1148	план дезактуализирует	1	1
1149	жизнь для	1	1
1150	оригинальности в	1	1
1151	развитой способности	1	1
1152	читателя также	1	1
1153	в котором	1	1
1154	и укрепление	1	1
1155	адресатом адекватным	1	1
1156	место первочитателя	1	1
1157	есть от	1	1
1158	осознается неэлиминируемым	1	1
1159	вследствие которого	2	1
1160	наличии которой	1	1
1161	рецептивного сознаний	1	1
1162	в действительности	2	1
1163	отрицается ориентация	1	1
1164	очень точно	1	1
1165	озером я	1	1
1166	этой деятельности	1	1
1167	процесса ведь	1	1
1168	вопрос о	1	1
1169	в любом	2	1
1170	в обработке	1	1
1171	парадигм подобно	1	1
1172	это мир	2	1
1173	уединенной личности	1	1
1174	собственного я	6	1
1175	по тем	2	1
1176	роль высшего	1	1
1177	принципиальное различие	2	1
1178	и ритмически	1	1
1179	своей собственной	2	1
1180	некоторыми другими	1	1
1181	жизненный аналог	1	1
1182	аккумулировано последующими	1	1
1183	тех же	3	1
1184	совершенно особое	1	1
1185	обнаруживается осознанность	1	1
1186	виртуальное содержание	1	1
1187	на адресата	1	1
1188	для настоящей	1	1
1189	самобытной интерпретацией	1	1
1190	на чужое	1	1
1191	чем за	1	1
1192	текста должно	1	1
1193	сознании каждой	1	1
1194	объективности жизни	1	1
1195	более чем	4	1
1196	о явлениях	1	1
1197	иную концепцию	1	1
1198	искусства есть	1	1
1199	собственно творческой	1	1
1200	на какой	1	1
1201	сознания доминировавшего	2	1
