N	2gram	Ircho_Kome	Problema
457	по своей	2	6
458	мы еще	1	6
459	жизнь в	1	6
460	сказать о	1	6
461	это совершенно	1	6
462	в него	1	6
463	чтобы не	3	6
464	в статье	1	6
465	отношения к	2	6
466	не считать	1	6
467	этот вопрос	2	6
468	зависимости от	1	6
469	и уже	1	6
470	с которой	2	6
471	и об	1	6
472	и после	2	6
473	могут быть	3	6
474	то мы	2	6
475	и всегда	1	6
476	особенно в	1	6
477	независимо от	4	6
478	просто как	1	6
479	и может	2	6
480	можно найти	1	6
481	скажет что	2	6
482	к ней	9	6
483	в античной	3	6
484	ведь и	1	6
485	если он	3	6
486	г в	2	6
487	и того	1	6
488	отчет в	1	6
489	как на	1	6
490	под названием	3	6
491	в зависимости	1	6
492	ли кто-нибудь	1	6
493	не мог	2	6
494	есть также	1	6
495	не знает	7	6
496	прежде чем	4	6
497	во время	8	6
498	и ничего	1	6
499	в слове	1	6
500	ни к	1	6
501	с его	6	6
502	этом отношении	2	6
503	по существу	4	6
504	с той	1	6
505	к своему	4	6
506	не столь	1	6
507	для которого	1	6
508	на свете	2	6
509	только к	1	6
510	первый план	1	6
511	дело не	2	6
512	когда он	5	6
513	нового времени	5	6
514	стороны и	4	6
515	ли в	3	6
516	не к	1	6
517	часто даже	1	5
518	от одного	1	5
519	вот что	1	5
520	из самых	2	5
521	или на	1	5
522	к самому	1	5
523	есть тот	1	5
524	в этот	1	5
525	это же	1	5
526	и когда	2	5
527	то чтобы	1	5
528	и еще	4	5
529	к этому	11	5
530	как такового	1	5
531	виде и	1	5
532	на себя	10	5
533	я не	4	5
534	обстоятельство что	3	5
535	отдельно от	2	5
536	в каждом	3	5
537	о себе	1	5
538	чем больше	1	5
539	и тот	6	5
540	и хотя	3	5
541	доходит до	1	5
542	между тем	6	5
543	мы видели	1	5
544	первую очередь	2	5
545	iii в	7	5
546	его на	5	5
547	сводится к	1	5
548	подобно тому	1	5
549	текста и	1	5
550	нам в	1	5
551	ничем не	4	5
552	и кончая	1	5
553	своей собственной	1	5
554	да еще	3	5
555	тех пор	5	5
556	только один	2	5
557	и вся	1	5
558	к людям	1	5
559	это ясно	1	5
560	если только	1	5
561	он должен	1	5
562	из отдельных	1	5
563	для всякого	1	5
564	о нем	1	5
565	что с	4	5
566	раз в	3	5
567	что ни	7	5
568	том виде	1	5
569	которые как	1	5
570	этот раз	2	5
571	по его	2	5
572	до н	1	5
573	у того	6	5
574	человека в	4	5
575	человека и	2	5
576	как то	1	5
577	человека из	1	5
578	все что	6	5
579	лет назад	2	5
580	из всех	3	5
581	в собственном	1	5
582	когда в	1	5
583	себя не	1	5
584	сам же	2	5
585	до того	4	5
586	в первую	2	5
587	больше чем	4	5
588	находит в	1	5
589	с большим	4	5
590	с этими	1	5
591	или из	1	5
592	себя в	3	5
593	свое собственное	1	5
594	том чтобы	4	5
595	менее в	2	5
596	но еще	2	5
597	в поисках	3	5
598	по мнению	2	5
599	по содержанию	3	5
600	за то	2	5
601	одним из	2	5
602	как его	4	5
603	себе не	2	5
604	чтобы понять	1	5
605	что эта	2	5
606	хотя в	3	5
607	в нее	1	5
608	какой мере	2	5
609	бы его	1	5
610	о его	4	5
611	собственном смысле	1	5
612	образом и	2	5
613	не требует	1	5
614	за что	1	5
615	v в	1	5
616	ли он	1	5
617	знает что	2	5
618	не знаем	1	5
619	здесь и	3	5
620	или к	2	5
621	нет ни	2	5
622	они не	2	5
623	том числе	2	5
624	не для	1	5
625	сказать и	1	5
626	он говорит	3	5
627	его не	3	5
628	тому как	1	5
629	в пределах	3	5
630	от того	2	5
631	отношение к	7	5
632	для обозначения	2	5
633	в известной	3	5
634	тем как	2	4
635	и был	2	4
636	не хочет	6	4
637	и само	1	4
638	в духе	1	4
639	в мир	1	4
640	меня в	2	4
641	я могу	1	4
642	но мы	1	4
643	знал что	1	4
644	своим собственным	1	4
645	о них	1	4
646	и те	1	4
647	мы тоже	1	4
648	любви к	5	4
649	к ним	5	4
650	мы конечно	1	4
651	трагедии и	2	4
652	на котором	1	4
653	это обстоятельство	3	4
654	для своего	1	4
655	одно из	3	4
656	тем больше	1	4
657	можно судить	1	4
658	человек и	1	4
659	в эту	1	4
660	под влиянием	2	4
661	человека а	2	4
662	было только	1	4
663	должны были	2	4
664	а тем	1	4
665	что только	1	4
666	от нее	5	4
667	он только	1	4
668	для нашего	1	4
669	можно назвать	1	4
670	для каждого	1	4
671	это время	2	4
672	нет в	1	4
673	бросается в	1	4
674	в свою	12	4
675	для нее	1	4
676	и наиболее	1	4
677	я в	1	4
678	без его	1	4
679	указывают на	1	4
680	той же	2	4
681	начиная с	1	4
682	у них	1	4
683	входящих в	1	4
684	именно к	1	4
685	на что	2	4
686	ничего кроме	1	4
687	себя самого	1	4
688	чтобы ее	1	4
689	на душе	1	4
690	на одном	1	4
691	сразу же	5	4
692	отличие от	5	4
693	то обстоятельство	3	4
694	при всем	5	4
695	числе и	2	4
696	в каком-то	1	4
697	он с	2	4
698	от него	2	4
699	к этой	2	4
700	дело с	4	4
701	по всему	3	4
702	она уже	1	4
703	во втором	2	4
704	требует от	4	4
705	собой разумеется	3	4
706	то не	1	4
707	равно как	7	4
708	за ним	3	4
709	например в	3	4
710	поскольку он	1	4
711	диониса и	1	4
712	мы увидим	1	4
713	в глаза	3	4
714	начиная от	2	4
715	людей из	1	4
716	себе отчет	2	4
717	должен быть	2	4
718	наряду с	4	4
719	для ее	1	4
720	ее не	1	4
721	она и	2	4
722	прийти к	1	4
723	там и	3	4
724	что вы	2	4
725	и она	1	4
726	без которого	1	4
727	которой она	1	4
728	представляется нам	2	4
729	iv в	9	4
730	и всякого	1	4
731	бы к	2	4
732	именно потому	2	4
733	и никогда	1	4
734	с которым	3	4
735	иное чем	1	4
736	а как	2	4
737	не отличается	1	4
738	к одной	2	4
739	в сущности	3	4
740	этой точки	1	4
741	или его	2	4
742	если это	1	4
743	все на	1	4
744	себя и	2	4
745	друг от	1	4
746	который и	1	4
747	сразу и	1	4
748	только тем	1	4
749	им в	1	4
750	мог бы	1	4
751	дает нам	1	4
752	ему в	1	4
753	бы на	2	4
754	со своим	1	4
755	чем он	1	4
756	от друга	1	4
757	что к	4	4
758	в ту	2	4
759	при таком	1	4
760	перед собой	1	4
761	войти в	2	4
762	для нашей	1	4
763	что эти	1	4
764	до тех	5	4
765	всю свою	2	4
766	если она	2	4
767	что из	2	4
768	на это	3	4
769	одного из	4	4
770	бы он	3	4
771	образов и	1	4
772	только после	3	4
773	на родину	1	3
774	в душе	1	3
775	еще раз	1	3
776	и говорить	1	3
777	не столько	3	3
778	чтобы в	3	3
779	как об	1	3
780	всю эту	1	3
781	в до	1	3
782	модели и	1	3
783	а что	1	3
784	значение только	1	3
785	представляет собой	5	3
786	времени в	2	3
787	что вся	1	3
788	образом что	1	3
789	они должны	1	3
790	образом как	1	3
791	находится в	1	3
792	чего он	1	3
793	в атмосфере	1	3
794	от них	2	3
795	но так	1	3
796	мы видим	2	3
797	обо всем	1	3
798	и мы	5	3
799	к их	2	3
800	на которую	1	3
801	соотношение между	1	3
802	еще больше	4	3
803	чем в	5	3
804	вещей и	2	3
805	я и	2	3
806	если я	1	3
807	больше всего	4	3
808	а для	2	3
809	я на	2	3
810	только от	1	3
811	свое место	1	3
812	много и	1	3
813	эти слова	1	3
814	дела и	1	3
815	из нас	1	3
816	вот в	1	3
817	них не	1	3
818	был в	1	3
819	образом в	2	3
820	его к	1	3
821	его из	1	3
822	из таких	1	3
823	и далее	1	3
824	и та	1	3
825	разобраться в	1	3
826	для человека	2	3
827	от своего	2	3
828	на месте	3	3
829	а уже	1	3
830	от чего	1	3
831	с такими	1	3
832	связанные с	1	3
833	к какому	1	3
834	сравнению с	3	3
835	не входит	1	3
836	тоже по	1	3
837	это был	1	3
838	но тут	1	3
839	всем этом	1	3
840	такую же	3	3
841	совсем другой	3	3
842	по сравнению	3	3
843	в новой	2	3
844	не сам	2	3
845	каждой из	4	3
846	со всей	1	3
847	речь идет	5	3
848	на основании	3	3
849	знаем что	1	3
850	каждый из	1	3
851	было и	1	3
852	в отличие	3	3
853	и самих	1	3
854	может не	1	3
855	что будет	1	3
856	совсем иное	1	3
857	которое имеет	1	3
858	один и	3	3
859	пока не	2	3
860	то ясно	1	3
861	в каждой	2	3
862	в одной	2	3
863	только он	1	3
864	этих двух	2	3
865	стоит и	1	3
866	и свои	1	3
867	и других	1	3
868	каждом из	2	3
869	в самых	1	3
870	но при	2	3
871	ни один	1	3
872	взывает к	1	3
873	г и	2	3
874	кто не	1	3
875	разве только	1	3
876	богами и	1	3
877	одного и	1	3
878	место в	1	3
879	в голову	2	3
880	другой и	1	3
881	происходит в	1	3
882	и сами	1	3
883	которая была	1	3
884	рассказ о	1	3
885	которых она	1	3
886	к полной	1	3
887	в первом	2	3
888	мысль о	1	3
889	весь этот	1	3
890	там же	1	3
891	кого не	1	3
892	остается только	2	3
893	это опять	1	3
894	и такие	1	3
895	с помощью	4	3
896	превращается в	1	3
897	всего этого	1	3
898	но этот	1	3
899	чтобы они	2	3
900	она ни	1	3
901	тех случаях	1	3
902	речь о	1	3
903	этом же	1	3
904	о ней	2	3
905	от ее	3	3
906	представим себе	1	3
907	ее и	1	3
908	всех богов	1	3
909	последние десятилетия	2	3
910	после того	3	3
911	т е	18	3
912	что между	2	3
913	видит в	1	3
914	а к	1	3
915	и что-нибудь	1	3
916	в последние	2	3
917	должен был	6	3
918	на этом	3	3
919	ли это	1	3
920	говорил о	1	3
921	л в	1	3
922	нет никаких	2	3
923	в системе	1	3
924	за ними	1	3
925	важно только	1	3
926	нем и	1	3
927	друг другу	3	3
928	в первой	3	3
929	столь же	5	3
930	за себя	1	3
931	речи о	4	3
932	и действительно	1	3
933	его с	1	3
934	должна быть	2	3
935	на ее	4	3
936	самой жизни	1	3
937	о которой	2	3
938	из того	3	3
939	мы понимаем	3	3
940	конечно в	2	3
941	любовь и	2	3
942	относятся к	1	3
943	с ними	1	3
944	со стороны	16	3
945	всей своей	1	3
946	о любви	3	3
947	язык и	1	3
948	и достаточно	1	3
949	общей форме	1	3
950	хотя это	2	3
951	в середине	1	3
952	он хочет	1	3
953	достаточно ясно	1	3
954	в образе	5	3
955	том же	2	3
956	в и	3	3
957	формы и	1	3
958	выходит за	1	3
959	не думает	1	3
960	человеком а	1	3
961	от которого	1	3
962	нас здесь	1	3
963	этого акта	1	3
964	никуда не	1	3
965	убеждаемся в	1	3
966	в конкретной	1	3
967	жизни это	1	3
968	как она	2	3
969	помнить что	1	3
970	случаях когда	1	3
971	как ее	2	3
972	остановимся на	1	3
973	не стал	2	3
974	при его	2	3
975	еще до	1	3
976	она должна	2	3
977	то чего	1	3
978	я вас	1	3
979	думать что	1	3
980	в понимании	1	3
981	нуждается в	2	3
982	ничего подобного	1	3
983	в чисто	1	3
984	котором он	2	3
985	общности в	1	2
986	образов в	1	2
987	о будущем	2	2
988	он считает	1	2
989	для античности	1	2
990	советского союза	1	2
991	эта идея	1	2
992	ли его	1	2
993	в с	2	2
994	будет ли	1	2
995	чтобы она	1	2
996	что наш	1	2
997	или для	1	2
998	из двух	3	2
999	большое распространение	1	2
1000	к каким	1	2
1001	уверен в	2	2
1002	либо в	4	2
1003	уже нет	1	2
1004	прошлого века	1	2
1005	в суть	1	2
1006	по тому	4	2
1007	понять как	1	2
1008	только благодаря	1	2
1009	его жизни	2	2
1010	другого а	1	2
1011	вот теперь	1	2
1012	из жизни	2	2
1013	для данного	1	2
1014	они относятся	1	2
1015	же его	2	2
1016	свою очередь	10	2
1017	то его	1	2
1018	так называемых	1	2
1019	точке зрения	1	2
1020	друг на	1	2
1021	ii в	3	2
1022	в прошлом	1	2
1023	него не	1	2
1024	на сцене	7	2
1025	отношения в	1	2
1026	ли что	1	2
1027	мало кто	1	2
1028	о связи	1	2
1029	но поскольку	1	2
1030	ближе к	3	2
1031	все его	2	2
1032	землю и	1	2
1033	если у	1	2
1034	и хотели	1	2
1035	можем найти	1	2
1036	они будут	2	2
1037	в следующем	1	2
1038	для иллюстрации	1	2
1039	понимать именно	1	2
1040	и некоторые	1	2
1041	не нуждается	1	2
1042	есть вполне	1	2
1043	с изображением	1	2
1044	слишком много	1	2
1045	здесь ни	1	2
1046	в греции	1	2
1047	же все	1	2
1048	он дал	2	2
1049	если кто-нибудь	1	2
1050	этого достаточно	1	2
1051	чтобы он	1	2
1052	не отличаются	2	2
1053	только об	1	2
1054	с общим	1	2
1055	еще два	1	2
1056	перед лицом	2	2
1057	уже одно	1	2
1058	для изображения	1	2
1059	который так	1	2
1060	они были	2	2
1061	бы ни	1	2
1062	поздней античности	1	2
1063	не случайно	3	2
1064	он его	1	2
1065	в число	1	2
1066	вообще нет	1	2
1067	следовательно не	1	2
1068	для самого	1	2
1069	преступления и	1	2
1070	бы они	1	2
1071	да не	2	2
1072	он уже	1	2
1073	с тремя	1	2
1074	до времени	1	2
1075	героя в	1	2
1076	слов в	2	2
1077	не приходит	2	2
1078	никакому сомнению	1	2
1079	здесь он	1	2
1080	по адресу	1	2
1081	что большинство	1	2
1082	том и	1	2
1083	дать в	1	2
1084	которому принадлежит	1	2
1085	находим у	1	2
1086	одновременно с	1	2
1087	по отношению	6	2
1088	обращается к	4	2
1089	героев и	1	2
1090	мы имели	1	2
1091	нем только	1	2
1092	ему и	3	2
1093	которого не	1	2
1094	возникает вопрос	1	2
1095	десять раз	2	2
1096	жизни мы	1	2
1097	сам он	3	2
1098	и довольно	1	2
1099	их самих	1	2
1100	если принять	1	2
1101	к своим	2	2
1102	которое не	1	2
1103	и любовь	2	2
1104	у меня	5	2
1105	на два	1	2
1106	тот и	1	2
1107	из которой	2	2
1108	пользуется для	1	2
1109	не понимает	1	2
1110	вслед за	1	2
1111	всякий смысл	1	2
1112	на которые	3	2
1113	сообщением о	1	2
1114	и там	3	2
1115	с людьми	1	2
1116	и дать	2	2
1117	тот самый	1	2
1118	в глазах	10	2
1119	и раньше	1	2
1120	ли можно	1	2
1121	а уж	1	2
1122	для этих	1	2
1123	в произведениях	2	2
1124	не из	1	2
1125	у вас	1	2
1126	остается для	1	2
1127	в свое	2	2
1128	что ему	4	2
1129	всегда можно	1	2
1130	со мной	1	2
1131	мог быть	1	2
1132	основе своей	2	2
1133	ее на	2	2
1134	нам не	1	2
1135	тоже в	1	2
1136	видя в	1	2
1137	лиц и	1	2
1138	том который	1	2
1139	на которой	1	2
1140	участие в	1	2
1141	когда же	1	2
1142	к самой	1	2
1143	понимает что	2	2
1144	от всех	1	2
1145	этих условиях	1	2
1146	плавта и	7	2
1147	по городу	1	2
1148	в стороне	1	2
1149	было до	1	2
1150	у еврипида	2	2
1151	на фоне	2	2
1152	и со	2	2
1153	и я	3	2
1154	со своей	2	2
1155	мы убеждаемся	1	2
1156	то естественно	1	2
1157	бы этот	1	2
1158	и таким	1	2
1159	а так	1	2
1160	бы это	1	2
1161	на них	3	2
1162	но его	2	2
1163	которого и	2	2
1164	значение так	1	2
1165	греческих слов	1	2
1166	что пока	1	2
1167	в комедии	22	2
1168	не с	2	2
1169	же что	1	2
1170	ним как	1	2
1171	у кого	2	2
1172	у поэта	1	2
1173	человека с	2	2
1174	слова или	1	2
1175	происходит от	1	2
1176	в указанной	1	2
1177	ведь мы	1	2
1178	свою роль	1	2
1179	являются не	1	2
1180	во многом	1	2
1181	все больше	1	2
1182	такой же	2	2
1183	право на	1	2
1184	их на	1	2
1185	и эта	2	2
1186	хотя он	1	2
1187	человек не	1	2
1188	со своими	1	2
1189	которой мы	2	2
1190	за счет	1	2
1191	больше того	2	2
1192	о и	1	2
1193	изображает себя	1	2
1194	почему в	2	2
1195	нет здесь	1	2
1196	чего не	1	2
1197	в момент	1	2
1198	который ее	1	2
1199	его за	3	2
1200	этот момент	1	2
1201	строго говоря	1	2
1202	что человек	1	2
1203	раз с	1	2
1204	то ли	4	2
1205	приходит к	2	2
1206	над ними	1	2
1207	и должен	1	2
1208	разговоре с	1	2
1209	что по	2	2
1210	роль в	3	2
1211	почти все	1	2
1212	и стал	1	2
1213	ли не	6	2
1214	моменты в	1	2
1215	известно что	1	2
1216	является самым	1	2
1217	из других	1	2
1218	жизни когда	1	2
1219	и какова	1	2
1220	здесь у	1	2
1221	не должен	1	2
1222	что никогда	1	2
1223	тоже ничего	1	2
1224	а после	3	2
1225	а пока	1	2
1226	близкой к	1	2
1227	входящего в	1	2
1228	ни одного	1	2
1229	здесь прежде	1	2
1230	будет и	1	2
1231	и остается	1	2
1232	бы совершенно	1	2
1233	уже более	1	2
1234	за него	1	2
1235	же она	1	2
1236	без того	1	2
1237	или очень	1	2
1238	для понимания	3	2
1239	от себя	2	2
1240	нем не	1	2
1241	они могут	1	2
1242	не давая	1	2
1243	ни малейшей	1	2
1244	чем более	1	2
1245	несколько слов	1	2
1246	и готов	3	2
1247	в состоянии	1	2
1248	ним в	2	2
1249	являются в	1	2
1250	отношения между	2	2
1251	действий и	1	2
1252	из людей	1	2
1253	ли мы	1	2
1254	при изучении	1	2
1255	дошедшего до	1	2
1256	в изображении	3	2
1257	также в	2	2
1258	человек в	1	2
1259	и жизнь	2	2
1260	как например	2	2
1261	остается в	3	2
1262	слов или	1	2
1263	из последних	1	2
1264	не видят	1	2
1265	не дает	5	2
1266	слова мы	1	2
1267	однако едва	1	2
1268	действующих лиц	7	2
1269	мужа и	1	2
1270	не приходится	5	2
1271	в семье	2	2
1272	характером и	1	2
1273	при первом	1	2
1274	с типом	1	2
1275	т п	5	2
1276	об этих	1	2
1277	здесь также	1	2
1278	в ст	3	2
1279	сведения о	1	2
1280	образом на	1	2
1281	представление об	1	2
1282	насилия и	1	2
1283	вполне сознательно	1	2
1284	в один	1	2
1285	на рубеже	2	2
1286	представляет себе	1	2
1287	мы встречаем	1	2
1288	достаточно в	1	2
1289	от жизни	1	2
1290	как с	1	2
1291	утешения в	1	2
1292	а по	5	2
1293	не зная	5	2
1294	здесь были	1	2
1295	подходит к	1	2
1296	нас от	1	2
1297	от их	1	2
1298	отличаются от	1	2
1299	образом если	1	2
1300	у плавта	6	2
1301	о своей	1	2
1302	к будущему	1	2
1303	и поскольку	1	2
1304	нам возможность	1	2
1305	за свое	2	2
1306	правда не	1	2
1307	в которые	2	2
1308	признать что	5	2
1309	самое главное	1	2
1310	деле здесь	1	2
1311	борется с	1	2
1312	мало чем	1	2
1313	и между	1	2
1314	можно усмотреть	1	2
1315	и два	1	2
1316	друга и	2	2
1317	на каждом	1	2
1318	в обоих	2	2
1319	среди которых	4	2
1320	действия и	2	2
1321	основанная на	1	2
1322	известной степени	2	2
1323	и под	1	2
1324	тот его	1	2
1325	ею и	1	2
