N	2gram	Tiupa_Narr	OGranits
160	более того	1	2
161	в особенности	4	1
162	нет истории	1	1
163	всего в	1	1
164	как к	2	1
165	к которому	2	1
166	который является	1	1
167	зрения и	2	1
168	и он	3	1
169	является для	1	1
170	один из	3	1
171	как ни	2	1
172	со времен	1	1
173	в столь	1	1
174	и здесь	1	1
175	осуществляется в	1	1
176	и столь	1	1
177	в цепь	1	1
178	явления как	1	1
179	отличие от	5	1
180	как же	1	1
181	что мы	2	1
182	на этом	1	1
183	они не	2	1
184	представляется не	1	1
185	которым можно	2	1
186	в хх	1	1
187	эта особенность	1	1
188	художественного высказывания	2	1
189	указать на	1	1
190	картины мира	5	1
191	и который	1	1
192	разных местах	1	1
193	сводятся к	1	1
194	говоря и	1	1
195	на том	3	1
196	такого рода	7	1
197	это все	2	1
198	высказывания и	3	1
199	более или	2	1
200	может идти	1	1
201	внимание на	1	1
202	потому что	1	1
203	в значительной	2	1
204	хх веке	1	1
205	же как	3	1
206	или иных	1	1
207	воспринимающее сознание	1	1
208	ту или	2	1
209	и более	1	1
210	мы имеем	2	1
211	и у	1	1
212	также и	1	1
213	это и	3	1
214	совсем не	1	1
215	мира это	1	1
216	тому как	2	1
217	в субъекте	1	1
218	все то	2	1
219	есть его	1	1
220	быть не	1	1
221	и должна	1	1
222	которых он	1	1
223	он и	1	1
224	своем составе	1	1
225	его и	1	1
226	ними и	1	1
227	не всегда	2	1
228	в своем	2	1
229	речи которая	1	1
230	или же	1	1
231	и тогда	1	1
232	этот момент	1	1
233	речи и	1	1
234	этом отношении	3	1
235	необходимо учитывать	1	1
236	время в	2	1
237	с языком	1	1
238	в вечности	1	1
239	мысли и	1	1
240	тем не	3	1
241	как это	6	1
242	нее как	1	1
243	но может	1	1
244	объединены в	1	1
245	входя в	1	1
246	и через	1	1
247	общения с	1	1
248	об этом	1	1
249	не имеем	1	1
250	только потому	1	1
251	никто не	1	1
252	жизни литературного	1	1
253	говоря словами	2	1
254	и определяет	1	1
255	на самом	1	1
256	или иную	2	1
257	в различных	1	1
258	уже была	1	1
259	и тот	2	1
260	можно было	2	1
261	в этой	5	1
262	иметь в	1	1
263	в начале	1	1
264	ни одна	1	1
265	в виду	1	1
266	в нашей	1	1
267	к другому	2	1
268	быть может	2	1
269	и до	2	1
270	есть акт	1	1
271	сводится к	3	1
272	истории и	2	1
273	интонации и	1	1
274	и есть	2	1
275	для своей	2	1
276	они сводятся	1	1
277	подобно тому	2	1
278	но это	1	1
279	только то	1	1
280	него а	1	1
281	позиции в	1	1
282	по себе	5	1
283	в совершенно	1	1
284	они хотят	1	1
285	все равно	1	1
286	косвенной речи	1	1
287	по своей	3	1
288	же время	4	1
289	и иных	1	1
290	его в	2	1
291	со всеми	1	1
292	то или	3	1
293	отметить что	1	1
294	как то	1	1
295	каждый из	2	1
296	а на	1	1
297	связь с	1	1
298	а лишь	1	1
299	или иное	2	1
300	однако если	1	1
301	оказывается с	1	1
302	ко второму	1	1
303	не было	2	1
304	когда мы	2	1
305	связи с	4	1
306	или достоевского	1	1
307	если не	4	1
308	же не	4	1
309	этой точки	2	1
310	как известно	2	1
311	что касается	2	1
312	о возможности	1	1
313	состоит в	13	1
314	не знает	1	1
315	или в	2	1
316	от одного	2	1
317	в основе	5	1
318	в организации	2	1
319	и там	1	1
320	же самое	1	1
321	из нее	1	1
322	и над	1	1
323	в отличие	5	1
324	носителем и	1	1
325	их в	1	1
326	нет и	2	1
327	два возможных	1	1
328	хотя они	1	1
329	как социальная	1	1
330	одним из	2	1
331	отношение к	2	1
332	между людьми	1	1
333	сказать что	4	1
334	на себя	3	1
335	в конечном	3	1
336	ему в	2	1
337	или менее	2	1
338	но имеется	1	1
339	всем протяжении	1	1
340	задачу данной	1	1
341	сдвиг в	1	1
342	конечном счете	2	1
343	в конце	1	1
344	произведения не	1	1
345	образом не	1	1
346	обратимся к	3	1
347	выборе и	1	1
348	одной из	4	1
349	например в	2	1
350	свести к	1	1
351	детей и	1	1
352	как несомненно	1	1
353	границы этого	1	1
354	взаимодействия людей	1	1
355	но далеко	1	1
356	за которым	1	1
357	и как	5	1
358	относительно устойчивых	1	1
359	в понимании	1	1
360	как о	1	1
361	вплоть до	2	1
362	всякое высказывание	1	1
363	все время	1	1
364	что он	6	1
365	столь же	3	1
366	в собственном	2	1
367	времени в	2	1
368	звучит один	1	1
369	случаях когда	1	1
370	или даже	2	1
371	не существует	3	1
372	всем своем	1	1
373	далеко не	5	1
374	бы быть	3	1
375	в мире	9	1
376	который в	2	1
377	одна из	3	1
378	этого слова	2	1
379	в которых	1	1
380	времени эта	1	1
381	но не	6	1
382	эта категория	1	1
383	включает в	2	1
384	именно с	1	1
385	здесь и	2	1
386	одно из	2	1
387	с его	6	1
388	на одном	1	1
389	себя и	2	1
390	оно может	2	1
391	по поводу	1	1
392	тех или	1	1
393	говорить и	1	1
394	на всем	1	1
395	выбора все	1	1
396	быть и	1	1
397	в то	3	1
398	отбора и	1	1
399	связаны между	1	1
400	один и	1	1
401	к двум	1	1
402	не отвечает	1	1
403	отнюдь не	5	1
404	историческом событии	2	1
405	следует иметь	1	1
406	может и	1	1
407	и оно	1	1
408	когда в	1	1
409	полагая что	1	1
410	в себя	6	1
411	в системе	1	1
412	с ее	3	1
413	того же	1	1
414	в едином	1	1
415	и голоса	1	1
416	общения то	2	1
417	подхода к	1	1
418	в самой	1	1
419	только о	2	1
420	от него	1	1
421	эта возможность	1	1
422	что вообще	1	1
423	само по	1	1
424	как для	1	1
425	к нему	5	1
426	едва ли	1	1
427	сливаются в	1	1
428	не смог	1	1
429	встречаются в	1	1
430	тем более	2	1
431	особенно в	3	1
432	не входит	1	1
433	внутренней речи	1	1
434	проникновению в	1	1
435	обратиться к	1	1
436	себе а	1	1
437	и сами	1	1
438	нам представляется	1	1
439	еще не	7	1
440	ценностный кругозор	1	1
