N	2gram	Tiupa_Narr	Vvedenie
299	в своем	7	3
300	может оказаться	2	3
301	в зависимости	3	3
302	или иной	6	3
303	и вообще	1	3
304	что она	3	3
305	одна из	5	3
306	как будто	4	3
307	здесь не	4	3
308	текст и	1	3
309	он сам	4	3
310	к этому	2	3
311	нуждается в	1	3
312	для этого	1	3
313	понять что	1	3
314	смысле как	1	3
315	мы видели	1	3
316	гораздо более	1	3
317	к нему	5	3
318	никогда не	8	3
319	или иным	2	2
320	при жизни	1	2
321	с которыми	1	2
322	ближе к	1	2
323	во всем	1	2
324	еще при	1	2
325	так и	12	2
326	что они	1	2
327	находятся в	1	2
328	во втором	6	2
329	этому времени	1	2
330	на языке	1	2
331	нами не	2	2
332	на протяжении	12	2
333	и сейчас	1	2
334	первом случае	3	2
335	собой в	1	2
336	должна быть	2	2
337	мы не	5	2
338	несмотря на	1	2
339	из того	1	2
340	о них	5	2
341	это уже	3	2
342	он и	2	2
343	мысли и	1	2
344	сам по	1	2
345	какой бы	1	2
346	нашего времени	1	2
347	после этого	1	2
348	истории в	8	2
349	не исчерпывается	1	2
350	о которой	3	2
351	и сама	2	2
352	иначе но	1	2
353	можно представить	1	2
354	себя в	4	2
355	для них	2	2
356	не столько	2	2
357	у нас	4	2
358	в формах	2	2
359	в следующем	2	2
360	все равно	2	2
361	то она	1	2
362	к тексту	1	2
363	посредством которых	1	2
364	в своих	2	2
365	не было	3	2
366	истории не	3	2
367	этой точки	1	2
368	этого не	2	2
369	ни одна	1	2
370	что к	1	2
371	именно оно	1	2
372	и с	3	2
373	будто бы	2	2
374	изложения и	1	2
375	знание языка	1	2
376	это еще	1	2
377	значение в	1	2
378	виде в	1	2
379	с конца	1	2
380	жизни и	7	2
381	не со	1	2
382	том или	1	2
383	например в	2	2
384	значении этого	1	2
385	тому что	4	2
386	в ряде	2	2
387	случае не	1	2
388	в наиболее	2	2
389	и без	1	2
390	в связи	3	2
391	подобно тому	4	2
392	следует понимать	1	2
393	в соответствии	8	2
394	и так	1	2
395	в до	1	2
396	есть только	1	2
397	том смысле	1	2
398	к своему	2	2
399	или ином	1	2
400	и со	1	2
401	тем или	2	2
402	по тем	1	2
403	по его	3	2
404	сказано было	1	2
405	не до	1	2
406	но уже	2	2
407	попытка понять	1	2
408	себе и	2	2
409	со словом	1	2
410	в каждой	1	2
411	этих случаях	1	2
412	могло бы	3	2
413	не иначе	1	2
414	казалось бы	2	2
415	как сказано	1	2
416	во всех	2	2
417	этих двух	2	2
418	когда под	1	2
419	сам же	1	2
420	большей части	5	2
421	которая как	1	2
422	не говоря	1	2
423	при всей	5	2
424	и потому	2	2
425	одного отдельного	1	2
426	которые не	1	2
427	но как	3	2
428	мы можем	2	2
429	а с	2	2
430	не существует	3	2
431	не могли	1	2
432	как следует	1	2
433	что мы	2	2
434	на свои	1	2
435	так называемая	2	2
436	мы уже	1	2
437	ничего не	8	2
438	английский язык	1	2
439	в свою	4	2
440	задний план	1	2
441	центре внимания	2	2
442	тому как	4	2
443	так называемую	1	2
444	и собственно	1	2
445	это очевидно	1	2
446	из его	1	2
447	уже знаем	1	2
448	у них	1	2
449	еще раз	3	2
450	мы должны	1	2
451	уже было	1	2
452	быть и	3	2
453	не мог	7	2
454	себя со	1	2
455	для нее	2	2
456	именно на	1	2
457	народов и	1	2
458	но зато	4	2
459	если же	2	2
460	объяснить его	1	2
461	отношении к	1	2
462	речь идет	3	2
463	свое существование	1	2
464	точно так	2	2
465	в тех	1	2
466	от других	1	2
467	в форме	7	2
468	художественной литературы	1	2
469	внимания к	1	2
470	слове но	1	2
471	и до	1	2
472	этой стороны	1	2
473	тогда как	23	2
474	в обоих	4	2
475	каждый из	3	2
476	свою очередь	2	2
477	она была	2	2
478	обратим внимание	2	2
479	как будет	1	2
480	состоит в	19	2
481	составляет его	1	2
482	что можно	1	2
483	одно и	2	2
484	текст может	1	2
485	соответствии с	7	2
486	самой своей	1	2
487	природы и	1	2
488	мог бы	1	2
489	из истории	1	2
490	значение и	1	2
491	должно быть	1	2
492	это делает	1	2
493	одного и	2	2
494	произведения и	1	2
495	них не	1	2
496	языка как	1	2
497	а так	1	2
498	все время	2	2
499	тем более	2	2
500	иной раз	1	2
501	с помощью	2	2
502	что именно	2	2
503	на то	4	2
504	историю и	1	2
505	его к	1	2
506	слова как	1	2
507	преимущественно в	1	2
508	другие с	1	2
509	на котором	1	2
510	надо было	1	2
511	возникает и	2	2
512	но это	2	2
513	так называемые	1	2
514	его можно	1	2
515	бы в	2	2
516	жизни как	2	2
517	и совершенно	1	2
518	только о	1	2
519	на рубеже	2	2
520	не к	4	2
521	котором он	1	2
522	в сумме	1	1
523	имеет возможность	1	1
524	из поля	1	1
525	что было	1	1
526	путь не	1	1
527	иначе говоря	14	1
528	то в	4	1
529	обращена к	1	1
530	и составляет	2	1
531	на других	1	1
532	все что	4	1
533	новейшее время	1	1
534	себе самому	5	1
535	та же	2	1
536	общения в	1	1
537	степени в	1	1
538	его нельзя	1	1
539	от его	2	1
540	они не	3	1
541	может не	1	1
542	различие между	1	1
543	к человеку	1	1
544	в момент	1	1
545	бы то	1	1
546	похожи на	2	1
547	жить в	1	1
548	достаточно одного	1	1
549	о человеке	1	1
550	исторической жизни	1	1
551	внимания как	1	1
552	какой она	1	1
553	к одной	1	1
554	жизни а	4	1
555	нужно было	1	1
556	которая в	2	1
557	форме так	1	1
558	что каждый	1	1
559	как к	3	1
560	за исключением	1	1
561	именно он	1	1
562	он только	1	1
563	бы составить	1	1
564	том числе	1	1
565	и прочих	2	1
566	которых мы	1	1
567	с мнением	1	1
568	но еще	1	1
569	различными по	1	1
570	для себя	3	1
571	здесь возможен	1	1
572	отношения к	1	1
573	можно наглядно	1	1
574	xix столетия	4	1
575	еще более	1	1
576	человеческого общения	1	1
577	однако и	5	1
578	новое и	2	1
579	для него	8	1
580	историю человечества	1	1
581	которых он	1	1
582	мере что	1	1
583	ни было	1	1
584	бы на	1	1
585	связи в	1	1
586	именно она	1	1
587	каким он	3	1
588	с ним	6	1
589	который можно	1	1
590	и восприятия	1	1
591	имеем дело	4	1
592	что при	1	1
593	это обычно	1	1
594	было не	1	1
595	принципе не	1	1
596	средствами языка	1	1
597	по слову	3	1
598	в литературе	8	1
599	различного рода	3	1
600	говорится в	1	1
601	проникновения в	2	1
602	ее в	1	1
603	историю не	1	1
604	для нас	2	1
605	этом втором	1	1
606	за ее	1	1
607	выше чем	1	1
608	интерес к	3	1
609	состоящий в	1	1
610	которого история	1	1
611	все свое	1	1
612	указание на	1	1
613	в культуре	3	1
614	слова в	4	1
615	и о	4	1
616	с каждым	1	1
617	ранее не	1	1
618	а есть	1	1
619	на самом	1	1
620	и объяснить	1	1
621	таков в	1	1
622	свои вопросы	1	1
623	его от	1	1
624	иного рода	2	1
625	в европейской	1	1
626	нет никакого	1	1
627	таком случае	1	1
628	себе не	1	1
629	уже говорилось	2	1
630	у него	13	1
631	по словам	2	1
632	что между	1	1
633	данности и	1	1
634	частности в	2	1
635	не на	1	1
636	различия между	1	1
637	выросло из	1	1
638	знания к	1	1
639	объект и	1	1
640	раз в	4	1
641	быть вполне	1	1
642	они сообщают	1	1
643	отношения между	1	1
644	что все	1	1
645	оно не	4	1
646	также в	2	1
647	этим объясняется	1	1
648	как не	1	1
649	как же	1	1
650	чтобы в	1	1
651	если не	4	1
652	более или	2	1
653	что ни	1	1
654	нам в	1	1
655	но на	1	1
656	или не	5	1
657	но он	2	1
658	реальной действительности	1	1
659	на свой	1	1
660	или в	7	1
661	относится и	1	1
662	однако что	1	1
663	целого но	1	1
664	осуществляется в	1	1
665	всех его	2	1
666	но совершенно	1	1
667	что у	6	1
668	начинается так	2	1
669	первой половины	1	1
670	с другими	1	1
671	и все	7	1
672	к сумме	1	1
673	естественно не	1	1
674	в некотором	2	1
675	содержание и	1	1
676	бытия и	1	1
677	еще в	4	1
678	есть в	1	1
679	быть только	1	1
680	иначе как	1	1
681	которые у	1	1
682	но для	5	1
683	опыта и	1	1
684	прямо не	1	1
685	дело здесь	1	1
686	слов с	1	1
687	о жизни	2	1
688	что когда-то	1	1
689	лишь к	1	1
690	очевидно что	1	1
691	слова а	1	1
692	значения и	2	1
693	в таком	4	1
694	в жизни	9	1
695	самому и	1	1
696	можно назвать	2	1
697	не остается	1	1
698	в стороне	1	1
699	меня в	1	1
700	давно уже	2	1
701	и соответственно	1	1
702	с той	2	1
703	участие в	2	1
704	свой собственный	1	1
705	не ограничивается	1	1
706	и последующих	1	1
707	лишь с	1	1
708	выражается в	1	1
709	встречается в	1	1
710	с ними	5	1
711	не предполагает	1	1
712	степени это	1	1
713	человек в	3	1
714	в цепи	1	1
715	нас нет	2	1
716	или даже	3	1
717	далеко не	6	1
718	обоих случаях	1	1
719	чем иным	2	1
720	на эту	1	1
721	что неизбежно	1	1
722	сообщение о	1	1
723	не от	1	1
724	как с	1	1
725	и искусно	1	1
726	о единстве	1	1
727	историей и	1	1
728	особенности в	1	1
729	и я	1	1
730	в новой	1	1
731	в такой	1	1
732	при изложении	1	1
733	отличается от	1	1
734	непременно должен	1	1
735	между собой	3	1
736	любви и	1	1
737	в новом	1	1
738	том как	3	1
739	образом для	1	1
740	это было	3	1
741	участия в	2	1
742	в итоге	4	1
743	которого не	1	1
744	и этих	1	1
745	так а	3	1
746	в сторону	1	1
747	них в	1	1
748	которая не	3	1
749	ли это	1	1
750	общем значении	1	1
751	тому же	9	1
752	для читателя	1	1
753	это бывает	1	1
754	к философскому	1	1
755	как именно	2	1
756	теперь и	2	1
757	говорит об	1	1
758	или менее	2	1
759	и у	4	1
760	слова о	1	1
761	жизнь была	1	1
762	и понимание	1	1
763	предстал в	1	1
764	всю ее	1	1
765	связано с	2	1
766	и другого	1	1
767	как произведение	1	1
768	а для	4	1
769	по поводу	3	1
770	вопроса о	1	1
771	не смешивать	1	1
772	ему не	1	1
773	самой себе	1	1
774	жизнь и	1	1
775	чтобы сделать	1	1
776	произведение в	1	1
777	не была	1	1
778	этом имеет	1	1
779	поскольку она	1	1
780	себя не	1	1
781	материал которой	1	1
782	для друга	2	1
783	это и	2	1
784	достаточно для	1	1
785	и дело	2	1
786	его и	2	1
787	того или	3	1
788	к нашему	1	1
789	он вовсе	1	1
790	совершенно не	1	1
791	его словам	1	1
792	человека в	2	1
793	с позиций	1	1
794	в уста	1	1
795	в противовес	3	1
796	реальным и	1	1
797	а к	3	1
798	памяти о	1	1
799	в полной	1	1
800	не принадлежит	1	1
801	и более	2	1
802	напомнить что	2	1
803	разумеется в	1	1
804	вытекает из	1	1
805	по ее	1	1
806	в действительности	2	1
807	иной области	1	1
808	по данному	1	1
809	что этот	1	1
810	и всеми	1	1
811	и внутренне	1	1
812	восприятия в	1	1
813	не означает	1	1
814	к слову	1	1
815	направлено на	1	1
816	в исторической	1	1
817	изложении в	1	1
818	тех же	1	1
819	говорил о	2	1
820	об ее	1	1
821	нельзя было	1	1
822	поскольку это	1	1
823	имеет право	1	1
824	превращается в	2	1
825	ней есть	1	1
826	он нам	1	1
827	еще на	1	1
828	не любил	1	1
829	таков что	1	1
830	другими словами	1	1
831	связь и	1	1
832	уже шла	1	1
833	мы его	2	1
834	обнаруживаются в	1	1
835	так сказать	4	1
836	наконец в	1	1
837	непонятно почему	1	1
838	не должен	1	1
839	автора и	2	1
840	речь выше	1	1
841	это то	1	1
842	в произведениях	3	1
843	выше но	1	1
844	одну из	1	1
845	но во	1	1
846	фактов не	1	1
847	сложности и	1	1
848	не по	5	1
849	быть не	3	1
850	она прежде	1	1
851	во многих	1	1
852	не всегда	4	1
853	из их	1	1
854	этот текст	1	1
855	имея в	1	1
856	просто не	1	1
857	собственных имен	1	1
858	в себя	3	1
859	и т.п	11	1
860	не раз	1	1
861	истории а	2	1
862	в которой	2	1
863	без чего	1	1
864	котором уже	1	1
865	лишь в	3	1
866	не будет	2	1
867	начале этой	1	1
868	между двумя	6	1
869	лишь на	1	1
870	вследствие этого	1	1
871	особенно важно	1	1
872	тексте не	1	1
873	не могло	3	1
874	письма и	1	1
875	если такая	1	1
876	смысле они	1	1
877	не приходится	1	1
878	и та	1	1
879	люди с	1	1
880	и является	2	1
881	втором случае	1	1
882	есть одновременно	1	1
883	своей работе	1	1
884	историю своей	1	1
885	не могла	2	1
886	как если	2	1
887	его характер	2	1
888	и тот	1	1
889	о своем	2	1
890	за пределы	1	1
891	целая цепь	1	1
892	заключает в	2	1
893	и соответствующих	1	1
894	русского языка	1	1
895	только тем	1	1
896	значительной степени	1	1
897	также не	2	1
898	случае с	2	1
899	впечатление что	1	1
900	только то	1	1
901	в xix	1	1
902	сомневаться в	2	1
903	и условий	1	1
904	он есть	1	1
905	рассуждение о	1	1
906	на практике	1	1
907	как один	1	1
908	для которой	1	1
909	должны были	1	1
910	а лишь	1	1
911	в спальню	1	1
912	иной степени	1	1
913	то ни	1	1
914	оно составляет	1	1
915	его отношение	1	1
916	он почувствовал	1	1
917	есть продукт	1	1
918	его собственной	1	1
919	настолько что	1	1
920	того кто	2	1
921	автора в	2	1
922	могло быть	2	1
923	был прав	1	1
924	своему характеру	2	1
925	легко представить	1	1
926	и форме	1	1
927	менее уже	1	1
928	как когда-то	1	1
929	место в	3	1
930	входит как	1	1
931	важное для	1	1
932	одного из	6	1
933	на две	2	1
934	впервые в	1	1
935	еще нет	1	1
936	к ним	2	1
937	в реальной	1	1
938	человечества и	1	1
939	в новейшее	1	1
940	рассказа в	5	1
941	она может	2	1
942	называет себя	1	1
943	главным образом	1	1
944	однако для	1	1
945	для такого	1	1
946	друг для	2	1
947	в ходе	4	1
948	настаивая на	1	1
949	собой лишь	1	1
950	действительности о	1	1
951	у меня	2	1
952	этом и	5	1
953	точку зрения	3	1
954	которое мы	1	1
955	к которому	1	1
956	зрения на	2	1
957	быть определено	1	1
958	место для	1	1
959	автор как	1	1
960	и от	3	1
961	из существенных	1	1
962	них как	2	1
963	для которого	1	1
964	теми же	1	1
965	претендовать на	1	1
966	ряде случаев	2	1
967	же в	6	1
968	которым в	1	1
969	русской литературы	1	1
970	знания о	1	1
971	нем не	2	1
972	момент в	1	1
973	слово но	2	1
974	жизни человечества	1	1
975	по одной	1	1
976	доступна нам	1	1
977	речь о	1	1
978	это прежде	1	1
979	знания но	1	1
980	слово не	1	1
981	он был	1	1
982	обращенной к	1	1
983	к исследованию	1	1
984	мира в	4	1
985	истории история	1	1
986	на всем	1	1
987	которые одновременно	1	1
988	приходится в	1	1
989	выходя из	2	1
990	для исследования	1	1
991	иначе его	1	1
992	или иного	3	1
993	во время	2	1
994	ведь и	1	1
995	только потому	1	1
996	и после	3	1
997	в системе	1	1
998	а главное	1	1
999	после смерти	2	1
1000	меньшей степени	2	1
1001	чтобы не	1	1
1002	именно это	1	1
1003	в самой	1	1
1004	дело обстоит	1	1
1005	с языком	2	1
1006	истории однако	1	1
1007	и особенно	1	1
1008	текста на	1	1
1009	тот же	1	1
1010	что на	4	1
1011	эту тему	1	1
1012	не то	1	1
1013	выражение и	1	1
1014	слова и	1	1
1015	в первой	3	1
1016	но поскольку	1	1
1017	вся эта	1	1
1018	никак не	5	1
1019	о ней	5	1
1020	без помощи	1	1
1021	в составе	2	1
1022	например когда	1	1
1023	обратиться к	2	1
1024	и ничего	1	1
1025	к автору	1	1
1026	того о	2	1
1027	более того	1	1
1028	судя по	1	1
1029	исследования в	1	1
1030	нечто иное	1	1
1031	в специальном	2	1
