N	2gram	Tiupa_Hudo	Hudozhes
340	дело не	2	4
341	в значительной	2	4
342	из этих	3	4
343	это была	1	4
344	не следует	4	4
345	человека и	2	4
346	иронии в	1	4
347	отношение к	7	4
348	та или	1	4
349	произведения не	1	4
350	к чужому	2	4
351	себе самому	1	4
352	из уст	1	4
353	от него	1	3
354	для всех	1	3
355	же и	1	3
356	русской литературе	2	3
357	тех кто	1	3
358	с этой	3	3
359	эстетической природы	2	3
360	эстетической целостности	1	3
361	к числу	1	3
362	по выражению	1	3
363	не бывает	1	3
364	по себе	2	3
365	речевого строя	1	3
366	я героя	3	3
367	между автором	2	3
368	героя как	2	3
369	за ним	1	3
370	начинается с	1	3
371	и внутренне	1	3
372	жизни ее	1	3
373	речь идет	2	3
374	тем в	1	3
375	раз и	1	3
376	субъекта самоопределения	1	3
377	духовной жизни	2	3
378	живет в	1	3
379	и т.п	7	3
380	чего не	1	3
381	точно так	1	3
382	смерти чиновника	1	3
383	и внутренней	1	3
384	перед ним	1	3
385	всего что	1	3
386	на наших	2	3
387	я с	5	3
388	в контексте	3	3
389	кругозора героя	1	3
390	который в	2	3
391	тем как	1	3
392	и другого	1	3
393	в системе	3	3
394	внутреннего мира	2	3
395	иронической художественности	1	3
396	всего в	1	3
397	иначе говоря	5	3
398	глядя на	1	3
399	этих двух	2	3
400	сверхличной заданности	2	3
401	мышления и	2	3
402	личности ее	1	3
403	противоречие между	1	3
404	отношения между	1	3
405	что его	1	3
406	но для	1	3
407	личности с	2	3
408	драматизма и	1	3
409	от этого	1	3
410	того и	1	3
411	жизни то	2	3
412	встрече с	1	3
413	художественности и	4	3
414	в круге	1	3
415	то ни	2	3
416	так что	1	3
417	действующих лиц	1	3
418	на свой	1	3
419	главного героя	1	3
420	когда мы	1	3
421	я в	13	3
422	бы быть	1	3
423	собачкой и	1	3
424	а как	1	3
425	чтобы не	2	3
426	не позволяет	1	3
427	русской культуре	1	3
428	внешнюю данность	1	3
429	в другой	1	3
430	не более	1	3
431	свою жизнь	2	3
432	читательского восприятия	2	3
433	и личной	1	3
434	к его	3	3
435	с такими	1	3
436	вместе с	1	3
437	от его	1	3
438	никто не	3	3
439	хотелось жить	1	3
440	другому человеку	1	3
441	в следующей	1	3
442	которая не	2	3
443	не во	1	3
444	свое время	1	3
445	художественного мира	2	3
446	поэтому не	1	3
447	в роли	3	3
448	идет о	2	3
449	наконец в	1	3
450	его личной	1	3
451	в состоянии	1	3
452	для меня	2	3
453	вступает в	2	3
454	как субъекта	1	3
455	времени и	2	3
456	каждый из	1	3
457	с нею	1	3
458	личности к	2	3
459	хотя и	4	3
460	все они	1	3
461	самоактуализации личности	1	3
462	жизни не	1	3
463	действующего лица	1	3
464	не означает	1	3
465	в литературе	2	3
466	художественного восприятия	4	3
467	в последней	2	3
468	наших глазах	2	3
469	из текста	1	3
470	слова в	3	3
471	когда же	1	3
472	но с	1	3
473	и более	2	3
474	в равной	2	3
475	или даже	3	3
476	художественной реальности	5	3
477	так в	4	3
478	по своему	3	3
479	в такой	1	3
480	остановимся на	1	3
481	со своей	4	3
482	человеческое я	2	3
483	путь к	1	3
484	в одной	1	3
485	при виде	1	3
486	ему не	1	3
487	людей в	1	3
488	и потому	2	3
489	не по	1	3
490	не с	2	3
491	блудного сына	1	3
492	его я	1	3
493	и т.д	4	3
494	на это	1	3
495	этом и	1	3
496	являет собой	3	3
497	нуждается в	1	3
498	может и	1	3
499	дело здесь	1	3
500	жизнью и	1	3
501	художественном мире	1	2
502	индивидуальной жизни	1	2
503	в такое	1	2
504	и читателем	2	2
505	дело с	1	2
506	разладе со	1	2
507	и героя	1	2
508	оказывается не	1	2
509	с самим	2	2
510	она лишь	1	2
511	жизни героя	1	2
512	ирония в	1	2
513	какой бы	1	2
514	в принципе	8	2
515	одному из	1	2
516	с той	1	2
517	например с	1	2
518	субъекта жизни	2	2
519	рассказа на	1	2
520	в виду	5	2
521	не наделен	1	2
522	чужому я	1	2
523	личность героя	1	2
524	как было	1	2
525	в разладе	1	2
526	на смену	4	2
527	по пути	4	2
528	его произведений	1	2
529	по мысли	2	2
530	с не	1	2
531	приходит в	1	2
532	их в	3	2
533	дома и	2	2
534	но у	1	2
535	по своим	1	2
536	но мы	1	2
537	в первую	1	2
538	не существует	1	2
539	сообщения о	1	2
540	в любом	1	2
541	восходит к	1	2
542	в пределе	1	2
543	своей природе	2	2
544	в лесу	1	2
545	другая жизнь	1	2
546	ничто не	1	2
547	другом и	1	2
548	из жизни	1	2
549	внутри себя	1	2
550	и напротив	1	2
551	а всего	1	2
552	в строгом	1	2
553	в чем	2	2
554	и тоже	1	2
555	обратим внимание	1	2
556	и речевой	1	2
557	или притче	1	2
558	художественности как	2	2
559	ключ к	1	2
560	именно так	1	2
561	за него	1	2
562	анекдотического персонажа	1	2
563	с этими	1	2
564	составляет своего	1	2
565	в зависимости	1	2
566	по поверхности	1	2
567	что говорит	1	2
568	обращенной к	1	2
569	в финальной	1	2
570	в сфере	1	2
571	что даже	1	2
572	бы в	1	2
573	и становится	1	2
574	это своего	2	2
575	начало и	2	2
576	представить себе	1	2
577	на почве	4	2
578	во всех	3	2
579	художественного письма	9	2
580	те же	1	2
581	места для	1	2
582	он от	1	2
583	во всей	3	2
584	личностного я	1	2
585	теории литературы	2	2
586	иных случаях	1	2
587	его характера	1	2
588	а и	1	2
589	но от	2	2
590	отличие от	7	2
591	в герое	1	2
592	или иную	2	2
593	не ограничивается	1	2
594	весь мир	1	2
595	в которой	3	2
596	не остается	1	2
597	жизненной позиции	1	2
598	роль принадлежит	1	2
599	между ними	5	2
600	также в	1	2
601	в сторону	2	2
602	аспекте его	1	2
603	а для	2	2
604	его эстетической	3	2
605	анекдота но	1	2
606	модус художественности	6	2
607	здесь как	1	2
608	могли бы	1	2
609	этой своей	1	2
610	самобытной личности	1	2
611	в форме	4	2
612	жизни оказывается	2	2
613	собственно и	1	2
614	ему быть	1	2
615	на свое	1	2
616	порой и	1	2
617	могла бы	2	2
618	например не	1	2
619	позицию адресата	1	2
620	и др	2	2
621	могут быть	5	2
622	о его	2	2
623	обратимся к	1	2
624	в силу	4	2
625	всю жизнь	1	2
626	писателя в	1	2
627	из этого	2	2
628	слова как	5	2
629	в него	1	2
630	чем и	3	2
631	для притчи	1	2
632	самим собою	2	2
633	в особенности	1	2
634	первую очередь	1	2
635	личностного самоопределения	2	2
636	бы то	2	2
637	в противоречие	1	2
638	теперь в	1	2
639	xix столетия	1	2
640	представляют собой	1	2
641	содержит в	1	2
642	в сущности	1	2
643	не требует	1	2
644	это позиция	3	2
645	в отношении	4	2
646	литературного произведения	13	2
647	не на	5	2
648	не могут	1	2
649	этом как	1	2
650	оно не	2	2
651	не случайна	1	2
652	способ существования	2	2
653	как писал	1	2
654	произведения в	1	2
655	это ощущение	1	2
656	следующей фразой	1	2
657	в романе	3	2
658	тоже не	1	2
659	в иных	1	2
660	то время	1	2
661	по сути	6	2
662	и личностного	1	2
663	ли не	1	2
664	в молчание	2	2
665	сути дела	3	2
666	в слове	4	2
667	они не	1	2
668	речь в	1	2
669	роли в	4	2
670	о котором	1	2
671	зависимости от	1	2
672	друг от	1	2
673	для читателя	4	2
674	он мог	1	2
675	в своего	1	2
676	не имеет	1	2
677	ни к	2	2
678	не является	5	2
679	истории не	1	2
680	же я	1	2
681	своей собственной	1	2
682	совершенно иной	2	2
683	тех же	1	2
684	более чем	1	2
685	на основе	2	2
686	во мне	2	2
687	и поэтому	1	2
688	героем и	1	2
689	субъекта в	1	2
690	не могло	2	2
691	в которую	1	2
692	художественного впечатления	4	2
693	отношении к	3	2
694	стола и	1	2
695	разговор с	1	2
696	художественной организации	1	2
697	известной степени	3	2
698	между людьми	1	2
699	из наиболее	1	2
700	в отличие	7	2
701	от героя	1	2
702	воспринимающего сознания	4	2
703	впервые в	1	2
704	она может	1	2
705	мог бы	3	2
706	принадлежит к	3	2
707	при котором	2	2
708	характерное для	1	2
709	до известной	2	2
710	в произведениях	1	2
711	литературе в	1	2
712	во времени	4	2
713	в самой	2	2
714	в настоящее	1	2
715	только о	2	2
716	человека но	1	2
717	в ситуации	1	2
718	душа не	1	2
719	этом случае	1	2
720	в свое	1	2
721	я верю	1	2
722	эстетической доминантой	2	2
723	на вопрос	1	2
724	стратегии художественного	2	2
725	что одна	1	2
726	это и	2	2
727	эстетическая природа	4	2
728	жизни но	2	2
729	способность к	2	2
730	смысла жизни	1	2
731	дело в	1	2
732	этом в	1	2
733	таком случае	2	2
734	слова не	2	2
735	художественное мышление	1	2
736	от друга	1	2
737	этом не	1	2
738	на нее	1	2
739	места в	1	2
740	себя а	1	2
741	культуры художественного	1	2
742	и как	4	2
743	нас к	1	2
744	не предполагает	5	2
745	говорить об	1	2
746	других в	1	2
747	главы и	1	2
748	однако это	1	2
749	перед собой	1	2
750	к своему	2	2
751	и художественного	1	2
752	на его	1	2
753	в каждой	1	2
754	действующие лица	1	2
755	тем более	2	2
756	на них	1	2
757	а на	5	2
758	произведения с	1	2
759	нее нет	1	2
760	его художественности	1	2
761	этого писателя	1	2
762	том случае	1	2
763	что от	1	2
764	в поле	1	2
765	субъектом самоопределения	1	2
766	случае если	1	2
767	могут служить	2	2
768	совпадает с	2	2
769	ту или	2	2
770	можно назвать	1	2
771	также и	1	2
772	однако если	3	2
773	она здесь	1	2
774	говорит в	2	2
775	а по	1	2
776	в прошлом	1	2
777	к области	3	2
778	по характеристике	2	2
779	заключает в	1	2
780	говоря о	3	2
781	в xix	1	2
782	художественности по	1	2
783	всей его	2	2
784	в рамках	13	2
785	представляет собой	11	2
786	бы послужить	1	2
787	что можно	3	2
788	существования в	2	2
789	данного произведения	1	2
790	в литературном	1	2
791	в четвертом	1	2
792	организации текста	1	2
793	н.д тамарченко	1	2
794	глядела на	1	2
795	или иной	9	2
796	эти два	1	2
797	жизни личности	1	2
798	в е	1	2
799	в воображении	4	2
800	или напротив	2	2
801	себе а	1	2
802	средневековой книжности	1	1
803	в той	3	1
804	о жизни	2	1
805	выявлен и	1	1
806	более не	2	1
807	это на	1	1
808	на границах	1	1
809	обращены к	2	1
810	можно говорить	1	1
811	тургенева в	1	1
812	с иными	2	1
813	напротив предполагает	1	1
814	жизненных позиций	1	1
815	прихода в	2	1
816	почву для	1	1
817	здесь именно	1	1
818	в бесконечно	1	1
819	с героем	1	1
820	и смыслов	1	1
821	картины жизни	1	1
822	способа существования	1	1
823	рассказ о	2	1
824	исходя из	1	1
825	художественного содержания	2	1
826	я этого	1	1
827	случае мы	1	1
828	без исключения	4	1
829	рассказе чехова	1	1
830	искусства это	3	1
831	человеческий способ	1	1
832	говорилось ранее	2	1
833	что делает	1	1
834	а перед	1	1
835	на второй	1	1
836	а внутренняя	1	1
837	которой в	1	1
838	это точка	1	1
839	я поскольку	1	1
840	что душевная	1	1
841	как субъекты	1	1
842	эстетической завершенности	1	1
843	миропорядке то	1	1
844	другой стороны	6	1
845	дает ключ	1	1
846	не несет	1	1
847	исторического лица	1	1
848	собственно художественной	1	1
849	чтобы в	1	1
850	в драматическом	1	1
851	а напротив	1	1
852	такими же	1	1
853	внутренне свободного	1	1
854	темной родинкой	1	1
855	уже отмечалось	1	1
856	на мир	2	1
857	из нее	1	1
858	на свою	2	1
859	как об	1	1
860	индивидуального самоопределения	1	1
861	художественной деятельности	17	1
862	из всего	1	1
863	героев дамы	1	1
864	и соответствующую	1	1
865	и мальчик	1	1
866	чужому слову	1	1
867	стороны в	1	1
868	общения людей	3	1
869	добро и	1	1
870	рядом в	1	1
871	я из	1	1
872	лично для	2	1
873	что по	1	1
874	в отсутствие	2	1
875	а именно	3	1
876	к реализации	1	1
877	душевное состояние	1	1
878	над тем	1	1
879	целостности своего	1	1
880	щеки на	1	1
881	отличается от	2	1
882	по признаку	1	1
883	у истоков	1	1
884	поскольку он	1	1
885	и слово	1	1
886	быть определена	1	1
887	некоторый смысл	1	1
888	у достоевского	1	1
889	модусом художественности	1	1
890	мировой жизни	1	1
891	культуры в	3	1
892	художественное произведение	3	1
893	заданности и	2	1
894	на первый	1	1
895	истины о	1	1
896	личностью своего	1	1
897	свою душу	1	1
898	и того	3	1
899	нам не	1	1
900	состоит не	1	1
901	во внешнем	2	1
902	центрального героя	1	1
903	существенный момент	1	1
904	для автора	3	1
905	и предполагает	1	1
906	ли я	1	1
907	культуры не	1	1
908	шире и	1	1
909	может служить	2	1
910	строгом нерасширительном	1	1
911	к иллюзии	1	1
912	не могли	2	1
913	и такие	1	1
914	о чем-то	1	1
915	по тем	1	1
916	не упоминается	1	1
917	для настоящей	1	1
918	на чужое	1	1
919	иную концепцию	1	1
920	нормы в	1	1
921	таков что	1	1
922	внутренне единую	1	1
923	она могла	1	1
924	входит в	4	1
925	модусы художественности	4	1
926	имеет в	1	1
927	текста то	1	1
928	свою личность	1	1
929	ей было	1	1
930	индивидуального бытия	2	1
931	тайна внутреннего	1	1
932	и иных	1	1
933	это разумеется	1	1
934	анекдот невозможно	1	1
935	во многих	1	1
936	нравственный закон	1	1
937	времени в	2	1
938	которыми он	1	1
939	не всегда	2	1
940	котором по	1	1
941	художественного завершения	1	1
942	что словно	1	1
943	стороны эстетического	1	1
944	сверхличного значения	1	1
945	из своего	1	1
946	греческое слово	2	1
947	становится для	1	1
948	в различных	1	1
949	времени или	1	1
950	как персонаж	1	1
951	для своей	1	1
952	не вполне	2	1
953	именно таков	1	1
954	от своей	1	1
955	ранее ни	1	1
956	и означает	1	1
957	всех без	3	1
958	содержания в	1	1
959	в чистом	1	1
960	автора с	2	1
961	в глаза	2	1
962	бытия это	1	1
963	своей жизнью	1	1
964	позиции но	1	1
965	и себя	1	1
966	комической художественности	1	1
967	из виду	2	1
968	иначе здесь	1	1
969	равнодушна к	1	1
970	шаг наш	1	1
971	неотделима от	1	1
972	настоящее время	1	1
973	еще нет	1	1
974	взглядом очень	1	1
975	в комнате	1	1
976	самом начале	1	1
977	наиболее существенным	1	1
978	ее как	1	1
979	свое душевное	1	1
980	словесной формулой	1	1
981	к которому	4	1
982	за его	1	1
983	имеем дело	2	1
984	читательское внимание	1	1
985	окна и	1	1
986	ее внутренней	1	1
987	не переставая	1	1
988	случае эстетическая	1	1
989	приобщения к	1	1
990	исходит из	1	1
991	и составляющий	1	1
992	основа не	1	1
993	состава персонажей	1	1
994	всех людей	1	1
995	речь о	1	1
996	ее не	1	1
997	и внутренняя	1	1
998	объект эстетического	1	1
999	отстранения от	1	1
1000	с читателем	2	1
1001	наш имеет	1	1
1002	в отдельных	1	1
1003	лишь один	1	1
1004	не просто	2	1
1005	видения мира	2	1
1006	чем это	2	1
1007	в притче	3	1
1008	пришвин это	1	1
1009	о ней	1	1
1010	слово анекдота	1	1
1011	себе самом	1	1
1012	самой себе	1	1
1013	в перспективе	1	1
1014	все мы	1	1
1015	не происходит	1	1
1016	заинтересована в	1	1
1017	которой я	1	1
1018	своей эстетической	3	1
1019	текста где	1	1
1020	присутствующего в	2	1
1021	к герою	2	1
1022	провел с	1	1
1023	к индивидуальной	1	1
1024	при сохранении	1	1
1025	нами не	1	1
1026	последние десятилетия	1	1
1027	предполагает не	1	1
1028	после того	1	1
1029	предшествующих характеристик	1	1
1030	а затем	2	1
1031	но из	1	1
1032	читателя как	1	1
1033	на язык	1	1
1034	реальности рассказа	1	1
1035	весь текст	1	1
1036	и взаимокорректировки	1	1
1037	в произведении	3	1
1038	время в	1	1
1039	общение с	1	1
1040	у каждого	1	1
1041	принято говорить	1	1
1042	есть его	1	1
1043	проявляется в	1	1
1044	ни было	2	1
1045	второй план	1	1
1046	внутренней и	2	1
1047	внутренней стороны	1	1
1048	ее можно	1	1
1049	обстоит иначе	1	1
1050	которого он	2	1
1051	чем у	1	1
1052	розовые щеки	1	1
1053	что несмотря	1	1
1054	организации литературного	1	1
1055	и через	1	1
1056	я во	1	1
1057	представлена в	1	1
1058	на мягкую	1	1
1059	к определенному	1	1
1060	xix века	2	1
1061	и будущей	1	1
1062	о ком	1	1
1063	не обладает	1	1
1064	в подобном	1	1
1065	иной эстетической	2	1
1066	иного рода	1	1
1067	героя тогда	2	1
1068	в каждый	1	1
1069	в третьем	1	1
1070	художника не	1	1
1071	внешнего мира	3	1
1072	оказывается чем-то	1	1
1073	вокруг себя	1	1
1074	эстетической ситуации	1	1
1075	и притом	3	1
1076	гоголевского ревизора	1	1
1077	же анекдота	1	1
1078	и страшно	1	1
1079	оказывается шире	2	1
1080	чем собственно	1	1
1081	знал и	1	1
1082	к чему	1	1
1083	писателя оказывается	1	1
1084	всех его	1	1
1085	утверждает герой	1	1
1086	человеческая жизнь	1	1
1087	этим и	1	1
1088	одним из	2	1
1089	он оказывается	2	1
1090	своему коммуникативному	1	1
1091	легко может	1	1
1092	героя о	1	1
1093	к возникновению	1	1
1094	говоря словами	5	1
1095	есть жизнь	1	1
1096	воображения не	1	1
1097	между этими	1	1
1098	внутреннее я	2	1
1099	в последние	1	1
1100	словами гегеля	2	1
1101	читаем это	1	1
1102	нашем примере	1	1
1103	противоречием между	1	1
1104	вследствие того	1	1
1105	художественности был	1	1
1106	между прочим	1	1
1107	этического выбора	2	1
1108	в ранг	1	1
1109	бы место	1	1
1110	и оказывается	1	1
1111	зрения и	1	1
1112	данности бытия	4	1
1113	текста но	1	1
1114	субъекта речи	1	1
1115	момент художественной	1	1
1116	абзаца в	1	1
1117	лишь для	1	1
1118	во внутренней	2	1
1119	мягким взглядом	1	1
1120	делает его	2	1
1121	из москвы	1	1
1122	последней главе	1	1
1123	это тоже	2	1
1124	устремленность в	1	1
1125	нормы ни	1	1
1126	вопрос что	2	1
1127	в ритмическом	1	1
1128	той или	5	1
1129	малейший шаг	1	1
1130	глаза как	1	1
1131	жанровой традиции	2	1
1132	войне и	2	1
1133	ею как	1	1
1134	я на	2	1
1135	осмеивает всякую	1	1
1136	грани между	1	1
1137	адресата художественной	1	1
1138	приобщение к	1	1
1139	правило лишь	1	1
1140	опираясь на	1	1
1141	более или	6	1
1142	сознания а	1	1
1143	не сводится	9	1
1144	причастности к	2	1
1145	в эстетическое	1	1
1146	разрыв между	1	1
1147	говорил о	1	1
1148	свое место	1	1
1149	не составляет	1	1
1150	речевой строй	1	1
1151	в лучшем	1	1
1152	в исконном	1	1
1153	зрения в	1	1
1154	именно потому	1	1
1155	не дает	1	1
1156	дистанции между	1	1
1157	как человек	1	1
1158	не один	1	1
1159	произведения состоит	1	1
1160	обращением к	1	1
1161	здесь мы	1	1
1162	художественную целостность	2	1
1163	и весьма	2	1
1164	является его	1	1
1165	здесь присутствует	1	1
1166	эстетическое отношение	10	1
1167	кажется что	1	1
1168	соответствующую ей	1	1
1169	и одновременно	5	1
1170	анекдота ни	1	1
1171	жалостливая барышня	1	1
1172	другим в	1	1
1173	с кротким	1	1
1174	только другим	1	1
1175	соединении с	2	1
1176	самим собой	5	1
1177	но только	2	1
1178	этой тайны	1	1
1179	позицию в	1	1
1180	до прихода	2	1
1181	этом смысле	3	1
1182	перед лицом	3	1
1183	это может	2	1
1184	исторически продуктивных	1	1
1185	имеет значение	1	1
1186	способ самоактуализации	1	1
1187	следует признать	1	1
1188	или иное	1	1
1189	равной степени	2	1
1190	пользуясь словами	1	1
1191	нерасширительном значении	1	1
1192	а тем	1	1
1193	в поэтической	1	1
1194	в древнерусской	1	1
1195	которую в	1	1
1196	является своего	2	1
1197	известном смысле	2	1
1198	для окружающих	1	1
1199	общего с	1	1
1200	что для	1	1
1201	эстетическая позиция	1	1
1202	друг другу	1	1
1203	каждый человек	1	1
1204	это делает	1	1
1205	когда они	1	1
1206	молчание бахтин	1	1
1207	целом здесь	1	1
1208	с чем	2	1
1209	одновременно с	1	1
1210	с которым	1	1
1211	теми же	1	1
1212	родинкой и	1	1
1213	личностного опыта	1	1
1214	внешней заданности	5	1
1215	картиной жизни	1	1
1216	иной раз	1	1
1217	осуществляет себя	1	1
1218	автора как	2	1
1219	исключения персонажей	1	1
1220	вненаходимости бахтин	2	1
1221	собственным смыслом	1	1
1222	в точке	3	1
1223	участников эстетической	1	1
1224	куда не	1	1
1225	в культуре	3	1
1226	означает что	1	1
1227	и особенно	2	1
1228	действительной жизни	1	1
1229	ее полные	1	1
1230	всякое произведение	1	1
1231	в пространстве	2	1
1232	искусства в	6	1
1233	может или	1	1
1234	трагического у	1	1
1235	личность чтобы	1	1
1236	поскольку не	2	1
1237	текста характеризующийся	2	1
1238	субъекты этического	1	1
1239	своей несомненной	1	1
1240	низкой данности	1	1
1241	на деле	3	1
1242	образом и	2	1
1243	художественный эффект	1	1
1244	произведения именно	1	1
1245	и здесь	1	1
1246	смысла смысл	1	1
1247	и конечно	1	1
1248	достоевского в	1	1
1249	объединяет их	1	1
1250	и порождается	1	1
1251	персонаж сатирический	1	1
1252	сатирический а	1	1
