N	2gram	Bakhtin_sl	Russkaja
341	которая в	1	1
342	переходит в	3	1
343	время и	3	1
344	отношению к	2	1
345	собой в	1	1
346	том числе	1	1
347	от власти	1	1
348	бы друг	1	1
349	которых мы	3	1
350	мы не	4	1
351	ввести в	1	1
352	от которых	1	1
353	в состоянии	1	1
354	с этой	3	1
355	быть тем	3	1
356	это не	8	1
357	человек может	1	1
358	он как	1	1
359	для всякого	1	1
360	а два	1	1
361	в себя	3	1
362	за ними	1	1
363	на роль	1	1
364	в применении	1	1
365	свою точку	1	1
366	борьбы и	1	1
367	даже в	4	1
368	то у	1	1
369	прийти к	1	1
370	ним в	1	1
371	освободиться от	1	1
372	от которого	1	1
373	эта идея	1	1
374	ни было	2	1
375	в разных	3	1
376	а это	1	1
377	чтобы стать	1	1
378	этом отношении	2	1
379	от всякой	3	1
380	этого мало	1	1
381	недостаточно одного	1	1
382	о себе	2	1
383	что при	1	1
384	в сущности	18	1
385	в ее	2	1
386	неизбежно приводит	1	1
387	которой они	1	1
388	тем чем	3	1
389	что так	1	1
390	души и	1	1
391	поколение в	1	1
392	так и	22	1
393	каждый данный	5	1
394	те же	3	1
395	и говорить	1	1
396	и за	1	1
397	они в	2	1
398	нас именно	1	1
399	не столько	4	1
400	с другими	8	1
401	борьбы с	3	1
402	вылиться в	1	1
403	это именно	1	1
404	возможно только	1	1
405	влияние на	3	1
406	в состав	3	1
407	видами и	1	1
408	не допускает	1	1
409	в русском	1	1
410	но на	1	1
411	не на	6	1
412	все равно	1	1
413	однако при	1	1
414	там в	1	1
415	не была	3	1
416	а на	3	1
417	на будущее	1	1
418	и форм	4	1
419	связь с	2	1
420	противоречат друг	1	1
421	материал для	1	1
422	в духе	3	1
423	в которой	4	1
424	и некоторые	1	1
425	нет для	1	1
426	в собственном	2	1
427	в свои	1	1
428	нем самом	1	1
429	наиболее полное	1	1
430	бы невозможным	1	1
431	с ней	2	1
432	с таким	3	1
433	слова но	2	1
434	что по	1	1
435	говорят на	1	1
436	отказом от	1	1
437	заключается в	1	1
438	ближайшим образом	1	1
439	самостоятельно и	1	1
440	дело в	2	1
441	которые как	2	1
442	нами не	1	1
443	что не	1	1
444	с общим	1	1
445	исторический момент	2	1
446	исходят из	1	1
447	и действительно	1	1
448	могут в	1	1
449	если он	1	1
450	исходить из	1	1
451	в жизни	1	1
452	жизни перед	1	1
453	с одним	3	1
454	случае не	2	1
455	человек и	13	1
456	и без	1	1
457	существенных особенностей	1	1
458	в связи	2	1
459	необходимый для	1	1
460	мы теперь	1	1
461	выражается в	1	1
462	идеалов и	1	1
463	к его	1	1
464	с ними	8	1
465	и внутренне	2	1
466	же как	2	1
467	но по	2	1
468	или даже	5	1
469	возможно и	3	1
470	между прочим	1	1
471	в одно	2	1
472	ними не	1	1
473	соединяется с	1	1
474	в которых	1	1
475	есть только	1	1
476	которые являются	2	1
477	противном случае	1	1
478	роль в	4	1
479	не менее	4	1
480	этого слова	2	1
481	понимание и	2	1
482	от этого	2	1
483	по своему	2	1
484	на все	3	1
485	того и	1	1
486	бы не	1	1
487	в истории	6	1
488	необходимо иметь	1	1
489	стоят на	1	1
490	по своим	6	1
491	как не	1	1
492	в свете	3	1
493	войти в	2	1
494	работы по	1	1
495	всего о	1	1
496	вследствие этого	1	1
497	к своим	1	1
498	самого предмета	3	1
499	и это	1	1
500	в сторону	1	1
501	а только	1	1
502	из одного	2	1
503	числе и	1	1
504	конечно нет	1	1
505	об этом	1	1
506	должен быть	3	1
507	и оформлены	1	1
508	на себе	2	1
509	и таким	1	1
510	и у	2	1
511	как только	4	1
512	вовсе не	16	1
513	этой власти	1	1
514	и обратно	1	1
515	на первый	1	1
516	в одной	2	1
517	тем более	1	1
518	по крайней	1	1
519	самостоятельность и	1	1
520	перед нами	7	1
521	из области	1	1
522	связано с	3	1
523	привело к	1	1
524	как сказано	4	1
525	бы в	1	1
526	не был	2	1
527	на них	2	1
528	которой на	1	1
529	от чисто	3	1
530	эта точка	1	1
531	к чисто	1	1
532	к одному	1	1
533	и того	1	1
534	ко всему	1	1
535	отказа от	1	1
536	это и	1	1
537	может иметь	3	1
538	можно сказать	2	1
539	но все	2	1
540	человека в	5	1
541	но как	2	1
542	политического и	1	1
543	не является	3	1
544	и эти	2	1
545	и других	5	1
546	в основе	8	1
547	свою новую	1	1
548	с самого	1	1
549	же то	1	1
550	может создать	1	1
551	по которому	1	1
552	языка и	18	1
553	язык и	17	1
554	как та	1	1
555	данный момент	4	1
556	его жизни	1	1
557	в очень	1	1
558	тех же	1	1
559	применении к	1	1
560	данного национального	1	1
561	или целиком	2	1
562	он был	1	1
563	нас и	1	1
564	силы и	1	1
565	то и	1	1
566	с новыми	1	1
567	представления о	1	1
568	различными видами	1	1
569	зрения в	1	1
570	в свою	4	1
571	входит в	8	1
572	он принимает	2	1
573	можно лишь	1	1
574	только эта	1	1
575	не видят	2	1
576	также и	5	1
577	ту же	5	1
578	это его	1	1
579	личности и	1	1
580	соотношения между	1	1
581	быть не	1	1
582	другом в	1	1
583	к новым	1	1
584	главное и	1	1
585	единственно возможной	1	1
586	представителей и	1	1
587	не должны	3	1
588	не всегда	1	1
589	собой только	1	1
590	своим собственным	1	1
591	языком и	6	1
592	и важность	1	1
593	политического деятеля	1	1
594	оставаясь в	2	1
595	но вся	1	1
596	в руках	1	1
597	исключает возможность	1	1
598	к известной	1	1
599	оно и	4	1
600	себя не	1	1
601	те или	4	1
602	только один	1	1
603	действовать не	1	1
604	то все	1	1
605	на нем	2	1
606	и вся	2	1
607	не могло	3	1
608	возможностей и	1	1
609	другим и	1	1
610	или иных	1	1
611	и их	6	1
612	может лишь	2	1
613	не исключает	1	1
614	всех других	1	1
615	на его	9	1
616	в различных	1	1
617	не могла	2	1
618	для данного	1	1
619	но только	1	1
620	быть как	1	1
621	борьба с	5	1
622	когда оно	1	1
623	иметь в	1	1
624	ее с	2	1
625	не признают	1	1
626	в чужих	3	1
627	значительной степени	6	1
628	стороны и	3	1
629	в действительном	1	1
630	может сделать	1	1
631	от своего	1	1
632	как оно	3	1
633	по своей	2	1
634	поэтому для	1	1
635	этих случаях	2	1
636	ведь на	1	1
637	самого начала	1	1
638	свою очередь	3	1
639	голос совести	1	1
640	еще на	1	1
641	идет о	1	1
642	он еще	1	1
643	он весь	2	1
644	всегда и	1	1
645	могла бы	1	1
646	с ее	6	1
647	с другой	8	1
648	с большой	1	1
649	как мы	15	1
650	в прошлом	2	1
651	известной степени	6	1
652	по их	1	1
653	но главное	1	1
654	к ним	2	1
655	разные виды	1	1
656	его целом	1	1
657	к ней	2	1
658	явление в	2	1
659	без всякого	2	1
660	нет и	1	1
661	тоже нет	1	1
662	эти попытки	1	1
663	одного из	2	1
664	всех областях	4	1
665	которых он	1	1
666	в сфере	2	1
667	требует такого	1	1
668	если мы	2	1
669	что среди	1	1
670	крайней мере	1	1
671	индивидуальный характер	1	1
672	мог бы	1	1
673	ибо нет	1	1
674	с отказом	1	1
675	могут быть	25	1
676	одного и	1	1
677	углубляют его	1	1
678	момент необходимый	1	1
679	именно так	1	1
680	и все	9	1
681	культурой в	1	1
682	играют в	1	1
683	до конца	25	1
684	сущности и	2	1
685	на него	1	1
686	основе его	1	1
687	с элементами	1	1
688	это отношение	2	1
689	не вступать	1	1
690	не знаем	3	1
691	преимущественно в	4	1
692	в каждый	5	1
693	с которым	4	1
694	в зависимости	4	1
695	образом в	4	1
696	столь же	2	1
697	не умеет	2	1
698	в общем	1	1
699	и единственную	1	1
700	на этот	1	1
701	он может	3	1
702	подходе к	1	1
703	своему существу	1	1
704	и прежде	1	1
705	чаще всего	1	1
706	и единственный	5	1
707	же мы	1	1
708	до известной	3	1
709	и проч	4	1
710	этот последний	1	1
711	культура утратит	1	1
712	выражение в	4	1
713	совершенно иные	1	1
714	от них	1	1
715	оно может	3	1
716	в создании	1	1
717	к этому	3	1
718	тех или	1	1
719	в противном	1	1
720	себе еще	1	1
721	исторической и	1	1
722	в отдельных	1	1
723	стать на	1	1
724	может и	1	1
725	к своей	2	1
726	а главное	1	1
727	от степени	1	1
728	для эпохи	1	1
729	поскольку она	1	1
730	же он	1	1
731	точка зрения	10	1
732	того же	7	1
733	в самой	1	1
734	они могут	7	1
735	движения и	1	1
736	в один	2	1
737	гораздо труднее	1	1
738	и себе	1	1
739	быта и	2	1
740	был в	1	1
741	в известной	3	1
742	есть не	2	1
743	они были	3	1
744	и следует	3	1
745	степени и	2	1
746	вдуматься в	1	1
747	людей в	1	1
748	его можно	1	1
749	и ничего	1	1
750	зрения здесь	1	1
751	же за	1	1
752	словом на	1	1
