N	3gram	Tiupa_Anal	Problema
305	не так ли	1	1
306	но и его	1	1
307	таком случае в	1	1
308	может претендовать на	1	1
309	хотя бы с	1	1
310	отношения к самому	1	1
311	состоит в том	6	1
312	так как будто	1	1
313	из того что	3	1
314	имеем дело не	1	1
315	герой нашего времени	1	1
316	за пределы этой	1	1
317	если исходить из	1	1
318	субъекта и объекта	1	1
319	один я на	1	1
320	и отношений между	1	1
321	которые могут быть	1	1
322	и заключается что	1	1
323	всех этих случаях	1	1
324	жизнь и смерть	1	1
325	за пределы своих	1	1
326	третьей и четвертой	1	1
327	не в самом	1	1
328	жизни в частности	1	1
329	в борьбу с	1	1
330	но и самого	1	1
331	том случае если	1	1
332	прежде всего в	2	1
333	но и для	1	1
334	еще ничего не	1	1
335	и не знает	1	1
336	он состоит в	1	1
337	то что на	1	1
338	в самом начале	3	1
339	решение вопроса о	1	1
340	только с одним	1	1
341	не случайна и	1	1
342	этого слова в	1	1
343	не есть вещь	2	1
344	с ним как	1	1
345	не подлежит никакому	1	1
346	отношение к предмету	1	1
347	тому как мы	1	1
348	а не к	1	1
349	что хотя и	1	1
350	зачем же нам	2	1
351	до известной степени	1	1
352	в данном контексте	1	1
353	и нисколько не	1	1
354	на каждом из	2	1
355	отнюдь не к	1	1
356	в борьбе с	2	1
357	однако так что	1	1
358	одной из своих	1	1
359	в настоящий момент	1	1
360	и во всех	1	1
361	было и не	1	1
362	в этом втором	1	1
363	не так как	1	1
364	не в том	3	1
365	тот же самый	1	1
366	обнаруживает себя в	2	1
367	в обратном порядке	1	1
368	уже и не	1	1
369	содержат в себе	1	1
370	то есть обладает	1	1
371	во втором случае	1	1
372	дело уже не	1	1
373	уже потому что	1	1
374	что нам уже	1	1
375	отнюдь не все	1	1
376	еще и до	1	1
377	в первом случае	2	1
378	в такой же	1	1
379	ни о чем	1	1
380	но на фоне	1	1
381	далеко не всякая	1	1
382	всех этих актов	1	1
383	во всей своей	1	1
384	вступает в борьбу	1	1
385	это означает что	2	1
386	не могут быть	2	1
387	модели как в	1	1
388	значении этого слова	7	1
389	то есть без	1	1
390	когда говорится о	1	1
391	из рассмотренных выше	1	1
392	то же время	7	1
393	внешней и внутренней	1	1
394	в этом последнем	1	1
395	него некоторого рода	1	1
396	и эти два	1	1
397	в художественном произведении	1	1
398	при встрече с	3	1
399	однако здесь имеется	1	1
400	а не ее	1	1
401	от автора и	1	1
402	не удивительно что	2	1
403	и должно быть	1	1
404	что то что	1	1
405	он не только	1	1
406	обратим внимание на	1	1
407	произведения а не	1	1
408	в третий раз	1	1
409	конечно далеко не	1	1
410	оно ни было	1	1
411	или ином отношении	1	1
412	не только внутреннее	1	1
413	не есть она	1	1
414	бы он был	1	1
415	в любой другой	1	1
416	в данный момент	2	1
417	на себя внимание	3	1
418	какой бы то	2	1
419	а в то	2	1
420	в литературном произведении	2	1
421	ни на что	1	1
422	между прочим и	1	1
423	во времени и	4	1
424	не есть в	1	1
425	существующим в самой	1	1
426	но никто не	1	1
427	и как будто	1	1
428	в частности как	1	1
429	ни одно слово	1	1
430	в отрыве от	2	1
431	при этом мы	1	1
432	обращают на себя	1	1
433	только для того	1	1
434	совмещает в себе	1	1
435	несет в себе	1	1
436	есть она сама	1	1
437	ответ на этот	1	1
438	в свое время	3	1
439	едва ли не	1	1
440	при изучении истории	1	1
441	то что все	1	1
442	как система знаков	1	1
443	имеем дело с	4	1
444	выхожу один я	1	1
445	то он в	1	1
446	явления то есть	1	1
