N	2gram	Losev_Dial	Formalny
301	в частности	4	6
302	тем самым	1	6
303	отношение к	5	6
304	такой же	2	6
305	тому что	4	6
306	случае в	1	5
307	с этой	3	5
308	даже в	6	5
309	от этих	1	5
310	в виду	9	5
311	как они	2	5
312	равно как	1	5
313	в мире	3	5
314	правда в	1	5
315	и истории	1	5
316	так например	1	5
317	можно сказать	10	5
318	в котором	5	5
319	то это	6	5
320	вопрос о	3	5
321	должно было	1	5
322	как на	1	5
323	к которому	1	5
324	она есть	12	5
325	к нему	12	5
326	всего в	1	5
327	то в	8	5
328	на язык	1	5
329	время и	2	5
330	хотя и	4	5
331	не от	1	5
332	что не	13	5
333	учения о	2	5
334	а только	5	5
335	в эту	1	5
336	мы можем	5	5
337	мы уже	8	5
338	или же	1	5
339	ни была	2	5
340	не приходится	1	5
341	и что	17	5
342	не могла	1	5
343	этом смысле	4	5
344	его как	1	5
345	друг другу	4	5
346	и по	5	5
347	а как	1	5
348	в него	2	5
349	и самый	1	5
350	не так	1	5
351	и свою	1	5
352	если в	5	5
353	в отношении	5	5
354	что оно	9	5
355	ни о	5	5
356	показать что	1	5
357	даже не	4	5
358	может стать	1	5
359	приводит к	1	5
360	не имеет	15	5
361	да и	11	5
362	ни на	8	5
363	то он	2	5
364	бы и	4	5
365	то и	3	5
366	и между	1	5
367	а лишь	3	5
368	как например	2	5
369	до известной	1	5
370	и то	15	5
371	значение в	1	5
372	для нас	1	5
373	в широком	2	5
374	однако не	1	5
375	а о	2	5
376	становления и	2	5
377	и эта	3	5
378	в эпоху	2	5
379	виду что	2	5
380	по теории	1	5
381	на все	2	5
382	в такой	1	5
383	отличие от	1	5
384	она должна	2	5
385	тому как	1	5
386	мы должны	6	5
387	еще в	2	5
388	от того	2	5
389	одного из	1	5
390	же в	2	5
391	все более	1	5
392	может и	5	5
393	не можем	1	5
394	от него	4	4
395	и другие	1	4
396	мы и	3	4
397	со всем	2	4
398	к этой	1	4
399	исторического процесса	2	4
400	от одного	1	4
401	или на	3	4
402	к другим	1	4
403	является не	3	4
404	имеет место	1	4
405	к самому	3	4
406	он является	1	4
407	и история	1	4
408	эта связь	1	4
409	только как	3	4
410	но даже	1	4
411	в каких	2	4
412	и поэтического	1	4
413	между двумя	1	4
414	превращается в	2	4
415	самого начала	2	4
416	себе в	1	4
417	она ни	3	4
418	в основу	1	4
419	на него	2	4
420	во всей	1	4
421	одна из	1	4
422	того же	1	4
423	своего развития	2	4
424	все в	2	4
425	от действительности	1	4
426	вполне понятно	1	4
427	тем не	3	4
428	что такое	13	4
429	и этим	1	4
430	нигде не	1	4
431	самый предмет	1	4
432	от тех	1	4
433	очевидно что	1	4
434	в таком	4	4
435	конце концов	4	4
436	тогда когда	6	4
437	место и	1	4
438	и следовательно	7	4
439	понятий и	2	4
440	всех своих	1	4
441	от других	1	4
442	бы она	2	4
443	не будет	2	4
444	или иное	5	4
445	могла бы	2	4
446	истории и	1	4
447	что для	3	4
448	не значит	6	4
449	и чем	1	4
450	чтобы не	6	4
451	та же	6	4
452	в последнем	1	4
453	был бы	1	4
454	оно было	1	4
455	подобно тому	1	4
456	как не	4	4
457	есть лишь	1	4
458	это положение	1	4
459	мы говорим	6	4
460	и действительно	1	4
461	значения и	1	4
462	это время	3	4
463	нет в	1	4
464	к другому	1	4
465	думать что	3	4
466	этом пункте	1	4
467	идет о	1	4
468	изображения и	1	4
469	наконец в	1	4
470	так чтобы	2	4
471	каждой из	1	4
472	со всей	2	4
473	отношении к	3	4
474	нем и	2	4
475	более и	2	4
476	знаем что	2	4
477	никаких оснований	1	4
478	и методы	1	4
479	и во	1	4
480	но именно	1	4
481	и о	4	4
482	но если	6	4
483	они были	2	4
484	данной эпохи	1	4
485	пришли к	1	4
486	зависит от	1	4
487	в художественной	1	4
488	не для	1	4
489	здесь в	3	4
490	чем он	2	4
491	а на	1	4
492	и непосредственно	1	4
493	или в	2	4
494	или иначе	3	4
495	но эта	4	4
496	сама по	12	4
497	лишь с	1	4
498	или даже	1	4
499	один и	1	4
500	пр все	1	4
501	и тех	1	4
502	а к	1	4
503	с самого	2	4
504	и притом	7	4
505	но при	1	4
506	отрешения и	1	4
507	и смыслом	1	4
508	тех же	1	4
509	как он	5	4
510	же что	1	4
511	только то	7	4
512	ведь если	1	4
513	к ней	4	4
514	без нее	2	4
515	к новому	1	4
516	и тогда	4	4
517	не к	2	4
518	во всем	3	3
519	к сожалению	2	3
520	и очень	2	3
521	ровно ничего	5	3
522	это значит	18	3
523	правда это	1	3
524	время не	3	3
525	остановиться на	1	3
526	самом же	2	3
527	в одном	4	3
528	исторического развития	1	3
529	но что	10	3
530	и позитивизма	1	3
531	теперь мы	1	3
532	из всего	2	3
533	литературе как	1	3
534	а именно	3	3
535	за ней	1	3
536	в это	1	3
537	поставить вопрос	1	3
538	широком смысле	2	3
539	на первый	2	3
540	связано с	2	3
541	во все	1	3
542	очень важное	1	3
543	в пределе	1	3
544	это последнее	1	3
545	действительности как	1	3
546	убедиться в	2	3
547	не должен	2	3
548	ничто не	3	3
549	не всегда	2	3
550	это было	4	3
551	сознания в	1	3
552	но они	2	3
553	не об	1	3
554	в различных	2	3
555	ней и	1	3
556	том чтобы	1	3
557	формы в	1	3
558	следующим образом	1	3
559	друг с	2	3
560	в системе	2	3
561	точка зрения	3	3
562	не то	9	3
563	не происходит	1	3
564	или наоборот	2	3
565	мы видим	6	3
566	от смысла	5	3
567	и читатель	1	3
568	внимание на	1	3
569	проявляется в	2	3
570	души и	1	3
571	в качестве	2	3
572	зрения самого	2	3
573	но как	7	3
574	как таковым	1	3
575	не была	1	3
576	но он	3	3
577	одно а	1	3
578	не нуждается	9	3
579	и чисто	1	3
580	быть только	3	3
581	xviii века	1	3
582	вещей и	5	3
583	особенно резко	1	3
584	и именно	1	3
585	совсем другое	1	3
586	же касается	1	3
587	из одного	1	3
588	в чем	9	3
589	что как	2	3
590	вопроса о	1	3
591	и самые	1	3
592	перехода от	1	3
593	от характера	1	3
594	все остальные	1	3
595	не дает	1	3
596	так что	21	3
597	кажется что	1	3
598	в развитии	1	3
599	что эта	5	3
600	все те	1	3
601	тем и	1	3
602	не просто	19	3
603	не касается	1	3
604	в новое	1	3
605	никакого отношения	1	3
606	культуры и	1	3
607	бы оно	1	3
608	если они	1	3
609	как система	1	3
610	сливаются в	2	3
611	нечто совсем	2	3
612	вне ее	1	3
613	можно только	4	3
614	и можем	1	3
615	и этот	1	3
616	и конечно	1	3
617	и поэтическое	1	3
618	к одной	1	3
619	с такой	1	3
620	внешнего и	1	3
621	смысле слова	1	3
622	и при	3	3
623	уже знаем	4	3
624	и из	6	3
625	никак не	6	3
626	от этой	1	3
627	борьбы с	1	3
628	со всеми	2	3
629	что содержание	1	3
630	так или	3	3
631	нам в	1	3
632	вскрыть и	1	3
633	имеет значение	1	3
634	существенно и	2	3
635	сами эти	1	3
636	содержание и	2	3
637	если это	3	3
638	в которых	2	3
639	том смысле	4	3
640	бы не	1	3
641	том как	1	3
642	от всей	1	3
643	чтобы убедиться	2	3
644	быть конечно	1	3
645	на их	1	3
646	в каком	10	3
647	на своем	1	3
648	ничего общего	4	3
649	перед нами	3	3
650	все они	2	3
651	смыслом и	1	3
652	вытекает из	1	3
653	время оно	1	3
654	не дают	2	3
655	и заключается	1	3
656	и если	5	3
657	учение об	3	3
658	это то	1	3
659	это только	3	3
660	явления и	1	3
661	обойтись без	1	3
662	для нее	2	3
663	что уже	3	3
664	вступает в	1	3
665	только тем	1	3
666	форма и	2	3
667	в сознании	3	3
668	он может	3	3
669	оно должно	2	3
670	слово и	1	3
671	же он	2	3
672	то или	5	3
673	нее и	1	3
674	тот же	1	3
675	подойти к	1	3
676	или другой	7	3
677	этого термина	1	3
678	находятся в	1	3
679	нас не	2	3
680	для всякого	2	3
681	входя в	1	3
682	то мы	2	3
683	сознания и	8	3
684	представлять себе	2	3
685	с их	2	3
686	или иной	4	3
687	этом не	1	3
688	на нее	2	3
689	дело в	1	3
690	и другое	3	3
691	вообще не	2	3
692	поэтому и	3	3
693	могла быть	1	3
694	и извне	1	3
695	есть только	9	3
696	к своему	1	3
697	но уже	3	3
698	на его	1	3
699	с другом	2	3
700	этих элементов	1	3
701	тем более	2	3
702	но конечно	2	3
703	к одному	1	3
704	же деле	2	3
705	может иметь	6	3
706	одну из	1	3
707	когда он	2	3
708	е в	3	3
709	не с	5	3
710	в науке	3	3
711	действительность не	1	3
712	эпохи и	1	3
713	же самое	3	3
714	или точнее	2	3
715	его форм	1	3
716	говорить об	1	3
717	в современной	2	3
718	на то	5	3
719	принципы и	1	3
720	нуждается в	6	3
721	именно это	1	3
722	и совершенно	4	3
723	что на	2	3
724	себе а	2	3
725	не научным	1	2
726	мир не	1	2
727	все что	2	2
728	в душе	8	2
729	и содержания	1	2
730	говоря уже	1	2
731	только один	2	2
732	в общий	1	2
733	эпохи а	1	2
734	или нет	6	2
735	о чем	4	2
736	говорит о	6	2
737	в принципе	1	2
738	действуют в	1	2
739	глубоко и	1	2
740	извне и	1	2
741	и само	1	2
742	материала с	1	2
743	их не	1	2
744	и соответствующих	1	2
745	именно и	2	2
746	мы найдем	1	2
747	о мире	2	2
748	ее с	1	2
749	из нее	2	2
750	от всего	2	2
751	и действительного	1	2
752	понимания всех	1	2
753	представление о	1	2
754	том или	2	2
755	нуждается ни	1	2
756	его на	1	2
757	только через	2	2
758	вещей в	1	2
759	даже просто	4	2
760	может существовать	1	2
761	мы только	1	2
762	или ином	1	2
763	но почему	1	2
764	в природе	1	2
765	тем или	2	2
766	при помощи	1	2
767	тогда не	1	2
768	относиться к	3	2
769	как из	3	2
770	так если	1	2
771	также что	2	2
772	с реальной	1	2
773	во внешнем	1	2
774	ее к	2	2
775	к другой	1	2
776	переходит в	1	2
777	не могли	1	2
778	или другим	2	2
779	нужно понимать	2	2
780	направлено на	1	2
781	нем должна	1	2
782	известных условиях	1	2
783	говорить не	1	2
784	уже о	1	2
785	из их	1	2
786	в руках	1	2
787	одной и	1	2
788	как голое	1	2
789	самый факт	2	2
790	отрешенная от	1	2
791	так то	2	2
792	с другим	1	2
793	но ни	1	2
794	отдельности и	1	2
795	эти вопросы	3	2
796	с этими	1	2
797	что она	18	2
798	мысли в	2	2
799	нее самой	1	2
800	момент в	2	2
801	иначе и	3	2
802	языком в	1	2
803	в создании	1	2
804	они никогда	1	2
805	но так	2	2
806	искусстве но	1	2
807	себя в	2	2
808	и становится	2	2
809	но сама	1	2
810	и выражения	1	2
811	чтобы понять	3	2
812	быть с	1	2
813	свое собственное	1	2
814	слишком часто	1	2
815	построения и	1	2
816	этого и	1	2
817	и всецело	1	2
818	его то	1	2
819	заложенные в	1	2
820	этих областей	1	2
821	как средство	1	2
822	указать на	1	2
823	что человек	2	2
824	видеть жизнь	1	2
825	несмотря на	12	2
826	тогда и	2	2
827	а ведь	1	2
828	от всякой	2	2
829	на этих	1	2
830	разница между	2	2
831	и нужно	1	2
832	и сама	1	2
833	что самая	1	2
834	же такое	1	2
835	что между	1	2
836	не выходя	2	2
837	являются в	1	2
838	не их	1	2
839	или не	5	2
840	не знает	2	2
841	но совершенно	2	2
842	внутри самого	1	2
843	или хотя	2	2
844	конечно такое	1	2
845	здесь же	1	2
846	выходя за	2	2
847	смысле и	1	2
848	характер и	1	2
849	формы а	1	2
850	и внутреннего	2	2
851	на земле	3	2
852	материал который	1	2
853	может привести	1	2
854	эти последние	3	2
855	замечаем что	1	2
856	того можно	1	2
857	не был	3	2
858	той или	11	2
859	вопрос об	5	2
860	не понимают	2	2
861	выражение в	1	2
862	это вполне	1	2
863	а с	2	2
864	бы показать	1	2
865	данный момент	1	2
866	дана в	4	2
867	науки а	1	2
868	сюда же	1	2
869	все то	1	2
870	с наукой	3	2
871	на нем	2	2
872	одно и	8	2
873	нужно сказать	1	2
874	через нее	1	2
875	и та	8	2
876	можно было	5	2
877	но только	6	2
878	иметь в	4	2
879	в нас	2	2
880	бы уже	1	2
881	также не	2	2
882	что смысл	3	2
883	совершенно неверно	2	2
884	как один	2	2
885	и пространство	1	2
886	какой мере	1	2
887	как известно	3	2
888	зрения своей	1	2
889	как эта	1	2
890	и наивной	1	2
891	ни одной	1	2
892	общего с	6	2
893	но есть	2	2
894	все вообще	1	2
895	только так	1	2
896	и есть	20	2
897	сторону и	2	2
898	необходимо чтобы	2	2
899	иной раз	7	2
900	при всем	1	2
901	значит что	25	2
902	для чего	2	2
903	отсюда следует	1	2
904	из этой	1	2
905	в какой-то	1	2
906	конкретной исторической	1	2
907	нее не	1	2
908	превращаются в	1	2
909	он действительно	1	2
910	были бы	3	2
911	и возможно	1	2
912	и самое	1	2
913	даны в	4	2
914	как с	2	2
915	этот закон	1	2
916	вещи а	1	2
917	жизни а	1	2
918	почти не	3	2
919	но она	4	2
920	его содержание	1	2
921	тогда он	1	2
922	уже нельзя	2	2
923	это уже	2	2
924	они только	1	2
925	схемой и	3	2
926	мы в	2	2
927	из того	2	2
928	или иная	4	2
929	действий и	1	2
930	отдельных частей	1	2
931	в тех	2	2
932	эти явления	1	2
933	постольку поскольку	1	2
934	нет никакого	1	2
935	это становится	1	2
936	очень много	4	2
937	не вещь	1	2
938	от их	2	2
939	теории можно	1	2
940	где же	1	2
941	с ними	4	2
942	этой точки	2	2
943	к искусству	1	2
944	эти элементы	1	2
945	оно ни	1	2
946	их и	1	2
947	заключается в	4	2
948	то оно	4	2
949	допустим что	1	2
950	времени не	1	2
951	другой как	1	2
952	в одних	1	2
953	это та	1	2
954	далеко не	2	2
955	и так	2	2
956	и просто	1	2
957	правда не	1	2
958	корне искажает	1	2
959	никто не	2	2
960	возникает вопрос	1	2
961	друг от	1	2
962	общем смысле	1	2
963	это противопоставление	1	2
964	поняты и	1	2
965	жизни мы	1	2
966	три основные	2	2
967	ни к	2	2
968	всем этом	1	2
969	сами же	1	2
970	а если	1	2
971	где нет	1	2
972	связаны между	1	2
973	совершенно иной	1	2
974	мира как	1	2
975	и вот	10	2
976	ее до	1	2
977	зрения самой	1	2
978	в отдельности	3	2
979	в чистой	1	2
980	он просто	1	2
981	только тогда	9	2
982	что если	4	2
983	и вся	1	2
984	или иных	1	2
985	говорят что	4	2
986	не потому	5	2
987	времени и	10	2
988	от души	2	2
989	было и	1	2
990	вещь а	2	2
991	или вообще	3	2
992	е самое	1	2
993	к ним	3	2
994	только одна	1	2
995	него самого	1	2
996	имеет и	1	2
997	свою силу	1	2
998	не лучше	2	2
999	только с	3	2
1000	именно этот	1	2
1001	только потому	4	2
1002	и нет	2	2
1003	из него	1	2
1004	во времени	4	2
1005	мы еще	2	2
1006	жизни не	1	2
1007	и поэзия	2	2
1008	жизни но	1	2
1009	одних и	1	2
1010	или просто	1	2
1011	и всякий	3	2
1012	ему в	1	2
1013	смысле что	3	2
1014	ни с	8	2
1015	то я	4	2
1016	вывод что	2	2
1017	мы имеем	4	2
1018	образ и	5	2
1019	и принципиально	1	2
1020	в определенном	2	2
1021	как у	3	2
1022	относительно и	1	2
1023	же не	4	2
1024	а все	1	2
1025	таком случае	2	2
1026	все равно	7	2
1027	и смысл	3	2
1028	в виде	2	2
1029	ведь это	3	2
1030	но с	4	2
1031	что ни	3	2
1032	говорим о	1	2
1033	от друга	1	2
1034	остается и	1	2
1035	что будет	1	2
1036	на какую-то	1	2
1037	который как	1	2
1038	в силу	6	2
1039	и начинается	1	2
1040	с теми	2	2
1041	виде она	1	2
1042	что этот	3	2
1043	и без	1	2
1044	и вовсе	1	2
1045	говорят о	2	2
1046	что мы	3	2
1047	однако это	2	2
1048	мира и	2	2
1049	и тонки	1	2
1050	форма в	1	2
1051	бы совершенно	1	2
1052	мере в	3	2
1053	этих двух	1	2
1054	не говоря	1	2
1055	отличная от	1	2
1056	конечно это	1	2
1057	тут только	2	2
1058	и эти	2	2
1059	только к	2	2
1060	в полной	2	2
1061	же это	6	2
1062	под жизнью	1	2
1063	философской и	1	2
1064	и почти	6	2
1065	и ни	7	2
1066	смысла от	2	2
1067	ту или	1	2
1068	должен вскрыть	1	2
1069	и критики	1	2
1070	дело не	3	2
1071	в характере	1	2
1072	выйти за	1	2
1073	с нею	3	2
1074	при известных	1	2
1075	хорошо но	1	2
1076	и жизни	4	2
1077	сама она	1	2
1078	но напротив	1	2
1079	человека и	2	2
1080	на всю	6	2
1081	и всякая	1	2
1082	в другом	6	2
1083	ведь мы	1	2
1084	мысли об	1	2
1085	и самой	1	2
1086	явление в	1	2
1087	этого нет	3	2
1088	во многом	1	2
1089	та или	4	2
1090	и позитивизм	1	2
1091	это можно	2	2
1092	чтобы создать	1	2
1093	вещах и	1	2
1094	происходит в	2	2
1095	тех или	5	2
1096	тут дело	2	2
1097	это в	1	2
1098	ведь и	1	2
1099	если она	4	2
1100	реальном пространстве	1	2
1101	есть не	8	2
1102	мы наблюдаем	1	1
1103	более не	1	1
1104	как два	1	1
1105	они имеют	1	1
1106	человек может	1	1
1107	и учение	1	1
1108	и теоретическая	1	1
1109	стать в	1	1
1110	такая наука	1	1
1111	дают в	1	1
1112	оно все	1	1
1113	и уже	4	1
1114	жизнь с	1	1
1115	еще раз	2	1
1116	состава и	1	1
1117	зрения на	1	1
1118	религии и	4	1
1119	реальную жизнь	1	1
1120	не нужна	1	1
1121	что всякая	2	1
1122	его изображения	1	1
1123	вещи в	4	1
1124	почва для	1	1
1125	с живым	1	1
1126	ней не	1	1
1127	как здесь	2	1
1128	стать только	1	1
1129	роль и	1	1
1130	судить о	2	1
1131	теперь что	1	1
1132	каждого отдельного	1	1
1133	позитивизма и	1	1
1134	не меньше	1	1
1135	из всей	1	1
1136	который должен	1	1
1137	они также	1	1
1138	них есть	2	1
1139	вещи и	5	1
1140	в разных	6	1
1141	она уже	1	1
1142	мысли и	3	1
1143	говорить но	1	1
1144	сколько и	1	1
1145	быть заменено	1	1
1146	для другой	1	1
1147	науке и	2	1
1148	и понят	1	1
1149	только тот	1	1
1150	одно из	2	1
1151	говорить что	2	1
1152	не меняет	1	1
1153	значение совершенно	1	1
1154	по мере	3	1
1155	как таковых	1	1
1156	и которые	1	1
1157	раз он	1	1
1158	которые будут	1	1
1159	всей ее	1	1
1160	по-видимому и	1	1
1161	науки с	1	1
1162	на сцену	2	1
1163	быть названа	1	1
1164	минуту не	1	1
1165	основ и	1	1
1166	в духе	1	1
1167	внимание еще	1	1
1168	в мифе	23	1
1169	на свой	1	1
1170	новое время	1	1
1171	и понимать	1	1
1172	ее реальной	1	1
1173	элементы в	1	1
1174	вот что	1	1
1175	и сам	1	1
1176	на чужой	1	1
1177	жизнь в	2	1
1178	философия и	1	1
1179	происходит не	1	1
1180	не хотят	3	1
1181	своя органическая	1	1
1182	самое и	1	1
1183	оказывается только	1	1
1184	отчетливо и	1	1
1185	но нельзя	2	1
1186	из самых	1	1
1187	его смысл	1	1
1188	форму и	2	1
1189	итак между	1	1
1190	где они	1	1
1191	виде очень	1	1
1192	именно о	1	1
1193	пространственной формы	1	1
1194	наука а	1	1
1195	между прочим	1	1
1196	чтобы дать	1	1
1197	времени к	1	1
1198	мы получаем	4	1
1199	же но	1	1
1200	показаться что	1	1
1201	стороны в	2	1
1202	чтобы можно	1	1
1203	необходимо поставить	1	1
1204	делу не	1	1
1205	похож на	1	1
1206	духа в	1	1
1207	и вместе	2	1
1208	литературы итак	1	1
1209	жизнь на	1	1
1210	только для	1	1
1211	философии или	1	1
1212	деле с	1	1
1213	в степени	1	1
1214	один на	1	1
1215	лежать в	1	1
1216	почти все	2	1
1217	ними как	1	1
1218	от поэзии	1	1
1219	когда в	1	1
1220	у достоевского	1	1
1221	этой стороны	2	1
1222	свою собственную	2	1
1223	только что	5	1
1224	но мы	3	1
1225	нем нет	3	1
1226	как только	4	1
1227	искусство и	2	1
1228	все их	1	1
1229	мы с	1	1
1230	для исследования	1	1
1231	является как	2	1
1232	это очень	1	1
1233	отражается в	1	1
1234	нет у	1	1
1235	произведение но	1	1
1236	и образ	6	1
1237	действительность и	1	1
1238	и оформления	1	1
1239	можем говорить	1	1
1240	тем в	1	1
1241	им что	1	1
1242	понятно что	2	1
1243	и требуют	1	1
1244	и дело	1	1
1245	два мира	1	1
1246	на природу	2	1
1247	в первую	2	1
1248	не существует	8	1
1249	жизнь для	1	1
1250	говорить как	1	1
1251	при условии	3	1
1252	и прочие	1	1
1253	что душа	1	1
1254	не непосредственно	1	1
1255	остается их	1	1
1256	к становлению	1	1
1257	и такие	1	1
1258	внутри самой	1	1
1259	именно такое	1	1
1260	об ее	3	1
1261	каково бы	1	1
1262	сам не	1	1
1263	силы и	1	1
1264	своей природе	1	1
1265	изображение в	1	1
1266	то остается	1	1
1267	представления о	1	1
1268	почти исключительно	1	1
1269	е о	2	1
1270	но эти	1	1
1271	из жизни	2	1
1272	тело и	2	1
1273	существенным и	1	1
1274	своей отвлеченности	3	1
1275	вот почему	1	1
1276	больше того	5	1
1277	условна и	1	1
1278	времени в	2	1
1279	же вообще	1	1
1280	к своей	1	1
1281	и той	1	1
1282	можем считать	1	1
1283	другой ее	1	1
1284	оно так	1	1
1285	глаза на	1	1
1286	мы все	1	1
1287	пока не	2	1
1288	таковой не	1	1
1289	и диалектически	1	1
1290	все богатство	1	1
1291	о них	1	1
1292	можно воспринять	1	1
1293	символ и	3	1
1294	и когда	5	1
1295	войдет в	1	1
1296	людей и	1	1
1297	а между	1	1
1298	и значение	1	1
1299	не обязательно	5	1
1300	вообще но	1	1
1301	свое отношение	1	1
1302	нужно быть	3	1
1303	так а	1	1
1304	чистом виде	1	1
1305	самого понятия	1	1
1306	душу и	1	1
1307	уже и	5	1
1308	то как	3	1
1309	можно ли	3	1
1310	не что	4	1
1311	как оно	1	1
1312	это значило	1	1
1313	как таковую	1	1
1314	и еще	4	1
