N	3gram	Trubetskoy	Myslijsy
91	а не в	1	3
92	в связи с	3	3
93	том что оно	1	3
94	бы то ни	3	3
95	но так как	2	3
96	на каждом шагу	1	3
97	между тем в	1	3
98	таким образом мы	1	3
99	которые не могут	1	3
100	заключается в том	3	3
101	это не так	1	3
102	столь же мало	1	3
103	с одной и	1	3
104	есть одно из	1	3
105	из того что	1	3
106	в первое время	1	3
107	не говоря уже	1	3
108	можно было бы	1	3
109	не подлежит сомнению	3	3
110	которые могут быть	1	3
111	не менее в	1	3
112	же касается до	2	3
113	на первый взгляд	1	3
114	этой точки зрения	1	3
115	а так как	1	3
116	это потому что	1	3
117	что же касается	2	3
118	с течением времени	4	3
119	но с другой	1	3
120	а может быть	1	2
121	о которой мы	2	2
122	но вместе с	2	2
123	ближе к телу	1	2
124	зависит не от	1	2
125	том что как	1	2
126	и все это	1	2
127	и не имеет	1	2
128	рубашка ближе к	1	2
129	друг на друга	2	2
130	каждый раз когда	1	2
131	и все что	2	2
132	но при этом	1	2
133	того что в	1	2
134	в его сознании	1	2
135	что во всех	1	2
136	этом случае мы	1	2
137	согласно с этим	1	2
138	понимают друг друга	1	2
139	и для самого	1	2
140	состоит в том	1	2
141	но все же	2	2
142	только то что	2	2
143	то ни было	3	2
144	уже о том	1	2
145	же самое что	1	2
146	и не может	1	2
147	в этом последнем	1	2
148	что так как	1	2
149	в себе никаких	1	2
150	друг к другу	2	2
151	мы видели выше	1	2
152	случае если бы	2	2
153	каждый из этих	2	2
154	не есть нечто	1	2
155	разница только в	1	2
156	что в таком	1	2
157	если бы при	1	2
158	а следовательно и	2	2
159	что все они	1	2
160	в своем развитии	4	2
161	во внимание что	1	2
162	при этом не	1	2
163	таким же образом	2	2
164	и до сих	1	2
165	не во всех	1	2
166	так же как	3	2
167	выше мы видели	1	2
168	тогда когда оно	1	2
169	как мы видели	1	2
170	что все эти	1	2
171	том случае если	4	2
172	и с этой	1	2
173	во всем этом	1	2
174	во-первых потому что	1	2
175	упускать из виду	1	2
176	народа выше мы	1	1
177	прежде всего для	1	1
178	при более внимательном	1	1
179	в самом деле	5	1
180	мы можем не	1	1
181	бы при этом	1	1
182	о котором мы	1	1
183	том что все	2	1
184	это должно быть	1	1
185	с тех пор	1	1
186	и самого себя	1	1
187	на задний план	1	1
188	не были бы	1	1
189	во всех этих	2	1
190	в ту же	1	1
191	того же что	1	1
192	по сравнению с	5	1
193	при этом что	2	1
194	но все они	1	1
195	между ними нет	1	1
196	о которых мы	4	1
197	силу не только	1	1
198	психологической точки зрения	1	1
199	что на такой	1	1
200	во всех отношениях	1	1
201	более близкие к	1	1
202	вытекают из самой	1	1
203	а в с	1	1
204	из самой сущности	1	1
205	не следует чтобы	2	1
206	в том числе	1	1
207	не заключающие в	1	1
208	не отличается от	1	1
209	на другую то	1	1
210	зависят от самого	1	1
211	точке зрения по	1	1
212	у него в	1	1
213	не мог удержаться	1	1
214	только что сказанное	1	1
215	мы уже сказали	1	1
216	но и с	1	1
217	заключающие в себе	1	1
218	художественное произведение и	1	1
219	не совсем в	1	1
220	важную роль в	1	1
221	другой стороны но	1	1
222	во многих отношениях	1	1
223	и если бы	1	1
224	данный промежуток времени	1	1
225	мы знаем что	7	1
226	в таком же	2	1
227	приходит к сознанию	1	1
228	что и для	1	1
229	того же явления	1	1
230	иметь в виду	1	1
231	в состав его	1	1
232	самом деле есть	1	1
233	том числе и	1	1
234	между этими двумя	2	1
235	а потому и	1	1
236	состоит именно в	1	1
237	что вследствие этого	1	1
238	как бы он	1	1
239	что с течением	1	1
240	и в нашем	1	1
241	лишь самое незначительное	1	1
242	выйти из этого	1	1
243	что они не	1	1
244	этого слова что	1	1
245	том что только	1	1
246	образом мы видим	1	1
247	к тому же	5	1
248	то ясно что	4	1
249	не без влияния	1	1
250	настоящее время мы	1	1
251	как сказано выше	3	1
252	и проч в	1	1
253	гораздо сложнее и	1	1
254	первый взгляд кажется	1	1
255	от того же	1	1
256	по этому поводу	1	1
257	того будет ли	1	1
258	видеть во всех	1	1
259	то увидим что	1	1
260	все же не	3	1
261	на себе отпечаток	2	1
262	потому что при	1	1
263	друг в друге	1	1
264	с психологической точки	1	1
265	так как все	1	1
266	в самой сущности	1	1
267	таким образом и	1	1
268	сказать что при	1	1
269	что у него	1	1
270	мало того что	1	1
271	о том чтобы	2	1
272	то я не	1	1
273	со своей стороны	1	1
274	заключают в себе	1	1
275	к тем же	1	1
276	сих пор не	5	1
277	ответить на вопрос	2	1
278	случаев в которых	1	1
279	хотя и не	1	1
280	есть не более	1	1
281	друг друга и	1	1
282	за то что	1	1
283	стороны одного и	1	1
284	это не более	1	1
285	бы не в	1	1
286	на той ступени	1	1
287	что входит в	1	1
288	мысль о том	1	1
289	друг с другом	9	1
290	двух или нескольких	2	1
291	таким образом все	1	1
292	может быть сомнения	1	1
293	несмотря на все	1	1
294	подлежит сомнению что	3	1
295	уже и без	1	1
296	только в степени	3	1
297	таким образом получается	1	1
298	на наших глазах	1	1
299	нет ничего общего	1	1
300	именно потому что	2	1
301	своя рубашка ближе	1	1
302	и художественное произведение	1	1
303	из этого круга	1	1
304	что для этого	1	1
305	те же самые	1	1
306	следует искать объяснения	1	1
307	только в этом	1	1
308	в настоящее время	3	1
309	тогда и в	1	1
310	тогда как при	1	1
311	тем более что	1	1
312	чтобы ответить на	1	1
313	к дальнейшему развитию	1	1
314	с такою же	1	1
315	что и сам	1	1
316	то найдем что	1	1
317	самое незначительное количество	1	1
318	а потом и	1	1
319	я в то	1	1
320	прямого отношения к	1	1
321	указание на то	1	1
322	имеют между собою	1	1
323	большего или меньшего	2	1
324	что мы можем	1	1
325	если признать что	1	1
326	что рано или	1	1
327	с к этому	1	1
328	и при отсутствии	1	1
329	то это потому	1	1
330	таким образом как	1	1
331	если бы все	1	1
332	сих пор еще	1	1
333	от того будет	1	1
334	бы в состоянии	1	1
335	разница лишь в	1	1
336	но в этой	1	1
337	никто не может	1	1
338	может быть признана	1	1
339	в его душе	1	1
340	во всех их	1	1
341	вполне отрешиться от	1	1
342	так же мало	1	1
343	ясно что и	1	1
344	и все же	1	1
345	том что при	1	1
346	были бы в	1	1
347	их отношение к	1	1
348	а для того	1	1
349	в с d	1	1
350	не принадлежат к	1	1
351	не может вполне	1	1
352	в такой форме	2	1
353	в жизни народов	1	1
354	или вовсе не	1	1
355	нет и не	1	1
356	при таких условиях	2	1
357	та же история	1	1
358	в себе больше	1	1
359	и так как	1	1
360	что несмотря на	2	1
361	между собою в	1	1
362	может быть и	4	1
