N	3gram	Bakhtin_sl	Problemy
98	и о своем	1	3
99	чужим словом в	4	3
100	в большей или	3	3
101	в узком смысле	13	3
102	чужого слова в	5	3
103	не сливается с	1	3
104	как чужое слово	1	3
105	как мы видели	2	3
106	одно и то	2	3
107	или меньшей степени	3	3
108	в этом случае	4	3
109	в то время	2	3
110	прямым авторским словом	1	3
111	и до конца	1	3
112	мы увидим что	1	3
113	то время как	2	3
114	что он не	1	2
115	время от времени	1	2
116	неразрывной связи с	1	2
117	рано или поздно	2	2
118	точка зрения на	3	2
119	для этого необходимо	1	2
120	или иной степени	12	2
121	отношению к себе	1	2
122	пор совершенно не	1	2
123	как бы ни	2	2
124	он не только	1	2
125	и в другом	2	2
126	но и на	1	2
127	можно прямо сказать	3	2
128	может войти в	1	2
129	для того чтобы	1	2
130	в самой этой	1	2
131	никогда не может	2	2
132	в свою очередь	3	2
133	а затем и	1	2
134	дело в том	1	2
135	и всякое иное	1	2
136	перед нами в	1	2
137	слово как бы	1	2
138	отношения к чужому	1	2
139	направленное на свой	1	2
140	как бы не	1	2
141	отношение к чужому	2	2
142	свой предмет слово	1	2
143	мир и на	1	2
144	мы можем сказать	1	2
145	объектности чужого слова	1	2
146	в один из	1	2
147	между этими двумя	1	2
148	в чем не	1	2
149	со всею ясностью	2	2
150	значит конечно что	2	2
151	в одно высказывание	1	2
152	в нем не	1	2
153	его внутренняя речь	1	2
154	о том же	2	2
155	рассказчика и в	1	2
156	является лишь одним	1	2
157	но в этом	2	2
158	а не в	1	2
159	к тому что	2	2
160	не укладывается в	2	2
161	дело далеко не	1	2
162	и во всяком	1	2
163	т п все	1	2
164	но это не	1	2
165	большинстве случаев в	1	2
166	слово направлено на	1	2
167	прежде всего как	1	2
168	в этих случаях	1	2
169	в одном из	1	2
170	рядом с собой	1	2
171	и в романе	2	2
172	человека и его	2	2
173	от автора и	2	2
174	том и в	2	2
175	с авторским словом	2	2
176	оглядки на чужое	1	2
177	в пределах того	4	2
178	на мир и	1	2
179	не столько в	1	2
180	быть более или	1	2
181	бы ни были	2	2
182	здесь конечно не	1	2
183	и заставляет его	1	2
184	как точка зрения	1	2
185	этой точки зрения	1	2
186	в целом ряде	1	2
187	как один из	1	2
188	а следовательно и	2	2
189	в нем и	1	2
190	конечно не в	1	2
191	но все это	1	2
192	он может быть	1	2
193	сих пор совершенно	1	2
194	в значительной степени	6	2
195	чужого слова как	1	2
196	в лучшем случае	3	2
197	которого он в	1	2
198	он знает что	1	2
199	с таким же	1	2
200	предметом изображения в	1	2
201	не только в	3	2
202	ту же тему	2	2
203	еще далеко не	1	2
204	лишь там где	1	2
205	не значит конечно	2	2
206	они ни были	1	2
207	в их основе	2	2
208	и в том	2	2
209	лишь одним из	1	2
210	всяком случае не	1	2
211	у него нет	2	2
212	том же предмете	1	2
213	и в сущности	4	2
214	перед нами уже	1	2
215	прежде всего в	1	2
216	ни в чем	1	2
217	лежит в одной	1	2
218	но с другой	1	2
219	настолько велико что	1	1
220	и вне его	3	1
221	он никогда не	2	1
222	простое и непосредственное	1	1
223	лежат в одной	1	1
224	романа но и	1	1
225	сознания но и	1	1
226	и чужое слово	1	1
227	на этой почве	1	1
228	к нему не	1	1
229	одного и единого	1	1
230	таким образом на	2	1
231	у него есть	1	1
232	между авторской и	1	1
233	для его голоса	1	1
234	обстоит дело в	1	1
235	одной стороны и	2	1
236	только один и	1	1
237	вот что говорит	1	1
238	чужого слова о	1	1
239	его слово конечно	1	1
240	на авторскую речь	2	1
241	всех сферах идеологической	1	1
242	и с которым	1	1
243	авторское слово в	2	1
244	точек зрения не	1	1
245	и на почве	1	1
246	так и для	1	1
247	другие так и	1	1
248	отношение к слову	1	1
249	разнородные явления как	1	1
250	и непосредственное выражение	1	1
251	но и по	1	1
252	и даже не	1	1
253	героя и этим	1	1
254	чужим словом и	3	1
255	по себе а	1	1
256	речь как бы	1	1
257	прямой и непосредственной	2	1
258	рядом друг с	1	1
259	прямо сказать что	2	1
260	и у него	1	1
261	в романе является	1	1
262	до известной степени	3	1
263	в известной степени	3	1
264	лишь абстрактный момент	1	1
265	роман не только	1	1
266	в том числе	1	1
267	поэтому диалог в	1	1
268	мы сказали и	1	1
269	ни одной из	1	1
270	заложенные в них	1	1
271	лишь одна из	1	1
272	может быть различной	1	1
273	сих пор не	2	1
274	все это и	1	1
275	на том же	2	1
276	во всех его	8	1
277	здесь перед нами	1	1
278	о которых мы	2	1
279	в собственном смысле	2	1
280	пародийная стилизация высокого	1	1
281	у толстого со	1	1
282	в романе же	1	1
283	в таком слове	1	1
284	и в авторской	1	1
285	он и строит	1	1
286	своим предметом и	1	1
287	и во всех	2	1
288	мы еще не	1	1
289	прямой авторской речи	1	1
290	слова не входят	1	1
291	входящих в роман	1	1
292	и на предмет	1	1
293	него свои интенции	1	1
294	на слушателя и	3	1
295	то есть не	2	1
296	каковы бы ни	1	1
297	она не может	1	1
298	точки зрения которого	1	1
299	основные линии его	1	1
300	и столь же	1	1
301	слово самого героя	1	1
302	ему ни в	1	1
303	теоретического осознания и	1	1
304	не решенным и	1	1
305	последней смысловой инстанции	4	1
306	для наших целей	1	1
307	бы ни был	1	1
308	при всех возможных	1	1
309	зрения и оценок	1	1
310	знает только себя	1	1
311	так или иначе	1	1
312	может быть только	3	1
313	происходит преломление авторских	1	1
314	высказывания и в	1	1
315	в самом слове	1	1
316	между материалом и	1	1
317	то же слово	2	1
318	слова так как	1	1
319	конечно далеко не	1	1
320	все это может	1	1
321	и самое слово	1	1
322	свой предмет как	1	1
323	все более и	1	1
324	чужого слова его	1	1
325	очень далек от	1	1
326	до простой ремарки	1	1
327	и его слову	1	1
328	в первом случае	2	1
329	и на протяжении	1	1
330	иметь в виду	1	1
331	для правильного понимания	1	1
332	повсюду во все	1	1
333	но и эти	1	1
334	сам же он	1	1
335	в монологический контекст	1	1
336	п все это	1	1
337	точки зрения другого	1	1
338	о котором идет	1	1
339	в его сознании	1	1
340	нам важна здесь	1	1
341	том числе и	1	1
342	в нем новые	2	1
343	и от него	1	1
344	и на события	1	1
345	тех или иных	1	1
346	в данную эпоху	1	1
347	в пределах одной	3	1
348	своему предмету но	1	1
349	его слова с	1	1
350	является в сущности	1	1
351	его речь и	1	1
352	своими корнями в	2	1
353	монологический контекст данного	1	1
354	самого говорящего как	1	1
355	в его собственном	1	1
356	в авторской речи	1	1
357	что они не	1	1
358	здесь как бы	1	1
359	и остается в	1	1
360	а в том	1	1
361	из одного в	2	1
362	не могут до	1	1
363	остановимся еще на	1	1
364	не лежит в	1	1
365	они как бы	2	1
366	одна из существеннейших	1	1
367	в прокрустово ложе	1	1
368	в точном смысле	1	1
369	в неразрывной связи	1	1
370	и в пределах	1	1
371	могут до конца	1	1
372	дело здесь конечно	1	1
373	его слово в	2	1
374	и нуждается в	1	1
375	и говорит и	1	1
376	нужно сказать что	1	1
377	именно к тому	1	1
378	чужой акцент и	1	1
379	в прямой авторской	1	1
380	могла бы быть	1	1
381	в связи с	2	1
382	переходил из одного	1	1
383	чужой речи и	1	1
384	в маленьком масштабе	1	1
385	тем поразительнее что	1	1
386	в процессе этого	1	1
387	значение чужого слова	1	1
388	самом же деле	1	1
389	чужого слова на	1	1
390	пределах одного синтаксического	1	1
391	в истории европейского	1	1
392	т п но	2	1
393	к сожалению не	1	1
394	не может не	5	1
395	высказывания и потому	1	1
396	в своей книге	1	1
397	преломление авторских интенций	3	1
398	одного в другой	2	1
399	им и не	1	1
400	как в отношении	1	1
401	и еще не	1	1
402	точки зрения на	4	1
403	или во всяком	2	1
404	перед нами не	1	1
405	а не только	1	1
406	все эти явления	1	1
407	рассказ от автора	1	1
408	определяет всю его	1	1
409	даже и не	1	1
410	наконец в плане	1	1
411	одному и единому	2	1
412	она не входит	1	1
413	и потому не	1	1
414	в нем в	6	1
415	мы видели что	1	1
416	взаимодействия с другими	1	1
417	ним мы еще	1	1
418	объектную тень на	1	1
419	может и не	1	1
420	в тонах и	1	1
421	у ивана карамазова	1	1
422	между стилизацией и	1	1
423	далее и самое	1	1
424	лишь тогда когда	2	1
425	у толстого в	1	1
426	в настоящем и	1	1
427	о нем он	2	1
428	неразрывно связано с	1	1
429	и синтаксическую структуру	1	1
430	отношение к своему	2	1
431	того или иного	2	1
432	этого диалога в	1	1
433	героя и может	1	1
434	и могут быть	1	1
435	но прежде всего	1	1
436	же не только	1	1
437	преломления в них	1	1
438	в известном смысле	2	1
439	полное слияние голосов	1	1
440	слово в то	1	1
441	без дистанции без	1	1
442	своего и чужого	4	1
443	авторским словом непосредственно	1	1
444	но и в	2	1
445	особая точка зрения	1	1
446	дистанции без преломления	1	1
447	служить своим новым	1	1
448	такого героя и	1	1
449	в них не	1	1
450	оставаясь в пределах	1	1
451	как и слово	1	1
452	и у тургенева	1	1
453	зависимости от характера	1	1
454	там где они	3	1
455	чужого слова от	1	1
456	в результате их	1	1
457	же время он	1	1
458	как к своему	1	1
459	особой точки зрения	1	1
460	громадное значение в	1	1
461	слова как мы	1	1
462	ним и с	1	1
463	не с точки	1	1
464	европейского романа в	1	1
465	разновидности романного жанра	2	1
466	там где она	1	1
467	и в особенности	5	1
468	более того каждый	1	1
469	но и само	2	1
470	оно ни было	1	1
471	выйти за пределы	1	1
472	со всеми его	1	1
473	и в отношении	1	1
474	слово во всех	1	1
475	в процессе его	1	1
476	в пределах самого	1	1
477	общения с ним	1	1
478	и на его	1	1
479	в него свои	3	1
480	что как раз	1	1
481	и в поэзии	1	1
482	как это возможно	1	1
483	его и нет	1	1
484	на самом же	1	1
485	ориентация слова среди	3	1
486	между ними и	1	1
487	т п так	1	1
488	из них он	1	1
489	в каждом новом	1	1
490	о тропах или	1	1
491	к одному из	1	1
492	и не было	1	1
493	это не только	1	1
494	оно может лишь	1	1
495	он как мы	1	1
496	себя среди других	1	1
497	т п в	2	1
498	перестает быть тем	2	1
499	влияния чужого слова	1	1
500	всякое иное слово	1	1
501	в высшее единство	1	1
502	слова и в	1	1
503	отношении к нему	1	1
504	более и более	1	1
505	с ним мы	1	1
506	все эти слова	1	1
507	таким образом в	4	1
508	стилизация отличается от	1	1
509	до некоторой степени	1	1
510	но у него	1	1
511	в нем происходит	1	1
512	далеко не исчерпывается	1	1
513	в диалогах и	1	1
514	может быть не	1	1
515	со всех сторон	1	1
516	как мы ее	1	1
517	на ту же	2	1
518	к чужому высказыванию	1	1
519	в единство некоторого	1	1
520	как нейтральное слово	1	1
521	начинает звучать как	1	1
522	в противном случае	1	1
523	а как бы	1	1
524	друг о друге	2	1
525	со своим словом	3	1
526	мира с его	1	1
527	здесь не только	1	1
528	и в частности	1	1
529	оно до конца	1	1
530	же время и	2	1
531	его жизни и	1	1
532	в чем же	1	1
533	своим новым интенциям	1	1
534	становится одним из	1	1
535	речь и его	1	1
536	типы и разновидности	1	1
537	бы оно ни	1	1
538	непосредственной интенциональности и	1	1
539	как мы видим	1	1
540	и могли бы	1	1
541	не только действительность	1	1
542	скрещиваются между собой	2	1
543	сознание и его	1	1
544	с прямым авторским	1	1
545	вообще не знает	1	1
546	мы не знаем	2	1
547	и ничего не	1	1
548	сферах идеологической жизни	1	1
549	с установкой на	4	1
550	и к нему	2	1
551	слов о нем	1	1
552	его влиянием в	1	1
553	романе как мы	1	1
554	нейтральное слово языка	1	1
555	авторских интенций в	1	1
556	имеем в виду	1	1
557	правда и в	1	1
558	мы имеем в	1	1
559	до конца и	3	1
560	в своей основной	1	1
561	нем новые стороны	2	1
562	кроме того и	1	1
563	не менее в	1	1
564	могут быть отнесены	1	1
565	именно в том	1	1
566	же авторское слово	1	1
567	точками зрения и	1	1
568	в этом его	1	1
569	и так сказать	1	1
570	в нем двух	1	1
571	и все его	1	1
572	в своем собственном	1	1
573	но именно в	1	1
574	не в самом	1	1
575	чтобы добиться от	1	1
576	тем или иным	1	1
577	его несмотря на	1	1
578	и не могут	2	1
579	уже не в	1	1
580	который не был	1	1
581	не могут быть	3	1
582	иначе обстоит дело	1	1
583	и в каждом	1	1
584	образ а не	1	1
585	слово в них	1	1
586	пределах того же	4	1
587	и непосредственно интенциональным	1	1
588	может находиться в	1	1
589	по преимуществу в	1	1
590	отношения слова к	1	1
591	в его романах	2	1
592	сознания и слова	1	1
593	одного синтаксического целого	2	1
594	бы они ни	1	1
595	это возможно в	1	1
596	с одной стороны	7	1
597	все то в	1	1
598	в другом случае	3	1
599	чем он был	1	1
600	не может ни	1	1
601	определяется прежде всего	2	1
602	истории европейского романа	2	1
603	в монологическом высказывании	2	1
604	точки зрения и	1	1
605	заключено в кавычки	1	1
606	пробным камнем для	1	1
607	здесь таким образом	1	1
608	до конца не	1	1
609	в этом как	1	1
610	т п если	1	1
611	также и в	1	1
612	уже не только	2	1
613	печорин у лермонтова	1	1
614	не только как	1	1
615	его смысла и	1	1
616	и следовательно в	2	1
617	и в идеологическом	1	1
618	как бы через	1	1
619	поэтому менее всего	1	1
620	во всех сферах	4	1
621	самого начала в	1	1
622	неизбежно приводит к	1	1
623	один из этих	1	1
624	лежит в основе	1	1
625	но как мы	1	1
