N	2gram	Potebnia_M	SlovoVZh
192	другой стороны	4	2
193	этой стороны	2	2
194	и вполне	2	2
195	но что	4	2
196	что поэт	2	2
197	в этих	2	2
198	есть уже	13	2
199	можно найти	1	2
200	тому же	1	2
201	связь с	4	2
202	оно не	7	2
203	бы даже	1	2
204	а к	4	2
205	как же	1	2
206	и притом	3	2
207	форма в	5	2
208	ко всем	5	2
209	но этот	2	2
210	на это	4	2
211	к ним	3	2
212	и здесь	3	2
213	но конечно	1	2
214	как на	6	2
215	слова но	3	2
216	котором слово	1	2
217	и все	5	2
218	но не	8	2
219	общего с	1	2
220	форму и	1	2
221	быть только	5	2
222	речи в	1	2
223	его как	3	2
224	не есть	24	2
225	могут быть	6	2
226	значения и	1	2
227	с другими	9	2
228	в самое	2	2
229	не остается	1	2
230	стороны и	1	2
231	в своем	6	2
232	в корне	1	2
233	в какой	3	2
234	вместе с	22	2
235	между ними	4	2
236	место в	4	2
237	к его	2	2
238	может стать	3	2
239	настоящее время	1	2
240	бы оно	2	2
241	можем сказать	1	2
242	со словом	6	2
243	с его	1	2
244	себя и	4	2
245	на все	3	2
246	его к	2	2
247	известной степени	1	2
248	к этому	3	2
249	бы не	6	2
250	между собой	1	2
251	он не	4	2
252	независимо от	10	2
253	эта последняя	4	2
254	что слово	13	2
255	в чем	6	2
256	в настоящее	1	2
257	но мы	3	2
258	словами и	1	2
259	едва ли	1	2
260	ничего не	1	2
261	возможна только	1	2
262	одного только	1	1
263	он пользуется	1	1
264	различные степени	2	1
265	такой взгляд	2	1
266	пониманием и	1	1
267	все в	3	1
268	уже сказали	1	1
269	на которую	2	1
270	к одному	7	1
271	жизнь и	1	1
272	себе в	2	1
273	себе оно	1	1
274	было на	1	1
275	во-вторых отношение	1	1
276	стала уже	1	1
277	то в	1	1
278	можно в	1	1
279	одним и	4	1
280	события и	1	1
281	одной точки	1	1
282	во всяком	4	1
283	она имеет	1	1
284	нам не	2	1
285	от него	2	1
286	наблюдать в	1	1
287	это и	2	1
288	что они	2	1
289	видели в	1	1
290	его и	1	1
291	но можно	1	1
292	то он	2	1
293	в искусстве	6	1
294	во всех	1	1
295	не зная	1	1
296	проч и	2	1
297	восприятия и	2	1
298	до степени	1	1
299	только из	2	1
300	не является	1	1
301	слово есть	12	1
302	а с	4	1
303	только к	1	1
304	если оно	1	1
305	что оно	12	1
306	и он	1	1
307	точному анализу	1	1
308	к другу	1	1
309	мы могли	2	1
310	та же	3	1
311	по преимуществу	1	1
312	художественное значение	1	1
313	было в	6	1
314	с самого	1	1
315	образом мы	1	1
316	на нечто	1	1
317	в обществе	1	1
318	друг к	1	1
319	только а	1	1
320	и легче	1	1
321	поэтическом произведении	1	1
322	так можно	1	1
323	найти их	1	1
324	них в	2	1
325	которой он	1	1
326	и было	1	1
327	не ради	2	1
328	то есть	53	1
329	предметы и	1	1
330	но из	1	1
331	как одно	1	1
332	языка в	6	1
333	не нужен	1	1
334	связывает между	1	1
335	это последнее	4	1
336	должно быть	9	1
337	мы уже	5	1
338	к одной	4	1
339	же тесной	1	1
340	нас не	1	1
341	значение и	1	1
342	так для	1	1
343	к художественному	1	1
344	что называется	1	1
345	слово было	1	1
346	это событие	2	1
347	и который	1	1
348	следует ли	1	1
349	и того	2	1
350	предмет в	1	1
351	и вот	1	1
352	все остальные	3	1
353	от нее	2	1
354	не знают	1	1
355	в произведении	4	1
356	но при	1	1
357	является только	1	1
358	в свою	6	1
359	входит в	3	1
360	поэтому можно	1	1
361	только как	9	1
362	я может	1	1
363	случае мы	1	1
364	что уже	2	1
365	часть его	2	1
366	того чтобы	5	1
367	сознание и	5	1
368	он как	2	1
369	можем вывести	1	1
370	и их	4	1
371	одна и	2	1
372	его содержание	1	1
373	еще более	1	1
374	не должно	1	1
375	на основе	1	1
376	содержание с	1	1
377	не вводя	1	1
378	такой степени	5	1
379	и менее	1	1
380	тому как	6	1
381	формы но	1	1
382	как перед	1	1
383	несмотря на	2	1
384	но эти	1	1
385	это только	2	1
386	вопросу о	1	1
387	что собственно	2	1
388	своего смысла	1	1
389	признать что	2	1
390	не извне	1	1
391	бы эта	1	1
392	с уверенностью	1	1
393	образом только	1	1
394	во многих	3	1
395	на одно	1	1
396	или может	1	1
397	что это	6	1
398	в противном	1	1
399	хотя и	3	1
400	сознания говорящего	1	1
401	и тогда	4	1
402	этом отношении	2	1
403	явления в	1	1
404	ни была	1	1
405	мы должны	6	1
406	в ее	3	1
407	и тем	8	1
408	и т.п	1	1
409	кажется что	3	1
410	остается только	2	1
411	остается при	1	1
412	сам по	9	1
413	то слово	3	1
414	какой бы	1	1
415	бы только	1	1
416	нашего времени	2	1
417	для нее	1	1
418	в изучении	1	1
419	не как	3	1
420	увидим что	2	1
421	должны быть	3	1
422	весь круг	3	1
423	два ряда	1	1
424	только возможность	1	1
425	же нам	3	1
426	есть форма	1	1
427	произведения но	1	1
428	потому не	1	1
429	трех моментов	1	1
430	и грамматических	1	1
431	в содержании	1	1
432	произведения остаются	1	1
433	в науке	3	1
434	пор не	2	1
435	содержание в	3	1
436	этим словом	1	1
437	в одном	4	1
438	в области	3	1
439	одно из	6	1
440	у нас	2	1
441	на которой	4	1
442	было говорить	1	1
443	что каждый	1	1
444	не переходя	1	1
445	можно было	1	1
446	в приведенном	3	1
447	а между	6	1
448	в результате	1	1
449	и это	6	1
450	третье лицо	1	1
451	как нечто	3	1
452	формы является	1	1
453	сводится к	1	1
454	от изменения	1	1
455	и художественное	1	1
456	более и	1	1
457	значительной степени	2	1
458	по мере	12	1
459	этом смысле	2	1
460	участие в	1	1
461	и основное	1	1
462	в поэтическом	2	1
463	подобно тому	3	1
464	во времени	2	1
465	и тот	5	1
466	том и	1	1
467	природу и	1	1
468	далеко не	5	1
469	только то	1	1
470	слова не	2	1
471	уже и	1	1
472	не вполне	1	1
473	к поэзии	2	1
474	у него	3	1
475	чем не	1	1
476	не на	1	1
477	в истории	2	1
478	не могут	7	1
479	миру и	1	1
480	все равно	5	1
481	что например	5	1
482	анализ может	1	1
483	же время	8	1
484	не существует	5	1
485	материала при	1	1
486	при помощи	2	1
487	в виде	3	1
488	из одного	3	1
489	речь но	1	1
490	там же	8	1
491	входят в	3	1
492	тот не	1	1
493	отношения между	4	1
494	гораздо чаще	1	1
495	еще один	1	1
496	непосредственно в	2	1
497	непосредственно к	1	1
498	в большинстве	2	1
499	нуждаются в	1	1
500	свою очередь	6	1
501	со словами	1	1
502	приближения к	1	1
503	без слов	5	1
504	мы здесь	1	1
505	так мы	1	1
506	другая сторона	1	1
507	ко второму	2	1
508	предполагает в	2	1
509	не было	12	1
510	когда мы	4	1
511	как например	2	1
512	связи с	6	1
513	сами по	3	1
514	ему но	1	1
515	более или	6	1
516	связь слова	1	1
517	или наконец	1	1
518	между людьми	2	1
519	все то	3	1
520	отличная от	1	1
521	здесь мы	1	1
522	время как	3	1
523	того кто	2	1
524	мы понимаем	1	1
525	было бы	16	1
526	не знает	4	1
527	сближаться с	1	1
528	словах и	1	1
529	образом не	1	1
530	оно ни	2	1
531	к тому	9	1
532	слова должно	1	1
533	люди не	2	1
534	из двух	4	1
535	него свое	1	1
536	говорящего а	2	1
537	найти его	1	1
538	выведено из	2	1
539	что можно	1	1
540	с таким	3	1
541	на связи	1	1
542	так относится	2	1
543	из нее	2	1
544	что здесь	1	1
545	равно как	2	1
546	сознания не	1	1
547	двух других	1	1
548	и мы	3	1
549	произведения при	1	1
550	оба собеседника	1	1
551	и степень	2	1
552	его для	1	1
553	находиться в	3	1
554	как мы	8	1
555	второму лицу	1	1
556	с такою	1	1
557	что нам	1	1
558	что она	4	1
559	самой своей	1	1
560	содержание но	1	1
561	бытия и	1	1
562	и о	6	1
563	слова с	4	1
564	на который	2	1
565	показать что	1	1
566	и тому	1	1
567	о самом	1	1
568	этого содержания	1	1
569	всегда имеет	1	1
570	как его	1	1
571	что для	5	1
572	и вне	1	1
573	с первого	2	1
574	обращенная к	1	1
575	если мы	2	1
576	на одну	1	1
577	тем же	6	1
578	от всего	4	1
579	и эта	2	1
580	когда человек	3	1
581	не те	1	1
582	найти в	1	1
583	но есть	3	1
584	особенно ясно	1	1
585	и во	1	1
586	произведение если	1	1
587	именно в	5	1
588	и таким	1	1
589	уже на	2	1
590	между их	1	1
591	языке мы	1	1
592	то время	7	1
593	но эта	3	1
594	слов в	6	1
595	которое было	2	1
596	с большим	1	1
597	к другим	4	1
598	такою же	1	1
599	не можем	8	1
600	и содержанием	2	1
601	в таком	6	1
602	формы в	3	1
603	всех сторон	3	1
604	делать здесь	1	1
605	было дано	1	1
606	оно по	1	1
607	например в	9	1
608	сама по	3	1
609	что я	5	1
610	форма и	1	1
611	само собою	1	1
612	тот же	2	1
613	и связи	2	1
614	относятся к	2	1
615	к которому	1	1
616	может получить	1	1
617	а одно	1	1
618	время не	1	1
619	человек и	2	1
620	содержании слова	1	1
621	с которой	2	1
622	степень их	1	1
623	слово не	6	1
624	и без	9	1
625	же оно	1	1
626	нигде не	1	1
627	слово к	1	1
628	многое что	1	1
629	отношения в	1	1
630	что все	5	1
631	как о	3	1
632	то она	1	1
633	оно способно	1	1
634	эти три	1	1
635	себе не	6	1
636	анализа в	1	1
637	столь же	8	1
638	том же	2	1
639	бы слово	2	1
640	берет на	1	1
641	в общем	1	1
642	есть в	6	1
643	или даже	1	1
644	него но	1	1
645	не поймет	1	1
646	места в	1	1
647	в переводе	1	1
648	в порядке	1	1
649	субъект суждения	1	1
650	рядом с	2	1
651	из его	1	1
652	при чтении	2	1
653	лишена всякой	1	1
654	даже тогда	3	1
655	в слове	41	1
656	словом так	1	1
657	стороны искусства	1	1
658	деле в	2	1
659	как будто	1	1
660	для определения	1	1
661	жизни в	1	1
662	что именно	5	1
663	есть только	9	1
664	человека или	1	1
665	противном случае	1	1
666	ровно ничего	1	1
667	а эта	1	1
668	но если	2	1
669	имеет и	1	1
670	все свойства	1	1
671	в словах	3	1
672	могли только	1	1
673	них и	1	1
674	от его	2	1
675	нему как	2	1
676	все более	2	1
677	зрения и	2	1
678	и внешней	1	1
679	и только	5	1
680	один и	2	1
681	если этот	1	1
682	можно сравнить	2	1
683	нас за	1	1
684	так называемая	1	1
685	три момента	1	1
686	в двух	1	1
687	и художественного	1	1
688	полагать что	1	1
689	может и	1	1
690	событием и	1	1
691	и оно	3	1
692	форму этого	1	1
693	здесь же	1	1
694	друг друга	6	1
695	но уже	2	1
696	и относительно	2	1
697	к вопросу	1	1
698	для этого	1	1
699	и искусство	1	1
700	не из	4	1
701	себе и	1	1
702	и обратно	1	1
703	искусства в	1	1
704	легче всего	1	1
705	содержанию как	1	1
706	в смысле	4	1
707	не всегда	5	1
708	чтобы не	1	1
709	может находиться	2	1
710	мы еще	1	1
711	источников она	1	1
712	не нужно	1	1
713	притом с	1	1
714	в одной	1	1
715	в целом	5	1
716	нам кажется	7	1
717	единство и	2	1
718	ничего общего	2	1
719	художественное творчество	1	1
720	себя в	1	1
721	крайней мере	8	1
722	это бывает	1	1
723	и из	2	1
724	или менее	6	1
725	вовсе не	13	1
726	с соответствующими	1	1
727	акт сознания	1	1
728	на другие	7	1
729	думать что	6	1
730	есть выражение	3	1
731	в пространстве	1	1
732	не то	6	1
733	я и	3	1
734	поэзии к	1	1
735	на эту	1	1
736	тем более	9	1
737	по крайней	8	1
738	форму то	2	1
739	состоящая из	1	1
740	что до	3	1
741	не найдем	1	1
742	мы видели	5	1
743	перед нами	3	1
744	чем более	4	1
745	и другого	2	1
746	его место	2	1
747	и осмысливает	1	1
748	который и	1	1
749	всяком случае	3	1
750	искусства может	1	1
751	того о	1	1
752	самое содержание	1	1
753	которые в	1	1
754	только для	3	1
755	на них	2	1
756	не нуждаются	1	1
757	можно только	3	1
