N	3gram	Voloshinov	Istorich
104	что оно означает	1	2
105	борьбы с природой	1	2
106	в виду что	1	2
107	той роли которую	1	2
108	и не могут	1	2
109	сколько бы мы	1	2
110	но как только	1	2
111	но все эти	1	2
112	больше и больше	2	2
113	что в одном	1	2
114	он не будет	1	2
115	здесь же мы	1	2
116	на вопрос о	1	2
117	перед тем как	1	2
118	хотя бы в	1	2
119	как мы видим	1	2
120	все же и	1	2
121	пока он не	1	2
122	как только он	1	2
123	и те же	2	2
124	и не может	1	2
125	в свою очередь	4	2
126	равно как и	2	2
127	в качестве примера	1	2
128	мы не знаем	2	2
129	был связан с	1	2
130	хотя бы на	1	2
131	можно заметить что	1	2
132	и той же	4	2
133	одно и то	5	2
134	одной и той	4	2
135	только потому что	2	2
136	мы будем называть	1	2
137	же как мы	1	2
138	если мы будем	1	2
139	лежит в основе	1	2
140	роль и в	1	1
141	та же самая	2	1
142	до того как	1	1
143	так как нам	1	1
144	а в этом	1	1
145	что у нас	2	1
146	это как бы	1	1
147	не обладает но	1	1
148	в ладоши и	1	1
149	от того в	1	1
150	мы видели есть	1	1
151	это дает нам	1	1
152	в себе элементы	1	1
153	но они еще	1	1
154	одни и те	2	1
155	и в каком	1	1
156	как мы уже	3	1
157	в которой мы	1	1
158	но при этом	2	1
159	из них в	1	1
160	говорит о нем	1	1
161	мы никогда не	5	1
162	с тем и	2	1
163	как нечто что	1	1
164	но если бы	1	1
165	или иное явление	1	1
166	человека таким образом	1	1
167	того в какой	1	1
168	и тогда он	1	1
169	что это слишком	1	1
170	если его не	1	1
171	и этот момент	1	1
172	чрезвычайно важно для	1	1
173	к утверждению что	1	1
174	в действительности он	1	1
175	мы должны помнить	1	1
176	как бы два	1	1
177	мы подойдем к	1	1
178	происходит и в	1	1
179	эту задачу выполняет	1	1
180	дело не с	1	1
181	тому что мы	1	1
182	в социальной жизни	1	1
183	общения человека с	1	1
184	теперь мы можем	1	1
185	ее не только	1	1
186	из которых он	1	1
187	вопрос о происхождении	1	1
188	которые связаны с	3	1
189	и в таких	1	1
190	в себе и	1	1
191	в нашем смысле	1	1
192	и к тому	1	1
193	всякой связи с	1	1
194	племени и в	1	1
195	связи с этим	2	1
196	и кроме того	2	1
197	нет ничего удивительного	1	1
198	воздействия на природу	1	1
199	том что такое	1	1
200	отражает действительность но	1	1
201	да это не	1	1
202	мы видели не	1	1
203	в пределах одного	1	1
204	не может получить	1	1
205	есть первая ступень	1	1
206	бы нам удалось	1	1
207	не менее и	1	1
208	в каком направлении	1	1
209	наших целей достаточно	1	1
210	и на его	2	1
211	как бы в	3	1
212	то что мы	4	1
213	ключ к пониманию	1	1
214	ответ на него	1	1
215	когда мы увидим	1	1
216	в приведенных примерах	1	1
217	прежде всего в	4	1
218	если бы нам	1	1
219	с течением времени	1	1
220	же самое и	1	1
221	на этом мы	1	1
222	мы говорили что	1	1
223	мы все же	1	1
224	только в области	2	1
225	таким образом появление	1	1
226	из всего предыдущего	1	1
227	вернемся теперь к	1	1
228	из всего сказанного	1	1
229	не знаем как	1	1
230	ситуации при которых	1	1
231	как и вообще	1	1
232	все это дает	1	1
233	что это значит?	1	1
234	в процессе развития	1	1
235	и о связи	1	1
236	то или иное	4	1
237	нашей точки зрения	1	1
238	видим что и	1	1
239	в жизни и	1	1
240	что же мы	1	1
241	в этом отношении	2	1
242	формы в которых	1	1
243	как нечто оторванное	1	1
244	именно потому что	1	1
245	живую связь с	1	1
246	то у нас	1	1
247	что перед нами	2	1
248	и уже только	1	1
249	так и по	1	1
250	бросается в глаза	1	1
251	тех или иных	3	1
252	как мы это	1	1
253	эти слова в	3	1
254	с исторической действительностью	1	1
255	по ту сторону	1	1
256	и не мог	1	1
257	и как мы	1	1
258	в своей жизни	1	1
259	поэтому мы будем	1	1
260	в высшей степени	1	1
261	может быть истолковано	1	1
262	друг друга но	1	1
263	но уже не	1	1
264	достаточно чтобы убедиться	1	1
265	на вопросе о	1	1
266	дает ответ на	1	1
267	что это так	1	1
268	то же время	7	1
269	в его голове	1	1
270	в значительной степени	2	1
271	и в этом	1	1
272	тому или иному	1	1
273	и эта форма	1	1
274	с нашей точки	1	1
275	друг друга и	1	1
276	того или иного	5	1
277	и от этого	1	1
278	и легче всего	1	1
279	этого может быть	1	1
280	бы не в	1	1
281	это будет видно	1	1
282	только мы начинаем	1	1
283	хотя бы одного	1	1
284	еще не мог	1	1
285	по большей части	1	1
286	ту или иную	4	1
287	легче всего поддается	1	1
288	но об этом	2	1
289	в этом отрывке	1	1
290	мы легко можем	1	1
291	в своем развитии	1	1
292	что при этом	1	1
293	или как это	2	1
294	характер в этих	1	1
295	голода или жажды	1	1
296	в то же	9	1
297	которое существует между	1	1
298	при разных условиях	1	1
299	не говоря уже	1	1
300	они находятся в	1	1
301	от социального положения	1	1
302	и та же	1	1
303	но в то	2	1
304	мысль о том	1	1
305	зависимости от того	2	1
306	уже не только	1	1
307	это прежде всего	1	1
308	связь с тем	1	1
309	для нас важнее	1	1
310	у нас на	1	1
311	представления связанные с	1	1
312	одна и та	1	1
313	другими словами к	1	1
314	это отнюдь не	1	1
315	от того где	1	1
316	должен был бы	1	1
317	и он уходит	1	1
318	один из этих	1	1
