N	4gram	Tiupa_Disk	Analitik
67	своего предшественника лукавым юмором	1	1
68	лицом к лицу с	2	1
69	себе не заключает и	1	1
70	внезакономерных явлениях а о	1	1
71	сюжета в сочетании с	1	1
72	из нас самих состоят	1	1
73	исторически продуктивный тип высказывания	1	1
74	жанровой схемы и в	1	1
75	оно живет в готовом	2	1
76	что он ничего предосудительного	2	1
77	притчевого типа есть монолог	1	1
78	слухи или сплетни то	1	1
79	цикла обрамляя вымышленную реальность	1	1
80	в дискурсе речевой акт	1	1
81	краткость и точность словесного	2	1
82	монологизированного слова в слове	1	1
83	и дайте перстень на	1	1
84	может быть ни чисто	1	1
85	человек мирной профессии землемер	1	1
86	анекдота о случайном венчании	1	1
87	в некое интерсубъективное пространство	1	1
88	а мертвый без гроба	1	1
89	и языковые с еще	1	1
90	к анекдоту и притче	1	1
91	была минута тогда как	1	1
92	слово анекдота уже не	1	1
93	однозначности и прежде всего	1	1
94	не предполагает внутренне свободного	1	1
95	осуществить с машей на	1	1
96	примеряя ее содержание к	1	1
97	форме индивидуального речевого замысла	1	1
98	побега и покаянного возвращения	1	1
99	не было и не	1	1
100	в чем и состоит	1	1
101	осуществляется или преступается не	1	1
102	по схеме блудных детей	1	1
103	бытуют как слухи или	1	1
104	одежду и оденьте его	1	1
105	и дискурс трактует последний	1	1
106	тогда как жанровая стратегия	1	1
107	читаем следует анекдот коего	1	1
108	притче о блудном сыне	1	1
109	или острота наизнанку глупость	1	1
110	преступается не предначертанность судьбы	1	1
111	как сам владимир планирует	1	1
112	содержанию сказания это позиция	1	1
113	притчи о том что	1	1
114	воцариться в чужой стране	1	1
115	все это по общему	1	1
116	так и на языке	1	1
117	ощущаться завершенная и строго	1	1
118	окружал человека к норме	1	1
119	очередь определяется предметом целью	2	1
120	фактический слушатель читатель может	1	1
121	вольному воля а дорога	1	1
122	столь пассивным как к	1	1
123	непристойность необыкновенное в новелле	1	1
124	внутренняя активность адресата при	1	1
125	придать пересказанным анекдотам назидательность	1	1
126	пределе своем анекдот конденсируется	1	1
127	судьбы а некий нравственный	1	1
128	это по общему мнению	1	1
129	ни изменить ничего нельзя	1	1
130	самых событий вследствие которого	1	1
131	мужчине и безымянного шестнадцатилетнего	1	1
132	же в пушкинском сознании	1	1
133	точными они бытуют как	1	1
134	же время жанры существенно	1	1
135	выхожу один я на	1	1
136	нравственный закон собственно и	1	1
137	события событие о котором	1	1
138	теми же деталями повторенными	1	1
139	ни столь свободным как	1	1
140	быть продемонстрировано и на	1	1
141	нечто смешное но обязательно	1	1
142	также устная интонация столь	1	1
143	землемер шмит в усах	1	1
144	дважды в описании немецких	1	1
145	свою речь нам всегда	1	1
146	минский сквозь явную анекдотичность	1	1
147	общечеловеческими ценностями ср с	1	1
148	ни для рассказчика ни	1	1
149	содержание к собственной ситуации	1	1
150	еще не развившимся твердым	1	1
151	из выстрела знать у	1	1
152	и притчи может быть	1	1
153	поэтому жанры как формы	1	1
154	твое горе ее счастие	1	1
155	точность словесного выражения все	1	1
156	в пушкинском сознании выступали	1	1
157	большое время общенародного исторического	1	1
158	рассказывания в этом последнем	1	1
159	последнем мы и сами	1	1
160	при слове отечество как	1	1
161	адресата при этом остается	1	1
162	его поступки только раскрывают	1	1
163	его событийной полноте влэ	1	1
164	для рассказчика ни для	1	1
165	памяти ивана петровича белкина	2	1
166	как к содержанию анекдота	1	1
167	впрочем уверяем читателя что	2	1
168	недискурсивных формах внутренней речи	1	1
169	перед нами два события	1	1
170	покаянного возвращения по схеме	1	1
171	шмит в усах и	1	1
172	сами участвуем как слушатели-читатели	1	1
173	и социальные характеристики другие	1	1
174	анекдот легко может быть	1	1
175	и аномалий который окружал	1	1
176	гроба не живет и	1	1
177	сознании выступали атрибутами анекдотичности	1	1
178	блудном сыне офицеры ушедшие	1	1
179	смешное но обязательно курьезное	1	1
180	в том случае если	1	1
181	рука не поднимается на	1	1
182	в сущности застывшее целое	1	1
183	самой ситуации рассказывания а	1	1
184	сам текст анекдота выбор	1	1
185	они хотят и свершают	1	1
186	с типичными героями анекдота	1	1
187	не являлись они трактовали	1	1
188	того о ком или	1	1
189	всем потому что из	1	1
190	вырин со всей серьезностью	1	1
191	ничего нельзя не сделав	1	1
192	живет в готовом стабильно	2	1
193	поэтике здесь пока еще	1	1
194	и того о ком	1	1
195	припоминая и примеряя ее	1	1
196	мы строим свою речь	1	1
197	и внезакономерных явлениях а	1	1
198	владимира человек мирной профессии	1	1
199	скуфья минского эквивалентны им	1	1
200	со-общения при-общения раз-общения которое	1	1
201	и событие самого рассказывания	1	1
202	границах литературного сюжета поскольку	1	1
203	как уже было сказано	2	1
204	анекдотичность сюжетов гробовщика и	1	1
205	детей становится героем анекдота	1	1
206	контрапункт пронизывающий поэтику данного	1	1
207	читателя и того о	1	1
208	типа есть монолог в	1	1
209	а притча в паремию	1	1
210	к норме и устройству	1	1
211	как сладки были слезы	1	1
212	в атласе да бархате	1	1
213	почти отроками возвращались возмужав	1	1
214	демонстративно дополняет этими атрибутами	1	1
215	пушкину сопрягать историческую действительность	1	1
216	между мифом и литературой	1	1
217	приличный юноше но не	1	1
218	схеме блудных детей становится	1	1
219	издателя читаем следует анекдот	1	1
220	сказание в известном смысле	1	1
221	стирает указующий перст своего	1	1
222	отношении текст предполагающий возможность	1	1
223	ни чисто внешним объективным	1	1
224	чин приличный юноше но	1	1
225	при встрече сознания с	1	1
226	аномалий который окружал человека	1	1
227	в готовом стабильно дифференцированном	2	1
228	какая была минута тогда	1	1
229	но не зрелому мужчине	1	1
230	автора слушающего читателя и	1	1
231	у тебя брат рука	1	1
232	был лучшей драгоценнейшей наградою?	1	1
233	схемы и в форме	1	1
234	строго отграниченная система смыслов	2	1
235	гробовщика разве гробовщик брат	1	1
236	котором рассказано в произведении	1	1
237	у-влекать слушателей преодолевая их	1	1
238	дискурсе речевой акт притчевого	1	1
239	притчи может быть продемонстрировано	1	1
240	от отца к сыну	1	1
241	иносказательность является своего рода	1	1
242	который окружал человека к	1	1
243	в притче универсального опыта	1	1
244	но они же в	1	1
245	в сказании повествуемой ситуации	1	1
246	произведении и событие самого	1	1
247	определяется предметом целью и	3	1
248	являлись они трактовали не	1	1
249	ним определенные задания реализуют	1	1
250	герой анекдота белкин в	1	1
251	на поучающего и поучаемого	1	1
252	рода механизмом активизации воспринимающего	1	1
253	пока еще преждевременно поскольку	1	1
254	со стороны адресата притчи	1	1
255	ср из выстрела знать	1	1
256	лукавым юмором так беспрецедентно	1	1
257	финальной ситуацией притчи о	1	1
258	индивида и его поступки	1	1
259	они таковыми не являлись	1	1
260	а не ценностно дистанцированной	1	1
261	что они хотят и	1	1
262	о царских детях покидающих	1	1
263	жизненной практике может быть	1	1
264	юмора умения отрешиться от	1	1
265	собственной ситуации жизненного выбора	1	1
266	исторического бытия с малым	1	1
267	анекдотичности сопрягает большое время	1	1
268	в недискурсивных формах внутренней	1	1
269	однократных и внезакономерных явлениях	1	1
270	преодолевая их внутреннюю обособленность	1	1
271	атрибутами гусарства отставного сорокалетнего	1	1
272	как бы укрупненных деталей	2	1
273	себе они таковыми не	1	1
274	интернациональны в то же	1	1
275	жанр посрамляющий умершее солнце	1	1
276	взаимодействия трех говорящего автора	1	1
277	из барышни-крестьянки не твое	1	1
278	деталями повторенными дважды в	1	1
279	совести предаю тебя твоей	1	1
280	конем не объедешь типично	1	1
281	по общему мнению присуще	1	1
282	сочетании с емкостью ситуации	1	1
283	знать у тебя брат	1	1
284	героем притчи о том	1	1
285	выражения все это по	1	1
286	конечном счете жанровая стратегия	1	1
287	раз-влекать их предлагая адресату	1	1
288	еще преждевременно поскольку мы	1	1
289	перстень на руку его	1	1
290	план побега и покаянного	1	1
291	или преступается не предначертанность	1	1
292	символика актуализируемая эпиграфами этих	1	1
293	читателя что он ничего	2	1
294	собственно и составляющий морализаторскую	1	1
295	о блудном сыне офицеры	1	1
296	разъединяет участников коммуникативного события	1	1
297	шпорах демонстративно дополняет этими	1	1
298	пространство общения со-общения при-общения	1	1
299	столь свободным как к	1	1
300	анекдота о стрелке-мухобое вы	1	1
301	перед нами поистине двуголосый	1	1
302	чисто внешним объективным ни	1	1
303	общим эффектом оказывается отмеченный	1	1
304	событий вследствие которого пушкинские	1	1
305	случае его вступление в	1	1
306	билось русское сердце при	1	1
307	литературного сюжета поскольку вполне	1	1
308	всего к ценностной однозначности	1	1
309	о случайном венчании бурмин	1	1
310	мотивировок в поступках героев	1	1
311	ставят перед ним определенные	1	1
312	это разделение иерархично оно	1	1
313	нами два события событие	1	1
314	один я на дорогу	1	1
315	кабацкою или из барышни-крестьянки	1	1
316	объективным ни чисто внутренним	1	1
317	с машей на практике	1	1
318	к содержанию сказания это	1	1
319	то есть принадлежат самой	1	1
320	сыты а притча в	1	1
321	внешним объективным ни чисто	1	1
322	оказывается героем анекдота о	1	1
323	пределах же самого сюжета	1	1
324	некий нравственный закон собственно	1	1
325	этими атрибутами гусарства отставного	1	1
326	жанровые стратегии создают уникальный	1	1
327	и в форме индивидуального	1	1
328	суть то что они	1	1
329	и строго отграниченная система	2	1
330	сплетни то есть принадлежат	1	1
331	устная интонация столь же	1	1
332	быть проделано и рассказывающим	1	1
333	первом примечании издателя читаем	1	1
334	метели халат прохорова халат	1	1
335	в свою очередь определяется	2	1
336	разоряться были бы мы	1	1
337	предметом целью и ситуацией	3	1
338	подлинный автор стирает указующий	1	1
339	воспринимающему знаковую данность чьего-то	1	1
340	мир оправдан существованием человека	1	1
341	приобретают вид сюжетных сами	1	1
342	в эпических жанрах а	1	1
343	к тому или иному	1	1
344	не поднимается на бутылку	1	1
345	женщине обязан он был	1	1
346	барышни-крестьянки отчетливо проступает притчевая	1	1
347	офицерский чин приличный юноше	1	1
348	жизнь глазами анекдота это	1	1
349	анекдотам назидательность однозначную серьезность	1	1
350	компетентность восприятия со стороны	1	1
351	слушающих их личностные и	1	1
352	гробовщика и барышни-крестьянки отчетливо	1	1
353	недостаточность психологических мотивировок в	1	1
354	характеристики другие аспекты социальной	1	1
355	анекдота ни столь пассивным	1	1
356	и на примере такой	1	1
357	и шлафорк упоминаемые в	1	1
358	что суженого конем не	1	1
359	и вненациональному общечеловеческому бытию	1	1
360	перед нами не как	1	1
361	которого пушкинские повести с	1	1
362	они же в пушкинском	1	1
363	только раскрывают содержание судьбы	1	1
364	что из нас самих	1	1
365	данность чьего-то высказывания необходимо	1	1
366	на границах литературного сюжета	1	1
367	иерархично оно не предполагает	1	1
368	и оденьте его и	1	1
369	сказания это позиция активного	1	1
370	сознается что русской женщине	1	1
371	междуязычны интернациональны в то	1	1
372	барышни-крестьянки вольному воля а	1	1
373	типично притчевые герои сильвио	1	1
374	того что здесь именуется	1	1
375	подобно тому как мы	1	1
376	по своей жанровой стратегии	1	1
377	вместе с голью кабацкою	1	1
378	и безымянного шестнадцатилетнего улана	1	1
379	фигуры цикла обрамляя вымышленную	1	1
380	в большей или меньшей	1	1
381	ситуации лаконичная строгость композиции	1	1
382	самое следует сказать и	1	1
383	сорокалетнего корнета младший офицерский	1	1
384	родителей марьи гавриловны колпак	1	1
385	эпиграфами этих повестей а	1	1
386	не зрелому мужчине и	1	1
387	поскольку вполне принадлежат первый	1	1
388	и описаний акцентированная роль	2	1
389	свойственны притче как и	1	1
390	одного сознания к другому	1	1
391	не отделен от своей	1	1
392	эксцессов и аномалий который	1	1
393	о муках совести предаю	1	1
394	обойдется а мертвый без	1	1
395	или из барышни-крестьянки куда	1	1
396	не помещаем полагая его	2	1
397	колпак и шлафорк упоминаемые	1	1
398	самого сюжета герой притчи	1	1
399	уверяем читателя что он	2	1
400	русской женщине обязан он	1	1
401	офицеров не сознается что	1	1
402	смеетесь графиня? ей-богу правда	1	1
403	жанры как формы целого	2	1
404	нам всегда предносится целое	1	1
405	в конечном счете жанровая	1	1
406	завершенная и строго отграниченная	2	1
407	содержанию анекдота ни столь	1	1
408	внеисторическому и вненациональному общечеловеческому	1	1
409	паремии редуцированная притча живой	1	1
410	тогдашних офицеров не сознается	1	1
411	ситуации рассказывания а не	1	1
412	героев а также устная	1	1
413	большей или меньшей степени	1	1
414	своей судьбы они едины	1	1
415	поэтику данного цикла в	1	1
416	механизмом активизации воспринимающего сознания	1	1
417	нейтральное к языку поэтому	1	1
418	развившимся твердым композиционным костяком	1	1
419	но как субъекты этического	1	1
420	может трактоваться в качестве	1	1
421	предосудительного памяти ивана петровича	2	1
422	сюжета поскольку вполне принадлежат	1	1
423	в.т какая была минута	1	1
424	набор свидетелей владимира человек	1	1
425	преданий о царских детях	1	1
426	деталей отсутствие развернутых описаний	1	1
427	человека к норме и	1	1
428	продуктивный тип высказывания реализующий	1	1
429	целое нашего высказывания и	1	1
430	владимир планирует осуществить с	1	1
431	языком ставят перед ним	1	1
432	время общенародного исторического бытия	1	1
433	следовательно предметно-смысловые формы междуязычны	1	1
434	голью кабацкою или из	1	1
435	не может претендовать на	3	1
436	глазами анекдота это игра	1	1
437	реальной единицы речевого общения	1	1
438	мирной профессии землемер шмит	1	1
439	отчетливо проступает притчевая символика	1	1
440	мир эксцессов и аномалий	1	1
441	оно не предполагает хоровой	1	1
442	едины судьба выражает внеличную	1	1
443	и его поступки только	1	1
444	трактует последний как коммуникативное	1	1
445	притчу о блудном сыне	1	1
446	первое может быть проделано	1	1
447	сюжетов гробовщика и барышни-крестьянки	1	1
448	свидетелей владимира человек мирной	1	1
449	завершение белкин пытается придать	1	1
450	а в том что	2	1
451	составляющий морализаторскую премудрость притчевого	1	1
452	автор стирает указующий перст	1	1
453	к жизни сталкиваются лицом	1	1
454	будучи порой фактически точными	1	1
455	очевидно анекдотичен набор свидетелей	1	1
456	костяком так сказать первофеномены	1	1
457	убавить ни изменить ничего	1	1
458	например в значительной степени	1	1
459	притча живой без сапог	1	1
460	преждевременно поскольку мы имеем	1	1
461	получают двоякое эстетическое завершение	1	1
462	фактически точными они бытуют	1	1
463	коммуникативного события на поучающего	1	1
464	произведение в его событийной	1	1
465	оригинальная повествовательная форма воплощает	1	1
466	то же время жанры	1	1
467	полагая его излишним впрочем	2	1
468	из тогдашних офицеров не	1	1
469	интересно всем потому что	1	1
470	выбор лексики например в	1	1
471	юмором так беспрецедентно оригинальная	1	1
472	притчевые герои сильвио или	1	1
473	состоит не только в	1	1
474	может быть сведена к	1	1
475	предел до которого анекдот	1	1
476	своего рода механизмом активизации	1	1
477	слушающего читателя и того	1	1
478	раз-общения которое не может	1	1
479	в принципе можно припоминая	1	1
480	не предначертанность судьбы а	1	1
481	своем анекдот конденсируется в	1	1
482	слове отечество как сладки	1	1
483	природе суть то что	1	1
484	стратегия анекдотичности сопрягает большое	1	1
485	так называемого чувства юмора	1	1
486	повести с позиций классического	1	1
487	в значительной степени зависим	1	1
488	компактность сюжета в сочетании	1	1
489	но не верифицируемым знанием	1	1
490	дайте перстень на руку	1	1
491	бутылку или из барышни-крестьянки	1	1
492	здесь пока еще преждевременно	1	1
493	а по своей природе	1	1
494	бурмин героем притчи о	1	1
495	минута тогда как жанровая	1	1
496	в науке о литературе	2	1
497	к содержанию анекдота ни	1	1
498	брат рука не поднимается	1	1
499	роль немногочисленных и как	2	1
500	форме определенной жанровой схемы	1	1
501	и сами участвуем как	1	1
502	не с собственно художественными	1	1
503	остроты редуцированный анекдот и	1	1
504	внимание на то что	1	1
505	не может быть ни	1	1
506	есть монолог в чистом	1	1
507	а некий нравственный закон	1	1
508	в известном смысле домонологично	1	1
509	форма воплощает художественную концепцию	1	1
510	диалог заблудившегося жениха с	1	1
511	поход почти отроками возвращались	1	1
512	равнодостойности сознаний встречающихся в	1	1
513	деревушке а герой анекдота	1	1
514	развернутых описаний закрытость характеров	1	1
515	и в форме определенной	1	1
516	поднимается на бутылку или	1	1
517	анекдот коего мы не	2	1
518	сыне офицеры ушедшие в	1	1
519	трактовали не об однократных	1	1
520	таковыми не являлись они	1	1
521	с универсальными общечеловеческими ценностями	1	1
522	из барышни-крестьянки куда нам	1	1
523	от жанра высказывания жанр	1	1
524	сопрягать историческую действительность с	1	1
525	примечании издателя читаем следует	1	1
526	ком или о чем	1	1
527	ничего предосудительного памяти ивана	2	1
528	халат и скуфья минского	1	1
529	на практике притчевую схему	1	1
530	и скуфья минского эквивалентны	1	1
531	героем притчи о муках	1	1
532	ван дейк четко разграничивая	1	1
533	свидетельствует о том что	1	1
534	войти в некое интерсубъективное	1	1
535	родину чтобы воцариться в	1	1
536	как к содержанию сказания	1	1
537	а завтра метут улицу	1	1
538	и составляющий морализаторскую премудрость	1	1
539	всей серьезностью осуществляющие некий	1	1
540	в принципе не может	1	1
541	в пределах одной фразы	1	1
542	им совпадают с теми	1	1
543	то что они хотят	1	1
544	с емкостью ситуации лаконичная	1	1
545	время жанры существенно связаны	1	1
546	индивидуального интимного быта ср	1	1
547	ни к чему не	1	1
548	сапог обойдется а мертвый	1	1
549	связаны с языком ставят	1	1
550	следует сказать и о	1	1
551	оно стремится к однозначности	1	1
552	гавриловны колпак и шлафорк	1	1
553	между автором и читателем	1	1
554	следует упускать из виду	1	1
555	излишним впрочем уверяем читателя	2	1
556	могло и не должно	1	1
557	лишь в тех случаях	1	1
558	покидающих свою родину чтобы	1	1
559	в пределах же самого	1	1
560	прежде всего к ценностной	1	1
561	общенародного исторического бытия с	1	1
562	к индивидуальной жизненной практике	1	1
563	рекоша но от божья	1	1
564	стратегия притчевого мышления позволяет	1	1
565	говорящего автора слушающего читателя	1	1
566	черешнями мнимый больной минский	1	1
567	посрамление словесное кощунство и	1	1
568	явную анекдотичность сюжетов гробовщика	1	1
569	от тестя к зятю	1	1
570	места времени и действия	1	1
571	в метели халат прохорова	1	1
572	стремится к однозначности и	1	1
573	два события событие о	1	1
574	гегель именовал веком героев	1	1
575	формы междуязычны интернациональны в	1	1
576	со всей серьезностью осуществляющие	1	1
577	нами поистине двуголосый в	1	1
578	ситуацией притчи о блудном	1	1
579	его и дайте перстень	1	1
580	говорит и кому говорят	1	1
581	в жанровом отношении текст	1	1
582	типическим ситуациям речевого общения	2	1
583	своей природе суть то	1	1
584	при-общения раз-общения которое не	1	1
585	картина мира которая своей	1	1
586	от нудительной серьезности бахтин	1	1
587	не об однократных и	1	1
588	от одного сознания к	1	1
589	анекдота и притчи может	1	1
590	умения отрешиться от нудительной	1	1
591	нам по-английски разоряться были	1	1
592	остроту ср из выстрела	1	1
593	жизни сталкиваются лицом к	1	1
594	притчи о муках совести	1	1
595	на бутылку или из	1	1
596	текст предполагающий возможность одновременного	1	1
597	он был лучшей драгоценнейшей	1	1
598	в паремию пословично-афористическую сентенцию	1	1
599	принадлежат самой ситуации рассказывания	1	1
600	бы мы по-русски хоть	1	1
601	они едины судьба выражает	1	1
602	смысле домонологично оно объединяет	1	1
603	ни столь пассивным как	1	1
604	этом последнем мы и	1	1
605	в нем звучит один	2	1
606	для притчи иносказательность является	1	1
607	шестнадцатилетнего улана между тем	1	1
608	об однократных и внезакономерных	1	1
609	в притче о блудном	1	1
610	одной фразы обнаруживается порой	1	1
611	пересказанным анекдотам назидательность однозначную	1	1
612	что и должно было	1	1
613	обязательно курьезное любопытное занимательное	1	1
614	двуголосый в жанровом отношении	1	1
615	которое не может быть	1	1
616	стратегии создают уникальный контрапункт	1	1
617	кто из тогдашних офицеров	1	1
618	хотя в современной передаче	1	1
619	только в том что	1	1
620	словесного выражения все это	1	1
621	необходимо войти в некое	1	1
622	поскольку мы имеем дело	1	1
623	композиционным костяком так сказать	1	1
624	мы по-русски хоть сыты	1	1
625	перед ним определенные задания	1	1
626	по-английски разоряться были бы	1	1
627	быть осуществлено только самим	1	1
628	белкин пытается придать пересказанным	1	1
629	прибавить ни убавить ни	1	1
630	анекдот конденсируется в остроту	1	1
631	новелле есть нарушение запрета	1	1
632	как жанровая стратегия анекдотичности	1	1
633	же самого сюжета герой	1	1
634	анекдоту их общим эффектом	1	1
635	определенные задания реализуют в	1	1
636	реализуют в нем определенные	1	1
637	быть ни чисто внешним	1	1
638	цикла в полном его	1	1
639	усах и шпорах демонстративно	1	1
640	ср с финальной ситуацией	1	1
641	высказывания и в форме	1	1
642	которого анекдот легко может	1	1
643	пытается придать пересказанным анекдотам	1	1
644	из барышни-крестьянки вольному воля	1	1
645	не сознается что русской	1	1
646	священного новелла ночной жанр	1	1
647	есть принадлежат самой ситуации	1	1
648	не только в том	1	1
649	поучаемого это разделение иерархично	1	1
650	ни прибавить ни убавить	2	1
651	как композиционно определенное в	1	1
652	так беспрецедентно оригинальная повествовательная	1	1
653	композиции неразвернутость характеристик и	2	1
654	коего мы не помещаем	2	1
655	принадлежат первый национально-историческому быту	1	1
656	или самсон вырин со	1	1
657	общими для поэтики обоих	1	1
658	прохорова халат и скуфья	1	1
659	легко может быть редуцирован	1	1
660	астероидные жанровые образования возникающие	1	1
661	жанровая стратегия анекдотичности сопрягает	1	1
662	халат прохорова халат и	1	1
663	предметно-смысловые формы междуязычны интернациональны	1	1
664	том что суженого конем	1	1
665	это позиция активного приятия	1	1
666	том что он не	1	1
667	может быть проделано и	1	1
668	по своей природе суть	1	1
669	жанровом отношении текст предполагающий	1	1
670	мышления позволяет пушкину сопрягать	1	1
671	героями анекдота граф б	1	1
672	позиций классического реализма голы	1	1
673	при таком взгляде на	1	1
674	нормативное приложение запечатленного в	1	1
675	на примере такой частности	1	1
676	самого рассказывания в этом	1	1
677	классического реализма голы как-то	1	1
678	читатель может и не	1	1
679	в равной степени как	1	1
680	создают уникальный контрапункт пронизывающий	1	1
681	в том числе и	3	1
682	не упускать из виду	1	1
683	героем анекдота о стрелке-мухобое	1	1
684	марьи гавриловны колпак и	1	1
685	выстрела знать у тебя	1	1
686	сегодня в атласе да	1	1
687	свою очередь определяется предметом	2	1
688	пределах одной фразы обнаруживается	1	1
689	внеязыковое и потому нейтральное	1	1
690	анекдота диалог заблудившегося жениха	1	1
691	активность адресата при этом	1	1
692	действительность с универсальными общечеловеческими	1	1
693	взаимопроникновение анекдота и притчи	1	1
694	состоит в том чтобы	1	1
695	перст своего предшественника лукавым	1	1
696	например скупость деталей отсутствие	1	1
697	воплощает художественную концепцию цикла	1	1
698	и поучаемого это разделение	1	1
699	речевой акт притчевого типа	1	1
700	не выбирают а по	1	1
701	нарушение запрета есть профанация	1	1
702	больной минский сквозь явную	1	1
703	описаний акцентированная роль немногочисленных	2	1
704	участников коммуникативного события на	1	1
705	притчевая символика актуализируемая эпиграфами	1	1
706	предстают перед нами не	1	1
707	индивидуальной жизненной практике может	1	1
708	следует анекдот коего мы	2	1
709	но от божья повеленья	1	1
710	формы целого следовательно предметно-смысловые	1	1
711	не могло и не	1	1
712	восприятия со стороны адресата	1	1
713	в усах и шпорах	1	1
714	жениха с мужиком в	1	1
715	с позиций классического реализма	1	1
716	или во всяком случае	1	1
717	встрече сознания с текстом	1	1
718	сами по себе они	1	1
719	и анекдоту их общим	1	1
720	и как бы укрупненных	2	1
721	мы и сами участвуем	1	1
722	говорить о поэтике здесь	1	1
723	немногочисленных и как бы	2	1
724	что русской женщине обязан	1	1
725	повествовательная форма воплощает художественную	1	1
726	характеристик и описаний акцентированная	2	1
727	даже будучи порой фактически	1	1
728	улана между тем как	1	1
729	сталкиваются лицом к лицу	1	1
730	с его черешнями мнимый	1	1
731	поучающего и поучаемого это	1	1
732	таком случае его вступление	1	1
733	или сплетни то есть	1	1
734	нашего высказывания и в	1	1
735	счете жанровая стратегия притчевого	1	1
736	петровича белкина в себе	2	1
737	лаконичная строгость композиции неразвернутость	2	1
738	не у-влекать слушателей преодолевая	1	1
739	муках совести предаю тебя	1	1
740	может быть определена как	2	1
741	как формы целого следовательно	1	1
742	к собственной ситуации жизненного	1	1
743	типичными героями анекдота граф	1	1
744	возвращения по схеме блудных	1	1
745	профанация священного новелла ночной	1	1
746	дело не с собственно	1	1
747	проступает притчевая символика актуализируемая	1	1
748	тематические и языковые с	1	1
749	система смыслов оно стремится	1	1
750	новелла ночной жанр посрамляющий	1	1
751	в качестве коммуникативного события	1	1
752	последний как коммуникативное событие	1	1
753	зависит от жанра высказывания	1	1
754	корнета младший офицерский чин	1	1
755	языковые с еще не	1	1
756	в нем определенные возможности	1	1
757	рассказывания а не ценностно	1	1
758	зрелому мужчине и безымянного	1	1
759	белкина в себе не	2	1
760	поистине двуголосый в жанровом	1	1
761	остаются на границах литературного	1	1
762	встречающихся в дискурсе речевой	1	1
763	уникальный контрапункт пронизывающий поэтику	1	1
764	лицу с типичными героями	1	1
765	отсутствие развернутых описаний закрытость	1	1
766	и барышни-крестьянки отчетливо проступает	1	1
767	а подлинный автор стирает	1	1
768	сильвио или самсон вырин	1	1
769	малым временем индивидуального интимного	1	1
770	самому тогда как притчу	1	1
771	историческую действительность с универсальными	1	1
772	целью и ситуацией высказывания	3	1
773	представляет собой исторически продуктивный	1	1
774	чтобы воцариться в чужой	1	1
775	для него отца-государя в.т	1	1
776	ценностями ср с финальной	1	1
777	психологических мотивировок в поступках	1	1
778	твердым композиционным костяком так	1	1
779	внесюжетные фигуры цикла обрамляя	1	1
780	в форме определенной жанровой	1	1
781	нем звучит один голос	2	1
782	с позиций исторической поэтики	1	1
783	царских детях покидающих свою	1	1
784	сердце при слове отечество	1	1
785	и персонажи сказания не	1	1
786	двоякое эстетическое завершение белкин	1	1
787	русское сердце при слове	1	1
788	притчи иносказательность является своего	1	1
789	судьбы они едины судьба	1	1
790	жанровые образования возникающие на	1	1
791	как и анекдоту их	1	1
792	жанровая стратегия притчевого мышления	1	1
793	и до сего времени	1	1
794	к языку поэтому жанры	1	1
795	картинок но они же	1	1
796	пословично-афористическую сентенцию ср из	1	1
797	что не есть она	1	1
798	так сказать первофеномены жанров	1	1
799	белкин в первом примечании	1	1
