N	3gram	Vygotskiy_	Problemy
102	но тем не	1	2
103	перед нами в	1	2
104	у него в	1	2
105	друг от друга	4	2
106	на всю жизнь	1	2
107	ибо и в	1	2
108	в такой же	3	2
109	вместе с тем	5	2
110	между этими двумя	2	2
111	и если не	1	2
112	живым существом и	1	2
113	в этой форме	1	2
114	то же самое	4	2
115	на этот раз	1	2
116	к тому что	3	2
117	только то что	2	2
118	не в силах	1	2
119	прежде всего как	1	2
120	в одном из	2	2
121	сводится к тому	1	2
122	и только в	1	2
123	он должен быть	2	2
124	не столько в	1	2
125	положение в котором	1	2
126	этой точки зрения	2	2
127	в целом ряде	1	2
128	то что в	2	2
129	а следовательно и	1	2
130	где он не	1	2
131	и к тому	1	2
132	но все это	1	2
133	в значительной степени	2	2
134	я не могу	2	2
135	таким образом и	3	2
136	по своей структуре	2	2
137	только в этой	1	2
138	с таким же	2	2
139	не только в	1	2
140	во всей его	1	2
141	этого слова и	1	2
142	и не то	2	2
143	в результате такого	2	2
144	же как и	4	2
145	его к тому	1	2
146	в этом последнем	1	2
147	в себе и	1	2
148	прежде всего в	2	2
149	если бы он	3	2
150	так же как	6	1
151	должны были бы	2	1
152	все больше и	1	1
153	благодаря тому что	3	1
154	точки зрения того	1	1
155	не может служить	1	1
156	одной стороны и	3	1
157	до самого последнего	1	1
158	он не видит	1	1
159	вот что говорит	1	1
160	и как бы	1	1
161	на всем протяжении	3	1
162	а с помощью	1	1
163	еще один пример	1	1
164	в целом в	2	1
165	не могло бы	1	1
166	речь как бы	1	1
167	рядом друг с	1	1
168	о том как	1	1
169	этого слова как	1	1
170	мы думаем что	3	1
171	больше и больше	1	1
172	какого бы то	1	1
173	почти на всем	1	1
174	в том числе	3	1
175	по сравнению с	9	1
176	того в чем	1	1
177	мы увидим в	1	1
178	самого последнего времени	1	1
179	но с таким	1	1
180	о которых мы	1	1
181	что это действительно	1	1
182	может показаться что	1	1
183	в собственном смысле	8	1
184	заключает в себе	1	1
185	отсюда следует что	1	1
186	мы будем говорить	1	1
187	в сущности ничего	2	1
188	отношение между ними	1	1
189	не только его	1	1
190	то что обычно	1	1
191	то что оно	1	1
192	мы могли бы	9	1
193	и тот же	1	1
194	не в том	1	1
195	потому что в	1	1
196	она не может	1	1
197	и столь же	1	1
198	в строгом смысле	1	1
199	еще на одном	1	1
200	говорит сам с	1	1
201	образом как и	2	1
202	не могли войти	1	1
203	из только что	1	1
204	то что может	1	1
205	не потому что	2	1
206	все более и	3	1
207	мысли и слова	1	1
208	иметь в виду	1	1
209	потому что он	3	1
210	он говорит сам	1	1
211	в этом пункте	3	1
212	о чем он	1	1
213	таким образом попытка	1	1
214	и речь как	1	1
215	вместо того чтобы	3	1
216	том числе и	3	1
217	он не боится	1	1
218	и вместе с	1	1
219	точно так же	2	1
220	неизбежно превращается в	1	1
221	пока наконец не	1	1
222	как мы это	1	1
223	эта новая постановка	1	1
224	и никогда не	1	1
225	по себе не	1	1
226	из которых ни	1	1
227	но и как	1	1
228	сущности ничего не	2	1
229	и пр в	1	1
230	на одно из	1	1
231	по сравнению со	1	1
232	могла бы быть	1	1
233	в связи с	3	1
234	другом месте и	2	1
235	к которому он	1	1
236	каждая из этих	1	1
237	что для них	1	1
238	самом же деле	1	1
239	что с точки	2	1
240	части нашей работы	1	1
241	к сожалению не	1	1
242	не может не	1	1
243	в результате получается	1	1
244	в своей книге	2	1
245	как в отношении	2	1
246	по этому пути	2	1
247	правильнее будет сказать	1	1
248	или во всяком	2	1
249	глубокое и верное	1	1
250	в идеалистической философии	1	1
251	всего то что	1	1
252	речи и в	1	1
253	сверх того что	1	1
254	виду прежде всего	1	1
255	но что же	1	1
256	всего того что	1	1
257	из которого мы	1	1
258	приводит его к	1	1
259	мы видели что	4	1
260	между ними не	1	1
261	то что у	2	1
262	может быть с	1	1
263	собственном смысле слова	4	1
264	в такой форме	1	1
265	здесь и там	1	1
266	за то что	1	1
267	так как если	1	1
268	в известном смысле	3	1
269	в заключение мы	1	1
270	говорит он что	3	1
271	естественным выводом из	1	1
272	но и в	1	1
273	тем что в	1	1
274	первостепенное значение для	1	1
275	ибо как мы	1	1
276	мы видим не	1	1
277	для самого себя	1	1
278	а вместе с	2	1
279	мере того как	1	1
280	и вот в	1	1
281	прямо говорит что	2	1
282	что в результате	1	1
283	и в которой	1	1
284	в себе как	1	1
285	время как в	2	1
286	то новое что	1	1
287	заключается в том	10	1
288	там где она	1	1
289	что в сущности	3	1
290	могли войти в	1	1
291	и в отношении	3	1
292	с которыми мы	1	1
293	в другом месте	6	1
294	и на его	1	1
295	по мере того	1	1
296	на самом же	1	1
297	все это не	1	1
298	бы в самом	1	1
299	мы бы сказали	1	1
300	речи дело идет	1	1
301	как и во	1	1
302	это не только	1	1
303	несмотря на то	1	1
304	более и более	3	1
305	независимо от того	2	1
306	до некоторой степени	1	1
307	то и другое	1	1
308	видели что в	1	1
309	на ту же	1	1
310	таким же успехом	2	1
311	могли бы сказать	2	1
312	и не является	1	1
313	своих целей и	1	1
314	его с одной	1	1
315	типа и в	1	1
316	если мы не	1	1
317	и что только	1	1
318	не опирается на	1	1
319	здесь не только	1	1
320	и в частности	3	1
321	только на то	1	1
322	в чем же	1	1
323	он прежде всего	1	1
324	и все другие	1	1
325	в виду прежде	1	1
326	но в ином	1	1
327	что оно есть	1	1
328	что было бы	1	1
329	зависимости от того	1	1
330	мысли но в	1	1
331	смысле слова и	1	1
332	следует за ней	1	1
333	за ней в	1	1
334	имеем в виду	1	1
335	благоприятные условия для	1	1
336	в основе этого	1	1
337	как одна из	1	1
338	мы имеем в	1	1
339	и именно в	1	1
340	есть прежде всего	2	1
341	один и тот	1	1
342	в плане чисто	1	1
343	и то что	1	1
344	тому что он	1	1
345	в предшествующей части	1	1
346	ввести их в	1	1
347	сознания и в	1	1
348	и не могут	1	1
349	на другом материале	1	1
350	не могут быть	1	1
351	то что для	1	1
352	чтобы убедиться в	2	1
353	от мысли к	1	1
354	или хотя бы	1	1
355	по его мнению	1	1
356	например в отношении	1	1
357	ту сторону этой	1	1
358	с одной стороны	14	1
359	это потому что	1	1
360	вопрос о том	2	1
361	пробным камнем для	2	1
362	но для этого	1	1
363	мысль и речь	1	1
364	этом смысле он	1	1
365	говорит он не	1	1
366	сказать что это	2	1
367	не только как	1	1
368	там где дело	1	1
369	и последнее слово	1	1
370	после того как	1	1
371	самом деле не	1	1
372	переходит в речь	1	1
373	потому что они	1	1
374	лежит в основе	1	1
375	на первом месте	2	1
