N	2gram	Tiupa_Hudo	Literetu
365	не является	1	4
366	тех же	2	4
367	более чем	2	4
368	в свою	1	4
369	на том	3	4
370	со всей	2	4
371	с позиции	3	4
372	каждый из	1	4
373	художественное произведение	1	4
374	при котором	2	4
375	одной из	5	4
376	я я	1	4
377	но это	2	4
378	жизни не	2	4
379	как к	4	4
380	и вот	1	4
381	художественного целого	8	4
382	для нас	4	4
383	этом в	1	4
384	в г	3	4
385	он один	1	4
386	на его	2	4
387	для которого	1	4
388	в каждой	2	4
389	вовсе не	2	4
390	стать самим	1	4
391	не могу	3	4
392	но при	3	4
393	один в	1	4
394	во второй	7	4
395	не оставляет	1	4
396	а по	2	4
397	по сути	2	4
398	такой же	3	4
399	и читателя	5	4
400	на то	4	4
401	себе самому	4	4
402	нуждается в	2	4
403	все что	4	3
404	в душе	6	3
405	художественном мире	2	3
406	всю ночь	3	3
407	же и	3	3
408	о чем	9	3
409	мысли и	2	3
410	в этих	7	3
411	по себе	3	3
412	в первом	2	3
413	мысль о	2	3
414	ответственности перед	2	3
415	речь идет	3	3
416	себе самой	1	3
417	найти себя	1	3
418	как ранее	1	3
419	нам представляется	3	3
420	и того	1	3
421	со своей	3	3
422	вопрос о	2	3
423	восходит к	1	3
424	он был	1	3
425	классического реализма	1	3
426	личность не	2	3
427	во многих	1	3
428	и напротив	1	3
429	превращается в	6	3
430	так же	3	3
431	себе в	2	3
432	свою очередь	1	3
433	было сказано	1	3
434	основа не	1	3
435	установка на	1	3
436	следующим образом	3	3
437	а так	1	3
438	который в	2	3
439	с ним	6	3
440	не просто	1	3
441	жизни с	3	3
442	усматривает в	1	3
443	говорить о	4	3
444	она и	1	3
445	поскольку в	2	3
446	именно так	2	3
447	автора героя	2	3
448	восходящая к	1	3
449	полном соответствии	1	3
450	как от	2	3
451	а с	5	3
452	отношения между	2	3
453	а за	1	3
454	сознания не	1	3
455	в чем	1	3
456	а для	1	3
457	той или	1	3
458	я на	1	3
459	но как	3	3
460	для его	1	3
461	сознания а	1	3
462	ты для	1	3
463	не сводится	1	3
464	героя и	5	3
465	решающее значение	1	3
466	текста и	1	3
467	же как	4	3
468	никого не	3	3
469	концепция личности	2	3
470	ту или	2	3
471	же это	2	3
472	в москве	2	3
473	однако если	2	3
474	равной степени	1	3
475	в иных	1	3
476	не раз	2	3
477	т п	10	3
478	он в	2	3
479	что для	1	3
480	его личности	3	3
481	художественности не	1	3
482	в первой	6	3
483	и от	6	3
484	путь и	1	3
485	там где	2	3
486	себе как	1	3
487	мыслит себя	1	3
488	художественного события	1	3
489	для многих	1	3
490	в особенности	1	3
491	собою без	1	3
492	взгляд на	1	3
493	в столь	1	3
494	за ним	3	3
495	если в	4	3
496	на страницах	1	3
497	xix столетия	2	3
498	это уже	2	3
499	из которых	1	3
500	мы в	1	3
501	в отношении	1	3
502	то с	1	3
503	и вполне	1	3
504	себе не	1	3
505	не на	1	3
506	можно было	6	3
507	ориентировано на	1	3
508	в годы	1	3
509	если бы	7	3
510	где в	2	3
511	например и	1	3
512	xx века	1	3
513	и т	15	3
514	они не	2	3
515	не имеет	2	3
516	да и	5	3
517	в итоге	1	3
518	я тебя	1	3
519	всей своей	2	3
520	которая не	3	3
521	ничего общего	1	3
522	своей жизни	6	3
523	речь в	2	3
524	бы и	2	3
525	и состоит	4	3
526	в роли	3	3
527	того чтобы	6	3
528	относится к	1	3
529	из его	1	3
530	и тогда	2	3
531	и уже	3	3
532	не могло	2	3
533	художественного впечатления	1	3
534	отношении к	1	3
535	о своем	2	3
536	в решении	1	3
537	и до	1	3
538	к объекту	1	3
539	а во	1	3
540	как например	2	3
541	в творчестве	4	3
542	и а	7	3
543	что же	4	3
544	в этот	1	3
545	между людьми	1	3
546	из наиболее	1	3
547	перед жизнью	2	3
548	том же	1	3
549	здесь не	2	3
550	говорится в	2	3
551	отдельной личности	1	3
552	к предмету	1	3
553	всяком случае	1	3
554	власть над	1	3
555	литературе в	2	3
556	не будучи	1	3
557	тот же	1	3
558	ничего не	11	3
559	человеческого я	7	3
560	факторов художественного	1	3
561	как некий	1	3
562	на языке	1	3
563	различие между	1	3
564	ни с	2	3
565	из ключевых	2	3
566	жизни здесь	1	3
567	о нем	4	3
568	в полном	2	3
569	на самом	2	3
570	или иную	2	3
571	все равно	2	3
572	эстетическая доминанта	3	3
573	этого не	1	3
574	например не	1	3
575	на нее	1	3
576	дело в	2	3
577	а то	2	3
578	в действительности	5	3
579	в какой	1	3
580	все эти	4	3
581	путь к	2	3
582	за его	1	3
583	реализм xix	1	3
584	и потому	3	3
585	в плену	1	3
586	как уже	3	3
587	также и	1	3
588	я к	1	3
589	не по	2	3
590	субъекта в	2	3
591	бытия в	1	3
592	когда он	2	3
593	положение при	1	3
594	в концовке	6	3
595	диалог согласия	1	3
596	другого я	1	3
597	стороны и	1	3
598	числе и	1	3
599	же самое	4	3
600	отношение к	3	3
601	и о	8	3
602	в ходе	4	3
603	в эстетической	2	3
604	являет собой	2	3
605	искусства в	1	3
606	от него	3	2
607	в центре	4	2
608	еще раз	2	2
609	об отношении	1	2
610	индивидуальной жизни	2	2
611	картины жизни	1	2
612	в свое	1	2
613	всей жизни	1	2
614	найдя другого	1	2
615	искусства это	1	2
616	эстетической природы	3	2
617	и героя	2	2
618	в финале	5	2
619	эстетической целостности	2	2
620	а вот	2	2
621	тем как	2	2
622	время не	1	2
623	с собачкой	15	2
624	я поскольку	1	2
625	потому не	1	2
626	него в	2	2
627	в результате	2	2
628	себе во	1	2
629	у кого	1	2
630	дело разумеется	1	2
631	герой которого	1	2
632	среди других	3	2
633	изнутри своего	1	2
634	как было	2	2
635	их не	1	2
636	чтобы в	1	2
637	а напротив	1	2
638	из двух	1	2
639	начинается и	2	2
640	позиция уединенного	1	2
641	у людей	1	2
642	посмотрел на	1	2
643	автором и	2	2
644	вне себя	1	2
645	разговоре с	2	2
646	оставляет места	1	2
647	начинается с	2	2
648	первой половине	3	2
649	собой не	1	2
650	роль в	2	2
651	поскольку он	1	2
652	другом найдя	1	2
653	в это	4	2
654	воспринимающего сознания	2	2
655	на первый	1	2
656	за то	1	2
657	себя во	2	2
658	первый взгляд	1	2
659	сознание читателя	1	2
660	мы вместе	1	2
661	творчества в	1	2
662	байрон я	1	2
663	мире не	2	2
664	в котором	5	2
665	принципиальное различие	1	2
666	не согласиться	2	2
667	раз и	2	2
668	человека не	3	2
669	сам не	2	2
670	к ролевой	1	2
671	только как	1	2
672	это его	1	2
673	с другим	2	2
674	к своей	1	2
675	этой связи	5	2
676	приходит к	3	2
677	значительной степени	3	2
678	еще более	1	2
679	не я	1	2
680	так называемых	1	2
681	в чистом	1	2
682	первого лица	1	2
683	всего что	1	2
684	второй половины	1	2
685	пока еще	3	2
686	освободиться от	1	2
687	самом начале	1	2
688	сказать что	3	2
689	друг для	3	2
690	ключ к	2	2
691	в контексте	2	2
692	и у	3	2
693	могло бы	1	2
694	имеем дело	1	2
695	слово не	2	2
696	речь не	1	2
697	есть по	1	2
698	еще одна	3	2
699	неведомо куда	1	2
700	тем более	1	2
701	в текст	1	2
702	по поводу	3	2
703	и внешней	2	2
704	к ее	1	2
705	внутреннего мира	2	2
706	картину мира	3	2
707	я другой	1	2
708	о ней	1	2
709	гораздо более	1	2
710	к нему	2	2
711	только не	3	2
712	не зная	2	2
713	во взаимоприятии	1	2
714	что у	4	2
715	и столь	1	2
716	нами не	1	2
717	как нам	3	2
718	к человеку	1	2
719	она как	2	2
720	последнее имеет	1	2
721	но еще	3	2
722	внимание на	3	2
723	и всегда	1	2
724	первый раз	2	2
725	для которой	1	2
726	внутреннего я	3	2
727	а и	2	2
728	бахтин а	1	2
729	как путь	1	2
730	по мнению	6	2
731	и сама	3	2
732	согласно которой	1	2
733	но напротив	1	2
734	с другими	2	2
735	не обладает	1	2
736	и притом	1	2
737	самым его	1	2
738	но он	3	2
739	во взаимоотражении	1	2
740	и говорит	2	2
741	героя с	1	2
742	быть только	2	2
743	внутреннюю свободу	1	2
744	тому что	8	2
745	не остается	1	2
746	человек и	1	2
747	могу стать	1	2
748	такова что	2	2
749	человек в	3	2
750	писателей в	1	2
751	в ранг	1	2
752	в ряду	3	2
753	так сказать	3	2
754	художественности при	1	2
755	в литературоведении	1	2
756	по дороге	1	2
757	же касается	2	2
758	поэтической традиции	1	2
759	а только	4	2
760	людей в	1	2
761	это тоже	1	2
762	вопрос что	1	2
763	человека а	2	2
764	бы в	2	2
765	и м	2	2
766	зачем я	2	2
767	как оказалось	1	2
768	если оно	1	2
769	не означает	2	2
770	это прежде	3	2
771	например мы	1	2
772	я должен	1	2
773	с какой	3	2
774	конструктивных принципов	1	2
775	способ существования	2	2
776	самому себе	1	2
777	и весьма	1	2
778	оборотной стороной	1	2
779	действительной жизнью	1	2
780	сюда же	1	2
781	но зато	1	2
782	и хотя	1	2
783	из нас	5	2
784	на свое	1	2
785	как известно	1	2
786	общей для	1	2
787	личного бытия	3	2
788	дамы с	6	2
789	и мысль	1	2
790	в толпе	2	2
791	друг другу	1	2
792	и каждый	2	2
793	человека и	4	2
794	культурной традиции	1	2
795	в общем	1	2
796	своего героя	1	2
797	всю жизнь	1	2
798	бы быть	1	2
799	писателя в	2	2
800	субъектов жизни	2	2
801	автора как	1	2
802	и по	3	2
803	следует причислить	1	2
804	в него	2	2
805	чем и	1	2
806	чтобы не	3	2
807	бы я	1	2
808	и ее	3	2
809	к истокам	1	2
810	где мы	1	2
811	именно за	1	2
812	как теперь	1	2
813	может игнорировать	1	2
814	однако и	5	2
815	человеческой личности	1	2
816	та же	5	2
817	иначе говоря	2	2
818	чего и	1	2
819	с действительной	1	2
820	им как	1	2
821	переходит в	1	2
822	к художественному	2	2
823	своего времени	3	2
824	и который	1	2
825	героя в	2	2
826	оно было	2	2
827	жизненной позиции	2	2
828	была бы	3	2
829	со своим	5	2
830	что они	4	2
831	человек с	2	2
832	романа и	1	2
833	никак не	3	2
834	есть и	3	2
835	что сам	1	2
836	интересующего нас	1	2
837	для них	1	2
838	в миропорядке	4	2
839	с предельной	1	2
840	и вновь	1	2
841	к смерти	1	2
842	о природе	3	2
843	не более	3	2
844	которых и	1	2
845	его собственная	1	2
846	легко и	1	2
847	если говорить	3	2
848	жизни его	2	2
849	взаимоотражении во	1	2
850	его сознания	2	2
851	вас не	1	2
852	можно назвать	2	2
853	к его	1	2
854	с ними	3	2
855	предстает субъектом	1	2
856	каждого из	3	2
857	который не	1	2
858	состоит как	1	2
859	и было	2	2
860	скажем в	1	2
861	и никакое	1	2
862	перед нами	13	2
863	к той	3	2
864	свое время	2	2
865	для друга	3	2
866	это и	2	2
867	со временем	1	2
868	в прозе	1	2
869	он же	1	2
870	и более	2	2
871	а если	1	2
872	в порыве	1	2
873	что ей	2	2
874	своей собственной	2	2
875	в становлении	1	2
876	не любил	1	2
877	в значительной	3	2
878	из этих	3	2
879	на основе	2	2
880	время в	1	2
881	обойтись без	1	2
882	и теперь	1	2
883	могло быть	1	2
884	для нее	6	2
885	действительности же	2	2
886	к своим	2	2
887	и ему	5	2
888	я а	2	2
889	и об	3	2
890	что произведение	1	2
891	творческой памяти	1	2
892	и наоборот	1	2
893	а лишь	1	2
894	свое существование	1	2
895	для читателя	1	2
896	из рассказа	4	2
897	но мы	2	2
898	не байрон	1	2
899	нет и	2	2
900	впервые в	2	2
901	ко всей	1	2
902	мог бы	1	2
903	он все	2	2
904	то для	1	2
905	своего я	6	2
906	всякий раз	4	2
907	легко может	1	2
908	который по	1	2
909	со словом	1	2
910	не лучше	1	2
911	то как	1	2
912	где бы	1	2
913	не видит	1	2
914	должен найти	1	2
915	с каким	1	2
916	текста в	1	2
917	жизни но	1	2
918	этом случае	1	2
919	ответ на	1	2
920	ему в	3	2
921	берет на	1	2
922	на вопрос	2	2
923	на три	1	2
924	второй половине	2	2
925	в первый	2	2
926	который бы	1	2
927	других но	1	2
928	мы имеем	1	2
929	могу обойтись	1	2
930	не для	1	2
931	бы на	2	2
932	имя и	1	2
933	для искусства	1	2
934	и п	1	2
935	картина мира	4	2
936	не берет	1	2
937	в зеркале	2	2
938	несет в	4	2
939	все той	1	2
940	личной ответственности	1	2
941	раз в	5	2
942	непосредственно в	1	2
943	этого сознания	1	2
944	ведь это	1	2
945	говорил он	1	2
946	этом не	1	2
947	художественном тексте	1	2
948	себя а	1	2
949	в последнем	1	2
950	во внешнем	1	2
951	здесь даже	1	2
952	о жизни	1	2
953	между собою	1	2
954	художника и	1	2
955	и без	1	2
956	нас к	2	2
957	в любом	1	2
958	есть в	1	2
959	в духовной	1	2
960	при таком	1	2
961	перед собой	2	2
962	к концу	2	2
963	по словам	1	2
964	по убеждению	1	2
965	нет у	1	2
966	в такой	2	2
967	собственной жизни	1	2
968	вокруг себя	1	2
969	ибо в	2	2
970	этом контексте	1	2
971	как все	2	2
972	и другого	1	2
973	я впоследствии	1	2
974	жизнь и	2	2
975	произведения с	2	2
976	ценностный центр	1	2
977	от первого	1	2
978	и тех	3	2
979	и самого	1	2
980	в таком	3	2
981	а как	2	2
982	оно в	1	2
983	внутреннее я	1	2
984	в поле	1	2
985	культуре и	1	2
986	жизни для	1	2
987	чистом виде	1	2
988	она не	6	2
989	я напротив	1	2
990	как замечает	1	2
991	его не	1	2
992	с легкостью	1	2
993	в акте	1	2
994	дело не	2	2
995	сознания так	1	2
996	ни был	1	2
997	культурном контексте	1	2
998	что касается	1	2
999	частного человека	1	2
1000	люди с	1	2
1001	целого в	1	2
1002	в нашей	1	2
1003	жизнь есть	3	2
1004	в xix	2	2
1005	к которой	1	2
1006	отсылает нас	1	2
1007	его я	3	2
1008	все та	2	2
1009	на это	2	2
1010	последнее слово	1	2
1011	природа художественного	1	2
1012	со своими	1	2
1013	равной мере	2	2
1014	этом и	2	2
1015	слова в	2	2
1016	другого не	1	2
1017	бытия и	4	2
1018	глазами и	1	2
1019	может и	3	2
1020	очевидным образом	1	2
1021	в лице	3	2
1022	и себе	1	2
1023	нет я	2	2
1024	впечатления бахтин	1	2
1025	что на	4	2
1026	писателя по	1	2
1027	к идее	1	2
1028	ранее в	1	1
1029	к такого	2	1
1030	в ком	2	1
1031	готовился когда-то	1	1
1032	поскольку именно	1	1
1033	всего это	1	1
1034	личное мнение	1	1
1035	был и	1	1
1036	надежда на	1	1
1037	она сама	1	1
1038	только из	1	1
1039	в настоящем	2	1
1040	мышления не	1	1
1041	к духовной	1	1
1042	творческого наследия	1	1
1043	природы это	1	1
1044	этого персонажа	1	1
1045	в момент	1	1
1046	только что	4	1
1047	время она	1	1
1048	жизнь свою	1	1
1049	самоопределения но	1	1
1050	не видели	1	1
1051	практически невозможно	1	1
1052	дело с	2	1
1053	всего произведения	1	1
1054	на работу	1	1
1055	с самим	2	1
1056	к числу	3	1
1057	эта новая	1	1
1058	о них	4	1
1059	она лишь	2	1
1060	на своей	1	1
1061	писателя оказывается	1	1
1062	она уже	1	1
1063	поскольку ясно	1	1
1064	впервые не	1	1
1065	человек есть	1	1
1066	говорит о	4	1
1067	что современная	1	1
1068	наиболее же	1	1
1069	что человек	1	1
1070	личное существование	2	1
1071	нас в	2	1
1072	с той	2	1
1073	и вторая	1	1
1074	когда-то петь	1	1
1075	извне и	1	1
1076	говорилось в	1	1
1077	чужому я	2	1
1078	не несет	1	1
1079	под оболочкой	2	1
1080	подлинного а	1	1
1081	данности и	2	1
1082	практики в	1	1
1083	отметим что	2	1
1084	не человека	2	1
1085	а там	1	1
1086	собственно художественной	1	1
1087	людей и	1	1
1088	я героя	2	1
1089	существования и	1	1
1090	установки на	2	1
1091	между автором	2	1
1092	более или	1	1
1093	на свой	3	1
1094	но все	2	1
1095	и просто	1	1
1096	ни одна	2	1
1097	чтобы тотчас	1	1
1098	и личного	1	1
1099	с меня	1	1
1100	для осуществления	1	1
1101	людей а	2	1
1102	лишь внешняя	1	1
1103	как об	1	1
1104	самых неблагоприятных	1	1
1105	героини например	1	1
1106	художественное видение	1	1
1107	о свободе	1	1
1108	глазах других	2	1
1109	чтобы обрести	1	1
1110	уже на	1	1
1111	в музыке	1	1
1112	совпадают в	1	1
1113	и конечно	1	1
1114	к другим	1	1
1115	позиции уединенного	1	1
1116	самому и	1	1
1117	места и	1	1
1118	к художественности	1	1
1119	в наиболее	1	1
1120	от личной	1	1
1121	стороны в	1	1
1122	это позиция	1	1
1123	о людях	1	1
1124	их в	2	1
1125	настаивает на	1	1
1126	другому своего	1	1
1127	другому как	1	1
1128	ему по	1	1
1129	по определению	1	1
1130	жизни ее	1	1
1131	эффективным средством	1	1
1132	творческое наследие	2	1
1133	что принято	1	1
1134	чувствовал себя	1	1
1135	кристаллизуется в	1	1
1136	за ней	2	1
1137	ролевой функции	1	1
1138	характерную для	1	1
1139	сердце не	1	1
1140	художников не	1	1
1141	матери и	2	1
1142	не его	1	1
1143	актуальной для	1	1
1144	а а	2	1
1145	и стал	2	1
1146	как только	3	1
1147	не стало	1	1
1148	связано с	1	1
1149	сознания составляет	1	1
1150	мира когда	1	1
1151	в дальнейшем	2	1
1152	с этим	3	1
1153	художественного восприятия	2	1
1154	говорится о	2	1
1155	таинственной и	1	1
1156	любви к	2	1
1157	для автора	1	1
1158	ответить на	2	1
1159	на человека	2	1
1160	на этой	1	1
1161	и побуждает	1	1
1162	оставаясь за	1	1
1163	коренится в	1	1
1164	она же	1	1
1165	угодно в	1	1
1166	же следует	1	1
1167	не могли	1	1
1168	самое себя	1	1
1169	его жизни	6	1
1170	которой он	2	1
1171	бахтин не	1	1
1172	на чужое	1	1
1173	героя словно	1	1
1174	ориентирована не	1	1
1175	в пределе	2	1
1176	имеет право	1	1
1177	нас и	1	1
1178	иную концепцию	1	1
1179	в воображении	1	1
1180	самой художественности	1	1
1181	имеет в	1	1
1182	индивидуального бытия	1	1
1183	жизнь а	1	1
1184	доминантной роли	1	1
1185	на ее	3	1
1186	я субъекта	1	1
1187	личностью своего	1	1
1188	настолько что	1	1
1189	сути дела	2	1
1190	из их	1	1
1191	уже было	1	1
1192	подлинным искусством	1	1
1193	узнаем о	2	1
1194	с самой	1	1
1195	тейяра де	1	1
1196	таком взгляде	1	1
1197	средних веков	1	1
1198	героини и	1	1
1199	он всегда	1	1
1200	но они	1	1
1201	встречи с	1	1
1202	финале рассказа	5	1
1203	может служить	1	1
1204	художественности личность	1	1
1205	каждое слово	1	1
1206	все в	2	1
1207	анну сергеевну	5	1
1208	в различных	1	1
1209	в строгом	1	1
1210	и когда	4	1
1211	существования но	1	1
1212	все быть	1	1
1213	внимания к	1	1
1214	начале xix	1	1
1215	его знакомых	1	1
1216	от своей	1	1
1217	процессов в	1	1
1218	и тайную	1	1
1219	бытия для	2	1
1220	самого начала	1	1
1221	и начинает	1	1
1222	от лица	2	1
1223	хотел сказать	1	1
1224	своей жизнью	1	1
1225	литературного творчества	3	1
1226	и остается	2	1
1227	с авторской	1	1
1228	и чехов	1	1
1229	о художественной	1	1
1230	в мы	1	1
1231	на наших	1	1
1232	этот как	1	1
1233	казалось что	6	1
1234	ней и	1	1
1235	вернуться к	1	1
1236	по случаю	1	1
1237	а перед	1	1
1238	словно бы	1	1
1239	наряду с	4	1
1240	жизни еще	2	1
1241	называл это	1	1
1242	и говорил	1	1
1243	наиболее существенным	1	1
1244	ее как	1	1
1245	в мировом	1	1
1246	от повествователя	1	1
1247	места для	1	1
1248	русского классического	1	1
1249	этого рассказа	1	1
1250	такая же	2	1
1251	на него	3	1
1252	к которому	1	1
1253	во времена	1	1
1254	из романа	1	1
1255	множественного числа	2	1
1256	без того	1	1
1257	сколь и	1	1
1258	что художественность	1	1
1259	не переставая	1	1
1260	не умеет	3	1
1261	письма однако	1	1
1262	приобщения к	1	1
1263	лермонтова не	1	1
1264	сердце героя	1	1
1265	которым в	2	1
1266	традиций и	1	1
1267	во всякой	1	1
1268	ведь все	1	1
1269	объект эстетического	1	1
1270	человеку и	1	1
1271	тут же	1	1
1272	что даже	2	1
1273	каким был	1	1
1274	в ключевой	1	1
1275	в отдельных	1	1
1276	возникает и	1	1
1277	поистине не	1	1
1278	в системе	2	1
1279	предстает в	1	1
1280	художественности в	4	1
1281	но так	1	1
1282	где все	1	1
1283	я своего	1	1
1284	видения мира	1	1
1285	как дело	1	1
1286	оказались бы	1	1
1287	начало и	1	1
1288	из ранних	1	1
