N	2gram	Tiupa_Anal	RusskieA
209	и потому	3	5
210	отнюдь не	7	5
211	не с	3	5
212	этих случаях	1	5
213	в целом	8	5
214	вплоть до	5	5
215	во всем	5	4
216	можно встретить	1	4
217	не столько	4	4
218	этого момента	2	4
219	в своих	3	4
220	именно в	4	4
221	всякого рода	1	4
222	во всяком	6	4
223	при рассмотрении	1	4
224	не что	1	4
225	в глаза	2	4
226	в отличие	5	4
227	под названием	1	4
228	во всей	1	4
229	от них	1	4
230	и из	1	4
231	что у	3	4
232	что иное	1	4
233	несмотря на	2	4
234	как можно	1	4
235	но он	1	4
236	а за	1	4
237	не был	1	4
238	здесь мы	1	4
239	себя внимание	1	4
240	тем и	1	4
241	этот вопрос	1	4
242	могут быть	4	4
243	в доме	2	4
244	и от	3	4
245	своего рода	17	4
246	и здесь	4	4
247	та же	1	4
248	они и	1	4
249	если в	3	4
250	в основном	1	4
251	и при	1	4
252	не на	1	4
253	то время	1	4
254	вряд ли	1	4
255	этому же	1	4
256	он же	2	4
257	в основе	2	4
258	на основе	1	4
259	совпадают с	1	4
260	в ночь	1	4
261	и до	2	4
262	это имеет	1	4
263	связанных с	1	4
264	и а	4	4
265	на две	3	4
266	этого слова	3	4
267	всяком случае	6	4
268	и многие	1	4
269	уже в	5	4
270	его и	1	4
271	в таких	2	4
272	песни в	1	4
273	такой же	2	4
274	по своему	3	4
275	отличие от	5	4
276	в ней	2	4
277	дело не	3	4
278	к тем	1	4
279	по всей	1	4
280	к ней	1	4
281	и ее	3	4
282	и тогда	1	4
283	таким же	4	4
284	иное как	1	4
285	все что	2	3
286	выводу что	1	3
287	совершенно очевидно	2	3
288	говорит о	3	3
289	в виду	1	3
290	комический эффект	1	3
291	связь с	3	3
292	из самых	1	3
293	есть в	2	3
294	имеет место	3	3
295	а именно	1	3
296	в одно	2	3
297	от этого	1	3
298	обращает на	1	3
299	на природу	1	3
300	восходит к	4	3
301	он был	3	3
302	только как	1	3
303	в изучении	1	3
304	по отношению	9	3
305	и те	1	3
306	до того	1	3
307	свою очередь	7	3
308	в былинах	1	3
309	и еще	1	3
310	как на	1	3
311	на которой	2	3
312	к числу	4	3
313	что все	1	3
314	точки зрения	3	3
315	именно с	1	3
316	тем это	1	3
317	тут же	1	3
318	никогда не	7	3
319	ее и	1	3
320	а наоборот	1	3
321	с одной	3	3
322	мы знаем	1	3
323	обычно не	1	3
324	на него	1	3
325	хотя и	4	3
326	в ее	5	3
327	чем у	1	3
328	тому же	7	3
329	в которой	1	3
330	очевидно что	2	3
331	чтобы на	1	3
332	большинстве случаев	1	3
333	в эту	2	3
334	сих пор	1	3
335	в русской	9	3
336	совсем не	1	3
337	в форме	2	3
338	с таким	5	3
339	его к	1	3
340	же смысл	1	3
341	всех этих	1	3
342	любви и	2	3
343	до сих	1	3
344	них в	1	3
345	то есть	15	3
346	имело место	1	3
347	также что	1	3
348	живет в	1	3
349	из которых	2	3
350	к выводу	1	3
351	сводится к	5	3
352	независимо от	1	3
353	если бы	2	3
354	судить по	1	3
355	в своей	12	3
356	на колени	1	3
357	жизни в	4	3
358	на каждом	1	3
359	не во	1	3
360	смерти и	1	3
361	с точки	2	3
362	в отдельности	2	3
363	тех пор	2	3
364	каждый из	2	3
365	из наиболее	3	3
366	и во	1	3
367	при котором	1	3
368	на этот	1	3
369	здесь не	8	3
370	говорилось выше	2	3
371	и то	2	3
372	только по	2	3
373	это и	4	3
374	что с	1	3
375	своему происхождению	2	3
376	с другими	1	3
377	с той	3	3
378	смерти в	1	3
379	по его	4	3
380	в одной	2	3
381	жизнь и	3	3
382	до тех	1	3
383	церкви и	2	3
384	когда он	2	3
385	что касается	5	3
386	есть и	1	3
387	в большинстве	2	3
388	отношению к	9	3
389	место в	4	3
390	на то	1	3
391	и его	18	3
392	слова в	2	3
393	ему сына	1	3
394	от него	1	2
395	несомненно что	1	2
396	не единственный	1	2
397	в игре	1	2
398	о будущем	1	2
399	к этой	2	2
400	с этой	1	2
401	тем как	1	2
402	не как	3	2
403	смехом и	1	2
404	нас в	1	2
405	далее в	2	2
406	его от	1	2
407	другой стороны	7	2
408	имеем не	1	2
409	по себе	6	2
410	от одного	1	2
411	ни одна	1	2
412	из нее	1	2
413	на руках	1	2
414	если он	1	2
415	принадлежат к	1	2
416	на эту	2	2
417	в момент	3	2
418	в дальнейшем	2	2
419	состоит не	3	2
420	и дело	1	2
421	было не	1	2
422	можно сказать	5	2
423	когда на	1	2
424	раз и	1	2
425	время от	1	2
426	тем временем	1	2
427	но даже	1	2
428	одной стороны	3	2
429	характер в	2	2
430	этой связи	1	2
431	между двумя	1	2
432	а когда	1	2
433	говорить о	6	2
434	о них	1	2
435	у и	3	2
436	себе в	1	2
437	был чрезвычайно	1	2
438	с другим	1	2
439	в прошлом	2	2
440	пока еще	3	2
441	сказать что	2	2
442	он так	1	2
443	тех случаях	1	2
444	в нашем	4	2
445	только во	2	2
446	который в	4	2
447	в противном	2	2
448	не принадлежат	1	2
449	мы видим	1	2
450	и он	4	2
451	собой и	1	2
452	не противоречит	1	2
453	к их	1	2
454	должно быть	1	2
455	время и	1	2
456	но еще	1	2
457	весь смысл	1	2
458	что при	2	2
459	что такое	1	2
460	или иную	1	2
461	многих отношениях	2	2
462	в старом	1	2
463	там и	1	2
464	в одиночку	1	2
465	у него	2	2
466	что между	2	2
467	тот кто	2	2
468	одним из	1	2
469	можно судить	1	2
470	как его	1	2
471	в конце	6	2
472	между ними	3	2
473	между прочим	1	2
474	место и	1	2
475	они как	1	2
476	был не	1	2
477	в чем	2	2
478	могло бы	1	2
479	в каждом	4	2
480	мы можем	2	2
481	они же	1	2
482	не составляет	1	2
483	и даже	12	2
484	он не	9	2
485	и тем	3	2
486	и является	3	2
487	vii и	1	2
488	остаются на	1	2
489	следует признать	3	2
490	равной степени	2	2
491	например по	1	2
492	когда мы	2	2
493	которого в	1	2
494	как известно	3	2
495	в гости	1	2
496	ту сторону	1	2
497	его как	3	2
498	в себе	7	2
499	до смерти	1	2
500	был в	1	2
501	образом в	1	2
502	в силу	2	2
503	те кто	1	2
504	из этого	1	2
505	не случайно	13	2
506	уходит в	1	2
507	в один	1	2
508	в одну	3	2
509	и особенно	1	2
510	на всю	1	2
511	не так	2	2
512	в состав	2	2
513	и должны	1	2
514	в самый	1	2
515	и затем	1	2
516	в жизни	2	2
517	три дня	1	2
518	о которой	2	2
519	в область	1	2
520	представления об	2	2
521	оно не	2	2
522	не более	2	2
523	самом деле	2	2
524	о своей	2	2
525	обращается к	1	2
526	значения и	1	2
527	характер этого	1	2
528	и так	1	2
529	себя и	2	2
530	нет в	1	2
531	перед нами	7	2
532	совершенно не	3	2
533	не является	5	2
534	вытекает из	1	2
535	и состоит	1	2
536	и частично	1	2
537	не имеют	1	2
538	и если	2	2
539	ее до	1	2
540	не это	1	2
541	и теперь	1	2
542	что если	1	2
543	не могло	1	2
544	целый ряд	1	2
545	руках и	1	2
546	он есть	1	2
547	литературы в	1	2
548	через него	1	2
549	к другому	1	2
550	за пределами	2	2
551	с нею	2	2
552	который по	1	2
553	с его	15	2
554	по этой	1	2
555	так называемое	1	2
556	моментов в	1	2
557	иногда в	1	2
558	д и	1	2
559	он должен	1	2
560	судя по	2	2
561	но оно	1	2
562	смерть и	1	2
563	ответ на	3	2
564	обе стороны	1	2
565	в более	1	2
566	только одно	1	2
567	значение в	2	2
568	они не	2	2
569	для него	8	2
570	и никаких	1	2
571	этом отношении	3	2
572	об игре	1	2
573	день и	1	2
574	как у	3	2
575	здесь в	2	2
576	из своих	2	2
577	что каждый	1	2
578	и е	3	2
579	в церковь	2	2
580	от своих	1	2
581	однако не	2	2
582	но эта	2	2
583	дело в	3	2
584	в равной	2	2
585	в стороне	1	2
586	случае не	1	2
587	и без	3	2
588	случаях когда	1	2
589	мнение что	1	2
590	что им	1	2
591	право на	1	2
592	или их	1	2
593	особенно в	1	2
594	и вообще	1	2
595	тем более	3	2
596	о своих	3	2
597	ко всему	2	2
598	может иметь	1	2
599	счастье и	1	2
600	ту или	1	2
601	собой как	1	2
602	в частности	19	2
603	в начале	10	2
604	в пределах	5	2
605	время они	1	2
606	царство мертвых	1	2
607	и всех	1	2
608	во всю	1	2
609	отношение к	2	2
610	этом и	1	2
611	окна и	1	2
612	дело здесь	4	2
613	и наконец	1	2
614	в той	3	1
615	что было	1	1
616	с которыми	1	1
617	в самом	7	1
618	люди которые	1	1
619	былинах и	1	1
620	могут иметь	1	1
621	формы их	1	1
622	еще раз	1	1
623	еще более	1	1
624	указывает на	3	1
625	и мотивы	1	1
626	случае мы	1	1
627	в применении	1	1
628	превращает смерть	1	1
629	и был	2	1
630	или нет	1	1
631	однако еще	1	1
632	те же	3	1
633	состоящая в	1	1
634	ты не	2	1
635	быть может	1	1
636	не бывает	1	1
637	на смену	5	1
638	в предыдущей	1	1
639	к тебе	1	1
640	в борьбе	2	1
641	в мифе	1	1
642	в первом	2	1
643	и сам	8	1
644	жизнь в	2	1
645	на общий	1	1
646	каким образом	1	1
647	на свою	3	1
648	зато в	1	1
649	античности в	1	1
650	мы и	1	1
651	перекликается с	1	1
652	уже на	1	1
653	развития но	1	1
654	в собственном	1	1
655	из рамок	1	1
656	одновременно и	1	1
657	смерть в	1	1
658	дома и	2	1
659	кольцо с	3	1
660	это бывает	1	1
661	первое место	1	1
662	в иной	2	1
663	за ней	1	1
664	себя не	2	1
665	цикла можно	1	1
666	целым рядом	1	1
667	мир и	1	1
668	отца и	1	1
669	весь цикл	2	1
670	не удается	1	1
671	и смерти	1	1
672	в брак	1	1
673	с работой	1	1
674	и того	4	1
675	нам не	2	1
676	одного и	4	1
677	здесь достаточно	1	1
678	уже давно	1	1
679	неоднократно отмечалось	1	1
680	не могли	1	1
681	по тем	1	1
682	применении к	1	1
683	которой он	1	1
684	смерти но	1	1
685	на счастье	1	1
686	хотя бы	1	1
687	служить и	1	1
688	почти исключительно	1	1
689	в другом	3	1
690	из жизни	1	1
691	случае она	1	1
692	имея в	1	1
693	из своего	1	1
694	солнце и	1	1
695	этом ряду	2	1
696	идет по	1	1
697	может служить	2	1
698	точно так	1	1
699	на пути	2	1
700	приходит к	1	1
701	а между	1	1
702	говорит что	1	1
703	не обязательно	1	1
704	лубочных картинок	1	1
705	превращается в	3	1
706	значительной степени	3	1
707	или точнее	2	1
708	новое рождение	1	1
709	рассуждение о	1	1
710	и маски	1	1
711	отметить что	1	1
712	же его	1	1
713	> в	1	1
714	и ф	1	1
715	за рамки	1	1
716	всего этого	1	1
717	других что	1	1
718	дело и	1	1
719	ни одного	1	1
720	из рассмотренных	1	1
721	здесь пока	1	1
722	за околицу	1	1
723	на могиле	2	1
724	по случаю	1	1
725	> под	1	1
726	сведений о	1	1
727	жизни как	4	1
728	в сени	1	1
729	революции в	1	1
730	ее как	1	1
731	в мировом	1	1
732	а только	1	1
733	к которому	2	1
734	с этими	1	1
735	во времена	1	1
736	они сами	1	1
737	приобщения к	2	1
738	или из	2	1
739	этой роли	2	1
740	который хочет	1	1
741	в отдельных	1	1
742	не мог	4	1
743	к ее	2	1
744	того же	7	1
745	они могут	1	1
746	этом же	1	1
747	чем это	1	1
748	в связь	1	1
749	то о	1	1
750	и становится	1	1
751	едва ли	6	1
752	и мало	1	1
753	гораздо более	3	1
754	в подобных	1	1
755	лишает их	1	1
756	ближе к	2	1
757	на почве	3	1
758	этого и	1	1
759	не вызывает	1	1
760	в фигуре	1	1
761	комедии и	1	1
762	своей дочери	2	1
763	по преимуществу	3	1
764	так слово	1	1
765	о двух	1	1
766	тем богаче	1	1
767	стороннего наблюдателя	1	1
768	в состоянии	2	1
769	что уже	1	1
770	обратить внимание	1	1
771	а далее	1	1
772	из того	1	1
773	союзов и	1	1
774	но от	1	1
775	народной жизни	1	1
776	в >	1	1
777	имени в	1	1
778	и сама	1	1
779	они в	1	1
780	не от	2	1
781	и развитие	1	1
782	не ограничивается	1	1
783	из чужих	1	1
784	более полное	1	1
785	известных в	1	1
786	что очень	1	1
787	в результате	6	1
788	которая состоит	1	1
789	не знает	2	1
790	не о	2	1
791	интересно что	1	1
792	лицо его	2	1
793	с двумя	1	1
794	что не	3	1
795	не оправдывает	1	1
796	литература посвященная	1	1
797	с одним	1	1
798	по одному	1	1
799	не есть	6	1
800	ним не	1	1
801	рядом с	1	1
802	> и	1	1
803	одном из	1	1
804	выступать в	1	1
805	в ряду	1	1
806	так сказать	2	1
807	с некоторой	1	1
808	связь этого	1	1
809	где уже	1	1
810	представляется нам	2	1
811	в сторону	2	1
812	на свои	1	1
813	состав этого	1	1
814	цикла одна	1	1
815	собою и	1	1
816	то эти	1	1
817	вопроса о	2	1
818	несут в	1	1
819	и мир	1	1
820	остается в	1	1
821	нами как	1	1
822	человек как	1	1
823	лица и	1	1
824	сколько в	1	1
825	ему в	1	1
826	приводит его	1	1
827	из гостей	1	1
828	до нас	1	1
829	очень часто	1	1
830	м и	1	1
831	близко к	1	1
832	по пути	4	1
833	старый год	1	1
834	теперь уже	1	1
835	которые и	1	1
836	и веселья	1	1
837	в случае	6	1
838	это по	3	1
839	из окна	1	1
840	не будет	3	1
841	здесь на	1	1
842	если же	1	1
843	должны быть	1	1
844	возвращаясь к	1	1
845	при такой	1	1
846	без умолку	1	1
847	не могла	2	1
848	и хотя	1	1
849	человек который	1	1
850	по своей	5	1
851	в нее	1	1
852	не путем	2	1
853	вопрос можно	1	1
854	могла бы	3	1
855	к первому	2	1
856	в древнерусской	1	1
857	о русском	1	1
858	однако в	6	1
859	что во	2	1
860	и каждый	1	1
861	и вызывают	1	1
862	о его	3	1
863	похоронных и	1	1
864	них не	1	1
865	в первой	10	1
866	и есть	1	1
867	с которым	1	1
868	теми же	1	1
869	в общем	4	1
870	ей не	1	1
871	пушкиным в	1	1
872	свиньи в	1	1
873	на девице	1	1
874	с малым	1	1
875	бы ни	1	1
876	слова как	2	1
877	с похоронами	1	1
878	во-первых он	1	1
879	есть одна	1	1
880	чем свидетельствует	1	1
881	еще менее	1	1
882	чем и	1	1
883	он обращается	1	1
884	имеет свою	2	1
885	себе этот	1	1
886	еще одно	1	1
887	в пространстве	1	1
888	собой так	1	1
889	что до	1	1
890	в статье	1	1
891	можно только	1	1
892	никто из	1	1
893	встреча не	1	1
894	с полной	1	1
895	однако и	3	1
896	нет на	1	1
897	во втором	4	1
898	от до	1	1
899	как одна	1	1
900	от жизни	2	1
901	ой ли	1	1
902	однако эта	1	1
903	н и	2	1
904	представлял собой	1	1
905	и прочих	1	1
906	для себя	2	1
907	которая по	1	1
908	впрочем в	1	1
909	говорит и	3	1
910	живут не	1	1
911	это вызвано	1	1
912	должны иметь	1	1
913	никак не	1	1
914	сам по	2	1
915	истории в	2	1
916	на таких	1	1
917	разного рода	1	1
918	и женские	1	1
919	того кого	1	1
920	происходит с	1	1
921	и все-таки	1	1
922	однако он	1	1
923	целом ряде	1	1
924	за это	1	1
925	не могут	2	1
926	с мужчинами	1	1
927	со всеми	2	1
928	если не	1	1
929	до этого	2	1
930	которое как	2	1
931	в среднем	1	1
932	от своего	3	1
933	более широкого	1	1
934	за волосы	1	1
935	востоке и	1	1
936	на месте	2	1
937	значении этого	1	1
938	хранится в	1	1
939	возвращение к	1	1
940	как о	3	1
941	церковный обряд	1	1
942	которого является	1	1
943	состоит из	1	1
944	и рассмотренная	1	1
945	правда не	1	1
946	есть на	1	1
947	о котором	2	1
948	зависимости от	1	1
949	со стороны	12	1
950	хотел бы	1	1
951	всей своей	1	1
952	во сне	3	1
953	мы однако	1	1
954	года и	1	1
955	включая и	3	1
956	случае как	1	1
957	они по	1	1
958	человека и	2	1
959	свое внимание	1	1
960	из круга	1	1
961	еще и	4	1
962	сливается с	1	1
963	что мы	2	1
964	видим что	1	1
965	тех же	2	1
966	в роли	1	1
967	совпадает с	4	1
968	и между	1	1
969	в центральной	1	1
970	бы иметь	1	1
971	в значительной	3	1
972	с упоминанием	1	1
973	наконец в	3	1
974	типу принадлежит	1	1
975	радость жизни	1	1
976	это все	1	1
977	можно усмотреть	1	1
978	с а	1	1
979	внимание на	4	1
980	как маска	1	1
981	как живой	1	1
982	и два	1	1
983	две части	1	1
984	этим словом	1	1
985	и об	1	1
986	о своем	4	1
987	от других	1	1
988	вслед за	1	1
989	слова с	1	1
990	жертвенного животного	1	1
991	смех это	1	1
992	в истории	1	1
993	себя от	1	1
994	в любовных	1	1
995	над которыми	1	1
996	же только	1	1
997	вдоль улиц	1	1
998	в описании	1	1
999	как некое	1	1
1000	ее не	1	1
1001	в тексте	16	1
1002	тем же	1	1
1003	с весны	1	1
1004	и служит	1	1
1005	мог бы	3	1
1006	принадлежит к	4	1
1007	в самую	1	1
1008	их с	1	1
1009	одной из	6	1
1010	из первых	1	1
1011	в текстах	1	1
1012	только при	1	1
1013	говорилось что	1	1
1014	в немецкой	1	1
1015	смысла не	1	1
1016	здесь и	3	1
1017	и приходят	1	1
1018	если первое	1	1
1019	> за	1	1
1020	в год	1	1
1021	в самой	1	1
1022	места на	1	1
1023	очень древний	1	1
1024	как раз	8	1
1025	бывает в	1	1
1026	и каким	1	1
1027	в любви	1	1
1028	или к	2	1
1029	ничем не	1	1
1030	мог быть	1	1
1031	многих других	1	1
1032	основе своей	2	1
1033	борьба и	1	1
1034	сам он	1	1
1035	мы усматриваем	1	1
1036	зависит от	1	1
1037	был еще	1	1
1038	обе эти	2	1
1039	жизни здесь	2	1
1040	бы на	1	1
1041	времен года	1	1
1042	она будет	1	1
1043	он и	4	1
1044	этом он	2	1
1045	i в	1	1
1046	и новое	1	1
1047	в литературе	3	1
1048	нее как	1	1
1049	ничего нам	1	1
1050	видеть в	2	1
1051	указание на	3	1
1052	же явления	1	1
1053	со смертью	1	1
1054	смысле этого	1	1
1055	как нечто	1	1
1056	о ее	3	1
1057	таком случае	2	1
1058	когда же	1	1
1059	но с	3	1
1060	у всех	2	1
1061	о причине	1	1
1062	который как	2	1
1063	и свободы	1	1
1064	к г	1	1
1065	сама по	3	1
1066	более что	1	1
1067	другого на	1	1
1068	и давно	1	1
1069	является по	2	1
1070	долгое время	1	1
1071	говорят о	1	1
1072	является не	1	1
1073	при таком	1	1
1074	противном случае	2	1
1075	и носит	1	1
1076	ли не	5	1
1077	по убеждению	1	1
1078	в такой	1	1
1079	это было	2	1
1080	в каждой	1	1
1081	и самой	1	1
1082	но особенно	1	1
1083	и таким	1	1
1084	как все	1	1
1085	ему не	1	1
1086	прослеживается в	1	1
1087	от первого	2	1
1088	когда по	1	1
1089	того или	6	1
1090	евгений онегин	1	1
1091	частично совпадают	1	1
1092	все другие	1	1
1093	в глухую	1	1
1094	деле вот	1	1
1095	однако к	2	1
1096	в полной	3	1
1097	каждая из	1	1
1098	как пишет	2	1
1099	которые могли	1	1
1100	ей в	1	1
1101	изображается в	1	1
1102	непосредственно после	1	1
1103	который мы	1	1
1104	одну из	3	1
1105	не по	1	1
1106	собою как	1	1
1107	бы дать	2	1
1108	пишет об	1	1
1109	новую одежду	1	1
1110	одни и	1	1
1111	смены времен	1	1
1112	своего апогея	1	1
1113	есть как	1	1
1114	во второй	8	1
1115	и может	2	1
1116	не единичный	1	1
1117	чем речь	2	1
1118	а по	1	1
1119	мы обнаружим	1	1
1120	подтверждается и	2	1
1121	власть над	2	1
1122	разделяются на	1	1
1123	говоря о	1	1
1124	стороны его	1	1
1125	доме и	1	1
1126	но дело	2	1
1127	не следует	5	1
1128	стороны и	1	1
1129	до появления	1	1
1130	особенности же	1	1
1131	таких случаях	1	1
1132	человека с	2	1
1133	или как	1	1
1134	их как	1	1
1135	жизни это	2	1
1136	к изучению	1	1
1137	года не	1	1
1138	полной уверенностью	1	1
1139	дня и	1	1
1140	в голову	1	1
1141	весны как	1	1
1142	жизни и	2	1
1143	он во	1	1
1144	все еще	2	1
1145	идет не	1	1
1146	рассмотрение их	1	1
1147	жениться на	1	1
1148	для молодых	1	1
1149	для современного	1	1
1150	нуждается в	2	1
1151	на всем	1	1
1152	являют собой	1	1
1153	уже начинал	1	1
1154	однако все	2	1
1155	году все	1	1
1156	хотя здесь	1	1
1157	в руке	1	1
1158	благословение и	1	1
1159	есть не	2	1
