N	3gram	Vygotskiy_	Komedia
292	точки зрения между	1	1
293	же как и	4	1
294	по этому вопросу	1	1
295	подобное происходит и	1	1
296	не последнюю роль	1	1
297	быть с полным	1	1
298	в один и	1	1
299	в предисловии к	4	1
300	стремится не к	2	1
301	на этом вопросе	1	1
302	вопрос о том	2	1
303	в том виде	1	1
304	одного из современных	1	1
305	к себе и	1	1
306	в следующем виде	2	1
307	с ней в	1	1
308	в которых на	1	1
309	сама по себе	3	1
310	мы не можем	3	1
311	в один ряд	1	1
312	потому что они	1	1
