N	2gram	Propp_Russ	Komedia
262	сл в	1	6
263	так в	5	6
264	здесь в	1	6
265	когда же	1	6
266	или в	7	6
267	что к	1	6
268	в какой	3	6
269	и как	2	6
270	на то	2	6
271	в уже	3	6
272	на которые	1	6
273	во второй	1	6
274	когда он	3	6
275	а по	1	6
276	как будто	6	6
277	надо было	1	6
278	из всех	1	5
279	хозяина и	1	5
280	на сцену	1	5
281	в первом	1	5
282	за ним	3	5
283	именно в	3	5
284	его на	1	5
285	что по	7	5
286	первое место	1	5
287	в это	4	5
288	из своего	1	5
289	а на	8	5
290	к ним	4	5
291	сказать что	1	5
292	под названием	3	5
293	все время	1	5
294	который в	2	5
295	от них	4	5
296	тем же	1	5
297	никогда не	1	5
298	представить себе	1	5
299	и мы	1	5
300	после этого	6	5
301	чем в	4	5
302	но он	3	5
303	одним из	2	5
304	можно судить	1	5
305	также в	5	5
306	одном из	1	5
307	в до	1	5
308	между собой	4	5
309	что их	1	5
310	в каждом	2	5
311	т д	12	5
312	все остальные	1	5
313	в развитии	1	5
314	не могла	1	5
315	даже если	1	5
316	в первой	1	5
317	и от	2	5
318	каждого из	1	5
319	от нее	1	5
320	не так	1	5
321	этому времени	2	5
322	представление о	5	5
323	известно что	1	5
324	что это	4	5
325	здесь нет	1	5
326	вывод что	5	5
327	из того	1	5
328	приводит к	4	5
329	похожи на	1	5
330	и теперь	1	5
331	совпадают с	3	5
332	у других	1	5
333	что я	1	5
334	здесь и	1	5
335	этом отношении	1	5
336	и после	2	5
337	это не	14	5
338	мы имеем	7	5
339	он и	1	5
340	в честь	5	5
341	же не	2	5
342	по существу	7	5
343	и без	1	5
344	ему не	1	5
345	от того	1	5
346	жизни и	1	5
347	в период	2	5
348	чаще всего	3	5
349	для этого	6	5
350	что на	5	5
351	в той	1	4
352	к числу	2	4
353	нас в	2	4
354	него в	1	4
355	не столько	3	4
356	в духе	1	4
357	из самых	2	4
358	например в	3	4
359	видно из	1	4
360	их в	7	4
361	первой половине	1	4
362	дома и	1	4
363	всякого рода	3	4
364	из других	2	4
365	ст в	1	4
366	время от	1	4
367	не всегда	4	4
368	из себя	1	4
369	в риме	1	4
370	должна была	6	4
371	может служить	1	4
372	в глаза	3	4
373	одна из	12	4
374	под именем	3	4
375	к этим	1	4
376	он так	2	4
377	ближе к	1	4
378	том чтобы	3	4
379	к их	1	4
380	в состоянии	1	4
381	этой же	2	4
382	к которому	1	4
383	это обстоятельство	1	4
384	аналогии с	1	4
385	и этим	1	4
386	одно из	6	4
387	это слово	1	4
388	там и	2	4
389	не о	1	4
390	прежде чем	1	4
391	между ними	1	4
392	же как	5	4
393	здесь мы	3	4
394	в городе	1	4
395	можно сделать	3	4
396	что эта	1	4
397	как известно	2	4
398	ко времени	3	4
399	с которым	1	4
400	образом в	2	4
401	из этого	1	4
402	человека который	1	4
403	не случайно	2	4
404	к сожалению	1	4
405	сцены из	2	4
406	что после	1	4
407	так называемых	1	4
408	не на	2	4
409	стороны и	1	4
410	что мы	1	4
411	то и	4	4
412	наконец в	1	4
413	можем судить	1	4
414	большей частью	1	4
415	каждый из	3	4
416	и там	2	4
417	в более	2	4
418	вероятно что	1	4
419	второй половине	1	4
420	б и	1	4
421	он называет	1	4
422	что с	2	4
423	и другие	24	4
424	видеть в	1	4
425	у нас	11	4
426	в сопровождении	1	4
427	отрицать что	1	4
428	что ему	2	4
429	по его	2	4
430	или менее	1	4
431	такой же	3	4
432	в поле	18	4
433	е в	17	4
434	и их	4	4
435	не следует	1	4
436	в пределах	2	4
437	далеко не	5	4
438	чтобы не	1	4
439	в число	1	4
440	которые в	2	4
441	того времени	1	4
442	нуждается в	1	4
443	за счет	2	4
444	в основе	1	4
445	во всем	2	3
446	от него	1	3
447	исходя из	2	3
448	к этой	1	3
449	к дому	1	3
450	или по	1	3
451	дает основание	1	3
452	до самого	1	3
453	ссылаясь на	1	3
454	по свидетельству	2	3
455	в году	5	3
456	этим объясняется	1	3
457	более или	1	3
458	или на	11	3
459	если он	1	3
460	детей и	3	3
461	только для	3	3
462	за ней	1	3
463	было в	1	3
464	видно что	8	3
465	представления о	2	3
466	нашего века	1	3
467	из жизни	1	3
468	а после	1	3
469	этой связи	1	3
470	даже самых	1	3
471	между двумя	2	3
472	только на	4	3
473	на пути	1	3
474	приходит к	1	3
475	людей и	1	3
476	сделать вывод	1	3
477	всего этого	1	3
478	из наиболее	2	3
479	как на	2	3
480	которого они	1	3
481	ней и	1	3
482	по случаю	1	3
483	такую же	2	3
484	в нашем	2	3
485	находится в	3	3
486	же она	1	3
487	что именно	3	3
488	друг с	1	3
489	нет никаких	1	3
490	этом же	1	3
491	затем в	1	3
492	были известны	1	3
493	с другом	1	3
494	и за	2	3
495	для них	5	3
496	и притом	1	3
497	интересующие нас	1	3
498	в таком	5	3
499	от этого	2	3
500	должно было	5	3
501	в эту	3	3
502	не был	3	3
503	остается в	1	3
504	а с	6	3
505	того в	3	3
506	бы к	1	3
507	в руки	2	3
508	для этой	3	3
509	ни одно	2	3
510	следует признать	2	3
511	могла бы	1	3
512	он в	1	3
513	их к	2	3
514	над ней	1	3
515	и есть	1	3
516	если они	1	3
517	в один	2	3
518	мы видели	3	3
519	от до	1	3
520	также что	2	3
521	его с	4	3
522	ироническое отношение	2	3
523	для себя	1	3
524	представляют собой	13	3
525	и из	3	3
526	интерес к	2	3
527	не могут	1	3
528	не более	2	3
529	сходство в	1	3
530	на улицу	2	3
531	с г	2	3
532	и начало	2	3
533	судить по	2	3
534	и ненависть	1	3
535	как о	1	3
536	с ними	6	3
537	меньшей мере	1	3
538	связанные с	5	3
539	его и	2	3
540	и более	3	3
541	мало чем	1	3
542	относится к	1	3
543	и и	2	3
544	в город	1	3
545	жениться на	1	3
546	переходит к	1	3
547	на землю	2	3
548	к своим	1	3
549	состоит в	18	3
550	не совсем	6	3
551	на две	3	3
552	за пределами	2	3
553	только при	1	3
554	том же	6	3
555	по меньшей	1	3
556	они были	2	3
557	ему в	1	3
558	ее на	3	3
559	сам он	1	3
560	не без	1	3
561	на что	2	3
562	не являются	1	3
563	такое же	2	3
564	своему происхождению	2	3
565	в виде	10	3
566	однако не	1	3
567	песни в	3	3
568	только два	1	3
569	с той	2	3
570	этой цели	2	3
571	на все	3	3
572	г с	1	3
573	в каждой	1	3
574	должен быть	2	3
575	и таким	1	3
576	в одной	1	3
577	на них	4	3
578	жизнь и	2	3
579	ко всему	2	3
580	и потому	3	3
581	а к	3	3
582	а как	1	3
583	она не	4	3
584	так называемой	3	3
585	а из	1	3
586	только как	2	3
587	не с	5	3
588	таким же	4	3
589	можно найти	1	3
590	из своей	2	3
591	на всю	1	3
592	в большинстве	2	3
593	они не	1	3
594	будто бы	10	3
595	же можно	1	3
596	по этому	4	3
597	все еще	1	3
598	право на	2	3
599	в эти	4	3
600	это в	1	3
601	в так	1	3
602	вплоть до	4	3
603	не к	3	3
604	женщины в	1	2
605	с которыми	1	2
606	и очень	1	2
607	же и	1	2
608	см например	1	2
609	более что	1	2
610	другой пример	1	2
611	и был	1	2
612	говорит о	3	2
613	с презрением	1	2
614	те же	1	2
615	не как	1	2
616	точно так	1	2
617	ты не	1	2
618	сходство между	2	2
619	связь с	1	2
620	на которых	2	2
621	ни одна	2	2
622	жизнь в	1	2
623	каким образом	1	2
624	на земле	3	2
625	из всего	1	2
626	превращается в	1	2
627	в ноги	1	2
628	принадлежат к	1	2
629	вся его	1	2
630	в собственном	1	2
631	после обеда	5	2
632	и те	3	2
633	ней как	1	2
634	как только	2	2
635	на первый	3	2
636	начнем с	1	2
637	себя от	1	2
638	обращение к	1	2
639	полагают что	1	2
640	е из	1	2
641	и иногда	3	2
642	нам не	1	2
643	не могли	1	2
644	можно считать	1	2
645	по тем	1	2
646	которой он	1	2
647	и следовательно	2	2
648	в этот	19	2
649	следует остановиться	1	2
650	поэтому мы	1	2
651	но они	4	2
652	они с	1	2
653	не вполне	1	2
654	вернуться к	1	2
655	чтобы они	4	2
656	без всякого	1	2
657	него не	1	2
658	тех случаях	2	2
659	они должны	1	2
660	такая же	1	2
661	под влиянием	1	2
662	как от	1	2
663	что все	2	2
664	выходя из	1	2
665	а мы	2	2
666	вином и	1	2
667	с девушкой	1	2
668	ее своей	1	2
669	к ее	1	2
670	они могут	1	2
671	образом на	1	2
672	которую можно	1	2
673	мы видим	2	2
674	собой и	2	2
675	наши сведения	1	2
676	после чего	4	2
677	к выводу	3	2
678	и сама	1	2
679	придя в	1	2
680	с другими	3	2
681	к жизни	3	2
682	как можно	3	2
683	не была	1	2
684	как по	2	2
685	более поздние	1	2
686	очевидно что	2	2
687	судить о	2	2
688	подобно тому	3	2
689	дома в	2	2
690	указывает что	1	2
691	таким способом	1	2
692	большинстве случаев	2	2
693	из чего	1	2
694	между прочим	2	2
695	рядом с	1	2
696	и жизнь	1	2
697	слово в	1	2
698	в первые	2	2
699	к вопросу	2	2
700	точек зрения	1	2
701	выступает в	1	2
702	были у	2	2
703	однако и	1	2
704	земле и	4	2
705	мы уже	2	2
706	эти слова	1	2
707	ту же	2	2
708	совсем не	1	2
709	на свой	1	2
710	в детстве	1	2
711	на нем	1	2
712	если же	1	2
713	возвращаясь к	1	2
714	пользуясь его	1	2
715	себе на	1	2
716	и та	1	2
717	себя на	1	2
718	и венки	1	2
719	была не	1	2
720	этот вопрос	4	2
721	не имеющей	1	2
722	при первом	1	2
723	с такими	1	2
724	наиболее яркий	1	2
725	общего с	1	2
726	найти в	1	2
727	или может	1	2
728	теми же	1	2
729	показывают что	3	2
730	в общем	1	2
731	ней в	2	2
732	бы ни	1	2
733	ты меня	1	2
734	означает что	2	2
735	не будет	1	2
736	в состав	1	2
737	хорошо знали	1	2
738	его мнению	1	2
739	них в	2	2
740	имело место	2	2
741	на сходство	1	2
742	место во	1	2
743	в основном	4	2
744	представлял собой	1	2
745	живет в	1	2
746	должна быть	1	2
747	которых мы	1	2
748	в жизни	2	2
749	и при	2	2
750	а сами	2	2
751	никак не	1	2
752	чтобы у	2	2
753	перед ними	1	2
754	от их	1	2
755	не ясно	1	2
756	особый интерес	1	2
757	г где	2	2
758	с целью	2	2
759	происхождение и	1	2
760	общей форме	1	2
761	для каждого	1	2
762	не означает	2	2
763	и так	2	2
764	себя и	2	2
765	ли он	1	2
766	о котором	1	2
767	знает что	1	2
768	несколько раз	1	2
769	нет в	2	2
770	к другому	2	2
771	мы однако	1	2
772	в которые	1	2
773	в семье	1	2
774	перед нами	2	2
775	ожидать чтобы	1	2
776	этому же	3	2
777	бросается в	3	2
778	тем у	1	2
779	этой группы	1	2
780	что сила	3	2
781	земли и	5	2
782	это только	1	2
783	не поддаваться	1	2
784	быть не	1	2
785	а может	1	2
786	зависимости от	1	2
787	с которой	1	2
788	нельзя отрицать	1	2
789	и до	3	2
790	в любовных	1	2
791	как например	6	2
792	связанных с	2	2
793	е а	2	2
794	что здесь	4	2
795	этого времени	2	2
796	и под	4	2
797	указывают на	1	2
798	ее не	1	2
799	почти целиком	2	2
800	обычно не	2	2
801	который по	1	2
802	содержанию и	1	2
803	во втором	1	2
804	здесь не	1	2
805	для обозначения	2	2
806	по всем	3	2
807	только с	2	2
808	у них	2	2
809	но это	5	2
810	только потому	1	2
811	в ту	1	2
812	этом случае	9	2
813	пока что	1	2
814	это видно	1	2
815	№ в	2	2
816	это был	1	2
817	нас не	3	2
818	уверен что	1	2
819	заимствован из	1	2
820	тем он	1	2
821	по очереди	1	2
822	еще и	1	2
823	для него	1	2
824	не отличаются	2	2
825	того что	6	2
826	в литературе	1	2
827	видя в	1	2
828	ее в	7	2
829	это предположение	1	2
830	о сходстве	1	2
831	дают нам	2	2
832	как этот	1	2
833	чтобы с	1	2
834	которые как	2	2
835	понимать как	1	2
836	в стороне	2	2
837	в объяснении	1	2
838	случаях когда	2	2
839	все эти	5	2
840	при таком	1	2
841	что между	1	2
842	и целые	1	2
843	не все	4	2
844	в форме	3	2
845	чтобы сделать	2	2
846	его к	3	2
847	что эти	2	2
848	еще до	2	2
849	предположить что	5	2
850	же от	1	2
851	не надо	1	2
852	это как	1	2
853	в самых	1	2
854	vii в	3	2
855	как уже	6	2
856	при сравнении	1	2
857	тому как	3	2
858	на поле	3	2
859	взывает к	1	2
860	дело не	2	2
861	слова с	1	2
862	же что	1	2
863	или его	1	2
864	с ней	7	2
865	как не	2	2
866	человека с	1	2
867	человека и	1	2
868	быту и	1	2
869	со своими	1	2
870	сообщает о	5	2
871	во времена	1	2
872	был уверен	1	2
873	первым из	1	2
874	в случае	1	2
875	в новой	1	2
876	других случаях	4	2
877	этому вопросу	2	2
878	это на	2	1
879	никаких следов	1	1
880	выйти замуж	1	1
881	в три	1	1
882	две партии	1	1
883	оно все	1	1
884	быть использованы	2	1
885	можно говорить	2	1
886	мы и	1	1
887	первые годы	1	1
888	в изучении	2	1
889	игр и	1	1
890	общую картину	1	1
891	выводу что	3	1
892	которые не	3	1
893	от имени	1	1
894	ясно почему	1	1
895	чего они	1	1
896	слова эти	1	1
897	сохранился и	1	1
898	при изучении	6	1
899	в применении	1	1
900	а совершенно	1	1
901	они уже	1	1
902	они выходят	1	1
903	в разных	3	1
904	в значение	1	1
905	воспоминания о	2	1
906	или нет	1	1
907	кроме того	3	1
908	эта же	2	1
909	думается что	1	1
910	одно это	1	1
911	примыкает к	1	1
912	в некоторых	11	1
913	не вызывает	1	1
914	на ночь	1	1
915	однако еще	1	1
916	земледелец не	2	1
917	это имело	1	1
918	время не	1	1
919	большое количество	2	1
920	народ и	2	1
921	с наступлением	1	1
922	тогда же	1	1
923	ссылкой на	1	1
924	в различных	3	1
925	в день	12	1
926	подобное же	1	1
927	над ними	1	1
928	по времени	1	1
929	водой и	1	1
930	иначе чем	1	1
931	на смену	1	1
932	и сл	4	1
933	трудно в	1	1
934	от одного	2	1
935	вот что	1	1
936	сделать некоторые	1	1
937	недостатка в	1	1
938	на такой	1	1
939	пишет для	1	1
940	ее для	2	1
941	года в	2	1
942	весь этот	1	1
943	что весь	1	1
944	уже на	1	1
945	голода и	1	1
946	на содержании	1	1
947	одну руку	1	1
948	в числе	2	1
949	места и	1	1
950	и другим	3	1
951	развития но	1	1
952	как более	1	1
953	было забыто	1	1
954	взад и	1	1
955	в дверь	1	1
956	а именно	2	1
957	в одно	2	1
958	на эту	1	1
959	известно не	1	1
960	о близости	1	1
961	собой не	1	1
962	их за	1	1
963	но у	1	1
964	к земле	5	1
965	же после	1	1
966	которым можно	1	1
967	которое не	1	1
968	мало того	1	1
969	но мы	1	1
970	так например	7	1
971	хорошо видно	1	1
972	а вместе	1	1
973	первый взгляд	1	1
974	существу не	1	1
975	представляла собой	2	1
976	он искал	1	1
977	празднеств в	1	1
978	на этой	3	1
979	в данном	7	1
980	мы рассмотрим	5	1
981	что им	1	1
982	девушки в	3	1
983	и такие	1	1
984	на руки	1	1
985	не хуже	1	1
986	местом для	1	1
987	не казались	1	1
988	применении к	1	1
989	случаи когда	1	1
990	своему не	1	1
991	iii и	2	1
992	мы увидим	8	1
993	на очень	1	1
994	i ii	1	1
995	последние три	1	1
996	каждого праздника	1	1
997	входит в	4	1
998	но даже	2	1
999	ii на	2	1
1000	и другой	5	1
1001	по традиции	1	1
1002	не допускать	1	1
1003	совершенно очевидно	2	1
1004	из их	1	1
1005	здесь ее	1	1
1006	имея в	1	1
1007	с трудом	1	1
1008	вид что	1	1
1009	увидим что	2	1
1010	о них	2	1
1011	борьбе с	1	1
1012	всего как	1	1
1013	образом из	1	1
1014	а между	1	1
1015	дошедшим до	1	1
1016	и была	1	1
1017	сближает его	2	1
1018	нее можно	1	1
1019	его по	1	1
1020	для защиты	1	1
1021	как будут	1	1
1022	не что	3	1
1023	не позже	1	1
1024	рассуждение о	1	1
1025	он поставил	1	1
1026	ним следует	1	1
1027	деньги и	1	1
1028	совсем другие	1	1
1029	слезами на	1	1
1030	некоторое время	2	1
1031	но ни	2	1
1032	по привычке	1	1
1033	совершенно ясна	1	1
1034	стариков и	1	1
1035	настоящее время	3	1
1036	сведений о	1	1
1037	них есть	1	1
1038	заметить что	3	1
1039	ее как	1	1
1040	без ответа	1	1
1041	нам право	2	1
1042	следующим образом	9	1
1043	за него	1	1
1044	с этими	1	1
1045	на которого	1	1
1046	те и	1	1
1047	и отдельные	1	1
1048	произойти в	1	1
1049	на того	1	1
1050	существенного значения	3	1
1051	день в	1	1
1052	именно с	3	1
1053	своему они	2	1
1054	этот момент	1	1
1055	этой роли	1	1
1056	на интересующие	1	1
1057	даже у	1	1
1058	обрядах в	1	1
1059	и две	1	1
1060	вдали от	1	1
1061	разницей что	2	1
1062	не просто	3	1
1063	но так	1	1
1064	не шел	1	1
1065	имеется довольно	1	1
1066	их вместе	1	1
1067	землей и	1	1
1068	с лишним	1	1
1069	которую они	1	1
1070	на глазах	1	1
1071	однако из	1	1
1072	ее и	2	1
1073	не противоречит	2	1
1074	содержится в	1	1
1075	человеку не	1	1
1076	а наоборот	1	1
1077	что иное	3	1
1078	вокруг этого	4	1
1079	это сходство	2	1
1080	три направления	1	1
1081	признает что	1	1
1082	на том	1	1
1083	внимание на	1	1
1084	в раннем	1	1
1085	на столе	1	1
1086	только часть	2	1
1087	а и	7	1
1088	как нет	1	1
1089	обстояло дело	2	1
1090	с нею	1	1
1091	что при	2	1
1092	и раньше	1	1
1093	часть из	1	1
1094	некоторые исследователи	3	1
1095	обратил внимание	1	1
1096	в названных	1	1
1097	не думает	1	1
1098	а мой	1	1
1099	не сохранилось	1	1
1100	деньги не	1	1
1101	вошел в	1	1
1102	по античным	1	1
1103	не удается	1	1
1104	в человеческую	1	1
1105	источниках и	1	1
1106	и один	1	1
1107	в третьем	1	1
1108	в воде	3	1
1109	можно рассматривать	2	1
1110	было привилегией	1	1
1111	творчества из	1	1
1112	самое лучшее	1	1
1113	не меняют	1	1
1114	нового и	1	1
1115	во всей	2	1
1116	отсюда видно	1	1
1117	или не	2	1
1118	и некоторые	3	1
1119	ее от	2	1
1120	именно здесь	1	1
1121	заключить что	2	1
1122	которая происходила	1	1
1123	женщины на	1	1
1124	значение так	1	1
1125	что наш	1	1
1126	что попадется	1	1
1127	вопрос почему	1	1
1128	рассматривали как	1	1
1129	но иногда	2	1
1130	ему же	1	1
1131	так на	2	1
1132	обнаружим что	1	1
1133	следовательно и	2	1
1134	выступать в	1	1
1135	заимствованные из	1	1
1136	где под	1	1
1137	части а	1	1
1138	этом можно	1	1
1139	что хор	1	1
1140	как продолжение	1	1
1141	на свободу	1	1
1142	а только	1	1
1143	из одного	1	1
1144	или из	1	1
1145	много и	3	1
1146	могло бы	1	1
1147	известно о	1	1
1148	и м	22	1
1149	имеет ничего	1	1
1150	в русской	1	1
1151	на которую	1	1
1152	обрядам и	1	1
1153	вполне рациональный	1	1
1154	у хозяина	1	1
1155	всей их	1	1
1156	вся семья	1	1
1157	до самой	1	1
1158	же все	1	1
1159	приведем несколько	1	1
1160	о происхождении	1	1
1161	лица и	1	1
1162	из последних	1	1
1163	из крупных	1	1
1164	составных частей	1	1
1165	я тебе	1	1
1166	они становятся	2	1
1167	не составляет	1	1
1168	который без	1	1
1169	зрения в	1	1
1170	своим появлением	1	1
1171	от конца	1	1
1172	которые и	1	1
1173	этого к	1	1
1174	том где	1	1
1175	за столом	2	1
1176	в область	1	1
1177	своим мужьям	1	1
1178	из окна	1	1
1179	сюда же	2	1
1180	своих предшественников	2	1
1181	здесь на	1	1
1182	год и	6	1
1183	оставляют в	1	1
1184	не были	2	1
1185	то на	3	1
1186	в расцвете	1	1
1187	ставили на	1	1
1188	иметь в	2	1
1189	почти каждый	1	1
1190	его жизнь	2	1
1191	дела и	1	1
1192	и затем	1	1
1193	в современной	1	1
1194	в огонь	1	1
1195	сослаться на	1	1
1196	девушки и	2	1
1197	мы здесь	2	1
1198	участвующих в	1	1
1199	значение и	2	1
1200	по домам	6	1
1201	религиозных культов	1	1
1202	сил природы	1	1
1203	о случае	1	1
1204	так называемый	2	1
1205	него на	1	1
1206	из составных	1	1
1207	что во	1	1
1208	отличалось от	1	1
1209	его как	2	1
1210	и др	4	1
1211	сюжеты и	1	1
1212	звучит так	1	1
1213	своим богатством	1	1
1214	подойти к	2	1
1215	это ни	1	1
1216	себе дело	2	1
1217	он считал	1	1
1218	на весь	3	1
1219	ей не	1	1
1220	представления в	2	1
1221	в противном	2	1
1222	мужьям в	1	1
1223	перед домом	1	1
1224	заключению что	1	1
1225	там где	3	1
1226	в самих	3	1
1227	показывает что	9	1
1228	дом за	1	1
1229	на аналогичные	1	1
1230	в окно	2	1
1231	п в	25	1
1232	в него	2	1
1233	№ но	1	1
1234	уходит в	1	1
1235	он должен	2	1
1236	же цель	1	1
1237	одного и	1	1
1238	чем объяснить	1	1
1239	раньше чем	2	1
1240	наиболее часто	1	1
1241	со слезами	1	1
1242	не отличается	1	1
1243	не имеющий	1	1
1244	сделано в	1	1
1245	и самый	1	1
1246	нечто совсем	1	1
1247	и сами	2	1
1248	любви и	1	1
1249	в особенности	3	1
1250	с полной	1	1
1251	но встречаются	1	1
1252	особенно подробно	1	1
1253	и стало	1	1
1254	собственном смысле	1	1
1255	вызывает у	1	1
1256	закономерности в	1	1
1257	мужчины или	1	1
1258	i так	1	1
1259	он уже	1	1
1260	своих близких	2	1
1261	они и	2	1
1262	от жизни	1	1
1263	по форме	1	1
1264	ii о	1	1
1265	в углу	1	1
1266	важный материал	1	1
1267	в самый	2	1
1268	то есть	3	1
1269	в подарок	1	1
1270	где-нибудь в	2	1
1271	на западе	2	1
1272	оно могло	1	1
1273	как богатый	1	1
1274	еду на	1	1
1275	и менее	1	1
1276	впрочем в	1	1
1277	все на	1	1
1278	и должен	1	1
1279	этого мало	2	1
1280	всех других	1	1
1281	выходят на	1	1
1282	здесь он	1	1
1283	заключение что	1	1
1284	времени когда	1	1
1285	входившие в	1	1
1286	что сам	1	1
1287	разного рода	1	1
1288	утверждает что	1	1
1289	xix в	16	1
1290	с греческим	2	1
1291	он признает	1	1
1292	при различных	1	1
1293	место на	1	1
1294	целом ряде	1	1
1295	очень много	2	1
1296	совпадают но	1	1
1297	если эти	1	1
1298	за это	1	1
1299	свою любовь	1	1
1300	и несмотря	1	1
1301	дом и	1	1
1302	дать в	1	1
1303	поэтому и	1	1
1304	все то	1	1
1305	чтобы установить	1	1
1306	отличаются от	2	1
1307	ни о	1	1
1308	с таким	2	1
1309	и вперед	1	1
1310	мы остановимся	1	1
1311	на каждую	1	1
1312	доме и	1	1
1313	он объявляет	1	1
1314	и действительно	2	1
1315	совершает над	1	1
1316	можно назвать	1	1
1317	появляются на	1	1
