N	3gram	Propp_Isto	KulturaY
96	обращает на себя	1	2
97	ответить на этот	1	2
98	в том числе	3	2
99	что все это	1	2
100	и в других	1	2
101	точно таким же	1	2
102	потому что в	1	2
103	и то же	2	2
104	может быть только	1	2
105	по своему содержанию	1	2
106	мы знаем что	8	2
107	ничего общего с	1	2
108	иметь в виду	1	2
109	потому что оно	1	2
110	поставить вопрос о	2	2
111	его к себе	1	2
112	на наших глазах	1	2
113	так как он	2	2
114	из того что	1	2
115	и в том	1	2
116	тем что он	3	2
117	на той же	1	2
118	как мы знаем	1	2
119	только после того	1	2
120	можно сказать что	1	2
121	по сравнению с	1	2
122	таким образом в	2	2
123	до некоторой степени	1	2
124	и в особенности	2	2
125	мы видели выше	1	2
126	но дело не	1	2
127	не что иное	1	2
128	может быть не	1	2
129	это еще не	2	2
130	мы не знаем	2	2
131	мы имеем в	2	2
132	большую роль в	1	2
133	сюда же относится	1	2
134	по большей части	1	2
135	в широком смысле	1	2
136	на первых порах	1	2
137	что иное как	1	2
138	и с этой	1	2
139	к этому же	1	2
140	может быть и	1	2
141	может быть это	1	1
142	с представлением о	4	1
143	рассмотрен нами выше	1	1
144	с этим и	1	1
145	лет тому назад	2	1
146	не потому ли	2	1
147	никак не может	1	1
148	только на те	1	1
149	ни на какие	1	1
150	то что он	2	1
151	случае если бы	1	1
152	гораздо больше но	1	1
153	знает что он	1	1
154	мы имели бы	1	1
155	на том что	3	1
156	здесь может быть	1	1
157	в процессе развития	1	1
158	то что им	1	1
159	относится к разряду	1	1
160	ничего не говорит	2	1
161	примеров можно привести	1	1
162	того или другого	1	1
163	не сам по	1	1
164	наряду с этим	3	1
165	влечет за собой	1	1
166	мы должны признать	1	1
167	и на более	1	1
168	одним из таких	1	1
169	которых идет речь	1	1
170	сводится к следующему	1	1
171	т д мы	3	1
172	который может быть	1	1
173	возможно что в	1	1
174	свидетельствует о том	1	1
175	что для того	1	1
176	в качестве дополнения	1	1
177	прежде всего есть	1	1
178	к другой форме	1	1
179	ныне настала очередь	1	1
180	том что она	1	1
181	смысле в каком	1	1
182	и такой случай	1	1
183	каждый раз когда	1	1
184	без всякого ущерба	1	1
185	т д в	1	1
186	ступени его развития	1	1
187	на которой он	1	1
188	в особенности в	2	1
189	если таким образом	1	1
190	есть не что	1	1
191	он живет в	2	1
192	о которых идет	1	1
193	это мы имеем	1	1
194	то же что	1	1
195	у него было	1	1
196	даже в тех	1	1
197	как мы видим	1	1
198	так как у	1	1
199	легко заметить что	1	1
200	и даже в	1	1
201	по аналогии с	1	1
202	т д такое	1	1
203	и тем самым	2	1
204	на пути к	1	1
205	если не считать	2	1
206	конечно не может	1	1
207	и попадает в	1	1
208	iii и т	1	1
209	пока он не	1	1
210	что в этом	1	1
211	но это уже	1	1
212	несмотря на все	1	1
213	с этим в	1	1
214	до того как	1	1
215	то же самое	1	1
216	т д убеждают	1	1
217	о которых речь	1	1
218	это своего рода	1	1
219	в одном случае	1	1
220	таких примеров можно	2	1
221	сказывается и в	2	1
222	что представление о	2	1
223	в связь с	1	1
224	т д по	1	1
225	но это не	2	1
226	о том чтобы	1	1
227	как в сказке	1	1
228	шаг на пути	1	1
229	а также и	1	1
230	я думаю что	1	1
231	всякого ущерба для	1	1
232	в них не	1	1
233	другой стороны эта	1	1
234	каким же образом	1	1
235	в этих случаях	7	1
236	в более поздних	1	1
237	чтобы на нем	1	1
238	несколько случаев в	1	1
239	можно возразить что	1	1
240	и вот почему	1	1
241	вот пример уже	1	1
242	вместе с ним	1	1
243	мы находим в	1	1
244	лишь частный случай	1	1
245	на вопрос какую	1	1
246	обращается к нему	1	1
247	но и здесь	1	1
248	можно предположить что	3	1
249	можно утверждать что	1	1
250	но и в	2	1
251	к тому времени	1	1
252	повлечет за собой	1	1
253	что в пределах	1	1
254	внимание только на	1	1
255	прочную базу для	1	1
256	и с другой	1	1
257	в это время	2	1
258	и не потому	2	1
259	в себе и	1	1
260	как и в	4	1
261	в главе о	1	1
262	он не сделал	1	1
263	видим что в	1	1
264	если бы она	1	1
265	одна из наиболее	1	1
266	и целый ряд	2	1
267	т д все	2	1
268	думаю что это	1	1
269	этот вопрос мы	1	1
270	целый ряд других	2	1
271	чтобы ответить на	1	1
272	и может быть	1	1
273	пример уже не	1	1
274	то время как	3	1
275	не имеет никакого	1	1
276	и здесь мы	1	1
277	и тем что	1	1
278	очень интересно и	1	1
279	в одной из	1	1
280	всегда остается в	1	1
281	на ту пору	1	1
282	не к этому	1	1
283	другой стороны в	1	1
284	т д или	3	1
285	же относится к	1	1
286	таким образом к	1	1
287	тогда как на	1	1
288	одно и то	2	1
289	они не имеют	1	1
290	ту же роль	1	1
291	мы имеем здесь	3	1
292	а все вместе	1	1
293	всех этих случаях	2	1
294	она все же	1	1
295	то здесь можно	1	1
296	так как они	1	1
297	т е тех	1	1
298	целое в свою	1	1
299	это уже не	2	1
300	во всех этих	2	1
301	главным образом в	1	1
302	с самого начала	1	1
303	она основана на	1	1
304	с ними и	1	1
305	и то что	3	1
306	стоит в связи	1	1
307	не случайно что	1	1
308	представить себе что	1	1
309	но и для	1	1
310	еще и потому	1	1
311	еще ничего не	1	1
312	все же сохраняют	1	1
313	что тот или	1	1
314	его с тем	1	1
315	и не только	1	1
316	потому что с	1	1
317	из которых каждый	1	1
318	в виду что	1	1
319	он был бы	1	1
320	случаев в которых	1	1
321	на первом месте	1	1
322	это было бы	1	1
