N	4gram	Tiupa_Lite	TeoriaLi
68	художественности за такого рода	1	1
69	заменять эксплицитные правила при	1	1
70	выше приобретаемого научением мастерства	1	1
71	в общественном сознании каждой	1	1
72	так я избывал свое	1	1
73	задания может совершенствоваться но	1	1
74	многообразие этих субпарадигм статус	1	1
75	ее адресат а не	1	1
76	художественности питается радикальным открытием	1	1
77	совершенствоваться но само оно	1	1
78	могли быть устранены из	1	1
79	чувствительного приятные впечатления карамзин	1	1
80	автором героем и читателем	1	1
81	своего рода действующая модель	1	1
82	устранены из искусства но	1	1
83	в его организации ничего	1	1
84	ведет к построению исторически	1	1
85	технических средств и т.д	1	1
86	само оно исторической динамикой	1	1
87	я в мире эпоха	1	1
88	предлогом и формой игровой	1	1
89	развитию биологического мира представляет	1	1
90	персонажу автор относится как	1	1
91	именно так толстой например	1	1
92	истины о жизни на	1	1
93	ничего недостающего или избыточного	1	1
94	быть наделен не столько	1	1
95	стать самостоятельным внутренним высказыванием	1	1
96	изображать красоту гармонию и	1	1
97	классицизм например есть такое	1	1
98	человека и общества о	1	1
99	который бы позволял ему	1	1
100	подобно тому как ученый	1	1
101	императиву мастерства приходит императив	1	1
102	восприниматься как факультативный признак	1	1
103	правилам начинает восприниматься как	1	1
104	своем стремительном развитии три	1	1
105	рефлексии художественное сознание глубже	1	1
106	чтобы такое событие состоялось	1	1
107	ценностных ориентиров художественного сознания	1	1
108	гегель именовал веком героев	1	1
109	представляет собой однонаправленный и	1	1
110	чтения становится не менее	2	1
111	первочитателя первозрителя первослушателя собственного	1	1
112	я героя как суверенное	1	1
113	на предыдущей стадии и	1	1
114	существеннейших способов духовного общения	1	1
115	иной в своей собственной	1	1
116	определяющим отношением художественности становится	1	1
117	способности усмотрения общечеловеческого в	1	1
118	подвергаемого сомнению взаимопонимания между	1	1
119	только на воображаемого героя	1	1
120	текст становится для читателя	1	1
121	освоенного ранее гипертрофируя вновь	1	1
122	современности которая обретает при	1	1
123	традиционализма в различные периоды	1	1
124	после гегеля художественная деятельность	1	1
125	нормативного художественного сознания доминировавшего	1	1
126	его целях задачах возможностях	1	1
127	незавершенности открытости конструктивной неполноты	1	1
128	индивидуального художественного языка на	1	1
129	его жизни подобно тому	1	1
130	отрицается ориентация на какой	1	1
131	искусства в жизни человека	1	1
132	признак искусства назначение последнего	1	1
133	то что доминировало на	1	1
134	в жизни человека и	1	1
135	целого располагающей к сотворчеству	1	1
136	не объект воображения или	1	1
137	параметрам ведет к построению	1	1
138	воспринимающее сознание творческий акт	1	1
139	предполагает существенное изменение статусов	1	1
140	в том что в	1	1
141	лучше самого автора реализовать	1	1
142	но само оно исторической	1	1
143	а для постсимволиста становится	1	1
144	стоит некий качественный скачок	1	1
145	и лучше самого автора	1	1
146	игра с читателем в	1	1
147	с познанием но собственно	1	1
148	формы текстуальности включая частные	1	1
149	к настоящему другому силится	1	1
150	внутреннюю сторону окружающей его	1	1
151	свой тайный жар свои	1	1
152	осознании семиотической природы искусства	1	1
153	смысла жизни обобщающим принципом	1	1
154	представлений о месте искусства	1	1
155	парадигмы художественности предполагает существенное	1	1
156	гипертрофируя вновь открытое она	1	1
157	его ремесло состоит в	1	1
158	приходит императив вкуса произведение	1	1
159	концентрироваться в отдельных достижениях	1	1
160	на территории собственного сознания	1	1
161	поэма обретает жизнь лишь	1	1
162	смещению ценностных ориентиров художественного	1	1
163	в сознании адресата именно	1	1
164	субъекта художественной деятельности искусство	1	1
165	это может показаться исходя	1	1
166	гегеля художественная деятельность мыслится	1	1
167	доминирующим критерием художественности впервые	1	1
168	и вполне присущую ей	1	1
169	представил себя водяным бесом	1	1
170	высшего предназначения искусства после	1	1
171	я поскольку распространяет и	1	1
172	создать то чему нельзя	1	1
173	сознание творческий акт художника	1	1
174	деятельности смена таких парадигм	1	1
175	жизни на основании литературного	1	1
176	высказыванием на уникальном художественном	1	1
177	этой точки зрения читать	1	1
178	состоит в осознании семиотической	1	1
179	говоря написан один единственный	1	1
180	убеждений ценностей технических средств	1	1
181	характеристике м.л гаспарова вся	1	1
182	могут заменять эксплицитные правила	1	1
183	собственно эстетическая цель изображать	1	1
184	сознания а в сознании	1	1
185	делает достоверность ключевым критерием	1	1
186	быть это точка безумия	3	1
187	креативного и рецептивного сознаний	1	1
188	с читателем в сотворение	1	1
189	творческий процесс писателя оказывается	1	1
190	направленной на чужое сознание	1	1
191	реальностью фикции фантазма творческого	1	1
192	эпоха классического реализма выдвигает	1	1
193	художественности и позволяет толковать	1	1
194	энциклопедию всей духовной жизни	1	1
195	наделен не столько правильностью	1	1
196	при всей хаотичности картины	1	1
197	художественная деятельность мыслится уже	1	1
198	как созидающая в воображении	1	1
199	котором строго говоря написан	1	1
200	художественности состоит в осознании	1	1
201	по фабрикации скрипок озабоченный	1	1
202	а затем в xix	1	1
203	при котором трагедии шекспира	1	1
204	должен быть наделен не	1	1
205	мыслится субъективной новой реальностью	1	1
206	трехстороннего коммуникативного события автор	1	1
207	составляющие содержание художественной деятельности	1	1
208	читателя становиться самим собой	1	1
209	я во внешнем мире	1	1
210	находит свой тайный жар	1	1
211	стадии и будет аккумулировано	1	1
212	между писателем и читателем	2	1
213	его в особый язык	1	1
214	одухотворить пресуществить нашу действительную	1	1
215	деятельность мыслится уже не	1	1
216	приятные впечатления карамзин средоточием	1	1
217	в состоянии отменить освоенного	1	1
218	самим собой обретать внутреннюю	1	1
219	внутреннее я героя как	1	1
220	специфически повышенной чувствительностью эта	1	1
221	поскольку он и сам	2	1
222	господства нормативного художественного сознания	1	1
223	поэтика модернизма оказывается рассчитана	2	1
224	самого автора реализовать виртуальное	1	1
225	в xix веке работа	1	1
226	не менее важным чем	2	1
227	эстетической природы искусства и	1	1
228	не только на воображаемого	1	1
229	себя водяным бесом паном	1	1
230	субъект мыслится как человек	1	1
231	этом образотворческом созидании яркая	1	1
232	читателя предлогом и формой	1	1
233	веке работа с собственным	1	1
234	для себя а для	1	1
235	деятельностью направленной на чужое	1	1
236	рассматриваться в качестве творчества	1	1
237	принципом присутствия я в	1	1
238	явлениях самой жизни на	1	1
239	том что лирическое я	1	1
240	и эстетической революцией xviii	1	1
241	мыслится как человек со	1	1
242	отныне не сводится к	1	1
243	тексты своих народных рассказов	1	1
244	вкусом который бы позволял	1	1
245	вытекающее из нового понимания	1	1
246	в рамках новой парадигмы	1	1
247	в образы другого сознания	1	1
248	искусство чтения становится не	2	1
249	сознание истинный предмет такой	1	1
250	жизни на роль высшего	1	1
251	предназначения искусства после гегеля	1	1
252	на второй план дезактуализирует	1	1
253	смелость разрушения стереотипов художественного	1	1
254	прошла в своем стремительном	1	1
255	относится как к настоящему	1	1
256	нет не тебя так	1	1
257	способов духовного общения людей	1	1
258	художественной деятельности мыслятся сверхиндивидуальными	1	1
259	целостности она поддается эстетическому	1	1
260	читателя это не удручает	1	1
261	музыкант он же и	1	1
262	деятельности мыслятся сверхиндивидуальными общечеловеческими	1	1
263	удручает поскольку он и	1	1
264	так пылко я люблю	1	1
265	чему нельзя научиться и	1	1
266	данности текста оно мыслится	1	1
267	исполнение жанрового задания может	1	1
268	оценке согласно императиву мастерства	1	1
269	режиссерское место первочитателя первозрителя	1	1
270	способность создать то чему	1	1
271	читатель есть жизненный аналог	1	1
272	мире эпоха классического реализма	1	1
273	с материалом а затем	1	1
274	сидя над озером я	1	1
275	деятельности впервые осознается неэлиминируемым	1	1
276	сводится к объективной данности	1	1
277	качественный скачок творческой рефлексии	1	1
278	собственного сознания а в	1	1
279	текста оно мыслится субъективной	1	1
280	исторической современности которая обретает	1	1
281	жизни человека и общества	1	1
282	он и сам своей	1	1
283	народных рассказов а для	1	1
284	доминировало на предыдущей стадии	1	1
285	содержание художественной деятельности мыслятся	1	1
286	доминировавшего в историческом промежутке	1	1
287	и преобразовании его в	1	1
288	материалом а затем в	1	1
289	для читателя предлогом и	1	1
290	состоянии отменить освоенного ранее	1	1
291	первой парадигмы художественности состоит	1	1
292	автора реализовать виртуальное содержание	1	1
293	призвано творить не в	1	1
294	и тем же параметрам	1	1
295	не в состоянии отменить	1	1
296	субъективной новой реальностью фикции	1	1
297	действительности по преимуществу исторической	1	1
298	мире художественная деятельность мыслится	1	1
299	исторически обоснованной общей теории	1	1
300	текст должен быть наделен	1	1
301	русалок так я избывал	1	1
302	которая обретает при этом	1	1
303	прозаические формы текстуальности включая	1	1
304	приобретя достодолжную и вполне	1	1
305	полемически сменявшими друг друга	1	1
306	мечты означает для читателя	1	1
307	общего с автором художественного	1	1
308	xix века при всем	1	1
309	целях задачах возможностях и	1	1
310	оказывается не столько владение	1	1
311	может совершенствоваться но само	1	1
312	ремесло состоит в обработке	1	1
313	чтобы произведение искусства было	1	1
314	такого рода изменениями всегда	1	1
315	правильность текста отождествляемая с	1	1
316	мастерства в концепции авторства	1	1
317	деятельность носит внутренне свободный	1	1
318	мыслится отныне деятельностью направленной	1	1
319	которым строится авторский текст	1	1
320	другого чужого я в	1	1
321	произведено не достаточно креативной	1	1
322	пушкин очень точно назвал	1	1
323	становиться самим собой обретать	1	1
324	манифестацией эстетической игры воображения	1	1
325	же и страдивариус великий	1	1
326	обретает при этом значимость	1	1
327	способа присутствия внутреннего я	1	1
328	же время искусство активизировало	1	1
329	гармонию и распространять в	1	1
330	появление и укрепление в	1	1
331	по преимуществу исторической современности	1	1
332	оборачивается вторжением в суверенность	1	1
333	чтобы сделаться художественной реальностью	1	1
334	формирование текста со временем	1	1
335	что доминировало на предыдущей	1	1
336	природная одаренность ценится теперь	1	1
337	конститутивным моментом самого искусства	1	1
338	толковать о явлениях самой	1	1
339	мышления и художественного письма	1	1
340	эта природная одаренность ценится	1	1
341	в отношении к чужому	1	1
342	вымышленному персонажу автор относится	1	1
343	критерием художественности и позволяет	1	1
344	внутренне свободный игровой характер	1	1
345	это делает достоверность ключевым	1	1
346	реализм xix века при	1	1
347	политического опыта как это	1	1
348	преобразовании его в особый	1	1
349	могут приобретать любые в	1	1
350	утверждение классицизма в национальных	1	1
351	к сотворчеству но в	1	1
352	с одной стороны и	1	1
353	художественный субъект мыслится как	1	1
354	однако романтического читателя это	1	1
355	выдвигает откровение некоторой истины	1	1
356	пены среди его русалок	1	1
357	индивидуальных исканий и проб	1	1
358	ту или иную концепцию	1	1
359	есть такое историческое состояние	1	1
360	не только мастерство но	1	1
361	объективной данности текста оно	1	1
362	моделей или примеров могут	1	1
363	речевого материала и преобразовании	1	1
364	реалистический читатель есть жизненный	1	1
365	ориентация на какой бы	1	1
366	и общества о его	1	1
367	ощутить рассмотреть расслышать оценить	1	1
368	человеческие документы дневники письма	1	1
369	бесом паном господином пены	1	1
370	эстетической игры воображения так	1	1
371	задания когда адресат может	1	1
372	назначение последнего отныне не	1	1
373	бы позволял ему ощутить	1	1
374	реальностью образам одного сознания	1	1
375	новой реальностью фикции фантазма	1	1
376	второй план дезактуализирует то	1	1
377	авторства на смену императиву	1	1
378	художественного языка на котором	1	1
379	собственно творческой стороны эстетического	1	1
380	изменениями всегда стоит некий	1	1
381	систематическое рассмотрение парадигм художественности	1	1
382	с мастерством его создателя	1	1
383	сознания при котором трагедии	1	1
384	факультативный признак искусства назначение	1	1
385	деятельности вытекающее из нового	1	1
386	скачок творческой рефлексии художественное	1	1
387	но отошли в тень	1	1
388	внутреннего я во внешнем	1	1
389	в историческом промежутке между	1	1
390	как формирование текста со	1	1
391	последнего отныне не сводится	1	1
392	ранее гипертрофируя вновь открытое	1	1
393	в концепции авторства на	1	1
394	организации ничего недостающего или	1	1
395	текст основа не подвергаемого	1	1
396	о явлениях самой жизни	1	1
397	мастер по фабрикации скрипок	1	1
398	сознанию в силу своей	1	1
399	взаимопонимания между писателем и	1	1
400	то есть исключительной целостностью	1	1
401	красоту гармонию и распространять	1	1
402	основа не подвергаемого сомнению	1	1
403	только при условии его	1	1
404	смена ведущей парадигмы художественности	1	1
405	на языке платона и	1	1
406	строится авторский текст основа	1	1
407	мира представляет собой однонаправленный	1	1
408	достаточно креативной творящей актуализации	1	1
409	в момент своего прочтения	1	1
410	по одним и тем	1	1
411	художественное произведение обретает статус	1	1
412	художественная деятельность мыслится отныне	1	1
413	трагедии шекспира или романистика	1	1
414	доминировавшие прежде работа с	1	1
415	вполне присущую ей форму	1	1
416	искусство перестает отождествляться с	1	1
417	аналогичен автору каждый человек	1	1
418	в одном воображении а	1	1
419	обретает жизнь лишь в	1	1
420	силится постичь внутреннее я	1	1
421	своем отталкивании от романтизма	1	1
422	текста должно явиться самобытной	1	1
423	другому силится постичь внутреннее	1	1
424	модификаций рефлективного традиционализма в	1	1
425	произведение искусства было произведено	1	1
426	всей хаотичности картины индивидуальных	1	1
427	не так просто как	1	1
428	реальность не на территории	1	1
429	создателя исполнение жанрового задания	1	1
430	обоснованной общей теории искусства	1	1
431	несмотря на реальное многообразие	1	1
432	обобщающим принципом присутствия я	1	1
433	территории собственного сознания а	1	1
434	должно одухотворить пресуществить нашу	1	1
435	воспринимаются как недостаточно художественные	1	1
436	и политического опыта как	1	1
437	лишь оттесняет на второй	1	1
438	как ученый историк реконструирует	1	1
439	столь существенного скачка в	1	1
440	первых десятилетий хх века	1	1
441	его организации ничего недостающего	1	1
442	ценностей технических средств и	1	1
443	описанию но в силу	1	1
444	произведения оставался единым со	1	1
445	от романтизма является продолжением	1	1
446	к объективной данности текста	1	1
447	показаться исходя из жизнеподобия	1	1
448	впервые осознается неэлиминируемым конститутивным	1	1
449	для читателя становиться самим	1	1
450	организовывал тексты своих народных	1	1
451	просто как это может	1	1
452	настоящему другому силится постичь	1	1
453	вся поэтика модернизма оказывается	2	1
454	деятельности оказывается не столько	1	1
455	единым со стороны субъекта	1	1
456	на котором строго говоря	1	1
457	рамках романтической субпарадигмы креативизма	1	1
458	сторону окружающей его жизни	1	1
459	романтизм явил собой художественную	1	1
460	задний план не только	1	1
461	собственно познавательной деятельностью направленной	1	1
462	классический реализм xix века	2	1
463	героя ту или иную	1	1
464	вменяется собственно эстетическая цель	1	1
465	достоверность ключевым критерием художественности	1	1
466	xix столетия предполагает высокую	1	1
467	автор занимает режиссерское место	1	1
468	на активное соучастие читателя	2	1
469	свободный игровой характер самовыражения	1	1
470	со стороны субъекта художественной	1	1
471	быть устранены из искусства	1	1
472	предполагает высокую эстетическую культуру	1	1
473	художественном языке авторского текста	1	1
474	поддается научному описанию но	1	1
475	прозаического речевого материала и	1	1
476	статус художественного произведения оставался	1	1
477	чужого я поскольку распространяет	1	1
478	как пушкинская татьяна которая	1	1
479	сколько красотой то есть	1	1
480	эту энциклопедию всей духовной	1	1
481	от читателя также требуется	1	1
482	века при всем своем	1	1
483	состоит в обработке сырого	1	1
484	ключевым критерием художественности и	1	1
485	игровой реализации своего собственного	1	1
486	фабрикации скрипок озабоченный вычислением	1	1
487	я представил себя водяным	1	1
488	реальное многообразие этих субпарадигм	1	1
489	модернизма оказывается рассчитана на	2	1
490	приобретать любые в частности	1	1
491	поскольку переживания составляющие содержание	1	1
492	или иначе с познанием	1	1
493	однонаправленный и необратимый процесс	1	1
494	литературная классика xix столетия	1	1
495	достодолжную и вполне присущую	1	1
496	в этом образотворческом созидании	1	1
497	красотой то есть исключительной	1	1
498	помысел гения никем не	1	1
499	как человек со специфически	1	1
500	индивидуума авторский текст становится	1	1
501	не столько владение словом	1	1
502	творческий акт художника оборачивается	1	1
503	или романистика рабле воспринимаются	1	1
504	о месте искусства в	1	1
505	своих народных рассказов а	1	1
506	деятельности художника не столько	1	1
507	наличии которой не остается	1	1
508	ощущение исчерпанности оснований и	1	1
509	занимает режиссерское место первочитателя	1	1
510	субъекта объекта и адресата	1	1
511	событие состоялось чтобы произведение	1	1
512	не столько правильностью сколько	1	1
513	существенного скачка в области	1	1
514	при всем своем отталкивании	1	1
515	реконструирующий скрытую внутреннюю сторону	1	1
516	самостоятельным внутренним высказыванием на	1	1
517	на воображаемого героя ту	1	1
518	задания сколько креативное изобретение	1	1
519	текст как пушкинская татьяна	1	1
520	открытием другого чужого я	1	1
521	адресата именно так толстой	1	1
522	роль высшего предназначения искусства	1	1
523	концепции авторства на смену	1	1
524	критерием художественности впервые становится	1	1
525	не на территории собственного	1	1
526	которая в чужом тексте	1	1
527	построению исторически обоснованной общей	1	1
528	осознание собственно творческой стороны	1	1
529	лишь для того чтобы	1	1
530	всей духовной жизни некоего	1	1
531	романистика рабле воспринимаются как	1	1
532	к смещению ценностных ориентиров	1	1
533	акт художника оборачивается вторжением	1	1
534	совокупность убеждений ценностей технических	1	1
535	существенное изменение статусов субъекта	1	1
536	оставался единым со стороны	1	1
537	явил собой художественную культуру	1	1
538	художественного мышления и художественного	1	1
539	соучастие читателя искусство чтения	2	1
540	присваивая текст как пушкинская	1	1
541	как это может показаться	1	1
542	собой однонаправленный и необратимый	1	1
543	мыслится как созидающая в	1	1
544	ведущей парадигмы художественности предполагает	1	1
545	текста отождествляемая с мастерством	1	1
546	определяющим отношением художественности оказывается	1	1
547	научному описанию но в	1	1
548	объект воображения или знаковый	1	1
549	лишь в момент своего	1	1
550	не подвергаемого сомнению взаимопонимания	1	1
551	отменить освоенного ранее гипертрофируя	1	1
552	тайный жар свои мечты	1	1
553	со специфически повышенной чувствительностью	1	1
554	при наличии которой не	1	1
555	разрушения стереотипов художественного мышления	1	1
556	такой парадигмы совершается в	1	1
557	всех модификаций рефлективного традиционализма	1	1
558	читателем в сотворение мира	1	1
559	начинает восприниматься как факультативный	1	1
560	развитой способности усмотрения общечеловеческого	1	1
561	познавательной деятельностью направленной на	1	1
562	дело в том что	2	1
563	xix веке работа с	1	1
564	некоторой истины о жизни	1	1
565	сверхтекста на смену мастерству	1	1
566	частные человеческие документы дневники	1	1
567	становится оригинальность смелость разрушения	1	1
568	одним из существеннейших способов	1	1
569	парадигм художественности по одним	1	1
570	романтизма является продолжением и	1	1
571	в мире эпоха классического	1	1
572	скрытую внутреннюю сторону окружающей	1	1
573	перемен трагедия остановилась приобретя	1	1
574	и формой игровой реализации	1	1
575	собой обретать внутреннюю свободу	1	1
576	искусства назначение последнего отныне	1	1
577	не несет в себе	1	1
578	гаспарова вся поэтика модернизма	1	1
579	затем в xix веке	1	1
580	работа с собственным воображением	1	1
581	жанра мотивированная авторитетностью его	1	1
582	прежде работа с материалом	1	1
583	смена таких парадигм подобно	1	1
584	техне на языке платона	1	1
585	субпарадигм статус художественного произведения	1	1
586	этой причине в рамках	1	1
587	или примеров могут заменять	1	1
588	целостностью при наличии которой	1	1
589	не поддается научному описанию	1	1
590	картины индивидуальных исканий и	1	1
591	рода изменениями всегда стоит	1	1
592	тебя так пылко я	1	1
593	собой художественную культуру антинормативного	1	1
594	укрепление в общественном сознании	1	1
595	фантазма творческого воображения такое	1	1
596	великий мастер по фабрикации	1	1
597	созидающая в воображении и	1	1
598	позволяет толковать о явлениях	1	1
599	созидании яркая индивидуальность гения	1	1
600	из искусства но отошли	1	1
601	не удручает поскольку он	1	1
602	дезактуализирует то что доминировало	1	1
603	искусство активизировало свое воздействие	1	1
604	как к настоящему другому	1	1
605	креативизма на почве которой	1	1
606	татьяна которая в чужом	1	1
607	уже не просто связанной	1	1
608	сырого прозаического речевого материала	1	1
609	о его целях задачах	1	1
610	м.л гаспарова вся поэтика	1	1
611	за такого рода изменениями	1	1
612	текста субъект художественной деятельности	1	1
613	это работа с восприятием	1	1
614	всем своем отталкивании от	1	1
615	моментом самого искусства реализатором	1	1
616	выстраивать художественную реальность не	1	1
617	художественности по одним и	1	1
618	гения никем не может	1	1
619	художественное сознание глубже проникает	1	1
620	отдельных достижениях когда они	1	1
621	развитием креативистской художественной культуры	1	1
622	то же время искусство	1	1
623	не для себя а	1	1
624	осознается неэлиминируемым конститутивным моментом	1	1
625	научением мастерства в концепции	1	1
626	художественной реальностью образам одного	1	1
627	остановилась приобретя достодолжную и	1	1
628	выступил основатель систематической эстетики	1	1
629	но дело в том	1	1
630	или иную концепцию существования	1	1
631	она поддается эстетическому обобщению	1	1
632	по которым строится авторский	1	1
633	художественного произведения оставался единым	1	1
634	известной незавершенности открытости конструктивной	1	1
635	котором трагедии шекспира или	1	1
636	конструктивной неполноты целого располагающей	1	1
637	обретать внутреннюю свободу самобытной	1	1
638	возможности заметить в его	1	1
639	эффективность воздействия на воспринимающее	1	1
640	радикальным открытием другого чужого	1	1
641	не может быть постигнут	1	1
642	актуализация в художественном восприятии	1	1
643	принципиальное свойство данной стадии	1	1
644	самобытной интерпретацией общего с	1	1
645	время искусство активизировало свое	1	1
646	не достаточно креативной творящей	1	1
647	скрипок озабоченный вычислением пропорций	1	1
648	авторский текст основа не	1	1
649	молчи скрывайся и таи	1	1
650	жизни обобщающим принципом присутствия	1	1
651	на уникальном художественном языке	1	1
652	зрения читать духовно присваивая	1	1
653	жизнеподобия реалистических произведений от	1	1
654	художника оборачивается вторжением в	1	1
655	сменявшими друг друга субпарадигмами	1	1
656	уникальном художественном языке авторского	1	1
657	иной раз и лучше	1	1
658	просто связанной так или	1	1
659	истинный предмет такой деятельности	1	1
660	активное соучастие читателя искусство	2	1
661	много перемен трагедия остановилась	1	1
662	откровение некоторой истины о	1	1
663	исходит из того что	1	1
664	на задний план не	1	1
665	может быть это точка	3	1
666	искусства но отошли в	1	1
667	мастерством его создателя исполнение	1	1
668	на воспринимающее сознание в	1	1
669	в иной в своей	1	1
670	пресуществить нашу действительную жизнь	1	1
671	рассчитана на активное соучастие	2	1
672	в области чувствительного приятные	1	1
673	самого искусства реализатором коммуникативного	1	1
674	индивидуальной самобытностью аналогичен автору	1	1
675	очень точно назвал романтизм	1	1
676	искусства было произведено не	1	1
677	мастерству вкусу оригинальности в	1	1
678	автору каждый человек в	1	1
679	как совокупность убеждений ценностей	1	1
680	чужого я в качестве	1	1
681	чтобы не остаться субъективным	1	1
682	предтечей столь существенного скачка	1	1
683	было произведено не достаточно	1	1
684	некий качественный скачок творческой	1	1
685	мастерства приходит императив вкуса	1	1
686	любые в частности прозаические	1	1
687	произведение обретает статус дискурса	1	1
688	не остаться субъективным фантазмом	1	1
689	она лишь оттесняет на	1	1
690	лишь манифестацией эстетической игры	1	1
691	вторжением в суверенность чужого	1	1
692	распространяет и на реального	1	1
693	каждый человек в душе	1	1
694	может показаться исходя из	1	1
695	свое воздействие на воспринимающее	1	1
696	познанием но собственно познавательной	1	1
697	точно назвал романтизм парнасским	1	1
698	читателя также требуется проницательность	1	1
699	из жизнеподобия реалистических произведений	1	1
700	на реальное многообразие этих	1	1
701	авторитетностью его классических образцов	1	1
702	творческой стороны эстетического выражаемой	1	1
703	используются в качестве моделей	1	1
704	план дезактуализирует то что	1	1
705	в своем стремительном развитии	1	1
706	как факультативный признак искусства	1	1
707	воспринимающего должно стать самостоятельным	1	1
708	толстой например организовывал тексты	1	1
709	человек со специфически повышенной	1	1
710	на смену мастерству вкусу	1	1
711	в суверенность чужого я	1	1
712	в воображении и самоутверждающаяся	1	1
713	реального адресата а не	1	1
714	самобытностью аналогичен автору каждый	1	1
715	чья деятельность носит внутренне	1	1
716	состоялось чтобы произведение искусства	1	1
717	впервые становится оригинальность смелость	1	1
718	носит внутренне свободный игровой	1	1
719	неэлиминируемым конститутивным моментом самого	1	1
720	тексте ищет и находит	1	1
721	его создателя исполнение жанрового	1	1
722	его русалок так я	1	1
723	творить не в одном	1	1
724	преимуществу исторической современности которая	1	1
725	эстетической неклассичности известной незавершенности	1	1
726	частности прозаические формы текстуальности	1	1
727	художественности впервые становится оригинальность	1	1
728	никем не может быть	1	1
729	эстетической революцией xviii века	1	1
730	например есть такое историческое	1	1
731	менее важным чем искусство	2	1
732	так или иначе с	1	1
733	рабле воспринимаются как недостаточно	1	1
734	столетия предполагает высокую эстетическую	1	1
735	в связи с чем	2	1
736	адресат а не объект	1	1
737	воздействие на воспринимающее сознание	1	1
738	на реального адресата а	1	1
739	переживание воспринимающего должно стать	1	1
740	оригинальность смелость разрушения стереотипов	1	1
741	воображения или знаковый материал	1	1
742	определяющим отношением художественной культуры	1	1
743	сделаться художественной реальностью образам	1	1
744	текста со временем предстало	1	1
745	на почве которой выросла	1	1
746	может концентрироваться в отдельных	1	1
747	эксплицитные правила при всей	1	1
748	языка на котором строго	1	1
749	игры воображения так и	1	1
750	необходима еще и рецептивная	1	1
751	этом как историк современности	1	1
752	увидевший в деятельности художника	1	1
753	жизни некоего гениального индивидуума	1	1
754	чужом тексте ищет и	1	1
755	смену императиву мастерства приходит	1	1
756	на какой бы то	1	1
757	по этой причине в	1	1
758	отталкивании от романтизма является	1	1
759	творческой рефлексии художественное сознание	1	1
760	реалистических произведений от читателя	1	1
761	реализма выдвигает откровение некоторой	1	1
762	предромантической романтической и постромантической	1	1
763	внешнем мире художественная деятельность	1	1
764	языке авторского текста должно	1	1
765	формой игровой реализации своего	1	1
766	такое историческое состояние общественного	1	1
767	чужое сознание истинный предмет	1	1
768	рефлективного традиционализма в различные	1	1
769	рассказов а для постсимволиста	1	1
770	средств и т.д которая	1	1
771	материал текста субъект художественной	1	1
772	озером я представил себя	1	1
773	знаковый материал текста субъект	1	1
774	как это ни парадоксально	1	1
775	своей индивидуальной самобытностью аналогичен	1	1
776	о жизни на роль	1	1
777	глубже проникает в природу	1	1
778	приобретаемого научением мастерства в	1	1
779	и сам своей индивидуальной	1	1
780	постичь внутреннее я героя	1	1
781	реализации своего собственного романа	1	1
782	как способность создать то	1	1
783	и развитием креативистской художественной	1	1
784	неполноты целого располагающей к	1	1
785	ему ощутить рассмотреть расслышать	1	1
786	к построению исторически обоснованной	1	1
787	тому как формирование текста	1	1
