N	2gram	Potebnia_M	Psycholo
296	мы видели	5	11
297	была бы	3	11
298	подобно тому	7	11
299	сравнению с	1	11
300	оба эти	2	11
301	по сравнению	1	11
302	и поэтому	2	11
303	но мы	3	11
304	бы сказать	1	11
305	на этот	2	11
306	как к	1	11
307	мы могли	1	11
308	уже в	5	11
309	на все	5	11
310	бы мы	1	11
311	и других	6	11
312	отличие от	1	11
313	он должен	2	11
314	этой теории	4	11
315	есть в	4	11
316	по поводу	7	11
317	его в	3	11
318	совершенно справедливо	2	11
319	были бы	4	11
320	образом и	2	11
321	этого слова	5	11
322	с его	3	11
323	с но	4	11
324	думать что	6	11
325	на это	2	11
326	но совершенно	2	11
327	во всем	5	10
328	только из	3	10
329	в другом	3	10
330	в тех	1	10
331	нам кажется	2	10
332	не так	6	10
333	том и	2	10
334	сами по	8	10
335	только тогда	7	10
336	как нельзя	1	10
337	в их	3	10
338	что ни	2	10
339	с теми	2	10
340	в одной	2	10
341	от него	8	10
342	отличается от	1	10
343	в данном	1	10
344	должно быть	9	10
345	в состоянии	5	10
346	по мнению	4	10
347	тому же	1	10
348	и у	3	10
349	но как	4	10
350	совсем не	1	10
351	и от	5	10
352	представить себе	3	10
353	мы в	2	10
354	ее в	1	10
355	это было	3	10
356	и их	6	10
357	на нас	1	9
358	но что	2	9
359	не есть	13	9
360	так сказать	5	9
361	в действительности	6	9
362	вопрос о	5	9
363	образом что	2	9
364	на него	6	9
365	что даже	2	9
366	кажется нам	3	9
367	внимание на	3	9
368	и говорит	1	9
369	и следовательно	4	9
370	в чем	6	9
371	под влиянием	10	9
372	и та	1	9
373	заставляет нас	2	9
374	мы будем	3	9
375	с ее	2	9
376	бы не	11	9
377	его и	1	9
378	из его	1	9
379	на основании	3	9
380	в отличие	1	9
381	ответ на	2	9
382	в виде	1	9
383	по его	7	9
384	на его	1	9
385	и по	8	9
386	в самых	2	9
387	тем самым	6	9
388	и ее	1	9
389	которые не	5	9
390	точно так	18	9
391	но все	4	9
392	мысль о	8	9
393	роль в	1	9
394	можно сказать	1	9
395	и другой	1	9
396	с в	5	9
397	то как	1	9
398	во внимание	4	9
399	ту же	1	9
400	мысль что	6	9
401	если же	5	9
402	которое мы	5	9
403	оно есть	1	9
404	который не	1	9
405	мы хотим	1	9
406	по этому	2	9
407	должен быть	2	9
408	том случае	1	9
409	не к	1	9
410	формы в	1	8
411	это значит	1	8
412	для выражения	1	8
413	себе и	2	8
414	чтобы показать	2	8
415	всех остальных	1	8
416	в сознании	8	8
417	будто бы	1	8
418	одно и	1	8
419	и тот	1	8
420	в общем	1	8
421	имеет дело	2	8
422	ни на	1	8
423	уже из	1	8
424	что же	3	8
425	он в	1	8
426	тем же	4	8
427	такое же	3	8
428	о нем	1	8
429	мы совершенно	1	8
430	смысле этого	3	8
431	в такой	2	8
432	бы совершенно	1	8
433	и таким	1	8
434	и вообще	5	8
435	образом мы	3	8
436	место в	3	8
437	которой мы	3	8
438	из всех	1	8
439	в собственном	4	8
440	в произведении	1	8
441	из того	3	8
442	уже давно	1	8
443	и отсюда	1	8
444	кажется что	1	8
445	этом смысле	4	8
446	в нее	4	8
447	во время	5	8
448	к нему	2	8
449	в процессе	1	8
450	из которого	3	8
451	и более	3	8
452	относится к	5	8
453	том как	6	8
454	и во	6	8
455	он может	2	8
456	с на	1	8
457	которую мы	1	8
458	в трех	1	8
459	стороны и	3	8
460	только то	3	8
461	он видит	2	7
462	мысли и	9	7
463	не как	4	7
464	и там	1	7
465	к самому	1	7
466	от этого	2	7
467	во все	2	7
468	или вернее	1	7
469	бы если	1	7
470	свою очередь	8	7
471	она есть	3	7
472	на том	2	7
473	только при	3	7
474	связи с	6	7
475	в каждом	6	7
476	что такое	3	7
477	психологической точки	1	7
478	должны быть	11	7
479	что только	1	7
480	для чего	1	7
481	в особенности	1	7
482	принадлежат к	1	7
483	и при	6	7
484	имеет место	4	7
485	и дает	1	7
486	себе не	3	7
487	со всеми	1	7
488	чувство и	8	7
489	есть нечто	7	7
490	они не	5	7
491	с психологической	1	7
492	в течение	2	7
493	только один	3	7
494	к ним	3	7
495	не существует	2	7
496	того или	1	7
497	случае если	1	7
498	но при	3	7
499	же в	7	7
500	все что	5	7
501	для всех	6	7
502	к этой	3	7
503	нас в	2	7
504	одно из	5	7
505	для психологии	1	7
506	как они	1	7
507	если он	1	7
508	этот закон	1	7
509	когда в	3	7
510	которые мы	7	7
511	в нашем	2	7
512	от себя	2	7
513	от этой	1	7
514	и заставляет	1	7
515	и эти	1	7
516	лежит в	1	7
517	видит в	2	7
518	на другой	2	7
519	бы его	1	7
520	а как	3	7
521	взгляд на	2	7
522	за ним	2	7
523	его мнению	4	7
524	психологии и	1	7
525	если это	2	7
526	и действительно	1	7
527	себя и	3	7
528	признать что	1	7
529	совпадает с	1	7
530	ее с	2	7
531	времени и	3	7
532	что здесь	1	7
533	ее не	1	7
534	различие между	2	7
535	в полном	2	7
536	с так	3	7
537	а на	2	7
538	отказаться от	1	7
539	дело в	3	7
540	для нашей	1	7
541	до тех	1	7
542	есть как	2	7
543	слова в	7	7
544	даже в	1	6
545	нашего организма	5	6
546	более или	6	6
547	к другу	1	6
548	каким образом	3	6
549	только как	5	6
550	что как	4	6
551	к этим	2	6
552	и искусство	1	6
553	вносит в	1	6
554	после этого	2	6
555	бы что	2	6
556	рядом с	3	6
557	что чувство	4	6
558	в сторону	1	6
559	из него	3	6
560	не могла	2	6
561	что есть	3	6
562	обратимся к	1	6
563	образом в	5	6
564	всех этих	2	6
565	должны будем	1	6
566	одного и	6	6
567	друг к	1	6
568	смотреть на	1	6
569	таким путем	4	6
570	в отношении	1	6
571	оно не	4	6
572	содержание и	1	6
573	и затем	1	6
574	никто не	3	6
575	приводит к	1	6
576	да и	1	6
577	тех пор	2	6
578	для нее	4	6
579	и вся	1	6
580	как если	1	6
581	каждый из	1	6
582	на две	2	6
583	событий в	1	6
584	только с	1	6
585	находятся в	3	6
586	ее на	1	6
587	нуждается в	2	6
588	то мы	4	6
589	за этим	1	6
590	на нее	2	6
591	сама по	4	6
592	с однако	1	6
593	один и	1	6
594	и без	4	6
595	не все	3	6
596	как ни	1	6
597	и ни	1	6
598	к ней	3	6
599	которые в	1	6
600	слова и	7	6
601	еще более	2	6
602	остановиться на	1	6
603	нами в	2	6
604	и которые	3	6
605	из нее	2	6
606	иначе как	2	6
607	имеет в	1	6
608	не что	2	6
609	нам что	1	6
610	или менее	6	6
611	есть по	1	6
612	что иное	2	6
613	которое он	2	6
614	она как	1	6
615	тем не	11	6
616	что за	3	6
617	и вместе	5	6
618	в себя	2	6
619	а только	8	6
620	мысль и	1	6
621	очень часто	1	6
622	не дает	2	6
623	или же	7	6
624	внутренняя форма	2	6
625	за пределы	4	6
626	уже не	4	6
627	о его	2	6
628	значит что	1	6
629	независимо от	15	6
630	а потому	14	6
631	его с	3	6
632	как не	4	6
633	и просто	1	6
634	только одно	1	6
635	то и	15	6
636	не потому	2	6
637	звуков в	3	6
638	в обществе	3	6
639	без всякого	1	6
640	заметить что	7	6
641	что я	2	6
642	жизни но	2	6
643	ничем не	2	6
644	совершенно иначе	1	6
645	о ее	1	6
646	так в	4	6
647	нисколько не	2	6
648	чувства которые	2	6
649	что касается	2	6
650	отношение к	1	6
651	только после	2	6
652	иное как	2	6
653	начинает с	1	6
654	в душе	28	5
655	тем как	3	5
656	с мы	1	5
657	между ними	2	5
658	ни одна	2	5
659	и сам	1	5
660	и опять	1	5
661	им в	1	5
662	нам не	2	5
663	в смысле	4	5
664	к которому	5	5
665	во всей	1	5
666	вернее сказать	1	5
667	но так	1	5
668	бы то	2	5
669	такой степени	2	5
670	произведении искусства	1	5
671	мы легко	2	5
672	чем в	2	5
673	мы на	1	5
674	ее от	1	5
675	с двумя	1	5
676	бы показать	1	5
677	дано в	1	5
678	сходство с	2	5
679	следует понимать	1	5
680	в эту	2	5
681	эти слова	1	5
682	тем и	1	5
683	отдельных лиц	4	5
684	над ним	1	5
685	в известных	1	5
686	оно может	2	5
687	его к	3	5
688	и насколько	1	5
689	и чем	1	5
690	если в	3	5
691	которые он	1	5
692	в другой	4	5
693	нет никакого	1	5
694	отношения к	2	5
695	к таким	2	5
696	том смысле	7	5
697	в словах	6	5
698	на вопрос	3	5
699	в круг	1	5
700	это все	1	5
701	быть не	7	5
702	значение и	4	5
703	и теперь	1	5
704	не понимает	2	5
705	и наоборот	10	5
706	указывают на	3	5
707	она может	3	5
708	нам только	1	5
709	что ему	2	5
710	нас не	1	5
711	зависит от	6	5
712	с если	3	5
713	одна и	1	5
714	и всегда	3	5
715	таком случае	4	5
716	все равно	1	5
717	том виде	1	5
718	нас к	1	5
719	на одном	1	5
720	разницы между	1	5
721	в каждой	1	5
722	бы это	1	5
723	к одному	3	5
724	его словам	2	5
725	мысли в	11	5
726	но она	3	5
727	не следует	6	5
728	человека и	2	5
729	бы по	1	5
730	по тому	1	5
731	роль и	1	5
732	по выражению	1	5
733	не вызывает	1	5
734	что то	1	5
735	что дело	2	5
736	разговора с	1	5
737	связь с	2	5
738	только для	7	5
739	силы и	1	5
740	но даже	2	5
741	задачи и	1	5
742	которые с	1	5
743	мы примем	1	5
744	не мог	3	5
745	то в	6	5
746	видели что	2	5
747	и эту	1	5
748	это будет	5	5
749	указать на	1	5
750	но еще	1	5
751	хотя и	6	5
752	и за	1	5
753	столько же	4	5
754	которое в	1	5
755	чувство с	1	5
756	в других	6	5
757	искусство не	1	5
758	именно как	1	5
759	будем иметь	1	5
760	в один	2	5
761	себя в	1	5
762	собственном смысле	2	5
763	в известном	2	5
764	еще и	1	5
765	не имеют	7	5
766	и тогда	2	5
767	слов и	5	5
768	нет никакой	1	5
769	в творчестве	1	5
770	принадлежит к	1	5
771	том же	3	5
772	есть к	1	5
773	только о	2	5
774	все они	3	5
775	легко заметить	1	5
776	мы находим	3	5
777	а то	1	5
778	или что	3	5
779	человеком и	4	5
780	человека в	3	5
781	то чего	2	5
782	его не	3	5
783	который мы	2	5
784	или не	3	5
785	смотрит на	3	5
786	одного из	3	5
787	вызывает в	1	5
788	все более	3	5
789	с которыми	3	4
790	является в	1	4
791	чем сильнее	2	4
792	в применении	3	4
793	в действие	1	4
794	его от	2	4
795	из ее	1	4
796	смысл в	1	4
797	от одного	2	4
798	в речи	1	4
799	из всего	2	4
800	к другим	3	4
801	и другим	1	4
802	применении к	3	4
803	человека не	2	4
804	в противоположность	2	4
805	из себя	6	4
806	а между	5	4
807	из одного	3	4
808	и формы	1	4
809	находится в	2	4
810	чувства в	5	4
811	не найдем	1	4
812	или наоборот	1	4
813	потому не	1	4
814	душевных сил	1	4
815	для своего	1	4
816	но для	1	4
817	человек и	1	4
818	в связи	2	4
819	одном из	3	4
820	это на	1	4
821	понятий и	1	4
822	мнение что	1	4
823	если оно	1	4
824	все остальные	9	4
825	на самый	1	4
826	одним словом	5	4
827	чем больше	1	4
828	и хотя	1	4
829	должны были	2	4
830	природы и	1	4
831	его действие	3	4
832	такого же	2	4
833	с с	1	4
834	любви и	1	4
835	к сожалению	1	4
836	от своего	2	4
837	удовольствие от	2	4
838	можно назвать	1	4
839	к другому	2	4
840	он мог	1	4
841	ясно и	2	4
842	с которой	1	4
843	то все	6	4
844	отношении к	1	4
845	что когда	1	4
846	как например	4	4
847	значение имеет	1	4
848	в глазах	4	4
849	здесь не	2	4
850	только потому	4	4
851	уже с	2	4
852	где он	2	4
853	которые никак	1	4
854	в первой	1	4
855	бы для	2	4
856	себе что	1	4
857	но эта	1	4
858	в стороне	5	4
859	перейти к	3	4
860	разница между	5	4
861	чтобы сделать	1	4
862	могут служить	1	4
863	не по	4	4
864	не с	2	4
865	или как	2	4
866	при всем	1	4
867	показывает как	1	4
868	чувства не	2	4
869	чувство не	3	4
870	может и	1	4
871	если она	1	4
872	себе а	1	4
873	для ребенка	1	4
874	b с	1	4
875	до такой	2	4
876	в некоторых	4	4
877	именно эти	1	4
878	в первом	5	4
879	по отношению	15	4
880	только ее	1	4
881	мы только	1	4
882	двух направлений	1	4
883	и того	6	4
884	тем в	2	4
885	остановимся на	3	4
886	чтобы вызвать	1	4
887	в каких	1	4
888	приблизительно так	3	4
889	его действия	1	4
890	не имеем	3	4
891	что речь	2	4
892	с этими	1	4
893	свое собственное	1	4
894	ее и	1	4
895	после того	3	4
896	начала и	1	4
897	не кажется	2	4
898	ли мы	1	4
899	это что	2	4
900	при восприятии	1	4
901	в мире	3	4
902	его жизни	1	4
903	развивается в	1	4
904	всех других	1	4
905	никакой возможности	2	4
906	чувства которое	1	4
907	однако в	4	4
908	что может	1	4
909	что без	2	4
910	что до	2	4
911	в языке	36	4
912	не на	3	4
913	если не	5	4
914	прибегать к	1	4
915	в обратном	2	4
916	образом если	1	4
917	может стать	3	4
918	мы говорим	3	4
919	с ними	2	4
920	в слове	21	4
921	ничего общего	3	4
922	который видит	1	4
923	вытекает из	3	4
924	более и	2	4
925	в истории	8	4
926	же время	4	4
927	имеем в	1	4
928	мог бы	5	4
929	произведения и	1	4
930	не знаем	2	4
931	как во	2	4
932	стороны он	1	4
933	высшей степени	1	4
934	дает нам	2	4
935	аналогии с	1	4
936	не для	2	4
937	бы на	1	4
938	индивидуальной психологии	1	4
939	без всяких	1	4
940	когда оно	1	4
941	а b	1	4
942	этой цели	3	4
943	это так	1	4
944	в законах	1	4
945	предположить что	1	4
946	что от	1	4
947	применить к	1	4
948	не имея	2	4
949	к области	1	4
950	говоря о	3	4
951	стало быть	6	4
952	зрения на	1	3
953	же и	1	3
954	следует что	1	3
955	какой бы	1	3
956	а есть	1	3
957	не столько	3	3
958	своих собственных	1	3
959	бы перед	1	3
960	что тогда	1	3
961	думаем что	2	3
962	именно он	1	3
963	из чего	1	3
964	по своим	1	3
965	мы считаем	1	3
966	с что	2	3
967	можем сказать	1	3
968	было в	1	3
969	в этот	1	3
970	из самого	3	3
971	он считает	1	3
972	чего не	3	3
973	уже и	2	3
974	известным образом	2	3
975	чувств в	1	3
976	по которым	2	3
977	образом как	1	3
978	я читаю	1	3
979	теории и	2	3
980	в разных	2	3
981	и чувства	3	3
982	на котором	1	3
983	понятие о	2	3
984	та и	1	3
985	все в	2	3
986	переходим к	2	3
987	привело к	1	3
988	мышления и	1	3
989	искусства то	2	3
990	где начинается	1	3
991	души в	2	3
992	здесь как	1	3
993	обнаруживается в	2	3
994	которого он	1	3
995	с другими	3	3
996	лучше всего	1	3
997	как можно	1	3
998	есть еще	1	3
999	заключить что	3	3
1000	по одному	1	3
1001	на земле	1	3
1002	но когда	1	3
1003	человеке и	2	3
1004	они как	1	3
1005	чувство есть	1	3
1006	на другом	2	3
1007	поэтическое произведение	1	3
1008	в наше	1	3
1009	котором я	1	3
1010	в ответ	1	3
1011	не заключает	3	3
1012	выражается в	2	3
1013	и другая	2	3
1014	его как	1	3
1015	теми же	1	3
1016	этом не	2	3
1017	самое понятие	2	3
1018	и самое	3	3
1019	что слова	1	3
1020	от нас	3	3
1021	о чувстве	2	3
1022	в исследовании	1	3
1023	в более	4	3
1024	что нет	2	3
1025	то на	4	3
1026	явлений и	3	3
1027	мыслей и	1	3
1028	на их	2	3
1029	словами и	1	3
1030	смотреть как	1	3
1031	нет ничего	2	3
1032	то он	2	3
1033	всем этом	2	3
1034	удовольствие и	3	3
1035	с а	4	3
1036	тот и	1	3
1037	искусство всегда	1	3
1038	для меня	4	3
1039	она начинает	1	3
1040	и об	1	3
1041	переходит к	1	3
1042	при определении	1	3
1043	удовольствия и	8	3
1044	форма и	1	3
1045	чувством и	2	3
1046	его силы	1	3
1047	организма и	1	3
1048	как звуки	1	3
1049	и проч	11	3
1050	имеет и	1	3
1051	общего с	3	3
1052	утверждая что	1	3
1053	еще в	1	3
1054	не из	3	3
1055	впечатление и	1	3
1056	на что	3	3
1057	воли в	1	3
1058	отсюда понятно	1	3
1059	этих слов	1	3
1060	слова а	3	3
1061	в движение	2	3
1062	том в	1	3
1063	как именно	3	3
1064	в таких	2	3
1065	внутреннюю форму	3	3
1066	это возможно	1	3
1067	возможно и	1	3
1068	стремление к	3	3
1069	он никогда	1	3
1070	вероятно не	1	3
1071	но уже	2	3
1072	чувства как	1	3
1073	тем более	2	3
1074	бы ни	8	3
1075	связаны с	1	3
1076	мере в	1	3
1077	с первого	1	3
1078	на них	1	3
1079	в строении	3	3
1080	в полной	1	3
1081	в сознание	2	3
1082	бы назвать	1	3
1083	каждый раз	5	3
1084	смысл слова	1	3
1085	рассматривать как	1	3
1086	могло быть	1	3
1087	что можно	3	3
1088	может показаться	1	3
1089	пришел к	1	3
1090	быть совершенно	1	3
1091	душевной жизни	15	3
1092	несомненно что	2	3
1093	ребенка и	1	3
1094	мы и	1	3
1095	ней не	1	3
1096	нее в	1	3
1097	случае не	1	3
1098	что человек	6	3
1099	которое может	2	3
1100	это легко	1	3
1101	быть может	6	3
1102	ко всем	4	3
1103	равно как	1	3
1104	много раз	1	3
1105	его на	3	3
1106	там же	9	3
1107	всегда в	1	3
1108	внимание что	2	3
1109	зависят от	2	3
1110	которое не	1	3
1111	и нет	1	3
1112	время с	2	3
1113	от тех	1	3
1114	жизни а	1	3
1115	к другой	1	3
1116	и такие	1	3
1117	доказать что	2	3
1118	если так	1	3
1119	между двумя	1	3
1120	связь между	2	3
1121	уже как	1	3
1122	превращается в	2	3
1123	и психологии	1	3
1124	убедиться в	1	3
1125	всего этого	1	3
1126	из виду	2	3
1127	на самое	1	3
1128	вообще и	2	3
1129	следующим образом	1	3
1130	быть в	1	3
1131	как я	1	3
1132	никакого определенного	1	3
1133	что содержание	1	3
1134	какой степени	1	3
1135	нас на	2	3
1136	эти звуки	2	3
1137	на словах	1	3
1138	человека то	1	3
1139	в заключение	1	3
1140	здесь нет	1	3
1141	на язык	7	3
1142	его частей	1	3
1143	ни было	4	3
1144	значение которое	1	3
1145	объяснить почему	1	3
1146	эту борьбу	1	3
1147	души и	9	3
1148	не замечает	1	3
1149	даже на	1	3
1150	противоречие между	1	3
1151	все прочие	1	3
1152	не была	2	3
1153	как же	1	3
1154	же с	8	3
1155	не о	1	3
1156	одним из	2	3
1157	начинается там	1	3
1158	быть только	7	3
1159	и психология	1	3
1160	и характер	1	3
1161	зрения и	7	3
1162	с как	1	3
1163	этом как	1	3
1164	не иначе	4	3
1165	вопроса о	2	3
1166	и сделать	1	3
1167	на которую	3	3
1168	определенным образом	1	3
1169	от самого	1	3
1170	то ни	3	3
1171	не более	4	3
1172	вызывать в	1	3
1173	на нем	1	3
1174	хотя в	3	3
1175	на стороне	1	3
1176	из общего	1	3
1177	их и	2	3
1178	на который	1	3
1179	мы называем	4	3
1180	и др	1	3
1181	с чем	1	3
1182	одном плане	1	3
1183	речи и	11	3
1184	бы быть	7	3
1185	слова как	1	3
1186	всякое произведение	2	3
1187	наше время	1	3
1188	бесконечно малые	1	3
1189	и музыка	1	3
1190	мы при	1	3
1191	убедиться что	1	3
1192	п с	1	3
1193	нас как	1	3
1194	для себя	4	3
1195	и должно	2	3
1196	есть для	2	3
1197	о которой	2	3
1198	что сам	3	3
1199	как говорят	1	3
1200	новый смысл	1	3
1201	не понимаю	1	3
1202	во что	1	3
1203	с или	1	3
1204	из тех	1	3
1205	состоит из	1	3
1206	которые могут	5	3
1207	друг от	3	3
1208	которая не	1	3
1209	бы с	2	3
1210	где есть	1	3
1211	чем то	1	3
1212	такого рода	1	3
1213	к себе	1	3
1214	самый этот	1	3
1215	объективное и	1	3
1216	не могло	3	3
1217	значение для	1	3
1218	которые должны	2	3
1219	обратить внимание	2	3
1220	к делу	1	3
1221	подходит и	1	3
1222	решительно все	1	3
1223	их с	1	3
1224	нам и	2	3
1225	к чувству	1	3
1226	они были	1	3
1227	смысле что	2	3
1228	отношению к	13	3
1229	и форма	1	3
1230	тому которое	1	3
1231	что так	2	3
1232	если даже	1	3
1233	что каждый	1	3
1234	же не	2	3
1235	как нечто	1	3
1236	слово в	2	3
1237	по словам	1	3
1238	но с	3	3
1239	от друга	3	3
1240	что чувства	1	3
1241	согласно с	6	3
1242	животных и	2	3
1243	приходим к	1	3
1244	и оно	1	3
1245	форма в	1	3
1246	на чувство	2	3
1247	а к	1	3
1248	всеми остальными	1	3
1249	может считаться	1	3
1250	в теории	2	3
1251	что нужно	1	3
1252	скажем что	1	3
1253	даже для	1	3
1254	к известным	2	3
1255	в уме	1	3
1256	и прежде	1	3
1257	мы слышим	1	3
1258	и многие	1	3
1259	со стихиями	1	2
1260	они указывают	1	2
1261	они имеют	1	2
1262	как художник	1	2
1263	существа которые	1	2
1264	мы постараемся	2	2
1265	что почти	1	2
1266	только те	1	2
1267	развития языка	1	2
1268	человеком который	1	2
1269	прежде и	1	2
1270	не зависит	1	2
1271	в отдельном	2	2
1272	время не	1	2
1273	вся сила	1	2
1274	и такое	2	2
1275	обратном отношении	2	2
1276	и самые	1	2
1277	общего правила	1	2
1278	на свою	1	2
1279	есть именно	1	2
1280	в построении	1	2
1281	я сказал	1	2
1282	и чувство	1	2
1283	мысли о	6	2
1284	они ни	2	2
1285	совершенно ясным	1	2
1286	боль и	3	2
1287	если при	1	2
1288	затем чтобы	1	2
1289	не хотим	1	2
1290	следовало бы	1	2
1291	будто на	1	2
1292	случаи когда	2	2
1293	и составляют	1	2
1294	чувства но	1	2
1295	она могла	2	2
1296	в нескольких	1	2
1297	но во	3	2
1298	это его	1	2
1299	и должна	1	2
1300	оно как	1	2
1301	при объяснении	1	2
1302	не всегда	2	2
1303	того которое	1	2
1304	существенное значение	1	2
1305	употребление слова	1	2
1306	распространить на	1	2
1307	есть продукт	1	2
1308	и другом	2	2
1309	нам это	1	2
1310	психологические теории	1	2
1311	природы но	3	2
1312	точке зрения	4	2
1313	с другим	3	2
1314	время разговора	1	2
1315	так не	1	2
1316	чего он	1	2
1317	и всякого	1	2
1318	именно с	1	2
1319	от них	2	2
