N	2gram	Medvedev_F	Hudozhes
284	полноте и	1	2
285	и политического	1	2
286	не могли	2	2
287	творческий акт	1	2
288	между собой	1	2
289	совершенно иной	1	2
290	своей природе	1	2
291	языка могут	1	2
292	на основе	6	2
293	слова и	5	2
294	могло быть	1	2
295	между двумя	3	2
296	и больше	1	2
297	воздействия на	3	2
298	не могло	6	2
299	или иных	1	2
300	вступает в	2	2
301	вслед за	1	2
302	и это	4	2
303	превращается в	2	2
304	не вполне	1	2
305	так же	5	2
306	было и	1	2
307	форм высказывания	1	2
308	должен быть	5	2
309	из виду	3	2
310	на наших	2	2
311	если мы	5	2
312	в нашем	2	2
313	для понимания	1	2
314	который в	1	2
315	одна из	2	2
316	этого слова	4	2
317	до известной	3	2
318	здесь не	5	2
319	с читателем	1	2
320	в противном	2	2
321	на котором	2	2
322	он и	3	2
323	в самой	2	2
324	только о	1	2
325	чем это	1	2
326	никогда не	6	2
327	и по	3	2
328	этого термина	2	2
329	жизни но	2	2
330	истории литературы	18	2
331	бы то	4	2
332	то в	3	2
333	этих двух	2	2
334	мышления и	2	2
335	не принадлежит	1	2
336	одной из	2	2
337	теории литературы	1	2
338	несмотря на	2	2
339	ни было	2	2
340	внешнем мире	1	2
341	к нашему	1	2
342	в формах	4	2
343	для искусства	1	2
344	которого он	1	2
345	в литературе	6	2
346	что такое	2	2
347	ее в	3	2
348	все это	11	2
349	что и	10	2
350	xix века	1	2
351	что каждый	2	2
352	с их	2	2
353	таком случае	1	2
354	у него	1	2
355	от всех	5	2
356	или в	2	2
357	говорит в	3	2
358	и некоторые	1	2
359	и более	4	2
360	без остатка	1	2
361	не от	3	2
362	одним из	1	2
363	он оказывается	1	2
364	художественная деятельность	1	2
365	сама по	2	2
366	тому что	3	2
367	во внутренней	1	2
368	в какой	3	2
369	противном случае	2	2
370	мира и	1	2
371	к своему	1	2
372	только и	7	2
373	вследствие этой	1	2
374	в сторону	4	2
375	в чем	2	2
376	вовсе не	18	2
377	тем более	1	2
378	как система	1	2
379	а для	1	2
380	и потому	9	2
381	о себе	1	2
382	но как	2	2
383	а с	1	2
384	на этом	2	2
385	то ни	5	2
386	на всех	1	2
387	в значительной	3	2
388	быть и	5	2
389	и может	6	2
390	но она	1	2
391	не с	2	2
392	соединении с	2	2
393	за пределы	2	2
394	но только	1	2
395	ни одно	1	2
396	это может	1	2
397	всей его	1	2
398	собственно говоря	1	2
399	полагал что	1	2
400	идет о	3	2
401	могла бы	3	2
402	в этой	10	2
403	числе и	1	2
404	облекается в	1	2
405	и особенно	3	2
406	роман и	2	2
407	и др	8	2
408	о его	1	2
409	материала в	4	2
410	в общественном	1	2
411	искусства может	1	2
412	столь же	2	2
413	общественном сознании	1	2
414	из этого	2	2
415	тех или	1	2
416	отнюдь не	13	2
417	события в	1	2
418	чтобы не	2	2
419	мира в	2	2
420	в особенности	7	1
421	различных художественных	2	1
422	литература как	2	1
423	с которыми	1	1
424	почву для	1	1
425	искусства только	1	1
426	химическом соединении	2	1
427	к такому	1	1
428	от него	2	1
429	однако и	3	1
430	поэтикой и	1	1
431	определить и	1	1
432	как формулирует	2	1
433	художественную значимость	1	1
434	и возможностей	1	1
435	для всех	2	1
436	и против	1	1
437	каждой из	3	1
438	можно говорить	2	1
439	и здесь	8	1
440	одним словом	8	1
441	и конечно	1	1
442	же и	2	1
443	как с	2	1
444	типа как	1	1
445	такова же	1	1
446	и свою	5	1
447	если в	3	1
448	своего собственного	1	1
449	на ее	1	1
450	таком понимании	2	1
451	в литературной	1	1
452	между этими	2	1
453	чем глубже	1	1
454	случае мы	1	1
455	произведения это	2	1
456	можно назвать	1	1
457	что делает	1	1
458	вопросу о	1	1
459	звук в	1	1
460	оказывается не	1	1
461	что это	1	1
462	понимание литературного	1	1
463	тем как	1	1
464	поэтики как	1	1
465	в сущности	3	1
466	художественные направления	1	1
467	жизненного переживания	2	1
468	какой бы	2	1
469	в другой	2	1
470	говорит о	1	1
471	самой жизни	1	1
472	те же	1	1
473	аналогичная задача	1	1
474	как основная	1	1
475	из того	1	1
476	общения не	1	1
477	смысле можно	1	1
478	быть художественно	1	1
479	к реальному	1	1
480	в результате	8	1
481	до последнего	2	1
482	это особого	1	1
483	и вполне	1	1
484	и само	2	1
485	в научном	1	1
486	смысла в	2	1
487	и осмысленного	1	1
488	в единстве	8	1
489	не могут	8	1
490	со всеми	3	1
491	не сможет	2	1
492	должен был	3	1
493	этих понятий	1	1
494	или для	2	1
495	чтобы в	1	1
496	рефлексии и	1	1
497	начинается с	1	1
498	и даже	7	1
499	если не	1	1
500	текста и	1	1
501	он уже	1	1
502	значение это	1	1
503	к какому-нибудь	1	1
504	к искусству	1	1
505	все то	1	1
506	общения между	1	1
507	конструкции но	1	1
508	на свой	1	1
509	новое время	1	1
510	между всеми	1	1
511	литературы но	3	1
512	которых и	1	1
513	от одного	2	1
514	и соответствующих	2	1
515	в собственном	1	1
516	и делают	1	1
517	о мире	2	1
518	имеет значение	1	1
519	смысла и	3	1
520	которая действительно	1	1
521	так называемый	1	1
522	произведения в	9	1
523	мы говорим	4	1
524	русского языка	1	1
525	вещи но	1	1
526	окажется неадекватным	1	1
527	как об	1	1
528	одновременно с	2	1
529	значение в	4	1
530	особый язык	1	1
531	тем что	6	1
532	от всего	1	1
533	этого в	1	1
534	каком мы	1	1
535	нем определенные	1	1
536	в составе	1	1
537	из всего	2	1
538	и действительно	2	1
539	если он	4	1
540	том или	1	1
541	как целому	1	1
542	литературе как	1	1
543	знаком в	1	1
544	деятельность не	1	1
545	широком и	1	1
546	переходя к	1	1
547	к самому	1	1
548	завершенность и	1	1
549	вещей в	2	1
550	ничто в	1	1
551	одновременно и	1	1
552	вместе с	8	1
553	все же	8	1
554	существует не	1	1
555	предмета и	1	1
556	или ином	1	1
557	не имеет	2	1
558	речь в	1	1
559	да и	1	1
560	однако это	1	1
561	зависимости от	5	1
562	поскольку он	1	1
563	характерна для	1	1
564	в это	1	1
565	ее непосредственным	1	1
566	на их	3	1
567	друг от	2	1
568	свою собственную	1	1
569	которой не	1	1
570	нет в	2	1
571	собственно и	1	1
572	высказывание в	1	1
573	конкретном целом	1	1
574	искусство и	1	1
575	на первый	1	1
576	по крайней	1	1
577	перед нами	3	1
578	языка мы	2	1
579	с этим	6	1
580	все они	1	1
581	что искусство	2	1
582	тем в	1	1
583	нам не	1	1
584	значения для	1	1
585	последнее является	1	1
586	бы и	1	1
587	эту сторону	1	1
588	в центр	1	1
589	не существует	1	1
590	жизнь для	1	1
591	в котором	2	1
592	зависит от	2	1
593	в действительности	3	1
594	и такие	1	1
595	и пр	30	1
596	языка и	13	1
597	время оно	1	1
598	восприятия в	1	1
599	по своим	1	1
600	по тем	1	1
601	содержания в	2	1
602	мира как	2	1
603	искусства есть	1	1
604	своеобразие не	1	1
605	то и	2	1
606	время от	1	1
607	она могла	1	1
608	его исторического	2	1
609	значений и	1	1
610	наконец в	3	1
611	единства в	1	1
612	не должно	1	1
613	и иных	2	1
614	другу и	1	1
615	и поэтому	1	1
616	художественных произведений	5	1
617	совершается как	1	1
618	в отдельности	1	1
619	это работа	1	1
620	которыми он	1	1
621	из его	2	1
622	оно является	1	1
623	а через	1	1
624	вяч иванова	1	1
625	не утрачивает	1	1
626	самого процесса	1	1
627	существенное значение	1	1
628	время в	4	1
629	перемещается в	1	1
630	этих сторон	1	1
631	жизни и	10	1
632	чего не	1	1
633	к вопросу	2	1
634	значение для	2	1
635	только на	8	1
636	целого это	1	1
637	не об	1	1
638	художественной конструкции	10	1
639	оценки и	1	1
640	к одному	2	1
641	в различных	2	1
642	в строгом	2	1
643	эта система	1	1
644	обращаясь к	1	1
645	и наиболее	1	1
646	чем с	1	1
647	не так	4	1
648	ни были	2	1
649	и те	2	1
650	что произведение	1	1
651	не что	1	1
652	в истории	10	1
653	всю полноту	1	1
654	не перестанет	1	1
655	может уклониться	1	1
656	и каждого	1	1
657	и несет	1	1
658	каждый из	3	1
659	себе в	2	1
660	его значением	1	1
661	являются только	2	1
662	эти два	1	1
663	автора в	1	1
664	и роман	1	1
665	к третьему	1	1
666	языку в	1	1
667	новых форм	1	1
668	языка не	2	1
669	самом начале	1	1
670	и конкретном	1	1
671	мышления но	1	1
672	не для	4	1
673	настоящее время	11	1
674	впервые в	1	1
675	отдельности и	1	1
676	событий в	1	1
677	тем же	3	1
678	в объекте	1	1
679	предполагает высокую	1	1
680	об отсутствии	1	1
681	той же	2	1
682	моментом самого	1	1
683	организации произведения	1	1
684	наиболее существенным	1	1
685	ее как	2	1
686	и оценки	1	1
687	именно так	1	1
688	до конца	9	1
689	с нею	1	1
690	за его	1	1
691	с этими	2	1
692	только при	2	1
693	творчества все	1	1
694	нигде не	3	1
695	раз и	6	1
696	еще одна	2	1
697	то она	1	1
698	все без	1	1
699	к миру	2	1
700	в сознании	1	1
701	исходит из	1	1
702	характерное для	1	1
703	момент в	1	1
704	языка а	4	1
705	нового содержания	1	1
706	во весь	1	1
707	что говорит	1	1
708	не мыслится	1	1
709	тем это	1	1
710	но если	1	1
711	по поводу	1	1
712	это своеобразие	1	1
713	к предмету	4	1
714	начала хх	1	1
715	культуры как	1	1
716	в отдельных	1	1
717	литературное произведение	10	1
718	неотделимо от	1	1
719	к этим	2	1
720	друг друга	4	1
721	литературе в	2	1
722	то я	1	1
723	то или	1	1
724	в систему	5	1
725	в настоящее	11	1
726	к языку	1	1
727	не будучи	1	1
728	пришлось бы	1	1
729	крайней мере	1	1
730	из них	5	1
731	едва ли	3	1
732	характерно что	2	1
733	чтобы этот	1	1
734	о ней	1	1
735	человека но	1	1
736	искусства не	2	1
737	же об	1	1
738	импульсов и	1	1
739	непосредственно с	1	1
740	слово однако	1	1
741	пользуется уже	1	1
742	всего в	5	1
743	представить себе	1	1
744	этих моментов	1	1
745	не происходит	2	1
746	конструкции если	1	1
747	к особенностям	1	1
748	что они	4	1
749	этом случае	1	1
750	только не	2	1
751	проникает в	1	1
752	той мере	1	1
753	или к	1	1
754	могут изучаться	1	1
755	мы видим	1	1
756	в более	2	1
757	общения в	3	1
758	объективной данности	1	1
759	так как	4	1
760	как такового	8	1
761	от его	3	1
762	что иное	1	1
763	были они	1	1
764	они не	7	1
765	внехудожественной действительности	1	1
766	может не	1	1
767	не во	1	1
768	но из	2	1
769	ее законов	1	1
770	статье о	1	1
771	искусства без	5	1
772	на язык	5	1
773	в поэзии	5	1
774	должно быть	13	1
775	время и	2	1
776	действительно является	1	1
777	чем на	1	1
778	гуманитарных науках	2	1
779	художественной идеологемой	1	1
780	материала и	7	1
781	самым по	1	1
782	художников слова	1	1
783	проявляется в	1	1
784	в химическом	2	1
785	и чрезвычайно	1	1
786	мире в	1	1
787	как музыка	1	1
788	художественной формы	2	1
789	этот несколько	1	1
790	характерных для	1	1
791	на произведение	1	1
792	нее как	1	1
793	как элемент	2	1
794	обратил внимание	1	1
795	гармонии между	1	1
796	как у	1	1
797	для нас	1	1
798	с системой	1	1
799	и через	2	1
800	художественного задания	1	1
801	у нас	6	1
802	к определенному	1	1
803	сознания и	1	1
804	его сознание	1	1
805	глубже чем	2	1
806	в широком	5	1
807	действительно существует	1	1
808	не обладает	1	1
809	на которой	1	1
810	и от	9	1
811	иного рода	1	1
812	слово в	2	1
813	и есть	1	1
814	бытию и	1	1
815	в русском	2	1
816	и развития	2	1
817	не была	2	1
818	ведь это	1	1
819	соответствующих форм	1	1
820	не было	7	1
821	говорим о	2	1
822	от друга	2	1
823	реальной действительности	1	1
824	является таким	1	1
825	для других	2	1
826	перед необходимостью	2	1
827	что его	1	1
828	существует как	1	1
829	узнают себя	1	1
830	самые разнообразные	1	1
831	становления и	3	1
832	том отношении	1	1
833	и где	1	1
834	на нее	2	1
835	дело в	1	1
836	о каком	1	1
837	места в	2	1
838	что не	4	1
839	в бытии	1	1
840	которые одновременно	1	1
841	виду что	3	1
842	изобразительных искусств	3	1
843	но для	4	1
844	место лишь	1	1
845	в совокупности	1	1
846	поэтому говоря	1	1
847	предполагает как	1	1
848	в конце	2	1
849	или иная	1	1
850	значение ни	1	1
851	такого понимания	1	1
852	и без	1	1
853	же оно	1	1
854	нашем примере	1	1
855	лишь на	1	1
856	язык поэзии	4	1
857	всякое высказывание	2	1
858	не подлежит	1	1
859	оказаться не	1	1
860	художественном произведении	4	1
861	же как	3	1
862	всем своем	1	1
863	не есть	4	1
864	между прочим	1	1
865	рядом с	1	1
866	вне произведения	1	1
867	является не	1	1
868	и вещи	1	1
869	при таком	5	1
870	стилями других	1	1
871	на фоне	7	1
872	искусстве не	1	1
873	ли не	1	1
874	как ее	4	1
875	от этого	3	1
876	зрения не	1	1
877	особенности в	2	1
878	и со	3	1
879	именно эту	1	1
880	в такой	3	1
881	и глубже	3	1
882	его жизни	1	1
883	именно эта	1	1
884	лишь для	3	1
885	в условиях	1	1
886	это было	3	1
887	тех же	2	1
888	на его	2	1
889	точек зрения	1	1
890	в каждой	1	1
891	этот эффект	1	1
892	отсутствии в	1	1
893	начало нового	1	1
894	действительности и	3	1
895	бы в	6	1
896	мере в	1	1
897	на них	1	1
898	людей в	1	1
899	действительности иногда	1	1
900	и бессознательно	1	1
901	принцип эстетического	1	1
902	произведения с	1	1
903	мастерства в	1	1
904	в каждом	3	1
905	может иметь	1	1
906	том случае	2	1
907	опираясь на	1	1
908	о различных	1	1
909	что от	1	1
910	сознания а	1	1
911	определенной жанровой	1	1
912	сама литература	1	1
913	его определяет	1	1
914	в своих	3	1
915	разрыв между	1	1
916	на один	3	1
917	эти последние	1	1
918	говоря в	1	1
919	поэтики в	1	1
920	формы высказывания	1	1
921	случае если	1	1
922	этой своей	1	1
923	стиля в	1	1
924	материалом и	2	1
925	служебной роли	1	1
926	зрения в	1	1
927	не дает	3	1
928	не тот	1	1
929	также и	1	1
930	ту же	1	1
931	одну из	1	1
932	нельзя не	1	1
933	язык искусства	2	1
934	не один	1	1
935	средств и	1	1
936	или же	4	1
937	со стилями	1	1
938	просто не	1	1
939	к значению	1	1
940	и способов	1	1
941	в развитии	2	1
942	что касается	1	1
943	в первом	8	1
944	как недостаточно	1	1
945	для этого	6	1
946	его смысла	2	1
947	перевод с	1	1
948	и является	3	1
949	не могла	3	1
950	какова например	1	1
951	этого значения	1	1
952	тем и	2	1
953	в европейском	3	1
954	картины как	1	1
955	иметь в	1	1
956	является одним	1	1
957	перестанет быть	1	1
958	значимости своего	1	1
959	стороны и	4	1
960	лежат в	1	1
961	только то	1	1
962	что из	1	1
963	и конструктивное	1	1
964	но напротив	2	1
965	у нее	1	1
966	как один	2	1
967	в новое	2	1
968	или иное	2	1
969	чем является	1	1
970	этом не	2	1
971	система смыслов	1	1
972	должно явиться	1	1
973	художественного слова	1	1
974	было бы	10	1
975	а тем	1	1
976	в поэтической	4	1
977	не по	4	1
978	самого искусства	2	1
979	литературы или	1	1
980	превратилась в	1	1
981	литературы они	1	1
982	так называемого	1	1
983	конститутивным моментом	3	1
984	как мы	10	1
985	данного произведения	2	1
986	жизни не	2	1
987	в литературном	2	1
988	к изучению	2	1
989	отношении что	1	1
990	общего с	2	1
991	в понимании	7	1
992	фоне этой	1	1
993	что для	3	1
994	останется не	1	1
995	та или	1	1
996	его как	5	1
997	друг другу	2	1
998	подход к	2	1
999	которые в	1	1
1000	в зависимости	4	1
1001	смысле не	1	1
1002	сказать в	2	1
1003	в чужом	2	1
1004	произведения не	3	1
1005	в лучшем	3	1
1006	связи между	1	1
1007	целом здесь	1	1
1008	на отдельные	2	1
1009	может показаться	1	1
1010	с бытием	1	1
1011	по этому	2	1
1012	так что	2	1
1013	самой природы	1	1
1014	и определяется	1	1
1015	же в	4	1
1016	требует от	2	1
1017	бытия и	1	1
1018	к пониманию	1	1
1019	бы быть	3	1
1020	происходит в	1	1
1021	речи именно	2	1
1022	иной раз	2	1
1023	на территории	1	1
1024	для построения	1	1
1025	идет не	1	1
1026	направления в	6	1
1027	на то	2	1
1028	бы ни	5	1
1029	степени и	1	1
1030	а как	5	1
1031	этого объекта	1	1
1032	материале по	1	1
1033	как целого	1	1
1034	может и	2	1
1035	лучшем случае	3	1
1036	в него	2	1
1037	для некоторых	1	1
1038	художественных структур	2	1
1039	впервые становится	1	1
1040	именно это	1	1
1041	дело обстоит	2	1
1042	и совершенно	2	1
1043	настоящего времени	3	1
1044	дело здесь	1	1
1045	их отношении	1	1
1046	в известной	2	1
1047	есть не	1	1
1048	кажется что	1	1
1049	и иные	3	1
1050	иное как	1	1
1051	совершается в	2	1
1052	которая служит	1	1
1053	себе а	2	1
1054	ее чисто	1	1
1055	более того	6	1
1056	в статье	5	1
