N	2gram	Kanaev_Sov	RusskieA
117	прежде всего	5	5
118	нет никаких	1	5
119	его с	1	5
120	с ним	1	5
121	для них	1	5
122	ничего общего	1	5
123	то и	2	5
124	в свою	2	5
125	но если	1	5
126	и для	1	5
127	тот же	2	5
128	в его	2	5
129	на самом	1	5
130	и потому	3	5
131	отнюдь не	3	5
132	в западной	1	5
133	их на	1	5
134	в целом	4	5
135	кроме того	1	4
136	в своих	1	4
137	но все	2	4
138	именно в	1	4
139	во всяком	2	4
140	на этой	3	4
141	не что	1	4
142	в отличие	2	4
143	во всей	1	4
144	и из	1	4
145	что иное	1	4
146	она в	1	4
147	несмотря на	1	4
148	не соответствует	1	4
149	этот вопрос	1	4
150	природы и	1	4
151	могут быть	2	4
152	и от	1	4
153	для объяснения	1	4
154	та же	1	4
155	если в	1	4
156	и при	1	4
157	так называемый	1	4
158	в древней	1	4
159	совпадают с	1	4
160	и до	1	4
161	на две	3	4
162	всяком случае	2	4
163	уже в	3	4
164	его и	1	4
165	такой же	2	4
166	отличие от	2	4
167	в ней	1	4
168	которые в	1	4
169	и тогда	1	4
170	таким же	1	4
171	иное как	1	4
172	что один	1	3
173	все что	1	3
174	можно говорить	1	3
175	в какой	1	3
176	на которых	1	3
177	в природе	1	3
178	увидим что	1	3
179	по отношению	1	3
180	и те	1	3
181	свою очередь	2	3
182	и еще	1	3
183	на которой	1	3
184	что все	2	3
185	точки зрения	12	3
186	вся эта	1	3
187	никогда не	1	3
188	с одной	2	3
189	мы знаем	2	3
190	хотя и	1	3
191	это конечно	1	3
192	в которой	2	3
193	из приведенных	1	3
194	их по	1	3
195	в области	3	3
196	и это	1	3
197	такое объяснение	1	3
198	много и	1	3
199	в эту	1	3
200	сих пор	1	3
201	на другой	1	3
202	но можно	1	3
203	совсем не	1	3
204	другой день	1	3
205	за все	1	3
206	до сих	1	3
207	из которых	2	3
208	независимо от	1	3
209	если бы	1	3
210	их и	1	3
211	можно назвать	2	3
212	жизни в	1	3
213	том как	1	3
214	с точки	5	3
215	нет и	4	3
216	и во	2	3
217	на этот	2	3
218	ее на	2	3
219	это и	1	3
220	такое же	1	3
221	что с	1	3
222	по его	1	3
223	быть и	2	3
224	как он	3	3
225	в большинстве	1	3
226	отношению к	1	3
227	должны признать	1	3
228	и его	1	3
229	к вечеру	1	2
230	но тем	1	2
231	это пока	1	2
232	но что	1	2
233	по себе	1	2
234	в духе	1	2
235	ни одна	2	2
236	равно как	1	2
237	его мнению	1	2
238	на эту	1	2
239	когда в	1	2
240	и следовательно	1	2
241	но мы	3	2
242	в дальнейшем	4	2
243	раз и	1	2
244	одной стороны	1	2
245	между двумя	1	2
246	на некотором	1	2
247	на которые	1	2
248	говорить о	2	2
249	образом из	1	2
250	себе в	1	2
251	так называемых	3	2
252	на ней	1	2
253	некоторое время	2	2
254	это означало	1	2
255	сказать что	1	2
256	носят название	1	2
257	в нашем	2	2
258	друг с	2	2
259	точка зрения	1	2
260	к различным	1	2
261	мы видим	2	2
262	должно быть	1	2
263	наших целей	1	2
264	но еще	1	2
265	что при	2	2
266	что такое	2	2
267	у него	2	2
268	быть только	1	2
269	как его	1	2
270	говорить что	1	2
271	в конце	3	2
272	между ними	1	2
273	из одного	2	2
274	в каждом	8	2
275	мы можем	6	2
276	и даже	2	2
277	не дает	2	2
278	для наших	1	2
279	он не	1	2
280	общего не	1	2
281	в развитии	4	2
282	что эта	1	2
283	этот был	1	2
284	кто же	1	2
285	объяснения и	1	2
286	в новое	1	2
287	когда мы	3	2
288	как известно	2	2
289	в гости	1	2
290	в себе	3	2
291	в заключение	1	2
292	значит что	1	2
293	для чего	1	2
294	остановиться на	1	2
295	не случайно	1	2
296	в один	2	2
297	и особенно	1	2
298	в самый	1	2
299	с и	1	2
300	уже знаем	1	2
301	в область	1	2
302	утверждает что	1	2
303	от другого	1	2
304	не более	1	2
305	самом деле	2	2
306	и начало	1	2
307	и действительно	1	2
308	что такой	1	2
309	направление в	1	2
310	нет в	1	2
311	совершенно не	2	2
312	не является	1	2
313	вытекает из	1	2
314	не имеют	1	2
315	такую же	1	2
316	и если	1	2
317	к другому	1	2
318	из одной	1	2
319	с его	1	2
320	так называемое	1	2
321	носит название	2	2
322	он должен	2	2
323	только одно	1	2
324	значение в	2	2
325	они не	1	2
326	и всегда	1	2
327	как у	1	2
328	такого объяснения	1	2
329	здесь в	1	2
330	что каждый	1	2
331	силу и	1	2
332	но эта	1	2
333	дело в	1	2
334	случае не	1	2
335	с другом	2	2
336	должен быть	1	2
337	и вообще	1	2
338	может иметь	2	2
339	то нет	1	2
340	в начале	1	2
341	в деталях	1	2
342	в ту	1	2
343	только одну	2	2
344	и наконец	5	2
345	можно наблюдать	1	1
346	то этим	1	1
347	в самом	2	1
348	но вопрос	1	1
349	еще раз	1	1
350	те или	1	1
351	переносились в	1	1
352	еще более	2	1
353	и другую	1	1
354	из всех	1	1
355	или нет	1	1
356	они короче	1	1
357	те же	1	1
358	что дело	1	1
359	если нет	1	1
360	и таких	1	1
361	теперь необходимо	2	1
362	случае он	1	1
363	только из	1	1
364	именно эти	1	1
365	что наш	1	1
366	в предыдущей	1	1
367	в первом	3	1
368	на такой	1	1
369	форму и	1	1
370	и им	1	1
371	уже на	1	1
372	не составляют	1	1
373	другую сторону	1	1
374	развития но	2	1
375	измененном виде	1	1
376	необходимо для	1	1
377	дома и	1	1
378	по своим	1	1
379	может дать	2	1
380	постройку в	1	1
381	более как	1	1
382	объяснений в	1	1
383	в объяснении	1	1
384	в какой-нибудь	1	1
385	которой он	2	1
386	все свои	1	1
387	в другом	1	1
388	мы очень	1	1
389	поэтому мы	3	1
390	наблюдения и	2	1
391	за собой	1	1
392	отметить что	1	1
393	не приходится	1	1
394	ни одного	1	1
395	почему и	1	1
396	нас на	1	1
397	жизни как	1	1
398	любом месте	1	1
399	научное объяснение	2	1
400	же они	1	1
401	новое время	1	1
402	третий день	1	1
403	к которому	1	1
404	то чем	1	1
405	все время	1	1
406	произойти в	1	1
407	она может	2	1
408	в отдельных	1	1
409	расходятся в	1	1
410	того же	1	1
411	следует не	1	1
412	случае когда	1	1
413	и становится	1	1
414	образом на	1	1
415	только одна	6	1
416	которую можно	1	1
417	этого и	1	1
418	затем идет	1	1
419	и мы	3	1
420	по преимуществу	1	1
421	и эту	1	1
422	указать на	1	1
423	три направления	1	1
424	где это	1	1
425	что уже	1	1
426	а далее	1	1
427	как нет	1	1
428	аналогии с	1	1
429	одновременно как	1	1
430	весь мир	1	1
431	в третьем	2	1
432	бы к	1	1
433	и всюду	1	1
434	в результате	6	1
435	не знает	1	1
436	ли мы	3	1
437	что его	1	1
438	по аналогии	1	1
439	но для	1	1
440	на поверхности	1	1
441	с жизнью	1	1
442	рядом с	1	1
443	всеми его	1	1
444	так сказать	2	1
445	не представляет	1	1
446	и путем	1	1
447	древней греции	1	1
448	что следовательно	1	1
449	а потом	1	1
450	и проследим	1	1
451	для его	2	1
452	и значит	1	1
453	пор в	1	1
454	очень часто	1	1
455	от конца	1	1
456	уже к	1	1
457	не будет	1	1
458	если же	2	1
459	и та	1	1
460	этой группы	1	1
461	происходившие в	1	1
462	представляет для	1	1
463	и несколько	1	1
464	он в	3	1
465	оно имеет	1	1
466	только так	2	1
467	и есть	2	1
468	ей не	1	1
469	до наших	1	1
470	каждого из	2	1
471	которых нет	1	1
472	нечто совсем	1	1
473	во втором	1	1
474	он уже	1	1
475	вопрос необходимо	1	1
476	заключение нужно	1	1
477	почти не	1	1
478	в о	1	1
479	мы получаем	3	1
480	использовать и	1	1
481	человек с	1	1
482	имеет с	1	1
483	от общего	1	1
484	и все-таки	1	1
485	ни в	1	1
486	и наш	1	1
487	не могут	2	1
488	со всеми	2	1
489	ни о	1	1
490	может признать	1	1
491	может стать	1	1
492	для каждого	1	1
493	состоит из	3	1
494	правда не	1	1
495	явлений и	1	1
496	от старого	1	1
497	ли он	1	1
498	зависимости от	4	1
499	здесь нет	1	1
500	человека и	1	1
501	видим что	1	1
502	в очень	1	1
503	это только	1	1
504	а может	1	1
505	яйцо и	1	1
506	только один	2	1
507	более и	1	1
508	в совершенно	1	1
509	знаем что	2	1
510	их искусственно	1	1
511	в данной	1	1
512	тем же	2	1
513	таких случаев	1	1
514	одной из	1	1
515	объяснение их	1	1
516	он может	3	1
517	характерное для	1	1
518	здесь и	1	1
519	только о	1	1
520	точку зрения	4	1
521	пойти в	2	1
522	объяснение этого	1	1
523	то они	1	1
524	существу не	1	1
525	и иначе	1	1
526	может не	3	1
527	ее таким	1	1
528	чем объясняется	1	1
529	одна и	1	1
530	он называет	1	1
531	а это	1	1
532	выбор и	1	1
533	место только	1	1
534	представлять себе	2	1
535	у всех	3	1
536	наших дней	1	1
537	который как	2	1
538	и эта	1	1
539	при исследовании	1	1
540	цель и	1	1
541	такой ответ	1	1
542	при таком	3	1
543	задача науки	1	1
544	к концу	1	1
545	и могут	1	1
546	в такой	1	1
547	в измененном	1	1
548	всецело и	1	1
549	пока не	1	1
550	они все	1	1
551	какие-нибудь определенные	1	1
552	искать в	1	1
553	каждая из	2	1
554	предыдущей главе	1	1
555	например у	1	1
556	это как	1	1
557	и ни	1	1
558	а из	1	1
559	таком методе	2	1
560	с совершенно	2	1
561	одни и	1	1
562	и может	1	1
563	в науке	2	1
564	стороны и	1	1
565	с понятием	1	1
566	или как	1	1
567	первые два	2	1
568	же самое	2	1
569	на какое-нибудь	1	1
570	себе очень	1	1
571	жизни и	4	1
572	говорить об	2	1
573	конце xix	1	1
574	указывалось на	1	1
575	них извне	1	1
576	есть не	1	1
577	быть поставлен	1	1
