N	2gram	Propp_Isto	EvropaiE
123	мы можем	6	3
124	не является	1	3
125	себе не	1	3
126	на себя	4	3
127	и некоторые	1	3
128	тем что	12	3
129	очевидно что	3	3
130	в таком	2	3
131	вообще не	1	3
132	как в	11	3
133	мира и	2	3
134	в которых	4	3
135	по своим	1	3
136	с другом	2	3
137	на своем	1	3
138	бы ни	1	3
139	в них	3	3
140	во всяком	1	3
141	ни на	1	3
142	во все	1	3
143	в данном	3	3
144	ли это	2	3
145	идет о	1	3
146	в свою	3	3
147	не дает	2	3
148	представляет собой	8	3
149	связано с	7	3
150	потому что	18	3
151	время в	2	3
152	и тем	7	3
153	когда он	7	3
154	не будет	1	3
155	и для	3	3
156	народов и	1	3
157	этот факт	1	3
158	к морю	2	3
159	уже и	3	3
160	азии но	1	3
161	себе в	3	3
162	к ним	2	3
163	как на	3	3
164	с тем	9	3
165	это так	2	3
166	и от	1	3
167	место в	1	3
168	о том	11	3
169	и азия	1	3
170	от них	2	3
171	мы видели	9	3
172	там где	11	3
173	и только	1	3
174	друг с	2	3
175	всяком случае	1	3
176	того же	3	3
177	из них	4	3
178	никогда не	5	3
179	таким образом	21	2
180	иначе говоря	1	2
181	именно к	1	2
182	утверждать что	2	2
183	и то	5	2
184	в другой	5	2
185	во втором	1	2
186	и во	1	2
187	тем меньше	1	2
188	мы видим	12	2
189	их из	1	2
190	только те	1	2
191	можно в	2	2
192	данном случае	2	2
193	если в	4	2
194	и сейчас	3	2
195	должна быть	3	2
196	совершенно очевидно	1	2
197	во власти	2	2
198	тогда когда	3	2
199	и имеет	1	2
200	в его	16	2
201	свою очередь	1	2
202	или по	1	2
203	одна и	2	2
204	земном шаре	1	2
205	что это	8	2
206	это значит	2	2
207	хотя и	1	2
208	с этим	7	2
209	в некоторых	6	2
210	его на	5	2
211	и если	1	2
212	из того	1	2
213	с другими	4	2
214	другой стороны	10	2
215	наше внимание	1	2
216	в этих	7	2
217	не могут	2	2
218	на земном	1	2
219	также в	2	2
220	но с	1	2
221	в своих	4	2
222	как же	1	2
223	если бы	5	2
224	к берегу	3	2
225	или в	7	2
226	и с	8	2
227	в стране	1	2
228	и все	4	2
229	более поздние	1	2
230	на месте	1	2
231	нужно думать	1	2
232	представление о	22	2
233	другие народы	1	2
234	относятся к	1	2
235	стороны в	1	2
236	вместе с	26	2
237	и как	5	2
238	нас к	10	2
239	случаях когда	2	2
240	есть в	2	2
241	не есть	1	2
242	в мире	1	2
243	между ними	2	2
244	сравнению с	1	2
245	не нужно	1	2
246	и таким	2	2
247	в других	4	2
248	а именно	8	2
249	экономическое развитие	1	2
250	к той	1	2
251	на них	2	2
252	что эти	1	2
253	большей части	1	2
254	вопрос не	1	2
255	ними и	1	2
256	но как	2	2
257	и отчасти	1	2
258	все другие	2	2
259	и других	5	2
260	и более	3	2
261	в котором	2	2
262	или вернее	1	2
263	не означает	1	2
264	и что	13	2
265	для передвижения	1	2
266	более чем	1	2
267	она не	7	2
268	имеет в	1	2
269	на основе	1	2
270	по сравнению	1	2
271	и поэтому	1	2
272	он не	5	2
273	мы должны	7	2
274	в развитии	2	2
275	европы в	1	2
276	что если	1	2
277	а не	5	2
278	есть ли	2	2
279	в одном	2	2
280	силы в	1	2
281	частности в	1	2
282	на восток	1	2
283	на основании	1	2
284	на одну	1	2
285	целый ряд	4	2
286	даже при	1	2
287	далеко не	1	2
288	этот вопрос	2	2
289	и другая	1	2
290	в истории	7	2
291	по своей	1	2
292	при помощи	11	2
293	а в	9	2
294	с большой	3	2
295	в этой	5	2
296	что же	1	2
297	и еще	1	2
298	как их	1	2
299	море и	2	2
300	культуры но	1	2
301	заметить что	1	2
302	приводит нас	5	2
303	во многом	1	2
304	главным образом	2	2
305	мог бы	2	2
306	наряду с	7	2
307	могут быть	9	2
308	народов не	2	2
309	которое в	1	2
310	что все	4	2
311	во всей	1	2
312	в силу	7	2
313	на этот	2	2
314	же в	3	2
315	в северной	4	2
316	жизни и	4	2
317	такой же	3	2
318	происходит в	1	2
319	как будто	2	2
320	он сам	1	2
321	можно утверждать	1	2
322	в случае	1	2
323	бы в	1	2
324	меньшей степени	1	2
325	или точнее	1	2
326	произошло в	1	2
327	исключительно в	1	2
328	войны и	1	2
329	и наконец	2	2
330	что на	1	2
331	есть не	2	2
332	не к	1	2
333	к нему	5	2
334	к сожалению	1	1
335	представить себе	1	1
336	во всем	4	1
337	находим в	1	1
338	других более	2	1
339	мире и	1	1
340	с полной	1	1
341	но тем	1	1
342	дает нам	2	1
343	и другие	5	1
344	видели в	2	1
345	в мировом	1	1
346	что наряду	2	1
347	в свое	2	1
348	они должны	1	1
349	находятся в	2	1
350	действительно ли	1	1
351	все что	5	1
352	видели что	2	1
353	ее и	3	1
354	или наоборот	1	1
355	в состав	1	1
356	в более	6	1
357	здесь на	1	1
358	что оно	4	1
359	один из	6	1
360	та же	2	1
361	смысле что	1	1
362	с которыми	1	1
363	она и	2	1
364	как таковой	1	1
365	аналогии с	1	1
366	в свой	3	1
367	как с	1	1
368	образом к	1	1
369	на тех	2	1
370	на вопрос	3	1
371	они являются	1	1
372	также что	3	1
373	указать на	1	1
374	к этой	3	1
375	до него	4	1
376	том числе	3	1
377	уже в	4	1
378	например в	11	1
379	был бы	1	1
380	и процесс	2	1
381	в жизни	1	1
382	внимание на	1	1
383	общение с	1	1
384	в состоянии	1	1
385	часть его	1	1
386	в указанном	1	1
387	мы знаем	12	1
388	всего мира	2	1
389	большую роль	1	1
390	и далее	1	1
391	при этом	4	1
392	для него	2	1
393	это происходило	2	1
394	пределах одного	1	1
395	бы на	1	1
396	вопрос мы	1	1
397	следует что	1	1
398	обнаруживают при	1	1
399	с ним	9	1
400	что при	5	1
401	в формах	2	1
402	он на	2	1
403	что с	2	1
404	не как	5	1
405	которые по	1	1
406	а затем	7	1
407	это изменение	1	1
408	нас в	1	1
409	не отрицает	1	1
410	со своим	2	1
411	то мы	3	1
412	у нас	1	1
413	чтобы ее	1	1
414	многих отношениях	1	1
415	из частей	1	1
416	отдельных случаев	1	1
417	борьбы с	3	1
418	связывается с	1	1
419	нами в	1	1
420	смысле этого	1	1
421	как нечто	1	1
422	чтобы на	1	1
423	приходит к	3	1
424	в русском	1	1
425	мы находим	1	1
426	в ином	3	1
427	упирается в	1	1
428	изменениями в	2	1
429	другие более	1	1
430	также на	1	1
431	а на	2	1
432	мыслится как	1	1
433	связь с	20	1
434	оно не	1	1
435	страх перед	1	1
436	как они	1	1
437	не было	2	1
438	снится что	1	1
439	что нет	1	1
440	связи с	10	1
441	если не	4	1
442	особого рода	1	1
443	с некоторыми	2	1
444	цель и	1	1
445	на которых	1	1
446	на свой	1	1
447	но все	8	1
448	именно и	1	1
449	крови и	1	1
450	и сам	2	1
451	или иначе	1	1
452	наряду со	1	1
453	с ней	2	1
454	что его	4	1
455	и внутри	1	1
456	что за	2	1
457	это мы	3	1
458	по отношению	2	1
459	одновременно с	2	1
460	в хозяйственной	2	1
461	некоторых случаях	4	1
462	что не	3	1
463	в ту	1	1
464	в глубине	1	1
465	простирается от	1	1
466	и другое	1	1
467	или на	3	1
468	то время	3	1
469	сводится к	1	1
470	или иная	1	1
471	другую сторону	1	1
472	не сразу	2	1
473	можно назвать	1	1
474	тому что	1	1
475	мы получаем	1	1
476	на другую	1	1
477	конечно не	1	1
478	с той	2	1
479	в связи	6	1
480	правда в	1	1
481	те же	1	1
482	птицам и	1	1
483	чтобы ответить	1	1
484	в последнем	2	1
485	с ними	4	1
486	в соответствии	1	1
487	время как	3	1
488	многих других	1	1
489	что по	1	1
490	все эти	11	1
491	себя как	1	1
492	эти две	1	1
493	на земле	1	1
494	все же	17	1
495	имеется в	1	1
496	но когда	3	1
497	которая при	1	1
498	совершенно одинаково	1	1
499	есть только	1	1
500	том смысле	2	1
501	этого слова	1	1
502	и т	39	1
503	одно из	3	1
504	перед собой	1	1
505	моря в	2	1
506	выше мы	2	1
507	может дать	1	1
508	который не	1	1
509	ли он	2	1
510	о которых	4	1
511	о котором	1	1
512	войти в	1	1
513	воды не	1	1
514	речь идет	1	1
515	наконец его	1	1
516	и это	5	1
517	играет роль	2	1
518	все так	1	1
519	именно с	1	1
520	то можно	1	1
521	и вода	3	1
522	об этом	6	1
523	культуры тех	1	1
524	говорит об	2	1
525	к созданию	1	1
526	сделать из	2	1
527	тогда как	1	1
528	что как	1	1
529	уже не	14	1
530	в одной	5	1
531	и вообще	3	1
532	к жизни	1	1
533	последнем случае	1	1
534	воды и	2	1
535	дальнейшее развитие	1	1
536	америке есть	1	1
537	нет ничего	1	1
538	не менее	6	1
539	поскольку это	1	1
540	которые не	2	1
541	же все	1	1
542	становится ясным	1	1
543	ответить на	1	1
544	от себя	2	1
545	дойдя до	1	1
546	рассматривать как	1	1
547	нужно и	1	1
548	области и	1	1
549	всех частей	1	1
550	в основе	3	1
551	что путем	1	1
552	переходит в	1	1
553	и сами	1	1
554	и происходит	2	1
555	зависит от	4	1
556	а если	2	1
557	то это	8	1
558	отличие от	1	1
559	азии и	1	1
560	мы увидим	6	1
561	быть речи	2	1
562	такие же	1	1
563	язык и	2	1
564	что мы	4	1
565	на этом	5	1
566	значит что	2	1
567	на острове	1	1
568	собой такое	1	1
569	в австралии	7	1
570	случае если	1	1
571	бы она	1	1
572	мы же	1	1
573	по большей	1	1
574	тех кто	1	1
575	случаи когда	1	1
576	силы и	2	1
577	тот что	1	1
578	то и	1	1
579	доказать что	1	1
580	и детьми	1	1
581	все остальные	1	1
582	связь и	1	1
583	той области	1	1
584	каждого из	1	1
585	связана с	1	1
586	относится к	3	1
587	тогда народ	1	1
588	ту же	2	1
589	при рассмотрении	2	1
590	здесь можно	5	1
591	море или	1	1
592	или же	6	1
593	из их	1	1
594	а через	2	1
595	в этот	2	1
596	когда в	1	1
597	других народов	1	1
598	для тех	1	1
599	в современном	1	1
600	из себя	4	1
601	значением и	1	1
602	быть и	1	1
603	каком они	1	1
604	только тогда	4	1
605	бы они	1	1
606	народа и	1	1
607	к тем	1	1
608	увидим что	3	1
609	находящихся в	2	1
610	в свет	1	1
611	должны быть	2	1
612	но они	1	1
613	или иных	1	1
614	в которую	2	1
615	в человеческом	2	1
616	другим в	1	1
617	это три	1	1
618	что эта	2	1
619	на его	1	1
620	viii и	1	1
621	тех же	2	1
622	ее например	1	1
623	в тех	4	1
624	на пути	2	1
625	образом из	1	1
626	и когда	1	1
627	вспомним что	2	1
628	средства которые	1	1
629	культур древности	1	1
630	ценности и	1	1
631	этого факта	1	1
632	у других	1	1
633	не обязательно	2	1
634	еще в	2	1
635	имеет свое	1	1
636	входит в	5	1
637	даже не	2	1
638	на берегу	7	1
639	приблизительно в	1	1
640	и затем	2	1
641	и те	1	1
642	этих случаях	10	1
643	к которой	1	1
644	это может	1	1
645	даже с	1	1
646	как то	1	1
647	только это	1	1
648	и наоборот	1	1
649	то его	2	1
650	или иное	2	1
651	мы здесь	4	1
652	почти никогда	1	1
653	другие не	1	1
654	пространства и	1	1
655	входить в	2	1
656	но этот	1	1
657	в каких	1	1
658	состоит в	1	1
659	лишь в	2	1
660	не знающие	2	1
661	чем это	1	1
662	к лесному	1	1
663	нем и	3	1
664	некоторое время	2	1
665	числе и	2	1
666	к первому	1	1
667	в отличие	1	1
668	он в	3	1
669	можно усмотреть	1	1
670	соответствии с	1	1
671	связанного с	1	1
672	в китае	4	1
673	одного из	3	1
674	и целые	1	1
675	что для	1	1
676	что тот	1	1
677	мы устанавливаем	1	1
678	затем в	3	1
679	и тот	1	1
680	друг другу	1	1
681	той же	2	1
682	тех случаях	1	1
683	только одна	3	1
684	пребывает в	1	1
685	их к	1	1
686	сдвиг в	1	1
687	мы бы	1	1
688	и ее	1	1
689	считает что	2	1
690	сам в	2	1
691	это можно	1	1
692	находятся на	1	1
693	условия и	1	1
694	быть в	1	1
695	что может	1	1
696	тот же	1	1
697	в переводе	1	1
698	с собой	6	1
699	по этому	1	1
700	мы будем	1	1
701	их можно	1	1
702	с которым	3	1
703	имеются не	1	1
704	в сознании	1	1
705	и о	2	1
706	напоминает собой	1	1
707	одна из	6	1
708	все еще	6	1
709	те кто	1	1
710	с его	3	1
711	и его	15	1
712	его к	3	1
713	которых может	1	1
714	их на	3	1
715	же может	1	1
716	т д	36	1
717	что во	2	1
718	что даже	2	1
719	в европе	3	1
720	эти два	2	1
721	в нем	10	1
722	речи о	1	1
723	но это	10	1
724	от того	1	1
725	если мы	1	1
726	для этого	3	1
727	всех этих	2	1
728	обратиться к	1	1
729	что такие	1	1
730	но так	3	1
731	то или	2	1
732	означает что	3	1
733	они могут	1	1
734	только наиболее	1	1
735	что внутри	1	1
736	в большей	1	1
737	или ее	1	1
738	жизнью и	1	1
739	на ту	1	1
740	интересно отметить	1	1
741	потому с	1	1
742	по степеням	1	1
743	побережье и	1	1
744	фигурирует в	3	1
745	у народа	1	1
746	имеются в	2	1
