N	2gram	Voloshinov	PoTuStor
354	конечно если	1	1
355	вся область	2	1
356	утверждаем что	1	1
357	но вообще	1	1
358	предположение о	1	1
359	все время	1	1
360	с духом	1	1
361	материал в	2	1
362	другой так	1	1
363	что она	1	1
364	говорить об	2	1
365	одна из	1	1
366	иным как	2	1
367	искусства в	1	1
368	формы и	1	1
369	имеет и	1	1
370	этот момент	1	1
371	по поводу	1	1
372	на место	1	1
373	его к	1	1
374	конечно при	1	1
375	комплексы и	1	1
376	не сумеет	1	1
377	не будут	1	1
378	должен теперь	1	1
379	что методы	1	1
380	что иное	2	1
381	он действительно	1	1
382	мы должны	6	1
383	из него	1	1
384	но так	2	1
385	тела и	3	1
386	и особенно	1	1
387	точку зрения	3	1
388	тот же	2	1
389	иное как	2	1
390	что до	1	1
391	и самый	1	1
392	своего развития	1	1
393	широко пользуется	1	1
394	к нему	1	1
395	рождается и	1	1
