N	2gram	Tiupa_Narr	Vladivir
516	в будущем	1	3
517	а за	2	3
518	будто бы	2	3
519	одним из	2	3
520	и чисто	1	3
521	что не	2	3
522	как говорит	1	3
523	между ними	3	3
524	и она	1	3
525	же как	2	3
526	на земле	1	3
527	в мире	8	3
528	так сказать	4	3
529	был не	1	3
530	в сторону	1	3
531	бы в	2	3
532	период его	1	3
533	оно не	4	3
534	человека как	2	3
535	только потому	1	3
536	себя внимание	3	3
537	одно и	2	3
538	не могла	2	3
539	иметь в	1	3
540	ни о	3	3
541	как известно	3	3
542	бы его	1	3
543	из множества	1	3
544	в силу	5	3
545	дело не	3	3
546	его к	1	3
547	и нельзя	1	3
548	и ее	3	3
549	является носителем	2	3
550	него только	1	3
551	жизни а	4	3
552	была бы	1	3
553	он на	1	3
554	интерес к	3	3
555	для них	2	3
556	себе не	1	3
557	за границей	3	3
558	самом деле	4	3
559	с таким	1	3
560	о своей	3	3
561	вот и	1	3
562	же о	1	3
563	как о	2	3
564	с ними	5	3
565	в которых	1	3
566	без которых	1	3
567	мыслей и	1	3
568	ли он	2	3
569	говорить и	2	3
570	последние дни	1	3
571	ни у	1	3
572	не любил	1	3
573	несомненно есть	1	3
574	с нами	2	3
575	наконец в	1	3
576	у меня	2	3
577	не понимает	1	3
578	но о	1	3
579	и вся	1	3
580	не могло	3	3
581	отношении к	1	3
582	о своем	2	3
583	него с	1	3
584	жизни по	1	3
585	не говорится	1	3
586	знания но	1	3
587	только о	1	3
588	именно к	1	3
589	это делает	1	3
590	нас нет	2	3
591	произведения как	1	3
592	того как	1	3
593	том числе	1	3
594	в литературе	8	3
595	плане но	1	3
596	указывает на	1	3
597	в какой	2	3
598	является не	1	3
599	один и	2	3
600	в новом	1	3
601	особенно в	3	3
602	ему не	1	3
603	и самого	3	3
604	в полной	1	3
605	его не	1	3
606	был назначен	1	3
607	субъекта и	2	3
608	быть и	3	3
609	а по	2	3
610	это была	3	3
611	кто не	1	3
612	говоря о	2	3
613	что к	1	3
614	ему было	2	3
615	всей его	1	3
616	в книге	1	3
617	как будто	4	3
618	том случае	1	3
619	и относительно	1	3
620	интереса к	1	3
621	человек не	1	3
622	которое мы	1	3
623	последних дней	2	3
624	в той	4	2
625	является в	1	2
626	для всех	1	2
627	которая была	1	2
628	в душе	3	2
629	еще раз	3	2
630	всю ночь	1	2
631	это первое	1	2
632	ней не	1	2
633	в момент	1	2
634	случае мы	1	2
635	дело с	4	2
636	любовь к	1	2
637	их жизни	1	2
638	у его	1	2
639	человек есть	1	2
640	потому не	2	2
641	например с	1	2
642	а есть	1	2
643	уже была	1	2
644	то не	1	2
645	и само	1	2
646	внимания на	1	2
647	говорил о	2	2
648	как было	1	2
649	чтобы в	1	2
650	или на	1	2
651	например в	2	2
652	них мы	1	2
653	которое не	2	2
654	даже с	1	2
655	абсолютной истины	1	2
656	обращает на	3	2
657	и того	5	2
658	а во	5	2
659	с позиций	1	2
660	при условии	1	2
661	и третий	1	2
662	в действительности	2	2
663	но эти	1	2
664	времени в	3	2
665	не всегда	4	2
666	в себя	3	2
667	можно ли	1	2
668	то его	1	2
669	второй половины	1	2
670	ни одного	2	2
671	думал о	1	2
672	казалось что	2	2
673	тем кто	1	2
674	значит и	1	2
675	чего он	1	2
676	на более	1	2
677	как результат	1	2
678	одна из	5	2
679	этот момент	1	2
680	с ее	3	2
681	чем это	2	2
682	на втором	1	2
683	жизни с	1	2
684	о ней	5	2
685	в церкви	2	2
686	нечто иное	1	2
687	в теоретической	1	2
688	нами не	2	2
689	и красота	1	2
690	жизни так	3	2
691	на том	2	2
692	в произведении	2	2
693	она в	3	2
694	но еще	1	2
695	внимание на	7	2
696	к себе	11	2
697	первый раз	2	2
698	и совершенно	1	2
699	другого для	1	2
700	то у	3	2
701	к истине	1	2
702	знакомых и	1	2
703	в ее	4	2
704	далеко за	1	2
705	чем у	1	2
706	и сама	2	2
707	стремится к	1	2
708	столько же	2	2
709	к чему	3	2
710	ни слова	2	2
711	в двух	2	2
712	о невозможности	1	2
713	он чувствовал	1	2
714	могло бы	3	2
715	не иначе	1	2
716	сих пор	3	2
717	той или	7	2
718	в русской	3	2
719	люди как	1	2
720	дни жизни	1	2
721	а всякая	1	2
722	называет его	1	2
723	так называемую	1	2
724	не из	1	2
725	i и	1	2
726	в ответ	4	2
727	и после	3	2
728	к такой	1	2
729	в детстве	3	2
730	однако эта	1	2
731	что эта	1	2
732	не приходится	1	2
733	и является	2	2
734	и тот	1	2
735	тем и	1	2
736	а тем	1	2
737	истории и	1	2
738	однако в	4	2
739	его как	2	2
740	его личности	1	2
741	что только	1	2
742	в первой	3	2
743	же ему	1	2
744	теми же	1	2
745	говорится но	1	2
746	если они	1	2
747	бы эти	1	2
748	а главное	1	2
749	это он	2	2
750	и вопреки	1	2
751	разума а	1	2
752	почему он	1	2
753	жизни но	3	2
754	до сих	3	2
755	но после	1	2
756	та же	2	2
757	если в	2	2
758	в о	1	2
759	должна быть	2	2
760	уже знаем	1	2
761	чтобы стать	2	2
762	меня в	1	2
763	из которых	1	2
764	поэтому в	1	2
765	их как	1	2
766	с каждым	1	2
767	однако он	1	2
768	за это	1	2
769	только еще	1	2
770	со всеми	3	2
771	сказать с	1	2
772	нам в	1	2
773	однако что	1	2
774	наряду со	1	2
775	можно назвать	2	2
776	как не	1	2
777	после первого	1	2
778	может не	1	2
779	он прямо	2	2
780	о котором	4	2
781	том как	3	2
782	далек от	1	2
783	во сне	4	2
784	к той	1	2
785	все они	1	2
786	бросается в	1	2
787	его и	2	2
788	необходимым и	1	2
789	не является	7	2
790	в основе	1	2
791	тот кто	2	2
792	это за	2	2
793	относится к	1	2
794	это то	1	2
795	это все	1	2
796	и уже	4	2
797	чем не	1	2
798	известной степени	1	2
799	разным причинам	1	2
800	не за	1	2
801	ни было	1	2
802	но именно	3	2
803	в глазах	7	2
804	он прошел	1	2
805	здесь и	1	2
806	или о	1	2
807	в самой	1	2
808	судя по	1	2
809	природы и	1	2
810	ответ на	6	2
811	которым он	1	2
812	они не	3	2
813	в первый	1	2
814	них не	1	2
815	всего мира	1	2
816	не для	1	2
817	для всего	1	2
818	что каждый	1	2
819	слова а	1	2
820	все равно	2	2
821	в церковь	1	2
822	сказать не	1	2
823	с другими	1	2
824	что ни	1	2
825	а о	2	2
826	которые мы	1	2
827	в бытии	1	2
828	перед смертью	1	2
829	можно не	1	2
830	этом в	1	2
831	с той	2	2
832	таком случае	1	2
833	не подлежит	3	2
834	виде в	1	2
835	но по	1	2
836	мира и	2	2
837	и нравственной	1	2
838	к вам	1	2
839	а он	1	2
840	чего в	1	2
841	а так	1	2
842	от других	1	2
843	этих двух	2	2
844	к одному	1	2
845	поскольку она	1	2
846	человека в	2	2
847	природа в	1	2
848	личности в	2	2
849	и личность	2	2
850	на свои	1	2
851	случае если	1	2
852	не могу	2	2
853	а из	1	2
854	не по	5	2
855	нельзя назвать	2	2
856	просто не	1	2
857	невозможно но	1	2
858	не находит	1	2
859	не существовало	1	2
860	нужно было	1	2
861	свою жизнь	2	2
862	в нашей	1	2
863	стороны и	1	2
864	как то	1	2
865	разумеется в	1	2
866	которая как	1	2
867	могло быть	2	2
868	одного из	6	2
869	для такого	1	2
870	этом и	5	2
871	может показаться	1	2
872	на рубеже	2	2
873	никому не	1	2
874	что вся	1	2
875	к своей	2	2
876	бытия в	2	2
877	сам а	1	2
878	если она	3	2
879	возможна только	1	2
880	настоящего времени	1	2
881	было не	1	2
882	не можем	2	2
883	любви и	1	2
884	жизнью и	1	2
885	все было	2	2
886	с помощью	2	1
887	новое и	2	1
888	самой глубокой	1	1
889	себе ее	1	1
890	мире а	1	1
891	уже имела	1	1
892	глубоких и	1	1
893	лет назад	1	1
894	рассказ о	1	1
895	исходя из	4	1
896	творчества в	1	1
897	за исключением	1	1
898	жизнь которая	1	1
899	и проявляет	1	1
900	видел во	2	1
901	она уже	1	1
902	самое важное	1	1
903	не зависит	1	1
904	какой бы	1	1
905	привести к	1	1
906	мира а	1	1
907	своей истории	2	1
908	это нужно	1	1
909	а потому	2	1
910	одному из	1	1
911	не являются	2	1
912	существует сам	1	1
913	не годится	1	1
914	от этих	3	1
915	с появлением	2	1
916	быть может	1	1
917	противоречие с	1	1
918	с собой	2	1
919	близость с	1	1
920	отношении необходимо	1	1
921	что толстой	1	1
922	данности и	1	1
923	однако при	1	1
924	вы уже	1	1
925	отсутствии у	1	1
926	мыслится как	2	1
927	связь с	1	1
928	их не	1	1
929	имеет смысл	2	1
930	по пути	1	1
931	на которых	1	1
932	между началом	2	1
933	лет в	1	1
934	мысль о	1	1
935	не возникнет	1	1
936	в некотором	2	1
937	зато в	1	1
938	слова с	1	1
939	у людей	1	1
940	иначе как	1	1
941	от всего	1	1
942	по терминологии	2	1
943	целый день	1	1
944	целиком он	1	1
945	порядка и	1	1
946	к другим	1	1
947	основной для	1	1
948	вся его	1	1
949	самому и	1	1
950	разрыв с	1	1
951	в корне	1	1
952	без которого	1	1
953	сознанием и	1	1
954	он стоит	1	1
955	нашей памяти	1	1
956	одновременно и	1	1
957	смерть в	1	1
958	внимание к	2	1
959	о значимости	1	1
960	становления в	1	1
961	другое дело	1	1
962	зрения с	1	1
963	он есть	1	1
964	себя не	1	1
965	речь идет	3	1
966	сомнению но	1	1
967	этой стороны	1	1
968	жизни на	1	1
969	характером но	1	1
970	тогда как	23	1
971	то сердце	1	1
972	но несомненно	2	1
973	следующее в	1	1
974	логоса и	1	1
975	после его	1	1
976	и нет	1	1
977	чем иным	2	1
978	жизнь человека	1	1
979	при всей	5	1
980	он об	1	1
981	на молитву	1	1
982	сказать про	1	1
983	здесь достаточно	1	1
984	ли я	1	1
985	во все	1	1
986	сразу же	1	1
987	у такого	1	1
988	забвение в	1	1
989	и ушел	1	1
990	с конца	1	1
991	сказал я	1	1
992	которая представляет	1	1
993	где человеческая	1	1
994	тех слов	1	1
995	же времени	1	1
996	который считал	1	1
997	по тем	1	1
998	сколько к	1	1
999	об ее	1	1
1000	нельзя было	1	1
1001	чем за	1	1
1002	однако его	1	1
1003	и мысли	1	1
1004	студента не	1	1
1005	их отношений	1	1
1006	личность не	3	1
1007	говорить не	1	1
1008	жизнь а	1	1
1009	бы из	1	1
1010	это его	1	1
1011	из жизни	1	1
1012	представляет собой	21	1
1013	читаем что	1	1
1014	с какою	1	1
1015	отрыве от	1	1
1016	его собственной	1	1
1017	спал всю	1	1
1018	которой его	1	1
1019	сознания в	3	1
1020	уже было	1	1
1021	они являются	1	1
1022	между двумя	6	1
1023	а когда	1	1
1024	когда она	2	1
1025	но они	4	1
1026	свете нет	1	1
1027	о них	5	1
1028	встречи с	4	1
1029	за собой	1	1
1030	в различных	1	1
1031	в строгом	3	1
1032	и когда	3	1
1033	на ногах	1	1
1034	периода творчества	1	1
1035	по отношению	5	1
1036	внимания к	1	1
1037	определяется его	1	1
1038	в отсутствие	1	1
1039	но такая	1	1
1040	что еще	1	1
1041	к анне	3	1
1042	рассуждение о	1	1
1043	всех без	1	1
1044	но также	1	1
1045	подробнее об	1	1
1046	с длинной	1	1
1047	как первые	1	1
1048	к ним	2	1
1049	дела нам	1	1
1050	самом начале	1	1
1051	у себя	2	1
1052	из всех	1	1
1053	по которой	1	1
1054	жизни как	2	1
1055	прямым свидетелем	1	1
1056	в контексте	1	1
1057	например когда	1	1
1058	этой своей	2	1
1059	сердцем и	1	1
1060	поскольку по	1	1
1061	к которому	1	1
1062	имеем дело	4	1
1063	еще одна	1	1
1064	впрочем как	1	1
1065	а иначе	1	1
1066	расхождений между	1	1
1067	иным как	2	1
1068	по одной	1	1
1069	что именно	2	1
1070	есть личность	1	1
1071	волосы в	1	1
1072	в сфере	2	1
1073	жизнь оказывается	1	1
1074	детей в	2	1
1075	себя что	1	1
1076	в системе	1	1
1077	важно что	1	1
1078	в обращении	2	1
1079	смысле как	1	1
1080	что обычно	1	1
1081	свое собственное	1	1
1082	базируются на	1	1
1083	ближе к	1	1
1084	представить себе	3	1
1085	в дом	1	1
1086	не происходит	3	1
1087	бог а	1	1
1088	этой проблемой	1	1
1089	непосредственное восприятие	1	1
1090	о влиянии	1	1
1091	из истории	1	1
1092	все его	4	1
1093	вам в	1	1
1094	самой высокой	1	1
1095	о наличии	1	1
1096	на протяжении	12	1
1097	возвращение к	1	1
1098	приблизиться к	1	1
1099	хотелось бы	1	1
1100	от его	2	1
1101	к человеку	1	1
1102	этом все	1	1
1103	его самого	1	1
1104	не слишком	1	1
1105	и всей	1	1
1106	и среди	1	1
1107	его рассуждений	1	1
1108	бытия не	1	1
1109	весь день	2	1
1110	сущность а	1	1
1111	что при	1	1
1112	этих своих	1	1
1113	только со	1	1
1114	он идет	2	1
1115	его произведение	1	1
1116	верит в	1	1
1117	тайны и	1	1
1118	одно из	2	1
1119	не обладает	1	1
1120	пристального внимания	1	1
1121	наше внимание	1	1
1122	этого человека	1	1
1123	что между	1	1
1124	карамзина а	1	1
1125	он почувствовал	1	1
1126	видит в	3	1
1127	признаков а	1	1
1128	отношения между	1	1
1129	распространяется на	1	1
1130	даже вовсе	1	1
1131	порой не	1	1
1132	в разные	1	1
1133	пока только	1	1
1134	зрения но	1	1
1135	прежде чем	1	1
1136	тут и	1	1
1137	что за	1	1
1138	произведение как	1	1
1139	место лишь	1	1
1140	немало и	1	1
1141	как следует	1	1
1142	очевидно что	1	1
1143	если под	1	1
1144	между этими	1	1
1145	в последних	1	1
1146	простой и	2	1
1147	человек и	2	1
1148	этом последнем	2	1
1149	характер и	3	1
1150	мы никак	1	1
1151	читаем это	1	1
1152	роль принадлежит	2	1
1153	и внутреннего	3	1
1154	также в	2	1
1155	по ее	1	1
1156	истинности знания	1	1
1157	сообщение о	1	1
1158	если я	1	1
1159	будучи сам	1	1
1160	же к	1	1
1161	текста но	1	1
1162	важный для	1	1
1163	последовательность и	1	1
1164	и мировой	1	1
1165	человеческое сознание	1	1
1166	что слово	1	1
1167	нашем сознании	2	1
1168	в других	2	1
1169	и отдельные	1	1
1170	не нуждаясь	1	1
1171	а для	4	1
1172	вопроса о	1	1
1173	как системы	1	1
1174	а потом	2	1
1175	категория которая	1	1
1176	на которую	1	1
1177	только от	2	1
1178	подобного не	1	1
1179	и быть	1	1
1180	и пустая	1	1
1181	сознания а	1	1
1182	называл себя	1	1
1183	ним было	1	1
1184	не означает	1	1
1185	этом их	1	1
1186	перехода от	2	1
1187	бытия но	1	1
1188	говоря в	1	1
1189	личность в	1	1
1190	ли это	1	1
1191	до нас	1	1
1192	бы она	1	1
1193	него есть	1	1
1194	он ничего	1	1
1195	на страницах	1	1
1196	в раннем	1	1
1197	разных местах	1	1
1198	там он	1	1
1199	человеческого бытия	2	1
1200	нашего сознания	1	1
1201	зрения в	1	1
1202	этой точки	1	1
1203	на другой	6	1
1204	и откуда	1	1
1205	матери которая	1	1
1206	не подлежал	1	1
1207	не один	1	1
1208	в современных	1	1
1209	либо его	1	1
1210	самому себе	1	1
1211	человека который	2	1
1212	другом и	1	1
1213	на чем	1	1
1214	котором уже	1	1
1215	если б	1	1
1216	как сам	1	1
1217	если же	2	1
1218	приезда в	1	1
1219	возвращаясь к	1	1
1220	за ними	3	1
1221	этом свете	1	1
1222	в личности	1	1
1223	время когда	1	1
1224	сомневаться в	2	1
1225	этот вопрос	1	1
1226	отношения с	1	1
1227	над ним	1	1
1228	толстого где	1	1
1229	в новое	1	1
1230	своем личном	1	1
1231	оказывается с	1	1
1232	то а	1	1
1233	которого в	1	1
1234	того кто	2	1
1235	значение и	1	1
1236	за нею	2	1
1237	отнестись к	1	1
1238	в направлении	2	1
1239	т п	2	1
1240	и опять	2	1
1241	жизни не	1	1
1242	известном смысле	4	1
1243	но имеется	1	1
1244	и каждый	1	1
1245	рассматривается как	1	1
1246	существует в	1	1
1247	любви в	1	1
1248	обратимся к	1	1
1249	совершенно чужда	1	1
1250	который так	1	1
1251	что может	2	1
1252	на категорию	1	1
1253	согласуется с	1	1
1254	появилось новое	1	1
1255	церкви с	1	1
1256	и многочисленные	1	1
1257	толстой в	1	1
1258	столь же	6	1
1259	которая на	1	1
1260	никогда ничего	1	1
1261	и называл	1	1
1262	необходимо чтобы	1	1
1263	своего существования	2	1
1264	здесь также	1	1
1265	ней в	2	1
1266	в противном	1	1
1267	вовсе еще	1	1
1268	не сразу	1	1
1269	делает и	1	1
1270	значимость и	2	1
1271	остановился на	1	1
1272	тайно от	1	1
1273	такая категория	1	1
1274	а как	2	1
1275	рассказ в	1	1
1276	ответы на	1	1
1277	в него	2	1
1278	случае это	1	1
1279	обратиться к	2	1
1280	именно таким	1	1
1281	выступает в	2	1
1282	в один	1	1
1283	же пока	1	1
1284	я сам	2	1
1285	имеет дело	1	1
1286	до его	1	1
1287	именно что	1	1
1288	рубеже двух	1	1
1289	от самого	1	1
1290	по причине	2	1
1291	она сама	2	1
1292	своего рода	17	1
1293	по мысли	8	1
1294	на жизнь	1	1
1295	за ее	1	1
1296	во втором	6	1
1297	даже чисто	1	1
1298	очень серьезно	1	1
1299	понимает и	1	1
1300	в очерке	1	1
1301	я уже	2	1
1302	вместил в	1	1
1303	с еще	1	1
1304	например что	1	1
1305	как содержание	1	1
1306	впадая в	1	1
1307	и солнце	1	1
1308	в специальном	2	1
1309	он только	1	1
1310	время у	1	1
1311	на ее	2	1
1312	и предельно	1	1
1313	говорит нам	1	1
1314	легко можно	1	1
1315	смысле они	1	1
1316	другого человека	2	1
