N	2gram	Vygotskiy_	PoTuStor
519	а потом	2	1
520	этих двух	1	1
521	но наличие	2	1
522	и отсюда	1	1
523	что эти	4	1
524	но этим	1	1
525	основных чертах	1	1
526	в известных	1	1
527	и пути	2	1
528	создало человеческое	1	1
529	для марксизма	3	1
530	и тех	2	1
531	достаточно для	1	1
532	с чего	1	1
533	наконец и	1	1
534	сказали бы	1	1
535	виде мы	1	1
536	и снова	4	1
537	так велико	1	1
538	ребенок может	1	1
539	опираясь на	1	1
540	он был	1	1
541	для его	2	1
542	а с	4	1
543	в данном	1	1
544	и часто	2	1
545	за шагом	1	1
546	первый план	5	1
547	границы этих	1	1
548	вытекает из	2	1
549	желания или	1	1
550	план в	1	1
551	существует для	1	1
552	отличается от	5	1
553	и история	1	1
554	оно в	1	1
555	вопрос о	2	1
556	характер и	2	1
557	на один	5	1
558	имеет очень	1	1
559	применении к	1	1
560	не имеют	2	1
561	которой является	1	1
562	страх и	1	1
563	быть совершенно	1	1
564	они становятся	1	1
565	и т.д	8	1
566	мы говорили	5	1
567	в основных	1	1
568	два момента	1	1
569	мы увидим	4	1
570	в самых	1	1
571	даже и	1	1
572	то и	5	1
573	она не	1	1
574	внешними и	1	1
575	близко к	1	1
576	в течение	2	1
577	ребенка к	3	1
578	в свою	4	1
579	входит в	7	1
580	и почти	1	1
581	но даже	1	1
582	того чтобы	15	1
583	одной стороны	8	1
584	как известно	7	1
585	практически он	1	1
586	шаг за	1	1
587	не дает	2	1
588	очень близко	1	1
589	комплекс как	3	1
590	почти исключительно	2	1
591	ничто не	1	1
592	в другом	3	1
593	то ни	1	1
594	уже у	2	1
595	для того	14	1
596	тому как	2	1
597	многих случаях	1	1
598	но всегда	2	1
599	предметов и	6	1
600	явления и	1	1
601	быть не	2	1
602	в ней	3	1
603	мы узнаем	2	1
604	не всегда	1	1
605	с нашим	1	1
606	значение и	1	1
607	логического предела	1	1
608	точно и	1	1
609	позволяет нам	1	1
610	нам для	1	1
611	в руках	1	1
612	и действия	1	1
613	от всех	2	1
614	когда он	5	1
615	и связями	1	1
616	что если	3	1
617	новых и	2	1
618	а не	7	1
619	всей этой	1	1
620	и образуют	1	1
621	увидим что	5	1
622	ни один	5	1
623	значение для	4	1
624	снова и	1	1
625	в которую	1	1
626	в детском	5	1
627	которые можно	1	1
628	в человеческом	2	1
629	его многообразных	1	1
630	всего как	1	1
631	и та	1	1
632	и что	15	1
633	близкое к	2	1
634	как он	8	1
635	же что	2	1
636	для человека	2	1
637	совершенно так	2	1
638	отношений между	1	1
639	так чтобы	2	1
640	где же	1	1
641	конечно в	2	1
642	в истинном	1	1
643	говоря о	2	1
644	в нашей	4	1
645	еще в	2	1
646	на другой	2	1
647	оно рождается	1	1
648	сомнению что	2	1
649	не следует	1	1
650	к чему	1	1
651	нам знакомая	1	1
652	уже и	5	1
653	можно ли	2	1
654	от того	8	1
655	человека и	6	1
656	говорили что	3	1
657	отметить что	1	1
658	и принцип	1	1
659	есть частичное	1	1
660	вопрос можно	1	1
661	являются только	1	1
662	на это	1	1
663	с другой	11	1
664	это же	2	1
665	из представлений	1	1
666	на которые	3	1
667	известной степени	1	1
668	некоторое время	2	1
669	ничего общего	4	1
670	что же	1	1
671	как на	2	1
672	так называемого	1	1
673	на различных	1	1
674	и мышления	4	1
675	же самое	9	1
676	вступают в	2	1
677	что здесь	2	1
678	в эту	3	1
679	это вытекает	1	1
680	на наших	1	1
681	без всякого	1	1
682	заметить что	1	1
683	этого метода	3	1
684	которой можно	2	1
685	к изучению	2	1
686	однако в	2	1
687	общего с	3	1
688	что для	1	1
689	главным образом	3	1
690	и самого	1	1
691	поздно в	2	1
692	для всей	1	1
693	и благодаря	2	1
694	той же	8	1
695	социальные и	1	1
696	которые в	5	1
697	на других	1	1
698	исключительно на	1	1
699	этом и	2	1
700	все новых	1	1
701	а часто	1	1
702	что может	1	1
703	в высшей	11	1
704	в нашем	2	1
705	с этими	1	1
706	во многих	3	1
707	с чем	1	1
708	это отличие	1	1
709	может оказаться	1	1
710	только при	2	1
711	именно то	1	1
712	мы сейчас	1	1
713	в известной	1	1
714	предположение о	1	1
715	с которым	2	1
716	хорошо нам	1	1
717	все время	6	1
718	или иной	3	1
719	же в	3	1
720	как наиболее	1	1
721	что она	7	1
722	его помощью	1	1
723	в атмосфере	1	1
724	у ребенка	31	1
725	одна из	2	1
726	иным как	1	1
727	формы и	3	1
728	этот момент	4	1
729	бы ни	2	1
730	по поводу	1	1
731	на место	2	1
732	его к	6	1
733	их на	1	1
734	это значение	2	1
735	полового созревания	2	1
736	перенесения значения	1	1
737	друг с	10	1
738	это в	1	1
739	начала но	1	1
740	эти два	1	1
741	именно этот	1	1
742	к этим	2	1
743	который только	1	1
744	что иное	2	1
745	мы должны	15	1
746	есть ли	1	1
747	методы познания	1	1
748	к ее	1	1
749	что такие	2	1
750	но так	2	1
751	не случайно	1	1
752	дело обстоит	1	1
753	этого третьего	1	1
754	мы сказали	1	1
755	тела и	1	1
756	и особенно	4	1
757	точку зрения	1	1
758	развития ребенок	1	1
759	основе их	7	1
760	одного и	5	1
761	тот же	10	1
762	обыденной жизни	1	1
763	иное как	2	1
764	и самый	1	1
765	своего развития	9	1
766	мы скажем	1	1
767	к нему	1	1
768	совместно с	1	1
769	рождается и	1	1
770	высшей степени	11	1
