N	3gram	Bakhtin_Fr	StatiiOP
227	тесно связан с	1	1
228	пользовался при этом	1	1
229	что и у	2	1
230	то что тот	1	1
231	почти ничего не	2	1
232	кроме того из	1	1
233	но уже в	2	1
234	судить о том	1	1
235	вот это место	1	1
236	и во всей	1	1
237	содержит в себе	1	1
238	одного из самых	1	1
239	притом не в	1	1
240	новую фазу своего	1	1
241	все они по	1	1
242	но и эти	1	1
243	сих пор еще	3	1
244	с этим не	1	1
245	этот образ был	1	1
246	он говорит и	1	1
247	прежде всего образ	1	1
248	в нос и	1	1
249	жизни и смерти	3	1
250	во второй половине	1	1
251	в котором все	1	1
252	в ней на	1	1
253	в году в	1	1
254	себе и в	1	1
255	и не только	1	1
256	и в ряде	1	1
257	бы думать что	1	1
258	в заключительной части	1	1
259	в другом случае	1	1
260	одним глазом на	1	1
261	был тесно связан	1	1
262	потому что они	1	1
