N	2gram	Losev_Prob	TeoriaLi
124	мира и	5	4
125	по своему	3	4
126	со своей	1	4
127	а только	5	4
128	произведения искусства	1	4
129	личности и	1	4
130	в свою	4	4
131	и что	9	4
132	в форме	1	4
133	далеко не	6	4
134	того же	7	4
135	в силу	6	4
136	в стихотворении	28	4
137	с ее	1	4
138	и ее	2	4
139	и к	9	3
140	к действительности	1	3
141	во втором	2	3
142	в таком	4	3
143	рассматриваться в	1	3
144	для себя	6	3
145	с этой	4	3
146	даже в	2	3
147	была бы	3	3
148	в финале	1	3
149	говорит и	1	3
150	о чем	2	3
151	только не	1	3
152	если бы	2	3
153	все эти	12	3
154	а именно	12	3
155	в романе	2	3
156	именно в	11	3
157	по мысли	4	3
158	например в	1	3
159	в жизни	4	3
160	в порядке	1	3
161	к его	5	3
162	их в	1	3
163	никто не	1	3
164	тем не	8	3
165	перед нами	14	3
166	свою очередь	2	3
167	виду не	1	3
168	в роли	2	3
169	в противоположность	3	3
170	потому что	21	3
171	одной стороны	5	3
172	искусства и	1	3
173	или иных	2	3
174	в одном	6	3
175	вслед за	2	3
176	имеем в	1	3
177	мог бы	2	3
178	во всей	1	3
179	не все	3	3
180	из этих	2	3
181	и для	11	3
182	человеческого я	4	3
183	к содержанию	1	3
184	таким образом	20	3
185	и то	6	3
186	человека к	1	3
187	с одной	5	3
188	и вот	1	3
189	том числе	2	3
190	в художественной	1	3
191	и потому	4	3
192	с точки	13	3
193	ни к	2	3
194	эстетического созерцания	1	3
195	как раз	7	3
196	есть в	6	3
197	прежде всего	15	3
198	все прочие	2	3
199	а на	1	3
200	и притом	8	3
201	связи с	11	3
202	или в	7	3
203	одним из	1	3
204	в контексте	1	3
205	в связи	11	3
206	и как	10	3
207	вовсе не	18	3
208	той или	5	3
209	во всех	2	3
210	я на	1	3
211	а с	4	3
212	в которой	7	3
213	не будет	4	3
214	он должен	2	3
215	нового времени	4	3
216	этом смысле	4	3
217	в этой	14	3
218	и др	1	3
219	человеческой жизни	5	3
220	столь же	1	3
221	являет собой	1	3
222	и по	2	3
223	тех или	2	3
224	отнюдь не	14	3
225	мира в	3	3
226	в той	5	2
227	и другие	4	2
228	для всех	2	2
229	один из	2	2
230	и здесь	1	2
231	и на	9	2
232	русской литературе	3	2
233	если в	2	2
234	всех и	1	2
235	рассказ о	2	2
236	жизни а	1	2
237	и который	4	2
238	жить и	1	2
239	на этом	1	2
240	из которых	2	2
241	а затем	1	2
242	мы в	1	2
243	окружающей его	1	2
244	в году	9	2
245	не признает	1	2
246	по себе	5	2
247	не могут	3	2
248	в них	5	2
249	и даже	24	2
250	этой точки	2	2
251	здесь мы	2	2
252	самом деле	3	2
253	русской поэзии	1	2
254	заключается в	1	2
255	обращается к	1	2
256	к более	1	2
257	каждый такой	1	2
258	из тех	3	2
259	либо в	2	2
260	в одно	6	2
261	продолжением и	1	2
262	с ними	1	2
263	вместе с	15	2
264	дома и	1	2
265	жизни в	7	2
266	не вполне	2	2
267	себя и	1	2
268	в известном	2	2
269	всей своей	2	2
270	в каком	1	2
271	к другому	5	2
272	в сказании	1	2
273	своей жизни	1	2
274	к своему	3	2
275	о том	17	2
276	не входит	2	2
277	казалось бы	1	2
278	при всем	3	2
279	сам же	4	2
280	я во	1	2
281	это и	4	2
282	еще и	6	2
283	в диалоге	1	2
284	мастера и	1	2
285	при условии	1	2
286	и состоит	1	2
287	восходит к	1	2
288	к нему	3	2
289	в значительной	3	2
290	на основе	1	2
291	времени в	1	2
292	не всегда	5	2
293	и больше	1	2
294	для меня	1	2
295	только на	2	2
296	весьма существенно	1	2
297	вступает в	1	2
298	о своем	2	2
299	говорит что	1	2
300	и это	3	2
301	превращается в	1	2
302	у и	1	2
303	времени и	1	2
304	и возможность	1	2
305	перед ним	1	2
306	в глаза	3	2
307	известного рода	1	2
308	если мы	2	2
309	тем же	4	2
310	оказывается объектом	1	2
311	имеем дело	1	2
312	что она	2	2
313	который в	10	2
314	здесь не	12	2
315	коем случае	3	2
316	на котором	1	2
317	в мировой	3	2
318	в произведениях	1	2
319	он и	5	2
320	не просто	12	2
321	в самой	5	2
322	только о	3	2
323	чем это	1	2
324	жизни но	1	2
325	бы то	4	2
326	то в	4	2
327	что они	4	2
328	но на	1	2
329	войне и	1	2
330	рода и	2	2
331	в коем	3	2
332	большей части	1	2
333	в поэзии	1	2
334	не принадлежит	1	2
335	в последней	1	2
336	одной из	5	2
337	теории литературы	1	2
338	только лишь	1	2
339	несмотря на	7	2
340	но от	1	2
341	ни было	2	2
342	личности как	1	2
343	для искусства	3	2
344	что такое	1	2
345	ее в	2	2
346	все это	8	2
347	что и	8	2
348	у нас	17	2
349	или иную	1	2
350	тем в	1	2
351	xix века	1	2
352	в европейской	1	2
353	с их	1	2
354	к жизни	1	2
355	таком случае	2	2
356	слова не	1	2
357	у него	13	2
358	в повести	1	2
359	и некоторые	1	2
360	дело в	4	2
361	на себя	2	2
362	не могли	2	2
363	в конце	10	2
364	я и	1	2
365	сама по	2	2
366	тому что	2	2
367	случае не	2	2
368	в какой	5	2
369	я не	3	2
370	субъект и	1	2
371	на фоне	2	2
372	не от	1	2
373	только и	9	2
374	это было	2	2
375	в чем	3	2
376	об этом	11	2
377	должен быть	2	2
378	это тоже	1	2
379	жизни то	2	2
380	тем более	2	2
381	а для	1	2
382	могли бы	2	2
383	о себе	3	2
384	но как	3	2
385	единое целое	1	2
386	ту или	1	2
387	то ни	4	2
388	дело не	1	2
389	в рассказе	2	2
390	в случае	1	2
391	и весьма	2	2
392	есть как	2	2
393	быть и	1	2
394	но она	1	2
395	свою жизнь	1	2
396	в войне	1	2
397	и является	6	2
398	за пределы	1	2
399	существа в	2	2
400	перед лицом	1	2
401	от своего	1	2
402	во мне	1	2
403	человека и	4	2
404	в большинстве	1	2
405	всей его	1	2
406	собственно говоря	1	2
407	так же	7	2
408	числе и	1	2
409	что может	1	2
410	известном смысле	1	2
411	и мире	1	2
412	тот кто	2	2
413	в пляске	1	2
414	в имени	1	2
415	и прежде	2	2
416	как будто	9	2
417	право на	1	2
418	ни был	1	2
419	случае это	1	2
420	чтобы не	1	2
421	в особенности	1	1
422	строя и	1	1
423	от него	1	1
424	однако и	1	1
425	предполагает как	1	1
426	является в	1	1
427	эти символы	1	1
428	все что	2	1
429	ночь и	2	1
430	и против	1	1
431	каждой из	1	1
432	можно говорить	1	1
433	это тот	1	1
434	бы несколько	1	1
435	за ним	1	1
436	постепенного развития	1	1
437	здесь именно	1	1
438	же и	2	1
439	героев и	1	1
440	также что	1	1
441	своего собственного	1	1
442	тех кто	1	1
443	его с	2	1
444	все люди	1	1
445	не знают	1	1
446	на первом	3	1
447	первую очередь	1	1
448	дело с	1	1
449	в которую	1	1
450	можно назвать	2	1
451	и дает	1	1
452	его за	2	1
453	оказывается не	1	1
454	а перед	1	1
455	же образом	1	1
456	что это	4	1
457	содержит в	1	1
458	писавшего в	1	1
459	в следующих	1	1
460	с ним	4	1
461	с внутренним	1	1
462	это уже	4	1
463	тем как	2	1
464	символизм и	1	1
465	природе и	1	1
466	в сущности	1	1
467	никак не	10	1
468	не требует	1	1
469	в другой	1	1
470	говорит о	9	1
471	самой жизни	1	1
472	те же	1	1
473	не как	3	1
474	с ума	1	1
475	разного рода	4	1
476	сама жизнь	1	1
477	половины xviii	1	1
478	схемы и	1	1
479	иных первичных	1	1
480	сатирического изображения	1	1
481	достоевского где	1	1
482	дается в	2	1
483	и делает	2	1
484	в результате	11	1
485	чистом виде	1	1
486	до последнего	1	1
487	и вполне	7	1
488	понимается как	2	1
489	в единстве	1	1
490	живые существа	1	1
491	в плоскости	1	1
492	области художественного	1	1
493	со всеми	5	1
494	сравнении с	4	1
495	не сможет	1	1
496	должен был	2	1
497	чтобы в	1	1
498	в драматическом	1	1
499	к искусству	1	1
500	новое время	3	1
501	от одного	4	1
502	фигуры и	1	1
503	а во-вторых	1	1
504	имеет значение	1	1
505	с ней	3	1
506	жизнь в	3	1
507	смысла и	1	1
508	которая действительно	1	1
509	любовь и	3	1
510	одновременно с	1	1
511	в новую	1	1
512	всегда остается	1	1
513	значение в	1	1
514	можно даже	1	1
515	тем что	2	1
516	от всего	1	1
517	именно о	2	1
518	в составе	1	1
519	говорят о	1	1
520	и будет	1	1
521	то время	4	1
522	если он	4	1
523	том или	3	1
524	мира это	1	1
525	видно из	1	1
526	литературе как	1	1
527	меня в	4	1
528	с тем	7	1
529	этого типа	1	1
530	он стоит	1	1
531	что по	1	1
532	приходит в	1	1
533	в христианском	1	1
534	с собою	2	1
535	все же	12	1
536	создает и	1	1
537	поводу этой	1	1
538	человек со	1	1
539	не имеет	3	1
540	было возможно	1	1
541	бы не	4	1
542	в сравнении	4	1
543	является продолжением	1	1
544	но у	1	1
545	да и	5	1
546	ему и	1	1
547	о котором	4	1
548	поскольку он	1	1
549	в суть	2	1
550	в это	3	1
551	которая не	1	1
552	на каждом	1	1
553	нет в	1	1
554	действительность в	2	1
555	служат лишь	1	1
556	на первый	1	1
557	выступает как	1	1
558	по крайней	8	1
559	он мог	1	1
560	всем его	1	1
561	имена в	1	1
562	к какой	1	1
563	первый взгляд	1	1
564	характера или	1	1
565	с этим	3	1
566	читателя как	1	1
567	только одно	1	1
568	быть это	1	1
569	можно в	1	1
570	одним и	1	1
571	и я	1	1
572	художественный образ	4	1
573	совершенно не	1	1
574	однако никакой	1	1
575	возможно в	1	1
576	в первую	1	1
577	полноте и	2	1
578	реалистического произведения	1	1
579	в котором	5	1
580	не прямо	5	1
581	зависит от	1	1
582	в действительности	1	1
583	вопрос о	2	1
584	целостности жизни	1	1
585	не упоминается	1	1
586	тех же	1	1
587	на сердце	1	1
588	даже сказать	1	1
589	и четвертой	1	1
590	на какой	2	1
591	некоторого рода	6	1
592	то и	7	1
593	и предполагает	1	1
594	жизненный опыт	1	1
595	но кто	1	1
596	народного предания	1	1
597	даже самое	1	1
598	иной мере	2	1
599	и поэтому	2	1
600	художественных произведений	1	1
601	из жизни	1	1
602	душе в	1	1
603	не быть	1	1
604	является именно	1	1
605	что представляет	2	1
606	ним и	1	1
607	а после	2	1
608	сердце но	1	1
609	оно является	1	1
610	вяч иванова	23	1
611	автора так	1	1
612	людей как	1	1
613	не утрачивает	1	1
614	имея в	1	1
615	сознание в	1	1
616	время в	2	1
617	этих сторон	1	1
618	даже самых	1	1
619	слова и	1	1
620	с которой	1	1
621	с помощью	2	1
622	что из	1	1
623	жизни и	7	1
624	и вся	1	1
625	просто о	1	1
626	точно так	4	1
627	в различных	1	1
628	обращаясь к	1	1
629	и наиболее	3	1
630	искусства этот	1	1
631	одно из	2	1
632	в мир	3	1
633	ни были	1	1
634	и до	2	1
635	обращением к	1	1
636	для которого	1	1
637	и те	1	1
638	не что	3	1
639	в совершенно	1	1
640	в истории	1	1
641	и находит	1	1
642	не так	4	1
643	себе отчет	1	1
644	и том	1	1
645	при анализе	2	1
646	и общества	1	1
647	и меру	1	1
648	и исторически	2	1
649	над собой	1	1
650	было и	1	1
651	еще большей	1	1
652	в чистом	1	1
653	всего что	1	1
654	и тоже	3	1
655	отчет в	1	1
656	второй половины	1	1
657	когда же	1	1
658	автора в	1	1
659	в прошлом	1	1
660	на которые	1	1
661	на одну	2	1
662	свободу от	1	1
663	же автор	1	1
664	жизнь я	1	1
665	к ним	3	1
666	двух других	1	1
667	настоящее время	7	1
668	ее не	1	1
669	и многих	1	1
670	него не	2	1
671	духа и	2	1
672	смысле не	1	1
673	оно стало	1	1
674	за него	2	1
675	но именно	2	1
676	до конца	4	1
677	цветы на	1	1
678	за его	2	1
679	с этими	1	1
680	в концепции	1	1
681	только при	1	1
682	у а	1	1
683	в одной	2	1
684	раз и	2	1
685	что все	1	1
686	художественном смысле	1	1
687	то она	1	1
688	является весьма	1	1
689	ее внутренней	1	1
690	том же	2	1
691	в сознании	3	1
692	это будущее	1	1
693	ивана карамазова	1	1
694	в груди	1	1
695	к простому	1	1
696	если ее	1	1
697	момент в	1	1
698	нового содержания	1	1
699	поэтому не	1	1
700	впечатлений в	1	1
701	нем по	1	1
702	по поводу	2	1
703	под именем	1	1
704	но оказывается	2	1
705	стороны не	1	1
706	что даже	1	1
707	неотделимо от	1	1
708	нет никаких	1	1
709	к этим	1	1
710	по выражению	1	1
711	уже по	2	1
712	после его	3	1
713	друг друга	1	1
714	все с	1	1
715	такой картины	1	1
716	большей степени	2	1
717	она далеко	1	1
718	они могут	1	1
719	трагедии шекспира	1	1
720	в настоящее	7	1
721	другом стихотворении	1	1
722	крайней мере	8	1
723	с сожалением	1	1
724	из них	4	1
725	едва ли	13	1
726	тот же	6	1
727	а об	1	1
728	друг другу	1	1
729	чтобы этот	1	1
730	или повести	1	1
731	себе самом	1	1
732	хотя по	1	1
733	действительно имеет	1	1
734	в перспективе	1	1
735	героя не	1	1
736	этих моментов	1	1
737	говорилось выше	1	1
738	глядя на	1	1
739	душа не	1	1
740	такое же	1	1
741	одном и	1	1
742	или к	4	1
743	в более	1	1
744	который пытается	1	1
745	со мной	1	1
746	тоже не	2	1
747	так как	10	1
748	она и	2	1
749	что иное	3	1
750	они не	3	1
751	после того	3	1
752	отделимая от	1	1
753	свидетельствует о	4	1
754	в драме	2	1
755	должно быть	1	1
756	искусство в	1	1
757	который бы	1	1
758	обе эти	1	1
759	жизни человека	1	1
760	задолго до	1	1
761	начала и	2	1
762	не для	2	1
763	только свобода	1	1
764	и зло	1	1
765	была названа	1	1
766	подчеркнуть что	1	1
767	стихотворение в	1	1
768	себя самого	3	1
769	однако на	2	1
770	души и	1	1
771	которого он	2	1
772	свободу и	1	1
773	целого однако	1	1
774	чем у	1	1
775	и создал	1	1
776	как у	1	1
777	для нас	14	1
778	и сама	4	1
779	но одна	1	1
780	из своих	1	1
781	требует от	1	1
782	отсутствующий в	1	1
783	сознания и	1	1
784	себе от	1	1
785	в новелле	1	1
786	на стадии	2	1
787	не обладает	1	1
788	в подобном	1	1
789	иной эстетической	1	1
790	кто бы	1	1
791	стремится к	1	1
792	весь мир	1	1
793	в третьем	1	1
794	без этого	1	1
795	том в	1	1
796	тому же	5	1
797	раз в	2	1
798	от своих	3	1
799	свободы и	4	1
800	подлинным автором	1	1
801	ведь это	1	1
802	но с	1	1
803	в таких	2	1
804	не было	4	1
805	его развитие	1	1
806	бы для	1	1
807	а о	1	1
808	как видно	1	1
809	и более	3	1
810	что его	4	1
811	самые разнообразные	1	1
812	и где	1	1
813	но эта	2	1
814	на нее	1	1
815	и гамлета	1	1
816	о каком	1	1
817	по существу	2	1
818	что не	3	1
819	тоже является	2	1
820	это возможно	1	1
821	xviii века	1	1
822	за свою	1	1
823	прошлом и	1	1
824	чтобы быть	1	1
825	характерное для	2	1
826	из мифа	1	1
827	простой и	2	1
828	с той	1	1
829	и без	5	1
830	с жизнью	1	1
831	за которым	1	1
832	не подлежит	1	1
833	человек в	1	1
834	имя в	1	1
835	но по	3	1
836	на земле	11	1
837	большинстве случаев	2	1
838	всем своем	2	1
839	не есть	3	1
840	от одной	1	1
841	между прочим	2	1
842	является не	2	1
843	высказывание мы	1	1
844	перед собой	1	1
845	он состоит	1	1
846	ли не	2	1
847	за это	6	1
848	как ее	1	1
849	от этого	4	1
850	в еще	1	1
851	и со	1	1
852	предполагает его	1	1
853	в такой	3	1
854	остановимся на	2	1
855	должен слиться	1	1
856	больше и	1	1
857	его жизни	1	1
858	по его	2	1
859	в двух	1	1
860	и художественного	1	1
861	лишь для	1	1
862	на его	4	1
863	в каждой	2	1
864	из этого	6	1
865	единство и	1	1
866	на себе	1	1
867	встречаются в	1	1
868	при виде	1	1
869	действительности и	4	1
870	мы к	1	1
871	бы в	2	1
872	мере в	4	1
873	пребывания в	1	1
874	на них	1	1
875	людей в	6	1
876	самой себе	1	1
877	и сделать	1	1
878	что хотя	2	1
879	в каждом	2	1
880	претендуют на	1	1
881	именно сам	1	1
882	здесь как	5	1
883	трагедия и	1	1
884	вошел в	1	1
885	и маргарита	1	1
886	в уста	1	1
887	перед тем	1	1
888	изобразительного искусства	1	1
889	что от	3	1
890	только к	1	1
891	жизнь и	6	1
892	впрочем у	2	1
893	которому принадлежит	1	1
894	в своих	3	1
895	чистая и	1	1
896	он ни	1	1
897	на задний	1	1
898	эти последние	1	1
899	личность в	1	1
900	каждом из	2	1
901	объективного мира	2	1
902	говорил о	1	1
903	свое место	1	1
904	до нас	7	1
905	очень часто	1	1
906	мастер и	1	1
907	жизнь то	1	1
908	что несмотря	1	1
909	если не	6	1
910	замечательный образец	1	1
911	она не	1	1
912	зрения в	1	1
913	значимость в	2	1
914	задний план	1	1
915	совсем не	4	1
916	но всегда	2	1
917	как человек	1	1
918	на всех	1	1
919	мыслится здесь	1	1
920	говорится и	1	1
921	человека как	1	1
922	всего только	1	1
923	стоит и	1	1
924	так что	18	1
925	говорит ему	1	1
926	или же	2	1
927	мы понимаем	1	1
928	говорить об	1	1
929	просто не	1	1
930	на чем	1	1
931	именно потому	1	1
932	что касается	5	1
933	а по	1	1
934	образа в	1	1
935	другим и	1	1
936	и их	7	1
937	полноты и	1	1
938	свою личность	1	1
939	можно было	4	1
940	отношений между	1	1
941	если она	1	1
942	но только	5	1
943	является одним	1	1
944	перестанет быть	1	1
945	человеческого духа	4	1
946	и третьей	1	1
947	еще два	1	1
948	ничто не	1	1
949	свобода и	1	1
950	и жизни	2	1
951	в xix	1	1
952	из нас	1	1
953	к кому	1	1
954	пребывающего в	1	1
955	некоторый смысл	1	1
956	также и	21	1
957	то или	1	1
958	смотрит и	1	1
959	в новое	3	1
960	или иное	1	1
961	на свое	2	1
962	когда мы	1	1
963	еще на	1	1
964	и возникает	1	1
965	на это	2	1
966	было бы	12	1
967	человеческого сознания	1	1
968	дает ему	2	1
969	не по	1	1
970	становится его	1	1
971	но без	1	1
972	же самое	2	1
973	ту сторону	1	1
974	он в	5	1
975	как мы	5	1
976	данного произведения	1	1
977	литература является	1	1
978	одного из	1	1
979	указывает на	4	1
980	общего с	2	1
981	что для	2	1
982	его как	2	1
983	которые в	3	1
984	когда они	1	1
985	на отдельные	1	1
986	это ощущение	1	1
987	даже если	2	1
988	и доказать	1	1
989	и от	7	1
990	и есть	4	1
991	по этому	5	1
992	с которым	2	1
993	чтобы оно	1	1
994	однако по	1	1
995	же в	4	1
996	здесь также	1	1
997	бытия и	1	1
998	из его	1	1
999	но я	2	1
1000	иной раз	4	1
1001	чаще всего	1	1
1002	для построения	1	1
1003	на то	2	1
1004	не ее	1	1
1005	бы ни	1	1
1006	я люблю	1	1
1007	нуждается в	2	1
1008	приходится в	1	1
1009	степени и	1	1
1010	и только	4	1
1011	с мастерством	1	1
1012	условность и	1	1
1013	в него	1	1
1014	своей индивидуальности	1	1
1015	будущей жизни	1	1
1016	для этого	2	1
1017	таким же	1	1
1018	произведением искусства	1	1
1019	нет не	1	1
1020	и совершенно	2	1
1021	такое произведение	1	1
1022	дело здесь	2	1
1023	говорит не	2	1
1024	иное как	3	1
1025	себе а	3	1
1026	котором он	1	1
