N	2gram	Medvedev_F	OGranits
289	поскольку она	1	1
290	как к	5	1
291	что лингвистический	1	1
292	этого и	1	1
293	включенные в	1	1
294	в каждой	1	1
295	о сущности	1	1
296	к которому	2	1
297	переходим к	1	1
298	поэтическое произведение	2	1
299	языка в	8	1
300	литературы в	8	1
301	который является	1	1
302	они проникнуты	1	1
303	к речи	1	1
304	оказалось не	1	1
305	то он	1	1
306	выражение в	1	1
307	образом входит	1	1
308	не зная	1	1
309	лингвистического явления	1	1
310	и превращения	1	1
311	ее и	3	1
312	важная проблема	1	1
313	о системе	1	1
314	даны только	1	1
315	для всех	2	1
316	влияние французских	1	1
317	еще одну	1	1
318	это конечно	1	1
319	произведении как	3	1
320	в данную	1	1
321	который пытается	1	1
322	и других	4	1
323	является для	2	1
324	история литературы	10	1
325	мышления в	1	1
326	один из	4	1
327	идеологической жизни	3	1
328	можно говорить	2	1
329	и здесь	8	1
330	осуществляется в	1	1
331	указанных нами	1	1
332	общения в	3	1
333	образом мы	1	1
334	что язык	2	1
335	то это	1	1
336	конструкции поэтического	2	1
337	выходит за	1	1
338	языкового творчества	1	1
339	она и	1	1
340	искусства есть	1	1
341	отличие от	2	1
342	в последнем	2	1
343	вопрос о	3	1
344	понимании этого	3	1
345	как же	1	1
346	на этом	2	1
347	предмету но	1	1
348	они не	7	1
349	тонких и	1	1
350	ведь именно	2	1
351	контекста и	1	1
352	сложную систему	1	1
353	которую мы	1	1
354	ведь в	2	1
355	на нем	1	1
356	формального метода	29	1
357	только что	1	1
358	ряд языковых	1	1
359	становится чуть	1	1
360	в последнее	1	1
361	творца и	1	1
362	свое функциональное	1	1
363	идеологического преломления	1	1
364	не определило	1	1
365	или иная	1	1
366	эта особенность	1	1
367	даже и	5	1
368	сознания с	1	1
369	определения его	1	1
370	как средство	2	1
371	стиля в	1	1
372	указать на	2	1
373	должно быть	13	1
374	одну особенность	1	1
375	если он	4	1
376	моменты в	1	1
377	процессе взаимодействия	2	1
378	становления идеологического	1	1
379	своей статье	5	1
380	и социальной	1	1
381	за исключением	3	1
382	есть создание	1	1
383	вопросами стиля	1	1
384	и вот	2	1
385	и элементов	2	1
386	другими словами	1	1
387	не имеющие	2	1
388	теории литературы	1	1
389	такого рода	1	1
390	это все	1	1
391	но при	1	1
392	эта своеобразная	1	1
393	более или	7	1
394	же является	2	1
395	потому что	2	1
396	в значительной	3	1
397	на первом	1	1
398	должны быть	6	1
399	языка от	1	1
400	но даже	2	1
401	того чтобы	4	1
402	и если	2	1
403	бы по	1	1
404	же как	3	1
405	или иных	1	1
406	между отдельными	2	1
407	метод в	8	1
408	этот метод	1	1
409	бы мы	1	1
410	и более	4	1
411	мы имеем	1	1
412	не должно	1	1
413	иметь характер	1	1
414	также и	1	1
415	ту же	1	1
416	и речи	2	1
417	наиболее характерным	1	1
418	это и	7	1
419	для того	3	1
420	совсем не	2	1
421	тому что	3	1
422	узком смысле	1	1
423	все то	1	1
424	литературы как	4	1
425	стиль в	1	1
426	от произведения	2	1
427	его себе	1	1
428	для уха	1	1
429	и должна	3	1
430	которых он	1	1
431	он и	3	1
432	идеологическим явлением	1	1
433	философской системы	1	1
434	языке но	1	1
435	работы но	1	1
436	превращения его	1	1
437	художественного слова	1	1
438	его и	2	1
439	близкий к	1	1
440	в своем	12	1
441	и достоевский	1	1
442	или же	4	1
443	к истории	2	1
444	и тогда	1	1
445	говорить не	2	1
446	на самый	1	1
447	и поэтики	1	1
448	речи и	2	1
449	особенностей и	2	1
450	этом отношении	7	1
451	всех социальных	1	1
452	слово для	1	1
453	еще мало	1	1
454	тем как	1	1
455	уже говорить	1	1
456	ни была	3	1
457	две формы	1	1
458	связанное с	1	1
459	время в	4	1
460	нужна для	1	1
461	что при	1	1
462	с языком	1	1
463	и закономерности	3	1
464	остается только	1	1
465	язык с	1	1
466	элемента произведения	1	1
467	формалистической поэтики	4	1
468	исследования в	2	1
469	тем не	2	1
470	ритма и	1	1
471	но тем	1	1
472	полагаем что	3	1
473	здесь он	1	1
474	в другой	2	1
475	как это	8	1
476	в художественной	2	1
477	нее как	1	1
478	и творческого	1	1
479	является лишь	5	1
480	данную эпоху	2	1
481	что такое	2	1
482	к тем	1	1
483	и гг	1	1
484	этот не	1	1
485	ценностей в	1	1
486	мы в	2	1
487	входя в	1	1
488	с системой	1	1
489	только на	8	1
490	и через	2	1
491	может лишь	1	1
492	из того	1	1
493	метода нет	1	1
494	вступает в	2	1
495	только потому	1	1
496	к поэтическому	2	1
497	нужно сказать	1	1
498	остановиться на	2	1
499	мы попытались	1	1
500	отмечает и	1	1
501	всего его	1	1
502	не приходится	4	1
503	метод должен	3	1
504	никто не	2	1
505	в формализме	3	1
506	сюда относятся	1	1
507	мог иметь	1	1
508	в науке	2	1
509	в нескольких	1	1
510	к литературному	1	1
511	и что	2	1
512	шкловского и	1	1
513	для марксистской	1	1
514	на самом	8	1
515	для человека	1	1
516	в различных	2	1
517	элементов входящих	1	1
518	в абстрактное	1	1
519	для них	4	1
520	предисловии к	3	1
521	можно было	1	1
522	в этой	10	1
523	этой среды	4	1
524	людей и	1	1
525	в широком	5	1
526	чуть ли	1	1
527	борьба с	5	1
528	иметь в	1	1
529	ни одна	2	1
530	во все	2	1
531	формы все	1	1
532	в виду	2	1
533	же такое	1	1
534	сузить до	1	1
535	что к	1	1
536	к другому	2	1
537	и до	8	1
538	системы и	3	1
539	и создавать	1	1
540	поэтики в	1	1
541	сводится к	6	1
542	богатство и	1	1
543	этот конкретный	1	1
544	с их	2	1
545	и есть	1	1
546	поэтической структуры	3	1
547	конечно не	5	1
548	и поэтических	1	1
549	и вполне	1	1
550	всей полноте	1	1
551	reductio ad	1	1
552	но это	4	1
553	только то	1	1
554	и развивается	1	1
555	не вполне	1	1
556	по себе	10	1
557	идеализма и	3	1
558	этот вопрос	2	1
559	функции в	2	1
560	бенедетто кроче	1	1
561	в истории	10	1
562	все равно	1	1
563	и позитивизма	3	1
564	средств и	1	1
565	по своей	1	1
566	же время	13	1
567	лишь как	7	1
568	состав содержания	1	1
569	лежит в	1	1
570	что слово	1	1
571	и иных	2	1
572	его в	5	1
573	о литературе	9	1
574	этого методологического	1	1
575	на основе	6	1
576	отчасти в	1	1
577	его аудиторией	1	1
578	объясняется только	1	1
579	которую он	1	1
580	со всеми	3	1
581	с понятием	1	1
582	то или	1	1
583	отметить что	2	1
584	на всю	2	1
585	каждый из	3	1
586	а на	2	1
587	работы и	1	1
588	совершенно справедливо	3	1
589	самый предмет	4	1
590	связь с	1	1
591	а лишь	4	1
592	эти функции	2	1
593	стиль и	1	1
594	или иное	2	1
595	каждом элементе	1	1
596	мы здесь	1	1
597	и ритм	1	1
598	анны ахматовой	1	1
599	до сложных	1	1
600	иных чисто	1	1
601	метод стал	1	1
602	не было	7	1
603	произведения его	1	1
604	связи с	12	1
605	ко всем	2	1
606	содержания в	2	1
607	в борьбе	1	1
608	слове в	1	1
609	события и	1	1
610	если не	1	1
611	же не	1	1
612	мы полагаем	3	1
613	б эйхенбаума	1	1
614	чем сложнее	1	1
615	этой точки	1	1
616	как известно	1	1
617	что касается	1	1
618	о возможности	1	1
619	состоит в	3	1
620	существует как	1	1
621	если только	1	1
622	соприкасается с	1	1
623	его символических	1	1
624	и несколько	1	1
625	не знает	1	1
626	является таким	1	1
627	или в	2	1
628	этой системы	1	1
629	данной социальной	1	1
630	от одного	2	1
631	статье о	1	1
632	в основе	7	1
633	взаимодействия и	1	1
634	элемент этого	1	1
635	для создания	2	1
636	собственном смысле	1	1
637	на то	2	1
638	апелляции к	1	1
639	ни о	3	1
640	теоретической и	1	1
641	школе фосслера	1	1
642	исторической поэтики	3	1
643	и там	1	1
644	как их	4	1
645	его поэтические	1	1
646	и проникают	1	1
647	художественном творчестве	1	1
648	речь в	1	1
649	и всякое	5	1
650	равно как	2	1
651	в ритме	2	1
652	следовательно в	1	1
653	вся эта	2	1
654	вопрос в	1	1
655	в отличие	2	1
656	идеологический состав	1	1
657	их в	2	1
658	произведение как	4	1
659	нет и	2	1
660	заключается в	1	1
661	как социальная	1	1
662	одним из	1	1
663	элементов в	2	1
664	этой закономерности	2	1
665	и чисто	2	1
666	отношение к	4	1
667	жизнь как	3	1
668	тех методологических	1	1
669	в организованном	1	1
670	мышления но	1	1
671	идеологическую плоть	1	1
672	впервые в	1	1
673	весь этот	1	1
674	сказать что	3	1
675	на себя	1	1
676	менее всего	4	1
677	к следующему	1	1
678	идеологического кругозора	20	1
679	возможно только	1	1
680	являются материальными	1	1
681	значения как	1	1
682	речи в	1	1
683	та или	1	1
684	в эпоху	2	1
685	ему в	1	1
686	виду что	3	1
687	произведений и	1	1
688	или менее	7	1
689	она ни	3	1
690	или на	2	1
691	в совокупности	1	1
692	последнем счете	2	1
693	этим же	1	1
694	эту тенденцию	2	1
695	социальных связей	1	1
696	сдвиг в	1	1
697	времени не	1	1
698	представление о	2	1
699	или эмоций	1	1
700	такой же	2	1
701	широком понимании	1	1
702	к другим	4	1
703	отдельных произведений	1	1
704	вообще ни	1	1
705	в конце	2	1
706	основ формалистической	1	1
707	произведения и	9	1
708	теории поэтического	3	1
709	его понимании	1	1
710	произведения не	3	1
711	образом не	3	1
712	его структура	1	1
713	и наметить	1	1
714	одной из	2	1
715	роковую роль	2	1
716	равно нулю	1	1
717	например в	1	1
718	виноградова и	1	1
719	само собою	2	1
720	в контексте	2	1
721	в образе	1	1
722	форме в	1	1
723	путь от	1	1
724	оценок в	1	1
725	материала к	1	1
726	эту систему	1	1
727	он пытается	1	1
728	в живом	6	1
729	такого понимания	1	1
730	неприемлемо и	1	1
731	вопрос отвечают	1	1
732	к произведению	1	1
733	познания в	1	1
734	к этому	3	1
735	общим достоянием	1	1
736	исключительно как	2	1
737	и как	6	1
738	смешение лингвистических	1	1
739	в понимании	7	1
740	лишь с	1	1
741	конкретного идеологического	1	1
742	как о	8	1
743	до конца	9	1
744	всякое высказывание	2	1
745	эти три	1	1
746	все время	7	1
747	что он	8	1
748	что существуют	1	1
749	в предисловии	3	1
750	с духом	1	1
751	в узком	1	1
752	столь же	2	1
753	в собственном	1	1
754	отметить еще	1	1
755	связи со	3	1
756	им и	1	1
757	основе такого	1	1
758	себя как	1	1
759	форм их	1	1
760	или даже	3	1
761	не существует	1	1
762	всем своем	1	1
763	группы для	1	1
764	далеко не	2	1
765	и о	3	1
766	и социальная	1	1
767	но что	2	1
768	как попыткой	1	1
769	статьи и	1	1
770	бы быть	3	1
771	что без	1	1
772	является не	1	1
773	в мире	4	1
774	диалектический метод	1	1
775	вместе с	8	1
776	для понимания	1	1
777	науке о	1	1
778	данного языка	1	1
779	в искусствоведении	3	1
780	определяя стиль	1	1
781	разных типов	1	1
782	который в	1	1
783	открытой форме	1	1
784	одна из	2	1
785	на эту	1	1
786	и языка	1	1
787	ad absurdum	1	1
788	необходимо изучить	1	1
789	этого слова	4	1
790	но не	5	1
791	в литературоведении	4	1
792	где она	1	1
793	так в	3	1
794	как стиль	1	1
795	своего идеологического	1	1
796	в лингвистической	1	1
797	и своей	1	1
798	как замкнутое	1	1
799	отвечают ли	1	1
800	в ряду	2	1
801	но если	1	1
802	имеет и	2	1
803	с его	12	1
804	проникают в	1	1
805	при изучении	1	1
806	ли не	1	1
807	при таком	5	1
808	на одном	1	1
809	морфологические и	1	1
810	этой школы	1	1
811	очень трудно	1	1
812	особенности в	2	1
813	поэзии в	3	1
814	по поводу	1	1
815	и синтаксической	1	1
816	представителей формального	1	1
817	тех или	1	1
818	характерное определение	1	1
819	в такой	3	1
820	быть и	5	1
821	социальной среде	1	1
822	в то	14	1
823	формах их	1	1
824	понята и	1	1
825	отбора и	1	1
826	а вовсе	2	1
827	один и	1	1
828	до законченного	1	1
829	должно было	4	1
830	ли вообще	1	1
831	проблемы поэтического	3	1
832	о художественном	1	1
833	конечно при	1	1
834	отнюдь не	13	1
835	и самый	3	1
836	не создает	1	1
837	художественной действительности	1	1
838	только с	1	1
839	поэтической формы	1	1
840	с позитивизмом	7	1
841	в беспредметных	1	1
842	быть лишен	1	1
843	может и	2	1
844	важное значение	1	1
845	и оно	1	1
846	в условиях	1	1
847	ведь и	1	1
848	полагая что	1	1
849	что раньше	2	1
850	художественной формы	2	1
851	системе языка	1	1
852	именно этого	1	1
853	воздействия на	3	1
854	в системе	3	1
855	в эстетике	2	1
856	для этого	6	1
857	она есть	2	1
858	с ее	7	1
859	своих основных	1	1
860	творческой роли	1	1
861	из него	2	1
862	не пытается	1	1
863	в нашу	1	1
864	не из	5	1
865	художественного творчества	1	1
866	и это	4	1
867	входящих в	3	1
868	в поэтическом	6	1
869	и чем	3	1
870	того же	1	1
871	предмет исследования	1	1
872	и типов	2	1
873	из одного	1	1
874	эстетике и	1	1
875	эта связь	2	1
876	подхода к	4	1
877	в самой	2	1
878	в виде	2	1
879	лингвистических элементов	1	1
880	только о	1	1
881	от него	2	1
882	нам кажется	2	1
883	о какой	2	1
884	их элементов	2	1
885	образом ритм	1	1
886	здесь нет	1	1
887	как для	2	1
888	не должна	7	1
889	и другое	1	1
890	к нему	3	1
891	едва ли	3	1
892	не можем	3	1
893	их только	1	1
894	часто и	2	1
895	социальных взаимоотношений	1	1
896	последнее время	1	1
897	в изобразительных	1	1
898	в чисто	1	1
899	общения а	2	1
900	мысли в	2	1
901	тем более	1	1
902	искусства в	4	1
903	формы и	7	1
904	как система	1	1
905	фосслера и	1	1
906	особенно в	6	1
907	не входит	2	1
908	как эстетика	1	1
909	слушателя и	1	1
910	внутренней речи	1	1
911	гоголь и	1	1
912	как из	2	1
913	он действительно	2	1
914	своего развития	2	1
915	на материале	2	1
916	себе а	2	1
917	фигурирует в	2	1
918	и сами	2	1
919	которой только	1	1
920	на все	3	1
921	рассматривать не	1	1
922	эту плоскость	1	1
923	и особенно	3	1
924	позитивизмом и	4	1
925	еще не	6	1
926	в статье	5	1
927	перевести его	1	1
928	нашу задачу	1	1
929	столь резко	1	1
